TimeStamp(s),Time,TC_A1_0p03_BC,TC_A1_0p30_BC,TC_A1_0p61_BC,TC_A1_0p91_BC,TC_A1_1p22_BC,TC_A1_1p52_BC,TC_A1_1p83_BC,TC_A1_2p13_BC,TC_A2_0p03_BC,TC_A2_0p30_BC,TC_A2_0p61_BC,TC_A2_0p91_BC,TC_A2_1p22_BC,TC_A2_1p52_BC,TC_A2_1p83_BC,TC_A2_2p13_BC,TC_A3_0p03_BC,TC_A3_0p30_BC,TC_A3_0p61_BC,TC_A3_0p91_BC,TC_A3_1p22_BC,TC_A3_1p52_BC,TC_A3_1p83_BC,TC_A3_2p13_BC,TC_A4_0p03_BC,TC_A4_0p30_BC,TC_A4_0p61_BC,TC_A4_0p91_BC,TC_A4_1p22_BC,TC_A4_1p52_BC,TC_A4_1p83_BC,TC_A4_2p13_BC,TC_A5_0p03_BC,TC_A5_0p30_BC,TC_A5_0p61_BC,TC_A5_0p91_BC,TC_A5_1p22_BC,TC_A5_1p52_BC,TC_A5_1p83_BC,TC_A5_2p13_BC,TC_A6_0p30_BS,TC_A6_0p60_BS,TC_A6_0p90_BS,TC_A6_1p20_BS,TC_A6_1p50_BS,TC_A6_1p80_BS,TC_A7_0p08_BS,TC_A7_0p34_BS,TC_A7_0p61_BS,TC_A7_0p88_BS,TC_A7_1p15_BS,TC_A7_1p42_BS,TC_A7_1p68_BS,TC_A7_1p95_BS,TC_A8_0p08_BS,TC_A8_0p34_BS,TC_A8_0p61_BS,TC_A8_0p88_BS,TC_A8_1p15_BS,TC_A8_1p42_BS,TC_A8_1p68_BS,TC_A8_1p95_BS,TC_A9_0p08_BS,TC_A9_0p34_BS,TC_A9_0p61_BS,TC_A9_0p88_BS,TC_A9_1p15_BS,TC_A9_1p42_BS,TC_A9_1p68_BS,TC_A9_1p95_BS,TC_A10_NXNY,TC_A10_NXPY,TC_A10_CEN,TC_A10_PXNY,TC_A10_PXPY,TC_Ignition,BDP_A6_0p30_BS,BDP_A6_0p60_BS,BDP_A6_0p90_BS,BDP_A6_1p20_BS,BDP_A6_1p50_BS,BDP_A6_1p80_BS,BDP_A7_0p08_BS,BDP_A7_0p34_BS,BDP_A7_0p61_BS,BDP_A7_0p88_BS,BDP_A7_1p15_BS,BDP_A7_1p42_BS,BDP_A7_1p68_BS,BDP_A7_1p95_BS,BDP_A8_0p08_BS,BDP_A8_0p34_BS,BDP_A8_0p61_BS,BDP_A8_0p88_BS,BDP_A8_1p15_BS,BDP_A8_1p42_BS,BDP_A8_1p68_BS,BDP_A8_1p95_BS,BDP_A9_0p08_BS,BDP_A9_0p34_BS,BDP_A9_0p61_BS,BDP_A9_0p88_BS,BDP_A9_1p15_BS,BDP_A9_1p42_BS,BDP_A9_1p68_BS,BDP_A9_1p95_BS,BDP_A10_NXNY,BDP_A10_NXPY,BDP_A10_CEN,BDP_A10_PXNY,BDP_A10_PXPY,HF_A1_0p15_AF,RAD_A1_0p15_AF,HF_A2_0p15_AF,RAD_A2_0p15_AF,HF_A3_0p15_AF,RAD_A3_0p15_AF,HF_A4_0p15_AF,RAD_A4_0p15_AF,HF_A5_0p15_AF,RAD_A5_0p15_AF,CO_1,CO2_1,O2_1,CO_2,CO2_2,O2_2,HOSE_P1_1p5_in,HOSE_P2_1p5_in,HOSE_P1_2p5_in,HOSE_P2_2p5_in,Marker_Button
4/21/2014 2:20:29.072 PM,0,3319.70069823562835,3323.62615663207589,3323.98742096091791,3322.08169195451,3321.07707541170248,3322.62770912161568,3322.71875347411469,3322.71883328451804,3323.44436814764458,3319.9764467959103,3321.53441076907756,3320.80258516280992,3322.08169202125554,3321.35153296149428,3321.62560885663379,3321.53422312228667,3320.25227518215933,3323.80672923781367,3322.99130122701171,3321.89937664474337,3322.99118747489501,3321.80816852360521,3323.17240804466564,3323.08191975183353,3323.98742096091791,3322.90041566006084,3323.4447509372826,3322.62788024927567,3322.71861385385045,3322.17278453621929,3321.35157853393957,3322.44590681121189,3322.98116890490519,3323.16265946757948,3323.07188563024556,3323.61575216510755,3323.97783812767966,3322.98126855189002,3323.16271063355634,3323.97753258441434,19.9224236826517753,19.9167781396543191,19.5432192942004299,19.6604108453545478,19.0968100858272933,18.6293396797376651,22.0850719570792613,22.4551586609947158,22.0789039855032492,30.0676827735543881,31.7364771388620035,22.927138627565153,22.5064350091558438,22.4200879037736449,19.0767420442527431,19.1529423724690026,18.7137302191211425,18.9119938016544324,18.3845300674075638,18.074055997537581,17.6350911042178744,16.9003344321806566,20.1783070475659016,20.1135931415178497,19.5211167862177355,19.2954812999596328,19.1273697556255513,18.574795797727166,18.2377173566807258,17.4785766620380976,3323.92464411334458,3324.37583222068406,3323.29112223224592,3324.91650995725558,3323.01893547759209,3323.10967273892629,2.49244626460971741,2.49411503181185967,2.52902909580410284,2.48152806272410542,2.49048094755150506,2.47830913264728192,2.55767600388095051,2.54727302891151153,2.53646752972795619,2.51793317620965551,2.52272827148437484,2.45722407701802226,2.50472601997375399,2.50121196453685979,2.51086528694768951,2.50365891082630876,2.49406737251136912,2.53441565837637039,2.54224517482264778,2.48419008532626551,2.50955157408202956,2.54209573329374727,2.52689044053878797,2.5063892623496824,2.50414162362877768,2.50393381254102332,2.48790035118010566,2.54330173439953455,2.53286437864291969,2.50149727171687974,-5.00253208083902478,5.00029275891706071,-5.00091408392384196,-5.00065637306995114,4.99991771110885352,0.049990657825835505,-0.0500093732425170232,-0.0500609584544687222,-0.0499906267574829685,0.0499875338941330877,-0.0499890655753069471,-0.0500078137208938914,-0.0500547097258261242,-0.0500296884277633622,-0.0499953138179886902,-5.00063279766880519,-5.00154709255989171,5.00055064035444196,4.99935526994195722,4.99961300082820248,5.00076156385513926,5.00005834824183814,4.99954267101613503,-3.7668487890704343,5.00008178710937478,-0.0033408070599310921
4/21/2014 2:20:30.072 PM,1,3319.70183593890851,3323.62727346595738,3323.98853583785967,3322.08281708467575,3321.0782058784498,3322.62883133163723,3322.71987519586355,3322.71995500583807,3323.44548596389495,3319.9775830562462,3321.53553881221068,3320.80371707959466,3322.08281715142129,3321.35266197492865,3321.62673641531819,3321.5353511664166,3320.25340999571608,3323.80784509433169,3322.99242148474377,3321.90050274684699,3322.9923077332387,3321.80929511136719,3323.17352732762174,3323.0830395220214,3323.98853583785967,3322.90153640638345,3323.44586875146615,3322.62900245837954,3322.71973557634828,3322.17390918018327,3321.35270754713246,3322.44702999507762,3322.98227768026481,3323.16376727624629,3323.07299392260392,3323.61685755365124,3323.97894157521113,3322.98237732671987,3323.16381844195029,3323.9786360335861,19.918135846211765,19.9087665584146336,19.5367980487760953,19.6543734215566985,19.0781498998806214,18.6190417807560884,22.0760929602871769,22.4450404124542295,22.0680260826651242,30.067646081087716,31.6866237660733247,22.9001370098770742,22.482307436832226,22.3846039068165901,19.0820226290157109,19.1542730057222918,18.7094363677898592,18.905269989520427,18.3806141871772013,18.0732579966318809,17.6318567198174065,16.8947396376865804,20.1910538297702082,20.1213284863010635,19.5322010648644344,19.2915200126275934,19.1347325750932136,18.5781315578879464,18.2290376776582619,17.4921105300124076,3323.92551470277612,3324.37670089638595,3323.29199549588793,3324.91737632949434,3323.01980988559535,3323.11054676574576,2.49251737223333336,2.49395570391431409,2.52903016386927204,2.48153141942168132,2.4904237257513846,2.47832500141598233,2.55829567782838652,2.54559249969725165,2.53599295914261624,2.51722572900633645,2.52256454467773405,2.45717769356060911,2.50452737847412088,2.50132550323280078,2.51139513419541371,2.50401473744756009,2.49395612029426061,2.53453697427944169,2.5423123166417958,2.48409242449841416,2.50929146659493707,2.54189613429850558,2.52730291460923073,2.50642756819478185,2.50410606731685803,2.50389459009892512,2.48796443959624058,2.54350664552883021,2.53335026403842578,2.50168298859072724,-5.00253208083902478,5.00029275891706071,-5.00091408392384196,-5.00065637306995114,4.99991771110885352,0.049990657825835505,-0.0500093732425170232,-0.0500609584544687222,-0.0499906267574829685,0.0499875338941330877,-0.0499890655753069471,-0.0500078137208938914,-0.0500547097258261242,-0.0500296884277633622,-0.0499953138179886902,-5.00063279766880519,-5.00154709255989171,5.00055064035444196,4.99935526994195722,4.99961300082820248,5.00076156385513926,5.00005834824183814,4.99954267101613503,-3.77092040607471546,5.00008178710937478,-0.00333882337086025471
4/21/2014 2:20:31.072 PM,2,3319.70259661260888,3323.62802018628326,3323.98928124976646,3322.08356935193478,3321.0789617137716,3322.62958164647443,3322.72062518423899,3322.72070499392748,3323.44623334103698,3319.97834276518779,3321.53629302709305,3320.8044738844178,3322.08356941867987,3321.35341683855813,3321.62749030629538,3321.53610538196471,3320.25416873733411,3323.80859116118745,3322.99317049427099,3321.90125566394817,3322.9930567431752,3321.81004835318162,3323.17427568540915,3323.08378820557482,3323.98928124976646,3322.9022857425848,3323.4466161272262,3322.62975277260329,3322.72048556522486,3322.1746611223657,3321.35346241060051,3322.44778096103118,3322.98339297800657,3323.16488160160543,3323.0741087345018,3323.61796944464231,3323.98005151376583,3322.98349262392821,3323.16493276703477,3323.97974597379106,19.9130189516590903,19.9034183297844969,19.5295466955156378,19.6440118667097643,19.069984605551749,18.6059370270739457,22.0685591834954273,22.4362161896325354,22.0494969910601881,30.0804810537987421,31.6535304861733557,22.8642780847166094,22.4516694870375737,22.3516243817339024,19.0849538708343473,19.1613839456679002,18.7186020820159449,18.8914089854270912,18.3826354213241245,18.0709439624477532,17.6365436153186721,16.8858008176111767,20.2002652641065126,20.1342612425551799,19.5414947808733785,19.3037774895974046,19.13832834179874,18.5776986285764494,18.2305061243859008,17.4925906568969651,3323.92642427438068,3324.37760846854735,3323.29290786147885,3324.91828149502316,3323.02072344680209,3323.11145992869569,2.49245313122573186,2.49381056901913611,2.52884935569426439,2.48160953892890346,2.49046111066079678,2.47813442360725933,2.55718069197910891,2.54515653565792155,2.53580770875978567,2.51676533896914645,2.52267181396484341,2.45712291835925622,2.50464653286061356,2.50133847472360049,2.51175360515880763,2.50361160968883567,2.49378626608624687,2.53456551022142218,2.54213423822601081,2.48417223170617385,2.50910656907332052,2.54165396028822377,2.52731466470298693,2.50615957989201332,2.50406700115440506,2.50392145060401994,2.48789409492995928,2.54361207634814734,2.53349966158936812,2.50197781603548774,-5.00253208083902478,5.00029275891706071,-5.00091408392384196,-5.00065637306995114,4.99991771110885352,0.049990657825835505,-0.0500093732425170232,-0.0500609584544687222,-0.0499906267574829685,0.0499875338941330877,-0.0499890655753069471,-0.0500078137208938914,-0.0500547097258261242,-0.0500296884277633622,-0.0499953138179886902,-5.00063279766880519,-5.00154709255989171,5.00055064035444196,4.99935526994195722,4.99961300082820248,5.00076156385513926,5.00005834824183814,4.99954267101613503,-3.77361818611041677,5.00008178710937478,-0.00342366422650530874
4/21/2014 2:20:32.072 PM,3,3319.70341681737727,3323.62882534563596,3323.99008499829824,3322.08438049234337,3321.07977670149193,3322.6303906816579,3322.72143386741072,3322.72151367679043,3323.44703920861047,3319.97916192969114,3321.53710626755264,3320.80528991751589,3322.08438055908845,3321.3542307785392,3321.62830319750037,3321.53691862314326,3320.25498685880802,3323.80939561592731,3322.99397812198685,3321.90206750505785,3322.99386437133171,3321.81086054441766,3323.17508261037755,3323.08459548180371,3323.99008499829824,3322.90309372254068,3323.44742199330949,3322.63056180712556,3322.72129424893637,3322.17547191225594,3321.35427635040696,3322.44859069828999,3322.9840582432007,3323.16554628678386,3323.07477370989499,3323.61863267774788,3323.98071358226525,3322.98415788880402,3323.16559745204949,3323.98040804327456,19.9053904337292522,19.8890265839051992,19.5224409781921153,19.6338722847425444,19.0618136362023946,18.6020991368402022,22.0626108196456165,22.4316310731749802,22.0408926514220447,30.0815727355489919,31.6135172211961972,22.8390168011318089,22.4111758710622588,22.3089417762795143,19.1105145539635437,19.161194428401263,18.71985682648981,18.8908395230309267,18.3833583522624906,18.064820956935808,17.629656153487435,16.8853825398203092,20.2027413656419448,20.13650925596448,19.546708002751707,19.3033676763568955,19.1411869498601241,18.5824596544654881,18.2273581851878106,17.481908221125682,3323.92674262472019,3324.37792611906888,3323.29322718972935,3324.91859830320936,3323.02104319352611,3323.11177953602691,2.49243512543262735,2.49388214448268863,2.52863269104573218,2.48151875551719003,2.49038817193957662,2.4780491289754929,2.55934413379805781,2.54555297758098042,2.53607459749089825,2.51655902563461531,2.52248748779296861,2.45720836157028044,2.50471595058898,2.50119914565183432,2.51144640973551603,2.50348511729217282,2.49371530273788533,2.53433356031869472,2.54210326143217635,2.48402024704283031,2.5089744558276772,2.54174353567829003,2.52774102524786937,2.50619864880175669,2.50408836546199653,2.5038956584144687,2.48759181123385709,2.54316868711379662,2.53332691590227243,2.50186183836570608,-5.00253208083902478,5.00029275891706071,-5.00091408392384196,-5.00065637306995114,4.99991771110885352,0.049990657825835505,-0.0500093732425170232,-0.0500609584544687222,-0.0499906267574829685,0.0499875338941330877,-0.0499890655753069471,-0.0500078137208938914,-0.0500547097258261242,-0.0500296884277633622,-0.0499953138179886902,-5.00063279766880519,-5.00154709255989171,5.00055064035444196,4.99935526994195722,4.99961300082820248,5.00076156385513926,5.00005834824183814,4.99954267101613503,-3.77722809380029067,5.00008178710937478,-0.00336247504824331838
4/21/2014 2:20:33.072 PM,4,3319.70428332462415,3323.62967595786631,3323.99093412004003,3322.08523742337456,3321.08063769708906,3322.63124538858301,3322.72228820244663,3322.72236801150029,3323.44789056905392,3319.980027337931,3321.53796541722295,3320.80615201752289,3322.08523749011919,3321.35509066723125,3321.62916197819367,3321.53777777357208,3320.25585116511911,3323.81024548375535,3322.99483134196543,3321.90292517635725,3322.99471759177686,3321.81171858561538,3323.1759350879256,3323.08544833044879,3323.99093412004003,3322.90394731465085,3323.4482733521786,3322.63141651335172,3322.72214858454299,3322.176328472975,3321.35513623891529,3322.44944614693622,3322.98496483099961,3323.16645208415184,3323.07567990276084,3323.61953649626639,3323.98161581368685,3322.9850644761691,3323.16650324919464,3323.98131027603767,19.8971340823700551,19.8791705222678345,19.5071070317939075,19.6296361288268919,19.0635792135207325,18.5932238616538328,22.0473200633898116,22.4156549946710761,22.0326465544305243,30.0875340522548598,31.583551088341494,22.8091892704574697,22.373614359886087,22.2738117994617148,19.1362817637780154,19.1886416361191543,18.728083833134054,18.8920729978744042,18.3942509103902125,18.0651426058752911,17.6412419243145848,16.8780916203190365,20.2077726900420274,20.1451858709985778,19.5480956015482192,19.3125817831271078,19.1455391540011597,18.5838480563885646,18.2188604005217556,17.4801018043480489,3323.92729486602638,3324.37847714636609,3323.29378112747099,3324.91914786926281,3323.02159785721369,3323.11233395790395,2.49251828778213547,2.4939515833652397,2.52869906366693753,2.48143788962104228,2.49045515959358443,2.4781473932739857,2.55870126594763958,2.54649738830531103,2.53650995115005395,2.51676579676500722,2.52278991699218746,2.45701733496277619,2.50469428615507228,2.50109644196585545,2.5113473685881158,2.50361466137512423,2.49363564065649879,2.53420675086529545,2.5421105859942652,2.48386643123896444,2.50888749907246167,2.54176627287270218,2.52779168798978082,2.50628548555817732,2.50410316787511355,2.50385597812285132,2.48763377388727846,2.54327747463069009,2.53342961718090764,2.50169367074452298,-5.00253208083902478,5.00029275891706071,-5.00091408392384196,-5.00065637306995114,4.99991771110885352,0.049990657825835505,-0.0500093732425170232,-0.0500609584544687222,-0.0499906267574829685,0.0499875338941330877,-0.0499890655753069471,-0.0500078137208938914,-0.0500547097258261242,-0.0500296884277633622,-0.0499953138179886902,-5.00063279766880519,-5.00154709255989171,5.00055064035444196,4.99935526994195722,4.99961300082820248,5.00076156385513926,5.00005834824183814,4.99954267101613503,-3.77971134531779773,5.00008178710937478,-0.00334416407220481738
4/21/2014 2:20:34.072 PM,5,3319.7049381655629,3323.63031878672245,3323.99157582251382,3322.08588502743532,3321.08128837279855,3322.63189131185708,3322.72293384467866,3322.72301365348585,3323.44853396334565,3319.98068134833511,3321.53861469793992,3320.80680352784975,3322.08588509417995,3321.35574050643754,3321.62981098007003,3321.53842705486295,3320.25650434278077,3323.81088775005719,3322.9954761415338,3321.90357333985002,3322.9953623916972,3321.81236702864453,3323.17657932642896,3323.08609284939439,3323.99157582251382,3322.90459239544361,3323.44891674528071,3322.63206243609784,3322.72279422720612,3322.17697579718651,3321.35578607798288,3322.4500926307387,3322.98593664162626,3323.16742304746867,3323.07665129003498,3323.6205053383378,3323.98258295445566,3322.986036286331,3323.16747421227273,3323.98227741824439,19.8914384388251406,19.8646613051497454,19.4979843404263136,19.6175566214566537,19.0574192181520914,18.5859246029314136,22.0400421599016738,22.4152731379775893,22.013993953211358,30.0920459559185893,31.5449973496135811,22.7817648121647451,22.3298189457800404,22.2314643277199444,19.1319496438794339,19.1844601522201898,18.7356062440197917,18.9132710408326261,18.3907496200193492,18.0706168144607595,17.642152183064745,16.8681156995718986,20.2200978823570807,20.1500694721285143,19.5586811916603445,19.3271186863613344,19.1584085317774715,18.5890429909313362,18.2239798269191411,17.477538958290058,3323.92864623122523,3324.37982554088967,3323.29513664383648,3324.92049268812934,3323.02295514996694,3323.11369065894723,2.49244473869504768,2.4939373903628721,2.52873446239824684,2.48140569583974546,2.49052916645507327,2.47807689932071895,2.5590357464432758,2.54618563663140485,2.53573705725463716,2.51767833651389594,2.52238403320312487,2.45698483602715445,2.50486851702494961,2.50106256348400224,2.51151630318006047,2.50303148412537224,2.49368874871075663,2.53414586401582964,2.54207075868790744,2.48390595335523523,2.50875980994243441,2.54165212910478111,2.5277466713968173,2.5062999837864024,2.50414528608150766,2.50375097796657187,2.48760096672187636,2.54338351575865751,2.53337147574381971,2.50169977483240613,-5.00253208083902478,5.00029275891706071,-5.00091408392384196,-5.00065637306995114,4.99991771110885352,0.049990657825835505,-0.0500093732425170232,-0.0500609584544687222,-0.0499906267574829685,0.0499875338941330877,-0.0499890655753069471,-0.0500078137208938914,-0.0500547097258261242,-0.0500296884277633622,-0.0499953138179886902,-5.00063279766880519,-5.00154709255989171,5.00055064035444196,4.99935526994195722,4.99961300082820248,5.00076156385513926,5.00005834824183814,4.99954267101613503,-3.78252508671468535,5.00008178710937478,-0.00336232245677633079
4/21/2014 2:20:35.072 PM,6,3319.70561285119129,3323.63098109581596,3323.9922369710498,3322.0865522566155,3321.08195876682248,3322.63255680925385,3322.72359905250687,3322.72367886105985,3323.44919685502964,3319.98135517822947,3321.53928365464662,3320.80747478181365,3322.08655232335968,3321.35641003857836,3321.63047964947554,3321.53909601216037,3320.25717731466693,3323.81154947952791,3322.99614048113107,3321.90424114543475,3322.99602673165736,3321.81303512224758,3323.17724308793822,3323.08675689985511,3323.9922369710498,3322.90525702479817,3323.44957963573915,3322.63272793295072,3322.72345943547861,3322.17764273802595,3321.35645560998,3322.45075870567097,3322.98638015266351,3323.16786617181196,3323.07709460786372,3323.62094749458856,3323.98302433426715,3322.98647979715633,3323.16791733650688,3323.98271879871254,19.8874157854831992,19.8535728031253242,19.493956751416313,19.6130756516468345,19.0536949780698954,18.5679866928009112,22.0373143957807578,22.3996586719401698,22.0119474710663141,30.0969369946992273,31.5087749507307002,22.7524487645070152,22.2929197895355706,22.1970721384833247,19.1473695468654554,19.1836246639356282,18.7424477135087599,18.9022531893343846,18.4020814572741358,18.0640749561413401,17.6507526016224716,16.8764143020456529,20.2302741012417577,20.1580442329808207,19.5708405027322669,19.3349465819667152,19.184404854191559,18.6101845802479779,18.2366056237578071,17.4740405248943844,3323.92891260604756,3324.38009133014838,3323.29540383691528,3324.92075777257423,3323.02322269319756,3323.11395808554289,2.4925143204039939,2.4939621136573189,2.52874102336999851,2.48128836400174979,2.49034834556669304,2.47810466966594545,2.55908915345672172,2.54548873506765938,2.5364692082734348,2.51711921516942638,2.5221754455566403,2.45676008986672833,2.50458443832117394,2.50124889513419557,2.51093579081533003,2.50350052830793013,2.49372064406518135,2.53419118580603353,2.54158398049908607,2.48386719421418212,2.50873219735876063,2.54184150399246844,2.52755424453672539,2.50634393630986318,2.50402930841172644,2.50374533115584175,2.4875974571181354,2.54315556547781796,2.53321460068522075,2.50179713503414369,-5.00253208083902478,5.00029275891706071,-5.00091408392384196,-5.00065637306995114,4.99991771110885352,0.049990657825835505,-0.0500093732425170232,-0.0500609584544687222,-0.0499906267574829685,0.0499875338941330877,-0.0499890655753069471,-0.0500078137208938914,-0.0500547097258261242,-0.0500296884277633622,-0.0499953138179886902,-5.00063279766880519,-5.00154709255989171,5.00055064035444196,4.99935526994195722,4.99961300082820248,5.00076156385513926,5.00005834824183814,4.99954267101613503,-3.785458909152696,5.00008178710937478,-0.00339299334164081977
4/21/2014 2:20:36.072 PM,7,3319.70631399462672,3323.63166937756022,3323.9929240467427,3322.08724565131206,3321.08265545042377,3322.63324840428231,3322.72429034661536,3322.72437015490459,3323.44988574220178,3319.98205543238691,3321.5399788445884,3320.80817235906488,3322.08724571805578,3321.35710582651108,3321.63117454085386,3321.53979120271606,3320.25787667718214,3323.81223715892792,3322.99683087297444,3321.90493513913088,3322.99671712387771,3321.81372941525205,3323.17793287903259,3323.0874469912278,3323.9929240467427,3322.90594771775704,3323.45026852163755,3322.63341952741348,3322.72415073004822,3322.17833583307901,3321.35715139776402,3322.45145090087407,3322.98703889708531,3323.1685243418774,3323.0777530653122,3323.62160422674833,3323.98367991318309,3322.98713854126299,3323.16857550640998,3323.983374378603,19.8783395812604731,19.8477573166246159,19.4850217028154233,19.6109817448854216,19.0505350808527751,18.5706040771302483,22.0345433395398871,22.4044668819390118,22.0025793192754868,30.1010324247500627,31.4779945642056944,22.7329369279762332,22.2524147544305073,22.16218149436407,19.1472507876197611,19.1936112093990303,18.7445329749083527,18.9158879629436285,18.416563438971675,18.0790173430862637,17.6583200728763714,16.8776653534741925,20.2417510332090664,20.1712680369813952,19.5860487534193268,19.347419188432756,19.2002254503894534,18.613009285262347,18.2476440966814408,17.477932571184283,3323.92998460289709,3324.38116097043439,3323.29647912678319,3324.92182457638,3323.0242993922302,3323.11503431518622,2.49251599891013065,2.49407397893404381,2.5288499660172179,2.48155155960713714,2.49038557788463777,2.4780927680894198,2.55854913225505287,2.54462657307178475,2.53659708291990249,2.51683675512340743,2.52224807739257795,2.45696088141263491,2.50444239896928566,2.50122447821033722,2.51101072025041994,2.5035708696768828,2.49375376029441664,2.53413960747240052,2.54190748199134342,2.48383011361860717,2.50869604165527615,2.54202599572430898,2.52744895148877679,2.50645564897365958,2.50419457659116507,2.50379081087469535,2.48767436321749713,2.54315327682037973,2.53322406202143968,2.50168420940830405,-5.00253208083902478,5.00029275891706071,-5.00091408392384196,-5.00065637306995114,4.99991771110885352,0.049990657825835505,-0.0500093732425170232,-0.0500609584544687222,-0.0499906267574829685,0.0499875338941330877,-0.0499890655753069471,-0.0500078137208938914,-0.0500547097258261242,-0.0500296884277633622,-0.0499953138179886902,-5.00063279766880519,-5.00154709255989171,5.00055064035444196,4.99935526994195722,4.99961300082820248,5.00076156385513926,5.00005834824183814,4.99954267101613503,-3.789012819711576,5.00008178710937478,-0.00341237245794823304
4/21/2014 2:20:37.072 PM,8,3319.70735909634822,3323.63269530758407,3323.99394817902157,3322.08827920272688,3321.08369390429561,3322.63427927310294,3322.72532076688367,3322.72540057477954,3323.45091257467993,3319.98309920854581,3321.54101507200402,3320.80921214501449,3322.0882792694706,3321.35814294529473,3321.63221032323008,3321.54082743104709,3320.25891912425504,3323.81326219109587,3322.99785994832245,3321.90596958341711,3322.99774619978734,3321.81476430568955,3323.17896105890122,3323.08847561869288,3323.99394817902157,3322.90697724194933,3323.45129535221667,3322.63445039539146,3322.72518115100501,3322.17936893784417,3321.35818851632575,3322.45248266431781,3322.98767807510967,3323.16916296259978,3323.07839196488475,3323.62224145226218,3323.98431601969741,3322.9877777189813,3323.16921412697547,3323.98401048606319,19.8785834362845612,19.8430645096253819,19.4844296222284932,19.596793764366101,19.0562520155210251,18.5681119234748735,22.0228125629400786,22.3978881618368817,21.9990319980345212,30.1118828025288252,31.4618521546174783,22.7100746712690906,22.2099215113820207,22.1276517770029564,19.1597995972961215,19.1974263170259967,18.7671241976984326,18.9034421978706319,18.4253247459261047,18.0840537768697018,17.6613803688163173,16.8763110079399965,20.2494962221379353,20.185771276406669,19.6017014657362694,19.3602606732222426,19.2225715613285857,18.6270774571238142,18.2588994880991322,17.4756501556538737,3323.9310436073606,3324.38221764683294,3323.29754138444286,3324.92287845059991,3323.02536304201339,3323.11609750125671,2.49274671720821583,2.49413914465459197,2.52891832218802248,2.48147847514627884,2.49037855867715629,2.47815807417599609,2.55876306549176924,2.54529081929621714,2.5361817192114473,2.51698218160847276,2.52233627319335918,2.45679701354006363,2.5044471285288008,2.50114374975583109,2.51164311857834921,2.50373154095997741,2.4937616959806852,2.53413899707791978,2.54206007703486092,2.48389344056166683,2.5087750655135248,2.54189842327780901,2.52639708919963146,2.50642604206549535,2.50411735987944217,2.50392526601667509,2.48756190330632743,2.54340762295033951,2.53335560511532343,2.50178202741663291,-5.00253208083902478,5.00029275891706071,-5.00091408392384196,-5.00065637306995114,4.99991771110885352,0.049990657825835505,-0.0500093732425170232,-0.0500609584544687222,-0.0499906267574829685,0.0499875338941330877,-0.0499890655753069471,-0.0500078137208938914,-0.0500547097258261242,-0.0500296884277633622,-0.0499953138179886902,-5.00063279766880519,-5.00154709255989171,5.00055064035444196,4.99935526994195722,4.99961300082820248,5.00076156385513926,5.00005834824183814,4.99954267101613503,-3.79196632506484077,5.00008178710937478,-0.00332631087056727871
4/21/2014 2:20:38.072 PM,9,3319.70779565754537,3323.63312386047391,3323.99437598096619,3322.08871093918696,3321.08412768858534,3322.63470988900235,3322.72575119541579,3322.7258310031475,3323.45134150453805,3319.98353521603576,3321.54144792626993,3320.80964648573399,3322.08871100593023,3321.35857617189867,3321.63264299159573,3321.54126028569544,3320.25935457656578,3323.81369036893693,3322.99828981506107,3321.90640169284279,3322.99817606676106,3321.81519660147887,3323.17939055158467,3323.08890529834388,3323.99437598096619,3322.90740729617709,3323.45172428128171,3322.63488101093935,3322.72561157982454,3322.17980048773142,3321.35862174283693,3322.45291365391494,3322.98806940864869,3323.16955395493278,3323.07878312794218,3323.62263159038275,3323.98470547271472,3322.98816905233297,3323.16960511921161,3323.98439993965939,19.8758824269771779,19.8367159398009498,19.4770132220940901,19.6001673962018294,19.0606164225463139,18.5615308219996571,22.0126889153972556,22.3901125080903256,21.9920128047030054,30.1153753041261751,31.4530150564138004,22.6857124154934944,22.1785054059895188,22.0948027529936546,19.1758577434294288,19.2126538549702381,18.7808374964745042,18.9196587287132374,18.4487789356298819,18.0913878422924057,17.668718072785154,16.8819001707411544,20.2572393841579128,20.1931351219193544,19.6155287675053316,19.3694525624561606,19.2365543657741718,18.6301930762885242,18.2726624605460976,17.47458312208866,3323.93139444312737,3324.38256771134138,3323.2978932979513,3324.92322758678256,3323.02571541671432,3323.11644972233534,2.49290144495574095,2.49424322667195408,2.52893571639220038,2.48138845462037816,2.49040846660468595,2.47814800361124332,2.55779716150573844,2.54508679972303398,2.53647607505039296,2.5174288377698435,2.52232391357421859,2.45705975141396315,2.50466255233639057,2.50120952284447417,2.51219112591319327,2.5035127350530848,2.49373178454782751,2.53403278843824964,2.54205458361329439,2.48377136452685265,2.50885027547900075,2.54194740743489822,2.526157509365893,2.50646511097523827,2.50421426227458843,2.50388329647746488,2.48765849370493042,2.54363008045332739,2.53357046900881366,2.50165048432274917,-5.00253208083902478,5.00029275891706071,-5.00091408392384196,-5.00065637306995114,4.99991771110885352,0.049990657825835505,-0.0500093732425170232,-0.0500609584544687222,-0.0499906267574829685,0.0499875338941330877,-0.0499890655753069471,-0.0500078137208938914,-0.0500547097258261242,-0.0500296884277633622,-0.0499953138179886902,-5.00063279766880519,-5.00154709255989171,5.00055064035444196,4.99935526994195722,4.99961300082820248,5.00076156385513926,5.00005834824183814,4.99954267101613503,-3.79415311220763085,5.00008178710937478,-0.00336293282264428072
