TimeStamp(s),Time,TC_A1_0p03_BC,TC_A1_0p30_BC,TC_A1_0p61_BC,TC_A1_0p91_BC,TC_A1_1p22_BC,TC_A1_1p52_BC,TC_A1_1p83_BC,TC_A1_2p13_BC,TC_A2_0p03_BC,TC_A2_0p30_BC,TC_A2_0p61_BC,TC_A2_0p91_BC,TC_A2_1p22_BC,TC_A2_1p52_BC,TC_A2_1p83_BC,TC_A2_2p13_BC,TC_A3_0p03_BC,TC_A3_0p30_BC,TC_A3_0p61_BC,TC_A3_0p91_BC,TC_A3_1p22_BC,TC_A3_1p52_BC,TC_A3_1p83_BC,TC_A3_2p13_BC,TC_A4_0p03_BC,TC_A4_0p30_BC,TC_A4_0p61_BC,TC_A4_0p91_BC,TC_A4_1p22_BC,TC_A4_1p52_BC,TC_A4_1p83_BC,TC_A4_2p13_BC,TC_A5_0p03_BC,TC_A5_0p30_BC,TC_A5_0p61_BC,TC_A5_0p91_BC,TC_A5_1p22_BC,TC_A5_1p52_BC,TC_A5_1p83_BC,TC_A5_2p13_BC,TC_A6_0p30_BS,TC_A6_0p60_BS,TC_A6_0p90_BS,TC_A6_1p20_BS,TC_A6_1p50_BS,TC_A6_1p80_BS,TC_A7_0p08_BS,TC_A7_0p34_BS,TC_A7_0p61_BS,TC_A7_0p88_BS,TC_A7_1p15_BS,TC_A7_1p42_BS,TC_A7_1p68_BS,TC_A7_1p95_BS,TC_A8_0p08_BS,TC_A8_0p34_BS,TC_A8_0p61_BS,TC_A8_0p88_BS,TC_A8_1p15_BS,TC_A8_1p42_BS,TC_A8_1p68_BS,TC_A8_1p95_BS,TC_A9_0p08_BS,TC_A9_0p34_BS,TC_A9_0p61_BS,TC_A9_0p88_BS,TC_A9_1p15_BS,TC_A9_1p42_BS,TC_A9_1p68_BS,TC_A9_1p95_BS,TC_A10_NXNY,TC_A10_NXPY,TC_A10_CEN,TC_A10_PXNY,TC_A10_PXPY,TC_Ignition,BDP_A6_0p30_BS,BDP_A6_0p60_BS,BDP_A6_0p90_BS,BDP_A6_1p20_BS,BDP_A6_1p50_BS,BDP_A6_1p80_BS,BDP_A7_0p08_BS,BDP_A7_0p34_BS,BDP_A7_0p61_BS,BDP_A7_0p88_BS,BDP_A7_1p15_BS,BDP_A7_1p42_BS,BDP_A7_1p68_BS,BDP_A7_1p95_BS,BDP_A8_0p08_BS,BDP_A8_0p34_BS,BDP_A8_0p61_BS,BDP_A8_0p88_BS,BDP_A8_1p15_BS,BDP_A8_1p42_BS,BDP_A8_1p68_BS,BDP_A8_1p95_BS,BDP_A9_0p08_BS,BDP_A9_0p34_BS,BDP_A9_0p61_BS,BDP_A9_0p88_BS,BDP_A9_1p15_BS,BDP_A9_1p42_BS,BDP_A9_1p68_BS,BDP_A9_1p95_BS,BDP_A10_NXNY,BDP_A10_NXPY,BDP_A10_CEN,BDP_A10_PXNY,BDP_A10_PXPY,HF_A1_0p15_AF,RAD_A1_0p15_AF,HF_A2_0p15_AF,RAD_A2_0p15_AF,HF_A3_0p15_AF,RAD_A3_0p15_AF,HF_A4_0p15_AF,RAD_A4_0p15_AF,HF_A5_0p15_AF,RAD_A5_0p15_AF,CO_1,CO2_1,O2_1,CO_2,CO2_2,O2_2,HOSE_P1_1p5_in,HOSE_P2_1p5_in,HOSE_P1_2p5_in,HOSE_P2_2p5_in
4/18/2014 10:27:41.693 AM,0,3303.76133585765137,3307.96087974632746,3308.34784823974996,3306.30744999366152,3305.23274651883548,3306.89181989662711,3306.98927726257579,3306.98936269695423,3307.76618816320433,3304.05603326289428,3305.72191146039722,3304.9392131523241,3306.30745006508414,3305.52629049294773,3305.81947196437977,3305.72171072769697,3304.3508611436082,3308.15428984405161,3307.28105370478306,3306.11236965193438,3307.28093191759217,3306.01478314008045,3307.47496358599346,3307.37807579605169,3308.34784823974996,3307.18375085994785,3307.76659810081309,3306.8920030734007,3306.98912780374303,3306.40492819714791,3305.52633923840494,3306.69722713914097,3307.29601201135346,3307.49031187224727,3307.3931287953178,3307.97547328879682,3308.36327989371466,3307.29611868560596,3307.4903666523387,3308.36295261124587,11.9781371684449525,11.9759960936628129,11.8053317741515915,11.8945816027852782,11.7208375334059394,11.5492969775886163,12.7277013495657734,12.7951197456599175,12.2267695633636144,12.5722145562475624,12.7440581198149623,12.176795800231142,12.0918152716166674,12.2728219184476241,10.5998498700664445,10.8937839961048262,10.6379801569821311,10.9008114611320028,10.478272236391561,10.0518587160672492,9.74267941701251061,9.6498949397929401,11.7147527969081437,11.8320135760124234,11.4561776970944074,11.2023748164727177,10.377138744986464,10.194462294275759,9.82623700006365474,10.1594624256636603,3308.45260108579168,3308.93565797103019,3307.77454764128242,3309.51469561162775,3307.48330518455577,3307.58038982159996,2.49047005252076214,2.49578873780073307,2.52932281372552881,2.49305755601168677,2.50114983774033783,2.48632270825683799,2.51895363026086549,2.53623933909987986,2.46743536318108658,2.50332109533092195,2.50548934936523437,2.49675575179284292,2.67745777205158664,2.42708905096300365,2.51647095484822447,2.49748519688015147,2.48619425607702693,2.52829401212780613,2.54003193631146784,2.47809589707330025,2.51280177350285516,2.55221821016712136,2.52847227783594164,3.17118873018229541,2.49686768730271602,2.60514679021847861,2.48268141782619889,2.85927255969306859,2.99993316023767864,2.70939746914749824,-5.00253208083902478,5.00029275891706071,-5.00091408392384196,-5.00065637306995114,4.99991771110885352,0.049990657825835505,-0.0500093732425170232,-0.0500609584544687222,-0.0499906267574829685,0.0499875338941330877,-0.0499890655753069471,-0.0500078137208938914,-0.0500547097258261242,-0.0500296884277633622,-0.0499953138179886902,-5.00063279766880519,-5.00154709255989171,5.00055064035444196,4.99935526994195722,4.99961300082820248,5.00076156385513926,5.00005834824183814,4.99954267101613503,0.0350526171624767624,0.028287048339843749
4/18/2014 10:27:42.693 AM,1,3303.76326684284185,3307.96277956747599,3308.34974513793577,3306.30936220516878,3305.23466669931758,3306.89372774718867,3306.99118438392497,3306.99126981766357,3307.76808945161292,3304.05796209378695,3305.72382802187075,3304.94113549795611,3306.30936227659094,3305.52820850332364,3305.82138780243804,3305.72362729065798,3304.35278781441184,3308.1561882053852,3307.28295863964831,3306.11428331487604,3307.282836853371,3306.01669752826455,3307.47686706501053,3307.3799800027632,3308.34974513793577,3307.18565652452207,3307.76849938613486,3306.89391092259256,3306.99103492621088,3306.40683968257963,3305.52825724841977,3306.69913644407097,3307.29848171503408,3307.49277968433125,3307.39559755388063,3307.97793636508959,3308.36573917158966,3307.29858838824884,3307.49283446388881,3308.36541189233139,11.9576036063218165,11.9627077977740512,11.7902797382885485,11.8803779046055524,11.6982995917399126,11.573741023156499,12.714728935226745,12.7790095076982819,12.2073725686872283,12.5595426685335401,12.740165818565174,12.1664122656802309,12.0809753184384405,12.2551172372110262,10.5598197619129728,10.8160699480618643,10.5873863068015694,10.8759829961743701,10.4578615644853077,10.0345026285590286,9.71323114529199216,9.59261889958769664,11.7285705148512722,11.8247461439168919,11.4346926164777312,11.1836425657381575,10.362141599789199,10.1708226199543699,9.80374571553034002,10.13055428400782,3308.45428851334054,3308.93734213763536,3307.77623962534517,3309.51637585298249,3307.48499911836825,3307.58208310596182,2.49043358316015206,2.49587389581493824,2.52925384723177027,2.49293213758407628,2.50111672539200125,2.48631568937837422,2.51898720038360269,2.5362219432649189,2.46748190466935968,2.5033413909474107,2.49542327880859371,2.49676521157692033,2.67770569251003776,2.43374693567605593,2.51690817039106163,2.49734253054615918,2.48609872262310372,2.52944781029525556,2.5407198347676454,2.47992337531446782,2.51232152812492693,2.55146376258877616,2.52873230588478881,3.1700198677615079,2.49694108895951183,2.60923828613372866,2.48284133368360171,2.86286804052840038,2.99992003644872973,2.70850932436048719,-5.00253208083902478,5.00029275891706071,-5.00091408392384196,-5.00065637306995114,4.99991771110885352,0.049990657825835505,-0.0500093732425170232,-0.0500609584544687222,-0.0499906267574829685,0.0499875338941330877,-0.0499890655753069471,-0.0500078137208938914,-0.0500547097258261242,-0.0500296884277633622,-0.0499953138179886902,-5.00063279766880519,-5.00154709255989171,5.00055064035444196,4.99935526994195722,4.99961300082820248,5.00076156385513926,5.00005834824183814,4.99954267101613503,0.0346638414410262025,0.0279310607910156251
4/18/2014 10:27:43.693 AM,2,3303.76421452150361,3307.96371195160964,3308.35067608755252,3306.310300670179,3305.23560907530054,3306.89466407195595,3306.99212035081291,3306.99220578423774,3307.76902255584082,3304.05890871517385,3305.72476862173471,3304.94207893653947,3306.31030074160071,3305.52914981427284,3305.822328047268,3305.72456789125226,3304.35373337568125,3308.1571198730785,3307.28389353346528,3306.11522249221343,3307.28377174763636,3306.01763706153269,3307.47780124433393,3307.38091453922106,3308.35067608755252,3307.18659177646168,3307.76943248884799,3306.89484724668727,3306.99197089364815,3306.40777779124982,3305.52919855919162,3306.70007348260605,3307.29940081578797,3307.4936980811135,3307.396516302902,3307.97885299941253,3308.3666543923041,3307.29950748861665,3307.49375286047279,3308.36632711424044,11.9536864420327369,11.9591701960038019,11.7888037295264265,11.8729453931827678,11.6921630289122049,11.6017480985683239,12.7009664851208459,12.7792909454445702,12.2017731996097574,12.5506618873884239,12.732735427476614,12.1627228248738692,12.071330722438308,12.2555518065650375,10.5165529765551771,10.7536108014819316,10.5500641057179543,10.8619771535793248,10.4485868789707617,10.0316492824223467,9.69178868824116257,9.59871292307877865,11.7489369791766265,11.8118040429587108,11.4212865663764145,11.173905899755205,10.3577510404584707,10.1608493210463973,9.78459717331884526,10.1052175076466053,3308.45557148460011,3308.93862262951097,3307.7775260610465,3309.51765336038397,3307.48628703651684,3307.58337053031573,2.49036567995734259,2.49582246525797213,2.52921875366193793,2.49298370866501573,2.50114129261818618,2.48626884599384379,2.51897346715157377,2.53621522908300401,2.46745459015656987,2.50329896853099054,2.48693862915039032,2.49678748784265192,2.67800060343076751,2.4397164157420792,2.51528185065632703,2.49720734084357421,2.48589682045131388,2.52971333189443026,2.54104089473920647,2.4793435141491007,2.51153617132518958,2.55139371982209706,2.52969032002250182,3.16985290921752805,2.49728749594688581,2.61008881792289227,2.48337921860473276,2.86351710377785951,2.9993038287769167,2.70709836444627649,-5.00253208083902478,5.00029275891706071,-5.00091408392384196,-5.00065637306995114,4.99991771110885352,0.049990657825835505,-0.0500093732425170232,-0.0500609584544687222,-0.0499906267574829685,0.0499875338941330877,-0.0499890655753069471,-0.0500078137208938914,-0.0500547097258261242,-0.0500296884277633622,-0.0499953138179886902,-5.00063279766880519,-5.00154709255989171,5.00055064035444196,4.99935526994195722,4.99961300082820248,5.00076156385513926,5.00005834824183814,4.99954267101613503,0.0340048452318641309,0.0273348999023437476
4/18/2014 10:27:44.693 AM,3,3303.76485577749781,3307.96434285803025,3308.35130602325807,3306.31093569143558,3305.23624674305256,3306.89529764494364,3306.99275368162898,3306.99283911484144,3307.76965394953867,3304.05954925572632,3305.72540508761449,3304.94271732333754,3306.31093576285729,3305.52978676133307,3305.82296427290202,3305.72520435762635,3304.35437319886841,3308.15775029469477,3307.28452613815079,3306.11585799549129,3307.28440435262518,3306.01827280566385,3307.47843336553251,3307.38154690208648,3308.35130602325807,3307.18722462348341,3307.7700638815204,3306.89548081921975,3306.99260422483576,3306.40841257137708,3305.52983550613225,3306.70070753858908,3307.30013749627187,3307.49443419734598,3307.397252701463,3307.97958770298782,3308.36738796283498,3307.30024416879086,3307.49448897654565,3308.36706068572948,11.950233228516689,11.9557150012555926,11.7780109819403478,11.8680391814507988,11.6845041908795508,11.5922594779814538,12.6959875441146401,12.7753783811325015,12.2003039676701199,12.5515601287568454,12.7307320620241864,12.158199206573709,12.0670367814961814,12.2508780974465932,10.4920864466335892,10.715687417079792,10.5304795278313161,10.8645571515997883,10.443064222731028,10.0240607767602441,9.67654800075557552,9.57254049193256939,11.7563987502802441,11.7854232700173345,11.4088042291634757,11.1675381882004334,10.3464092812378006,10.1437712210420265,9.77730750367847711,10.0836329948598653,3308.45648489793256,3308.93953427763244,3307.77844194090721,3309.51856288369208,3307.48720397181432,3307.58428711405349,2.49040275968382074,2.49589251459223771,2.52921936398489144,2.49296768806294855,2.50119881960124068,2.4862274956446333,2.5189409651691057,2.53621446610778634,2.46745443756152616,2.50334856308256048,2.47864562988281234,2.49677085693193446,2.67863329644073511,2.44615943152517889,2.5143997892819474,2.49742935102106989,2.4860770520952169,2.52898864104702703,2.54045615053244678,2.47905587249206993,2.51274456511126587,2.54804585869318956,2.53020350918228631,3.17026053835004173,2.49739447008703941,2.6092393544492718,2.48350602211379945,2.86522017006616725,2.99925667469801871,2.70885512093907232,-5.00253208083902478,5.00029275891706071,-5.00091408392384196,-5.00065637306995114,4.99991771110885352,0.049990657825835505,-0.0500093732425170232,-0.0500609584544687222,-0.0499906267574829685,0.0499875338941330877,-0.0499890655753069471,-0.0500078137208938914,-0.0500547097258261242,-0.0500296884277633622,-0.0499953138179886902,-5.00063279766880519,-5.00154709255989171,5.00055064035444196,4.99935526994195722,4.99961300082820248,5.00076156385513926,5.00005834824183814,4.99954267101613503,0.0336812214857116071,0.0269863891601562489
4/18/2014 10:27:45.693 AM,4,3303.76599582932021,3307.96546451046515,3308.3524259499627,3306.31206465919285,3305.23738041572778,3306.89642403797916,3306.99387964413426,3306.99396507696928,3307.77077646825046,3304.06068803564176,3305.72653662361062,3304.94385227432667,3306.31206473061456,3305.53091915276763,3305.82409538179081,3305.72633589450106,3304.35551070345809,3308.15887108524884,3307.28565080974613,3306.11698782018174,3307.2855290247603,3306.01940305854032,3307.47955717758941,3307.38267114377731,3308.3524259499627,3307.18834972590229,3307.77118639840955,3306.89660721144673,3306.99373018800133,3306.40954111045584,3305.530967897354,3306.70183479029037,3307.30039707567857,3307.4946935779235,3307.39751218152696,3307.97984658577661,3308.36764644636468,3307.30050374808888,3307.49474835706723,3308.36731916959661,11.9483807983778867,11.9507297580638632,11.7737879292372955,11.8636656355451695,11.6846367466065235,11.5875802200950488,12.6970360123097343,12.771310947238053,12.2044080464365194,12.5415378166888232,12.7253670148593674,12.1613100851724809,12.0687729156904222,12.2479575730674632,10.4886283773186708,10.7082542807601388,10.512344829452104,10.8306125724639237,10.4500775760120881,10.0355872165876576,9.67798118704016552,9.57504411221182216,11.732660981696446,11.7573322949652503,11.3938470616115044,11.167942354983154,10.3371026876218792,10.1331636909517666,9.77228278718091125,10.0756277127839251,3308.45670103922748,3308.93975000120872,3307.77865866587944,3309.51877810445421,3307.48742094654426,3307.58450400559058,2.49045876075220507,2.4959422664069888,2.52923477463947011,2.49297302826363776,2.50117608347265952,2.48620262440138129,2.51895698727313899,2.53621644984335193,2.46743429501578193,2.50335939758459602,2.4717459106445312,2.49682288574436173,2.6787327697569876,2.4529967806285895,2.51706214961714281,2.49950846488949496,2.48666322461361799,2.52901671919314674,2.53920395560534073,2.47947734000226561,2.51374975469041706,2.54817037916728539,2.5305995026017456,3.17072326074981037,2.49772897410304084,2.60665540438246257,2.48431429911443224,2.8663927255603121,2.99911078699760924,2.70918123183423454,-5.00253208083902478,5.00029275891706071,-5.00091408392384196,-5.00065637306995114,4.99991771110885352,0.049990657825835505,-0.0500093732425170232,-0.0500609584544687222,-0.0499906267574829685,0.0499875338941330877,-0.0499890655753069471,-0.0500078137208938914,-0.0500547097258261242,-0.0500296884277633622,-0.0499953138179886902,-5.00063279766880519,-5.00154709255989171,5.00055064035444196,4.99935526994195722,4.99961300082820248,5.00076156385513926,5.00005834824183814,4.99954267101613503,0.0337454579765792267,0.0270678710937499976
4/18/2014 10:27:46.693 AM,5,3303.76648032178309,3307.96594118329312,3308.35290188936551,3306.31254444099113,3305.23786219708972,3306.89690272553525,3306.99435814871731,3306.9944435813918,3307.77125350924097,3304.06117198755191,3305.72701749689576,3304.94433459896436,3306.31254451241238,3305.53140038960964,3305.82457607355763,3305.72681676815955,3304.35599411336124,3308.15934739178237,3307.28612876570059,3306.11746796617171,3307.28600698094351,3306.01988338650699,3307.48003476824442,3307.3831489170243,3308.35290188936551,3307.18882786495396,3307.77166343862563,3306.89708589865904,3306.99420869286541,3306.41002071006823,3305.53144913410506,3306.70231384277485,3307.30118285112166,3307.49547875150074,3307.3982976562529,3307.98063025252622,3308.36842890453908,3307.30128952320137,3307.4955335304744,3308.36810162879237,11.949929578485186,11.9435711947766965,11.7771714630245459,11.8654437925002032,11.676941004938163,11.5242835374438197,12.6982025310712583,12.7640780290348879,12.2024437863030961,12.5438498563957861,12.7221815099383484,12.1490364206689705,12.0783392938176739,12.2496586208016769,10.4625964612329234,10.6848138732658011,10.4760600914774091,10.8621900889047058,10.4374844554258068,10.0168739302404646,9.66897609801642943,9.5626002252786062,11.7055936565901799,11.7466150368592466,11.3771642803877651,11.1570689476864615,10.3195702220178234,10.1407121540774128,9.75505542343681675,10.0561103659100706,3308.45752380773456,3308.9405711796785,3307.77948365614474,3309.5195973689706,3307.48824688750801,3307.58532962988238,2.49038780572005569,2.49586153416771506,2.52913864877427619,2.49295182003804427,2.5012223186871565,2.48622719047600471,2.5189579028219411,2.53622392700048449,2.46742788602395446,2.50335527742185038,2.4694715881347653,2.49678230021912517,2.67774612261556966,2.45929009014728317,2.51510894831425569,2.49829145239760031,2.48551361837016182,2.52853053998914001,2.54016362583402344,2.48042495522251061,2.51315539764073215,2.55231663627716054,2.52989876973771599,3.17130334249173717,2.49786341663866951,2.59870469487442968,2.48352967379118272,2.86623969066628126,2.9982353081929558,2.71200818753515982,-5.00253208083902478,5.00029275891706071,-5.00091408392384196,-5.00065637306995114,4.99991771110885352,0.049990657825835505,-0.0500093732425170232,-0.0500609584544687222,-0.0499906267574829685,0.0499875338941330877,-0.0499890655753069471,-0.0500078137208938914,-0.0500547097258261242,-0.0500296884277633622,-0.0499953138179886902,-5.00063279766880519,-5.00154709255989171,5.00055064035444196,4.99935526994195722,4.99961300082820248,5.00076156385513926,5.00005834824183814,4.99954267101613503,0.0339079564629782976,0.0271968078613281233
4/18/2014 10:27:47.693 AM,6,3303.76754197262153,3307.96698569978116,3308.35394479877459,3306.31359576984141,3305.23891790737434,3306.89795165668738,3306.99540667893961,3306.99549211126259,3307.77229883244581,3304.06223245393221,3305.72807121740743,3304.94539149967295,3306.31359584126221,3305.53245490674453,3305.82562939632725,3305.7278704894893,3304.35705339210017,3308.16039110564725,3307.28717609376872,3306.1185200930372,3307.28705430951413,3306.02093591211905,3307.4810812958708,3307.38419584474513,3308.35394479877459,3307.1898755942243,3307.7727087601329,3306.89813482905765,3306.99525722370253,3306.41107163971355,3305.53250365104168,3306.70336357355518,3307.30180026447396,3307.49609569195581,3307.39891483332712,3307.98124600903838,3308.36904371145055,3307.30190693629401,3307.49615047079623,3308.36871643650647,11.9494340317681544,11.9459778536889587,11.7719373617801803,11.8638787160330015,11.6739233612046345,11.4872011203260929,12.6914483110957299,12.7651092397303589,12.1921718833428709,12.5444994314211282,12.7143553798714706,12.1598431020664712,12.0729567360081642,12.2484000294041646,10.4378804042212252,10.6139296034390416,10.4179315190611827,10.8237965552239252,10.4142048760887693,9.96644278590238208,9.63176122557510439,9.55101484094147856,11.7000863473454988,11.7056601155806046,11.3529307435120259,11.1362766618695339,10.3003708186278615,10.1442995371537776,9.7516841741359137,10.0637490328308132,3308.45789334746223,3308.94094000524046,3307.77985419377682,3309.51996533487863,3307.48861785214694,3307.58570045228771,2.49044090755056757,2.49602788225997996,2.52914551490750439,2.49296662002281089,2.50120538103432111,2.48623802396232918,2.51897056791370089,2.53617372323116719,2.4673785978248981,2.50340655055824257,2.47170547485351522,2.49682853109937586,2.67605828013443458,2.46385788617806778,2.51467234319451505,2.49708390013319992,2.48483069152302693,2.52981877754099926,2.54110727358313682,2.47987652863610819,2.51267316903856219,2.55135465457532184,2.52920749798814004,3.17192432449855044,2.49792064246257484,2.58678549835516058,2.48264052331304619,2.86492096625041981,2.997429263387974,2.71243913613971621,-5.00253208083902478,5.00029275891706071,-5.00091408392384196,-5.00065637306995114,4.99991771110885352,0.049990657825835505,-0.0500093732425170232,-0.0500609584544687222,-0.0499906267574829685,0.0499875338941330877,-0.0499890655753069471,-0.0500078137208938914,-0.0500547097258261242,-0.0500296884277633622,-0.0499953138179886902,-5.00063279766880519,-5.00154709255989171,5.00055064035444196,4.99935526994195722,4.99961300082820248,5.00076156385513926,5.00005834824183814,4.99954267101613503,0.033941981967642143,0.0272209167480468722
4/18/2014 10:27:48.693 AM,7,3303.76799797906824,3307.96743434652353,3308.35439275522958,3306.31404734269244,3305.23937136217955,3306.89840219965663,3306.99585704969831,3306.99594248187031,3307.77274782569611,3304.06268795161986,3305.72852381754728,3304.94584546580063,3306.31404741411324,3305.53290784905721,3305.82608182562535,3305.72832308998022,3304.35750837966043,3308.16083940763928,3307.2876259481668,3306.11897200865905,3307.28750416412822,3306.02138799901467,3307.48153080645579,3307.38464552718278,3308.35439275522958,3307.19032562095071,3307.77315775265424,3306.89858537170357,3306.99570759472544,3306.41152304109437,3305.53295659326931,3306.70381445998873,3307.30201776364992,3307.49631302454281,3307.3991322492684,3307.9814629245543,3308.36926029244796,3307.30212443537902,3307.49636780333639,3308.36893301778627,11.9476242100662393,11.9440141271829354,11.7740229581905051,11.864893859792204,11.6775368467622425,11.468662490104311,12.698874387459087,12.7623826199556412,12.1955546066120739,12.5434528453024647,12.715141303623259,12.1599417520358664,12.0739717564448714,12.2512465192676228,10.4275118580772812,10.5350014417682054,10.3624599044062915,10.7794262348291543,10.3797461792160845,9.88219304248539032,9.57754670131999752,9.51547560621868981,11.7140027006574243,11.6771755206736145,11.3303201512772809,11.1176421671970917,10.2944181800314176,10.1495877673161665,9.7606427970651115,10.0642959080791972,3308.45875794392031,3308.94180293081444,3307.78072112495965,3309.52082624918284,3307.48948578236741,3307.58656804973452,2.49047783468557871,2.49593692495448494,2.52916077298134478,2.49294068190517848,2.50127526792620136,2.4862685408252152,2.51893669260802966,2.53620546300021887,2.46742407114786655,2.50333635519294351,2.47111480712890596,2.49684195788967944,2.67719108592151134,2.46854624077040308,2.51365156317146576,2.49679353218283939,2.48450151315224055,2.52930146821846868,2.53985172156507355,2.47980984460209086,2.512673779261406,2.55161163065176488,2.53051786233993026,3.17290348904898467,2.49861681368565813,2.57810696072896528,2.48182705820253613,2.86463152737307514,2.9970692748050598,2.71146019304544206,-5.00253208083902478,5.00029275891706071,-5.00091408392384196,-5.00065637306995114,4.99991771110885352,0.049990657825835505,-0.0500093732425170232,-0.0500609584544687222,-0.0499906267574829685,0.0499875338941330877,-0.0499890655753069471,-0.0500078137208938914,-0.0500547097258261242,-0.0500296884277633622,-0.0499953138179886902,-5.00063279766880519,-5.00154709255989171,5.00055064035444196,4.99935526994195722,4.99961300082820248,5.00076156385513926,5.00005834824183814,4.99954267101613503,0.0343434218903801367,0.0276057434082031226
4/18/2014 10:27:49.693 AM,8,3303.76840408533007,3307.96783389813481,3308.35479169206246,3306.31444950033528,3305.23977519591562,3306.89880344007315,3306.99625813674129,3306.99634356877868,3307.77314768591259,3304.06309360477416,3305.72892689010677,3304.94624975492661,3306.31444957175608,3305.53331122636063,3305.82648474603092,3305.72872616285258,3304.35791357848893,3308.16123865221197,3307.28802657533287,3306.11937447157834,3307.28790479148665,3306.02179061447168,3307.48193112741682,3307.38504600119813,3308.35479169206246,3307.19072640159447,3307.77355761222179,3306.89898661183224,3306.99610868200397,3306.41192504602349,3305.5333599704968,3306.70421600629879,3307.30301400295729,3307.4973085007723,3307.4001281073115,3307.98245649034606,3308.3702523259426,3307.30312067426757,3307.49736327935033,3308.36992505257603,11.9502584773436808,11.9531420832295669,11.7653495380062658,11.867605450937555,11.6775749480701787,11.4750407116576891,12.6978442621538008,12.7651695759017016,12.1932250372860125,12.5444072770727644,12.712048574540896,12.1566198163391146,12.0772934618504006,12.2469343932403039,10.4251818690090499,10.4595254342211632,10.2891918531656223,10.7580703329959686,10.3379631097710298,9.78801396452830019,9.51875676811154924,9.47023924187214127,11.7246374952939849,11.656105060975845,11.3054200606804223,11.0891531489902508,10.2822754001670429,10.1609205465880592,9.77243425442020985,10.0643878698936646,3308.45934362727712,3308.94238748228599,3307.78130838989909,3309.52140943818585,3307.49007372407186,3307.58715576601252,2.49048363316132404,2.49595569634471293,2.52928894080160305,2.49295914374184635,2.50124017188879444,2.48629325948415269,2.51901619276233024,2.53620897268621981,2.46740820126334048,2.50330232570063549,2.46877212524414036,2.49682227543571145,2.67941535199151692,2.47447054952728829,2.51396058986404691,2.49669770923337753,2.48549057435811305,2.52763478608847514,2.53946367236940817,2.47995282615786694,2.51197965077678953,2.55006458584002038,2.53127139432655435,3.17392828486509515,2.49899267289706861,2.56916332823146565,2.48279021554216106,2.8634670584685451,2.99678940237561342,2.71280232936876908,-5.00253208083902478,5.00029275891706071,-5.00091408392384196,-5.00065637306995114,4.99991771110885352,0.049990657825835505,-0.0500093732425170232,-0.0500609584544687222,-0.0499906267574829685,0.0499875338941330877,-0.0499890655753069471,-0.0500078137208938914,-0.0500547097258261242,-0.0500296884277633622,-0.0499953138179886902,-5.00063279766880519,-5.00154709255989171,5.00055064035444196,4.99935526994195722,4.99961300082820248,5.00076156385513926,5.00005834824183814,4.99954267101613503,0.0345158381247754054,0.0277822875976562501
4/18/2014 10:27:50.693 AM,9,3303.76928758510348,3307.96870313852605,3308.35565959502582,3306.31532441004401,3305.24065375189957,3306.89967635439279,3306.99713071740325,3306.99721614914778,3307.77401759766144,3304.06397611882994,3305.72980379018054,3304.94712930159357,3306.31532448146435,3305.53418878939282,3305.8273613151,3305.72960306360755,3304.35879510417635,3308.16210722465166,3307.28889815554976,3306.12025004540328,3307.28877637212144,3306.02266652013804,3307.48280204149796,3307.38591724824209,3308.35565959502582,3307.19159831569595,3307.77442752255774,3306.89985952552479,3306.99698126317753,3306.41279962350972,3305.53423753336392,3306.70508958607752,3307.3035612345684,3307.49785531322777,3307.40067512949508,3307.98300225340563,3308.37079724731711,3307.30366790564858,3307.49791009168757,3308.37046997466222,11.9462709077791871,11.9555685896381831,11.7679296969377027,11.8591861662918632,11.6699162444034403,11.445080865781394,12.694239310729106,12.7597300974937582,12.1908397772157233,12.5428625575490624,12.7118019194045093,12.1520199330774137,12.0752906016237187,12.2502754192438896,10.4316587483723566,10.4101316061024622,10.2491948285814232,10.7196182400040225,10.3127907872855715,9.70838252948032654,9.46044474764656051,9.43389392217857469,11.7382829363608856,11.6416356994283063,11.2861303368356633,11.0608475988861894,10.2665700660625116,10.1706788948871836,9.7714868809545603,10.074602709544072,3308.4598735314621,3308.94291636238404,3307.78183972503984,3309.52193708557479,3307.490605671524,3307.5876875095073,2.49049446715548006,2.49596302176528972,2.52928360047575884,2.49297058702903706,2.50118905374735334,2.48625419789965862,2.51897835007851745,2.5362072941407412,2.46743658394143495,2.50333421881226048,2.46709930419921841,2.49688086506612805,2.68008603404404066,2.48084000932726489,2.5137802098390436,2.49660936291532254,2.48570025960682006,2.52768148126626135,2.5396530428184132,2.47943018813381899,2.51268918738820757,2.55105235670867492,2.53003168313592397,3.1749932178814495,2.49890630005352054,2.55789748297532382,2.48237089419087953,2.86075255816973817,2.99585654514485755,2.71422534485654898,-5.00253208083902478,5.00029275891706071,-5.00091408392384196,-5.00065637306995114,4.99991771110885352,0.049990657825835505,-0.0500093732425170232,-0.0500609584544687222,-0.0499906267574829685,0.0499875338941330877,-0.0499890655753069471,-0.0500078137208938914,-0.0500547097258261242,-0.0500296884277633622,-0.0499953138179886902,-5.00063279766880519,-5.00154709255989171,5.00055064035444196,4.99935526994195722,4.99961300082820248,5.00076156385513926,5.00005834824183814,4.99954267101613503,0.0347692747312625949,0.027997131347656249
