Time (s),Center TC 01,Center TC 02,Center TC 03,Center TC 04,Center TC 05,Center TC 06,Center TC 07,Center TC 08,Center TC 09,Center TC 10,Center TC 11,Center TC 12,North TC 01,North TC 02,North TC 03,North TC 04,North TC 05,North TC 06,North TC 07,North TC 08,North TC 09,North TC 10,North TC 11,North TC 12,East TC 01,East TC 02,East TC 03,East TC 04,East TC 05,East TC 06,East TC 07,East TC 08,East TC 09,East TC 10,East TC 11,East TC 12,South TC 01,South TC 02,South TC 03,South TC 04,South TC 05,South TC 06,South TC 07,South TC 08,South TC 09,South TC 10,South TC 11,South TC 12,West TC 01,West TC 02,West TC 03,West TC 04,West TC 05,West TC 06,West TC 07,West TC 08,West TC 09,West TC 10,West TC 11,West TC 12,North Heat Flux,South Heat Flux,Lcell (kg),Mass Loss
0,70.1592291,60.7696642,56.2810539,49.809837,45.5435178,41.7105875,36.6692454,33.1448147,30.8454335,29.021992,28.3703555,26.979421,42.5889504,33.9934729,34.7392505,31.305648,29.2443038,27.5093885,26.9030473,25.1506359,24.7100484,24.9497392,23.9894616,23.0954845,70.9541156,98.1253362,76.4569612,70.6359166,50.1337662,36.3318913,31.3035065,43.325627,27.5719896,29.3448613,36.5180263,25.3812851,51.6536391,50.3655343,47.304904,44.8583254,41.8075284,37.4737788,36.2511762,34.5752552,31.4304594,29.5680226,28.6198817,27.355684,69.1989113,63.3168118,52.5021678,43.5523335,37.0242607,33.5018855,30.8150038,28.9594187,27.180021,25.9041162,24.600975,23.9851949,0.02695416,-0.009725506,0.1837304,0
1,69.4941445,59.948181,55.6471534,49.2630063,45.1291915,41.3292646,36.3999061,32.9113225,30.6979615,28.9202122,28.2640091,26.9133567,42.2897323,33.6841139,34.4973187,31.1315722,29.0880141,27.3897339,26.776142,25.0129813,24.5772365,24.8389105,23.8895263,23.0393975,70.2180337,97.4387657,75.584919,70.1103917,49.6864516,36.0266055,31.0422233,42.7237404,27.3807494,29.1319737,36.4289443,25.23116,51.0414097,49.7358734,46.8057155,44.4129534,41.3880329,37.0698587,35.9574551,34.3976139,31.3263304,29.5227639,28.6047309,27.3620158,68.2462553,62.4629253,51.9197491,43.0882794,36.7160725,33.3843913,30.7780792,28.976664,27.1659896,25.8738252,24.5521223,23.9253595,0.011455518,-0.012705903,0.1837766,-4.62E-05
2,68.7124115,59.420553,55.0581186,48.8415329,44.7916874,41.0451219,36.1231038,32.6373236,30.4693078,28.7627394,28.1064685,26.7915402,41.8594899,33.5285232,34.3235864,30.998535,28.9464726,27.2550578,26.6727206,24.8787949,24.4815663,24.7606783,23.8456705,22.990591,69.5572303,96.968457,74.8252225,69.6296572,49.4040061,35.8231067,30.8824778,42.373255,27.2330623,28.9716301,36.2862118,25.1209238,50.6509164,49.3807784,46.343627,44.0523565,41.0873758,36.8315798,35.6758434,34.1736949,31.1416299,29.3809487,28.4699661,27.2607089,67.384629,61.9073074,51.5165094,42.7923857,36.5763358,33.2498452,30.591353,28.8943182,27.1061661,25.8418613,24.5212531,23.8706537,-0.008086248,-0.019921601,0.1838227,-9.23E-05
3,68.0250262,58.890016,54.6947383,48.5963087,44.4416239,40.8098777,35.9062682,32.4899597,30.3242882,28.6917083,28.1356917,26.8215391,41.6820951,33.3816926,34.1544781,30.9069952,28.8962069,27.2009082,26.6015461,24.8067676,24.441284,24.6988547,23.770942,22.9551936,68.9148753,96.5212488,73.9387423,69.2565008,49.2241077,35.6799811,30.814619,42.3016182,27.1494941,28.8817415,36.2699114,25.0545493,50.4052599,48.9834097,46.0556917,43.7455658,40.7840548,36.6332661,35.430118,34.0310769,30.9858546,29.260603,28.4207567,27.204295,66.6744251,61.4849649,51.1660278,42.5433127,36.3846033,33.2421215,30.5772223,28.7822321,27.0399518,25.7910348,24.4885109,23.8526561,0.002021562,-0.009725506,0.1841804,-0.00045
4,67.5624911,58.5110261,54.2121311,48.2332814,44.228926,40.7038706,35.8465728,32.3789899,30.1965434,28.574677,28.0031617,26.7764486,41.5828569,33.2524614,33.9437435,30.8101715,28.7999815,27.1799578,26.6055061,24.7770767,24.3790445,24.5727287,23.6678148,22.8785138,68.4736768,96.0214282,73.428625,68.8293946,49.013108,35.5225981,30.7576515,42.2779807,27.1063883,28.8413161,36.1931241,24.992062,50.108647,48.6904611,45.7674277,43.5257877,40.6465202,36.5815724,35.3660038,33.8848004,30.8286621,29.1490156,28.3377338,27.192494,66.0566922,60.9344134,50.8466179,42.3274123,36.2254944,33.0817924,30.5222114,28.6627119,27.0062747,25.7203024,24.4365956,23.8014781,0.011118591,-0.008784328,0.1838112,-8.08E-05
5,67.2858255,58.1925763,53.7768418,47.9352001,43.9469226,40.4665263,35.7451748,32.2644767,30.0020229,28.3854798,27.8199333,26.6048028,41.5028253,33.0761669,33.7714144,30.6560274,28.6971925,27.0909197,26.5519154,24.7339997,24.293569,24.4940963,23.5569589,22.8073524,68.1384284,95.549559,73.0243721,68.4343875,48.8152398,35.3837606,30.6189197,42.1335928,27.0860368,28.7927253,36.0195612,24.9107928,50.0354518,48.5083002,45.4651264,43.1793113,40.3775878,36.4802775,35.3398166,33.8462111,30.8335647,28.9934692,28.1153606,27.0352243,65.3417135,60.4000351,50.6248583,42.4505832,36.3983445,33.0101334,30.395869,28.595294,26.9738574,25.7274893,24.4388783,23.770477,0.022574109,0.00156863,0.1837073,2.31E-05
6,66.9819855,57.868927,53.4827877,47.7311469,43.7183839,40.2310054,35.5838823,32.1041255,29.8368281,28.2411212,27.6457278,26.4493615,41.2834938,32.9073506,33.681135,30.5304478,28.572173,27.0433985,26.4556454,24.6731512,24.2205782,24.4018409,23.4869737,22.7346777,67.6874689,94.9245911,72.7151326,68.0162449,48.5825707,35.2194485,30.4624938,42.077045,26.9972577,28.7251362,35.8379612,24.8070535,49.9853976,48.3826255,45.2412692,42.8790772,40.1978752,36.2445873,35.122544,33.6451465,30.6793265,28.8712761,27.9402961,26.8400493,64.5952458,59.9790027,50.5075417,42.4883951,36.4490843,32.9304329,30.3900896,28.5992994,26.9635329,25.7122444,24.4262603,23.7366753,0.038409678,0.008941191,0.1838227,-9.23E-05
7,66.7786405,57.7168076,53.1982227,47.4154844,43.4614869,40.1657507,35.4269995,31.9846492,29.7058112,28.1513634,27.5295313,26.2791214,41.1039354,32.8596707,33.582173,30.4672386,28.4614025,26.8916361,26.3121009,24.570261,24.142234,24.3235244,23.4214689,22.6986799,67.2841687,94.280572,72.2267901,67.6027839,48.2387895,35.0599249,30.2909437,41.9258736,26.8810588,28.6022716,35.3895821,24.7280132,49.9484093,48.3337298,45.1592541,42.7838541,40.2504009,36.1394973,34.9435569,33.4494216,30.4736913,28.7122717,27.7841834,26.6955321,64.6884897,59.9786238,50.3256287,42.2677414,36.2010374,32.6751854,30.1956238,28.4493346,26.8179312,25.5977888,24.3744361,23.7132084,0.035040408,0.006117657,0.183615,0.0001154
8,66.7349393,57.4994746,52.9494135,47.0582458,43.0792227,39.8946818,35.1678637,31.8328395,29.5774081,28.000878,27.40879,26.1375404,40.977247,32.7613191,33.4460885,30.3487245,28.397334,26.7976127,26.197621,24.505561,24.0930144,24.2542706,23.3714803,22.6505555,67.2624755,93.8472603,71.1935631,67.1801114,47.8334718,34.9288367,30.1577379,41.5903517,26.7228578,28.4969971,35.0154427,24.6791103,49.9445928,48.4587638,45.1320276,42.6048124,40.0039715,36.0821583,34.8475689,33.2753037,30.3216757,28.5331597,27.6347257,26.5376757,65.0793476,60.0909943,49.8303635,41.8816792,35.9404807,32.508377,30.0766276,28.3308947,26.7533064,25.5474279,24.3070019,23.6419643,0.038072751,0.00313726,0.1900999,-0.0063695
9,67.1648711,57.1047527,52.5320215,46.7466993,42.8380066,39.596522,35.0092406,31.6781993,29.4695188,27.8656559,27.2644629,26.0293631,40.8920937,32.6410106,33.3551693,30.2375416,28.3278041,26.7369996,26.1071248,24.4977883,24.0583703,24.2181266,23.3436374,22.6170191,66.9441742,93.5341945,70.5743435,66.8291432,47.5641192,34.7836899,30.0318564,41.3931289,26.6496422,28.4223501,34.9218116,24.5958954,49.8720975,48.9752558,45.8186793,43.0570241,40.2971981,36.1438475,35.0359045,33.1267672,30.2163735,28.4483488,27.4759234,26.41689,64.4460388,59.4865397,49.4038445,41.5104979,35.7001787,32.3517863,29.9359046,28.237416,26.6748225,25.4888608,24.2460929,23.5878499,0.038409678,0.005333342,0.2198471,-0.0361167
10,67.3644639,56.7915351,52.186334,46.5312627,42.6058322,39.2674735,34.8279016,31.5511295,29.3821112,27.7814969,27.1919693,25.9855188,40.6125709,32.5309798,33.3048868,30.1855754,28.2674711,26.6448262,26.0152681,24.4217109,23.9932291,24.1840287,23.3068688,22.5912153,66.3633367,93.1135008,70.3045848,66.4526125,47.4585437,34.6877537,29.9749888,41.3293855,26.6494877,28.4402892,34.9650986,24.5673753,49.8419903,48.9932582,45.9442904,43.2777825,40.713516,36.4716159,35.2652531,33.1629934,30.1827495,28.4896521,27.4965149,26.4903286,64.3801629,59.8992085,49.2971343,41.1692246,35.432348,32.1037657,29.7795941,28.0687892,26.5380952,25.3893471,24.1585651,23.5525089,0.029986503,0.01098041,0.2043042,-0.0205738
11,68.4794933,56.4253888,51.735475,46.1591197,42.3362227,39.0336862,34.6163789,31.3866532,29.2233376,27.6522609,27.0807996,25.9169499,40.2742674,32.2762095,33.0965741,30.0965534,28.2559391,26.6778235,26.0199511,24.3768467,23.9313076,24.0979157,23.2498547,22.5455339,65.5393615,92.5363307,70.1469349,65.998802,47.3838904,34.5833866,29.9216986,41.2881816,26.5783355,28.3473489,34.8660184,24.5792672,49.3602066,48.5609803,45.8498809,43.0418307,40.840295,36.5241225,35.1227839,33.2021637,30.4510075,28.700464,27.5517501,26.514652,63.7310975,59.866726,49.0256998,41.0569045,35.1722628,31.7962733,29.5012577,27.8838692,26.3560063,25.2225116,24.0040131,23.4168453,0.025943379,0.010196095,0.1781225,0.0056079
12,71.3660625,56.1676899,51.1944738,45.7944446,42.0652142,38.9171843,34.570594,31.3283139,29.1573523,27.550704,26.9799615,25.8032164,39.6704997,31.9978702,32.8624971,29.9704212,28.1910508,26.6479216,25.9983421,24.3658007,23.9009531,24.0762755,23.2100278,22.4912894,64.6087681,91.5099925,70.1442929,65.4265346,47.2434611,34.4810364,29.8504962,41.18641,26.5258554,28.2715485,34.6232808,24.5550359,48.9091528,48.0780092,45.6747953,42.6989004,40.3970414,36.3898806,34.7831241,32.9163117,30.1430281,28.5662933,27.418951,26.4723564,63.3098176,59.0628826,48.4382806,40.5986241,34.8969429,31.565918,29.2610629,27.6685593,26.1472761,25.0985386,23.9090308,23.3214601,0.024932598,-0.00784315,0.1778687,0.0058617
13,73.6241422,56.1329013,50.7164175,45.4767063,41.7921984,38.7222036,34.3965644,31.1943254,29.0743295,27.5067814,26.9545174,25.7603858,39.3644564,31.7186249,32.6005236,29.7670369,28.0484408,26.5408993,25.9566175,24.2994397,23.8425031,24.0231414,23.1867716,22.4566574,63.5826252,90.2596412,69.9353293,64.8856706,47.0288523,34.2841656,29.7167241,41.0677814,26.4840128,28.1845075,34.5446591,24.4998639,48.6516304,47.5767891,45.6974693,42.4846703,40.1631123,36.2545727,34.6284827,32.7430235,29.9990322,28.4035338,27.3099792,26.3391714,63.0560495,58.3353341,48.0062331,40.2226273,34.6010144,31.3513695,29.0502533,27.5211694,25.987658,24.9239842,23.7558464,23.207222,0.026617233,-0.023215724,0.1777417,0.0059887
14,72.8975339,55.2895424,50.2189382,44.990708,41.4475819,38.4297157,34.1774885,31.0565183,29.0277981,27.4748889,26.9029881,25.6944746,39.0135003,31.532451,32.3234381,29.5135016,27.8914526,26.3639562,25.8313415,24.2023894,23.74275,23.9472633,23.110091,22.3905415,62.6848352,89.3217758,69.5736491,64.3861755,46.6222588,34.0493652,29.5298104,40.8797844,26.3465195,28.122561,34.5569112,24.3885468,48.5130866,47.418436,45.60721,42.2490357,39.766085,36.0349296,34.4182094,32.6063241,29.8036943,28.2741377,27.2374322,26.2680949,62.2936346,57.4303695,47.5701646,39.9816869,34.3018497,31.1039154,28.829828,27.3302158,25.8089733,24.8070772,23.6418336,23.1185434,0.026280306,-0.027921614,0.1776494,0.006081
