Time (s),Center TC 01,Center TC 02,Center TC 03,Center TC 04,Center TC 05,Center TC 06,Center TC 07,Center TC 08,Center TC 09,Center TC 10,Center TC 11,Center TC 12,North TC 01,North TC 02,North TC 03,North TC 04,North TC 05,North TC 06,North TC 07,North TC 08,North TC 09,North TC 10,North TC 11,North TC 12,East TC 01,East TC 02,East TC 03,East TC 04,East TC 05,East TC 06,East TC 07,East TC 08,East TC 09,East TC 10,East TC 11,East TC 12,South TC 01,South TC 02,South TC 03,South TC 04,South TC 05,South TC 06,South TC 07,South TC 08,South TC 09,South TC 10,South TC 11,South TC 12,West TC 01,West TC 02,West TC 03,West TC 04,West TC 05,West TC 06,West TC 07,West TC 08,West TC 09,West TC 10,West TC 11,West TC 12,North Heat Flux,South Heat Flux,Lcell (kg),Mass Loss
0,26.3184546,23.1884963,22.7116543,22.6726372,22.7397809,22.6501706,22.7168816,22.6805191,22.6892683,22.6954059,22.747072,22.7889737,22.4165668,22.2690463,22.4402069,22.3675866,22.4452758,22.4853533,22.6661623,22.4693719,22.456062,22.6957697,22.7442522,22.700407,22.6657855,22.5089438,22.5058213,22.5549254,22.5931873,22.7981492,22.3120272,22.5115732,22.4820786,22.4491706,22.6533726,22.6057607,22.4731893,22.7057041,22.62814,22.604169,22.7287194,23.0003108,22.6436113,22.8106515,22.5612588,22.6939389,22.67611,22.655804,22.4625754,22.4093082,22.4188614,22.3426289,22.4755142,22.6174954,22.7342411,22.8246481,22.7135796,22.7924641,22.5937656,22.9869133,0.0096965,0.0061799,0.179169,-0.0052646
1,32.1111407,25.1072383,23.427297,23.0199264,22.8947526,22.6869495,22.7150178,22.6771392,22.6745211,22.6893723,22.7436928,22.7689355,22.4253139,22.2846161,22.4322846,22.3623115,22.4422751,22.4770455,22.6768042,22.4629604,22.4530607,22.6791318,22.7302695,22.701574,22.6881831,22.5161715,22.5126739,22.5610154,22.5935966,22.7924979,22.3003088,22.5074348,22.481717,22.4412278,22.6651334,22.6057781,22.5012357,22.7295883,22.6402761,22.5985029,22.7862931,23.0476517,22.8314949,22.9201112,22.6426978,22.7356326,22.6958282,22.6546854,22.4860763,22.4221994,22.4215307,22.3418886,22.4914467,22.6569206,22.7460001,22.8174688,22.703754,22.7849077,22.5869656,22.986931,0.0089341,0.007968,0.2042565,-0.0303521
2,32.5691135,26.1991625,24.1267582,23.3948993,23.2929899,22.9091042,22.9171038,22.7834085,22.7481983,22.7562401,22.774932,22.7869054,22.4603524,22.2874414,22.4604818,22.3730955,22.4458584,22.4882098,22.6743242,22.4661642,22.4452742,22.6770311,22.7285482,22.6858404,22.7152724,22.5292247,22.517395,22.5748228,22.5896049,22.7960801,22.3569494,22.5193567,22.4750909,22.4440727,22.6550963,22.5976343,22.5358936,22.7331894,22.6260768,22.613092,22.7686884,23.0414067,22.8771344,23.0267063,22.7621751,22.8744866,22.7892155,22.7181216,22.5097502,22.4360238,22.4383902,22.3413228,22.4958088,22.7029622,22.8893586,22.9070405,22.7323421,22.79078,22.5886739,22.9852283,0.0099108,0.008,0.2132502,-0.0393458
3,32.7788772,27.1548468,24.5324868,23.7482892,23.5992139,23.1177018,23.032545,22.9454857,22.9303421,23.0024386,22.9559263,22.9598497,22.4826227,22.2968274,22.4691037,22.3813436,22.4423604,22.4938054,22.6806776,22.4728964,22.4459434,22.6769425,22.7205055,22.6736314,22.7402035,22.5560328,22.5282973,22.5766283,22.5959517,22.8092475,22.3818734,22.5313955,22.4885867,22.5060903,22.6701083,22.616816,22.6614879,22.8807654,22.6274518,22.6053743,22.7272741,23.004166,22.9072904,23.090933,22.8343562,22.973596,22.9273352,22.8694553,22.5330939,22.4536812,22.4378703,22.3415615,22.4933946,22.6793283,22.8831589,22.9474275,22.7969448,22.7932895,22.58929,22.9843319,0.0125756,0.0089511,0.1790882,-0.0051838
4,30.7850234,26.8786491,24.5540659,23.8648525,23.7604985,23.3214491,23.1798928,23.076963,22.9750634,23.0805025,23.0377686,23.1025989,22.4773389,22.31504,22.4710193,22.3828809,22.4499572,22.4862463,22.676529,22.4736751,22.4539236,22.6777221,22.7197693,22.6781988,22.7368128,22.5435534,22.5309713,22.5770282,22.598624,22.8058602,22.3754512,22.542028,22.4694102,22.5244246,22.7001754,22.6783337,22.7169216,23.278957,22.818442,22.6653763,22.708103,22.9467601,22.923338,23.14408,22.9378606,23.1006288,23.1959999,23.1141819,22.5290693,22.4632897,22.438013,22.342082,22.4908824,22.6665883,22.8378523,22.9134843,22.7743717,22.7911617,22.5932207,22.9806883,0.012884,0.0097721,0.1790766,-0.0051722
5,29.3515941,26.1112644,24.3073022,23.7677873,23.6781529,23.3091306,23.2077143,23.1392636,23.0756209,23.236748,23.1780839,23.2575928,22.4710726,22.3099096,22.4681661,22.3925312,22.4486185,22.4928671,22.6725371,22.4628627,22.4362876,22.6737311,22.7188097,22.6738306,22.7286489,22.5486544,22.5273581,22.5726596,22.5942579,22.8003547,22.3786593,22.5350031,22.492059,22.5205552,22.7035066,22.6865902,22.6570092,23.159219,22.8872763,22.7759191,22.8064761,22.987571,22.9357564,23.1640673,22.9642842,23.1721332,23.3288366,23.2886152,22.5305058,22.4510947,22.4405855,22.3431401,22.4843621,22.6691609,22.8142916,22.8906826,22.7705072,22.7880518,22.5973099,22.9726611,0.0104676,0.0084892,0.1788457,-0.0049413
6,28.3127133,25.5024863,24.2023774,23.6007512,23.5913078,23.2608876,23.1454511,23.0637249,23.0519812,23.2502296,23.1862614,23.2986943,22.4803919,22.3105127,22.4646024,22.3847969,22.455283,22.4889215,22.6648024,22.4699081,22.4448489,22.6641049,22.7099434,22.6751905,22.737213,22.5481208,22.5347826,22.5804581,22.5925892,22.8055032,22.3860833,22.5284051,22.4946883,22.5004463,22.6962873,22.6698988,22.6225253,23.0618697,22.8376553,22.789156,22.8212217,23.0534233,22.9785265,23.1962255,22.9839486,23.1929417,23.2920855,23.236357,22.526318,22.4575113,22.4295794,22.3438757,22.4945719,22.6573936,22.8169207,22.8830856,22.7576133,22.7895462,22.5900904,22.9692319,0.0107592,0.0048664,0.1784647,-0.0045603
7,27.6981816,25.2963478,24.2460829,23.6191267,23.6032533,23.2372424,23.0771113,22.9893064,22.9824939,23.1466501,23.1065567,23.1986005,22.496519,22.3122394,22.4545884,22.3944814,22.4615545,22.4895102,22.6737292,22.458371,22.4515028,22.6760597,22.7124252,22.6761586,22.7419726,22.5566657,22.5338561,22.589758,22.6033999,22.8030622,22.3790938,22.5536295,22.5126489,22.496436,22.6752329,22.6511138,22.6041265,23.002188,22.8086584,22.7726469,22.8384193,23.0373032,22.9737617,23.2315917,23.0189368,23.2124146,23.2634654,23.2122883,22.5363238,22.4599413,22.444512,22.3353185,22.4939728,22.6533825,22.8000358,22.8624141,22.7483045,22.7927336,22.5944164,22.9754479,0.0114106,0.0038264,0.1785802,-0.0046758
8,28.9015339,25.8031889,24.6342296,23.7153948,23.6829016,23.3112296,23.0992282,22.979228,22.9489294,23.0642158,23.0514073,23.1275865,22.5118268,22.3146633,22.4596618,22.3969051,22.4779935,22.5002732,22.6727418,22.4645838,22.4380095,22.6750733,22.7167433,22.6922157,22.7523577,22.5541643,22.5309743,22.5793047,22.5959786,22.7933644,22.3659804,22.5461992,22.5314304,22.4890771,22.6856817,22.6479251,22.6058622,22.9652922,22.7941124,22.7694581,22.8939194,23.0852238,22.9974609,23.2749692,23.0483075,23.2648977,23.3322229,23.2367371,22.5232893,22.4556171,22.4250356,22.3389498,22.4839613,22.6418571,22.7877591,22.8683153,22.7496615,22.8031814,22.6075149,22.987402,0.0098162,0.0045312,0.1785571,-0.0046527
9,33.6311858,26.9751336,25.0608771,23.922599,23.7982092,23.3481915,23.0619683,22.9779479,22.9586349,23.0068658,22.9967187,23.0642245,22.5329053,22.3289215,22.4860273,22.3899403,22.4717892,22.4868636,22.6748724,22.4523146,22.4511303,22.6813702,22.7158415,22.692072,22.7571415,22.5733407,22.5262822,22.5863566,22.5996218,22.7962509,22.3586361,22.5365803,22.524257,22.4963007,22.685705,22.6434024,22.6172478,22.9490286,22.783912,22.7664505,22.887885,23.1132603,23.1027503,23.2935405,23.0763439,23.3077129,23.3477698,23.2420592,22.5494448,22.4730601,22.4371792,22.3355615,22.4870156,22.6373321,22.782479,22.8600045,22.7443862,22.7997955,22.606402,22.9825064,0.0071687,0.0067286,0.1779798,-0.0040754
