Time (s),Center TC 01,Center TC 02,Center TC 03,Center TC 04,Center TC 05,Center TC 06,Center TC 07,Center TC 08,Center TC 09,Center TC 10,Center TC 11,Center TC 12,North TC 01,North TC 02,North TC 03,North TC 04,North TC 05,North TC 06,North TC 07,North TC 08,North TC 09,North TC 10,North TC 11,North TC 12,East TC 01,East TC 02,East TC 03,East TC 04,East TC 05,East TC 06,East TC 07,East TC 08,East TC 09,East TC 10,East TC 11,East TC 12,South TC 01,South TC 02,South TC 03,South TC 04,South TC 05,South TC 06,South TC 07,South TC 08,South TC 09,South TC 10,South TC 11,South TC 12,West TC 01,West TC 02,West TC 03,West TC 04,West TC 05,West TC 06,West TC 07,West TC 08,West TC 09,West TC 10,West TC 11,West TC 12,North Heat Flux,South Heat Flux,Lcell (kg),Mass Loss
10,36.2578262,21.25629,20.5543836,20.3110844,20.2407352,20.2302423,20.5507119,20.2603994,20.2022905,20.2145836,20.2400813,20.2662994,19.487573,19.2180967,19.486985,19.4593664,19.5512836,19.5500575,19.7677965,19.4808527,19.4716798,19.8202568,19.7731664,19.7614893,20.6078386,20.9003643,20.4776081,20.3812259,20.0114719,19.9957867,19.5442144,20.2817262,19.8391147,19.7723601,20.472421,19.9365209,21.9652118,26.9598204,27.8116685,23.9877596,22.4011051,21.923153,21.415938,21.4992762,21.1738789,21.2558678,21.0576952,20.7976102,20.6753057,20.6463208,20.3185568,20.1326477,20.3300192,20.4886106,20.5090013,20.5605118,20.1921604,20.2955562,19.97496,20.2642545,0.031671138,0.021490231,NaN,#VALUE!
11,41.6585707,22.2510108,20.7667049,20.2938485,20.2105827,20.1993335,20.4955145,20.249609,20.1960584,20.1977164,20.242583,20.2513429,19.4999548,19.2346589,19.4872078,19.4432533,19.555683,19.5385004,19.7619402,19.4734765,19.4540459,19.8090858,19.7536458,19.7499421,20.6441411,20.9237283,20.4759342,20.3856232,20.0075205,19.9986646,19.5208843,20.275874,19.7973748,19.7347706,20.4424587,19.9118583,21.9667531,26.1614401,27.6646871,23.9976037,22.3264859,21.7715849,21.2991588,21.4264984,21.0908557,21.1633184,20.9753835,20.7278297,20.7162998,20.6827519,20.3170599,20.1053302,20.290553,20.4533262,20.4668928,20.5389006,20.1925617,20.2936741,19.9859855,20.2635139,0.035377335,0.017568656,NaN,#VALUE!
12,54.5848808,23.8552695,20.7669637,20.2849909,20.2245033,20.3172724,20.4969059,20.2411268,20.2001071,20.1877142,20.2375183,20.2504556,19.5340205,19.2375702,19.4867,19.4427452,19.5513777,19.5509115,19.7640895,19.4779077,19.4649344,19.8036389,19.7531366,19.7555093,20.6854081,20.9467407,20.5175719,20.3930818,19.9922166,20.0049919,19.5336741,20.2795427,19.8002264,19.7319248,20.4392364,19.9048364,21.8733437,25.6581163,28.136332,24.7206953,23.1779066,22.267381,21.3543348,21.4168326,21.0311315,21.0929403,20.9349774,20.6980535,20.7513915,20.7159391,20.3282582,20.124511,20.2911256,20.4565548,20.4488719,20.5239092,20.1912373,20.2988064,19.994914,20.2709172,0.038409678,0.016000026,NaN,#VALUE!
13,58.8060778,24.3955742,20.6811207,20.2651596,20.2016269,20.3995598,20.4835247,20.2414126,20.1924176,20.1819224,20.2097054,20.2283495,19.5726781,19.2595138,19.515839,19.4605066,19.5558384,19.5511949,19.7742532,19.4937673,19.4648392,19.8039226,19.7644306,19.7660429,20.7426552,21.010753,20.5167134,20.3994379,19.9689735,19.9851543,19.5442158,20.2718533,19.8046606,19.7390219,20.4470852,19.886486,22.1055003,25.9046926,28.2620649,25.1670922,23.3299565,22.6536321,21.6749942,21.5611697,20.9889145,21.0427332,20.8897011,20.6679605,20.8055149,20.761705,20.3577433,20.1471724,20.3031588,20.491364,20.474181,20.530624,20.1987082,20.311209,19.996689,20.272316,0.042789729,0.021803957,NaN,#VALUE!
14,67.7524553,25.4792585,20.6390141,20.2659296,20.2179655,20.3198505,20.4854344,20.2763592,20.1836953,20.1709196,20.2112353,20.2203912,19.602702,19.2846032,19.5371112,19.4760942,19.572177,19.5595635,19.7693234,19.4884591,19.4846046,19.8027939,19.7530501,19.7645365,20.7988688,21.0585571,20.5007797,20.414626,19.987577,19.9923809,19.551065,20.2730029,19.8076367,19.7397205,20.4489212,19.8685755,22.1509149,26.0742009,28.8174845,25.0967184,23.1697868,22.4611702,21.6480199,21.6221477,21.0984493,21.0180084,20.8740822,20.6193365,20.865385,20.8208006,20.3880393,20.2021641,20.3209404,20.52281,20.5219393,20.5730672,20.2069941,20.3103888,19.9867583,20.2779451,0.034703481,0.015843163,NaN,#VALUE!
15,74.0431641,27.3161331,20.6063481,20.2955012,20.2312214,20.2959006,20.4641429,20.2926551,20.2178373,20.1925348,20.2279095,20.2139061,19.694223,19.3240846,19.5704869,19.4870789,19.5759438,19.56333,19.7765081,19.4808275,19.4834332,19.801999,19.7549151,19.7618452,20.8668038,21.1264197,20.5428899,20.4320463,19.9803334,20.0082941,19.5476121,20.2744884,19.8413392,19.762428,20.4294783,19.8669697,22.08225,26.6363151,29.759151,25.9909802,24.0399044,22.845067,21.7881875,21.5708799,21.1415944,21.0046408,20.8652684,20.6101446,20.9362275,20.886695,20.4308388,20.2442197,20.3478139,20.523105,20.5393104,20.5949934,20.2247408,20.3148594,19.9999595,20.271787,0.042115875,0.024156902,NaN,#VALUE!
16,86.5223142,29.7176206,21.1267988,20.4018668,20.2275303,20.6520244,20.6483224,20.2885845,20.224398,20.2108698,20.242823,20.214771,19.7486502,19.332169,19.5819822,19.5209957,19.5889568,19.5638146,19.7663561,19.4866292,19.4725202,19.8036228,19.7561573,19.7646054,20.9701877,21.2004854,20.594248,20.4382186,19.9690556,20.0011831,19.5469554,20.2894022,19.8230521,19.7627444,20.4351078,19.8900722,22.0583152,26.3705042,29.5212944,27.4199982,25.1716797,23.6462816,22.2978511,21.7542937,21.1517686,21.0326567,20.8659631,20.613495,20.9991216,20.9533633,20.4869326,20.2631397,20.3800225,20.5382274,20.5377271,20.5956895,20.2402343,20.3121385,19.9976195,20.28197,0.0336927,0.022274546,NaN,#VALUE!
17,86.9618371,30.2460573,21.8176413,20.5766587,20.4312502,20.7285576,21.0496811,20.3408304,20.2120913,20.2156514,20.2529191,20.232452,19.7936959,19.370007,19.6171316,19.5398343,19.5895616,19.5693581,19.7802544,19.4834327,19.4761605,19.8376479,19.7954934,19.801279,21.060013,21.2534262,20.8636092,20.4513425,19.987109,20.0036826,19.5494584,20.298359,19.8288626,19.7522229,20.423837,19.917531,22.1239802,26.4902996,29.5353017,27.5830901,25.21453,23.9101351,22.8207649,22.2050329,21.4517809,21.1545639,20.9601786,20.7046613,21.0841893,21.0471276,20.5246187,20.2997027,20.3991203,20.5440372,20.5602355,20.6189516,20.2521174,20.3403371,20.0193751,20.2915728,0.04380051,0.010509821,NaN,#VALUE!
18,84.5802528,30.0551514,22.3275388,20.50138,20.4314879,20.5857134,20.8901697,20.3220795,20.2256163,20.2284192,20.2691008,20.257354,19.852806,19.4173523,19.6397644,19.5442474,19.5928324,19.5714922,19.7831497,19.4981059,19.4893125,19.8397787,19.8166118,19.8148007,21.1521155,21.3370924,20.8721949,20.4800337,20.031737,19.9951826,19.5515909,20.3077064,19.8100203,19.7611013,20.4478886,19.9450135,22.6222361,26.8086482,29.9056558,27.390856,25.1553338,23.6227426,22.5902365,22.2180581,21.6418393,21.3235328,21.284315,21.060603,21.1817868,21.1079288,20.5740852,20.2960487,20.4007796,20.5172248,20.5482323,20.633894,20.2647788,20.3416142,20.0214134,20.289818,0.050202123,-0.000156863,NaN,#VALUE!
19,89.3753052,29.9093785,22.1933393,20.4743146,20.3869479,20.4963942,20.7799961,20.2984131,20.2182791,20.2286758,20.2947975,20.2701339,19.9548526,19.4829537,19.6643169,19.5608394,19.5923303,19.5850478,19.7929025,19.5150771,19.5104668,19.8533266,19.8153465,19.8268269,21.2821939,21.4624879,20.8796605,20.4988769,20.120012,19.9886059,19.832552,20.3474526,19.8014623,19.7616549,20.4370554,19.9307566,22.7466275,27.4237899,30.7540643,27.7519153,25.0776705,23.4764749,22.2812633,22.0386143,21.46499,21.2379695,21.2404857,21.0717771,21.2733454,21.1839184,20.5917119,20.3296283,20.4294298,20.5310653,20.5491681,20.6257205,20.2805096,20.3326847,20.0189312,20.289991,0.054582174,-0.003607849,NaN,#VALUE!
20,94.2714087,31.1416322,21.8954615,20.4803858,20.3755575,20.455778,20.7025741,20.3033492,20.2118232,20.218801,20.2917597,20.2693749,20.0581515,19.5368976,19.7151839,19.5843919,19.6113186,19.5679471,19.7864432,19.4987411,19.4812075,19.8472498,19.8259793,19.8412512,21.473106,21.5902653,20.9415238,20.536439,20.1238039,20.0170797,19.7725389,20.3523863,19.810411,19.7466757,20.4251269,19.9119863,22.9891349,28.7527899,31.9627327,29.0296492,25.7970752,24.2336117,22.6129291,22.1347073,21.4022754,21.1664814,21.1439661,20.9498668,21.3801056,21.2682877,20.6401168,20.33896,20.4178782,20.4944578,20.5129508,20.5910256,20.2325379,20.3241729,19.9978913,20.283758,0.029649576,0.008156876,NaN,#VALUE!
21,101.8966815,33.2235969,21.9712337,20.4971269,20.3725661,20.4136887,20.6677017,20.2870666,20.1814898,20.1884634,20.2299138,20.2314696,20.2093323,19.598482,19.7638164,19.5950741,19.6307309,19.5771162,19.7792737,19.4725736,19.4569384,19.8024835,19.7823563,19.8097847,21.671241,21.7169359,21.0148169,20.5820072,20.1325737,20.0550886,19.7471352,20.3543315,19.8016679,19.7333679,20.4300503,19.905519,23.7282981,29.7571247,32.7339223,30.074319,26.7927178,25.4657085,23.4297535,22.4677348,21.7907854,21.3842194,21.2239938,20.8944774,21.5074744,21.383503,20.683356,20.342742,20.3893928,20.4777461,20.4784036,20.5534421,20.2135544,20.3321347,19.9777606,20.2875428,0.035714262,0.011607862,NaN,#VALUE!
22,116.6336795,38.3066289,23.7693268,21.757749,21.2180269,20.6163848,20.6620504,20.2726802,20.1549527,20.1668593,20.1984423,20.1871111,20.3437892,19.6517062,19.8003006,19.6133521,19.65584,19.6102185,19.8100911,19.4760395,19.4554666,19.7846808,19.7748097,19.7992006,21.8663087,21.8227483,21.0771026,20.6169586,20.1273094,20.0539958,19.7179302,20.3452603,19.7825218,19.7031905,20.4105294,19.8506679,23.9218416,29.7595899,32.0529885,30.7057519,27.1758498,25.8028892,23.7259355,22.3171671,21.646982,21.3468879,21.2170082,20.8453819,21.6452868,21.487938,20.7351681,20.3683931,20.3892284,20.4791018,20.4566087,20.5521432,20.210358,20.3095786,19.9954392,20.2820693,0.055256028,0.026352984,NaN,#VALUE!
23,107.8250817,37.1420894,23.5876908,21.8385156,21.5408695,20.9988364,20.8782791,20.4480124,20.1434663,20.1633473,20.192653,20.179047,20.435572,19.7070676,19.832089,19.641368,19.6789125,19.6329248,19.8054419,19.4801246,19.4777922,19.7986398,19.8035758,19.8192313,21.9333687,21.9121135,21.1259638,20.6301417,20.1458043,20.0558028,19.7083425,20.3432701,19.800132,19.7067562,20.4121929,19.8268874,23.9522485,29.0538033,30.841826,29.7137821,26.6082294,25.8490861,23.8165159,22.6468895,21.829048,21.3318602,21.153042,20.7533459,22.6651322,21.797638,20.8089095,20.4380031,20.4550509,20.5111333,20.4791452,20.5693619,20.2283376,20.3211084,20.0005182,20.2985298,0.061657641,0.037490257,NaN,#VALUE!
24,97.9382231,35.0656317,23.232949,21.5548848,21.3735206,20.8386365,20.7935748,20.4224957,20.1597168,20.1739034,20.2123192,20.1721368,20.544065,19.7677597,19.8991917,19.6697786,19.689468,19.6351266,19.8148628,19.4971441,19.4761943,19.8148957,19.8152702,19.8316848,22.006126,22.0321844,21.1953297,20.6820398,20.1517999,20.0750908,19.6961119,20.3576235,19.8144804,19.719595,20.3984522,19.8378234,24.5855177,29.4446986,30.2876818,28.9200271,25.8343872,24.9960456,23.3130569,22.6131001,21.863077,21.3412665,21.1749677,20.7657875,23.1722516,22.130945,20.8975924,20.525608,20.4876192,20.5361073,20.496143,20.5950899,20.2472266,20.3085069,20.0030969,20.319697,0.066711546,0.048784393,NaN,#VALUE!
25,100.4149816,34.3609539,23.1435437,21.3895329,21.3761396,20.756251,20.7244641,20.3989153,20.1627148,20.1594312,20.2001286,20.1724775,20.7114185,19.8748206,19.9731603,19.717979,19.7182854,19.6366093,19.8057069,19.504704,19.5042721,19.8163735,19.8178919,19.8320264,22.1756415,22.2068538,21.2677663,20.7343527,20.156316,20.0799874,19.6823981,20.3496118,19.7969785,19.7187975,20.4067641,19.8332281,24.9691948,31.4786186,32.7683113,29.4659574,26.1227928,24.9234552,23.1922567,22.5001808,21.6689963,21.2479057,21.151788,20.812029,23.1975716,22.2702781,21.0064133,20.6109681,20.4940317,20.5554265,20.4949631,20.5897378,20.2638802,20.3350292,20.0406403,20.3234513,0.057614517,0.050353023,NaN,#VALUE!
26,113.0906232,40.8613802,26.861392,22.5327381,21.7724725,20.7576619,20.6909659,20.3934995,20.1781845,20.1813599,20.2045855,20.1902145,20.9261252,19.9707997,20.0557914,19.7767521,19.7576769,19.6429673,19.8371401,19.5619693,19.5410279,19.850455,19.8341199,19.8383808,22.3773004,22.3962065,21.3458273,20.7907723,20.1399042,20.0760927,19.6697684,20.3628037,19.8027374,19.7169615,20.4022727,19.821898,25.0225427,31.1050996,33.1873143,30.2507436,26.5995371,25.3625763,23.2184425,22.5703248,21.6614802,21.1796795,21.1256756,20.8735463,23.3637951,22.4956575,23.0314895,21.8854192,20.820869,20.9842884,20.6900594,20.7036356,20.2950571,20.3646924,20.0475349,20.3447574,0.075134721,0.052235379,NaN,#VALUE!
27,137.6547671,52.3515401,33.5035954,25.7280495,24.5816389,22.4423929,21.5169404,20.9101958,20.504002,20.4031933,20.3246348,20.2494887,21.1515893,20.0806133,20.1279649,19.8212628,19.7926792,19.6703943,19.8451904,19.5909098,19.6186027,19.9534359,19.864187,19.8589534,22.7026924,22.6262305,21.7736558,21.7036424,20.3804624,20.3479446,19.7959389,20.4300837,19.8414452,19.7872273,20.4701907,19.8484675,25.1071714,30.5418537,33.369142,29.9835996,26.6187584,25.8301223,23.82924,22.7600383,21.8403268,21.1819377,21.141971,20.9160119,23.5408897,22.7190232,23.0039523,22.0800271,21.1343287,21.7240982,21.3023405,21.6533941,20.8795632,20.6515325,20.3792333,20.4866269,0.080188626,0.054588324,NaN,#VALUE!
28,145.6436604,53.6632314,32.2860674,24.9919188,24.4499717,22.6345416,21.9946357,21.321825,20.973401,20.9607578,20.835066,20.6056577,21.3377367,20.1617392,20.1783052,19.8454406,19.8111525,19.6702612,19.8484751,19.5850798,19.665581,20.1492325,19.8686131,19.8440171,22.9777613,24.4548102,24.0002992,24.4722338,21.5282342,20.817278,20.2332767,20.5062692,19.8759139,19.96075,20.8549039,20.1620443,25.2869421,29.9342216,32.2215535,29.403482,26.3824524,25.7522771,24.3032556,23.2934961,22.5203151,21.9608721,21.6789607,21.4593423,23.6429826,22.9025377,22.726697,21.893445,21.0970695,21.5366681,21.2135158,21.5661221,20.9527044,20.7337937,20.6076355,20.7786315,0.08086248,0.052705968,NaN,#VALUE!
29,147.1811552,53.3915405,30.2496863,24.163201,23.6428778,22.1344017,21.7205758,21.1773327,20.9601914,20.9725958,20.879158,20.6068636,21.444775,20.2487502,20.271333,19.8948806,19.8298197,19.7030013,19.8428424,19.5608322,19.6086564,20.0839929,19.8588037,19.8368645,23.1627651,24.531026,24.6213821,25.2869034,22.2609827,20.9213016,20.1160153,20.4976007,19.9357,20.0501944,20.8353592,20.2461388,25.5073615,29.4801068,33.4124053,29.5045176,26.8843182,25.683275,24.3597273,23.1994102,22.2989145,21.93301,21.6044455,21.4250366,23.7725635,23.1070967,22.6060667,21.784063,21.0786631,21.4094069,21.1272229,21.4210774,20.8247142,20.6618991,20.4951244,20.6881713,0.083894823,0.053019694,NaN,#VALUE!
30,150.0774629,56.6869641,30.8977618,24.0009627,23.363133,22.0654411,21.567026,21.0646651,20.9416304,20.9779421,20.9463553,20.7062838,21.5870416,20.3421748,20.3548368,19.9347903,19.8868062,19.7220341,19.8706112,19.5692244,19.5950152,20.042257,19.8808622,19.8566409,23.4087088,24.4342536,24.0856313,24.365872,21.9046141,20.8287585,20.0146592,20.4771302,19.9100488,20.0176927,20.8799096,20.4053611,25.7896465,31.0768023,35.357121,30.5598067,29.0705463,27.1850558,25.6310825,23.9231774,22.8872049,22.1905849,21.5029718,21.2788433,23.945227,23.3369479,22.6050878,21.7436563,21.100076,21.3496348,21.0697285,21.3139124,20.7539523,20.6427154,20.4163518,20.6200605,0.087264093,0.051451064,NaN,#VALUE!
31,158.6034149,60.8276472,31.1186298,24.1591096,23.133292,22.1026283,21.623561,21.2935015,21.2637988,21.1422942,21.106135,20.7802908,21.7630349,20.4500113,20.4535028,20.003934,19.9316381,19.75322,19.8793801,19.5954686,19.5965673,20.0305197,19.9017758,19.8745178,23.7329978,24.4883657,23.7692122,23.7271041,21.5943663,20.776425,20.0670917,20.7470632,20.027426,20.0295525,20.8864498,20.6138397,26.0864926,31.7318857,36.0248336,31.2531723,30.4216471,28.0967493,26.2327961,24.3858846,23.7093595,22.9879216,22.0554624,21.6227591,24.1366977,23.5628939,22.643052,21.7638383,21.1233093,21.3436541,21.0701977,21.2665927,20.7312846,20.635594,20.3826669,20.5860081,0.096024195,0.060392255,NaN,#VALUE!
32,168.626457,64.4760816,32.0650057,24.5751954,23.7879596,22.792706,22.1854898,21.4426951,21.1516136,21.1105394,21.1343304,20.7113675,21.9371941,20.5541319,20.5662856,20.0834148,20.001611,19.7939903,19.9273672,19.6187583,19.616822,20.0302591,19.9326482,19.9076662,24.1091587,24.5985236,23.7091308,23.3480798,21.6103828,21.2453678,20.3974586,20.9935152,20.5752872,20.493862,21.2546787,20.7875546,26.7619448,33.719834,36.0456426,31.4871685,31.1173488,28.5371129,26.8200352,24.6066193,24.1915339,23.2552456,22.3389211,21.9623114,24.3910967,23.8328505,22.7179402,21.8316059,21.1831549,21.3500044,21.087168,21.247534,20.7213267,20.6423263,20.3548627,20.5585973,0.095013414,0.065098145,NaN,#VALUE!
33,188.2032562,73.0342203,33.8295554,25.2014106,24.2553438,22.7949835,22.5512059,21.8268754,21.2494344,21.0030717,20.998806,20.6521211,22.1971925,20.6861429,20.6879761,20.1725782,20.0645612,19.8752215,19.9899816,19.691245,19.6756429,20.0704453,19.9644785,19.9531587,24.49295,24.7644432,24.1578183,23.4576606,22.0118968,22.703113,21.8739841,21.8147936,21.5277322,21.5770554,22.3147575,21.7101743,27.7296385,35.0457366,37.2269517,32.5557756,31.775475,29.1223606,26.9020366,24.565517,23.8973987,23.0481856,22.2310175,21.8419045,24.6815608,24.1029502,22.8335586,21.9075404,21.261419,21.39981,21.1138323,21.2533263,20.7104352,20.6431858,20.3375108,20.5549152,0.106132005,0.061960885,NaN,#VALUE!
