Time (s),Center TC 01,Center TC 02,Center TC 03,Center TC 04,Center TC 05,Center TC 06,Center TC 07,Center TC 08,Center TC 09,Center TC 10,Center TC 11,Center TC 12,North TC 01,North TC 02,North TC 03,North TC 04,North TC 05,North TC 06,North TC 07,North TC 08,North TC 09,North TC 10,North TC 11,North TC 12,East TC 01,East TC 02,East TC 03,East TC 04,East TC 05,East TC 06,East TC 07,East TC 08,East TC 09,East TC 10,East TC 11,East TC 12,South TC 01,South TC 02,South TC 03,South TC 04,South TC 05,South TC 06,South TC 07,South TC 08,South TC 09,South TC 10,South TC 11,South TC 12,West TC 01,West TC 02,West TC 03,West TC 04,West TC 05,West TC 06,West TC 07,West TC 08,West TC 09,West TC 10,West TC 11,West TC 12,North Heat Flux,South Heat Flux,Lcell (kg),Mass Loss
10,74.9352784,29.5017338,19.6274053,18.2753839,18.1766455,18.0462679,18.0284868,17.9803742,17.9639573,17.9287964,17.9093604,17.8795005,17.9735742,17.6937202,17.8800834,17.8037051,17.8531878,17.8179363,18.0128376,17.7308756,17.648759,17.8500913,17.7856846,17.6921201,18.5782739,18.4084604,18.3052758,18.1151558,18.0862067,18.1688076,17.609424,18.1660846,17.8600201,17.6817176,18.0667787,17.7592767,18.8150017,20.201034,19.7044911,19.2891006,18.9185649,18.7097511,18.5105061,18.5507322,18.1337317,18.1122657,18.1570471,18.0040303,18.3821229,18.4133774,18.6504175,18.2565562,18.0599689,18.154589,18.1771948,18.2314762,18.0702125,18.0522589,17.7790249,18.0933999,0.0286632,0.0041808,0.1820883,0.0132245
11,74.016597,28.7630934,19.6245871,18.2710428,18.1856145,18.0487703,18.0328917,17.9946722,17.9676017,17.9468998,17.9225157,17.8930296,18.0156394,17.7228551,17.8890481,17.8248494,17.8724219,17.8219637,18.0221897,17.731096,17.6505005,17.8350958,17.7691679,17.6744664,18.5822985,18.4466934,18.3256542,18.1248774,18.0997271,18.1842386,17.6123056,18.1682045,17.8663779,17.698356,18.0830252,17.7759098,18.8536499,20.0794288,19.6664171,19.2555582,18.86679,18.6944449,18.5054585,18.5411239,18.1438898,18.1159636,18.1653086,18.0100079,18.4504326,18.4239114,18.8019531,18.6979058,18.2466173,18.1628523,18.1850763,18.219203,18.0621268,18.057102,17.7770211,18.0868304,0.0244994,0.0065753,0.1815344,0.0137784
12,72.0218848,28.1994649,19.7022292,18.2879406,18.2044214,18.059211,18.0444739,17.9967448,17.9753813,17.9455493,17.9204041,17.8973833,18.0625988,17.7401451,17.9078471,17.846704,17.8801986,17.8137633,18.0273066,17.7251785,17.6472471,17.8375483,17.7712396,17.663986,18.5995867,18.476895,18.3429395,18.1356923,18.1093986,18.1954348,17.6208479,18.1752247,17.8561121,17.6915068,18.0826455,17.7823779,18.9049412,19.990954,19.7423514,19.4584438,18.8591924,18.6773465,18.5039387,18.5529072,18.1408498,18.1133017,18.164168,18.0370037,18.4929986,18.4455726,18.7274745,18.6378411,18.205166,18.1750255,18.173289,18.2211069,18.0530052,18.0392313,17.7720782,18.0860768,0.0328269,0.0045161,0.1820883,0.0132245
13,69.8113319,27.8141979,19.6707368,18.2963328,18.2223241,18.0752121,18.0471638,18.0150335,17.9860608,17.9470988,17.9204316,17.8905664,18.0843075,17.7751718,17.9177586,17.835319,17.8566474,17.8065576,18.0299968,17.7126506,17.6506978,17.8440397,17.7788738,17.6818891,18.620157,18.5039111,18.3517148,18.1452234,18.1025838,18.1768294,17.6284848,18.170684,17.8622338,17.690023,18.0796412,17.7732858,18.9741228,19.9526384,20.0927361,19.8113485,19.0434746,18.7359004,18.506257,18.5552255,18.1492503,18.1232291,18.1642056,18.0355206,18.5177417,18.5048806,18.6731704,18.518508,18.1709742,18.1834335,18.1835961,18.2200052,18.0416444,18.0358485,17.7728791,18.0891551,0.0283548,0.0007088,0.1820883,0.0132245
14,72.9790007,28.6757275,20.023068,18.2959249,18.3649086,18.0675781,18.0467561,18.0066364,17.9871742,17.931852,17.9181216,17.8821738,18.1223171,17.7842747,17.9215323,17.8265417,17.8558572,17.81414,18.0170326,17.7213727,17.6480064,17.836784,17.7765634,17.679578,18.6539865,18.5757244,18.3501662,18.1550779,18.094956,18.1741405,17.6276925,18.1759806,17.8521933,17.6925324,18.0920363,17.7693272,19.0191767,19.9859009,20.4614491,20.24637,19.5518575,19.0605742,18.6239348,18.5877587,18.162781,18.1325843,18.1697565,18.0414496,18.5365906,18.5514592,18.6426162,18.4472575,18.1590328,18.1798586,18.1777396,18.2213743,18.0399683,18.0280945,17.7582728,18.0726602,0.0282519,-0.0001293,0.1820768,0.013236
15,78.3262303,28.9423971,19.9120372,18.2676203,18.3289907,18.0571366,18.0332717,18.0015191,17.9877639,17.9343434,17.9164287,17.8892264,18.1681691,17.7989392,17.9270628,17.8073493,17.8537832,17.8059784,18.0191425,17.7177765,17.6482144,17.8407968,17.7798138,17.6763608,18.6549531,19.4198263,18.8857595,18.2499291,18.0693197,18.159895,17.6142049,18.1739076,17.8586794,17.6761911,18.0753259,17.7693493,19.0275558,19.9563037,20.3385347,20.1803319,19.5465694,19.2231809,18.843634,18.7808461,18.3205509,18.2486097,18.2450774,18.0760697,18.5229335,18.5564228,18.5989332,18.3921462,18.1453607,18.184446,18.1853685,18.2271016,18.0510162,18.0402824,17.7563945,18.0627961,0.0279949,-0.0011829,0.1820191,0.0132937
16,80.0083567,28.5196536,19.8075953,18.2770977,18.2966386,18.0396145,18.0115629,17.9832305,17.9649114,17.9152913,17.8996628,17.8755115,18.1947658,17.8399958,17.948324,17.8202562,17.858321,17.8089942,18.0126463,17.7173688,17.6489481,17.8430528,17.7717977,17.6721523,18.7306285,19.5808792,19.655412,18.6865811,18.2570108,18.3621459,17.7169019,18.1833885,17.8535822,17.680223,18.0801152,17.7752819,19.0505748,20.0396791,20.199112,19.9641229,19.3967996,19.124648,18.7807737,18.7624515,18.2744044,18.24047,18.2658403,18.0941658,18.5353208,18.5779227,18.5793965,18.3353384,18.1482497,18.1842914,18.1836917,18.2265663,18.0482012,18.0336653,17.7771571,18.0713866,0.0256817,0.002792,0.1823307,0.0129821
17,85.6933178,28.8333136,19.7190301,18.2777687,18.276014,18.0357227,18.0137569,17.9740109,17.9693875,17.9129195,17.8988126,17.8754221,18.2471627,17.8779467,17.9824477,17.833102,17.8601341,17.8115687,18.0152227,17.7157569,17.638966,17.8285058,17.7736114,17.6697805,18.7198862,19.4224034,19.504474,18.5903552,18.2409651,18.4244131,17.8035525,18.1791161,17.8505951,17.6817998,18.0622967,17.759739,19.0810197,21.1316694,20.7906357,20.2242589,19.3144452,19.0240381,18.6808728,18.6967597,18.2341679,18.206295,18.2130342,18.0653258,18.558938,18.594313,18.5589277,18.3289268,18.1608569,18.1851046,18.1974353,18.2342262,18.0539567,18.0550138,17.78444,18.0908256,0.0339064,-0.0029788,0.1823999,0.0129129
18,89.9068267,28.7215558,19.6856576,18.2876982,18.2665507,18.0407121,18.0054333,17.9854697,17.9564979,17.901169,17.8840206,17.859497,18.32213,17.9662393,18.0231662,17.8540694,17.868543,17.8093313,18.0175487,17.7169426,17.6420541,17.830833,17.7820213,17.6823783,18.7332434,19.3476171,19.3346455,18.5322554,18.2121317,18.3552631,17.7503377,18.1863858,17.8484624,17.6705325,18.0723327,17.7766267,19.2030981,21.4064523,21.2458978,20.9125418,19.3939648,19.0659736,18.6730403,18.6478819,18.1803392,18.171072,18.2044361,18.0460841,18.6069717,18.6392877,18.5811214,18.3423862,18.1739365,18.2092165,18.2124136,18.2415992,18.0696911,18.0620057,17.783067,18.0989567,0.0318503,-0.004176,0.1820768,0.013236
19,86.39447,28.6855568,19.6778537,18.3061174,18.2728065,18.0473481,18.0177764,17.9784115,17.9505826,17.899818,17.8910395,17.860809,18.4014021,18.0272666,18.072752,17.8610874,17.8755599,17.8254835,18.0181018,17.7239634,17.6456501,17.8492665,17.7768688,17.6958613,18.7828668,19.3204372,19.2188983,18.4978437,18.1803828,18.3215966,17.7018121,18.1915054,17.8447882,17.667235,18.0625734,17.7596353,19.3312243,22.2554866,21.599703,20.8842182,19.3382682,18.9874656,18.6169153,18.6301471,18.174766,18.2008659,18.1920142,18.0397488,18.6386392,18.7138754,18.6253341,18.3497372,18.2044924,18.2325461,18.2277512,18.2478096,18.0781814,18.0678369,17.7869989,18.0922436,0.0345233,-0.0018534,0.182273,0.0130398
20,86.1391811,28.2731012,19.6833578,18.3374781,18.2870654,18.0650321,18.0232893,17.9820229,17.9534332,17.9011476,17.8862812,17.8526313,18.4856286,18.0921114,18.1094294,17.8666008,17.8715646,17.8131165,18.0262812,17.718064,17.6424158,17.841844,17.7645071,17.6876805,18.8534246,19.3437979,19.163211,18.4908102,18.1870309,18.2792001,17.6685214,18.1658257,17.8484124,17.6510748,18.0821707,17.7465232,19.4089,22.6444617,22.1569791,20.8168761,19.2552961,18.945118,18.5844292,18.6216074,18.168125,18.1778682,18.1739619,18.0293045,18.6935571,18.7706725,18.6418759,18.3700935,18.2256131,18.2449193,18.2359359,18.2639825,18.0749637,18.0573934,17.7780712,18.0856012,0.0410003,-0.0108088,0.1826191,0.0126937
21,84.1372007,27.8078739,19.6962632,18.3519175,18.3011307,18.0657866,18.0171975,17.9858213,17.9530467,17.8935307,17.8836123,17.8492027,18.5483631,18.1426875,18.1447716,17.8795291,17.8704193,17.8051188,18.0205672,17.7180598,17.6481181,17.8418394,17.7721084,17.6869166,18.9146544,19.3681054,19.1343197,18.4797855,18.1718238,18.2552418,17.6308489,18.1711469,17.8430452,17.6502697,18.0608312,17.7502838,19.5467017,23.3549102,23.1819526,20.6627575,19.2199306,18.9078421,18.5665204,18.6280249,18.1600982,18.1755415,18.1666921,18.0243184,18.7254308,18.850011,18.6737528,18.3970431,18.2373584,18.2543835,18.2362728,18.2510082,18.0946822,18.0660918,17.7746061,18.0741551,0.0379674,-0.0149034,0.1826884,0.0126244
22,81.8042031,27.4896698,19.7290258,18.3812942,18.3069403,18.057904,18.0055104,17.9775563,17.9459232,17.8905917,17.8936083,17.8550109,18.6477052,18.2199933,18.1695814,17.9020775,17.8724272,17.7972346,18.0161068,17.7185456,17.6436546,17.8476517,17.7729753,17.6874003,18.978273,19.4153124,19.1260627,18.4833126,18.1502733,18.2283512,17.6153569,18.1697322,17.8254045,17.6379427,18.0625838,17.738722,19.8339673,23.8434904,24.0359022,21.039032,19.3143511,18.8989553,18.5538274,18.6191351,18.1595697,18.1578972,18.1676839,18.0150443,18.7613776,18.9148111,18.7313673,18.421607,18.2702947,18.2694437,18.2482882,18.2698699,18.0857902,18.0609994,17.7736938,18.0789463,0.0362196,-0.0095876,0.1838308,0.011482
23,86.4684543,27.3845621,19.7557444,18.4164052,18.3375015,18.0816226,18.0231458,17.9906298,17.9536694,17.897199,17.8781486,17.8467839,18.7668407,18.3011298,18.22939,17.9307442,17.8946214,17.8099298,18.0288019,17.7270545,17.6300971,17.8519761,17.782244,17.6936268,19.0799561,19.5134481,19.1478697,18.5001729,18.1534517,18.2448411,17.6269091,18.1702507,17.8047979,17.6458632,18.0670751,17.7435954,20.1789354,24.368592,24.1393931,21.2870267,19.4054152,18.9163591,18.5651589,18.6137415,18.1659602,18.1593471,18.1641897,18.0126909,18.846791,19.0336044,18.7890555,18.477425,18.311675,18.2959941,18.2759717,18.2785413,18.0944576,18.0696686,17.7895909,18.0952183,0.0405376,-0.0095158,0.182146,0.0131668
24,92.3419037,27.4206678,19.8422091,18.4581085,18.3556447,18.0963444,18.03825,17.9912807,17.9527986,17.9005128,17.882223,17.8489551,18.89332,18.405967,18.3185903,17.9785619,17.9466081,17.8417831,18.0286921,17.721237,17.6402625,17.8514858,17.7813747,17.6916161,19.2171214,19.6329755,19.2595022,18.5152661,18.1601819,18.2470154,17.630985,18.1823144,17.8029907,17.6330176,18.0793385,17.7395047,20.2602441,24.4084113,24.7206683,22.071308,19.9378133,19.1667918,18.5527095,18.6138357,18.1698547,18.1624833,18.1654239,18.0188682,18.9509847,19.1704054,18.8723626,18.5398725,18.3558826,18.3306949,18.2992551,18.2965051,18.1105149,18.0849701,17.8033759,18.1036719,0.0426966,-0.0006082,0.1820652,0.0132476
25,99.45361,28.5871516,19.9902106,18.5021369,18.387523,18.1118734,18.0438908,18.0106178,17.9702331,17.9088188,17.8859625,17.8557356,19.0692416,18.5233881,18.3922501,18.0382142,17.9762041,17.8630275,18.0484128,17.7242153,17.636773,17.8476181,17.7832116,17.6934537,19.3516538,20.0296875,19.897769,19.0505176,18.3029885,18.3423808,17.7499968,18.1887167,17.8051852,17.6264606,18.0735466,17.7321892,20.3891788,24.0504249,24.092937,22.0329368,19.8458664,19.2350776,18.5518617,18.6076674,18.1716686,18.1593532,18.1660974,18.0134581,19.0553711,19.3070125,18.9532056,18.5998511,18.4056117,18.3758647,18.3208376,18.3222699,18.1343717,18.1016065,17.8162167,18.1157444,0.0398694,0.0053781,0.1821114,0.0132014
26,113.4141908,32.5301361,20.4459632,18.5647295,18.4132587,18.1159336,18.0517553,18.0162025,17.9784799,17.9079353,17.8953511,17.8693003,19.2154391,18.6460621,18.4742058,18.0860149,18.0266513,17.8876355,18.0669316,17.7298001,17.6381714,17.8509175,17.7815666,17.7058799,19.4880157,20.330242,20.772948,19.5581769,18.93759,19.1848276,18.6142646,18.3802911,17.9214566,17.6868834,18.1073069,17.7458009,20.5495932,23.7964209,23.6075184,21.737523,19.7360687,19.1647252,18.5517782,18.6205057,18.1753859,18.1683984,18.160309,18.0133744,19.1916564,19.4857457,19.0416466,18.6476731,18.4348106,18.3921331,18.3431867,18.3191441,18.1365689,18.1102693,17.8366697,18.1320076,0.0493278,0.0182366,0.1826191,0.0126937
27,124.321789,34.943598,20.8085183,18.7450576,18.4940529,18.1339904,18.0504155,18.0175258,17.9889324,17.9282831,17.8943913,17.8675811,19.385101,18.7595251,18.5614008,18.1394428,18.0504055,17.9285264,18.0872752,17.7455785,17.6497656,17.8640295,17.7931567,17.7140476,19.6079395,20.3566077,21.5308979,20.3406906,19.4754053,20.1656239,19.7278987,19.0565216,18.3741084,17.8964236,18.3562376,17.857905,20.7623015,23.6263596,23.2706036,21.5667704,19.6869759,19.1152292,18.563066,18.6291318,18.1745094,18.1606754,18.1655179,18.0048938,19.3506846,19.6530356,19.141829,18.7099028,18.4803279,18.4114146,18.3506779,18.3467866,18.1630603,18.1375319,17.8468242,18.1470949,0.0522579,0.0237679,0.182146,0.0131668
28,137.7193359,39.6532764,21.6025717,18.936496,18.669247,18.1472192,18.0982577,18.0242903,17.9937952,17.9350493,17.9274053,17.881947,19.5719518,18.8852556,18.6384467,18.1842375,18.0955667,17.9642061,18.1035494,17.7656554,17.6747964,17.8825821,17.8052406,17.7318367,19.7386077,20.6195179,21.948427,20.7894269,20.0259646,20.9340742,20.1417663,19.5949577,18.9286873,18.249975,18.6076749,18.0581234,21.0863497,23.5220238,23.0610474,21.715939,20.2356036,19.3185763,18.5723323,18.6364967,18.1856779,18.1802167,18.1744087,18.0358351,19.5148865,19.8277713,19.2380823,18.7746711,18.5242036,18.4492083,18.3770548,18.3743059,18.17119,18.1536458,17.8640848,18.1677661,0.0568329,0.0242229,0.1823999,0.0129129
29,148.9540326,44.0139587,23.3448649,19.6814272,18.8184074,18.1781611,18.1052417,18.0415481,17.994314,17.9427974,17.9347716,17.8976747,19.7658303,19.0153762,18.7328049,18.2418007,18.1306839,17.9711915,18.1124359,17.7832908,17.6791166,17.8804365,17.8164063,17.7315888,19.927243,20.8336522,22.2992673,20.9932256,20.6064736,21.866323,21.0258719,20.1177916,19.2764127,18.6258658,18.8126605,18.0487408,21.4011918,23.5206356,22.9449513,21.573866,20.2129701,19.3521273,18.5872828,18.6389037,18.1930268,18.1932752,18.1962127,18.0397639,19.6338626,19.9846308,19.3445668,18.8466376,18.5764255,18.4831849,18.4034178,18.3835598,18.1929865,18.1666999,17.8741021,18.1811967,0.0612537,0.0321008,0.1828499,0.0124629
30,151.4556279,46.492563,23.8326229,20.1676493,18.926895,18.2235658,18.1514116,18.0534915,18.0054948,17.9524583,17.9398661,17.9130325,20.0375451,19.1869124,18.8286865,18.2936685,18.182161,18.0029199,18.1472077,17.7933322,17.7028575,17.8954207,17.8298662,17.7359217,20.1341062,21.3022472,22.6795385,21.6336921,20.9823738,22.2887384,21.4402957,20.7554363,19.8235898,18.9471186,19.0193895,18.1517975,21.6945887,23.5872507,23.1111222,21.81084,20.3040342,19.4265485,18.6655691,18.6567556,18.2070803,18.1841362,18.2060902,18.0549614,19.7390239,20.1489171,19.4482422,18.9222648,18.6117742,18.5200596,18.4250775,18.4139653,18.2188217,18.1754363,17.8934893,18.1918342,0.0645436,0.0385181,0.1828499,0.0124629
31,169.5146534,51.4266733,24.1982707,20.2953505,19.0224808,18.2655873,18.1713818,18.0799334,18.0075892,17.9636851,17.9541343,17.9242513,20.2424162,19.34897,18.9314399,18.3528027,18.2249346,18.027844,18.1614762,17.8106462,17.7099015,17.9127318,17.8213147,17.7517117,20.3706085,21.3646408,23.4184968,22.3250824,21.4146731,22.6912074,21.350585,20.5973379,20.0482407,19.2435403,19.0964478,18.2829146,21.9431198,23.7064018,23.435032,21.9908405,20.4466225,19.5973474,18.7095763,18.6863167,18.2856806,18.209916,18.2151341,18.0750288,19.877125,20.3263806,19.5704434,18.9898295,18.6504719,18.5515367,18.4379174,18.4359329,18.2213961,18.1848578,17.9044334,18.203531,0.0650062,0.0435705,0.1828153,0.0124975
32,184.9794063,55.2876296,25.6954109,21.2502752,20.0098916,18.6982815,18.3486203,18.2070054,18.0943375,17.9888197,17.9560592,17.9440461,20.4607479,19.5264112,19.0450319,18.4292555,18.2664007,18.067435,18.1767205,17.8395845,17.7274312,17.9173241,17.8365531,17.7608637,20.5833421,21.4465767,22.9882218,22.3160339,21.1728927,23.241945,21.993368,21.0672522,20.2950767,19.2402559,19.3370891,18.348088,22.3202545,23.8772417,24.0624231,22.4745648,20.876934,19.8788106,19.0072549,18.8487243,18.46634,18.2796591,18.2502696,18.0888648,20.0556773,20.5400852,19.720955,19.0819432,18.7167704,18.5916043,18.4646745,18.4433021,18.2272447,18.1979289,17.9175086,18.2173598,0.0716888,0.0463003,0.1826191,0.0126937
33,193.7380021,60.4288043,27.2296717,22.1081319,20.9554502,18.9570844,18.5212152,18.4260593,18.319476,18.1265104,18.3744041,18.3515129,20.7017563,19.7007307,19.1688089,18.4877764,18.3230112,18.0810995,18.1850552,17.8433556,17.72968,17.9267982,17.8429893,17.767298,20.7580109,21.5906313,22.6297449,22.3451687,21.0026646,22.8215849,22.0945197,21.1575249,20.6619667,19.8193041,19.8919511,18.5499462,22.7447967,24.0645221,24.3104889,22.8447096,21.2785156,20.2382387,19.5702396,19.382106,19.2261885,18.7975122,18.6532779,18.2781553,20.2332623,20.7755651,19.8602599,19.1719702,18.7809823,18.6147615,18.4961895,18.4618922,18.2458301,18.2127171,17.9296415,18.2317656,0.0670624,0.0532444,0.1825268,0.012786
