Time (s),North_Heat_Flux_1,South_Heat_Flux_1,North_Heat_Flux_2,South_Heat_Flux_2,North_Heat_Flux_3,South_Heat_Flux_3,North_Heat_Flux_4,South_Heat_Flux_4,North_Heat_Flux_5,South_Heat_Flux_5
220,0.060983787,0.07529424,0.039757386,0.008156876,0.046495926,0.019764738,0.1244299,0.1577888,0.2106353,0.2863741
221,0.063342276,0.0784315,0.029649576,0.008941191,0.048854415,0.01725493,0.1295189,0.1610932,0.2003544,0.2836683
222,0.053571393,0.076549144,0.029986503,0.012705903,0.047843634,0.008784328,0.1274627,0.1524011,0.2013311,0.2785201
223,0.057951444,0.074196199,0.035714262,0.015215711,0.044137437,0.015529437,0.1218596,0.1542928,0.1900735,0.2694688
224,0.056266809,0.071529528,0.032681919,0.022745135,0.035714262,0.014901985,0.1070037,0.1493601,0.1919754,0.2669306
225,0.05727759,0.069333446,0.035377335,0.021647094,0.044137437,0.016156889,0.1061298,0.1459838,0.1883771,0.2616867
226,0.058288371,0.060705981,0.033018846,0.013803944,0.04716978,0.011921588,0.1082888,0.1454331,0.1828768,0.2606331
227,0.058962225,0.05019616,0.024932598,0.012705903,0.048180561,0.009568643,0.103097,0.1420329,0.1735212,0.2588611
228,0.057614517,0.046745174,0.028638795,0.00470589,0.047506707,0.012078451,0.1024801,0.1372439,0.1774794,0.2614472
229,0.045822072,0.040627517,0.036388116,-0.002823534,0.049191342,0.01098041,0.1039194,0.1359508,0.1725959,0.2489
230,0.050875977,0.037490257,0.035377335,-0.006588246,0.044811291,0.005019616,0.0965686,0.1319759,0.167147,0.2460266
231,0.04716978,0.039686339,0.040768167,0.000313726,0.030660357,0.010666684,0.0912739,0.1290546,0.1613897,0.24277
232,0.036725043,0.040000065,0.041105094,-0.00470589,0.036725043,0.013490218,0.085311,0.1259897,0.1522397,0.2330722
233,0.040768167,0.048784393,0.039420459,-0.00941178,0.041442021,0.016156889,0.0798107,0.1151425,0.1522397,0.230103
234,0.054582174,0.055843228,0.038746605,-0.008470602,0.044811291,0.01254904,0.078577,0.1086773,0.1425757,0.2224646
235,0.054245247,0.054274598,0.041442021,0.001098041,0.044474364,0.011450999,0.0934843,0.1264925,0.1474591,0.2241886
236,0.037398897,0.05333342,0.041778948,0.004235301,0.034029627,0.01882356,0.0734365,0.0793924,0.1354818,0.2179868
237,0.047506707,0.056156954,0.044811291,0.001411767,0.041778948,0.022274546,0.067782,0.0611463,0.139183,0.2161909
238,0.050875977,0.052705968,0.035377335,-0.002509808,0.04043124,0.010039232,0.0622304,0.0487187,0.1352248,0.2107793
239,0.048180561,0.049098119,0.026617233,-0.00470589,0.031671138,0.012392177,0.0572441,0.0453425,0.1293647,0.2085524
240,0.042452802,0.045176544,0.034703481,-0.000941178,0.035714262,0.007372561,0.0585806,0.0348306,0.1370754,0.2069721
241,0.048854415,0.037803983,0.032344992,-0.003607849,0.044137437,0.002509808,0.0565244,0.033753,0.1349678,0.200459
242,0.039420459,0.030431422,0.0336927,-0.00627452,0.033355773,-0.00156863,0.0548281,0.0365067,0.1270515,0.1948319
243,0.0336927,0.028862792,0.041778948,-0.008941191,0.017183277,-0.000470589,0.0512298,0.0371293,0.1246869,0.1929163
244,0.037398897,0.02980397,0.04043124,-0.003294123,0.016172496,0.001254904,0.0512812,0.0359799,0.1190838,0.1924613
245,0.027291087,0.032784367,0.010444737,-0.01098041,0.041778948,-0.005960794,0.0524635,0.0345911,0.1148172,0.1892048
246,0.05053905,0.031843189,0.024595671,-0.014588259,0.041105094,-0.013333355,0.0538,0.03246,0.1089571,0.1889653
247,0.04043124,0.033725545,0.022237182,-0.012235314,0.040768167,-0.015058848,0.0510756,0.0309754,0.1044335,0.1848707
248,0.02695416,0.035451038,0.031671138,-0.003450986,0.03706197,-0.011137273,0.0521551,0.0303768,0.1023259,0.1785731
249,0.042452802,0.040941243,0.036051189,-0.003450986,0.039420459,-0.006745109,0.0523093,0.0278147,0.0982135,0.1772562
250,0.049528269,0.04235301,0.038409678,-0.005333342,0.033018846,-0.004392164,0.0504073,0.0278386,0.094204,0.1772801
251,0.046832853,0.038745161,0.023921817,-0.01098041,0.027291087,-0.006431383,0.051127,0.032484,0.0875214,0.1728981
252,0.049191342,0.03764712,0.025269525,-0.013490218,0.030997284,-0.001725493,0.0490194,0.0372969,0.0864419,0.1671513
253,0.047843634,0.039686339,0.037398897,-0.00784315,0.01347708,-0.000941178,0.051898,0.0382547,0.0819697,0.1580522
254,0.044137437,0.032784367,0.027964941,-0.005333342,0.02695416,-0.002196082,0.0502531,0.0366983,0.0840259,0.1554182
255,0.044474364,0.033254956,0.031671138,-0.007215698,0.036388116,-0.001098041,0.049482,0.0368659,0.0737964,0.1487615
256,0.040768167,0.032784367,0.034029627,-0.008156876,0.036388116,-0.006431383,0.0482997,0.0374885,0.0739506,0.1424878
257,0.039083532,0.032470641,0.027291087,-0.016941204,0.030997284,-0.003921575,0.0505101,0.0375124,0.0714318,0.143733
258,0.041778948,0.040627517,0.029312649,-0.023215724,0.036388116,-0.003607849,0.0463978,0.034208,0.0692214,0.1440682
259,0.042452802,0.034980449,0.022911036,-0.034666723,0.035714262,-0.000941178,0.0481455,0.0218763,0.0690672,0.1422963
260,0.039757386,0.027294162,0.014487861,-0.033098093,0.039083532,-0.006431383,0.0452669,0.0208706,0.0635155,0.135448
261,0.04716978,0.02196082,0.007749321,-0.024627491,0.037398897,0.007372561,0.0487624,0.0224988,0.0608424,0.1309463
262,0.048854415,0.023215724,0.014824788,-0.021019642,0.037735824,0.001882356,0.0405376,0.0248933,0.0616649,0.1253671
263,0.051212904,0.041568695,0.017857131,-0.022117683,0.033355773,0.002352945,0.0450612,0.0266174,0.0604826,0.1212964
264,0.037735824,0.036705942,0.013140153,-0.008941191,0.036388116,-0.000627452,0.0453183,0.0264498,0.0559076,0.1224937
265,0.040094313,0.031843189,0.023921817,0.002509808,0.024258744,0.003450986,0.0448042,0.027671,0.0568843,0.1227092
266,0.045148218,0.02352945,0.025943379,0.00313726,0.036051189,0.004549027,0.0478885,0.0274794,0.0521037,0.1218711
267,0.048517488,0.00470589,0.025943379,-0.003294123,0.031334211,0.002196082,0.0486081,0.0253004,0.0503559,0.1170342
268,0.047843634,0.009568643,0.024595671,-0.005960794,0.029986503,0.001411767,0.0462435,0.025061,0.0527719,0.1149988
269,0.044811291,0.011294136,0.029986503,-0.006588246,0.033018846,0.001098041,0.0435705,0.023313,0.0466461,0.1128198
270,0.035040408,0.021019642,0.013814007,-0.010666684,0.033355773,-0.00470589,0.0459351,0.0225228,0.0423796,0.1078393
271,0.036388116,0.019921601,0.023247963,-0.005176479,0.035714262,-0.008313739,0.0452669,0.0224509,0.0438703,0.1030981
272,0.038746605,0.020705916,0.021563328,-0.010666684,0.031671138,-0.003921575,0.0432621,0.0238158,0.0415143,0.0985485
273,0.042452802,0.016470615,0.018867912,-0.014588259,0.038746605,0.000470589,0.0416171,0.0246539,0.0395605,0.0946934
274,0.036051189,0.018352971,0.01347708,-0.016784341,0.039083532,-0.013803944,0.0425938,0.0236482,0.0400404,0.090934
275,0.044137437,0.000941178,0.027628014,-0.026196121,0.040094313,-0.012235314,0.0445472,0.027216,0.0379843,0.0885634
276,0.04716978,-0.007215698,0.014150934,-0.03607849,0.033355773,-0.005019616,0.046809,0.0260906,0.0313523,0.084373
277,0.051886758,-0.005803931,0.001347708,-0.02352945,0.035714262,-0.010823547,0.0475287,0.0266174,0.0339484,0.0817391
278,0.053571393,0.002352945,-0.011118591,-0.015529437,0.030660357,-0.013960807,0.0471174,0.0251089,0.0338797,0.0818109
279,0.047843634,0.00941178,0.018530985,-0.016627478,0.029649576,-0.011450999,0.0430051,0.0268329,0.0328775,0.0776923
280,0.037398897,0.010509821,0.032681919,-0.018352971,0.025269525,-0.003607849,0.0432107,0.030736,0.0265708,0.0719934
281,0.040768167,0.014274533,0.035040408,-0.0156863,0.029986503,-0.000313726,0.0445472,0.032484,0.0289091,0.0690003
282,0.040094313,0.013960807,0.013814007,-0.015215711,0.038072751,0.005490205,0.0456781,0.0271921,0.0294495,0.0676114
283,0.022237182,0.009568643,0.008086248,-0.01725493,0.038409678,0.008156876,0.0455753,0.024606,0.0293121,0.0654085
284,0.036388116,0.008627465,0.021563328,-0.013333355,0.034703481,0.00156863,0.0439817,0.0220439,0.0331687,0.0645704
285,0.026617233,0.005490205,0.019878693,-0.01098041,0.024595671,0.006588246,0.0439303,0.015028,0.0322261,0.0639478
286,0.036051189,0.013490218,0.029649576,-0.022117683,0.030997284,0.000313726,0.046552,0.0125137,0.033357,0.0624393
287,0.042789729,0.013490218,0.027628014,-0.026352984,0.024595671,-0.006901972,0.0387899,0.0146209,0.0327579,0.0657916
288,0.044811291,0.007686287,0.034029627,-0.021490231,0.040094313,-0.011764725,0.0423882,0.019386,0.0307609,0.0706285
289,0.030660357,-0.002039219,0.027628014,-0.014588259,0.036725043,-0.011294136,0.0444958,0.0242229,0.0304866,0.0693355
290,0.01347708,0.001725493,0.018867912,-0.012235314,0.036388116,-0.012235314,0.0430565,0.0253483,0.0295099,0.0677551
291,0.017520204,0.004392164,0.016172496,-0.032784367,0.031671138,-0.023843176,0.040332,0.0251807,0.027462,0.0673959
292,0.033355773,0.006431383,0.017520204,-0.02823534,0.038409678,-0.017411793,0.0415143,0.0219242,0.027779,0.0638521
293,0.027628014,-0.001882356,0.021900255,-0.032627504,0.038746605,-0.013803944,0.0386871,0.015459,0.0267501,0.0598293
294,0.028975722,-0.014588259,0.014824788,-0.025882395,0.037735824,-0.008627465,0.0411031,0.0125137,0.0269224,0.0598293
295,0.036388116,-0.018196108,0.017857131,-0.026823573,0.040094313,-0.006901972,0.0406918,0.0133279,0.0302041,0.0617449
296,0.03032343,-0.017411793,0.019878693,-0.024627491,0.041442021,-0.005333342,0.0429536,0.014118,0.0309924,0.0614097
297,0.03032343,-0.009098054,0.015835569,-0.018352971,0.034366554,0.003764712,0.0397666,0.0143814,0.0299981,0.0607392
298,0.029986503,-0.002352945,0.019541766,-0.013176492,0.032681919,0.00784315,0.0416685,0.0151956,0.0287384,0.058656
299,0.02021562,-0.002039219,0.022911036,-0.009254917,0.039083532,0.008627465,0.0397666,0.007605,0.0284728,0.0550163
300,0.022574109,-0.006431383,0.024595671,-0.011921588,0.037398897,0.00941178,0.0423368,0.0119869,0.0284469,0.0487666
301,0.019204839,-0.002666671,0.024595671,-0.026509847,0.035040408,0.010666684,0.0431593,0.0162252,0.0282931,0.0448875
302,0.015498642,-0.000784315,0.023921817,-0.023372587,0.027291087,0.005019616,0.0393553,0.0208706,0.0266304,0.0408647
303,0.008423175,-0.007215698,0.021900255,-0.010823547,0.024932598,0.007058835,0.038173,0.0201283,0.0287639,0.0393323
304,0.029312649,0.005490205,0.023921817,-0.006588246,0.032008065,0.010666684,0.0400236,0.0152195,0.0255937,0.0383266
305,0.032344992,0.014431396,,,0.0336927,0.005333342,0.040589,0.0170154,0.0254391,0.0343996
306,0.032681919,0.00156863,,,0.028975722,-0.000627452,0.0378132,0.0115799,0.0259959,0.0327952
307,0.021563328,-0.005803931,,,0.022911036,-0.013019629,0.0363225,0.0084191,0.0245479,0.0311191
308,0.026617233,-0.016313752,,,0.018530985,-0.018666697,0.0361168,0.0138546,0.0264244,0.029826
309,0.029312649,-0.022745135,,,0.024595671,-0.017568656,0.0377618,0.0141659,0.0254814,0.0290598
310,0.025606452,-0.028392203,,,0.031671138,-0.010823547,0.0404348,0.0130884,0.0241618,0.0287246
311,0.017857131,-0.013647081,,,0.03032343,-0.010039232,0.0418742,0.0178774,0.0265959,0.0280781
312,0.019541766,0.00156863,,,0.025606452,-0.018666697,0.0380702,0.0186916,0.025379,0.0239834
313,0.024595671,-0.010196095,,,0.017183277,-0.020549053,0.0377104,0.0178774,0.0249078,0.0225467
314,0.023921817,-0.005176479,,,0.026617233,-0.013333355,0.0383272,0.0139265,0.0233566,0.0218763
315,0.030997284,0.001725493,,,0.029312649,-0.010509821,0.0373505,0.0163928,0.0239648,0.0230256
316,0.019204839,-0.002509808,,,0.025943379,-0.006745109,0.0408461,0.0178295,0.0233216,0.0226186
317,0.032344992,0.009725506,,,0.03032343,-0.005803931,0.0411545,0.0190028,0.0223618,0.0198398
318,0.028975722,0.011921588,,,0.033355773,0.000156863,0.040332,0.017614,0.0203225,0.0212286
319,0.011118591,0.008784328,,,0.0336927,-0.003450986,0.0388927,0.0180929,0.0206395,0.0199356
320,0.019878693,0.002352945,,,0.038409678,-0.006745109,0.0355514,0.0173027,0.0206733,0.0182833
321,0.024258744,0.000784315,,,0.027291087,-0.002509808,0.0405376,0.0174943,0.0200396,0.0185958
322,0.035040408,0.002509808,,,0.032681919,0.001098041,0.030668,0.018045,0.0217709,0.0164304
323,0.028638795,0.004078438,,,0.028638795,0.008156876,0.0304623,0.0213016,0.0166888,0.0163175
324,0.028638795,-0.001098041,,,0.027628014,-0.001725493,0.0329812,0.023313,0.0166719,0.0169413
325,0.032008065,0.006117657,,,0.02695416,0.005490205,0.0346261,0.0228101,0.0203225,0.0168192
326,0.020889474,0.011450999,,,0.027964941,0.007215698,0.030925,0.0185718,0.019294,0.0153814
327,0.015498642,0.009254917,,,0.0336927,0.005019616,0.0359112,0.0188592,0.0206831,0.0154772
328,0.016172496,0.006901972,,,0.036725043,0.00313726,0.0356028,0.0183563,0.0213082,0.0157657
329,0.032681919,-0.001098041,,,0.037398897,0.005019616,0.0317475,0.0172549,0.0214188,0.0159321
330,0.026617233,0.002980397,,,0.038072751,0.003450986,0.0306166,0.0172549,0.0198253,0.0144406
331,0.025269525,0.002196082,,,0.040094313,-0.00313726,0.0386357,0.0173027,0.0211022,0.0146117
332,0.030660357,0.010196095,,,0.038409678,-0.009254917,0.0401778,0.0154829,0.0214275,0.0144634
333,0.036725043,0.010509821,,,0.022911036,-0.005490205,0.0361168,0.0151477,0.0208879,0.0144418
334,0.037735824,0.016470615,,,0.018530985,-0.005647068,0.0352944,0.0170633,0.0205022,0.0166505
335,0.01684635,0.014901985,,,0.008423175,-0.002196082,0.0332382,0.0120109,0.0210253,0.012761
336,0.027628014,0.013490218,,,0.024258744,-0.004392164,0.0389955,0.0092332,0.019662,0.0155205
337,0.01347708,0.013333355,,,0.022911036,-0.005019616,0.0372991,0.0077008,0.0200391,0.0167451
338,0.014150934,0.011764725,,,0.030660357,0.001725493,0.0388927,0.0057851,0.0196456,0.0178033
339,0.038072751,0.011607862,,,0.01347708,-0.005490205,0.0371963,0.0107418,0.0206729,0.0168192
340,0.029649576,0.012235314,,,0.005053905,-0.00470589,0.0355,0.0125377,0.020065,0.016338
341,0.027291087,0.007686287,,,0.022911036,0.003450986,0.0339578,0.0133757,0.0208448,0.0151864
342,0.020552547,0.006431383,,,0.022911036,-0.000470589,0.0278407,0.0125137,0.0200568,0.0164806
343,0.026617233,-0.001254904,,,0.032344992,-0.022431409,0.0242424,0.0112686,0.0186853,0.0123664
344,0.031671138,-0.00941178,,,0.029312649,-0.034196134,0.0269668,0.0104066,0.0194819,0.0120084
345,0.030660357,-0.002352945,,,0.027291087,-0.032156915,0.0336494,0.0146927,0.0190197,0.0135022
346,0.030660357,0.000470589,,,0.019878693,-0.027451025,0.0368879,0.0132081,0.019148,0.0160268
347,0.028975722,0.004078438,,,0.031334211,-0.031686326,0.037402,0.0151956,0.0190448,0.0140142
348,0.018867912,-0.000941178,,,0.02021562,-0.035921627,0.0371449,0.0146448,0.0185825,0.0136663
349,0.016172496,-0.000784315,,,0.021226401,-0.030274559,0.0303081,0.0139983,0.0193536,0.0150176
350,0.022911036,0.002509808,,,-0.004716978,-0.035921627,0.024448,0.0148364,0.0193882,0.0155251
351,0.032008065,0.004078438,,,0.016172496,-0.036392216,0.0308736,0.006288,0.0190197,0.0158124
352,0.019541766,0.005647068,,,0.022911036,-0.035921627,0.0332382,0.0028399,0.0183346,0.0164407
353,0.03032343,0.005647068,,,0.02021562,-0.037333394,0.0361168,0.0049471,0.018446,0.0162469
354,0.02695416,0.008313739,,,0.022237182,-0.027294162,0.0373505,-0.0038887,0.0164322,0.0158147
355,0.029986503,0.008470602,,,0.02021562,-0.020549053,0.0350373,-0.0070255,0.0190456,0.0161716
356,0.027628014,0.008156876,,,0.000336927,-0.024313765,0.0377618,-0.0001772,0.0170832,0.0144144
357,0.035040408,0.011137273,,,0.001010781,-0.028862792,0.0350373,0.0051865,0.0157886,0.0147086
358,0.032681919,0.013647081,,,0.019541766,-0.024941217,0.0328269,0.0076768,0.017408,0.0185228
359,0.032008065,0.010509821,,,0.025606452,-0.026039258,0.0347289,0.0010919,0.016243,0.0194818
360,0.028301868,0.004235301,,,0.021900255,-0.025568669,0.0302567,-0.0020928,0.015729,0.0187839
361,0.02021562,0.000313726,,,0.025269525,-0.016941204,0.0337522,0.0052344,0.0176396,0.0197691
362,0.014150934,-0.000470589,,,0.014150934,-0.016627478,0.033341,0.0043484,0.0159,0.0177338
363,0.033018846,-0.001411767,,,0.018867912,-0.018666697,0.031439,0.0037019,0.01698,0.0182366
364,0.03032343,-0.009098054,,,0.022237182,-0.020862779,0.0329812,0.0013313,0.0149143,0.0182366
365,0.034703481,-0.002666671,,,0.01684635,-0.023058861,0.0355,-0.0000814,0.0159856,0.0171796
366,0.019878693,0.001098041,,,0.016172496,-0.018980423,0.0258873,0.0030315,0.0152573,0.0173734
367,0.022237182,-0.010352958,,,0.025606452,-0.01725493,0.0262472,0.0032948,0.0151631,0.0178272
368,0.032681919,-0.012705903,,,0.034703481,-0.009882369,0.0219806,0.0012356,0.0157631,0.0190747
369,0.029312649,-0.005333342,,,0.033018846,-0.012235314,0.0296399,0.0012595,0.0166625,0.0185946
370,0.028638795,-0.003294123,,,0.027628014,-0.018196108,0.0278921,0.0025286,0.0171342,0.0185467
371,0.018867912,-0.009098054,,,0.017857131,-0.028078477,0.031439,-0.0032901,0.0163882,0.0192423
372,0.016509423,-0.006745109,,,0.022911036,-0.021490231,0.030668,-0.0005603,0.014992,0.0184977
373,0.021900255,-0.00156863,,,0.022237182,-0.02980397,0.0297941,0.0040132,0.0160547,0.0173974
374,0.027964941,0.006117657,,,0.020889474,-0.047843215,0.0294342,0.0053062,0.0175376,0.0175889
375,0.033355773,-0.001411767,,,0.022911036,-0.050353023,0.0343691,-0.0023562,0.0192936,0.0175627
376,0.036051189,-0.009882369,,,0.018530985,-0.049254982,0.0321587,0.0005891,0.0186512,0.0159561
377,0.021226401,-0.016156889,,,0.016509423,-0.043764777,0.0322101,0.0041569,0.0182564,0.0166516
378,0.021226401,-0.024627491,,,0.01684635,-0.025725532,0.0296399,0.0064317,0.0174858,0.0154065
379,0.021226401,-0.021490231,,,0.017857131,-0.030588285,0.0343177,0.0031033,0.0180516,0.0129936
380,0.008086248,-0.017411793,,,0.014150934,-0.01725493,0.033084,0.0029117,0.0168007,0.0108931
381,0.032681919,-0.02039219,,,0.014150934,-0.017098067,0.0348831,0.0056415,0.0178456,0.0093924
382,0.026280306,-0.013490218,,,0.016172496,-0.016156889,0.0341635,0.0096403,0.0173579,0.0083295
383,0.027291087,-0.008627465,,,-0.000336927,-0.028705929,0.0272239,0.0055217,0.0171169,0.0096365
384,0.022911036,-0.006117657,,,0.004716978,-0.041411832,0.0320045,0.0108615,0.0169458,0.0083672
385,0.017520204,-0.00156863,,,0.017857131,-0.042196147,0.0321587,0.0096643,0.0169713,0.0083478
386,0.027964941,-0.002666671,,,0.029649576,-0.036862805,0.0343177,0.0026962,0.0170655,0.0065951
387,0.025943379,0.001254904,,,0.03032343,-0.02196082,0.0339064,0.0103108,0.0164569,0.0070477
388,0.010444737,0.004078438,,,0.020889474,-0.018352971,0.0293828,0.0109094,0.0173394,0.0072222
389,0.022911036,-0.000784315,,,0.023921817,-0.019921601,0.0249621,0.0134955,0.0159432,0.0102431
390,0.029312649,-0.001411767,,,0.027291087,-0.01882356,0.0291258,0.0148603,0.0173571,0.0104163
391,0.029986503,-0.004392164,,,0.021226401,-0.013803944,0.0225974,0.0136391,0.0179908,0.007781
392,0.020889474,-0.005803931,,,0.029312649,-0.018039245,0.022289,0.0065993,0.0171942,0.0060432
393,0.017857131,-0.001254904,,,0.027964941,-0.018196108,0.030925,0.0120109,0.015138,0.0061926
394,0.027628014,-0.000156863,,,0.028301868,-0.019451012,0.0289716,0.0126574,0.0163199,0.0053476
395,0.032344992,0.006745109,,,0.025943379,-0.021333368,0.0275837,0.0090417,0.0169462,0.0044548
396,0.036051189,0.006431383,,,0.028638795,-0.017568656,0.0298455,0.0059049,0.017332,0.0056202
397,0.028975722,0.011294136,,,0.033018846,-0.013803944,0.0296399,0.0076289,0.0165523,0.0056669
398,0.015161715,0.008156876,,,0.01347708,-0.007529424,0.0237797,0.0150519,0.0163121,0.0060204
399,0.011118591,0.001725493,,,0.013140153,-0.010823547,0.0326727,0.0117954,0.0170145,0.0054673
400,0.026280306,0.002666671,,,0.005053905,-0.010196095,0.0293314,0.0107897,0.0154374,0.0049838
401,0.024595671,0.004235301,,,0.01347708,-0.007372561,0.0236769,0.0142857,0.0171856,0.0052643
402,0.02695416,0.007372561,,,0.014824788,-0.006588246,0.028766,0.0180929,0.017691,0.0058208
403,0.0336927,0.001725493,,,0.025943379,-0.005490205,0.0328269,0.0199846,0.0178621,0.0054821
404,0.032681919,-0.005176479,,,0.025269525,-0.008941191,0.0332382,0.0178774,0.0175964,0.0063294
405,0.024258744,-0.007215698,,,0.028301868,-0.016156889,0.0311306,0.0162731,0.0161657,0.00657
406,0.029986503,-0.003764712,,,0.029986503,-0.018039245,0.0308736,0.0173746,0.0167653,0.0064274
407,0.029649576,-0.004078438,,,0.028975722,-0.016156889,0.0203356,0.0146927,0.0174767,0.0069747
408,0.019541766,-0.007058835,,,0.024258744,-0.018509834,0.0273267,0.0156505,0.0155057,0.0063294
409,0.029986503,-0.010039232,,,0.017520204,-0.021803957,0.0306166,0.0150758,0.0171342,0.0067353
410,0.025606452,-0.00784315,,,0.001347708,-0.024627491,0.0322615,0.014142,0.0159346,0.0059953
411,0.032008065,-0.011294136,,,0.015835569,-0.017098067,0.0305651,0.0166562,0.0157808,0.005684
412,0.030660357,-0.005960794,,,0.017520204,-0.012862766,0.027121,0.0161534,0.0148123,0.0058129
413,0.022911036,-0.002352945,,,0.019541766,-0.021490231,0.0313362,0.0164886,0.0153868,0.0050865
414,0.019541766,-0.001254904,,,0.028638795,-0.016627478,0.031182,0.0179732,0.0168521,0.0052541
415,0.022574109,-0.002039219,,,0.021563328,-0.013490218,0.0275837,0.0174943,0.0172719,0.0050112
416,0.035040408,-0.002666671,,,0.019878693,-0.024000039,0.0244994,0.015459,0.0166978,0.0046714
417,0.025606452,-0.014745122,,,0.023921817,-0.027764751,0.0236255,0.0139983,0.0152408,0.0044297
418,0.019541766,-0.0156863,,,0.013140153,-0.026509847,0.0274809,0.0165365,0.0162521,0.0047808
419,0.013814007,-0.015529437,,,0.018867912,-0.028705929,0.0301539,0.0160097,0.0153432,0.0056771
420,0.019878693,-0.013333355,,,0.018194058,-0.03764712,0.0267612,0.012849,0.0171514,0.0061035
421,0.011118591,-0.014588259,,,0.019541766,-0.037960846,0.0288174,0.0114122,0.0161912,0.0053133
422,0.01347708,-0.018039245,,,0.026280306,-0.041098106,0.0295371,0.0108615,0.0157376,0.0074845
423,0.006401613,-0.016941204,,,0.018530985,-0.032156915,0.0320045,0.0129687,0.0150517,0.0076795
424,0.018867912,-0.015372574,,,0.019541766,-0.014745122,0.0343177,0.0099037,0.016954,0.0072941
425,0.024932598,-0.018666697,,,0.020552547,-0.012078451,0.0211581,0.009353,0.0166452,0.0078289
426,0.022911036,-0.008313739,,,0.020552547,-0.02509808,0.0313362,0.0078684,0.0177078,0.0093581
427,0.012129372,-0.002666671,,,0.02021562,-0.028862792,0.0343177,0.002792,0.0164227,0.0084105
428,0.022911036,-0.005960794,,,0.016509423,-0.024470628,0.0294342,-0.0020449,0.0178115,0.0065985
429,0.019878693,-0.008000013,,,0.02695416,-0.015215711,0.0320045,-0.0014942,0.0153864,0.0079111
430,0.017857131,-0.007058835,,,0.028638795,-0.037019668,0.0242424,-0.0077678,0.0158067,0.0102636
431,0.023247963,-0.001411767,,,0.022911036,-0.042039284,0.0312848,-0.00942,0.0170059,0.0116025
432,0.030997284,0.00156863,,,0.026617233,-0.038588298,0.0297427,-0.005062,0.0164149,0.0127735
433,0.031334211,0.002823534,,,0.032681919,-0.03607849,0.0269154,0.0025047,0.0174257,0.0144862
434,0.03032343,-0.003764712,,,0.033018846,-0.026039258,0.0248592,0.004971,0.0169294,0.0161681
435,0.021900255,-0.008000013,,,0.025269525,-0.019137286,0.0258873,0.0094727,0.0174599,0.0158113
436,0.029312649,-0.010196095,,,0.032008065,-0.010039232,0.0320045,0.0114362,0.0169968,0.0161225
437,0.025269525,-0.015529437,,,0.028975722,-0.009882369,0.0328784,0.0087543,0.0171597,0.0161248
438,0.024595671,-0.010039232,,,0.029649576,-0.01725493,0.0296913,0.0118672,0.0168085,0.0167748
439,0.024932598,-0.022274546,,,0.031334211,-0.030902011,0.0285604,0.0102868,0.0161484,0.0163905
440,0.013814007,-0.023843176,,,0.027291087,-0.02823534,0.0266584,0.0042048,0.0154288,0.0158865
441,0.014150934,-0.031529463,,,,,0.0214665,0.0051626,0.0163113,0.0159024
442,0.027291087,-0.03294123,,,,,0.0303595,0.0047555,0.0170396,0.0153278
443,0.020552547,-0.023058861,,,,,0.0344205,0.0014511,0.0162767,0.0148238
444,0.02358489,-0.02666671,,,,,0.0305137,0.0035822,0.0157972,0.0112956
445,0.018530985,-0.024470628,,,,,0.0306166,-0.000704,0.0163117,0.0081197
446,0.025606452,-0.016941204,,,,,0.0315418,-0.0064748,0.0165514,0.0074527
447,0.019541766,-0.008313739,,,,,0.0234199,-0.0083185,0.0151376,0.0077651
448,0.013140153,-0.012705903,,,,,0.0301025,-0.0100905,0.0145808,0.008585
449,0.015498642,-0.024000039,,,,,0.0329298,-0.0113117,0.0147268,0.0103196
450,0.005727759,-0.010823547,,,,,0.0207469,-0.0077917,0.015789,0.0102443
451,0.012803226,-0.004235301,,,,,0.0229059,-0.0053493,0.0155916,0.0109113
452,0.025606452,-0.007058835,,,,,0.0246536,-0.0013266,0.0158659,0.0102408
453,0.026617233,-0.008156876,,,,,0.0295885,0.0031991,0.0167052,0.0108793
454,0.018194058,-0.010823547,,,,,0.0340607,0.0085628,0.017202,0.0106673
455,0.019878693,-0.011607862,,,,,0.0304109,0.0085867,0.0162512,0.0111554
456,0.029312649,-0.011607862,,,,,0.0305137,-0.0004645,0.01584,0.0126116
457,0.022237182,-0.00313726,,,,,0.0295885,-0.0005124,0.0154296,0.0132867
458,0.022911036,0.000627452,,,,,0.0234713,0.0007327,0.0152149,0.0131168
459,0.025606452,-0.002666671,,,,,0.0210553,0.0048992,0.014992,0.0132844
460,0.023247963,-0.010509821,,,,,0.0257845,0.0061683,0.0157376,0.0126595
461,0.032008065,-0.015529437,,,,,0.0297427,0.0083712,0.0152486,0.0127541
462,0.032681919,-0.006745109,,,,,0.0294342,0.0079163,0.0158059,0.0135694
463,0.035040408,-0.010666684,,,,,0.0239854,0.0060964,0.0153687,0.0132581
464,0.021563328,-0.011764725,,,,,0.031182,-0.0036013,0.0150085,0.0145592
465,0.01684635,-0.005960794,,,,,0.0297941,-0.009851,0.0148975,0.0140541
466,0.022911036,-0.005019616,,,,,0.0261444,-0.0146161,0.0152486,0.0147805
467,0.022574109,-0.007529424,,,,,0.0293828,-0.0178008,0.0152577,0.0151385
468,0.025269525,-0.01254904,,,,,0.0253733,-0.0149992,0.0164745,0.0154498
469,0.025943379,-0.008000013,,,,,0.0275323,-0.0108807,0.0137156,0.0142263
