TimeStamp (hh:mm:ss),Time (s),TC_Helmet (mV),HF_Helmet (mV),TC_Helmet ©,HF_Helmet (kW/m2)
11:12:15,371,-0.05,-0.02,17,0
11:12:16,372,-0.03,-0.02,18,0
11:12:17,373,-0.03,-0.02,18,0
11:12:18,374,-0.05,-0.02,17,0
11:12:19,375,-0.05,-0.02,17,0
11:12:20,376,-0.05,-0.02,17,0
11:12:21,377,-0.05,-0.03,17,0
11:12:22,378,-0.05,-0.02,17,0
11:12:23,379,-0.05,-0.03,17,0
11:12:24,380,-0.05,-0.03,17,0
11:12:25,381,-0.05,-0.03,17,0
11:12:26,382,-0.05,-0.03,17,0
11:12:27,383,-0.05,-0.05,17,-0.1
11:12:28,384,-0.05,-0.03,17,0
11:12:29,385,-0.05,-0.03,17,0
11:12:30,386,-0.05,-0.05,17,-0.1
11:12:31,387,-0.05,-0.05,17,-0.1
11:12:32,388,-0.05,-0.05,17,-0.1
11:12:33,389,-0.05,-0.05,17,-0.1
11:12:34,390,-0.05,-0.05,17,-0.1
11:12:35,391,-0.05,-0.05,17,-0.1
11:12:36,392,-0.05,-0.05,17,-0.1
11:12:37,393,-0.05,-0.05,17,-0.1
11:12:38,394,-0.05,-0.03,17,0
11:12:39,395,-0.05,-0.05,17,-0.1
11:12:40,396,-0.05,-0.03,17,0
11:12:41,397,-0.05,-0.03,17,0
11:12:42,398,-0.05,-0.03,17,0
11:12:43,399,-0.05,-0.02,17,0
11:12:44,400,-0.05,-0.02,17,0
11:12:45,401,-0.05,-0.02,17,0
11:12:46,402,-0.05,-0.03,17,0
11:12:47,403,-0.06,-0.03,17,0
11:12:48,404,-0.05,-0.02,17,0
11:12:49,405,-0.05,-0.02,17,0
11:12:50,406,-0.05,-0.03,17,0
11:12:51,407,-0.05,-0.02,17,0
11:12:52,408,-0.05,-0.02,17,0
11:12:53,409,-0.05,-0.03,17,0
11:12:54,410,-0.05,-0.02,17,0
11:12:55,411,-0.05,-0.02,17,0
11:12:56,412,-0.05,-0.02,17,0
11:12:57,413,-0.05,-0.02,17,0
11:12:58,414,-0.05,-0.02,17,0
11:12:59,415,-0.05,-0.02,17,0
11:13:00,416,-0.05,-0.02,17,0
11:13:01,417,-0.05,-0.02,17,0
11:13:02,418,-0.05,-0.02,17,0
11:13:03,419,-0.05,-0.02,17,0
11:13:04,420,-0.05,-0.02,17,0
11:13:05,421,-0.05,-0.02,17,0
11:13:06,422,-0.05,-0.03,17,0
11:13:07,423,-0.06,-0.03,17,0
11:13:08,424,-0.06,-0.02,17,0
11:13:09,425,-0.05,-0.02,17,0
11:13:10,426,-0.05,-0.02,17,0
11:13:11,427,-0.05,-0.02,17,0
11:13:12,428,-0.05,-0.02,17,0
11:13:13,429,-0.05,-0.02,17,0
11:13:14,430,-0.05,-0.02,17,0
11:13:15,431,-0.05,-0.02,17,0
11:13:16,432,-0.05,-0.02,17,0
11:13:17,433,-0.05,-0.02,17,0
11:13:18,434,-0.06,-0.02,17,0
11:13:19,435,-0.05,-0.02,17,0
11:13:20,436,-0.06,-0.02,17,0
11:13:21,437,-0.06,-0.02,17,0
11:13:22,438,-0.06,-0.02,17,0
11:13:23,439,-0.05,-0.02,17,0
11:13:24,440,-0.05,-0.02,17,0
11:13:25,441,-0.05,-0.02,17,0
11:13:26,442,-0.06,-0.02,17,0
11:13:27,443,-0.06,-0.02,17,0
11:13:28,444,-0.05,-0.02,17,0
11:13:29,445,-0.06,-0.02,17,0
11:13:30,446,-0.06,-0.02,17,0
11:13:31,447,-0.06,-0.02,17,0
11:13:32,448,-0.06,-0.02,17,0
11:13:33,449,-0.05,-0.02,17,0
11:13:34,450,-0.06,-0.02,17,0
11:13:35,451,-0.06,-0.02,17,0
11:13:36,452,-0.06,-0.02,17,0
11:13:37,453,-0.05,-0.02,17,0
11:13:38,454,-0.05,-0.02,17,0
11:13:39,455,-0.05,-0.02,17,0
11:13:40,456,-0.06,-0.02,17,0
11:13:41,457,-0.06,-0.02,17,0
11:13:42,458,-0.06,-0.02,17,0
11:13:43,459,-0.06,-0.02,17,0
11:13:44,460,-0.05,-0.02,17,0
11:13:45,461,-0.06,-0.02,17,0
11:13:46,462,-0.06,-0.02,17,0
11:13:47,463,-0.06,-0.02,17,0
11:13:48,464,-0.05,-0.02,17,0
11:13:49,465,-0.06,-0.02,17,0
11:13:50,466,-0.05,-0.02,17,0
11:13:51,467,-0.05,-0.02,17,0
11:13:52,468,-0.06,-0.02,17,0
11:13:53,469,-0.05,-0.02,17,0
11:13:54,470,-0.05,-0.02,17,0
11:13:55,471,-0.06,-0.02,17,0
11:13:56,472,-0.05,-0.02,17,0
11:13:57,473,-0.06,-0.02,17,0
11:13:58,474,-0.06,-0.02,17,0
11:13:59,475,-0.06,-0.02,17,0
11:14:00,476,-0.05,-0.02,17,0
11:14:01,477,-0.06,-0.02,17,0
11:14:02,478,-0.06,-0.02,17,0
11:14:03,479,-0.06,-0.02,17,0
11:14:04,480,-0.06,-0.02,17,0
11:14:05,481,-0.06,-0.02,17,0
11:14:06,482,-0.06,-0.02,17,0
11:14:07,483,-0.06,-0.02,17,0
11:14:08,484,-0.06,-0.02,17,0
11:14:09,485,-0.06,-0.02,17,0
11:14:10,486,-0.06,-0.02,17,0
11:14:11,487,-0.06,-0.02,17,0
11:14:12,488,-0.06,-0.02,17,0
11:14:13,489,-0.05,-0.02,17,0
11:14:14,490,-0.06,-0.02,17,0
11:14:15,491,-0.06,-0.02,17,0
11:14:16,492,-0.06,-0.02,17,0
11:14:17,493,-0.05,-0.02,17,0
11:14:18,494,-0.05,-0.02,17,0
11:14:19,495,-0.05,-0.02,17,0
11:14:20,496,-0.06,-0.03,17,0
11:14:21,497,-0.06,-0.02,17,0
11:14:22,498,-0.06,-0.02,17,0
11:14:23,499,-0.06,-0.02,17,0
11:14:24,500,-0.06,-0.02,17,0
11:14:25,501,-0.06,-0.02,17,0
11:14:26,502,-0.06,-0.02,17,0
11:14:27,503,-0.06,-0.02,17,0
11:14:28,504,-0.06,-0.03,17,0
11:14:29,505,-0.06,-0.03,17,0
11:14:30,506,-0.06,-0.02,17,0
11:14:31,507,-0.06,-0.02,17,0
11:14:32,508,-0.06,-0.02,17,0
11:14:33,509,-0.06,-0.02,17,0
11:14:34,510,-0.06,0,17,0
11:14:35,511,-0.05,-0.02,17,0
11:14:36,512,-0.05,-0.02,17,0
11:14:37,513,-0.06,-0.02,17,0
11:14:38,514,-0.06,-0.02,17,0
11:14:39,515,-0.06,-0.03,17,0
11:14:40,516,-0.06,-0.03,17,0
11:14:41,517,-0.06,-0.05,17,-0.1
11:14:42,518,-0.06,-0.03,17,0
11:14:43,519,-0.05,-0.02,17,0
11:14:44,520,-0.06,-0.02,17,0
11:14:45,521,-0.05,-0.02,17,0
11:14:46,522,-0.06,-0.02,17,0
11:14:47,523,-0.06,-0.02,17,0
11:14:48,524,-0.05,-0.02,17,0
11:14:49,525,-0.06,-0.02,17,0
11:14:50,526,-0.06,-0.03,17,0
11:14:51,527,-0.06,-0.02,17,0
11:14:52,528,-0.06,-0.03,17,0
11:14:53,529,-0.06,-0.02,17,0
11:14:54,530,-0.06,-0.03,17,0
11:14:55,531,-0.06,-0.02,17,0
11:14:56,532,-0.06,-0.03,17,0
11:14:57,533,-0.06,-0.03,17,0
11:14:58,534,-0.06,-0.02,17,0
11:14:59,535,-0.06,-0.02,17,0
11:15:00,536,-0.06,-0.02,17,0
11:15:01,537,-0.06,-0.02,17,0
11:15:02,538,-0.06,-0.02,17,0
11:15:03,539,-0.06,-0.03,17,0
11:15:04,540,-0.06,-0.02,17,0
11:15:05,541,-0.06,-0.02,17,0
11:15:06,542,-0.06,-0.02,17,0
11:15:07,543,-0.06,-0.02,17,0
11:15:08,544,-0.06,-0.02,17,0
11:15:09,545,-0.06,-0.02,17,0
11:15:10,546,-0.06,-0.02,17,0
11:15:11,547,-0.06,-0.03,17,0
11:15:12,548,-0.06,-0.02,17,0
11:15:13,549,-0.06,-0.03,17,0
11:15:14,550,-0.06,-0.03,17,0
11:15:15,551,-0.06,-0.03,17,0
11:15:16,552,-0.06,-0.03,17,0
11:15:17,553,-0.06,-0.03,17,0
11:15:18,554,-0.06,-0.03,17,0
11:15:19,555,-0.06,-0.03,17,0
11:15:20,556,-0.06,-0.03,17,0
11:15:21,557,-0.06,-0.03,17,0
11:15:22,558,-0.06,-0.03,17,0
11:15:23,559,-0.06,-0.02,17,0
11:15:24,560,-0.06,-0.03,17,0
11:15:25,561,-0.06,-0.03,17,0
11:15:26,562,-0.06,-0.02,17,0
11:15:27,563,-0.06,-0.03,17,0
11:15:28,564,-0.06,-0.03,17,0
11:15:29,565,-0.06,-0.03,17,0
11:15:30,566,-0.06,-0.03,17,0
11:15:31,567,-0.06,-0.03,17,0
11:15:32,568,-0.06,-0.03,17,0
11:15:33,569,-0.06,-0.03,17,0
11:15:34,570,-0.06,-0.02,17,0
11:15:35,571,-0.06,-0.02,17,0
11:15:36,572,-0.06,-0.02,17,0
11:15:37,573,-0.06,-0.03,17,0
11:15:38,574,-0.06,-0.03,17,0
11:15:39,575,-0.06,-0.03,17,0
11:15:40,576,-0.06,-0.02,17,0
11:15:41,577,-0.06,-0.02,17,0
11:15:42,578,-0.06,-0.02,17,0
11:15:43,579,-0.06,-0.02,17,0
11:15:44,580,-0.06,-0.02,17,0
11:15:45,581,-0.06,-0.03,17,0
11:15:46,582,-0.06,-0.03,17,0
11:15:47,583,-0.06,-0.03,17,0
11:15:48,584,-0.06,-0.03,17,0
11:15:49,585,-0.06,-0.05,17,-0.1
11:15:50,586,-0.06,-0.03,17,0
11:15:51,587,-0.06,-0.02,17,0
11:15:52,588,-0.06,-0.03,17,0
11:15:53,589,-0.06,-0.02,17,0
11:15:54,590,-0.06,-0.02,17,0
11:15:55,591,-0.06,-0.02,17,0
11:15:56,592,-0.06,-0.03,17,0
11:15:57,593,-0.06,-0.03,17,0
11:15:58,594,-0.06,-0.03,17,0
11:15:59,595,-0.06,-0.02,17,0
11:16:00,596,-0.06,-0.02,17,0
11:16:01,597,-0.06,-0.02,17,0
11:16:02,598,-0.06,-0.02,17,0
11:16:03,599,-0.06,-0.02,17,0
11:16:04,600,-0.06,-0.02,17,0
11:16:05,601,-0.06,-0.02,17,0
11:16:06,602,-0.06,-0.02,17,0
11:16:07,603,-0.06,-0.02,17,0
11:16:08,604,-0.06,-0.02,17,0
11:16:09,605,-0.06,-0.02,17,0
11:16:10,606,-0.06,-0.02,17,0
11:16:11,607,-0.06,-0.02,17,0
11:16:12,608,-0.06,-0.02,17,0
11:16:13,609,-0.06,-0.03,17,0
11:16:14,610,-0.06,-0.03,17,0
11:16:15,611,-0.06,-0.03,17,0
11:16:16,612,-0.06,-0.02,17,0
11:16:17,613,-0.06,-0.02,17,0
11:16:18,614,-0.06,-0.02,17,0
11:16:19,615,-0.06,-0.02,17,0
11:16:20,616,-0.06,-0.02,17,0
11:16:21,617,-0.06,-0.03,17,0
11:16:22,618,-0.06,-0.03,17,0
11:16:23,619,-0.06,-0.03,17,0
11:16:24,620,-0.06,-0.03,17,0
11:16:25,621,-0.06,-0.03,17,0
11:16:26,622,-0.06,-0.03,17,0
11:16:27,623,-0.06,-0.03,17,0
11:16:28,624,-0.06,-0.03,17,0
11:16:29,625,-0.06,-0.02,17,0
11:16:30,626,-0.06,-0.03,17,0
11:16:31,627,-0.06,-0.02,17,0
11:16:32,628,-0.06,-0.02,17,0
11:16:33,629,-0.06,-0.02,17,0
11:16:34,630,-0.06,-0.02,17,0
11:16:35,631,-0.06,-0.02,17,0
11:16:36,632,-0.06,-0.02,17,0
11:16:37,633,-0.06,-0.03,17,0
11:16:38,634,-0.06,-0.03,17,0
11:16:39,635,-0.08,-0.02,17,0
11:16:40,636,-0.08,-0.02,17,0
11:16:41,637,-0.06,-0.03,17,0
11:16:42,638,-0.06,-0.03,17,0
11:16:43,639,-0.06,-0.03,17,0
11:16:44,640,-0.06,-0.02,17,0
11:16:45,641,-0.06,-0.02,17,0
11:16:46,642,-0.06,-0.02,17,0
11:16:47,643,-0.06,-0.02,17,0
11:16:48,644,-0.08,-0.02,17,0
11:16:49,645,-0.06,-0.02,17,0
11:16:50,646,-0.08,-0.02,17,0
11:16:51,647,-0.08,0,17,0
11:16:52,648,-0.06,-0.02,17,0
11:16:53,649,-0.06,-0.02,17,0
11:16:54,650,-0.08,-0.02,17,0
11:16:55,651,-0.06,-0.02,17,0
11:16:56,652,-0.06,-0.03,17,0
11:16:57,653,-0.08,-0.03,17,0
11:16:58,654,-0.08,-0.03,17,0
11:16:59,655,-0.06,-0.05,17,-0.1
11:17:00,656,-0.06,-0.03,17,0
11:17:01,657,-0.08,-0.03,17,0
11:17:02,658,-0.06,-0.02,17,0
11:17:03,659,-0.06,-0.02,17,0
11:17:04,660,-0.06,-0.02,17,0
11:17:05,661,-0.06,-0.02,17,0
11:17:06,662,-0.08,-0.03,17,0
11:17:07,663,-0.08,-0.02,17,0
