Fri Aug  9 02:15:16 2013,ArduinoHelmet1,217,13,-0.0
Fri Aug  9 02:15:17 2013,ArduinoHelmet1,218,13,0.0
Fri Aug  9 02:15:18 2013,ArduinoHelmet1,219,13,0.0
Fri Aug  9 02:15:19 2013,ArduinoHelmet1,220,13,0.0
Fri Aug  9 02:15:20 2013,ArduinoHelmet1,221,13,0.0
Fri Aug  9 02:15:21 2013,ArduinoHelmet1,222,13,-0.0
Fri Aug  9 02:15:22 2013,ArduinoHelmet1,223,13,0.0
Fri Aug  9 02:15:23 2013,ArduinoHelmet1,224,13,-0.0
Fri Aug  9 02:15:25 2013,ArduinoHelmet1,225,13,-0.0
Fri Aug  9 02:15:26 2013,ArduinoHelmet1,226,13,-0.0
Fri Aug  9 02:15:27 2013,ArduinoHelmet1,227,13,-0.0
Fri Aug  9 02:15:28 2013,ArduinoHelmet1,228,13,-0.0
Fri Aug  9 02:15:29 2013,ArduinoHelmet1,229,12,-0.0
Fri Aug  9 02:15:30 2013,ArduinoHelmet1,230,13,-0.0
Fri Aug  9 02:15:31 2013,ArduinoHelmet1,231,13,-0.0
Fri Aug  9 02:15:32 2013,ArduinoHelmet1,232,13,-0.0
Fri Aug  9 02:15:33 2013,ArduinoHelmet1,233,13,-0.0
Fri Aug  9 02:15:34 2013,ArduinoHelmet1,234,13,0.0
Fri Aug  9 02:15:35 2013,ArduinoHelmet1,235,13,-0.0
Fri Aug  9 02:15:36 2013,ArduinoHelmet1,236,13,-0.0
Fri Aug  9 02:15:37 2013,ArduinoHelmet1,237,12,-0.0
Fri Aug  9 02:15:38 2013,ArduinoHelmet1,238,12,0.0
Fri Aug  9 02:15:39 2013,ArduinoHelmet1,239,12,-0.0
Fri Aug  9 02:15:40 2013,ArduinoHelmet1,240,13,0.0
Fri Aug  9 02:15:41 2013,ArduinoHelmet1,241,13,-0.0
Fri Aug  9 02:15:42 2013,ArduinoHelmet1,242,13,0.0
Fri Aug  9 02:15:43 2013,ArduinoHelmet1,243,13,-0.0
Fri Aug  9 02:15:44 2013,ArduinoHelmet1,244,12,0.0
Fri Aug  9 02:15:45 2013,ArduinoHelmet1,245,12,-0.0
Fri Aug  9 02:15:46 2013,ArduinoHelmet1,246,12,0.0
Fri Aug  9 02:15:47 2013,ArduinoHelmet1,247,13,-0.0
Fri Aug  9 02:15:48 2013,ArduinoHelmet1,248,13,-0.0
Fri Aug  9 02:15:49 2013,ArduinoHelmet1,249,13,0.0
Fri Aug  9 02:15:50 2013,ArduinoHelmet1,250,12,-0.0
Fri Aug  9 02:15:51 2013,ArduinoHelmet1,251,13,-0.0
Fri Aug  9 02:15:52 2013,ArduinoHelmet1,252,13,-0.0
Fri Aug  9 02:15:53 2013,ArduinoHelmet1,253,13,-0.0
Fri Aug  9 02:15:54 2013,ArduinoHelmet1,254,12,-0.0
Fri Aug  9 02:15:55 2013,ArduinoHelmet1,255,12,-0.0
Fri Aug  9 02:15:56 2013,ArduinoHelmet1,256,13,0.0
Fri Aug  9 02:15:57 2013,ArduinoHelmet1,257,12,0.0
Fri Aug  9 02:15:58 2013,ArduinoHelmet1,258,13,-0.0
Fri Aug  9 02:15:59 2013,ArduinoHelmet1,259,12,0.0
Fri Aug  9 02:16:00 2013,ArduinoHelmet1,260,12,-0.0
Fri Aug  9 02:16:01 2013,ArduinoHelmet1,261,12,-0.0
Fri Aug  9 02:16:02 2013,ArduinoHelmet1,262,12,-0.0
Fri Aug  9 02:16:03 2013,ArduinoHelmet1,263,12,-0.0
Fri Aug  9 02:16:04 2013,ArduinoHelmet1,264,12,0.0
Fri Aug  9 02:16:05 2013,ArduinoHelmet1,265,12,-0.0
Fri Aug  9 02:16:06 2013,ArduinoHelmet1,266,12,-0.0
Fri Aug  9 02:16:07 2013,ArduinoHelmet1,267,12,-0.0
Fri Aug  9 02:16:08 2013,ArduinoHelmet1,268,12,0.0
Fri Aug  9 02:16:10 2013,ArduinoHelmet1,269,12,0.0
Fri Aug  9 02:16:11 2013,ArduinoHelmet1,270,13,0.0
Fri Aug  9 02:16:12 2013,ArduinoHelmet1,271,12,0.0
Fri Aug  9 02:16:13 2013,ArduinoHelmet1,272,12,0.0
Fri Aug  9 02:16:14 2013,ArduinoHelmet1,273,13,-0.0
Fri Aug  9 02:16:15 2013,ArduinoHelmet1,274,13,-0.0
Fri Aug  9 02:16:16 2013,ArduinoHelmet1,275,13,-0.0
Fri Aug  9 02:16:17 2013,ArduinoHelmet1,276,12,-0.0
Fri Aug  9 02:16:18 2013,ArduinoHelmet1,277,13,-0.0
Fri Aug  9 02:16:19 2013,ArduinoHelmet1,278,13,0.0
Fri Aug  9 02:16:20 2013,ArduinoHelmet1,279,12,-0.0
Fri Aug  9 02:16:21 2013,ArduinoHelmet1,280,12,0.0
Fri Aug  9 02:16:22 2013,ArduinoHelmet1,281,12,-0.0
Fri Aug  9 02:16:23 2013,ArduinoHelmet1,282,13,-0.0
Fri Aug  9 02:16:24 2013,ArduinoHelmet1,283,12,-0.0
Fri Aug  9 02:16:25 2013,ArduinoHelmet1,284,12,0.0
Fri Aug  9 02:16:26 2013,ArduinoHelmet1,285,12,0.0
Fri Aug  9 02:16:27 2013,ArduinoHelmet1,286,12,0.0
Fri Aug  9 02:16:28 2013,ArduinoHelmet1,287,12,-0.0
Fri Aug  9 02:16:29 2013,ArduinoHelmet1,288,12,-0.0
Fri Aug  9 02:16:30 2013,ArduinoHelmet1,289,12,-0.0
Fri Aug  9 02:16:31 2013,ArduinoHelmet1,290,12,-0.0
Fri Aug  9 02:16:32 2013,ArduinoHelmet1,291,13,-0.0
Fri Aug  9 02:16:33 2013,ArduinoHelmet1,292,12,-0.0
Fri Aug  9 02:16:34 2013,ArduinoHelmet1,293,13,-0.0
Fri Aug  9 02:16:35 2013,ArduinoHelmet1,294,12,-0.0
Fri Aug  9 02:16:36 2013,ArduinoHelmet1,295,12,-0.0
Fri Aug  9 02:16:37 2013,ArduinoHelmet1,296,12,0.0
Fri Aug  9 02:16:38 2013,ArduinoHelmet1,297,12,-0.0
Fri Aug  9 02:16:39 2013,ArduinoHelmet1,298,12,0.0
Fri Aug  9 02:16:40 2013,ArduinoHelmet1,299,12,-0.0
Fri Aug  9 02:16:41 2013,ArduinoHelmet1,300,13,0.0
Fri Aug  9 02:16:42 2013,ArduinoHelmet1,301,12,0.0
Fri Aug  9 02:16:43 2013,ArduinoHelmet1,302,12,-0.0
Fri Aug  9 02:16:44 2013,ArduinoHelmet1,303,12,-0.0
Fri Aug  9 02:16:45 2013,ArduinoHelmet1,304,12,0.0
Fri Aug  9 02:16:46 2013,ArduinoHelmet1,305,12,0.0
Fri Aug  9 02:16:47 2013,ArduinoHelmet1,306,12,-0.0
Fri Aug  9 02:16:48 2013,ArduinoHelmet1,307,13,-0.0
Fri Aug  9 02:16:49 2013,ArduinoHelmet1,308,13,0.0
Fri Aug  9 02:16:50 2013,ArduinoHelmet1,309,12,-0.0
Fri Aug  9 02:16:51 2013,ArduinoHelmet1,310,13,-0.0
Fri Aug  9 02:16:52 2013,ArduinoHelmet1,311,12,-0.0
Fri Aug  9 02:16:53 2013,ArduinoHelmet1,312,13,-0.0
Fri Aug  9 02:16:54 2013,ArduinoHelmet1,313,12,-0.0
Fri Aug  9 02:16:55 2013,ArduinoHelmet1,314,12,0.0
Fri Aug  9 02:16:56 2013,ArduinoHelmet1,315,12,0.0
Fri Aug  9 02:16:57 2013,ArduinoHelmet1,316,12,0.0
Fri Aug  9 02:16:58 2013,ArduinoHelmet1,317,12,-0.0
Fri Aug  9 02:16:59 2013,ArduinoHelmet1,318,12,-0.0
Fri Aug  9 02:17:00 2013,ArduinoHelmet1,319,12,-0.0
Fri Aug  9 02:17:01 2013,ArduinoHelmet1,320,12,0.0
