Time (s),TC1_0-3mBC,TC1_0-61mBC,TC1_0-91mBC,TC1_1-22mBC,TC1_1-52mBC,TC1_1-83mBC,TC2_0-3mBC,TC2_0-61mBC,TC2_0-91mBC,TC2_1-22mBC,TC2_1-52mBC,TC2_1-83mBC,TC3_0-3mBC,TC3_0-61mBC,TC3_0-91mBC,TC3_1-22mBC,TC3_1-52mBC,TC3_1-83mBC,TC4_0-3mBC,TC4_0-61mBC,TC4_0-91mBC,TC4_1-22mBC,TC4_1-52mBC,TC4_1-83mBC,Event,Comment
213,19.861436,19.819474,19.994379,20.09737,19.895366,19.882505,20.360233,20.12466,20.264827,20.008878,19.992122,20.095292,20.171329,20.052653,19.864421,19.628907,19.940414,19.49497,19.750376,19.869887,19.530353,19.680211,19.431893,19.342244,0.000128,
214,19.937313,19.74349,19.994379,20.021455,19.895366,19.806579,20.360233,20.048719,20.264827,20.008878,20.068015,20.019406,20.171329,20.090605,19.864421,19.590935,19.864527,19.418982,19.712394,19.793963,19.416397,19.642245,19.469872,19.380233,0.00028,
215,19.855851,19.851879,19.950817,20.129741,19.889781,19.838957,20.316692,20.157045,20.221286,20.003293,20.062431,20.051766,20.165746,20.009115,19.820874,19.547374,19.934829,19.451389,19.706808,19.82634,19.448797,19.598691,19.388325,19.374646,0.000128,
216,19.861436,19.819474,19.994379,20.059413,19.895366,19.806579,20.322275,20.200597,20.264827,19.932993,20.030069,20.133234,20.171329,20.0147,19.902381,19.590935,19.902471,19.456976,19.788356,19.793963,19.454384,19.604277,19.431893,19.380233,0.00028,
217,19.81791,19.851879,19.988794,20.091786,19.851823,19.838957,20.316692,20.157045,20.145365,20.003293,19.948589,20.089708,20.12779,20.009115,19.744946,19.585348,19.820997,19.451389,19.782771,19.82634,19.41081,19.636659,19.464284,19.374646,0.000128,
218,19.867021,19.787068,19.999964,20.102954,19.825034,19.736234,20.365816,20.168213,20.232453,19.976521,20.035654,20.100877,20.063044,20.020284,19.794082,19.520573,19.908057,19.462564,19.755961,19.837511,19.459971,19.571895,19.43748,19.385821,0.000128,
219,19.812325,19.808303,19.98321,20.086202,19.846238,19.833372,20.311109,20.18943,20.215702,19.997709,19.980953,20.084124,20.084249,19.92762,19.663428,19.579762,19.929244,19.483796,19.701222,19.782792,19.481195,19.631072,19.420718,19.369058,0.000128,
220,19.861436,19.819474,19.956402,20.09737,19.933324,19.844542,20.360233,20.162629,20.18891,19.970936,19.992122,20.05735,20.095417,19.938789,19.750532,19.590935,19.978355,19.532962,19.750376,19.793963,19.416397,19.604277,19.431893,19.380233,0.00028,
221,19.855851,19.775897,20.02677,20.129741,19.851823,19.763029,20.278733,20.23298,20.145365,20.003293,20.062431,20.051766,20.12779,19.97116,19.820874,19.585348,19.972771,19.451389,19.668824,19.82634,19.448797,19.560722,19.350344,19.336657,-2.49E-05,
222,19.861436,19.857465,19.994379,20.021455,19.933324,19.768614,20.246356,20.162629,20.150949,20.008878,20.068015,20.095292,20.171329,19.938789,19.788496,19.552961,19.940414,19.49497,19.712394,19.793963,19.416397,19.566309,19.431893,19.380233,0.00028,
223,19.861436,19.781483,19.994379,20.09737,19.895366,19.806579,20.284316,20.08669,20.150949,20.046818,19.992122,20.05735,20.171329,20.0147,19.826459,19.628907,19.864527,19.49497,19.712394,19.793963,19.454384,19.566309,19.469872,19.380233,0.000128,
224,19.785554,19.781483,19.956402,20.09737,19.895366,19.806579,20.208395,20.12466,20.150949,19.970936,19.992122,20.05735,20.095417,20.052653,19.864421,19.590935,19.902471,19.456976,19.712394,19.869887,19.492369,19.566309,19.431893,19.380233,0.000585,
225,19.79114,19.82506,19.999964,20.140909,19.862994,19.850128,20.213978,20.016332,20.080608,20.014463,20.035654,20.062935,20.138958,20.020284,19.832045,19.634494,19.945999,19.57654,19.71798,19.837511,19.459971,19.571895,19.475459,19.347832,0.000128,
226,19.81791,19.737904,19.912839,20.091786,19.889781,19.800993,20.202811,20.043135,20.031475,19.927409,19.986538,20.051766,20.165746,19.933204,19.820874,19.661293,19.972771,19.489383,19.668824,19.788377,19.448797,19.522752,19.464284,19.374646,0.00028,
227,19.709667,19.74349,19.880446,20.059413,19.895366,19.806579,20.132468,20.048719,20.037059,19.970936,19.992122,20.019406,20.095417,19.976745,19.826459,19.666879,19.940414,19.49497,19.788356,19.793963,19.416397,19.604277,19.469872,19.380233,0.000128,
228,19.829081,19.749076,19.999964,20.140909,19.825034,19.812165,20.138052,20.016332,20.080608,19.976521,20.035654,20.024991,20.101002,19.906418,19.794082,19.634494,19.945999,19.500557,19.755961,19.913433,19.421985,19.647831,19.43748,19.423808,0.000128,
229,19.840253,19.798241,19.973158,20.190032,19.950079,19.823336,20.187184,19.989528,20.091777,19.987692,20.122713,20.074104,20.150127,19.917589,19.805254,19.607695,19.919227,19.511732,19.805114,19.810721,19.509131,19.659005,19.486634,19.359008,0.00028,
230,19.747611,19.819474,19.918424,20.135325,19.933324,19.768614,20.094503,20.010747,20.075023,20.046818,20.030069,20.05735,20.057459,19.900832,19.750532,19.590935,19.978355,19.49497,19.712394,19.907847,19.454384,19.604277,19.431893,19.418221,0.000128,
231,19.747611,19.781483,19.956402,20.135325,19.857408,19.730648,20.132468,19.934798,20.037059,20.008878,20.030069,20.05735,20.133374,19.938789,19.788496,19.552961,19.864527,19.49497,19.712394,19.869887,19.492369,19.604277,19.431893,19.380233,-2.49E-05,
232,19.79114,19.749076,19.999964,20.102954,19.900952,19.660299,20.062122,19.902408,20.080608,19.976521,20.035654,20.062935,20.063044,19.86846,19.756118,19.596521,19.945999,19.500557,19.71798,19.799549,19.421985,19.609864,19.475459,19.347832,0.000128,
233,19.753197,19.749076,19.999964,20.140909,19.900952,19.812165,20.100088,19.978358,20.080608,20.014463,20.073599,20.100877,20.101002,19.86846,19.756118,19.520573,19.908057,19.462564,19.679997,19.799549,19.459971,19.647831,19.43748,19.347832,-2.49E-05,
234,19.829081,19.787068,19.961987,20.140909,19.900952,19.736234,20.062122,19.902408,20.080608,20.052403,20.111544,20.062935,20.138958,19.906418,19.718153,19.596521,19.945999,19.538549,19.679997,19.761585,19.497956,19.647831,19.475459,19.347832,0.000433,
235,19.753197,19.787068,19.961987,20.178863,19.938909,19.812165,20.100088,19.978358,20.042644,20.090342,20.035654,20.024991,20.176913,19.86846,19.680187,19.520573,19.870113,19.500557,19.71798,19.837511,19.459971,19.647831,19.513436,19.423808,0.00028,
236,19.785554,19.705496,19.956402,20.09737,19.895366,19.844542,20.056537,19.972773,20.112987,20.084758,20.030069,20.133234,20.095417,19.900832,19.6746,19.439032,19.864527,19.49497,19.674411,19.831926,19.416397,19.604277,19.507849,19.380233,0.00028,
237,19.73644,19.808303,19.945233,20.124157,19.884196,19.757443,20.1213,19.847675,20.02589,20.073589,19.980953,20.084124,20.084249,19.813744,19.701395,19.541788,19.815412,19.521789,19.701222,19.820755,19.44321,19.593105,19.496676,19.369058,0.000128,
238,19.747611,19.74349,19.918424,20.135325,19.895366,19.768614,20.094503,19.934798,20.037059,20.046818,20.030069,20.095292,20.133374,19.938789,19.750532,19.477009,19.864527,19.532962,19.712394,19.755999,19.454384,19.642245,19.507849,19.456207,0.000128,
239,19.796726,19.754662,19.967572,20.108539,19.982449,19.741821,20.067706,19.907993,20.086192,19.982106,20.079184,20.106461,20.144542,19.987915,19.723739,19.52616,19.875698,19.468151,19.723566,19.805135,19.503544,19.577482,19.519023,19.429396,0.000128,
240,19.753197,19.749076,19.999964,20.178863,19.900952,19.660299,20.062122,19.978358,20.080608,20.052403,20.073599,20.062935,20.025085,19.86846,19.642219,19.558548,19.908057,19.500557,19.71798,19.761585,19.497956,19.609864,19.3995,19.423808,0.000128,
241,19.715253,19.749076,19.92401,20.102954,19.938909,19.698268,19.986186,19.902408,20.080608,20.052403,20.035654,20.176758,20.101002,19.86846,19.642219,19.520573,19.945999,19.538549,19.679997,19.799549,19.459971,19.609864,19.513436,19.309842,0.00028,
242,19.753197,19.749076,19.961987,20.140909,19.938909,19.698268,19.986186,19.940384,20.080608,20.052403,19.997707,20.100877,20.025085,19.830501,19.718153,19.558548,19.870113,19.538549,19.642013,19.837511,19.53594,19.647831,19.475459,19.385821,0.00028,
243,19.758783,19.716668,19.929595,20.108539,19.944494,19.779786,20.029739,19.870016,20.048228,20.057988,20.003292,20.068519,19.99271,19.874045,19.685773,19.52616,19.913642,19.544136,19.685583,19.805135,19.427573,19.615451,19.481046,19.429396,0.000585,
244,19.829081,19.749076,19.961987,20.064998,19.862994,19.698268,20.062122,19.902408,20.118571,19.976521,19.959759,20.100877,20.025085,19.830501,19.718153,19.520573,19.945999,19.500557,19.71798,19.799549,19.421985,19.609864,19.513436,19.423808,0.000128,
245,19.872607,19.754662,19.891616,20.032625,19.944494,19.779786,20.105672,19.907993,20.086192,20.020048,20.041239,20.068519,20.068629,19.836086,19.647806,19.488184,19.875698,19.468151,19.685583,19.729206,19.503544,19.615451,19.405088,19.391409,0.000128,
246,19.834667,19.754662,19.929595,20.146494,19.982449,19.703854,20.067706,19.832038,20.124155,20.057988,20.003292,20.144402,20.03067,19.912003,19.685773,19.564135,19.913642,19.620117,19.685583,19.843097,19.427573,19.653418,19.443068,19.429396,0.00028,
247,19.796726,19.792654,19.929595,20.108539,19.868579,19.703854,20.029739,19.945969,20.124155,19.982106,20.079184,20.144402,20.068629,19.874045,19.685773,19.52616,19.913642,19.430157,19.647599,19.767171,19.503544,19.653418,19.481046,19.35342,0.000128,
248,19.796726,19.754662,19.967572,20.146494,19.868579,19.741821,20.029739,19.907993,20.124155,19.982106,20.003292,20.182342,19.954749,19.94996,19.723739,19.52616,19.913642,19.544136,19.685583,19.805135,19.503544,19.653418,19.481046,19.429396,0.00028,
249,19.758783,19.754662,19.891616,20.108539,19.944494,19.741821,20.067706,19.870016,20.124155,19.982106,20.003292,20.106461,20.03067,19.912003,19.685773,19.52616,19.913642,19.544136,19.685583,19.805135,19.541527,19.691384,19.519023,19.391409,0.000585,
250,19.758783,19.792654,19.891616,20.108539,19.868579,19.703854,20.067706,19.945969,20.086192,19.982106,20.041239,20.144402,20.03067,19.836086,19.647806,19.52616,19.913642,19.544136,19.571628,19.767171,19.503544,19.615451,19.481046,19.391409,0.00028,
251,19.872607,19.754662,19.967572,20.070582,19.944494,19.741821,20.067706,19.945969,20.048228,19.982106,20.079184,20.106461,19.99271,19.912003,19.647806,19.450207,19.875698,19.582127,19.647599,19.805135,19.465559,19.653418,19.481046,19.391409,0.00028,
252,19.845839,19.727842,19.940766,20.005837,19.917709,19.752994,20.192769,19.919164,20.097362,20.069158,20.090354,20.155571,20.04184,19.961131,19.696947,19.499359,19.924813,19.555311,19.658773,19.816307,19.514719,19.588657,19.492221,19.364597,0.000128,
253,19.796726,19.754662,19.967572,20.108539,19.944494,19.665886,20.067706,19.945969,20.010263,19.982106,20.041239,20.144402,19.99271,19.874045,19.723739,19.450207,19.837754,19.544136,19.647599,19.767171,19.465559,19.653418,19.405088,19.35342,0.000433,
254,19.753197,19.711082,19.92401,20.064998,19.825034,19.698268,20.062122,19.902408,20.118571,19.976521,20.035654,20.138818,19.987125,19.944374,19.756118,19.520573,19.832168,19.500557,19.642013,19.761585,19.497956,19.609864,19.43748,19.423808,0.00028,
255,19.796726,19.792654,19.929595,20.070582,19.906537,19.665886,20.067706,19.870016,20.086192,19.944164,20.079184,20.144402,20.03067,19.912003,19.723739,19.52616,19.837754,19.506144,19.609614,19.805135,19.503544,19.653418,19.405088,19.35342,0.000585,
256,19.72084,19.792654,19.967572,20.070582,19.868579,19.665886,20.143637,19.870016,20.086192,20.020048,20.041239,20.182342,19.954749,19.874045,19.723739,19.52616,19.913642,19.544136,19.609614,19.805135,19.427573,19.653418,19.405088,19.391409,0.00028,
257,19.677308,19.787068,19.886031,20.02704,19.862994,19.660299,20.138052,19.826452,20.004678,20.014463,20.035654,20.100877,20.025085,19.86846,19.756118,19.482597,19.870113,19.500557,19.679997,19.837511,19.53594,19.609864,19.3995,19.461794,0.00028,
258,19.677308,19.787068,19.961987,20.102954,19.938909,19.62233,20.024154,19.826452,20.080608,20.090342,19.997707,20.138818,20.025085,19.86846,19.718153,19.520573,19.870113,19.538549,19.642013,19.799549,19.459971,19.609864,19.3995,19.347832,0.000128,
259,19.72084,19.754662,19.891616,20.070582,19.868579,19.627917,20.105672,19.907993,20.086192,19.982106,20.079184,20.182342,20.068629,19.987915,19.685773,19.564135,19.761861,19.506144,19.609614,19.805135,19.503544,19.615451,19.405088,19.35342,0.000433,
260,19.694068,19.689847,19.902788,20.081752,19.841792,19.715027,20.116842,19.919164,19.983467,19.955335,19.976515,20.231449,20.079798,19.923174,19.734912,19.461383,19.848926,19.517319,19.734739,19.778344,19.514719,19.588657,19.492221,19.478557,0.00028,
261,19.732013,19.727842,19.978743,20.119708,19.917709,19.828923,20.154806,19.95714,20.097362,19.993277,20.052409,20.231449,20.04184,19.923174,19.734912,19.613282,19.848926,19.479326,19.696757,19.816307,19.514719,19.626625,19.416264,19.478557,0.000585,
262,19.644949,19.716668,19.929595,20.070582,19.868579,19.779786,20.105672,19.870016,20.086192,20.020048,20.041239,20.22028,20.068629,19.912003,19.761704,19.564135,19.837754,19.544136,19.685583,19.729206,19.503544,19.577482,19.443068,19.35342,0.00028,
263,19.72084,19.754662,19.891616,20.146494,19.906537,19.741821,20.143637,19.907993,20.048228,20.057988,19.965344,20.22028,20.106586,19.874045,19.761704,19.52616,19.761861,19.506144,19.723566,19.805135,19.541527,19.577482,19.519023,19.391409,0.000585,
264,19.796726,19.640678,19.891616,19.994666,19.906537,19.703854,20.1816,19.945969,20.048228,19.982106,20.003292,20.22028,20.144542,19.912003,19.723739,19.52616,19.799808,19.582127,19.723566,19.805135,19.541527,19.539513,19.405088,19.391409,0.00028,
265,19.834667,19.678674,19.929595,19.994666,19.868579,19.665886,20.1816,19.945969,20.086192,20.020048,20.041239,20.144402,20.106586,19.912003,19.761704,19.52616,19.837754,19.506144,19.685583,19.767171,19.465559,19.539513,19.443068,19.467382,0.00028,
266,19.775543,19.733428,20.022304,20.163247,19.885337,19.75858,20.198354,20.038672,20.102947,20.036803,20.020048,20.199095,20.123341,19.966716,19.816427,19.580897,19.892456,19.560898,19.740326,19.821893,19.520306,19.670179,19.459831,19.408173,0.000128,
267,19.878193,19.722255,19.859222,20.076167,19.874165,19.671473,20.187184,19.989528,20.053813,20.025633,20.046824,20.187926,20.188082,19.9935,19.76729,19.607695,19.84334,19.473739,19.729152,19.772757,19.547115,19.5451,19.448655,19.359008,0.000585,
268,19.883779,19.727842,19.940766,20.081752,19.841792,19.715027,20.268691,19.995114,20.059398,19.955335,19.938567,20.193511,20.193666,19.961131,19.772877,19.575309,19.848926,19.517319,19.8107,19.778344,19.514719,19.588657,19.492221,19.402585,0.00028,
269,19.813484,19.771421,19.870395,20.125293,19.885337,19.682647,20.274276,20.038672,20.064984,19.960921,20.020048,20.199095,20.161296,19.966716,19.778464,19.542923,19.892456,19.522907,19.778307,19.821893,19.482322,19.594244,19.459831,19.370185,0.000433,
270,19.878193,19.722255,19.93518,20.076167,19.836206,19.70944,20.225146,19.951554,20.015848,20.025633,20.008877,20.149987,20.188082,19.955545,19.76729,19.531747,19.84334,19.473739,19.805114,19.772757,19.509131,19.621038,19.410676,19.396997,0.000128,
271,19.883779,19.765835,19.902788,20.081752,19.879751,19.67706,20.306651,19.95714,20.097362,19.955335,19.976515,20.231449,20.193666,19.923174,19.772877,19.651254,19.88687,19.517319,19.8107,19.854269,19.514719,19.664592,19.492221,19.402585,0.000128,
272,19.802312,19.760248,19.973158,20.076167,19.874165,19.633504,20.263107,20.027502,20.053813,20.025633,19.97093,20.225864,20.226035,19.9935,19.76729,19.645667,19.919227,19.473739,19.767134,19.810721,19.509131,19.621038,19.448655,19.359008,0.000433,
273,19.845839,19.765835,19.902788,20.081752,19.803832,19.67706,20.268691,20.033087,20.097362,19.955335,19.976515,20.231449,20.193666,20.037039,19.772877,19.613282,19.88687,19.517319,19.77272,19.740379,19.400761,19.626625,19.454243,19.440572,0.00028,
274,19.910546,19.754662,19.853637,20.146494,19.868579,19.665886,20.257523,19.983943,20.086192,19.944164,19.927395,20.182342,20.182497,20.025869,19.723739,19.602108,19.837754,19.468151,19.723566,19.767171,19.503544,19.615451,19.405088,19.35342,0.000433,
275,19.916131,19.722255,19.897202,20.114123,19.874165,19.671473,20.225146,19.989528,20.091777,19.987692,20.084769,20.187926,20.226035,20.107358,19.76729,19.569722,19.84334,19.473739,19.729152,19.772757,19.471146,19.621038,19.410676,19.359008,0.00028,
276,19.916131,19.722255,20.011134,20.076167,19.874165,19.671473,20.225146,19.989528,20.053813,19.987692,20.008877,20.225864,20.226035,19.9935,19.729326,19.531747,19.84334,19.511732,19.729152,19.734793,19.509131,19.58307,19.410676,19.396997,0.000128,
277,19.872607,19.716668,19.929595,20.108539,19.868579,19.741821,20.257523,20.021917,20.048228,19.90622,19.927395,20.182342,20.182497,20.063822,19.761704,19.564135,19.875698,19.506144,19.647599,19.767171,19.465559,19.539513,19.367107,19.35342,0.00028,
278,19.883779,19.765835,19.940766,20.043795,19.955665,19.715027,20.306651,20.033087,20.059398,19.993277,20.014463,20.117631,20.193666,20.037039,19.772877,19.575309,19.88687,19.555311,19.734739,19.854269,19.438748,19.512717,19.416264,19.402585,0.000128,
279,19.916131,19.722255,19.93518,20.076167,19.950079,19.785372,20.263107,20.065473,20.053813,19.949749,19.97093,20.187926,20.226035,20.031454,19.729326,19.607695,19.84334,19.473739,19.729152,19.810721,19.395173,19.50713,19.334713,19.359008,0.00028,
280,19.883779,19.765835,19.978743,20.081752,19.841792,19.715027,20.268691,20.033087,20.097362,19.955335,20.014463,20.117631,20.155712,19.961131,19.734912,19.575309,19.88687,19.517319,19.696757,19.816307,19.476734,19.512717,19.378283,19.402585,0.000433,
281,19.921717,19.727842,19.940766,20.081752,19.879751,19.752994,20.306651,20.071058,20.135325,20.031218,20.052409,20.079689,20.23162,20.037039,19.772877,19.537335,19.88687,19.555311,19.658773,19.816307,19.438748,19.550688,19.340302,19.364597,0.000128,
282,19.96524,19.733428,19.908374,20.087337,19.809419,19.720614,20.312235,20.114614,20.14091,19.960921,20.057994,20.123216,20.161296,20.004671,19.816427,19.656842,19.854512,19.484914,19.66436,19.78393,19.482322,19.480334,19.307908,19.408173,0.00028,
283,19.959654,19.727842,19.940766,20.043795,19.879751,19.715027,20.306651,20.109029,20.135325,19.955335,20.090354,20.117631,20.23162,19.999086,19.696947,19.613282,19.924813,19.517319,19.658773,19.778344,19.514719,19.398799,19.378283,19.364597,-2.49E-05,
284,19.959654,19.765835,19.978743,20.119708,19.841792,19.715027,20.344609,20.033087,20.135325,20.031218,20.014463,20.155571,20.155712,19.923174,19.81084,19.613282,19.848926,19.479326,19.658773,19.778344,19.438748,19.474746,19.378283,19.326607,0.000433,
285,19.959654,19.803827,19.940766,20.119708,19.841792,19.715027,20.306651,20.071058,20.135325,19.955335,19.976515,20.079689,20.193666,19.999086,19.81084,19.575309,19.88687,19.403337,19.734739,19.778344,19.514719,19.474746,19.340302,19.364597,0.00028,
286,20.003176,19.771421,19.984329,20.163247,19.885337,19.720614,20.274276,20.038672,20.14091,19.998863,19.982101,20.123216,20.199251,20.042625,19.778464,19.580897,19.854512,19.522907,19.702344,19.745966,19.482322,19.518305,19.34589,19.332196,0.000433,
287,19.932889,19.777008,19.989915,20.092923,19.890923,19.726201,20.27986,20.082229,20.108532,20.042389,20.025634,20.09086,20.204836,19.972302,19.78405,19.586484,19.898042,19.528495,19.707931,19.751553,19.48791,19.561863,19.313496,19.451748,0.00028,
288,19.927303,19.923382,19.984329,20.04938,19.885337,19.834509,20.274276,20.038672,20.14091,20.074743,20.020048,20.161156,20.161296,20.004671,19.740499,19.61887,19.854512,19.484914,19.66436,19.708001,19.40635,19.518305,19.383872,19.408173,0.000128,
289,19.889365,19.885394,19.946352,20.087337,19.809419,19.682647,20.312235,20.038672,20.178871,19.998863,20.020048,20.161156,20.161296,20.042625,19.740499,19.61887,19.892456,19.484914,19.702344,19.745966,19.444336,19.480334,19.34589,19.332196,0.000128,
290,19.96524,19.809413,20.022304,20.087337,19.885337,19.682647,20.274276,20.114614,20.14091,19.998863,19.982101,20.199095,20.199251,20.004671,19.740499,19.61887,19.816567,19.484914,19.66436,19.745966,19.444336,19.480334,19.421852,19.294206,0.000433,
291,19.921717,19.765835,20.016719,20.081752,19.879751,19.67706,20.230731,20.109029,20.097362,19.993277,20.014463,20.155571,20.193666,19.999086,19.772877,19.537335,19.88687,19.479326,19.696757,19.740379,19.400761,19.512717,19.416264,19.326607,0.00028,
292,19.927303,19.809413,20.022304,20.163247,19.923294,19.644678,20.312235,20.114614,20.102947,19.960921,20.057994,20.047331,20.237204,20.042625,19.702534,19.61887,19.892456,19.560898,19.740326,19.78393,19.482322,19.442361,19.383872,19.332196,0.00028,
293,19.927303,19.809413,20.022304,20.125293,19.847378,19.682647,20.236315,20.038672,20.102947,19.960921,20.057994,20.085274,20.237204,20.004671,19.702534,19.580897,19.854512,19.522907,19.778307,19.78393,19.444336,19.518305,19.383872,19.408173,0.000128,
294,19.894951,19.85299,20.02789,20.130878,19.890923,19.650265,20.27986,20.120199,20.108532,20.042389,20.025634,20.09086,20.280741,20.04821,19.708121,19.54851,19.898042,19.490503,19.745913,19.789517,19.48791,19.485922,19.313496,19.337785,0.000128,
295,19.921717,19.803827,19.940766,20.119708,19.879751,19.715027,20.306651,20.033087,20.021433,19.955335,19.976515,20.117631,20.193666,20.074992,19.734912,19.537335,19.848926,19.441332,19.77272,19.778344,19.400761,19.436773,19.340302,19.288617,0.000128,
296,19.921717,19.917796,20.054694,20.119708,19.917709,19.639091,20.306651,20.033087,20.059398,20.031218,20.014463,20.041746,20.23162,20.074992,19.772877,19.613282,19.88687,19.517319,19.77272,19.778344,19.438748,19.512717,19.302319,19.326607,0.000433,
297,19.900537,19.858577,19.995501,20.060551,19.89651,19.693821,20.247485,20.087815,20.15208,20.010034,19.993273,20.096445,20.286325,20.053796,19.713708,19.554098,19.865685,19.534083,19.789481,19.795104,19.455513,19.567451,19.395049,19.343374,0.000128,
298,19.845839,19.841818,19.978743,20.081752,19.841792,19.715027,20.344609,20.071058,20.135325,20.069158,19.976515,20.117631,20.23162,19.999086,19.772877,19.613282,19.88687,19.479326,19.77272,19.778344,19.476734,19.588657,19.492221,19.326607,0.00028,
299,19.889365,19.885394,19.984329,20.125293,19.847378,19.720614,20.312235,20.076644,20.216831,20.036803,19.982101,20.085274,20.199251,20.080577,19.778464,19.61887,19.892456,19.484914,19.854265,19.78393,19.444336,19.632212,19.421852,19.332196,0.00028,
300,19.889365,19.885394,20.022304,20.163247,19.847378,19.720614,20.350193,20.076644,20.178871,19.998863,19.944152,20.085274,20.237204,20.156478,19.778464,19.61887,19.892456,19.484914,19.816287,19.821893,19.482322,19.556275,19.421852,19.370185,0.000433,
301,19.894951,19.928968,19.989915,20.092923,19.890923,19.688234,20.317819,20.044258,20.146495,20.080328,20.025634,20.128801,20.204836,20.162063,19.822013,19.54851,19.898042,19.490503,19.859852,19.82748,19.48791,19.599832,19.427441,19.337785,0.000128,
302,19.927303,19.885394,20.022304,20.087337,19.885337,19.682647,20.198354,20.038672,20.178871,20.036803,19.982101,20.161156,20.199251,20.118528,19.816427,19.542923,19.816567,19.484914,19.854265,19.859855,19.40635,19.556275,19.383872,19.408173,-0.000177,
303,19.959654,19.841818,19.978743,20.081752,19.879751,19.601121,20.306651,19.995114,20.135325,19.993277,19.976515,20.193511,20.155712,20.150893,19.772877,19.575309,19.848926,19.441332,19.8107,19.816307,19.438748,19.550688,19.378283,19.364597,0.000128,
304,20.008762,19.89098,20.02789,20.130878,19.852965,19.650265,20.203938,20.044258,20.222415,20.042389,19.987687,20.166741,20.166881,20.086162,19.822013,19.54851,19.860098,19.414514,19.821873,19.82748,19.411938,19.561863,19.46542,19.337785,0.000128,
305,19.96524,19.847404,19.946352,20.087337,19.885337,19.682647,20.274276,20.038672,20.178871,20.112681,20.020048,20.237033,20.161296,20.080577,19.778464,19.580897,19.892456,19.484914,19.816287,19.821893,19.444336,19.556275,19.34589,19.294206,0.00028,
306,20.014348,19.934554,19.995501,20.098508,19.858551,19.655853,20.247485,20.087815,20.228,20.085914,20.031219,20.210265,20.172466,20.129699,19.8276,19.592072,19.82774,19.496091,19.789481,19.871028,19.455513,19.60542,19.357068,19.381363,0.000128,
307,20.003176,19.923382,20.022304,20.125293,19.923294,19.682647,20.274276,20.000699,20.216831,20.074743,19.944152,20.237033,20.199251,20.156478,19.816427,19.504947,19.854512,19.446921,19.740326,19.78393,19.40635,19.594244,19.421852,19.332196,0.00028,
308,20.008762,19.89098,19.989915,20.054966,19.852965,19.688234,20.203938,20.044258,20.146495,20.042389,19.987687,20.166741,20.166881,20.124113,19.859975,19.510535,19.898042,19.490503,19.707931,19.751553,19.449925,19.561863,19.38946,19.299795,0.00028,
309,20.041111,19.847404,19.946352,20.04938,19.885337,19.720614,20.198354,20.000699,20.178871,20.036803,19.982101,20.161156,20.161296,20.118528,19.778464,19.61887,19.930399,19.484914,19.816287,19.745966,19.444336,19.594244,19.459831,19.294206,0.00028,
310,20.008762,19.815,19.951938,20.092923,19.928881,19.688234,20.2419,20.044258,20.146495,20.080328,19.949738,20.20468,20.128926,20.200012,19.897936,19.586484,19.860098,19.490503,19.783894,19.82748,19.411938,19.561863,19.427441,19.337785,-2.49E-05,
311,20.008762,19.815,20.02789,20.092923,19.890923,19.688234,20.2419,20.082229,20.070569,20.080328,19.949738,20.242618,20.204836,20.124113,19.822013,19.624457,19.860098,19.452509,19.821873,19.789517,19.411938,19.561863,19.38946,19.299795,0.00028,
312,20.035525,19.841818,19.978743,20.119708,19.841792,19.752994,20.268691,19.995114,20.173286,20.069158,19.976515,20.117631,20.193666,20.150893,19.81084,19.575309,19.88687,19.479326,19.8107,19.854269,19.362773,19.550688,19.340302,19.288617,0.00028,
313,20.019934,19.826174,20.001087,20.104094,19.940053,19.737376,20.25307,20.017457,20.195626,20.091499,19.960911,20.177911,20.29191,20.135284,19.795224,19.59766,19.871272,19.539671,19.909002,19.876615,19.34714,19.535069,19.362657,19.310973,0.000128,
314,20.014348,19.782595,19.995501,20.136463,19.89651,19.807719,20.247485,20.125785,20.190041,20.047975,19.955324,20.210265,20.248374,20.167648,19.789637,19.554098,19.82774,19.572074,19.82746,19.795104,19.417527,19.529481,19.395049,19.305384,0.000128,
315,20.041111,19.809413,19.946352,20.087337,19.885337,19.75858,20.198354,20.076644,20.216831,20.074743,19.982101,20.161156,20.199251,20.156478,19.854389,19.580897,19.816567,19.446921,19.854265,19.859855,19.40635,19.594244,19.383872,19.408173,0.00028,
316,19.96524,19.885394,19.984329,20.125293,19.885337,19.75858,20.236315,20.038672,20.178871,19.998863,19.944152,20.199095,20.237204,20.118528,19.778464,19.542923,19.854512,19.560898,19.778307,19.821893,19.40635,19.518305,19.307908,19.294206,0.00028,
317,20.046696,19.815,20.02789,20.092923,19.928881,19.840096,20.2419,20.082229,20.222415,20.004448,19.987687,20.242618,20.166881,20.162063,19.822013,19.54851,19.898042,19.414514,19.745913,19.789517,19.37395,19.599832,19.313496,19.337785,-2.49E-05,
318,20.008762,19.85299,19.989915,20.130878,19.928881,19.802132,20.2419,20.082229,20.146495,20.042389,19.911789,20.242618,20.128926,20.162063,19.822013,19.624457,19.860098,19.566486,19.745913,19.675621,19.411938,19.561863,19.313496,19.337785,-2.49E-05,
319,20.008762,19.89098,19.989915,20.092923,19.852965,19.840096,20.27986,20.044258,20.184456,20.042389,19.949738,20.20468,20.204836,20.124113,19.78405,19.586484,19.822153,19.528495,19.707931,19.713588,19.449925,19.561863,19.313496,19.299795,0.00028,
