Time,TC_A1_1,TC_A1_2,TC_A1_3,TC_A1_4,TC_A1_5,TC_A1_6,TC_A1_7,TC_A1_8,TC_A1_9,TC_A1_10,TC_A1_11,TC_A2_1,TC_A2_2,TC_A2_3,TC_A2_4,TC_A2_5,TC_A2_6,TC_A2_7,TC_A2_8,TC_A2_9,TC_A2_10,TC_A2_11,TC_A3_1,TC_A3_2,TC_A3_3,TC_A3_4,TC_A3_5,TC_A3_6,TC_A3_7,TC_A3_8,TC_A3_9,TC_A3_10,TC_A3_11,TC_A4_1,TC_A4_2,TC_A4_3,TC_A4_4,TC_A4_5,TC_A4_6,TC_A4_7,TC_A4_8,TC_A4_9,TC_A4_10,TC_A4_11,TC_A5_1,TC_A5_2,TC_A5_3,TC_A5_4,TC_A5_5,TC_A5_6,TC_A8_1,BDP_A5_1,BDP_A5_2,BDP_A5_3,BDP_A5_4,BDP_A5_5,BDP_A5_6,HF_0p15mAF,RAD_0p15mAF,EVENT,Untitled,Comment
374,288.228022,334.501674,324.176367,315.104056,306.656464,293.976427,261.350351,215.709361,51.603222,42.927404,45.475935,290.698776,347.255856,344.94316,335.04585,328.237737,324.286202,308.859429,269.171482,89.372793,46.373302,47.807979,264.498086,328.795002,325.52995,321.952374,311.899051,295.626352,269.326263,92.465473,209.673341,59.585145,61.650014,344.149147,233.252302,623.385275,621.581206,612.963565,604.221707,592.959164,573.568558,506.664532,396.265907,191.265434,269.213231,267.96422,206.713812,133.92309,51.550309,35.045796,1261.717405,2.58258,2.542261,2.501336,2.540511,2.465124,2.462233,-5.79E-05,-0.000975,-8.28E-05,0,
375,288.264939,334.245987,324.066601,315.030763,306.729906,293.792088,261.163604,215.823434,51.381528,42.964562,45.513024,290.661881,347.219429,345.052461,335.082345,328.164648,324.030322,308.345293,268.464023,89.042126,46.336218,47.733913,264.348918,328.758453,325.273895,321.586374,311.788972,295.368333,269.400689,92.208033,208.188584,59.511572,61.681263,344.143681,232.377262,622.876091,621.359894,612.886297,604.072701,592.98966,573.921229,506.874542,395.645363,190.19048,269.058711,267.213488,206.022285,132.789935,51.286217,34.927866,1261.71097,2.594332,2.555386,2.504083,2.554703,2.462377,2.468338,-0.00021,-0.000822,6.98E-05,0,
376,288.196624,334.068801,323.962297,315.072886,306.62523,293.834466,260.683571,215.677016,51.534848,43.118739,45.44439,290.630501,347.188445,344.985039,335.124294,328.170109,323.926121,308.20387,268.283378,88.680247,46.230498,47.702413,263.981529,328.544619,325.096455,321.335625,311.794453,295.263254,269.220179,91.772257,206.899464,59.627426,61.644501,344.180137,232.112613,622.876091,621.287922,612.814417,603.92908,592.846164,574.422498,507.771953,393.87202,189.388522,268.835287,266.729017,205.831764,132.001089,51.027622,34.890426,1261.71097,2.612189,2.555996,2.503473,2.530439,2.463293,2.461012,9.47E-05,-0.000822,6.98E-05,0,
377,288.006507,333.734578,323.737287,315.06741,306.619742,293.607738,260.042803,215.481204,51.714058,43.187489,45.327571,290.883245,346.891576,345.052461,334.936364,328.091559,323.774429,308.161656,267.197521,88.160509,46.262045,47.696878,263.938656,328.466059,325.017827,321.110531,311.605501,294.925965,268.842432,91.509386,206.322415,59.658715,61.655526,344.191069,231.934901,622.67098,621.118783,612.717375,603.796228,592.785173,574.719686,507.0289,392.362453,188.177901,268.585766,266.218347,206.26233,131.486648,50.853972,34.789328,1261.72384,2.588532,2.561643,2.514157,2.543105,2.456273,2.471085,-0.00021,-0.000975,-8.28E-05,0,
378,287.895744,333.515389,323.444545,315.06741,306.546297,293.239004,259.370064,215.291062,51.861826,43.261788,45.216286,291.104591,346.964434,344.797422,334.899868,328.018468,323.737872,308.088199,266.787627,87.866687,46.224957,47.733913,263.901356,328.283304,324.944663,321.000714,311.42202,295.036563,268.842432,91.362324,205.865281,59.805848,61.686775,344.039779,231.891419,622.161841,620.861498,612.711987,603.75494,592.564556,574.92915,505.587481,390.474076,187.102827,268.468451,265.877224,205.418307,130.880393,50.700624,34.67137,1261.717405,2.587769,2.546076,2.503626,2.54631,2.467413,2.45506,-0.00021,-0.000669,-0.000388,0,
379,287.742532,333.327269,323.146318,314.98864,306.357191,292.938473,258.841102,214.943099,51.967125,43.367677,45.210742,291.726136,347.323267,345.08345,335.003902,328.159188,323.878634,308.229627,267.825292,87.714297,46.145237,47.691344,263.746577,328.20474,324.829449,320.922032,311.269748,295.25224,269.246273,91.062729,205.364309,59.947476,61.718025,344.034313,231.696681,621.832628,620.676188,612.490966,603.605941,592.415688,575.281844,503.571209,388.00546,185.760398,268.276636,265.871634,205.946077,130.42443,50.510302,34.740649,1261.71097,2.599216,2.555081,2.507289,2.564013,2.463751,2.447276,-0.000363,-0.000975,-0.000388,0,
380,287.57447,333.380169,323.126121,314.821829,306.190029,292.69684,258.222174,214.579792,51.909804,43.458624,45.153182,292.074592,347.558151,345.063351,335.166242,328.285202,324.150917,308.576616,268.475149,87.326811,46.273126,47.670913,264.061699,328.257674,324.809259,320.901832,311.212795,295.231898,268.927997,90.821896,204.200152,59.927183,61.644501,344.034313,231.658865,621.688713,620.496275,612.275338,603.426424,592.200456,575.31765,501.954932,385.903739,184.652847,268.053139,265.797064,206.098491,130.199307,50.473344,34.703201,1261.71097,2.592195,2.553097,2.51263,2.541732,2.475043,2.476121,-5.79E-05,-0.000669,6.98E-05,0,
381,287.605874,333.557376,323.267037,314.816352,306.147814,292.654445,257.992185,214.193718,51.645688,43.415927,45.036337,292.17971,347.734832,345.312935,335.087799,328.279741,324.182006,308.79147,268.357863,86.917419,46.230498,47.702413,264.093424,328.471519,324.620873,320.676716,311.170614,295.336978,268.77355,90.522356,203.203531,60.032026,61.749274,344.028847,231.161546,621.503429,620.239011,612.090265,602.990213,591.97985,575.455507,499.399888,384.013409,184.036065,267.861291,265.381298,205.29255,129.818537,50.39388,34.809924,1261.704536,2.598758,2.559659,2.513241,2.53578,2.470618,2.485888,-0.00021,-0.000822,-0.000235,0,
382,287.532022,333.776564,323.413416,314.926297,306.18454,292.691328,258.216586,214.30784,51.424,43.453071,44.999235,292.032202,347.989798,345.531524,335.52572,328.645164,324.401325,308.901635,268.395105,86.697125,46.267585,47.739447,264.056126,328.361867,324.511116,320.566889,310.840307,295.300116,268.66188,90.338592,203.241647,59.958467,61.712513,343.955934,231.01025,621.035733,619.843229,611.659034,602.631203,591.836366,575.348086,496.006267,382.236748,185.21999,267.786781,265.194831,204.83522,129.555984,50.4678,34.997129,1261.704536,2.614326,2.559812,2.49691,2.533338,2.483589,2.480547,-0.000363,-0.000975,-8.28E-05,0,
383,287.495095,334.068801,323.523198,314.889649,306.257992,292.580679,258.403571,214.345879,51.27619,43.341637,44.925027,291.626515,347.953375,345.495093,335.416243,328.864406,324.876483,309.195392,269.549305,86.40342,46.341758,47.702413,264.205313,328.690817,324.584287,320.457059,310.877009,295.484422,268.847994,90.228338,204.232564,60.105582,61.734562,344.050712,231.032938,620.805481,619.648926,611.357174,602.365534,591.499173,573.650909,492.844003,382.621114,184.975559,267.883631,264.84422,203.867069,129.428477,50.489979,35.094462,1261.730275,2.567623,2.537988,2.486074,2.543716,2.481605,2.459181,9.47E-05,-0.000822,-8.28E-05,0,
384,287.421239,334.251442,323.523198,314.779703,306.368168,292.72821,258.179188,214.57411,51.128366,43.155891,44.925027,291.331435,348.244754,345.895822,335.635196,328.937485,324.913032,309.342262,270.256445,86.366709,46.415926,47.665378,264.279902,328.763914,324.584287,320.566889,311.170614,295.816143,269.331823,89.897602,205.413798,60.068804,61.729049,343.935876,230.800308,620.080629,619.13985,610.956522,602.037062,591.170971,572.929467,489.472568,382.035472,184.93164,267.840792,264.540204,203.327649,129.685383,50.780072,35.276004,1261.72384,2.587769,2.548518,2.50912,2.547683,2.468329,2.467422,-5.79E-05,-0.000975,-0.000388,0,
385,287.205184,333.92814,323.382288,314.60193,306.079849,292.770604,257.997773,214.693901,51.798982,43.272896,44.967678,291.521378,348.286618,346.04698,335.859593,329.198712,325.283968,309.714896,271.526893,88.465334,46.347298,47.670913,264.024401,328.805922,324.662922,320.755402,311.32289,295.96907,269.374598,89.682623,204.809858,60.221407,61.681263,343.924943,230.864618,619.818047,618.877236,610.766088,601.990399,590.980874,572.918725,488.243618,382.169656,184.500082,267.941383,264.603628,203.163716,130.349386,51.027622,35.302204,1261.71097,2.595553,2.536309,2.497521,2.53868,2.45963,2.470474,-5.79E-05,-0.000975,-8.28E-05,0,
386,286.867262,333.520844,323.120654,314.449847,305.927446,292.543795,257.805167,214.688219,52.384425,43.527355,44.962131,291.368322,348.4997,345.93225,335.89063,329.266326,325.497774,310.186654,272.674049,90.517516,46.341758,47.591304,263.869629,328.544619,324.657457,320.530279,311.317409,295.926709,268.996875,89.456676,204.499318,60.289462,61.686775,343.893953,230.794636,619.535683,618.66678,610.591819,601.816292,590.627572,572.745082,487.926473,382.320146,184.162091,267.98422,264.571916,204.00811,130.505107,51.143996,35.345244,1261.717405,2.588227,2.546687,2.498742,2.540358,2.450322,2.475358,-0.000363,-0.000975,-8.28E-05,0,
387,286.492358,333.296191,322.822407,314.114488,305.701576,292.316968,257.874388,214.606465,52.71123,43.670356,44.919481,291.768531,348.530678,345.635371,335.885177,329.370476,325.675029,310.328004,273.15173,90.622294,46.336218,47.622806,263.901356,328.210201,324.725162,320.52481,311.532109,296.031766,268.879653,89.194006,204.455516,60.320742,61.76581,344.008789,230.724651,619.43317,618.492303,610.417554,601.426808,590.130816,573.001073,488.14686,382.253055,183.824102,268.101559,264.68942,204.852369,130.548262,51.112596,35.313432,1261.72384,2.599826,2.587435,2.494163,2.558671,2.461919,2.453229,-0.00021,-0.000822,-0.000541,0,
388,286.313173,333.045905,322.791275,313.900029,305.449937,292.138039,257.618134,214.459996,53.012086,43.972962,44.999235,291.995323,348.645379,345.42223,335.781159,329.302862,325.643949,310.443606,273.491773,90.407249,46.156319,47.665378,263.869629,328.288765,324.950127,320.713325,311.684371,295.889855,269.220179,89.089283,205.756685,60.473329,61.692288,343.862962,230.497668,619.037525,618.168548,610.237904,601.031957,589.700431,573.108483,487.25091,382.071736,183.518579,268.213308,265.174309,204.204417,130.848492,51.075652,35.238575,1261.72384,2.58548,2.559812,2.512478,2.564623,2.477637,2.46559,-0.00021,-0.000975,-8.28E-05,0,
389,286.302126,333.181133,322.487541,313.815759,305.292018,292.016344,257.270258,214.258435,52.890309,43.998988,44.988143,292.058054,349.035098,345.557066,335.879724,329.438088,325.742651,310.579464,273.963746,90.065489,46.219417,47.580234,263.895783,328.387498,324.792866,320.848818,311.893571,295.399688,269.246273,89.078303,206.621455,60.388795,61.76581,343.935876,230.422002,618.929625,617.988689,609.842688,600.565334,589.556972,573.180089,486.534043,383.268348,184.358773,268.474035,265.845529,204.242534,131.749483,51.075652,35.276004,1261.72384,2.585022,2.546687,2.51263,2.532575,2.468634,2.444072,-5.79E-05,-0.000975,-0.000235,0,
390,286.560715,333.290736,322.524142,313.925731,305.292018,291.868776,256.896091,214.10627,52.558023,44.073239,44.988143,291.984298,349.253598,345.702787,335.879724,329.401552,325.669566,310.359228,274.892472,89.91849,46.219417,47.580234,263.67197,328.314395,324.646529,320.812211,311.636715,295.067921,269.097407,88.968094,207.383199,60.646195,61.754786,343.888486,230.107971,618.523221,617.690141,609.472643,600.231536,589.295171,573.09774,486.702519,384.163855,183.96541,268.723568,266.468107,204.65037,132.902655,51.212337,35.189916,1261.71097,2.596011,2.56088,2.489432,2.548141,2.455815,2.451855,-0.00021,-0.000822,-8.28E-05,0,
391,286.492358,333.259657,322.529609,314.077833,305.481181,291.763609,256.564879,213.959781,52.305049,44.190156,45.030791,292.174197,349.404702,345.926806,336.1406,329.516618,325.711572,310.438124,275.380819,90.034231,46.187868,47.585769,263.528324,328.137096,324.359306,320.598029,311.458717,294.741626,268.954094,88.826643,207.807795,60.725226,61.729049,343.935876,229.854442,618.677865,617.593014,609.483416,600.206407,589.198333,573.215892,487.430112,384.609738,183.480389,269.107111,267.187398,204.814256,134.154317,51.851283,35.276004,1261.72384,2.584564,2.558591,2.488363,2.544936,2.479011,2.454602,-0.00021,-0.000822,-0.000388,0,
392,286.471989,333.385625,322.655811,314.05761,305.534384,291.706361,256.544228,213.97683,52.210809,44.318162,45.010327,292.596344,349.384612,346.161707,336.302909,329.532996,325.654877,310.527984,275.91729,90.124209,46.24158,47.602375,263.694266,328.080373,324.375701,320.651046,311.548553,294.53693,268.784675,88.659447,207.748709,60.741708,61.87609,343.899419,229.665229,618.641899,617.449137,609.267859,600.242299,588.983154,573.251696,486.283119,384.500987,183.63315,269.33051,267.858049,204.776144,134.981706,52.294328,35.238575,1261.72384,2.529467,2.529594,2.485311,2.53227,2.4784,2.485583,9.47E-05,-0.001127,-8.28E-05,0,
393,286.492358,333.369258,322.60281,314.004521,305.444447,291.505339,256.564879,213.883693,52.268119,44.227277,44.993689,292.506065,349.113373,346.036091,336.286551,329.443547,325.528855,310.511536,276.605968,90.181236,46.150778,47.511691,263.602935,327.990883,324.359306,320.52481,311.27523,294.631017,268.767988,88.496052,207.503141,60.725226,61.870577,343.966866,229.735241,618.456684,617.048097,609.082846,600.09335,588.834326,573.210521,484.915411,383.335427,183.474661,269.43662,268.373951,205.189653,135.201777,52.990033,35.382669,1261.717405,2.54824,2.537225,2.488363,2.522503,2.475653,2.48421,-5.79E-05,-0.000975,-0.000235,0,
394,286.534822,333.740033,322.718077,314.046654,305.780527,291.400159,256.832431,213.851331,52.384425,43.935834,44.999235,292.58532,349.118815,345.93225,336.292003,329.522077,325.643949,310.773948,277.242416,90.627787,46.230498,47.517226,263.832328,328.032898,324.437944,320.457059,310.987114,294.599655,268.847994,88.391351,207.432666,60.73072,61.833818,343.857495,229.659554,618.025123,616.760363,608.79545,599.84211,588.762601,572.279653,483.086613,380.651837,183.703803,269.511078,268.858088,205.646951,135.01368,53.727864,35.719437,1261.717405,2.549155,2.523948,2.479511,2.519451,2.474585,2.479936,9.47E-05,-0.000822,-0.000235,0,
395,286.387058,333.849625,322.937669,314.08331,305.927446,291.732228,256.94469,213.965464,54.598652,43.750178,45.073438,292.917142,349.045981,345.895822,336.146052,329.485542,326.009368,311.471244,278.800447,91.583639,46.156319,47.554266,263.645814,327.850127,324.035477,320.457059,310.840307,294.784002,268.736327,88.575003,208.080042,60.877788,61.844843,343.904886,227.285688,617.640329,616.555351,608.770298,599.49397,588.737492,569.891787,480.371423,379.284225,183.82983,269.485012,269.241599,205.429739,134.611217,54.328962,35.992516,1261.730275,2.606694,2.552639,2.471575,2.520519,2.473975,2.477037,-0.00021,-0.000975,-0.000235,0,
396,286.148826,334.088966,322.994465,314.140189,306.057893,291.863264,256.890501,214.290794,57.125123,43.807791,45.056801,293.158669,349.320989,346.025204,336.312133,329.651838,326.13914,311.56489,279.821997,94.915236,46.102605,47.574699,263.330636,327.650968,323.689765,320.037917,310.493524,294.620002,268.570743,88.99934,208.748325,60.861309,61.80257,343.826505,225.878202,617.383215,616.370136,608.513449,599.129697,588.516944,568.275535,479.289836,378.045157,182.98392,269.442201,269.645531,204.73803,134.191918,54.6921,36.099111,1261.72384,2.568081,2.528068,2.499505,2.542953,2.465277,2.449413,-5.79E-05,-0.000975,-8.28E-05,0,
397,286.05456,334.543655,323.303633,313.936686,305.890717,291.658438,256.832431,214.459996,59.203128,44.010089,45.110538,293.027741,349.373728,346.114391,336.656865,330.033542,326.520908,311.728111,280.839298,98.763721,46.156319,47.591304,263.011554,327.44801,323.413416,319.761407,310.363146,294.673395,268.550204,89.236235,209.33644,60.951319,61.80257,343.826505,225.423413,616.915752,616.082426,608.297914,598.699043,588.373498,567.273255,478.392934,377.537126,182.258328,269.516659,270.203846,204.966705,133.740762,55.20811,36.248699,1261.72384,2.554345,2.532952,2.498131,2.539595,2.477332,2.483141,-0.000363,-0.000975,6.98E-05,0,
398,286.085982,334.866922,323.517732,314.077833,305.958686,291.505339,256.639728,214.264117,59.859849,44.301514,45.142091,292.579808,349.259039,345.963235,336.724382,330.101146,326.588519,311.869404,281.056086,99.643436,46.187868,47.659843,262.894032,327.552221,323.18838,319.42638,310.284248,294.446661,268.470188,89.928857,209.216548,60.982591,61.844843,343.722598,225.353292,616.59753,615.728191,607.728564,598.309672,588.343013,566.992266,477.931905,375.618956,181.347551,269.485012,270.581564,207.182392,133.821587,56.097889,36.478652,1261.730275,2.607305,2.562253,2.521025,2.536848,2.468023,2.454449,-5.79E-05,-0.000517,-8.28E-05,0,
399,286.233762,335.049537,323.517732,314.004521,306.068871,291.468442,256.564879,214.149994,59.933417,44.524199,45.216286,292.174197,348.785614,345.59894,336.578442,329.95502,326.332759,311.612546,280.870818,99.532763,46.150778,47.622806,262.931348,327.552221,323.261571,319.353142,310.431076,294.557276,268.619093,90.847667,209.330751,61.056119,61.83933,343.753589,225.2718,616.340448,615.363191,607.148478,597.945439,588.230053,567.022691,478.070037,372.30943,180.578104,269.442201,271.022475,207.100489,134.530357,56.644812,36.622581,1261.72384,2.603947,2.563474,2.49691,2.545547,2.464514,2.461928,-5.79E-05,-0.000975,-8.28E-05,0,
400,286.133977,334.87783,323.565257,314.125443,306.079849,291.479469,256.426357,213.857014,59.3558,44.720834,45.375753,291.779557,348.577982,345.71912,336.406917,329.892873,326.160991,311.513421,280.511313,99.691355,46.16186,47.707948,263.054443,327.490029,323.272504,319.437321,310.515453,294.78951,268.965217,91.410078,209.646655,61.140631,61.833818,343.675206,225.152401,615.831698,614.998207,606.71209,597.724752,588.117095,567.1605,478.889826,369.724964,180.381453,269.473849,271.500504,206.790007,135.164156,56.897044,36.691736,1261.717405,2.608831,2.560269,2.522093,2.565386,2.470465,2.455365,-5.79E-05,-0.000822,-8.28E-05,0,
401,286.060085,334.768259,323.199313,313.97882,306.079849,291.405673,256.164351,213.552644,58.767042,44.609514,45.449934,291.705794,348.468722,345.75555,336.479889,329.856341,326.234069,311.366634,280.511313,99.691355,46.19895,47.670913,263.054443,327.672812,323.126121,319.217604,310.442042,294.605163,268.927997,93.028209,210.369814,61.103868,61.797058,343.711665,225.038682,615.615982,614.782457,606.568426,597.760636,588.224677,567.124705,478.602815,367.581103,179.770511,269.585534,271.686482,207.589981,136.406047,57.154768,36.616974,1261.717405,2.570217,2.538904,2.515225,2.570117,2.470007,2.447734,-5.79E-05,-0.000822,6.98E-05,0,
402,285.832873,334.689755,322.901071,313.790057,305.817258,291.031149,255.934157,213.508913,58.35668,44.603966,45.518567,291.995323,348.390439,345.713675,336.583894,329.923947,326.082448,311.434547,281.135724,100.497637,46.193409,47.702413,263.160807,327.777018,323.047461,318.992404,310.179606,294.452169,268.885215,93.648155,211.087158,61.135138,61.912848,343.644215,225.082273,615.441612,614.536146,606.394235,597.837785,588.230053,566.378391,476.850151,366.169061,179.127141,269.516659,271.617669,207.595694,138.144175,57.160291,36.547815,1261.72384,2.566402,2.522269,2.483174,2.533643,2.471686,2.470016,-0.00021,-0.000975,6.98E-05,0,
403,285.801449,335.096967,322.650344,313.575581,305.675824,290.852142,255.790004,213.476548,58.987844,44.572405,45.561198,292.074592,348.687241,346.010551,336.698802,330.112063,326.19753,311.403331,282.215524,104.788879,46.16186,47.670913,263.12907,327.709368,323.01633,318.997875,310.368628,294.383932,268.927997,93.616859,210.636209,61.250916,61.944095,343.711665,225.038682,615.004815,614.099286,606.029707,597.401801,587.507478,563.974902,474.835392,365.400229,179.885061,269.548306,271.500504,208.19939,140.438314,57.228397,36.504822,1261.717405,2.581359,2.534173,2.505152,2.533338,2.457952,2.468948,-0.000363,-0.000975,-8.28E-05,0,
404,285.690597,335.352617,322.943135,313.575581,305.60236,290.704516,256.126919,213.552644,59.981192,44.646622,45.561198,292.037715,348.395881,345.974123,336.771771,330.112063,326.453297,311.219841,282.363664,105.195768,46.384383,47.744982,263.166382,327.672812,322.869939,318.961253,310.515453,294.347059,269.039655,93.175359,209.98922,61.250916,61.955119,343.649682,225.23958,614.692052,613.750521,605.57361,596.91021,586.872781,561.444512,473.661985,364.175001,181.538486,269.67115,271.511658,208.591652,142.676544,57.129,36.553423,1261.730275,2.565791,2.529747,2.486532,2.529523,2.444217,2.463454,-0.00021,-0.000822,-0.000388,0,
405,285.579741,335.498697,323.126121,313.97882,305.749286,290.741423,256.613486,214.00919,60.643193,44.498184,45.635369,291.816438,348.140931,345.864837,336.662317,329.929406,326.343684,311.109743,281.882178,104.751893,46.310213,47.856079,263.315625,327.672812,322.869939,318.92463,310.515453,293.978299,268.853556,93.064995,209.494395,61.250916,61.83933,343.607756,224.399873,614.327186,613.529413,605.352757,596.402501,586.616406,559.79285,473.441295,365.841907,182.754784,269.665569,271.692058,208.928665,144.786754,57.013025,36.435656,1261.72384,2.580291,2.547603,2.489279,2.533491,2.461309,2.456128,9.47E-05,-0.000975,-0.000235,0,
406,285.537262,335.054991,323.010864,314.119965,306.111087,290.957342,257.056945,214.650183,60.012479,44.492636,45.592741,291.700281,347.880528,345.567954,336.547409,329.558612,325.936286,310.700541,282.135918,105.079261,46.341758,47.739447,263.384669,327.850127,323.193846,318.992404,310.436559,293.161359,268.959655,93.206649,209.374507,61.282183,61.791546,343.596823,223.592162,613.741276,613.123165,605.018794,595.63829,585.924393,559.38844,474.004686,367.248567,184.461891,269.579953,271.792485,208.155592,146.628492,57.259688,36.461828,1261.71097,2.609289,2.568358,2.507441,2.536848,2.461004,2.446361,-0.00021,-0.000669,-8.28E-05,0,
407,285.685072,334.872376,322.974266,314.119965,306.000904,290.994246,257.356263,214.916428,58.798345,44.492636,45.741074,291.257661,347.698408,345.42223,336.401464,329.412471,325.863203,310.370193,282.024804,105.079261,46.378842,47.850544,263.459284,327.777018,323.303633,318.845912,310.326438,293.050693,269.034094,93.832138,209.526771,61.355703,61.80257,343.498379,223.224252,613.320729,612.774439,604.814104,595.218527,585.648305,559.18445,474.984305,368.022643,184.473346,269.591115,271.989591,208.167017,148.115848,57.344359,36.360877,1261.72384,2.606694,2.581177,2.513851,2.553177,2.481147,2.454907,-5.79E-05,-0.000975,6.98E-05,0,
408,285.346963,334.647776,322.932202,314.077833,306.068871,290.951827,257.201019,215.215002,57.83579,44.412861,45.772612,291.17837,347.656541,345.307491,336.067623,329.151255,325.784657,310.181172,281.204292,104.44498,46.373302,47.91907,263.64024,327.66189,323.444545,318.510816,310.027286,292.934511,268.842432,94.673128,210.282322,61.423728,61.833818,343.492912,223.142701,612.848096,612.44551,604.449635,594.926141,585.320244,558.606474,476.127155,367.54476,183.703803,269.585534,272.281513,207.894696,148.9432,57.412459,36.280484,1261.717405,2.615699,2.5679,2.514615,2.537764,2.471381,2.465438,-5.79E-05,-0.000669,-0.000235,0,
409,285.178756,334.554564,322.692411,313.691038,306.011882,291.042179,257.180373,215.650351,56.857972,44.355278,45.789241,291.084246,347.67287,345.323826,335.938026,328.948405,325.472158,310.160912,281.702502,103.759071,46.352839,47.861613,263.507741,327.532048,323.53413,318.527232,310.153864,293.061715,268.63578,94.579204,210.565786,61.366689,61.760298,343.492912,222.99097,612.704333,612.121981,604.090563,594.710892,584.316378,557.926509,476.234799,367.435732,182.863624,269.622761,272.616154,207.247152,149.62499,57.375648,36.168298,1261.717405,2.600895,2.55386,2.524382,2.558671,2.472296,2.443003,-0.000363,-0.000822,6.98E-05,0,
410,285.082733,334.386641,322.487541,313.559147,305.953197,291.057023,257.457319,216.121932,56.172796,44.295965,45.692907,291.209744,347.94249,345.156316,335.952703,328.999643,325.596479,309.882008,281.93966,103.552152,46.367762,47.950566,263.33621,327.40053,323.512266,318.541971,310.352181,293.076561,268.762426,94.40997,210.276634,61.381478,61.734562,343.503846,222.964413,612.643229,611.845185,603.885892,594.506403,583.287477,556.505761,474.307901,365.774654,182.951458,269.745601,272.515761,206.229943,150.015214,57.276257,36.14212,1261.730275,2.57907,2.55157,2.501031,2.559587,2.473517,2.478868,-0.00021,-0.000975,-0.000235,0,
411,284.956998,334.006654,322.179988,313.361094,305.864967,291.189788,257.891153,216.448797,55.900009,44.169685,45.789241,292.00635,347.745719,344.850193,335.938026,329.021483,325.69142,309.940652,282.517328,103.204653,46.389923,48.009728,263.433127,327.385819,323.497536,318.673734,310.447524,293.430587,268.859118,94.174341,210.794115,61.366689,61.865066,343.523905,223.137013,613.309951,611.793076,603.690215,594.023914,582.554396,553.662522,471.16972,363.467777,184.538273,269.803308,272.461856,206.136594,150.680249,57.075613,36.200086,1261.71097,2.574949,2.543787,2.508967,2.541121,2.471838,2.477647,9.47E-05,-0.000822,-0.000235,0,
412,284.755604,333.734578,321.797533,313.088016,305.59138,291.210146,257.836984,216.773896,55.330595,44.078789,45.883849,292.72729,347.51084,344.4695,335.885177,328.895486,325.675029,310.21788,283.019131,102.559936,46.373302,47.993126,263.56563,327.259758,323.627511,318.730568,310.431076,293.45094,268.730765,93.900235,210.815105,61.38697,61.855869,343.55124,223.279248,613.444726,611.784071,603.501703,593.548601,582.186953,552.72314,470.371222,363.676847,187.087547,269.980102,272.675632,205.860342,151.315146,57.066415,36.340313,1261.743147,2.603184,2.560269,2.497979,2.558671,2.462682,2.4749,-0.000363,-0.000822,-0.000388,0,
413,284.613271,333.922684,321.619964,312.910169,305.302998,291.068052,257.805167,217.007645,55.078029,44.047214,45.815235,292.880275,347.261299,344.292759,335.781159,328.864406,325.899745,310.4069,283.320843,102.122176,46.453009,48.072712,263.720421,327.192101,323.742752,319.065648,310.693494,293.788393,269.145747,93.758543,210.973003,61.392462,61.87609,343.42546,223.148389,612.997249,611.444401,603.054707,593.102018,581.776526,552.241812,470.96516,365.987311,188.903514,270.075022,272.770443,204.776144,151.41181,57.197106,36.435656,1261.72384,2.620888,2.55798,2.503626,2.52937,2.473517,2.473527,-5.79E-05,-0.000822,6.98E-05,0,
414,284.576305,334.10533,321.546747,312.836836,304.898885,290.920437,257.767762,217.121675,55.704716,44.047214,45.889391,292.843407,347.188445,344.03769,335.671687,328.53554,325.753578,310.480312,283.72804,102.048306,46.415926,47.99866,263.757724,327.301778,323.962297,319.358612,310.65679,294.157175,269.555096,93.500978,210.973003,61.465979,61.844843,343.430927,223.116146,612.391652,611.054409,602.593362,592.712834,581.602674,551.352527,470.791106,366.756079,190.169473,270.229477,272.404215,204.438832,151.076329,57.276257,36.590806,1261.730275,2.580291,2.53692,2.499963,2.550888,2.470312,2.470627,-0.00021,-0.000822,-8.28E-05,0,
415,284.766658,334.001198,321.625432,312.878982,304.977855,290.741423,257.77335,217.3554,56.336699,44.089889,45.969085,293.438746,347.303169,344.152452,335.494682,328.687166,325.503238,310.228846,284.066683,102.644868,46.458549,48.04122,263.949803,327.051324,323.967763,319.583794,310.955894,294.900113,270.118748,93.285727,210.522042,61.471471,61.813596,343.399935,223.235629,612.109532,610.664435,602.275638,592.467133,581.428824,549.747514,471.263019,367.742814,189.907884,270.19784,272.000743,203.300962,151.082016,57.208154,36.596414,1261.736711,2.576322,2.535546,2.492331,2.538985,2.465582,2.457654,-5.79E-05,-0.000822,-0.000235,0,
416,284.866494,333.953759,321.541279,312.941356,305.003612,290.730392,257.649954,217.534074,56.436223,44.041664,46.254569,293.833166,347.401562,344.141561,335.520267,328.932025,325.821199,310.47483,284.684732,104.777824,46.48455,47.993126,264.162444,327.0404,323.883652,319.60947,310.981632,294.889098,270.293632,93.090787,210.053964,61.497244,61.844843,343.321547,223.116146,611.529155,610.299642,601.947158,592.138947,581.280072,548.668549,471.975368,368.282466,188.718292,269.96894,271.251268,202.723359,151.227954,57.129,36.628189,1261.730275,2.568844,2.545924,2.505915,2.555772,2.457952,2.448497,-0.00021,-0.000822,6.98E-05,0,
