Time,TC_A1_1,TC_A1_2,TC_A1_3,TC_A1_4,TC_A1_5,TC_A1_6,TC_A1_7,TC_A1_8,TC_A1_9,TC_A1_10,TC_A1_11,TC_A2_1,TC_A2_2,TC_A2_3,TC_A2_4,TC_A2_5,TC_A2_6,TC_A2_7,TC_A2_8,TC_A2_9,TC_A2_10,TC_A2_11,TC_A3_1,TC_A3_2,TC_A3_3,TC_A3_4,TC_A3_5,TC_A3_6,TC_A3_7,TC_A3_8,TC_A3_9,TC_A3_10,TC_A3_11,TC_A4_1,TC_A4_2,TC_A4_3,TC_A4_4,TC_A4_5,TC_A4_6,TC_A4_7,TC_A4_8,TC_A4_9,TC_A4_10,TC_A4_11,TC_A5_1,TC_A5_2,TC_A5_3,TC_A5_4,TC_A5_5,TC_A5_6,TC_A8_1,BDP_A5_1,BDP_A5_2,BDP_A5_3,BDP_A5_4,BDP_A5_5,BDP_A5_6,HF_0p15mAF,RAD_0p15mAF,EVENT,Untitled,Comment
1208,295.804261,327.575039,302.883506,287.679048,123.029697,86.540113,189.251006,78.359237,48.107161,45.210118,49.012748,296.429931,346.544972,329.128044,270.868032,261.157213,277.516355,252.446011,179.262542,50.342622,46.02039,48.344332,258.018616,312.851256,309.424589,302.969127,294.03983,278.936017,250.363317,82.20129,178.487714,71.53561,79.905293,341.651503,234.858046,685.588071,682.58253,671.401385,654.554965,638.393435,607.459409,527.912059,371.305191,198.881046,249.45259,256.593757,196.398798,125.951883,45.536489,32.328338,1261.9106,2.597995,2.546076,2.491568,2.522961,2.464208,2.469711,9.47E-05,-0.000975,-8.28E-05,0,
1209,296.056497,327.971854,303.540012,288.597066,129.913437,86.718195,190.238257,78.610501,47.953475,45.167474,48.933225,296.534891,347.413806,330.1819,273.055503,263.689572,279.511852,254.801704,181.968478,50.521918,45.829355,48.190713,258.461714,313.322526,310.006491,303.51519,294.69816,279.67195,251.032918,82.159124,178.443837,71.530124,78.150309,341.693449,234.901486,685.121058,682.188322,671.189327,654.4881,638.182482,607.572492,526.985834,368.803924,197.589337,249.758604,255.850601,196.938791,124.573233,45.208204,32.296444,1261.917045,2.594485,2.562711,2.489584,2.517162,2.452916,2.468948,9.47E-05,-0.000975,-8.28E-05,0,
1210,296.098829,328.598971,304.391224,289.562759,136.571549,87.017427,191.35145,78.726024,48.440431,45.210118,48.901767,297.681716,348.002048,331.100406,274.880905,265.671352,281.035671,256.230416,184.95357,50.860081,45.760704,48.233274,258.654237,313.658041,310.379055,303.961878,294.961798,280.455818,251.901016,82.054584,178.449549,71.53561,80.094204,341.802857,234.977021,684.575952,681.752361,670.826845,654.162793,637.857944,608.326356,525.695828,365.787396,197.32219,250.021402,255.625921,197.358543,122.928516,45.02269,32.146302,1261.917045,2.578001,2.532952,2.498131,2.518688,2.45551,2.45857,9.47E-05,-0.00128,-0.000235,0,
1211,296.093317,329.617235,305.194478,290.369433,142.070891,87.195531,192.567699,78.720538,48.620008,45.241656,48.822238,298.41232,348.360817,331.825264,276.916452,267.863758,282.214513,257.68447,187.048782,50.669764,45.680948,48.153691,258.798176,313.689224,310.593793,304.39751,295.324994,280.894927,252.720095,81.902393,178.82549,71.420112,85.483081,341.906787,235.009116,683.916443,681.274656,670.458944,653.795934,637.347724,609.541631,525.009565,363.745956,196.896638,250.203461,255.770088,198.497479,121.130466,44.831573,32.065584,1261.9106,2.54824,2.532189,2.483937,2.526471,2.4549,2.450024,-0.00021,-0.000975,-0.000388,0,
1212,296.183493,330.072316,305.799036,291.234871,146.850626,87.285458,193.11941,78.443567,48.488534,45.258314,48.764856,298.907228,348.887039,332.389333,278.379423,269.518317,283.673876,259.159982,188.059076,50.612436,45.808906,48.133289,259.338242,314.109007,310.830477,304.855082,295.968239,281.356128,253.561308,81.808834,178.613633,71.36323,88.180821,342.032621,235.139427,683.496817,680.855125,670.18532,653.378524,636.57077,610.275931,525.849931,361.798511,196.035964,250.408047,255.861846,199.277685,119.244861,44.662734,31.93233,1261.929936,2.522599,2.494035,2.477069,2.535933,2.490456,2.471695,-5.79E-05,-0.000975,-8.28E-05,0,
1213,296.166955,330.348352,306.076543,291.661097,151.568523,87.342416,193.789551,78.427108,48.397866,45.130382,48.637241,299.62654,349.453357,332.847552,279.623012,270.952417,284.766546,260.15256,187.468964,50.411024,45.829355,48.190713,259.769906,314.789118,311.364493,305.206108,296.72569,282.191398,254.181321,81.71902,178.520167,71.273428,86.91526,342.052659,235.122412,682.899184,680.439234,669.879058,653.14541,636.30217,610.152025,526.657962,360.21795,194.873588,250.466208,255.50795,200.709989,118.035464,44.942901,31.877862,1261.9106,2.510542,2.504413,2.485463,2.53868,2.456883,2.412938,-0.00021,-0.000822,-0.000388,0,
1214,296.314225,331.006271,306.297025,292.140712,156.274321,87.415861,194.476788,78.060329,48.249751,44.907803,48.526231,299.773687,349.926736,333.504639,280.69743,272.402353,285.986232,260.974674,187.125179,50.078294,45.866455,48.301774,260.031456,315.632173,312.208418,305.867551,297.278424,282.89493,254.892867,81.608998,178.672827,71.163413,83.579763,342.13107,235.165848,682.468728,680.045182,669.558339,652.897872,636.019181,608.972573,526.950002,360.950979,193.61948,250.396776,255.026667,202.736822,118.301871,45.430786,31.845954,1261.917045,2.513899,2.507771,2.473711,2.53288,2.472754,2.476121,-5.79E-05,-0.001127,-8.28E-05,0,
1215,296.656581,331.126847,306.565228,292.557518,160.238471,87.316684,195.366281,77.961269,48.149736,44.770505,48.315264,300.152538,350.410978,333.990078,282.004634,274.085405,287.32724,262.181129,187.556788,49.867499,45.951749,48.349871,259.893184,315.899686,312.696313,306.503126,298.063107,283.683376,255.353354,81.583301,178.569755,71.137715,84.858953,342.089127,235.160176,682.281656,679.67657,669.29923,652.928583,635.869573,609.038984,526.980454,361.709385,193.346489,249.602784,254.346695,204.63714,119.787369,46.092729,32.028042,1261.9106,2.558465,2.542719,2.489889,2.545394,2.453679,2.434304,9.47E-05,-0.000975,-0.000388,0,
1216,296.68237,331.22556,307.325765,293.247221,164.298804,87.085371,196.19468,77.91362,48.508941,44.685186,48.193148,300.215089,350.58213,334.234645,282.844945,275.29966,288.903902,263.999054,189.149655,49.412607,45.606738,48.301774,259.95673,315.962017,312.905438,306.63908,298.383601,284.264435,255.828777,81.462306,178.405673,71.090069,84.172525,342.282413,235.209283,681.965665,679.469587,669.056456,652.650345,635.62806,609.121577,527.170374,362.374981,193.587035,248.750318,254.470352,205.753774,121.141682,46.437498,32.001778,1261.923491,2.566249,2.555996,2.501794,2.555161,2.479011,2.460249,-5.79E-05,-0.001127,-0.000235,0,
1217,296.498303,331.627566,307.840026,293.800321,168.450978,87.195531,197.187093,77.40015,48.953156,44.610972,48.045086,300.582879,350.836988,334.818583,283.437057,275.967789,289.678977,265.192797,191.976018,49.745488,45.309856,48.338792,259.994094,316.365126,313.162204,306.822753,298.67825,284.597452,256.090764,81.425633,178.367508,71.090069,86.19729,342.360822,235.328242,681.390013,678.785126,668.554617,652.22216,635.200916,609.486006,527.032429,363.289611,193.630949,248.417886,254.888079,205.302211,122.080626,46.591319,31.969875,1261.929936,2.51451,2.521048,2.502405,2.539595,2.509836,2.477037,-0.00021,-0.000822,6.98E-05,0,
1218,296.498303,332.139168,308.170585,294.205864,172.492297,87.452584,197.64509,77.253447,49.138205,44.536753,48.008068,300.435768,350.982617,335.110529,284.361969,277.11804,290.453842,266.050426,194.572753,50.965412,45.12427,48.301774,260.106179,316.694913,313.639013,307.410445,299.451577,285.15239,256.652065,81.278945,178.024034,70.833361,85.714412,342.391811,235.32257,680.658266,678.089849,667.752114,651.602503,634.943192,609.01387,526.847887,365.211205,194.92323,248.449811,255.519196,205.677562,122.971492,47.067455,32.114402,1261.923491,2.546866,2.52059,2.479969,2.525555,2.485115,2.488025,0.000247,-0.001127,-0.000235,0,
1219,296.424673,332.869946,308.501114,294.685071,176.34541,87.636204,198.064897,77.253447,49.212218,44.499642,48.008068,300.28865,350.873395,335.292988,285.286565,278.008197,291.228499,266.907745,197.092507,50.521918,44.975781,48.338792,260.591821,317.244503,313.895733,307.887875,300.077468,285.929114,257.662064,81.168931,178.520167,70.870034,82.227508,342.428277,235.360332,679.823148,677.327511,666.955161,651.168964,634.582761,607.183028,526.704557,367.210419,197.213428,248.412245,256.193202,205.601349,123.793675,47.956305,32.264549,1261.923491,2.592958,2.551723,2.488058,2.542037,2.469244,2.465285,-5.79E-05,-0.000975,-8.28E-05,0,
1220,296.461488,333.271833,309.162085,295.385316,180.238368,88.223852,199.171549,77.58353,49.027179,44.425416,47.971049,301.024173,351.05543,336.022767,286.358704,279.231657,291.892327,267.280396,199.649655,50.15224,44.938656,48.227734,260.965323,317.97718,314.48246,308.181647,300.371964,286.261928,258.447314,81.095589,179.894181,70.723341,82.772403,342.532196,235.430182,679.164215,676.705008,666.370189,650.910655,633.96466,606.280292,526.950002,368.513231,198.734148,248.406605,256.711673,204.261711,124.535836,48.320928,32.446564,1261.917045,2.603489,2.5708,2.495231,2.534559,2.464819,2.448345,-0.00021,-0.000975,-8.28E-05,0,
1221,296.540629,333.715684,309.865141,295.943541,184.099872,88.670151,200.360037,78.065815,48.736604,44.468085,47.865527,301.691507,351.752565,336.539018,288.137894,281.052781,292.782718,267.770326,202.859963,50.37959,44.832829,48.233274,261.269669,318.495461,315.11125,308.774615,300.635131,286.378388,258.75198,80.991065,180.12891,70.692154,83.799974,342.605125,235.430182,678.619707,676.088023,665.899361,650.657781,633.604279,605.203588,527.308319,369.530603,197.932798,248.744678,257.497589,203.232457,124.722831,48.542992,32.521617,1261.917045,2.600284,2.541498,2.490042,2.52174,2.46604,2.46849,9.47E-05,-0.000975,-8.28E-05,0,
1222,296.540629,334.190567,310.599283,296.496153,187.383302,89.111012,201.313736,78.249203,48.551503,44.505197,47.865527,301.8018,352.00738,337.013284,289.504326,282.533951,293.925286,268.440813,204.804744,50.601374,44.75857,48.048159,261.381693,318.934956,315.441197,309.28858,301.223998,286.452338,259.08839,80.991065,180.319759,70.582132,82.447664,342.647065,235.473612,678.044407,675.621705,665.289158,650.157488,632.997082,604.634786,528.173628,369.608721,196.679101,249.125896,258.363665,202.094346,124.391873,48.548553,32.6023,1261.923491,2.555108,2.531578,2.479511,2.522198,2.46314,2.466811,-5.79E-05,-0.000822,-0.000235,0,
1223,296.897726,334.508386,311.175518,297.148138,190.731488,89.136758,202.370293,77.394664,48.577448,44.494086,47.780397,302.12165,352.142091,337.513072,290.637626,283.781224,295.093228,269.248905,206.699272,50.812065,44.71033,47.925996,261.333179,319.10711,315.68684,309.754789,301.654573,286.774029,259.151957,80.94342,180.65187,70.607832,78.155817,342.756457,235.511372,677.354846,675.041124,664.70979,649.724048,632.564684,603.163563,529.033511,367.610193,194.77053,249.538963,259.074237,201.446071,123.644158,48.437525,32.6023,1261.923491,2.543661,2.536309,2.473559,2.518382,2.463293,2.470016,0.000247,-0.001127,-8.28E-05,0,
1224,297.192191,334.764062,311.762644,297.847829,194.433988,89.393956,202.980472,76.917883,48.392327,44.531198,47.706346,302.562742,352.94286,338.060209,291.338777,284.965015,296.050812,270.030639,206.851714,50.738151,44.636064,47.777872,261.4452,319.400072,315.796811,309.828198,301.838549,286.589171,259.413569,80.833411,180.880897,70.534484,76.652241,342.79292,235.54913,676.774229,674.460604,664.239096,649.290637,632.312464,602.051315,529.893351,367.065041,193.090694,250.027038,259.97149,200.30189,122.859407,48.289475,32.564778,1261.923491,2.566554,2.531731,2.480274,2.524487,2.472907,2.476274,-5.79E-05,-0.000975,-8.28E-05,0,
1225,297.534451,335.030648,312.250594,298.484755,197.841439,90.103169,203.716382,77.589016,48.403405,44.505197,47.606346,302.794268,353.135732,338.654682,292.530323,286.455092,296.687787,270.786042,206.520113,50.823125,44.498629,47.640817,261.680398,319.740586,316.101015,310.132799,302.107102,286.56326,259.57423,80.771048,181.197697,70.435434,73.817577,342.891359,235.613305,676.146496,673.90553,663.64896,648.954752,632.049434,601.753522,530.240846,365.345706,192.35377,250.578805,260.857177,199.222345,122.101137,48.35238,32.553504,1261.9106,2.584869,2.543177,2.490653,2.537764,2.475348,2.486041,9.47E-05,-0.000822,-8.28E-05,0,
1226,298.091948,335.510883,312.549574,298.858386,200.745969,90.54973,204.484611,78.328045,48.33489,44.584973,47.463764,302.652756,353.323152,339.09777,293.531524,287.717155,297.724002,271.461253,207.554739,50.865611,44.467046,47.461166,261.872655,320.112211,316.509667,310.395189,302.333345,286.716679,259.430344,80.849874,181.814175,70.330896,72.026093,343.006221,235.694488,675.789129,673.548216,663.364786,648.707378,631.730585,601.579534,530.282051,367.132274,192.550418,251.034772,261.572595,198.961028,121.920037,48.320928,32.634185,1261.917045,2.610357,2.553707,2.510952,2.537153,2.484047,2.488483,-5.79E-05,-0.00128,-8.28E-05,0,
1227,298.485661,335.755593,312.905438,299.215452,203.212776,90.538729,204.778185,78.390429,48.21272,44.46253,47.415644,303.119526,354.258454,339.597385,294.700133,288.814339,298.08101,271.970837,209.181515,51.113215,44.493073,47.413037,262.01081,320.394153,316.828543,310.824568,302.579853,286.779559,259.344417,80.802229,182.22266,70.24657,72.11046,343.017172,235.819094,675.328401,673.123826,663.158458,648.21266,631.633321,602.27197,529.110547,367.252219,192.370974,251.646344,261.957307,198.514673,121.893918,48.332051,32.682978,1261.929936,2.610663,2.565916,2.515072,2.539595,2.464208,2.459333,-5.79E-05,-0.000822,6.98E-05,0,
1228,298.375285,335.755593,312.978802,299.657095,205.461279,90.94309,205.159384,78.243717,49.027179,44.388302,47.341573,303.156275,355.058979,340.39956,295.989847,290.365151,299.331989,273.123444,211.16172,52.295131,44.307367,47.413037,262.533378,321.053103,317.378219,311.55839,303.425828,287.371019,259.755474,80.838899,182.94798,70.319921,72.728417,343.08462,235.926684,675.214124,672.973295,663.044426,647.846145,631.447776,603.342969,527.528686,364.702223,192.13614,252.240861,261.951699,197.669536,121.850968,48.289475,32.789893,1261.923491,2.595095,2.551265,2.515225,2.524945,2.467566,2.466964,-0.00021,-0.001127,-0.000235,0,
1229,298.23362,335.761053,313.241049,299.809802,207.676377,91.242708,205.622486,78.652666,51.362499,44.282509,47.236002,303.712964,355.537417,341.09772,297.174056,291.773069,300.735077,274.095288,213.755413,54.293191,44.387209,47.381537,263.024098,321.644232,318.116491,312.260881,304.019709,288.374351,260.582957,80.954395,183.869911,70.178705,77.139988,343.132034,235.862519,675.079914,672.730294,662.72952,647.495917,631.206414,604.825003,525.604468,360.639968,191.84214,252.88961,261.514716,196.994149,121.488842,48.115516,32.726133,1261.936382,2.53374,2.509449,2.510341,2.552414,2.483741,2.467422,-0.00021,-0.001127,-0.000388,0,
1230,297.96503,335.677096,313.560176,300.056376,210.139742,91.967124,205.763541,78.89845,53.050344,44.08579,47.224915,303.848934,355.781206,341.524267,298.120403,292.794946,301.679971,275.272935,215.721874,54.060876,44.301811,47.259315,263.348738,322.401841,318.801572,312.873439,304.3764,288.658875,261.580075,80.906751,183.858485,70.131054,81.231393,343.188529,236.03427,674.991022,672.423812,662.315067,647.118599,630.865966,606.316184,523.187158,360.077889,191.78675,253.622484,261.16168,197.81643,121.024108,47.987765,32.746742,1261.917045,2.552818,2.547603,2.515378,2.545547,2.47077,2.469711,-5.79E-05,-0.001127,-0.000388,0,
1231,297.823347,335.792111,313.785712,300.319448,212.694787,93.002543,206.036031,78.830576,52.834373,44.165593,47.119335,303.964656,355.641121,341.675534,299.082992,293.685536,302.567603,276.169686,216.411939,53.476181,44.418794,47.301904,263.801986,323.322103,319.649478,313.465689,305.190676,289.070771,262.481555,80.802229,183.940551,69.989834,82.154125,343.194005,236.11544,674.778823,672.139124,661.777616,646.654683,630.655235,607.039448,521.794654,361.902166,191.143338,254.227747,261.391434,199.233806,122.000329,47.771175,32.71486,1261.923491,2.588074,2.559201,2.514004,2.548294,2.47016,2.47139,-0.000363,-0.000822,-0.000541,0,
1232,297.760768,336.387286,314.200076,300.514421,215.40584,94.743248,206.428534,78.584795,52.180762,44.176707,47.130424,304.049134,355.506478,341.722897,299.866824,294.397064,302.909345,276.552028,216.575377,52.786082,44.467046,47.312992,264.335314,324.137917,320.099897,314.063338,305.936762,289.635867,262.94054,80.776535,184.371919,70.037486,85.189363,343.328897,236.1796,674.514021,671.838119,661.332476,646.174537,630.716464,608.069668,520.923575,363.745956,190.940937,254.928363,262.015177,198.840846,123.483423,47.685989,32.553504,1261.9106,2.612189,2.569579,2.496758,2.530133,2.477027,2.477495,-5.79E-05,-0.000822,-0.000388,0,
1233,297.670637,336.516961,314.40364,300.718649,217.554633,96.75235,206.868714,78.4583,51.425346,44.08579,46.965612,304.436748,355.963112,342.253296,300.917234,295.412536,303.554225,277.017902,218.230589,52.141915,44.450379,47.296361,264.766056,324.487305,320.413037,314.706798,306.69196,290.173233,263.520749,81.310129,184.736547,70.021024,83.810998,343.418243,236.272104,674.095113,671.491823,661.023093,646.118602,631.128954,608.444844,520.760486,364.816752,190.194402,255.581981,262.965445,198.400214,124.472282,47.517517,32.720496,1261.929936,2.513899,2.501056,2.499963,2.524639,2.500222,2.486194,-0.00021,-0.000975,-0.000235,0,
1234,297.823347,336.339851,314.555795,300.871307,219.876599,98.674629,207.598351,78.64718,50.580777,44.128471,46.934109,304.625918,356.368731,342.732574,302.209953,296.670748,304.80866,278.359206,220.66713,51.962807,44.455934,47.227811,264.995343,324.712247,321.077583,315.482048,306.991387,290.917177,264.123137,81.535652,185.467624,69.879802,84.717625,343.443752,236.260766,673.757809,671.118333,660.541826,645.92727,631.370315,609.331602,521.108194,365.751044,190.526618,256.094983,263.626088,200.219874,125.471014,47.506387,32.559141,1261.917045,2.546561,2.530968,2.474474,2.523724,2.483589,2.472153,9.47E-05,-0.000822,-8.28E-05,0,
1235,297.792057,336.345311,314.561279,301.207882,222.23479,101.484615,208.784958,78.872742,50.401442,44.134028,46.939654,304.88854,356.774327,343.284703,303.759467,298.038919,305.879074,279.514424,222.646484,52.042188,44.387209,47.159258,265.299166,325.010329,321.192895,315.963981,307.437735,290.922699,264.576221,81.504467,185.320629,69.88529,86.957505,343.443752,236.298513,673.358886,670.646984,659.999102,645.602399,631.154161,610.229233,521.46666,367.095929,191.824934,256.244747,263.700726,200.715718,126.444135,48.024787,32.559141,1261.917045,2.510389,2.520437,2.481037,2.527539,2.471381,2.486804,-0.00021,-0.000822,-8.28E-05,0,
1236,297.749748,336.741496,314.922451,301.570196,224.579797,105.323039,209.655212,79.160698,53.240422,44.017098,46.748857,305.103418,357.241762,343.716556,304.856412,299.248266,306.828062,280.50979,224.082293,51.667349,44.34451,47.042559,265.479972,325.224305,321.553519,316.215027,307.946503,291.433959,264.98078,81.388961,185.238561,69.769768,92.298608,343.527621,236.309851,672.789574,670.222811,659.720534,645.288385,630.876783,611.173654,521.226502,367.90638,191.79822,256.106227,263.898518,202.214468,127.017053,48.258022,32.682978,1261.929936,2.501689,2.502124,2.479664,2.534406,2.463751,2.470627,9.47E-05,-0.000975,6.98E-05,0,
1237,297.681657,337.148572,315.331218,302.090577,227.31289,111.666002,210.688963,79.349589,56.41725,44.096905,46.754403,305.549628,357.68368,343.904211,305.670149,300.247405,307.567604,280.960057,225.56664,51.931404,44.312923,47.048104,265.224608,325.193202,321.668819,316.477022,308.209101,292.029976,265.657338,81.357777,186.12235,69.738577,93.07687,343.496637,236.240026,672.432423,669.901982,659.291843,645.005059,630.44992,611.430429,521.626194,369.292638,192.720351,255.625054,263.530938,203.554622,127.621994,48.485658,32.726133,1261.936382,2.539998,2.520743,2.481648,2.527692,2.462987,2.443766,-5.79E-05,-0.000669,-0.000388,0,
1238,298.007337,337.179622,315.692323,302.489566,229.615867,119.064215,211.634939,79.197378,56.153812,44.017098,46.748857,305.654301,357.860094,344.117394,306.656334,301.308802,308.406085,281.769649,226.735783,51.741219,44.233077,46.931396,265.107189,325.004858,321.626736,316.508183,308.166879,292.31966,265.763573,81.425633,186.231169,69.806446,94.75926,343.522146,236.341928,672.022705,669.492347,658.99158,644.922034,630.186956,611.24008,522.511537,371.134482,193.663393,254.60244,263.109156,203.810015,127.798061,48.955578,32.789893,1261.923491,2.52443,2.509755,2.478137,2.52937,2.479469,2.48131,9.47E-05,-0.000975,-8.28E-05,0,
1239,298.491169,337.112062,315.917742,302.752447,231.436772,125.008386,212.13541,78.13917,54.979791,43.874143,46.754403,305.329279,357.610936,344.195724,307.029049,301.866017,308.411577,281.701097,226.09726,51.303476,44.164339,46.973997,264.8145,324.681141,321.449168,316.513665,308.282556,292.398976,265.098201,81.577813,186.771363,69.738577,91.925191,343.631522,236.304182,671.551399,669.057378,658.629852,644.669395,629.826761,609.731944,522.54738,370.008357,193.243417,254.115327,262.922508,204.496132,128.247726,49.436459,32.752377,1261.923491,2.528856,2.499987,2.466996,2.517162,2.464819,2.458875,9.47E-05,-0.000822,-0.000388,0,
1240,299.079777,337.367624,316.064361,303.120097,233.024082,129.95408,212.477911,77.699045,53.983963,43.762748,46.71735,304.778346,357.392699,344.195724,307.396232,302.197001,308.264813,281.923368,224.618859,50.970942,44.05289,46.936941,264.665352,324.534828,321.229506,316.586951,308.649809,292.804822,264.576221,81.761182,187.076779,69.628541,87.907084,343.584114,236.406083,670.851752,668.611561,658.221114,644.261571,629.347719,607.459409,521.963113,367.562939,192.162854,253.541891,262.948629,205.056377,128.573787,49.684217,32.778622,1261.9106,2.518325,2.497545,2.467606,2.524487,2.451085,2.447734,-5.79E-05,-0.001127,-0.000388,0,
1241,299.195637,337.336575,316.216456,303.199123,234.653824,135.182555,213.016321,77.887915,53.288374,43.619764,46.722896,304.489979,357.252648,344.310491,307.879008,302.312824,308.086843,282.225241,224.169485,50.717784,44.058447,46.868373,264.596353,324.284242,321.161759,316.739,308.838914,292.957908,264.320767,81.803345,187.426085,69.560671,86.312975,343.678931,236.315521,670.656036,668.19842,657.917322,643.741941,628.829122,606.655399,521.160192,363.040515,190.925693,253.67685,263.00838,205.803328,128.483866,49.891319,32.988723,1261.936382,2.51802,2.49724,2.464859,2.522198,2.48481,2.465896,-5.79E-05,-0.000822,-0.000235,0,
1242,299.331753,337.216131,316.608653,303.629241,236.416509,140.295545,213.423449,78.023652,52.428223,43.571506,46.56358,304.332039,357.278136,344.518208,308.785701,303.000434,308.369394,282.214161,224.233987,50.891506,43.898716,46.783164,264.622484,324.273297,320.931131,316.581469,308.82793,292.725517,264.160432,81.755694,187.834601,69.586374,86.491081,343.600539,236.309851,670.251889,667.866823,657.622558,643.267425,628.427574,606.291077,520.437848,360.197955,190.003463,253.25889,262.181375,204.959218,128.253358,50.218485,33.208115,1261.929936,2.551903,2.514943,2.482106,2.498696,2.446201,2.456433,-0.00021,-0.000822,-8.28E-05,0,
1243,299.6315,337.331116,317.017257,303.965543,238.232582,145.060402,213.923683,77.662369,51.805862,43.502785,46.532068,304.153851,357.028957,344.596533,309.194901,303.447092,308.705088,282.219701,224.277581,50.712254,43.867118,46.75165,264.553484,324.095862,320.973221,316.806801,308.980306,292.509667,263.569217,81.577813,187.687608,69.591862,83.946786,343.698964,236.33626,669.733604,667.421097,657.250051,642.859687,628.236702,605.741925,520.319533,360.841849,191.023045,252.647744,260.788058,204.566636,128.017249,50.281305,33.534303,1261.917045,2.537861,2.513722,2.479664,2.532575,2.47718,2.466048,-0.00021,-0.000975,-8.28E-05,0,
1244,300.11509,337.592127,317.425822,304.301813,239.934286,149.873588,214.880228,76.750965,51.404979,43.322625,46.389372,303.828691,356.488752,344.383366,309.383882,303.562873,308.820641,282.002995,222.879808,50.274218,43.835519,46.757196,264.29802,324.101335,320.942084,316.702359,309.059238,291.961691,262.86591,81.289921,187.349731,69.523991,82.484358,343.667981,236.341928,669.08674,666.810561,656.713052,642.39607,628.098067,605.49609,520.57586,363.065961,190.608728,252.428376,260.046246,205.372704,127.573272,50.397744,33.802325,1261.923491,2.530993,2.522727,2.497521,2.534864,2.454137,2.405612,-5.79E-05,-0.001127,-8.28E-05,0,
1245,300.96076,337.738151,317.938784,304.522309,241.32794,154.652718,215.868848,77.044365,51.035424,43.136877,46.389372,303.534745,356.161343,344.1283,309.383882,303.232022,308.637205,281.336145,221.475701,49.756556,43.72404,46.720134,263.96235,323.881837,320.90547,316.44586,308.912357,291.887884,262.343432,81.326593,187.464262,69.487311,81.682663,343.78283,236.385344,668.729821,666.417462,656.212258,641.968561,627.851405,605.28615,520.868029,365.580198,191.607297,252.283996,260.201362,206.254844,127.166862,50.292413,33.882912,1261.929936,2.552055,2.519369,2.485463,2.537916,2.462224,2.445292,-5.79E-05,-0.001127,-8.28E-05,0,
1246,301.133565,337.982769,318.36746,304.84203,242.521348,158.82044,215.971527,76.629969,50.617748,43.014289,46.230016,303.413508,356.186835,344.336023,309.519684,303.000434,308.296012,281.17685,220.515256,49.338623,43.601431,46.671979,263.615469,323.541626,320.528365,316.361608,308.82793,292.061358,261.88433,81.168931,187.529188,69.476335,79.995179,343.709914,236.347598,668.439949,666.163862,655.669921,641.427441,627.599345,605.034934,521.513273,368.415129,192.714616,252.3215,260.687181,207.512029,127.728758,50.218485,33.957863,1261.929936,2.546255,2.518301,2.492179,2.540206,2.469092,2.459944,-5.79E-05,-0.000822,-8.28E-05,0,
1247,301.17583,338.280254,318.775898,304.994504,243.430088,161.945114,215.901179,74.28831,50.142592,42.834056,46.124357,303.492499,355.864856,344.41435,309.892112,303.079465,308.08135,281.367655,219.685498,48.900176,43.60699,46.603398,263.509133,323.547099,320.387372,316.220509,308.723255,292.214482,261.815252,81.027736,187.114956,69.335102,80.319801,343.813812,236.379674,668.10842,665.796156,655.049901,640.917019,627.449908,605.244869,522.439851,371.35242,193.205236,252.465877,261.12993,207.925292,128.472602,50.508622,34.027179,1261.923491,2.560755,2.5212,2.494621,2.531354,2.492135,2.486652,9.47E-05,-0.000822,-0.000235,0,
1248,301.354127,338.603309,319.173343,305.282941,244.552865,164.984983,216.199623,71.972214,49.61922,42.605501,46.044665,303.633977,355.968555,344.773258,310.253524,303.404831,308.25932,281.436216,218.502236,48.487532,43.527098,46.709042,263.764683,323.761139,320.381896,316.251673,308.82793,292.504147,262.220288,80.875568,186.116637,69.366295,78.748125,343.746372,236.385344,667.751561,665.439349,654.58539,640.453535,627.239274,605.465593,523.735532,373.718426,194.470858,252.88398,261.322331,208.311875,128.703139,50.698952,34.107749,1261.929936,2.595095,2.548518,2.51202,2.537916,2.487251,2.472153,-5.79E-05,-0.000975,-8.28E-05,0,
1249,301.648188,338.822309,319.612854,306.054403,246.394772,168.528314,216.769798,71.898855,49.249223,42.456816,45.970518,303.597233,356.114076,345.137598,311.500733,304.176728,309.469955,282.140081,219.375967,48.709605,43.341247,46.634916,263.727381,323.687969,320.308659,315.995147,309.011535,293.131319,262.705475,80.802229,185.314915,69.219571,75.80881,343.886727,236.455165,667.311393,664.999247,654.182348,639.83499,626.945824,605.137204,524.554444,376.326787,195.534005,253.215773,261.12993,208.915464,128.772481,50.767304,34.06465,1261.923491,2.54595,2.510212,2.479969,2.537916,2.481605,2.513512,-5.79E-05,-0.000975,-8.28E-05,0,
1250,301.87422,338.718268,319.911315,306.574114,248.165762,172.423206,217.345562,73.554814,49.106734,42.536725,46.013141,303.529245,356.083139,345.14305,312.166345,304.990698,310.098954,283.145526,222.039335,48.789159,43.38398,46.603398,263.62105,323.620271,320.460607,315.963981,309.310774,293.616349,263.196143,80.734379,184.633443,69.225059,76.175517,343.886727,236.492909,666.840474,664.492179,653.820904,639.366165,626.54978,605.280757,524.948655,377.851042,196.144741,253.440694,260.831033,208.420406,128.622535,50.915103,34.10212,1261.923491,2.509473,2.504566,2.477985,2.555161,2.508616,2.495198,-5.79E-05,-0.000822,-0.000235,0,
