Time,FSW1_0-03mBC,FSW1_0-3mBC,FSW1_0-61mBC,FSW1_0-91mBC,FSW1_1-22mBC,FSW1_1-52mBC,FSW1_1-83mBC,FSW1_2-13mBC,FSW2_0-03mBC,FSW2_0-3mBC,FSW2_0-61mBC,FSW2_0-91mBC,FSW2_1-22mBC,FSW2_1-52mBC,FSW2_1-83mBC,FSW2_2-13mBC,FSW3_0-3mBC,FSW3_0-61mBC,FSW3_0-91mBC,FSW3_1-22mBC,FSW3_1-52mBC,FSW3_1-83mBC,FSW3_2-13mBC,FSW4_0-3mBS,FSW4_0-61mBS,FSW4_0-91mBS,FSW4_1-22mBS,FSW4_1-52mBS,FSW4_1-83mBS,FSW4_2-13mBS,FSW3_bdp_0-3mBC,FSW3_bdp_0-61mBC,FSW3_bdp_0-91mBC,FSW3_bdp_1-22mBC,FSW3_bdp_1-52mBC,FSW3_bdp_1-83mBC,FSW3_bdp_2-13mBC,FSW4_bdp_0-3mBS,FSW4_bdp_0-61mBS,FSW4_bdp_0-91mBS,FSW4_bdp_1-22mBS,FSW4_bdp_1-52mBS,FSW4_bdp_1-83mBS,FSW4_bdp_2-13mBS,FSW1_HF_0-15mAF,FSW1_RAD_0-15mAF,FSW2_HF_0-15mAF,FSW2_RAD_0-15mAF,FSW3_HF_1-52mBC,FSW3_HF2_1-52mBC,FSW5_HF_1-52mBC,FSW5_HF2_1-52mBC,FSW6_bdp_0-3mBS,FSW6_bdp_0-6mBS,FSW6_bdp_0-9mBS,FSW6_bdp_1-2mBS,FSW6_TC_0-3mBS,FSW6_TC_0-6mBS,FSW6_TC_0-9mBS,FSW6_TC_1-2mBS,Untitled,Comment
353,849.550872,754.67639,515.723274,329.92741,144.486251,25.774674,44.059012,-167.843237,367.135745,249.754114,142.822632,81.809838,71.232746,43.238279,39.377631,38.814336,145.10923,108.942721,88.454802,71.627058,65.519563,40.564623,32.751784,110.541277,97.498844,58.831336,44.614669,32.54938,29.165472,29.370096,2.502429,2.525575,2.521892,2.509226,2.529609,2.51998,2.523264,2.537288,2.534069,2.536132,2.556285,2.556528,2.503121,2.529617,-0.000341,1.10E-05,-0.000516,-5.88E-05,0.00047,0.000644,0.000575,0.000386,2.541428,2.554848,2.42677,2.503838,149.348001,185.94241,84.989416,38.327018,0,
354,861.989499,755.402385,521.522163,342.037394,108.78083,-20.527217,22.164576,-254.390743,358.146493,243.12466,129.669376,75.967931,72.432726,42.334657,40.074906,39.549631,145.665419,109.080231,88.627785,71.946481,65.729132,40.553736,32.703279,111.458234,98.004404,57.605571,44.678108,32.575951,29.154471,29.359096,2.50365,2.527406,2.522655,2.509836,2.528998,2.520285,2.522501,2.536983,2.533,2.535064,2.556743,2.556986,2.504189,2.530685,-3.59E-05,-0.000142,-0.000516,9.37E-05,0.000165,0.000492,0.000423,0.000386,2.579277,2.557137,2.403729,2.522611,147.566839,184.453039,84.108636,38.214987,0,
355,866.37463,764.769727,525.429406,347.432855,97.505157,-48.065435,15.472344,-434.168564,364.581739,251.282267,133.839323,73.437877,71.25872,46.64374,42.680241,36.935754,146.421967,109.117318,88.738021,72.203249,65.435401,40.702796,32.740819,112.795121,98.336395,57.347751,44.789533,32.538413,29.079129,29.396747,2.505176,2.527406,2.523723,2.509684,2.529304,2.520285,2.521738,2.545377,2.538037,2.537353,2.555064,2.557139,2.505105,2.532364,-0.000341,-0.000142,-0.000668,-0.000211,0.000317,0.000644,0.00027,0.000539,2.553942,2.556526,2.403882,2.5336,145.603329,182.969285,83.123309,38.407151,0,
356,855.797746,764.658975,517.075755,339.775777,67.905333,-91.163565,-7.444713,-1056.00719,357.418977,255.481489,128.094092,79.048179,73.239792,51.826008,46.614887,38.840754,147.02739,109.006057,88.701275,72.166568,65.361964,40.889094,32.703279,113.240976,98.594644,57.937006,44.752392,32.575951,29.116801,29.434396,2.504413,2.527406,2.522655,2.510142,2.529151,2.520132,2.521281,2.543088,2.537121,2.535827,2.558574,2.556223,2.503426,2.532669,-0.000341,-0.000142,-0.000363,-0.000211,0.000165,0.000492,0.000575,0.000539,2.559131,2.559883,2.410595,2.553289,144.186783,181.692408,82.703673,38.988068,0,
357,841.52938,759.867747,507.105484,336.095066,71.836015,-111.443938,3.315514,-2067.523188,379.978366,270.832,155.472053,83.235405,78.490838,55.411835,50.469404,39.592376,147.146456,109.196914,88.706643,71.768429,65.330609,41.006299,32.633678,113.803886,99.264244,59.267614,44.683532,32.543896,29.084631,29.439896,2.502276,2.525575,2.522349,2.509073,2.529151,2.520132,2.521128,2.541409,2.535747,2.539489,2.55659,2.557291,2.504952,2.531906,-3.59E-05,-0.000294,-0.000668,-5.88E-05,0.000165,0.000339,0.00027,0.000386,2.552722,2.557442,2.401898,2.547489,143.825131,180.639986,82.646378,39.564064,0,
358,817.951881,745.623891,502.693441,331.352556,106.198022,-33.213215,25.88537,-296.59936,384.26081,271.730433,160.876342,83.717825,81.725163,59.211571,50.918272,39.26211,147.644039,109.202332,88.160873,71.480326,65.225815,41.048993,32.601617,114.292614,100.377111,59.824937,44.688957,32.624453,29.165472,29.445395,2.501971,2.525423,2.521892,2.509226,2.528846,2.51998,2.521586,2.535914,2.531779,2.536895,2.555522,2.557444,2.499306,2.529159,-0.000188,-0.000142,-0.000668,-0.000364,0.000165,0.000339,0.000423,0.000539,2.552569,2.55851,2.408459,2.521085,144.00871,179.985314,82.641019,40.192556,0,
359,825.848239,736.295611,501.004855,334.676463,104.088699,-37.494283,21.379101,-317.99225,379.149656,264.950226,159.012335,84.672081,85.029187,59.542795,49.291583,38.851657,148.022612,109.202332,87.866968,71.186857,64.968767,41.048993,32.601617,114.850429,101.226571,61.296183,44.651814,32.624453,29.165472,29.407746,2.498766,2.526643,2.523112,2.509378,2.528083,2.51998,2.522044,2.540188,2.535595,2.535369,2.556285,2.555918,2.503426,2.527786,-3.59E-05,-0.000142,-0.000668,-5.88E-05,1.20E-05,0.000339,0.000575,0.000691,2.558826,2.56324,2.408612,2.526732,144.273478,179.450787,82.751076,40.528029,0,
360,827.116538,733.429399,498.276858,331.018372,118.676616,-9.346742,36.520998,-212.151342,387.153656,272.729235,165.287479,83.712463,87.154343,58.985352,47.953883,37.315001,147.903501,108.900219,87.567721,70.484469,64.375792,40.894536,32.633678,115.402987,101.84926,60.81275,44.609244,32.61897,29.19764,29.402246,2.498614,2.524965,2.521892,2.50831,2.52793,2.51998,2.521738,2.538509,2.534069,2.530028,2.554911,2.554392,2.500832,2.528396,-3.59E-05,1.10E-05,-0.000821,-5.88E-05,0.000317,0.000339,0.000423,0.000539,2.556537,2.557747,2.41853,2.52139,144.646251,178.643462,82.709032,40.70892,0,
361,833.753839,744.773058,499.954875,338.13909,173.029815,74.187483,71.66963,-89.900256,389.036732,266.585719,168.031335,80.043769,84.436284,59.243,47.064976,36.342893,148.206389,108.75189,87.42079,70.374406,63.898283,40.782761,32.746301,115.440193,102.070983,60.261029,44.53495,32.61897,29.235307,29.439896,2.501513,2.524965,2.520976,2.508768,2.528083,2.519827,2.521128,2.534693,2.531779,2.532927,2.555369,2.553782,2.498543,2.529922,-3.59E-05,-0.000142,-0.000516,-5.88E-05,1.20E-05,0.000339,0.000575,0.000691,2.562031,2.557594,2.428753,2.511011,145.143658,177.885518,82.71439,40.751623,0,
362,825.28093,742.531503,489.617906,337.409162,168.910204,70.776201,66.787524,-85.981563,389.941854,257.883091,162.735811,83.2721,80.508794,61.082529,45.433775,34.920556,148.282117,109.011474,87.751393,70.007519,63.641134,40.782761,32.896447,115.402987,101.664509,59.414813,44.572098,32.581434,29.272973,29.477543,2.502734,2.52527,2.521281,2.509226,2.528541,2.520132,2.522044,2.53683,2.532848,2.527128,2.55659,2.556223,2.504952,2.53038,-0.000341,-0.000447,-0.000668,-5.88E-05,0.00047,0.000187,0.000728,0.000691,2.558063,2.565834,2.42326,2.51269,145.630128,176.811109,82.488921,40.857964,0,
363,801.601348,735.813319,483.73862,335.949038,173.793014,74.33419,65.906057,-77.56191,386.75524,251.850583,156.573826,80.483908,77.463651,62.516446,44.09762,34.95801,148.660794,109.493658,87.751393,69.787377,63.383965,40.857279,32.78384,115.402987,101.258116,59.157208,44.497802,32.543896,29.235307,29.477543,2.499987,2.525728,2.521129,2.508005,2.527777,2.519217,2.52067,2.536067,2.532695,2.531706,2.555674,2.556528,2.503884,2.531143,-3.59E-05,1.10E-05,-0.000516,-5.88E-05,0.000165,0.000339,0.000881,0.000539,2.557605,2.565682,2.432416,2.521543,146.511902,175.677215,82.279535,40.794325,0,
364,790.101927,733.277377,478.639159,336.01672,178.979129,76.199326,64.063647,-72.897714,378.159871,250.606681,150.760517,77.617998,76.724626,63.576858,43.683637,35.13979,148.428046,109.933445,87.782762,69.745327,63.158149,40.851837,32.853431,115.806859,101.17884,58.526097,44.306618,32.500874,29.267473,29.547337,2.498919,2.52588,2.523265,2.508158,2.527472,2.517843,2.519449,2.535151,2.529185,2.530791,2.55659,2.555002,2.501443,2.526107,-0.000188,1.10E-05,-0.000363,-5.88E-05,0.000317,0.000187,0.000881,0.000539,2.558826,2.566597,2.432568,2.520932,147.301676,174.79388,81.907357,40.788885,0,
365,796.979781,738.339902,492.656957,344.115907,187.801535,82.435769,62.777115,-69.100435,374.786008,249.705595,150.381378,77.17797,77.12814,64.495344,43.869361,36.337429,147.935827,109.859237,87.856234,70.00216,63.378598,40.591003,32.853431,116.700232,100.698679,57.789708,44.157991,32.538413,29.267473,29.434396,2.501666,2.52588,2.521586,2.508768,2.528083,2.518606,2.517618,2.533472,2.52949,2.527586,2.551401,2.55607,2.502206,2.527175,0.000117,1.10E-05,-0.000516,-0.000211,1.20E-05,0.000492,0.000575,0.000539,2.556384,2.565376,2.432568,2.527342,148.259889,173.507655,81.661311,40.762505,0,
366,806.035986,759.351492,508.03891,356.651456,172.762716,50.499732,49.654406,-102.878621,368.873941,248.095763,146.485282,76.706639,78.050607,65.308772,45.322483,36.642095,148.092801,109.716248,88.00855,70.30103,63.824814,40.29828,32.746301,117.227024,100.81487,57.058441,44.051937,32.506357,29.235307,29.552835,2.499682,2.525575,2.521586,2.508921,2.527472,2.516317,2.520365,2.533777,2.529795,2.528196,2.554606,2.552714,2.500222,2.527938,-3.59E-05,0.000164,-0.000363,-5.88E-05,0.00047,0.000187,0.000423,0.000386,2.56371,2.560036,2.436841,2.534821,149.277713,172.090516,81.509237,40.868845,0,
367,779.675683,736.101445,497.271275,347.724375,222.740235,123.537758,83.4438,-24.045771,370.902172,257.1291,155.922358,77.324645,80.760299,65.707373,45.799261,32.402666,147.86011,109.673728,88.150138,70.515797,63.745977,40.031875,32.665738,117.221581,100.255552,56.279289,43.972183,32.500874,29.267473,29.472044,2.500903,2.524812,2.520976,2.508158,2.528235,2.516622,2.521586,2.532556,2.524758,2.526975,2.554453,2.554697,2.5019,2.527175,-0.000341,-0.000142,-0.000821,-0.000211,0.000165,-0.000119,0.000423,0.000691,2.564626,2.561562,2.433331,2.524748,150.3829,171.02809,81.551274,41.172313,0,
368,751.314727,703.717014,472.979473,331.389093,189.531403,83.107112,66.27872,-52.315579,357.82975,252.493776,141.311829,77.115347,81.101284,65.901706,45.439197,34.32659,148.249786,110.204041,88.234353,70.636575,63.573027,39.93091,32.676703,117.381453,99.380356,55.663447,43.797204,32.43676,29.240808,29.520689,2.500597,2.525118,2.521129,2.508921,2.527014,2.518759,2.521433,2.534235,2.529185,2.527128,2.552011,2.553934,2.501748,2.527328,-0.000341,-0.000294,-0.000516,-5.88E-05,0.000622,0.000187,0.000423,0.000539,2.562031,2.563851,2.433636,2.531616,151.591342,169.916591,81.655953,41.464827,0,
369,744.643221,702.758933,467.405554,335.578617,188.336253,71.137695,64.835322,-64.190594,360.619486,256.717307,141.980518,76.811286,82.081459,63.723833,45.428354,32.402666,148.768874,110.712821,88.076659,70.772603,63.341857,39.882728,32.740819,117.743088,98.44707,55.062732,43.637658,32.313159,29.267473,29.396747,2.499987,2.52527,2.522349,2.508615,2.527625,2.519064,2.522044,2.536372,2.528879,2.52667,2.55369,2.553324,2.499154,2.526565,-0.000341,-0.000142,-0.000516,-5.88E-05,0.000317,0.000187,0.000423,0.000691,2.557911,2.559883,2.4315,2.539553,152.54017,169.039639,81.729313,41.799934,0,
370,739.31956,700.469304,472.041055,337.263166,208.907284,94.165388,79.484859,-42.068309,372.65003,265.205913,164.525612,79.236906,81.206017,60.641168,45.062762,31.506736,148.96378,111.052367,88.082027,70.851333,63.09003,39.888175,32.746301,118.568366,97.936022,54.404204,43.568736,32.318644,29.235307,29.439896,2.50075,2.525728,2.522044,2.508768,2.527472,2.518301,2.520823,2.538051,2.529642,2.527128,2.553232,2.553934,2.49778,2.525954,-3.59E-05,-0.000142,-0.000821,-5.88E-05,0.000165,0.000187,0.000575,0.000539,2.555621,2.561257,2.445996,2.534211,153.217999,168.576591,81.797315,42.241162,0,
371,705.854688,676.984432,461.908158,320.949437,157.932336,42.700677,52.897546,-84.292053,366.211574,257.834742,156.828731,78.676093,79.690844,58.054178,45.348738,30.631172,149.028462,111.190039,88.401956,70.987358,63.005807,39.802701,32.622712,118.706574,97.44581,54.024476,43.446341,32.270128,29.186639,29.391247,2.503039,2.526186,2.522197,2.509378,2.528388,2.519064,2.518076,2.540493,2.535137,2.528654,2.55659,2.552561,2.497323,2.520766,-0.000188,-0.000142,-0.000516,-0.000364,0.000165,0.000187,0.000575,0.000539,2.553027,2.560341,2.450573,2.540316,154.167419,168.195391,81.797315,42.613255,0,
372,709.264171,686.907916,474.41508,324.661963,187.0488,83.841232,71.564902,-50.132363,373.961956,267.523009,172.117454,79.278938,80.147219,58.107137,45.88427,32.338546,149.423868,111.577664,89.152988,70.930063,62.874929,39.669867,32.488978,118.387452,97.24072,53.413253,43.239532,32.249034,29.240808,29.407746,2.505023,2.527101,2.521892,2.509378,2.527472,2.520285,2.519297,2.545072,2.536663,2.531401,2.557964,2.552714,2.49656,2.521529,-0.000188,-0.000142,-0.000668,-5.88E-05,0.000165,0.000492,0.00027,0.000386,2.548296,2.555153,2.484448,2.552679,154.921648,167.923002,81.681917,42.905415,0,
373,695.942733,671.439632,473.537997,317.066743,181.150228,74.030061,66.262632,-55.654516,360.759617,263.105115,163.371962,79.482912,79.654154,57.354392,45.756755,31.796318,149.824005,112.081411,89.651427,71.170782,63.33649,39.578929,32.547623,119.153958,98.699943,52.99099,43.186051,32.270128,29.186639,29.315944,2.508228,2.527101,2.526012,2.510142,2.528235,2.520132,2.523264,2.54843,2.540326,2.534301,2.560253,2.557139,2.499154,2.526718,-0.000188,-0.000294,-0.000516,-5.88E-05,0.000317,0.000187,0.000423,0.000691,2.54738,2.556526,2.509472,2.532532,155.611171,167.547422,81.760635,43.133991,0,
374,687.405023,659.14758,469.097835,316.417783,205.821027,103.389711,82.127459,-29.497491,364.07826,277.595856,170.357247,79.200232,81.022531,56.886217,45.990095,32.295515,150.706693,112.38949,89.882712,71.548334,63.237001,39.776303,32.445945,119.686954,99.928659,51.930707,43.196914,32.130896,29.159972,29.402246,2.508533,2.526949,2.525554,2.511057,2.529304,2.520285,2.521891,2.553772,2.544752,2.537048,2.55949,2.557444,2.5019,2.530838,-0.000341,0.000164,-0.000516,9.37E-05,1.20E-05,0.000492,0.000575,0.000691,2.554248,2.558205,2.490399,2.517727,156.105257,167.204415,81.540558,43.208364,0,
375,676.450161,658.29069,472.087432,321.666427,206.098958,97.013191,77.477427,-31.971445,366.305471,277.012809,165.298611,79.467669,82.574693,56.823289,45.815522,35.043855,151.475951,112.734787,90.18754,72.182642,63.210995,39.936356,32.381812,119.99627,101.342792,54.046035,43.170588,32.179419,29.208642,29.450895,2.509906,2.527101,2.524638,2.510905,2.528083,2.52059,2.521433,2.553161,2.541394,2.541016,2.557811,2.556223,2.502816,2.530838,-0.000188,1.10E-05,-0.000516,9.37E-05,0.000317,0.000492,0.000575,0.000386,2.551501,2.559578,2.49162,2.534516,156.219289,166.327964,81.247134,43.096803,0,
376,672.414699,665.585143,472.543537,332.735466,228.014384,121.599522,88.372184,-10.200909,368.873941,277.07621,165.782769,80.153802,82.967747,57.328316,46.286701,34.845644,152.868092,113.169947,90.470911,72.758807,63.383965,40.037321,32.370843,120.731628,102.218812,54.145948,43.085345,32.168449,29.19764,29.402246,2.506854,2.525575,2.524486,2.509836,2.528083,2.519827,2.521738,2.542477,2.536663,2.533232,2.556132,2.555918,2.502206,2.529312,-0.000341,-0.000447,-0.000668,-5.88E-05,0.000165,0.000492,0.00027,0.000691,2.556537,2.558357,2.48338,2.531921,156.534496,165.15807,80.597688,42.847317,0,
377,666.882183,665.740468,470.43638,336.945325,239.662904,137.183004,98.990488,5.724354,366.487128,285.240867,169.071846,81.154881,82.170945,58.149339,46.445814,34.444483,153.941587,113.441039,90.481654,73.13631,63.578394,40.197338,32.419363,121.414454,103.116815,54.341199,43.096209,32.254519,29.170974,29.413246,2.502887,2.525423,2.521739,2.508463,2.528541,2.519675,2.521738,2.541561,2.53529,2.528349,2.555522,2.553782,2.500222,2.528091,-3.59E-05,-0.000142,-0.000668,-0.000211,0.000317,0.000187,0.000423,0.000844,2.559284,2.556374,2.498028,2.521237,157.017639,164.118589,79.926869,42.576051,0,
378,653.849617,657.810304,458.185097,330.981833,198.612627,90.816565,78.677561,-25.893083,351.710663,274.364887,159.919627,79.420278,80.692268,57.512495,45.248282,34.471007,154.765533,113.541716,90.507678,73.529054,63.971751,40.186447,32.33329,121.739598,103.845652,54.404204,42.936571,32.168449,29.19764,29.402246,2.502429,2.52527,2.522349,2.508921,2.528083,2.519827,2.521738,2.543546,2.536511,2.528502,2.554911,2.553477,2.500527,2.529465,-0.000188,-0.000294,-0.000821,-0.000364,0.000317,0.000492,0.000423,0.000386,2.559589,2.562935,2.472088,2.507196,157.751245,163.406218,79.350865,42.363669,0,
379,652.373601,659.18901,451.368337,331.42563,166.81908,53.497817,61.978894,-54.42493,349.057716,271.395597,151.68177,80.709345,78.496196,56.78106,43.174324,37.395202,155.568402,113.881808,90.586583,73.827831,64.344428,40.191893,32.376327,121.745055,105.368196,54.962871,42.756011,32.136382,29.240808,29.370096,2.505176,2.52588,2.522044,2.510752,2.528541,2.520132,2.52006,2.547514,2.540021,2.535674,2.556438,2.555918,2.502511,2.530075,-0.000341,-0.000142,-0.000821,-5.88E-05,0.00047,0.000492,0.000423,0.000386,2.546159,2.542183,2.437298,2.504906,158.664129,162.758998,78.764181,42.103162,0,
380,636.024304,639.406472,439.651776,315.867984,149.743318,39.470761,62.378032,-64.583261,371.669898,284.11965,171.272641,82.244726,76.840031,54.932412,40.899792,36.492504,156.47435,114.91795,90.507678,74.22592,64.559431,40.223726,32.33329,121.888977,107.399877,56.653172,42.638967,32.093343,29.159972,29.402246,2.505481,2.531526,2.524638,2.51121,2.528846,2.520132,2.521738,2.556214,2.544905,2.542999,2.559948,2.557139,2.504495,2.531143,0.000117,-0.000142,-0.000516,-0.000211,0.000317,0.000797,0.000575,0.000386,2.542496,2.531502,2.40556,2.483386,159.077069,161.801853,78.17217,41.688242,0,
381,619.748719,630.506083,431.304336,306.026786,97.357686,-25.867768,25.231705,-121.682616,372.390631,289.9574,167.339644,83.927297,75.624156,53.155716,41.452732,37.795277,157.342584,117.705533,90.502306,74.403946,64.554065,40.33011,32.252695,123.67708,108.951561,58.599722,42.819545,32.087857,29.192139,29.321444,2.508228,2.532289,2.524181,2.511515,2.531898,2.52059,2.521128,2.562319,2.552536,2.548341,2.56468,2.558359,2.50541,2.531906,-3.59E-05,-0.000142,-0.000668,-5.88E-05,0.000165,0.000339,0.00027,0.000691,2.519299,2.517464,2.413647,2.498191,158.190995,159.96443,77.391512,41.37947,0,
382,602.982521,609.131153,419.865594,296.543227,90.778165,-46.02041,18.986188,-141.575471,389.585111,302.282199,182.577176,85.956974,79.670228,53.720228,43.360125,38.030301,157.391687,119.767537,90.365987,74.414661,64.270969,40.303724,32.263665,126.906164,110.446596,61.406492,43.351087,32.098829,29.203141,29.370096,2.512195,2.531984,2.524181,2.511668,2.531746,2.520743,2.520823,2.566135,2.558336,2.558871,2.57857,2.572702,2.513803,2.536027,-0.000341,1.10E-05,-0.000668,-5.88E-05,0.000165,0.000492,0.00027,0.000691,2.509531,2.538216,2.413952,2.499717,155.768737,157.314011,76.30235,41.017869,0,
383,602.803059,615.056105,412.870999,298.753641,171.318522,62.998389,77.692217,-38.604905,414.334116,318.620754,218.456235,86.067126,84.258055,57.886183,45.142397,40.790678,157.239703,120.103408,89.704293,74.047893,63.830181,40.117332,32.263665,129.304937,112.266423,66.549775,43.945874,32.474301,29.127803,29.407746,2.515552,2.532442,2.528301,2.51411,2.531135,2.521659,2.523417,2.568577,2.561236,2.55063,2.574906,2.583993,2.52189,2.554493,-3.59E-05,-0.000142,-0.000516,-5.88E-05,0.000317,0.000492,0.000728,0.000539,2.523724,2.511666,2.402051,2.498954,152.64297,154.529852,75.118474,40.70892,0,
384,565.20079,575.647822,389.696563,280.351321,185.820978,90.706233,79.484859,-9.532307,400.792839,307.571625,212.176918,80.88739,83.188001,55.411835,46.323772,36.15585,157.614123,118.642995,88.706643,73.162273,63.200259,39.888175,32.33329,131.363498,114.826798,72.561784,44.757817,33.331904,29.348301,29.778679,2.5125,2.535799,2.529216,2.515483,2.532051,2.522269,2.523264,2.56644,2.557573,2.545441,2.577349,2.574228,2.523874,2.560903,-3.59E-05,-0.000294,-0.000516,0.000246,0.000317,0.000644,0.00027,0.000386,2.529524,2.529213,2.428601,2.508875,149.088169,151.656898,73.846026,40.384384,0,
385,563.799186,577.253739,385.488915,280.382972,209.511098,129.907417,95.544145,15.263588,391.52926,301.056916,213.122635,90.501975,84.13718,62.952136,47.76333,36.524441,157.646569,116.736773,87.341961,71.873118,62.533457,40.031875,32.365359,132.860619,116.72026,75.417081,46.051677,33.963912,29.945231,30.901678,2.509754,2.53351,2.529979,2.517315,2.536477,2.523337,2.523264,2.563846,2.552841,2.553377,2.581622,2.564615,2.515176,2.55083,-0.000341,-0.000294,-0.000668,9.37E-05,0.000165,0.000339,0.000575,0.000539,2.509989,2.526161,2.426465,2.514522,145.673503,148.505444,72.594114,40.08071,0,
386,573.549811,577.980317,390.317477,282.764829,248.311985,185.772509,119.170887,49.59779,389.331675,292.36852,212.715221,85.626536,85.359713,59.101152,47.588989,37.208338,157.847684,116.002823,85.883727,70.746634,61.662049,40.229171,32.526526,134.864475,118.259236,78.325148,47.026852,34.274723,30.483064,32.115052,2.50487,2.534273,2.533947,2.518841,2.535104,2.523948,2.523722,2.567051,2.555283,2.558718,2.589712,2.578195,2.52067,2.551899,-0.000341,-0.000294,-0.000668,-0.000211,0.000165,0.000644,0.000423,0.000386,2.511362,2.52311,2.420361,2.502006,142.237359,145.596236,71.426141,39.787846,0,
387,575.729478,586.570766,401.635779,293.182374,250.108673,180.037166,115.698425,51.885222,359.497513,281.119244,199.371903,84.483192,87.521792,70.484173,56.924817,36.679489,157.386133,114.731909,84.850405,69.824068,60.700692,40.521912,32.93398,136.515055,119.783241,80.19053,48.207371,34.681419,30.92894,32.485035,2.509906,2.531526,2.531048,2.517467,2.543193,2.522422,2.523417,2.553009,2.547347,2.550935,2.587422,2.586282,2.523416,2.556019,-0.000341,-0.000142,-0.000668,9.37E-05,0.000165,0.000644,0.000881,0.000539,2.544938,2.54081,2.425091,2.498649,138.806909,142.653089,70.294704,39.420298,0,
