Time,TC_A1_1,TC_A1_2,TC_A1_3,TC_A1_4,TC_A1_5,TC_A1_6,TC_A1_7,TC_A1_8,TC_A1_9,TC_A1_10,TC_A1_11,TC_A2_1,TC_A2_2,TC_A2_3,TC_A2_4,TC_A2_5,TC_A2_6,TC_A2_7,TC_A2_8,TC_A2_9,TC_A2_10,TC_A2_11,TC_A3_1,TC_A3_2,TC_A3_3,TC_A3_4,TC_A3_5,TC_A3_6,TC_A3_7,TC_A3_8,TC_A3_9,TC_A3_10,TC_A3_11,TC_A4_1,TC_A4_2,TC_A4_3,TC_A4_4,TC_A4_5,TC_A4_6,TC_A4_7,TC_A4_8,TC_A4_9,TC_A4_10,TC_A4_11,TC_A5_1,TC_A5_2,TC_A5_3,TC_A5_4,TC_A5_5,TC_A5_6,TC_A8_1,TC_A6_1,TC_A6_2,TC_A6_3,TC_A6_4,TC_A6_5,TC_A8_2,BDP_A5_1,BDP_A5_2,BDP_A5_3,BDP_A5_4,BDP_A5_5,BDP_A5_6,HF_0p15mAF,RAD_0p15mAF,EVENT,Untitled,Comment
394,271.543609,316.336875,305.459395,296.902411,281.79188,261.168721,219.322802,170.174887,43.545637,41.048886,38.837413,278.329547,304.67171,273.713423,279.258889,282.905266,276.885926,249.483868,124.099171,41.888819,41.525658,52.706774,245.947402,292.144815,288.545428,285.639575,281.548015,267.900909,242.924245,72.23026,170.210697,61.185549,64.371632,1259.894084,185.307646,580.948189,571.292395,552.731016,533.381434,521.732536,462.095475,385.686797,1260.816751,1260.464863,222.26937,124.915713,47.14129,34.601596,31.748235,247.070001,1259.630633,1260.02578,1260.684691,1259.367239,1259.36728,1259.586727,1259.104093,2.546076,2.490805,2.514109,2.473212,2.485888,2.574643,9.47E-05,-0.000975,6.98E-05,0,
395,271.458365,316.436084,305.669114,296.891581,281.929083,261.26976,219.197698,170.049248,43.683362,41.075155,38.901032,278.541018,305.065108,274.630861,279.766807,283.227487,277.319941,249.998447,125.884765,41.915084,41.477484,52.659009,245.973939,292.244666,288.497614,285.480761,281.796457,268.225148,242.612069,72.146159,169.856402,61.101216,64.445089,1259.894084,185.231258,580.804824,571.292395,552.587781,533.488902,521.840095,461.880228,385.686797,1260.816751,1260.464863,222.231418,124.803473,47.067197,34.67648,31.710682,247.032413,1259.630633,1260.02578,1260.684691,1259.367239,1259.36728,1259.586727,1259.104093,2.534478,2.490958,2.51533,2.473059,2.489704,2.55236,-0.000363,-0.000822,6.98E-05,0,
396,271.24088,316.294828,305.78477,297.044324,281.897504,261.051207,219.051355,170.016712,43.800299,41.006193,38.831928,278.805879,305.548145,275.527216,279.883415,283.084887,277.436613,250.491925,127.388854,41.920554,41.520186,52.553698,246.054641,292.250089,288.613902,285.597154,281.653715,268.3051,242.692884,71.894925,169.595179,61.143383,64.995966,1259.894084,185.307646,580.733142,571.399894,552.37293,533.632192,521.983506,462.238972,385.143286,1260.816751,1260.464863,222.45912,124.990544,47.030149,34.67648,31.785786,246.957235,1259.630633,1260.02578,1260.684691,1259.367239,1259.36728,1259.586727,1259.104093,2.544398,2.485463,2.522045,2.468939,2.488483,2.587311,-0.00021,-0.000669,-8.28E-05,0,
397,271.43214,316.080242,305.973921,296.902411,281.865926,260.645896,218.829037,169.831611,43.880072,40.900006,38.874708,279.070713,306.031116,276.497452,280.444596,283.127339,277.479138,250.985299,127.956666,41.851612,41.339496,52.485296,246.210513,292.144815,288.545428,285.676559,281.918478,268.459525,242.811334,71.717009,169.867612,61.112025,65.331864,1259.900406,185.313277,580.702583,571.190177,552.055931,533.816583,522.168051,461.849644,384.315154,1260.823075,1260.471186,222.768288,123.873937,46.924464,34.682002,31.716219,246.850003,1259.636953,1260.032102,1260.691014,1259.373559,1259.3736,1259.593047,1259.110411,2.543482,2.499657,2.520214,2.47077,2.488178,2.581206,-0.000363,-0.000822,-0.000235,0,
398,271.389516,315.891536,305.931771,297.007492,281.786436,260.378948,218.633524,170.016712,43.98607,41.006193,38.906517,279.324621,306.539951,277.419321,280.88365,283.306945,277.807307,251.505058,128.888726,41.846141,41.25955,52.406035,246.317741,291.954887,288.429137,285.597154,281.690762,268.491289,242.617603,71.784941,169.976366,60.959565,65.478736,1259.900406,185.236889,580.666743,570.939349,551.876889,533.959871,522.096347,461.311523,383.155358,1260.823075,1260.471186,223.033891,123.873937,46.924464,34.644561,31.753772,246.925185,1259.636953,1260.032102,1260.691014,1259.373559,1259.3736,1259.593047,1259.110411,2.550655,2.483632,2.518382,2.466345,2.48192,2.591279,-0.00021,-0.000669,-8.28E-05,0,
399,271.172026,315.786927,305.900422,297.049738,281.828903,260.533847,218.94299,170.365605,44.214417,41.160534,38.874708,279.441216,306.949341,278.05516,281.111318,283.275378,277.516209,251.848183,129.306929,41.628346,41.116064,52.300707,246.210513,291.886506,288.471522,285.639575,281.622112,268.496762,242.321989,71.790332,169.829493,60.96497,65.447432,1259.906727,185.318907,580.636185,570.765468,551.631507,533.821863,521.49213,460.348182,382.218214,1260.829399,1260.477509,223.077425,123.356041,47.004029,34.687524,31.796861,247.005905,1259.643274,1260.038423,1260.697338,1259.379879,1259.37992,1259.599367,1259.116731,2.544703,2.479511,2.517619,2.472601,2.492451,2.580443,-0.00021,-0.000975,-8.28E-05,0,
400,271.346892,315.629489,305.852871,297.1494,281.966104,260.746958,219.387595,170.735849,44.612023,41.149587,38.938325,279.652595,307.158884,278.822757,281.285599,283.264496,277.72772,252.287234,129.55857,41.580188,41.030628,52.25293,246.086703,291.912561,288.386752,285.776637,281.537126,268.299627,242.160332,71.669566,169.551457,60.917395,63.673711,1259.894084,185.269452,580.625619,570.360758,551.298674,533.417256,520.405899,460.481102,381.2649,1260.816751,1260.464863,222.762696,122.6723,47.067197,34.67648,31.748235,247.032413,1259.630633,1260.02578,1260.684691,1259.367239,1259.36728,1259.586727,1259.104093,2.548213,2.483479,2.520672,2.476264,2.494282,2.586853,9.47E-05,-0.000822,6.98E-05,0,
401,271.161092,315.776154,305.81612,297.333545,282.077165,261.083059,220.147069,171.19363,45.020416,41.224013,39.162056,279.837812,307.562807,279.712183,281.507787,283.116457,277.875987,252.099713,130.496993,41.431314,40.881638,52.105239,246.049116,291.801851,288.423707,285.739654,281.685318,268.262388,242.235627,71.596242,169.284645,60.770329,62.881651,1259.913048,185.286344,580.462265,570.089947,551.2787,533.21816,519.597016,460.640477,381.498475,1260.835723,1260.483832,222.551796,122.01637,46.972444,34.730486,31.802398,246.898676,1259.649595,1260.044745,1260.703661,1259.386199,1259.38624,1259.605688,1259.12305,2.550807,2.486837,2.521892,2.473212,2.490162,2.575864,-5.79E-05,-0.000975,0.000222,0,
402,271.092235,316.001528,305.821521,297.412613,282.119627,261.349926,220.646209,171.351838,45.619663,41.080629,39.05568,279.880301,307.678357,280.347454,282.031596,283.269937,277.844373,252.180234,132.005017,41.474006,40.849863,51.999891,246.017053,291.770371,288.503045,285.782072,281.87599,268.267861,242.42939,71.528308,169.023451,60.775734,62.839487,1259.906727,185.280713,580.206102,569.869681,551.774741,533.320348,518.874521,460.52756,381.710664,1260.829399,1260.477509,222.432358,121.712077,46.81877,34.762403,31.721757,246.78036,1259.643274,1260.038423,1260.697338,1259.379879,1259.37992,1259.599367,1259.116731,2.543635,2.4876,2.521435,2.475806,2.493367,2.572659,9.47E-05,-0.000975,-8.28E-05,0,
403,271.086769,316.106132,305.889621,297.480852,282.262256,261.643118,221.020237,171.613295,46.170642,41.112372,38.751849,279.652595,307.856541,280.823535,282.433369,283.56055,277.913052,252.399739,133.39042,41.431314,40.881638,51.920607,245.861169,291.691137,288.275886,285.776637,282.01872,268.44858,242.64971,71.669566,168.712953,60.660024,62.42441,1259.894084,185.269452,579.837143,569.644137,551.943228,533.309788,517.93151,460.481102,381.192385,1260.816751,1260.464863,222.26937,121.47701,46.807839,34.751359,31.748235,246.581308,1259.630633,1260.02578,1260.684691,1259.367239,1259.36728,1259.586727,1259.104093,2.541345,2.482411,2.519146,2.473364,2.494588,2.573117,-0.00021,-0.000669,-8.28E-05,0,
404,271.129398,316.184843,305.748018,297.559917,282.304715,261.723271,221.253558,171.771514,46.732289,40.968974,38.458909,279.287572,308.04551,281.495563,282.734929,283.677001,277.992633,252.405249,134.712663,41.436787,40.96161,51.852177,245.75392,291.733467,288.133488,285.893017,282.246407,268.602995,242.843438,71.74828,168.528007,60.628659,62.319571,1259.900406,185.236889,579.555715,569.398604,551.805272,533.565827,517.936796,460.307015,380.617578,1260.823075,1260.471186,222.274963,120.698558,46.590958,34.719442,31.753772,246.436461,1259.636953,1260.032102,1260.691014,1259.373559,1259.3736,1259.593047,1259.110411,2.546687,2.499352,2.521129,2.469397,2.490314,2.578764,-0.00021,-0.000822,-0.000235,0,
405,270.826617,315.959478,305.779369,297.517678,282.151203,261.717783,221.361845,172.032989,47.319861,40.554002,38.22955,279.319173,308.480648,282.378634,282.803512,283.745567,278.246616,252.362238,135.459959,41.282422,40.956136,51.772885,245.673208,291.728042,288.128057,285.961543,282.166885,268.858151,243.138987,71.632904,168.027009,60.623254,61.516302,1259.906727,185.24252,579.166779,569.117243,551.452464,533.320348,518.19313,460.240555,380.332829,1260.829399,1260.477509,222.432358,121.786769,46.522301,34.79984,31.759309,246.291606,1259.643274,1260.038423,1260.697338,1259.379879,1259.37992,1259.599367,1259.116731,2.552028,2.494468,2.519909,2.475348,2.489246,2.584106,-0.00021,-0.000669,6.98E-05,0,
406,270.752283,315.702822,305.522101,297.370372,282.188221,261.605785,221.134111,171.880369,47.727412,40.405058,38.266866,279.319173,308.664189,282.970813,283.062581,283.893571,278.172495,252.437239,136.288418,41.245196,40.918887,51.662085,245.673208,291.691137,288.165015,285.961543,282.35208,269.044296,243.251883,71.596242,167.912695,60.586484,61.479537,1259.906727,185.24252,578.915917,569.188903,551.703124,533.248703,518.336584,459.84592,379.571269,1260.829399,1260.477509,222.508255,121.600046,46.411109,34.837276,31.796861,246.216404,1259.643274,1260.038423,1260.697338,1259.379879,1259.37992,1259.599367,1259.116731,2.544703,2.483479,2.520366,2.478553,2.49413,2.582733,-5.79E-05,-0.000822,-8.28E-05,0,
407,270.826617,315.556154,305.228058,297.259888,282.077165,261.605785,220.868399,171.384383,48.245939,40.293338,38.378803,279.245073,309.141354,283.562859,283.321625,283.930571,278.283676,252.92469,136.213088,41.282422,40.956136,51.662085,245.861169,291.801851,288.275886,286.109459,282.35208,269.267652,243.289514,71.376266,167.722178,60.512943,61.211333,1259.894084,185.193065,578.726168,569.106684,551.871611,533.345611,518.505328,459.297193,378.762656,1260.816751,1260.464863,222.762696,120.879678,46.214831,34.751359,31.785786,246.280522,1259.630633,1260.02578,1260.684691,1259.367239,1259.36728,1259.586727,1259.104093,2.538446,2.489279,2.522656,2.479621,2.49474,2.572049,-5.79E-05,-0.000975,0.000222,0,
408,270.837552,315.456925,304.944795,296.976075,281.865926,261.616763,220.651789,171.166693,48.590059,40.267051,38.464396,279.070713,309.702644,284.498547,283.517521,284.200433,278.405755,253.273113,138.108297,41.256143,40.929837,51.672946,245.947402,291.775795,288.360659,286.157306,282.288889,269.204145,243.488722,71.240395,167.542873,60.376664,61.253521,1259.900406,185.198695,578.62394,569.111964,552.09174,533.386714,518.689926,458.54907,378.115088,1260.823075,1260.471186,222.882121,120.661235,46.146155,34.794318,31.866422,246.17326,1259.636953,1260.032102,1260.691014,1259.373559,1259.3736,1259.593047,1259.110411,2.55096,2.484242,2.522961,2.477332,2.487262,2.586548,-0.00021,-0.001127,-0.000235,0,
409,270.683414,315.231521,304.718826,296.860163,281.860482,261.648607,220.418422,170.703308,48.917774,40.112591,38.496217,278.917047,310.247669,285.158776,283.734082,284.305979,278.474419,253.230117,139.196396,41.213442,40.924362,51.556708,245.75392,291.807275,288.392183,286.151871,282.320485,268.975312,243.59607,71.015021,167.422968,60.408032,62.282817,1259.900406,185.198695,578.480594,568.789497,551.984314,533.207599,518.654064,457.436861,377.099314,1260.823075,1260.471186,223.071832,120.400001,46.109081,34.756881,31.828873,246.135657,1259.636953,1260.032102,1260.691014,1259.373559,1259.3736,1259.593047,1259.110411,2.531731,2.486227,2.523419,2.478858,2.490314,2.565944,-5.79E-05,-0.000975,-8.28E-05,0,
410,270.757751,315.158179,304.53501,296.860163,281.897504,261.797933,220.418422,170.436288,49.250852,39.96359,38.496217,278.954102,310.834696,286.046079,284.141038,284.564927,278.919063,253.30509,139.76231,41.213442,40.849863,51.51977,245.791513,291.770371,288.503045,286.151871,282.209368,269.049768,243.784191,70.941692,167.003884,60.260935,61.689277,1259.894084,185.154871,578.009446,568.103467,551.549334,532.987379,518.326013,456.929269,376.114324,1260.816751,1260.464863,222.990357,120.319868,46.066538,34.863668,31.748235,246.318123,1259.630633,1260.02578,1260.684691,1259.367239,1259.36728,1259.586727,1259.104093,2.54806,2.508815,2.522045,2.474127,2.491993,2.579375,-0.00021,-0.000822,-0.000235,0,
411,270.986213,315.053553,304.61394,296.939243,281.902948,261.91541,220.499933,170.518184,49.552296,39.857306,38.576314,279.107765,311.243619,286.827669,284.664331,284.718325,279.146806,253.310599,140.182963,41.218916,40.855338,51.525201,245.984991,291.886506,288.58238,286.268236,282.214811,269.204145,244.203535,70.763758,166.628535,60.266341,61.952014,1259.900406,185.198695,577.835552,567.822119,551.232335,532.634422,517.578145,456.791045,376.663936,1260.823075,1260.471186,222.464713,120.250742,46.072006,34.794318,31.828873,246.398863,1259.636953,1260.032102,1260.691014,1259.373559,1259.3736,1259.593047,1259.110411,2.556912,2.495231,2.522808,2.475959,2.49123,2.580291,-5.79E-05,-0.000822,-8.28E-05,0,
412,271.06054,314.943535,304.724229,297.197059,282.014012,261.990065,220.424002,170.55633,49.922216,39.82005,38.65092,279.144818,311.573748,287.271088,284.775287,284.792301,279.2209,253.498022,141.806477,41.107228,40.892588,51.488263,246.097754,291.886506,288.619332,286.268236,282.10369,269.129693,244.353994,70.543762,166.05717,60.156014,61.873078,1259.894084,185.116677,577.543592,567.745183,551.227057,532.235073,516.568574,456.89339,376.440887,1260.816751,1260.464863,222.117561,120.021378,45.992385,34.826233,31.785786,246.506115,1259.630633,1260.02578,1260.684691,1259.367239,1259.36728,1259.586727,1259.104093,2.550502,2.487142,2.523113,2.476569,2.492298,2.57678,-0.00021,-0.000822,-0.000235,0,
413,270.986213,314.760166,304.760991,297.16023,282.014012,262.102045,220.386036,170.174887,50.255065,39.857306,38.725521,279.663492,312.160576,287.899144,285.034166,284.940248,279.035662,253.647949,142.637611,41.107228,40.892588,51.451324,246.060167,291.886506,288.58238,286.342187,282.214811,269.092467,244.504444,70.470429,165.904819,60.156014,61.075097,1259.906727,185.24252,577.554156,567.827398,551.237613,531.564953,515.646513,457.191003,376.995821,1260.829399,1260.477509,222.128749,119.73394,46.040399,34.87471,31.796861,246.66758,1259.643274,1260.038423,1260.697338,1259.379879,1259.37992,1259.599367,1259.116731,2.546229,2.485311,2.523419,2.476569,2.487872,2.577849,-0.000363,-0.000822,6.98E-05,0,
414,270.763218,314.503437,304.650704,297.086569,281.976991,262.102045,220.461968,170.022317,50.58784,39.894562,38.725521,279.51531,312.637309,288.527059,285.293021,285.236118,279.443167,254.135144,142.524255,41.032764,40.780834,51.414384,246.022579,291.775795,288.508475,286.268236,282.288889,268.980783,244.7301,70.397095,166.285707,60.008902,60.964784,1259.906727,185.24252,577.58999,567.970712,551.452464,530.955902,515.180165,457.119246,377.793954,1260.829399,1260.477509,222.394408,119.547441,45.966244,34.837276,31.759309,246.968315,1259.643274,1260.038423,1260.697338,1259.379879,1259.37992,1259.599367,1259.116731,2.550655,2.494468,2.522503,2.4784,2.486652,2.581512,9.47E-05,-0.000822,0.000222,0,
415,270.726051,314.210011,304.540413,296.902411,281.976991,262.102045,220.651789,169.831611,50.883578,39.969069,38.837413,279.21892,313.187316,289.413291,285.477902,285.199136,279.739494,254.547307,141.995342,40.697615,40.743581,51.451324,246.172927,291.775795,288.360659,286.083351,282.474075,269.24137,244.767708,70.360428,166.133348,59.935343,60.639239,1259.913048,185.209957,577.595272,567.689365,551.207083,530.137142,514.324448,457.160417,378.379702,1260.835723,1260.483832,222.817419,119.702139,46.008791,34.880232,31.727295,247.274552,1259.649595,1260.044745,1260.703661,1259.386199,1259.38624,1259.605688,1259.12305,2.551723,2.485158,2.519298,2.47428,2.487415,2.581206,-0.00021,-0.000975,-8.28E-05,0,
416,270.571906,314.094583,304.277652,296.749661,281.749412,261.94725,220.418422,169.406478,51.099911,39.814569,38.645434,279.213471,313.401908,290.14618,285.87916,285.341624,279.548845,254.84151,142.178672,40.543153,40.738105,51.445893,246.129816,291.844179,288.318273,285.966978,282.320485,269.310347,244.762179,70.171698,165.366034,59.893156,62.545499,1259.906727,185.166132,577.374984,567.039188,550.700484,529.20029,512.955751,456.473424,378.700807,1260.829399,1260.477509,223.191245,119.249085,46.003322,34.87471,31.684203,247.381764,1259.643274,1260.038423,1260.697338,1259.379879,1259.37992,1259.599367,1259.116731,2.541803,2.489279,2.522808,2.474127,2.491077,2.574796,-5.79E-05,-0.000822,-8.28E-05,0,
417,270.348873,314.277981,304.351185,296.639155,281.712388,261.760602,220.418422,169.368341,51.210782,39.814569,38.608131,279.546908,313.585217,290.58908,286.027035,285.63745,279.622927,255.066267,141.989791,40.580401,40.812611,51.335069,245.979465,291.844179,288.318273,285.856036,281.913034,268.975312,244.686963,69.951686,164.870995,59.746028,62.550917,1259.913048,185.171763,577.165262,566.793677,550.276059,528.632273,512.53045,456.11992,378.88751,1260.835723,1260.483832,223.462402,119.217293,45.971713,34.842797,31.689741,247.53763,1259.649595,1260.044745,1260.703661,1259.386199,1259.38624,1259.605688,1259.12305,2.555538,2.499963,2.521892,2.477485,2.497335,2.584411,-0.00021,-0.000822,-8.28E-05,0,
418,270.354342,314.28337,304.393354,296.644571,281.717832,261.616763,220.879558,169.412083,51.437932,39.857306,38.688221,279.33007,313.700588,290.963537,286.29123,285.93868,280.035787,255.371412,142.070893,40.585877,40.780834,51.266615,245.909812,291.738891,288.323703,285.861472,281.918478,268.720169,244.391607,69.737058,164.686211,59.788218,61.915256,1259.900406,185.122307,577.154699,566.675638,549.871606,528.657541,512.842817,455.786417,379.312049,1260.823075,1260.471186,223.71676,119.728439,45.923696,34.869189,31.678665,247.676869,1259.636953,1260.032102,1260.691014,1259.373559,1259.3736,1259.593047,1259.110411,2.529747,2.488058,2.524334,2.480842,2.498861,2.561823,-0.000363,-0.000669,6.98E-05,0,
419,270.242818,314.430082,304.430119,296.570898,281.754856,261.654096,220.993437,169.030723,51.622673,39.745532,38.352466,278.922497,313.957199,291.516995,286.623886,286.086565,280.295015,255.483767,141.164467,40.585877,40.780834,51.192725,245.684261,291.8127,288.360659,285.750525,281.770299,268.608468,244.090684,69.553704,164.571985,59.677868,61.957433,1259.906727,185.127938,576.944979,566.358476,549.339752,528.626991,512.991632,455.253501,378.882163,1260.829399,1260.477509,223.949939,119.360962,45.855004,34.87471,31.684203,247.682408,1259.643274,1260.038423,1260.697338,1259.379879,1259.37992,1259.599367,1259.116731,2.522879,2.483479,2.519146,2.474738,2.495198,2.568386,-5.79E-05,-0.000822,6.98E-05,0,
420,270.279993,314.540113,304.540413,296.681406,281.865926,261.766091,220.993437,168.801921,51.881274,39.521952,38.016611,278.885441,314.360414,291.959687,286.77172,286.160504,280.51719,255.895689,141.126709,40.623125,40.743581,51.044934,245.684261,291.8127,288.212835,285.787508,281.510966,268.273334,243.563976,69.370344,164.153186,59.714652,60.775498,1259.900406,185.122307,576.688866,566.102413,548.940576,528.800867,512.519872,454.4947,378.260185,1260.823075,1260.471186,223.906418,118.907999,45.812453,34.831754,31.716219,247.601712,1259.636953,1260.032102,1260.691014,1259.373559,1259.3736,1259.593047,1259.110411,2.535546,2.497521,2.52174,2.475959,2.49764,2.568081,-5.79E-05,-0.001127,-8.28E-05,0,
421,270.311699,314.608077,304.608538,296.786495,282.082608,261.94725,220.949898,168.796317,52.023598,39.181015,37.899147,279.250522,314.794851,292.507534,286.914113,286.265975,280.659851,256.264599,141.649847,40.543153,40.775359,50.965601,245.866695,291.954887,288.133488,285.597154,281.505521,267.969925,243.182152,69.181586,164.147588,59.635676,60.738723,1259.900406,185.122307,576.366373,565.708326,548.40344,528.836699,512.73517,454.028231,377.752329,1260.823075,1260.471186,223.754693,118.833433,45.775369,34.831754,31.716219,247.488971,1259.636953,1260.032102,1260.691014,1259.373559,1259.3736,1259.593047,1259.110411,2.536309,2.491416,2.518535,2.479163,2.492909,2.562739,-0.000363,-0.000975,-8.28E-05,0,
422,270.025225,314.545502,304.803155,296.797326,282.167532,262.182182,221.036975,168.616865,52.145262,39.04286,37.947452,279.446665,315.428632,293.255912,287.368412,286.535606,280.744793,256.724814,143.399031,40.554106,40.711802,50.828656,245.652194,292.039538,288.033475,285.571041,281.590508,268.204328,243.494254,69.08235,164.006504,59.609707,61.122709,1259.91937,185.1392,576.167225,565.580861,547.917946,529.139192,513.253377,453.685281,377.840926,1260.842047,1260.490155,223.619734,118.961778,45.754695,34.923186,31.732833,247.505588,1259.655916,1260.051068,1260.709985,1259.392519,1259.39256,1259.612009,1259.129369,2.543482,2.477832,2.517619,2.474433,2.493519,2.570828,-0.00021,-0.000822,-8.28E-05,0,
423,269.977107,314.498048,304.902633,296.860163,282.415762,262.3205,220.949898,168.529395,52.355993,39.106456,38.123086,279.398719,316.004131,293.834966,287.431445,286.709553,280.881995,257.013241,143.387921,40.580401,40.70085,50.522121,245.528354,291.991789,287.911731,285.634139,281.690762,268.156139,243.031619,68.888191,163.690768,59.562106,60.45535,1259.913048,185.171763,575.911121,565.288978,547.590383,528.954756,513.42749,453.392922,378.452248,1260.835723,1260.483832,223.727943,118.658026,45.71214,34.955097,31.764847,247.462468,1259.649595,1260.044745,1260.703661,1259.386199,1259.38624,1259.605688,1259.12305,2.541498,2.483785,2.520824,2.475043,2.491993,2.577238,-5.79E-05,-0.000669,-8.28E-05,0,
424,269.796672,314.46676,305.128589,297.1234,282.458219,262.325987,221.069354,168.687524,52.656825,39.111939,38.277841,279.663492,316.265987,294.35645,287.732452,286.82587,280.924463,256.981314,144.187425,40.548629,40.594554,50.3797,245.421091,292.107915,288.13892,285.713542,281.770299,268.161613,242.547853,68.783556,163.239599,59.567513,60.670594,1259.906727,185.127938,575.440036,564.853796,547.083771,528.376167,513.063395,453.49528,379.20859,1260.829399,1260.477509,223.267123,117.795344,45.632496,34.87471,31.796861,247.419346,1259.643274,1260.038423,1260.697338,1259.379879,1259.37992,1259.599367,1259.116731,2.551723,2.487295,2.519146,2.475653,2.491077,2.575864,-5.79E-05,-0.001127,-8.28E-05,0,
425,269.579038,314.472148,305.170749,297.055154,282.389632,262.480757,221.188804,168.693129,52.809933,39.04286,38.283328,279.743028,316.710998,294.877846,287.848716,287.237837,281.3001,256.874532,145.706081,40.479606,40.562771,50.34817,245.313822,292.260936,288.329134,285.792944,282.03505,268.241568,242.101639,68.788949,163.283258,59.499349,61.269782,1259.91937,185.101006,575.056466,564.362809,546.485562,527.885071,513.038091,453.613515,379.763294,1260.842047,1260.490155,223.20243,117.322023,45.606349,34.923186,31.732833,247.317676,1259.655916,1260.051068,1260.709985,1259.392519,1259.39256,1259.612009,1259.129369,2.552028,2.489584,2.515941,2.474433,2.490925,2.580291,-0.00021,-0.000669,-8.28E-05,0,
426,269.387631,314.503437,305.165347,297.086569,282.458219,262.47527,221.410956,168.191835,52.98909,39.000092,38.277841,279.811665,316.815511,295.130382,288.027995,287.528028,281.553758,256.90646,146.1925,40.585877,40.408244,50.194861,245.157891,292.255512,288.212835,285.82449,281.955521,268.273334,242.020804,68.673527,163.544104,59.420365,62.214727,1259.906727,185.089744,574.902584,564.137304,546.009474,527.695339,512.704576,453.674696,379.970192,1260.829399,1260.477509,223.305062,116.864106,45.558318,34.837276,31.759309,247.419346,1259.643274,1260.038423,1260.697338,1259.379879,1259.37992,1259.599367,1259.116731,2.550807,2.482869,2.521435,2.47428,2.491383,2.576322,-5.79E-05,-0.000822,-8.28E-05,0,
427,269.207152,314.618854,305.244263,296.981491,282.463661,262.518076,221.416534,167.854299,53.179079,39.080142,38.469883,280.076396,317.004056,295.467425,288.328938,287.718209,281.52219,257.024241,145.630401,40.554106,40.413721,50.126355,245.163419,292.260936,288.181309,286.014828,282.109133,268.018117,241.988689,68.642243,163.663897,59.315407,62.220146,1259.913048,185.095375,574.728718,563.963463,545.477598,526.876423,512.53045,453.17762,379.213937,1260.835723,1260.483832,223.500338,116.199416,45.34123,34.842797,31.764847,247.387303,1259.649595,1260.044745,1260.703661,1259.386199,1259.38624,1259.605688,1259.12305,2.553249,2.487295,2.520214,2.473212,2.492756,2.582885,-5.79E-05,-0.000975,6.98E-05,0,
428,269.318724,314.72888,305.207506,296.981491,282.389632,262.592712,221.416534,167.7018,53.289807,39.229259,38.432574,280.039357,317.406978,295.872696,288.513617,287.865999,281.633228,257.473308,145.479049,40.516857,40.413721,50.05241,245.125817,292.187138,288.070434,286.014828,282.183214,267.943628,242.139288,68.568889,163.245196,59.278617,62.214727,1259.906727,185.089744,574.58012,563.92236,545.078403,526.548617,512.740458,452.777602,378.954703,1260.829399,1260.477509,223.760284,115.747286,45.335759,34.79984,31.796861,247.532091,1259.643274,1260.038423,1260.697338,1259.379879,1259.37992,1259.599367,1259.116731,2.538904,2.489584,2.521282,2.479316,2.497487,2.568996,-0.00021,-0.000975,-8.28E-05,0,
429,269.270592,314.681428,305.343728,297.007492,282.415762,262.544421,221.215602,167.461856,53.537294,39.143736,38.309667,280.065501,317.615969,296.303916,288.761287,287.965973,281.770383,257.574564,146.149089,40.543153,40.365501,49.930611,244.851527,291.881082,288.022612,285.782072,282.098247,267.858189,242.391745,68.411391,163.195941,59.34138,62.183391,1259.913048,185.057182,574.513743,564.035111,544.797195,526.768916,513.248088,452.352277,379.286474,1260.835723,1260.483832,223.95553,115.789989,45.267035,34.842797,31.764847,247.53763,1259.649595,1260.044745,1260.703661,1259.386199,1259.38624,1259.605688,1259.12305,2.544092,2.487905,2.519451,2.476111,2.488483,2.575559,-0.00021,-0.000669,-0.000235,0,
430,269.201681,314.503437,305.385885,297.197059,282.421204,262.400629,220.993437,167.238732,53.874809,39.074658,38.277841,280.182062,317.841102,296.567168,288.766717,288.008349,282.071889,257.617479,146.987467,40.548629,40.333711,49.89907,244.631404,291.701986,287.991084,285.713542,282.25185,267.565676,242.698417,68.306748,163.163477,59.162834,61.668773,1259.913048,185.057182,574.29877,564.178408,544.689762,526.804752,513.212208,451.778107,378.63361,1260.835723,1260.483832,223.993459,115.38066,45.192836,34.842797,31.764847,247.53763,1259.649595,1260.044745,1260.703661,1259.386199,1259.38624,1259.605688,1259.12305,2.54455,2.49401,2.522045,2.474433,2.491535,2.571438,-0.000363,-0.001127,0.000222,0,
431,269.132768,314.508825,305.28102,297.165645,282.389632,262.331474,221.188804,167.091857,53.917127,38.81914,38.208698,280.039357,318.102846,297.014537,288.993726,287.976836,282.410362,257.697809,146.273762,40.554106,40.339189,49.867529,244.599323,291.449063,287.922595,285.940869,282.368408,267.645651,242.929779,68.202103,162.826543,59.168243,61.185405,1259.906727,185.013357,574.150174,564.352251,544.290562,526.835305,513.063395,451.055079,377.612568,1260.829399,1260.477509,223.836147,115.114742,45.038953,34.837276,31.684203,247.532091,1259.643274,1260.038423,1260.697338,1259.379879,1259.37992,1259.599367,1259.116731,2.535088,2.488516,2.520519,2.476722,2.493672,2.571591,-5.79E-05,-0.000975,6.98E-05,0,
