Time,TC_A1_1,TC_A1_2,TC_A1_3,TC_A1_4,TC_A1_5,TC_A1_6,TC_A1_7,TC_A1_8,TC_A1_9,TC_A1_10,TC_A1_11,TC_A2_1,TC_A2_2,TC_A2_3,TC_A2_4,TC_A2_5,TC_A2_6,TC_A2_7,TC_A2_8,TC_A2_9,TC_A2_10,TC_A2_11,TC_A3_1,TC_A3_2,TC_A3_3,TC_A3_4,TC_A3_5,TC_A3_6,TC_A3_7,TC_A3_8,TC_A3_9,TC_A3_10,TC_A3_11,TC_A4_1,TC_A4_2,TC_A4_3,TC_A4_4,TC_A4_5,TC_A4_6,TC_A4_7,TC_A4_8,TC_A4_9,TC_A4_10,TC_A4_11,TC_A5_1,TC_A5_2,TC_A5_3,TC_A5_4,TC_A5_5,TC_A5_6,TC_A8_1,TC_A6_1,TC_A6_2,TC_A6_3,TC_A6_4,TC_A6_5,TC_A8_2,BDP_A5_1,BDP_A5_2,BDP_A5_3,BDP_A5_4,BDP_A5_5,BDP_A5_6,HF_0p15mAF,RAD_0p15mAF,EVENT,Untitled,Comment
1509,317.802182,356.847684,345.606378,338.347997,324.786359,304.533627,259.850539,192.639895,58.603374,48.667178,46.359247,317.514917,367.001687,347.559863,330.183991,321.722948,302.732073,242.840628,163.255835,48.321007,47.73935,44.316325,278.287593,330.434116,326.62226,320.263231,313.10485,296.763475,272.147041,91.319475,199.226003,71.585522,71.037824,1260.178774,231.577758,800.118869,787.511392,764.289713,711.344359,663.295354,618.061375,579.562132,1261.101557,1260.749625,244.253684,111.151527,35.589733,30.423785,27.972777,270.654426,1259.91529,1260.310487,1260.96948,1259.651863,1259.651904,1259.871378,1259.388684,2.565,2.499657,2.529065,2.469702,2.490772,2.591432,0.000553,-0.000822,6.98E-05,0,
1510,317.770974,356.816639,345.53884,338.572225,324.937993,305.126938,259.818668,192.683705,59.38156,48.857592,46.587069,317.996236,367.224974,348.002246,330.810292,322.277189,302.994718,244.502368,166.766649,48.289439,47.855938,44.396052,278.589678,331.060582,326.956764,320.817767,313.36701,296.695209,272.672847,91.214599,199.84184,71.51758,70.885691,1260.172443,231.647806,800.56034,788.137456,764.579809,710.718063,663.362417,618.487345,578.55355,1261.095223,1260.743291,245.113501,113.485997,35.733834,30.38064,27.967211,271.095424,1259.908959,1260.304155,1260.963146,1259.645533,1259.645574,1259.865047,1259.382354,2.561338,2.512173,2.526318,2.474127,2.493214,2.599979,0.000247,-0.001127,5.000926,0,
1511,318.010994,357.128167,345.705001,338.66554,325.10465,305.22093,259.54054,192.781411,60.211387,48.989201,46.607753,318.565748,367.717428,348.969354,331.305455,322.773235,303.639847,246.291209,169.800098,48.56922,47.950708,44.565282,278.94404,332.213368,327.70849,321.497095,313.790943,297.010533,273.102348,91.198359,200.625825,71.464714,70.95905,1260.172443,231.685622,800.783842,788.657621,765.281818,710.389381,663.398621,618.307643,577.980265,1261.095223,1260.743291,246.279372,116.238523,36.182591,30.343047,28.042582,271.653423,1259.908959,1260.304155,1260.963146,1259.645533,1259.645574,1259.865047,1259.382354,2.557217,2.495689,2.529065,2.47077,2.49062,2.614936,0.0004,-0.000669,0.002054,0,
1512,318.204766,357.502853,345.861529,338.895126,325.554126,305.525654,259.925282,193.480032,60.95769,49.222,46.692779,318.796142,368.200265,349.417006,331.790941,323.222996,304.385372,248.331745,172.863382,48.654143,48.109766,44.761817,279.436831,333.064126,328.706343,322.313047,314.461835,297.205582,273.74486,91.025379,200.484524,71.365499,70.854427,1260.178774,231.804648,800.75209,788.774577,765.398127,710.248698,663.150542,617.91762,577.268975,1261.101557,1260.749625,247.562951,116.988702,37.346543,30.311006,28.010463,272.030841,1259.91529,1260.310487,1260.96948,1259.651863,1259.651904,1259.871378,1259.388684,2.553249,2.492789,2.522656,2.473059,2.497029,2.593569,9.47E-05,-0.000669,0.000375,0,
1513,318.28335,357.289825,346.049138,339.046389,325.851961,306.118799,260.97693,194.287546,61.77188,49.412339,46.809394,319.533494,368.387197,349.677229,332.01541,323.777061,304.904982,249.989608,176.686052,48.659593,48.152254,44.8044,279.664661,333.434682,329.15037,322.538003,314.907238,297.726716,274.493147,90.663212,200.718936,71.334227,70.696874,1260.166111,231.869108,800.778343,788.837926,765.571979,710.457029,663.176057,617.332009,576.97177,1261.088888,1260.736958,248.979422,118.468023,39.201409,30.224705,28.037017,272.540467,1259.902628,1260.297823,1260.956812,1259.639203,1259.639244,1259.858716,1259.376025,2.561032,2.497215,2.519146,2.47718,2.494435,2.604405,0.0004,-0.000975,0.000222,0,
1514,318.131571,357.320868,346.11667,339.259852,326.248671,306.664308,261.718394,194.931036,62.391269,49.406892,46.915087,319.747669,368.745005,350.290779,332.375169,324.430009,305.927748,252.01035,180.231726,48.765171,48.294937,44.947392,280.029785,333.721434,329.218095,322.605804,314.865176,297.868625,274.896135,90.547535,201.590295,71.475511,70.256695,1260.166111,231.90692,800.592091,788.726452,765.645885,710.274434,663.393277,617.763251,576.720978,1261.088888,1260.736958,250.218441,119.51202,40.319469,30.149505,28.0747,272.91226,1259.902628,1260.297823,1260.956812,1259.639203,1259.639244,1259.858716,1259.376025,2.544703,2.490653,2.511362,2.479011,2.497945,2.574186,0.000247,-0.000822,0.000222,0,
1515,318.178952,357.149589,346.200294,339.489416,326.369092,307.079073,262.102777,195.553164,62.990009,49.269875,47.074184,320.343902,368.900955,350.37431,332.678012,324.879617,306.562668,253.821021,183.9097,48.776069,48.268807,45.143869,280.52237,334.133833,329.59436,323.092268,315.169282,298.395071,275.389699,90.558359,202.135273,71.412967,70.005328,1260.172443,232.025936,799.852659,788.360376,765.836113,710.57198,663.362417,618.559227,578.159415,1261.095223,1260.743291,251.199712,119.554825,40.362221,30.19266,28.155629,273.326655,1259.908959,1260.304155,1260.963146,1259.645533,1259.645574,1259.865047,1259.382354,2.539514,2.505762,2.518077,2.476111,2.490925,2.592653,0.000247,-0.000822,0.000222,0,
1516,318.534125,357.102479,346.298908,339.551616,326.43143,307.43545,262.427787,196.496361,63.640466,49.29596,47.100315,320.698995,368.926576,350.618415,332.922827,325.124821,306.992333,255.383527,186.763342,48.765171,48.368999,45.058725,280.88192,334.23262,329.6567,323.55714,315.561764,298.899752,275.935537,90.621044,202.467143,71.365499,69.748536,1260.172443,232.063746,799.703689,788.583308,765.762203,711.119816,663.471029,618.990532,579.771839,1261.095223,1260.743291,251.874977,121.346061,40.213215,30.230259,28.155629,273.80982,1259.908959,1260.304155,1260.963146,1259.645533,1259.645574,1259.865047,1259.382354,2.50365,2.45967,2.50129,2.447727,2.463301,2.556634,0.0004,-0.000669,5.000926,0,
1517,318.607312,357.102479,346.554032,339.806899,326.723831,307.76589,262.875713,197.41252,64.22815,49.25898,47.100315,320.845335,369.253391,350.909634,333.06886,325.417343,307.212553,254.22221,188.749637,48.839184,48.368999,45.021615,280.918963,334.269132,330.022177,323.886404,315.891687,299.194299,275.749961,90.510781,203.038928,71.365499,69.596376,1260.166111,232.247206,800.294104,789.209526,765.830658,711.771906,664.298446,618.769568,580.089052,1261.088888,1260.736958,251.944458,120.370065,39.909641,30.149505,28.112383,274.175937,1259.902628,1260.297823,1260.956812,1259.639203,1259.639244,1259.858716,1259.376025,2.515096,2.475238,2.495949,2.428499,2.478105,2.534046,0.000553,-0.000975,0.00419,0,
1518,318.241362,357.175276,346.590478,339.916303,326.102459,307.288578,262.054449,195.656463,63.750665,49.406892,47.1744,319.564699,367.364914,349.63546,332.66726,324.210575,306.037892,250.959914,178.933279,51.242583,48.813285,45.058725,281.43751,334.451686,330.351084,324.618023,316.331543,299.120664,275.230275,90.180014,203.000811,71.218814,69.209068,1260.185107,232.263953,800.832092,789.857774,766.549232,712.884087,665.437087,618.210442,579.101601,1261.107892,1260.755958,251.360865,118.260905,39.367069,30.015757,28.166759,274.192392,1259.921621,1260.316819,1260.975814,1259.658194,1259.658235,1259.87771,1259.395014,2.504108,2.474474,2.497322,2.433688,2.475053,2.542135,0.0004,-0.000822,0.000985,0,
1519,317.619177,354.699755,345.132499,335.502116,322.774964,304.680611,260.896723,194.549212,64.999329,49.665702,47.359593,313.888803,358.387707,340.928126,324.811746,315.681151,296.037006,235.411407,137.102845,52.018252,50.626036,46.09736,281.067129,333.830977,329.437402,323.520553,314.461835,296.984536,272.890342,89.445104,200.637056,70.998782,69.051478,1260.172443,232.328401,801.305392,790.330001,766.907946,712.946374,665.2091,617.840435,576.941232,1261.095223,1260.743291,249.735964,116.015182,38.833988,29.891822,28.080266,273.623999,1259.908959,1260.304155,1260.963146,1259.645533,1259.645574,1259.865047,1259.382354,2.523795,2.476611,2.516399,2.447269,2.475511,2.528246,0.0004,-0.000975,6.98E-05,0,
1520,316.453155,351.063041,342.075044,330.834274,318.791586,301.34058,258.510258,193.332905,64.564082,53.326741,52.835942,307.035913,347.583339,329.401855,312.734663,301.95813,276.718204,214.717439,90.573486,50.804612,50.150764,47.436997,279.256962,329.891415,325.23778,319.316609,310.358192,293.30355,269.139826,89.340293,198.278044,70.2707,68.385616,1260.166111,232.360625,801.337149,790.361686,766.976418,711.735377,664.407076,616.936723,571.598304,1261.088888,1260.736958,247.777319,114.409924,38.455423,29.811043,27.961645,272.800728,1259.902628,1260.297823,1260.956812,1259.639203,1259.639244,1259.858716,1259.376025,2.548823,2.477374,2.508768,2.449253,2.479173,2.56167,0.000705,-0.000975,-0.000235,0,
1521,315.134929,348.147989,339.594531,327.765299,315.275577,296.923858,255.516828,191.919901,66.546608,58.666946,58.766993,300.311827,336.974877,316.709577,300.87303,288.062787,254.140883,197.947442,70.021366,50.656779,50.076794,48.399752,277.106202,324.882959,320.223643,314.7734,306.171264,288.61523,264.78147,89.340293,195.34031,69.720544,67.919415,1260.178774,232.485202,801.720726,790.855914,767.28306,711.015636,663.150542,613.642021,564.267017,1261.101557,1260.749625,246.360119,112.896916,38.391821,29.709311,27.93509,271.993651,1259.91529,1260.310487,1260.96948,1259.651863,1259.651904,1259.871378,1259.388684,2.511891,2.482258,2.526013,2.477027,2.487415,2.545798,0.000858,-0.000822,0.000375,0,
1522,313.706379,345.341052,337.040014,324.438508,311.536565,292.279598,252.444538,189.933843,66.840232,61.607484,61.156719,294.45847,328.138276,306.844685,290.00269,277.179405,239.683235,178.239116,61.685865,50.915477,49.521902,48.399752,275.064999,320.052459,315.387263,310.371996,302.273786,284.104168,260.713858,89.156598,192.93604,69.427109,67.662531,1260.178774,232.59861,801.646208,791.004619,767.024296,710.431292,662.354141,612.708136,558.82426,1261.101557,1260.749625,244.140786,109.259531,38.279874,29.596455,27.822019,270.766056,1259.91529,1260.310487,1260.96948,1259.651863,1259.651904,1259.871378,1259.388684,2.537683,2.543155,2.498696,2.464056,2.491535,2.56747,0.00101,-0.000822,0.000222,0,
1523,311.842917,341.151985,333.321108,320.456057,306.697923,287.929034,249.223524,187.915035,66.258367,62.494396,61.6398,288.6731,319.401764,295.337533,278.243986,264.167051,220.293198,134.61227,57.827925,51.475121,50.082239,48.368187,272.804633,315.075571,311.284697,305.787245,298.193073,280.480523,257.205804,89.82336,191.147702,69.579228,67.662531,1260.178774,232.712013,801.757986,791.227686,767.356995,710.796499,662.136959,611.666609,557.642679,1261.101557,1260.749625,240.789052,104.593552,38.279874,29.445962,27.822019,268.904877,1259.91529,1260.310487,1260.96948,1259.651863,1259.651904,1259.871378,1259.388684,2.528831,2.502862,2.516399,2.450474,2.4778,2.57678,0.001621,-0.000669,6.98E-05,0,
1524,309.1868,336.719549,329.066506,315.97227,301.316306,283.179874,245.599923,186.064643,65.654803,62.588336,61.329625,283.298044,309.562423,284.394245,267.563754,251.848007,201.943861,89.402801,57.148701,53.931924,51.87714,48.53691,271.003786,310.291317,306.60509,301.101357,294.048546,276.978415,253.595435,90.101104,189.031292,69.783101,67.96153,1260.185107,232.717595,802.322419,791.307531,767.177617,710.765369,661.744156,610.271428,554.962611,1261.107892,1260.755958,236.532359,102.159468,38.583886,29.301006,27.714505,266.302298,1259.921621,1260.316819,1260.975814,1259.658194,1259.658235,1259.87771,1259.395014,2.535088,2.485616,2.513041,2.451237,2.464522,2.564723,0.001621,-0.000975,-8.28E-05,0,
1525,306.298911,331.433627,323.298632,310.373508,296.395176,278.301247,242.262061,183.974973,65.592187,63.149935,61.303703,277.976532,302.593867,276.811834,259.96596,244.235489,192.153644,75.134947,57.159545,55.30699,53.475746,49.324855,269.042907,306.667117,302.240825,296.804442,290.036314,272.978509,249.894477,90.03843,186.637422,70.234024,67.998226,1260.185107,232.830993,803.291407,791.902443,767.436389,711.057552,662.06991,610.989599,553.602051,1261.107892,1260.755958,231.203774,96.552022,38.509269,29.075195,27.56371,263.206138,1259.921621,1260.316819,1260.975814,1259.658194,1259.658235,1259.87771,1259.395014,2.566679,2.533235,2.519756,2.468481,2.480394,2.595858,0.002231,-0.000517,0.000222,0,
1526,303.691768,325.875725,316.560215,304.38829,290.865029,272.399114,238.041023,181.110275,64.637528,63.113219,60.715715,274.786602,295.673871,269.493313,253.34404,237.83231,186.696442,68.311471,58.043445,56.117655,54.435041,50.360268,266.845945,302.954919,297.896927,293.117924,286.081565,269.258935,246.026212,89.928187,184.384973,70.637449,68.941409,1260.172443,232.895427,804.547866,792.560838,767.832145,711.667712,662.927987,611.194452,551.156801,1261.095223,1260.743291,224.374542,85.730638,38.12508,29.101713,27.439463,259.459342,1259.908959,1260.304155,1260.963146,1259.645533,1259.645574,1259.865047,1259.382354,2.552791,2.500268,2.517009,2.459325,2.475358,2.574186,0.001468,-0.000975,-8.28E-05,0,
1527,301.156184,320.494758,310.618691,298.613704,285.361312,267.153236,233.850529,177.062358,63.902998,62.635877,60.789221,271.295246,288.25814,261.89123,246.815861,230.013128,154.849298,62.986505,57.085869,55.933443,55.098861,51.579658,264.646949,298.944159,294.174144,289.1683,281.787735,265.384461,242.490391,90.405933,182.132618,71.150869,69.643895,1260.178774,233.052193,805.895798,793.570577,768.761994,712.440263,663.186745,613.031393,550.732438,1261.101557,1260.749625,217.318022,80.856212,38.242556,29.144911,27.407326,255.573278,1259.91529,1260.310487,1260.96948,1259.651863,1259.651904,1259.871378,1259.388684,2.5679,2.511104,2.583089,2.44376,2.45796,2.610815,0.001316,-0.000975,-8.28E-05,0,
1528,298.145787,315.919522,305.776133,293.682321,279.814885,261.789279,229.469508,174.01403,63.577813,62.457672,61.125384,267.729905,280.606038,254.981269,240.312713,223.466189,119.700487,60.896295,56.980773,56.270435,55.620424,52.655894,262.451392,294.454551,289.307217,284.589731,278.123103,261.509118,239.030284,90.595114,180.076956,71.63299,70.005328,1260.172443,233.159996,806.41246,793.93709,769.089363,712.252202,663.145198,614.355155,548.256649,1261.095223,1260.743291,211.491965,76.890685,40.213215,30.906807,27.28863,251.669603,1259.908959,1260.304155,1260.963146,1259.645533,1259.645574,1259.865047,1259.382354,2.582551,2.519956,2.50129,2.454289,2.47139,2.591432,0.00101,-0.000822,6.98E-05,0,
1529,294.206213,311.187093,301.289602,288.922068,274.696643,257.155685,225.682212,171.342889,63.430873,62.274047,61.125384,264.041893,272.851639,248.232841,234.05093,216.595116,98.097037,59.240655,56.280682,55.828333,55.399241,53.246377,260.136192,289.251157,284.315499,279.738502,273.704576,257.883669,235.635216,90.595114,178.283109,72.10969,70.817747,1260.178774,233.165577,805.970389,793.384587,768.503145,711.125208,662.535132,614.252692,546.614904,1261.101557,1260.749625,206.62152,71.543304,43.009416,32.301673,27.143345,247.695286,1259.91529,1260.310487,1260.96948,1259.651863,1259.651904,1259.871378,1259.388684,2.554623,2.495231,2.518535,2.46604,2.484668,2.557397,0.002384,-0.000822,6.98E-05,0,
1530,289.52359,304.978469,296.465369,283.22878,269.977059,252.8501,221.81397,168.711107,63.467609,62.127138,61.198878,260.273401,265.147256,241.502539,226.713533,206.891943,77.899177,58.541254,56.53864,55.865179,55.399241,53.578431,258.080454,284.445284,279.574085,275.398034,269.65041,254.327465,232.840272,90.558359,176.565865,72.439701,71.179124,1260.172443,233.273375,805.778407,793.49069,768.682577,711.192865,661.733471,614.319232,544.998356,1261.095223,1260.743291,201.849223,68.750636,44.304042,32.821344,27.02462,243.778376,1259.908959,1260.304155,1260.963146,1259.645533,1259.645574,1259.865047,1259.382354,2.563169,2.494621,2.51533,2.463445,2.479936,2.577238,0.001621,-0.000822,-8.28E-05,0,
1531,285.308316,298.532464,290.55756,277.999995,265.689961,248.45588,218.049194,166.341904,63.351992,62.305363,61.450679,255.819935,257.823557,234.445759,218.971605,198.30769,68.695351,58.278105,57.417388,56.670183,55.836156,53.794333,255.568214,280.292543,275.449881,271.118928,266.031346,251.060407,229.847575,90.773481,175.11038,72.910972,71.331253,1260.178774,233.241163,806.119576,793.756575,768.133387,710.723455,662.426537,613.570181,541.208033,1261.101557,1260.749625,197.008018,65.306729,44.866301,32.714361,26.954748,239.941536,1259.91529,1260.310487,1260.96948,1259.651863,1259.651904,1259.871378,1259.388684,2.547297,2.482411,2.518688,2.478095,2.498556,2.602116,0.001316,-0.000822,1.833519,0,
1532,281.430541,292.748783,284.574551,273.700235,260.808665,243.725886,214.519513,164.099484,63.13697,62.200593,61.456091,252.043573,253.599394,230.823758,214.227421,193.275553,65.143143,58.099413,57.606963,56.675606,55.620424,53.689102,252.801939,276.366789,271.515795,266.880501,263.089739,247.611957,226.635428,90.742137,173.475685,73.466356,71.850147,1260.185107,233.397909,806.311574,793.762065,767.917005,710.436683,662.576674,612.785276,537.274075,1261.107892,1260.755958,191.056338,62.631272,44.797561,32.607368,26.809418,236.023109,1259.921621,1260.316819,1260.975814,1259.658194,1259.658235,1259.87771,1259.395014,2.587587,2.539645,2.540053,2.477332,2.499319,2.535877,0.00101,-0.000669,0.001749,0,
1533,277.42491,287.127856,279.123679,269.195949,255.868676,239.08845,210.93709,161.466491,62.800887,61.974811,61.230212,250.426068,251.494886,228.813323,212.282077,190.750202,64.146911,58.90397,58.30118,57.737969,56.72053,53.868105,250.133875,272.349607,267.787903,263.183359,260.133431,244.523575,223.82552,90.883754,171.982682,73.900936,72.216903,1260.185107,233.511277,805.752124,792.832155,767.214583,709.779378,661.997519,612.821193,536.235459,1261.107892,1260.755958,185.364439,60.462754,44.68622,32.457303,26.73396,231.714751,1259.921621,1260.316819,1260.975814,1259.658194,1259.658235,1259.87771,1259.395014,2.526389,2.489584,2.53227,2.483436,2.498403,2.544882,0.000858,-0.000669,0.000222,0,
1534,274.129198,282.654996,274.601072,265.290676,251.754071,235.170741,207.705576,159.036865,62.696064,61.980221,61.125384,249.418846,250.375167,227.607693,211.374516,189.877648,64.482625,60.013429,59.594815,59.325662,58.051777,54.500468,248.337643,269.155867,264.848577,260.051981,257.072103,241.856573,221.365624,91.072966,170.501276,74.162985,72.944968,1260.178774,233.656847,804.55337,791.562307,766.543776,710.248698,661.811201,612.528554,534.439352,1261.101557,1260.749625,180.927579,59.832154,44.680737,32.264148,26.577453,227.734649,1259.91529,1260.310487,1260.96948,1259.651863,1259.651904,1259.871378,1259.388684,2.550655,2.517209,2.519909,2.47779,2.500387,2.566097,0.000705,-0.000669,0.000222,0,
1535,271.938358,279.244966,271.106611,261.821451,248.527782,231.884088,204.885473,157.477771,62.990009,62.200593,61.309115,248.030293,249.061698,226.698942,210.537265,189.266722,64.886289,61.300839,60.588094,60.24508,59.450362,55.090318,247.248407,267.219396,263.206836,258.743702,255.649512,239.972713,219.391809,91.367067,169.205224,74.566289,73.89303,1260.172443,233.651268,803.7277,790.738902,766.24264,710.498939,661.805859,611.804956,529.239842,1261.095223,1260.743291,177.102812,60.929857,44.786596,32.18355,26.57188,224.052246,1259.908959,1260.304155,1260.963146,1259.645533,1259.645574,1259.865047,1259.382354,2.547908,2.526214,2.539137,2.48191,2.497182,2.574643,0.000705,-0.000669,0.000222,0,
1536,270.005816,276.127517,268.277626,259.356291,246.311812,229.274482,202.483334,156.299478,63.17371,62.678007,61.786758,246.978947,248.611195,226.206578,210.27083,189.075805,65.510046,62.146504,61.39714,61.127395,60.37002,55.937895,246.346587,265.579612,261.900083,257.84617,254.638191,239.294165,218.784233,91.881817,168.557321,74.786272,74.024703,1260.197772,233.824727,803.116051,790.574979,765.52535,709.388516,661.067197,610.712934,524.710326,1261.120562,1260.768627,173.956595,61.760231,45.031178,32.243253,26.631909,220.962809,1259.934285,1260.329485,1260.988484,1259.670856,1259.670897,1259.890373,1259.407674,2.541193,2.512173,2.542037,2.479469,2.493977,2.574186,0.0004,-0.000975,-8.28E-05,0,
1537,268.789555,274.318159,266.090106,256.862117,244.10483,227.241569,200.968867,155.436754,63.51516,63.129446,62.275137,246.802222,249.147827,226.710096,209.863323,189.31615,66.547997,62.929228,61.922679,61.726261,60.969245,57.090529,245.417895,264.248106,260.678331,256.809627,253.787379,238.928213,218.377644,92.113284,167.84452,75.200368,74.532682,1260.191439,233.932497,801.396405,789.157141,764.300621,707.52138,660.374288,611.892698,523.952428,1261.114227,1260.762292,172.348005,63.518328,45.619245,32.350283,26.626335,218.526263,1259.927953,1260.323152,1260.982149,1259.664525,1259.664566,1259.884041,1259.401344,2.537072,2.513394,2.53578,2.476722,2.493367,2.585175,0.000553,-0.000975,6.98E-05,0,
1538,268.039998,273.532157,265.264322,254.723195,241.728568,224.92515,199.475339,154.747422,64.024002,63.491171,62.563568,246.270799,249.217373,227.083201,209.705446,189.310528,67.092744,63.401564,62.468643,62.161796,61.588857,58.042235,244.434609,262.974007,259.588968,255.793524,252.844714,238.281541,217.232398,92.107868,166.543567,75.561606,74.9619,1260.178774,234.034684,800.565839,788.403014,762.627604,706.525257,659.314315,611.487048,522.830778,1261.101557,1260.749625,171.916983,64.352144,46.609294,32.264148,26.539716,216.728655,1259.91529,1260.310487,1260.96948,1259.651863,1259.651904,1259.871378,1259.388684,2.538446,2.491416,2.52876,2.482826,2.495961,2.577696,0.000553,-0.000822,-0.000235,0,
1539,268.226039,273.680849,264.742167,254.01162,240.259802,222.991706,197.910778,154.29169,64.64834,63.894968,62.783929,245.970237,249.367511,227.461831,209.591239,189.310528,67.349458,63.769009,62.872917,62.455722,62.066718,58.778192,243.757469,261.891417,258.579398,254.96975,252.057215,237.338411,215.484182,91.960776,165.210528,75.818251,74.67395,1260.185107,234.115823,799.826412,787.628317,761.266892,705.399559,658.234376,610.055988,520.685354,1261.107892,1260.755958,171.731828,64.027072,47.689082,32.194638,26.432072,215.631557,1259.921621,1260.316819,1260.975814,1259.658194,1259.658235,1259.87771,1259.395014,2.551265,2.488821,2.538832,2.472449,2.488178,2.581664,0.0004,-0.000669,-0.000235,0,
1540,268.294969,274.493027,265.035066,254.006105,239.57606,222.037892,196.683817,153.868413,65.193728,64.293309,63.035588,245.851982,250.337649,228.667525,210.308893,189.648552,68.114116,64.131006,63.234983,62.744209,62.355336,59.434929,243.187497,261.10166,258.162461,254.402403,251.489031,236.766805,214.414022,91.918588,163.720049,75.959508,74.380584,1260.185107,234.153602,798.8582,786.588293,760.454775,703.575764,657.076957,608.763449,519.215484,1261.107892,1260.755958,171.922616,63.329251,48.392483,32.119579,26.432072,214.908902,1259.921621,1260.316819,1260.975814,1259.658194,1259.658235,1259.87771,1259.395014,2.534325,2.502862,2.526623,2.474433,2.488636,2.563502,0.000247,-0.000822,-8.28E-05,0,
1541,268.709677,275.72446,266.084619,254.760641,239.958406,220.905212,195.620619,153.608234,65.713133,64.59232,63.37148,246.158093,251.918379,230.791513,211.95087,191.105068,69.329388,65.348563,63.607822,62.933288,62.544498,60.028767,242.703756,260.509451,257.831286,254.22061,251.569582,236.696877,214.039343,91.924004,162.545783,76.148225,74.2339,1260.185107,234.266937,798.411406,786.179779,759.901142,703.502826,656.787637,607.219816,518.247421,1261.107892,1260.755958,172.26605,64.431006,48.836555,31.89437,26.39433,214.338281,1259.921621,1260.316819,1260.975814,1259.658194,1259.658235,1259.87771,1259.395014,2.553402,2.50271,2.538069,2.468481,2.488941,2.577391,0.000247,-0.000669,-0.000235,0,
1542,269.224928,277.055729,266.600993,255.35417,240.291926,219.874824,194.927837,153.412829,66.148246,64.990579,63.69652,247.917671,253.412062,232.37365,213.618983,193.275553,71.193349,66.665058,63.786113,63.074807,62.649334,60.354277,242.208831,260.391863,257.750955,254.215095,251.564061,236.804546,213.84359,91.881817,161.436775,76.252819,74.532682,1260.191439,234.42362,798.565829,786.148124,759.758967,704.347063,656.575994,605.789402,517.930009,1261.114227,1260.762292,172.309844,65.317573,49.581829,31.637112,26.248925,213.697086,1259.927953,1260.323152,1260.982149,1259.664525,1259.664566,1259.884041,1259.401344,2.554928,2.505457,2.52174,2.472449,2.491383,2.591737,0.000247,-0.000822,-8.28E-05,0,
1543,270.600608,278.206241,267.681625,256.551792,241.082901,219.001585,194.04973,153.071192,66.478602,65.100662,63.292634,248.893545,255.733911,234.224747,215.710056,195.451277,72.695888,67.76633,63.969802,63.184998,62.759575,60.574868,241.832314,260.3545,257.825779,254.252558,251.526546,236.766805,213.120916,91.992133,160.82815,76.43614,73.793845,1260.185107,234.418042,798.485868,785.622777,759.015471,704.013415,656.245198,604.599792,518.032284,1261.107892,1260.755958,172.495016,65.936168,50.352764,31.331137,26.167851,212.930367,1259.921621,1260.316819,1260.975814,1259.658194,1259.658235,1259.87771,1259.395014,2.55386,2.494926,2.522961,2.471381,2.490467,2.587769,0.000247,-0.000822,6.98E-05,0,
1544,272.315297,279.287513,269.065132,257.941275,241.766217,218.057736,193.520817,152.811091,66.777634,63.968381,61.42476,249.874535,258.283283,236.721489,217.729498,197.441341,73.910531,68.836062,64.122152,63.37405,62.875222,60.764093,241.574262,260.247906,257.868697,254.332996,251.41952,236.696877,212.479797,91.997548,160.453416,76.588195,74.129302,1260.191439,234.536942,798.379672,785.071325,758.504356,702.596572,655.455045,603.600336,517.535579,1261.114227,1260.762292,172.844116,66.785692,50.616932,31.036173,26.060169,212.36506,1259.927953,1260.323152,1260.982149,1259.664525,1259.664566,1259.884041,1259.401344,2.551265,2.509425,2.521587,2.47489,2.493672,2.586701,0.000247,-0.000669,-8.28E-05,0,
1545,274.426111,280.913471,270.88339,259.655237,242.927497,218.052143,192.942454,152.539845,66.552011,63.045196,59.691818,250.919053,260.968245,239.50612,220.45773,199.915583,75.077683,69.858106,64.226949,63.405369,62.980046,60.86896,241.267429,260.317135,258.125054,254.402403,251.601575,236.729064,212.01762,92.286329,160.181606,76.729454,74.893973,1260.185107,234.682454,798.634797,785.325738,758.462014,700.586164,654.726624,602.518619,518.211565,1261.107892,1260.755958,173.410964,68.101158,50.389725,30.730024,26.054593,212.131046,1259.921621,1260.316819,1260.975814,1259.658194,1259.658235,1259.87771,1259.395014,2.536614,2.500878,2.524639,2.476416,2.491535,2.579222,0.000553,-0.000822,-8.28E-05,0,
1546,275.761783,282.803158,272.891638,261.672121,244.62026,219.609081,192.827903,152.350105,66.368486,62.200593,58.367752,252.305882,263.916714,242.59422,223.113326,203.195195,76.250225,71.105517,64.263682,63.442096,63.053532,60.905719,241.154436,260.690751,258.947861,255.001688,251.789136,236.691322,211.560991,92.617338,160.219634,76.912778,75.37069,1260.185107,234.795765,798.485868,785.362866,758.5727,698.509062,654.726624,601.40644,518.032284,1261.107892,1260.755958,173.907154,69.348353,49.983101,30.504518,25.979081,212.169112,1259.921621,1260.316819,1260.975814,1259.658194,1259.658235,1259.87771,1259.395014,2.556149,2.4992,2.505105,2.463598,2.491688,2.575864,0.000247,-0.000517,-0.000235,0,
