Time,TC_A1_1,TC_A1_2,TC_A1_3,TC_A1_4,TC_A1_5,TC_A1_6,TC_A1_7,TC_A1_8,TC_A1_9,TC_A1_10,TC_A1_11,TC_A2_1,TC_A2_2,TC_A2_3,TC_A2_4,TC_A2_5,TC_A2_6,TC_A2_7,TC_A2_8,TC_A2_9,TC_A2_10,TC_A2_11,TC_A3_1,TC_A3_2,TC_A3_3,TC_A3_4,TC_A3_5,TC_A3_6,TC_A3_7,TC_A3_8,TC_A3_9,TC_A3_10,TC_A3_11,TC_A4_1,TC_A4_2,TC_A4_3,TC_A4_4,TC_A4_5,TC_A4_6,TC_A4_7,TC_A4_8,TC_A4_9,TC_A4_10,TC_A4_11,TC_A5_1,TC_A5_2,TC_A5_3,TC_A5_4,TC_A5_5,TC_A5_6,TC_A8_1,TC_A6_1,TC_A6_2,TC_A6_3,TC_A6_4,TC_A6_5,TC_A8_2,BDP_A5_1,BDP_A5_2,BDP_A5_3,BDP_A5_4,BDP_A5_5,BDP_A5_6,HF_0p15mAF,RAD_0p15mAF,EVENT,Untitled,Comment
95,263.517254,292.368114,286.153949,282.292373,271.453537,257.181956,233.315589,144.420675,73.070538,60.610271,56.811247,283.229667,304.499789,296.321346,290.218647,284.286325,279.863081,263.197372,111.104097,75.022446,60.689841,52.275796,247.988404,282.546345,281.34171,278.948725,273.321448,261.497748,238.151823,75.06482,128.247121,64.246865,61.984446,1261.010494,225.231876,539.185548,531.134082,512.67249,487.140827,439.565582,388.186753,288.89527,1261.933615,1261.581553,231.780228,105.200053,44.806941,38.863387,36.620261,252.327282,1260.746913,1261.142254,1261.801489,1260.48339,1260.483431,1260.702985,1260.220114,2.540888,2.496147,2.516551,2.468023,2.488483,2.572965,-5.79E-05,-0.000822,-8.28E-05,0,
96,263.442692,292.035878,285.895046,282.033213,271.267652,257.032332,233.240005,144.231592,73.070538,60.64702,56.811247,283.007693,304.242533,296.137165,290.070993,284.138343,279.789006,262.89874,110.91846,75.022446,60.61629,52.238875,248.02596,282.361205,281.193504,278.726248,273.209938,261.236306,238.038689,74.991508,128.39704,64.210141,61.984446,1261.010494,225.080253,538.934829,530.775699,512.277809,486.603124,438.702889,387.716135,288.156304,1261.933615,1261.581553,231.855871,105.422051,44.732715,38.900684,36.695022,252.252275,1260.746913,1261.142254,1261.801489,1260.48339,1260.483431,1260.702985,1260.220114,2.524558,2.483174,2.515635,2.469855,2.491993,2.563807,-0.00021,-0.000975,-0.000235,0,
97,263.405409,291.925124,285.599128,281.848083,271.156115,256.920109,233.164418,144.042525,72.96053,60.46327,56.774429,282.8227,303.948502,296.06349,290.034078,284.02735,279.603809,262.824076,110.732842,75.022446,60.505961,52.238875,247.988404,282.176051,281.045288,278.652085,273.06125,260.937479,237.661538,74.881542,128.247121,64.173417,61.947688,1261.010494,225.080253,538.755742,530.524827,511.990758,486.101224,438.487203,387.390302,286.899616,1261.933615,1261.581553,231.51546,105.570064,44.769829,38.975276,36.695022,251.989729,1260.746913,1261.142254,1261.801489,1260.48339,1260.483431,1260.702985,1260.220114,2.538751,2.475543,2.513804,2.471991,2.492756,2.570981,-0.000363,-0.000975,-8.28E-05,0,
98,263.448214,291.856748,285.456631,281.631391,271.087258,256.813418,233.094424,143.821263,72.819278,60.358456,56.779881,282.82818,303.990698,295.884749,289.89188,283.84783,279.349998,262.64293,110.81258,74.991215,60.511404,52.281262,247.993963,282.070434,280.902548,278.50924,272.806525,260.830937,237.327636,74.850313,128.027816,64.178853,61.826501,1260.997761,225.031095,538.566026,530.334998,511.908346,485.83962,438.188949,387.198525,286.740761,1261.920877,1261.568817,231.088116,105.18907,44.647464,38.964201,36.646545,251.67851,1260.734182,1261.129521,1261.788752,1260.47066,1260.470701,1260.690254,1260.207386,2.530357,2.480885,2.514567,2.468023,2.484057,2.55526,-0.000363,-0.000669,6.98E-05,0,
99,263.299082,291.745987,285.308652,281.55733,270.93853,256.701183,233.018833,143.594429,72.599257,60.321703,56.779881,282.79118,304.064207,295.700542,289.818046,283.588813,279.16477,262.344226,110.849704,75.027873,60.548181,52.281262,247.956406,281.848224,280.680197,278.286725,272.546273,260.644142,237.101287,74.70369,128.027816,64.105404,61.769347,1261.01686,224.972157,538.367062,530.171749,511.565489,485.640459,438.348744,387.14224,286.60933,1261.939984,1261.587921,230.499577,105.094556,44.738226,39.055399,36.775327,251.395081,1260.753279,1261.148621,1261.807858,1260.489755,1260.489796,1260.709351,1260.226478,2.523642,2.476764,2.516093,2.468786,2.489093,2.557244,-0.00021,-0.000975,-0.000388,0,
100,263.26732,291.714528,285.240134,281.52578,270.944035,256.594482,232.986631,143.108632,72.494673,60.327147,56.748515,282.648654,303.99614,295.595468,289.749675,283.44627,279.022065,261.677531,110.446878,75.0333,60.590401,52.212886,247.961966,281.594437,280.537437,277.995498,272.403047,260.350769,236.918233,74.672462,127.958419,64.221013,61.763891,1261.010494,224.966531,538.254294,530.023072,511.237206,485.276588,438.379359,386.919624,286.899616,1261.933615,1261.581553,229.509927,104.534215,44.806941,38.975276,36.657642,251.126872,1260.746913,1261.142254,1261.801489,1260.48339,1260.483431,1260.702985,1260.220114,2.519674,2.475848,2.516399,2.470465,2.485583,2.567165,-0.000363,-0.000822,-8.28E-05,0,
101,263.187226,291.5983,285.197662,281.372166,270.715419,256.476698,232.867646,142.838492,72.525916,60.321703,56.743062,282.569169,303.953943,295.442634,289.596531,283.255754,278.942478,261.485242,110.255818,74.991215,60.658509,52.170497,247.806172,281.477832,280.457828,277.841637,272.062873,260.008927,236.648527,74.813657,127.690588,64.142129,61.695825,1261.01686,224.934248,538.080518,529.813347,510.955448,484.923339,438.169001,386.925,287.570477,1261.939984,1261.587921,228.379672,103.985013,44.701112,39.09269,36.663191,250.682126,1260.753279,1261.148621,1261.807858,1260.489755,1260.489796,1260.709351,1260.226478,2.535546,2.474017,2.51472,2.466955,2.486041,2.560755,-0.00021,-0.000822,-8.28E-05,0,
102,263.144417,291.445143,285.192188,281.366684,270.709914,256.358908,232.748655,142.303908,72.373804,60.279506,56.774429,282.378665,303.838234,295.326641,289.517223,283.139247,278.788785,261.180862,110.101885,74.875814,60.61629,52.16503,247.650369,281.324178,280.341151,277.613573,271.722653,259.77916,236.454267,74.734919,127.497721,64.063243,61.695825,1261.01686,224.82052,537.901426,529.634143,510.668356,484.457173,438.097102,386.743961,287.496555,1261.939984,1261.587921,227.584281,103.17175,44.738226,39.018107,36.663191,250.344334,1260.753279,1261.148621,1261.807858,1260.489755,1260.489796,1260.709351,1260.226478,2.529442,2.473253,2.519756,2.471075,2.486499,2.566402,-0.000363,-0.000669,6.98E-05,0,
103,263.155463,291.56684,285.27713,281.30358,270.683738,256.29515,232.684243,141.295268,72.421331,60.3639,56.822152,282.278606,303.738846,295.153312,289.306618,282.891119,278.540383,260.706204,110.001545,74.85001,60.553624,52.175964,247.623927,281.186964,280.240924,277.401961,271.584882,259.528588,236.276751,74.782429,127.246598,64.110841,61.6223,1261.01686,224.744699,537.829789,529.490779,510.345366,484.27787,438.097102,386.599125,287.274775,1261.939984,1261.587921,227.129669,102.543549,44.62688,39.018107,36.663191,250.081573,1260.753279,1261.148621,1261.807858,1260.489755,1260.489796,1260.709351,1260.226478,2.524711,2.476611,2.517009,2.470312,2.487415,2.557397,-0.00021,-0.000975,6.98E-05,0,
104,263.069842,291.482068,285.192188,281.255579,270.598351,256.171811,232.635253,140.378017,72.410475,60.31626,56.884882,282.341659,303.54417,295.105551,289.221835,282.695084,278.418235,260.358821,109.656638,74.875814,60.505961,52.201953,247.387419,281.027809,280.044615,277.20547,271.313491,259.293242,236.114616,74.661607,126.898431,64.099968,61.6223,1261.01686,224.706788,537.650696,529.454938,509.950586,484.062702,438.097102,386.345656,287.01601,1261.939984,1261.587921,226.485508,101.915544,44.663996,38.943518,36.663191,249.781238,1260.753279,1261.148621,1261.807858,1260.489755,1260.489796,1260.709351,1260.226478,2.533715,2.480274,2.517009,2.469855,2.48772,2.560297,-0.00021,-0.000975,-8.28E-05,0,
105,262.963499,291.450606,285.160665,281.261062,270.529478,256.139929,232.603046,140.157147,72.599257,60.284949,56.8167,282.458156,303.255522,294.963606,288.968813,282.515474,278.312548,260.289606,109.47664,74.844583,60.474627,52.207419,247.24271,280.922146,279.975961,277.062544,271.02138,259.111856,236.120203,74.483755,126.754185,64.178853,61.627757,1261.023227,224.674503,537.548555,529.281048,509.704678,483.924574,438.210284,385.91649,286.87362,1261.946353,1261.59429,226.074242,101.33014,44.558155,38.874463,36.556594,249.636627,1260.759645,1261.154989,1261.814227,1260.496121,1260.496162,1260.715717,1260.232843,2.522269,2.479969,2.518535,2.470618,2.486957,2.54824,-0.00021,-0.000822,-8.28E-05,0,
106,263.043601,291.345293,285.092143,281.229509,270.386222,256.033203,232.38182,140.389189,72.568014,60.400652,56.858969,282.574649,303.040381,294.711093,288.752701,282.335853,278.280977,260.332509,109.148299,74.776694,60.443292,52.212886,247.097992,280.853529,279.870234,276.956718,270.952476,258.967844,236.12579,74.379215,126.797177,64.147565,61.475246,1261.01686,224.630963,537.435783,529.168205,509.376328,483.847527,438.276847,385.585187,287.23781,1261.939984,1261.587921,225.765388,101.25081,44.515523,38.868925,36.588428,249.443315,1260.753279,1261.148621,1261.807858,1260.489755,1260.489796,1260.709351,1260.226478,2.526847,2.476916,2.518535,2.468634,2.487872,2.550987,-0.00021,-0.000975,-0.000235,0,
107,262.957976,291.334367,285.044194,281.218543,270.412401,255.872424,232.219404,140.717748,72.520488,60.536772,56.774429,282.415671,302.735362,294.552758,288.741765,282.1768,278.158817,260.209328,108.729392,74.729182,60.358848,52.201953,246.936579,280.694355,279.710972,276.797302,270.681014,258.844612,236.114616,74.221736,126.561421,64.063243,61.443938,1261.023227,224.598678,537.297821,529.030155,509.130404,483.673532,438.210284,385.300838,287.354189,1261.946353,1261.59429,225.581477,100.850169,44.521035,38.874463,36.51921,249.336235,1260.759645,1261.154989,1261.814227,1260.496121,1260.496162,1260.715717,1260.232843,2.530052,2.477985,2.517009,2.469702,2.487415,2.56457,-0.000363,-0.000822,6.98E-05,0,
108,262.851628,291.155194,284.901668,280.96476,270.194749,255.690828,232.225,140.949854,72.489245,60.468713,56.743062,282.347139,302.556959,294.447645,288.636436,282.034182,277.978992,259.953222,108.327039,74.661293,60.327512,52.207419,246.679111,280.551623,279.642309,276.802794,270.537678,258.588405,235.931489,74.043882,126.379765,64.105404,61.475246,1261.01686,224.517223,537.04177,528.773941,508.802032,483.453025,438.133051,384.969502,287.163878,1261.939984,1261.587921,225.424214,100.475557,44.478402,38.757025,36.476273,249.180452,1260.753279,1261.148621,1261.807858,1260.489755,1260.489796,1260.709351,1260.226478,2.532646,2.474017,2.517772,2.470465,2.489399,2.559839,-0.00021,-0.000822,0.000375,0,
109,262.745276,290.93908,284.796137,280.933204,270.014275,255.471786,232.079362,140.842178,72.531343,60.253638,56.638053,282.20459,302.305001,294.342528,288.604971,282.002637,277.910353,260.070886,108.073038,74.66672,60.369735,52.175964,246.534359,280.445941,279.462415,276.734067,270.357119,258.406964,235.748349,73.975997,126.085829,64.03739,61.249193,1261.010494,224.473682,536.821537,528.661095,508.54544,483.08905,437.98392,384.67437,286.308037,1261.933615,1261.581553,225.266943,99.842703,44.472891,38.714184,36.470723,249.09977,1260.746913,1261.142254,1261.801489,1260.48339,1260.483431,1260.702985,1260.220114,2.541956,2.47539,2.515941,2.472296,2.487872,2.564112,-0.000363,-0.000669,0.000222,0,
110,262.627869,290.896685,284.53163,280.668425,269.859972,255.204203,231.846899,140.534587,72.489245,60.248195,56.669422,282.162101,302.005361,294.226492,288.267082,281.812017,277.867798,260.102732,107.845164,74.661293,60.327512,52.170497,246.37847,280.255167,279.234453,276.543016,270.165533,258.177038,235.516268,73.8606,126.230019,64.031954,61.175657,1261.010494,224.435767,536.642437,528.553566,508.330063,482.766249,437.336802,384.601929,285.45742,1261.933615,1261.581553,225.115289,99.621322,44.361521,38.714184,36.395947,248.874428,1260.746913,1261.142254,1261.801489,1260.48339,1260.483431,1260.702985,1260.220114,2.52761,2.479816,2.521892,2.465734,2.486499,2.552513,-0.000363,-0.000822,-0.000235,0,
111,262.558803,290.754419,284.389077,280.59982,269.791079,255.059995,231.776869,140.351444,72.568014,60.253638,56.711695,282.278606,301.753362,293.973918,288.124796,281.632348,277.725021,260.070886,107.665345,74.593404,60.296175,52.102116,246.271284,280.112411,278.943278,276.362938,270.059386,257.808542,235.408603,73.792714,126.310434,63.890484,61.149802,1261.023227,224.371191,536.473966,528.456671,508.197128,482.525818,437.023895,384.359136,285.246456,1261.946353,1261.59429,225.088626,99.374024,44.40967,38.687959,36.407048,248.735334,1260.759645,1261.154989,1261.814227,1260.496121,1260.496162,1260.715717,1260.232843,2.527,2.473253,2.518077,2.471533,2.489093,2.566554,-0.00021,-0.000975,6.98E-05,0,
112,262.36679,290.490409,284.235563,280.520245,269.74837,254.904691,231.695643,140.534587,72.599257,60.284949,56.706242,282.162101,301.674359,293.857868,288.045447,281.515769,277.534184,260.027978,107.474576,74.624635,60.253951,52.133574,246.303304,279.810419,278.826533,276.171859,269.830554,257.541147,235.063221,73.713973,126.117719,63.811592,61.070806,1261.01686,224.365563,536.36119,528.343823,508.012314,482.41289,436.874745,384.100199,284.982009,1261.939984,1261.587921,224.931336,98.815257,44.292781,38.68242,36.364107,248.541947,1260.753279,1261.148621,1261.807858,1260.489755,1260.489796,1260.709351,1260.226478,2.527152,2.475695,2.517009,2.471075,2.492604,2.555566,-0.000363,-0.000975,-0.000388,0,
113,262.335016,290.421999,284.204029,280.377541,269.753878,254.83535,231.549976,140.162732,72.531343,60.106616,56.564409,281.98253,301.606243,293.678997,287.940092,281.373114,277.725021,259.996132,107.257743,74.520088,60.185831,52.102116,246.196114,279.556434,278.683671,276.140234,269.612717,257.284796,234.842258,73.756058,125.936109,63.853757,61.039492,1261.023227,224.219523,536.259043,528.24161,507.838149,482.202998,436.628399,384.105577,285.06149,1261.946353,1261.59429,224.671532,98.746971,44.298294,38.650654,36.369658,248.322125,1260.759645,1261.154989,1261.814227,1260.496121,1260.496162,1260.715717,1260.232843,2.519217,2.476611,2.515941,2.470923,2.488178,2.56747,-5.79E-05,-0.000975,6.98E-05,0,
114,262.223114,290.311184,283.944941,280.192294,269.567863,254.64813,231.285242,139.823096,72.494673,59.959584,56.417113,281.98253,301.422335,293.494657,287.829263,281.262007,277.539675,259.771853,106.85023,74.446772,60.112266,51.917484,246.120942,279.408153,278.535312,275.843265,269.426581,257.247381,234.540155,73.756058,125.711553,63.927212,60.923721,1261.01686,224.175977,536.110445,528.057072,507.725125,481.982455,436.659019,384.208868,285.869758,1261.939984,1261.587921,224.552142,98.298979,44.367033,38.645115,36.401497,248.203844,1260.753279,1261.148621,1261.807858,1260.489755,1260.489796,1260.709351,1260.226478,2.524863,2.47478,2.517619,2.464819,2.487872,2.575559,-0.00021,-0.000669,-8.28E-05,0,
115,262.174761,290.226375,283.896972,280.144272,269.370816,254.412357,231.236226,139.887397,72.410475,59.948695,56.36938,282.008579,301.11717,293.336259,287.818324,281.214004,277.454551,259.910313,106.654064,74.472575,59.917454,51.832689,246.034639,279.211816,278.338873,275.609526,269.266643,256.974383,234.226834,73.598576,125.513364,63.806156,60.850175,1261.01686,224.213895,535.931341,527.734471,507.545627,481.946585,436.730928,384.027751,286.313525,1261.939984,1261.587921,224.210825,97.524787,44.329908,38.68242,36.289323,248.05356,1260.753279,1261.148621,1261.807858,1260.489755,1260.489796,1260.709351,1260.226478,2.534783,2.485769,2.517314,2.47779,2.487872,2.564723,-0.000363,-0.000975,0.000375,0,
116,262.105681,290.26878,283.828418,280.001548,269.041435,254.230646,231.204001,140.043929,72.379232,60.027657,56.374833,281.866012,300.975469,293.267975,287.78685,281.182449,277.385897,260.140108,106.585469,74.478003,59.886112,51.838157,245.889846,278.883615,278.195983,275.31799,269.123223,256.830238,234.156885,73.420717,125.40665,63.664676,60.750768,1261.029595,224.149314,535.834508,527.565881,507.448581,481.921361,436.849461,383.567582,285.473888,1261.952723,1261.600659,224.22208,97.240868,44.303807,38.730801,36.337818,248.064711,1260.766012,1261.161356,1261.820596,1260.502486,1260.502527,1260.722083,1260.239208,2.535699,2.476916,2.517009,2.470007,2.486194,2.568386,-5.79E-05,-0.000822,-8.28E-05,0,
117,261.999295,290.237305,283.796879,279.895871,268.89809,254.048922,231.096131,139.823096,72.347989,59.959584,56.380287,281.723437,300.833762,293.125944,287.755375,281.076816,277.502604,260.257763,106.479841,74.410113,59.85477,51.806694,245.669859,278.777865,278.015988,275.21209,269.054265,256.910619,234.162476,73.35283,125.299942,63.670113,60.634983,1261.023227,224.067847,535.793371,527.381336,507.26375,481.844296,436.987941,383.055012,284.099463,1261.946353,1261.59429,224.368154,97.051128,44.372545,38.725262,36.294875,248.059135,1260.759645,1261.154989,1261.814227,1260.496121,1260.496162,1260.715717,1260.232843,2.537835,2.476306,2.517467,2.468939,2.490162,2.568386,-0.00021,-0.000822,-8.28E-05,0,
118,261.993769,290.157959,283.828418,279.779217,268.818149,253.931008,231.166179,139.855246,72.415903,59.954139,56.448484,281.569889,300.717946,292.899234,287.454333,280.886129,277.200526,260.289606,106.215133,74.258053,59.77575,51.801226,245.551509,278.698215,277.9363,275.020923,269.048755,257.204428,234.307963,73.23743,125.10734,63.664676,60.58729,1261.010494,223.98075,535.567812,527.263163,507.181293,481.726037,436.905365,382.681949,282.978015,1261.933615,1261.581553,224.47067,96.855933,44.324395,38.751487,36.283772,248.047986,1260.746913,1261.142254,1261.801489,1260.48339,1260.483431,1260.702985,1260.220114,2.537835,2.475085,2.513957,2.470312,2.493061,2.578612,-5.79E-05,-0.000975,-8.28E-05,0,
119,261.999295,290.052599,283.722846,279.673531,268.67479,253.861638,231.133954,139.974038,72.311317,59.886065,56.527586,281.427298,300.61302,292.720306,287.312005,280.669352,276.835237,260.033509,106.442806,74.26348,59.817983,51.806694,245.557074,278.777865,277.86759,274.989284,269.091499,257.509273,234.540155,73.132885,124.81362,63.596653,60.603665,1261.029595,223.921792,535.440471,527.171578,507.053668,481.706135,436.705643,382.299532,282.957476,1261.952723,1261.600659,224.487552,95.988123,44.452305,38.693498,36.375209,248.064711,1260.766012,1261.161356,1261.820596,1260.502486,1260.502527,1260.722083,1260.239208,2.546992,2.4847,2.51121,2.464819,2.489551,2.579985,-0.00021,-0.000975,-0.000235,0,
120,262.062852,290.078611,283.637854,279.551381,268.700988,253.700708,231.084935,139.547808,72.263791,59.764892,56.590326,281.379314,300.528543,292.635627,287.227162,280.695429,276.750089,259.872933,106.46888,74.14265,59.843881,51.68496,245.545944,278.692727,277.819509,275.052562,269.043245,257.64784,234.566739,73.085372,124.615534,63.585779,60.456553,1261.029595,223.921792,535.333006,527.064039,507.08957,481.670264,436.310133,381.90095,282.698299,1261.952723,1261.600659,224.449629,95.214699,44.415182,38.693498,36.300426,248.027138,1260.766012,1261.161356,1261.820596,1260.502486,1260.502527,1260.722083,1260.239208,2.540582,2.476001,2.520977,2.463445,2.483752,2.574033,-0.000363,-0.000822,-8.28E-05,0,
121,262.042126,290.021122,283.469189,279.419598,268.643083,253.567498,230.912604,138.9987,72.316746,59.854749,56.643506,281.432781,300.39771,292.615129,287.095765,280.637791,276.618235,259.627854,106.263123,74.195591,59.78664,51.701364,245.56264,278.709191,277.87308,274.88337,269.02254,257.739265,234.507981,72.991681,124.819158,63.565359,60.419773,1261.029595,223.921792,535.118073,526.9565,507.161373,481.383289,435.447142,381.502344,282.402067,1261.952723,1261.600659,224.487552,94.846488,44.452305,38.768103,36.300426,247.951992,1260.766012,1261.161356,1261.820596,1260.502486,1260.502527,1260.722083,1260.239208,2.538904,2.485311,2.519451,2.463598,2.483141,2.578917,-5.79E-05,-0.000975,-8.28E-05,0,
122,262.004821,289.947236,283.395147,279.30841,268.605864,253.492571,230.874778,138.696976,72.353417,59.854749,56.717148,281.321721,300.360916,292.504487,287.058812,280.600745,276.618235,259.553085,106.115005,74.232249,59.749852,51.590559,245.525044,278.597945,277.761776,274.846232,268.910832,257.851484,234.470215,72.845048,124.557348,63.528628,60.382993,1261.029595,223.808024,534.974783,526.848959,507.125472,481.060432,434.584067,381.176193,282.476128,1261.952723,1261.600659,224.677159,95.030587,44.489427,38.693498,36.263033,247.876843,1260.766012,1261.161356,1261.820596,1260.502486,1260.502527,1260.722083,1260.239208,2.535241,2.482869,2.516246,2.468634,2.487415,2.567318,-0.000363,-0.000669,-0.000235,0,
123,261.855597,289.762511,283.284078,279.197217,268.494203,253.380175,230.912604,138.319886,72.426759,59.817988,56.680327,281.210656,300.360916,292.430723,286.910993,280.674836,276.50698,259.5157,106.189063,74.195591,59.676273,51.627495,245.525044,278.523778,277.576259,274.846232,268.761881,257.701857,234.394681,72.625096,124.370365,63.381699,60.27265,1261.029595,223.845947,534.79567,526.777265,507.08957,480.881064,433.972669,381.031232,282.216905,1261.952723,1261.600659,224.904672,95.361999,44.526547,38.581581,36.263033,247.839268,1260.766012,1261.161356,1261.820596,1260.502486,1260.502527,1260.722083,1260.239208,2.532189,2.488668,2.509531,2.46665,2.485736,2.569454,-0.000363,-0.000822,-8.28E-05,0,
124,261.71189,289.62019,283.104434,279.091507,268.350826,253.235853,230.804722,137.496124,72.358845,59.713147,56.575316,281.142094,300.329569,292.362419,286.990375,280.606229,276.364127,259.633386,106.231573,74.237677,59.681718,51.596028,245.568206,278.455098,277.58175,274.814591,268.581189,257.408112,234.135889,72.593865,124.151549,63.42387,60.241327,1261.035962,223.737805,534.586049,526.603347,507.058996,480.707017,433.726241,380.819167,282.00019,1261.959093,1261.607028,225.099879,95.735756,44.457818,38.475194,36.193794,247.769692,1260.772378,1261.167724,1261.826966,1260.508853,1260.508893,1260.72845,1260.245574,2.533257,2.4847,2.516704,2.47016,2.484362,2.556023,-5.79E-05,-0.000975,-8.28E-05,0,
125,261.519807,289.356075,283.024901,278.86361,268.15919,253.080427,230.761295,137.07601,72.353417,59.781227,56.496216,280.988512,300.140143,292.246306,286.874037,280.452556,276.284456,259.291375,106.115005,74.195591,59.676273,51.553622,245.449851,278.449609,277.353621,274.586251,268.389461,257.103253,234.054754,72.441799,124.108623,63.344966,60.088734,1261.029595,223.656327,534.509086,526.526334,507.053668,480.522319,433.28929,380.59633,282.068766,1261.952723,1261.600659,225.094252,95.767119,44.452305,38.432341,36.188242,247.613804,1260.766012,1261.161356,1261.820596,1260.502486,1260.502527,1260.722083,1260.239208,2.540125,2.483937,2.515178,2.468329,2.484668,2.567775,-0.000363,-0.001127,-8.28E-05,0,
126,261.445181,289.208266,282.913818,278.715326,268.047508,252.893064,230.723466,136.925292,72.353417,59.854749,56.422566,280.91446,299.919354,292.02499,286.541411,280.267308,276.136096,259.067028,105.855827,74.122274,59.749852,51.479746,245.299456,278.338351,277.205184,274.400534,268.091484,256.916158,233.90366,72.36848,123.959074,63.124556,59.972917,1261.023227,223.650698,534.360477,526.377625,507.191947,480.373494,433.535731,380.518462,281.692884,1261.946353,1261.59429,224.899046,95.761652,44.33542,38.426801,36.145292,247.533068,1260.759645,1261.154989,1261.814227,1260.496121,1260.496162,1260.715717,1260.232843,2.539514,2.486074,2.514567,2.474738,2.483599,2.574338,-5.79E-05,-0.000975,-0.000235,0,
127,261.290393,289.239752,282.723188,278.709838,267.930309,252.700138,230.680038,136.882038,72.421331,59.812543,56.417113,280.686806,299.803506,291.798196,286.314165,280.076562,276.019326,258.724934,105.665243,74.043529,59.670828,51.363456,245.218689,278.221599,276.939907,274.135009,268.123221,256.64866,233.898068,72.326393,123.916153,63.155854,59.978377,1261.029595,223.580475,534.150851,526.23955,507.125472,480.450569,433.972669,380.342624,281.216804,1261.952723,1261.600659,224.866755,95.840785,44.229551,38.395028,36.038645,247.4259,1260.766012,1261.161356,1261.820596,1260.502486,1260.502527,1260.722083,1260.239208,2.544398,2.47768,2.518077,2.469702,2.490009,2.574033,-0.00021,-0.000822,-0.000388,0,
128,261.370552,289.208266,282.617572,278.678254,267.898591,252.668209,230.647807,137.151374,72.426759,59.744464,56.312087,280.581199,299.588144,291.692985,286.134814,279.970885,275.987727,258.693069,105.52265,74.048957,59.639483,51.405867,244.998639,278.078731,276.685588,273.991908,267.942482,256.579348,233.82811,72.36848,123.809538,63.124556,59.983837,1261.035962,223.510251,533.977048,526.137323,507.058996,480.312391,434.193798,379.985552,280.333006,1261.959093,1261.607028,224.834463,95.625263,44.235065,38.437882,36.081599,247.356312,1260.772378,1261.167724,1261.826966,1260.508853,1260.508893,1260.72845,1260.245574,2.539209,2.484853,2.515483,2.470923,2.489093,2.572812,-0.000363,-0.000975,-8.28E-05,0,
129,261.413395,289.213734,282.548986,278.535449,267.904104,252.523843,230.615576,137.345373,72.285503,59.676384,56.243885,280.475587,299.372767,291.587772,285.992419,279.902259,276.14159,258.7734,105.009967,74.054385,59.534555,51.300511,244.966601,277.898762,276.505486,273.923104,267.910742,256.39775,233.9848,72.410568,123.66555,63.056521,59.910264,1261.035962,223.472324,533.833751,526.065626,506.915386,479.953629,434.229763,379.768069,279.109726,1261.959093,1261.607028,224.948216,95.367466,44.123674,38.288623,35.969392,247.431477,1260.772378,1261.167724,1261.826966,1260.508853,1260.508893,1260.72845,1260.245574,2.542261,2.476764,2.512125,2.462682,2.486957,2.581817,-0.000363,-0.000975,-0.000235,0,
130,261.290393,289.091937,282.612092,278.45032,267.818617,252.475264,230.604377,137.258848,72.347989,59.481668,56.122486,280.279446,299.141028,291.35548,285.907535,279.743058,275.982233,258.762332,104.407004,74.006871,59.48687,51.252627,244.917861,277.887781,276.568739,273.949258,267.974221,256.162084,234.049162,72.399712,123.50497,63.082381,59.947051,1261.035962,223.434396,533.726278,525.95808,506.771774,479.451347,434.121868,379.586829,278.442238,1261.959093,1261.607028,225.213621,95.146519,44.012273,38.251305,35.894581,247.50664,1260.772378,1261.167724,1261.826966,1260.508853,1260.508893,1260.72845,1260.245574,2.529747,2.486074,2.510599,2.46726,2.490925,2.574186,-0.000363,-0.000822,-0.000235,0,
131,261.295921,288.949582,282.580539,278.307502,267.712432,252.443332,230.647807,137.679002,72.426759,59.52388,56.164771,280.062708,298.925622,291.287151,285.765128,279.637367,275.950633,258.767866,104.449474,73.938981,59.34514,51.29504,244.885822,277.78199,276.722706,274.177656,268.016984,256.130191,233.941434,72.478459,123.136787,62.977607,59.878936,1261.04233,223.326239,533.588296,525.855851,506.56168,479.133766,433.983343,379.700956,278.670257,1261.965464,1261.613397,225.522536,95.04152,44.017787,38.219528,35.974945,247.587378,1260.778746,1261.174093,1261.833336,1260.515219,1260.51526,1260.734817,1260.251939,2.532189,2.477832,2.521129,2.474585,2.494893,2.565944,-0.000363,-0.000822,-0.000235,0,
132,261.253076,288.685406,282.389886,278.116616,267.595217,252.437783,230.566546,138.276601,72.311317,59.591965,56.085654,280.020184,298.772926,291.170995,285.722683,279.520699,275.796759,258.837126,105.517172,73.860236,59.302899,51.141789,244.955467,277.739404,276.494499,274.06071,267.862464,255.974913,233.784741,72.50969,123.24336,63.008907,59.836688,1261.035962,223.244749,533.368031,525.707135,506.376828,478.984926,434.157833,379.731822,278.850168,1261.959093,1261.607028,225.933881,95.109697,44.012273,38.213986,35.931987,247.694537,1260.772378,1261.167724,1261.826966,1260.508853,1260.508893,1260.72845,1260.245574,2.532646,2.476916,2.510599,2.471991,2.483599,2.58609,-0.00021,-0.000669,-0.000235,0,
