X_Value,GC1_0mBC,GC1_0-3mBC,GC1_0-61mBC,GC1_0-91mBC,GC1_1-22mBC,GC1_1-52mBC,GC1_1-83mBC,GC1_2-13mBC,GC1_2-44mBC,GC1_2-74mBC,GC1_3-05mBC,GC2_0mBC,GC2_0-3mBC,GC2_0-61mBC,GC2_0-91mBC,GC2_1-22mBC,GC2_1-52mBC,GC2_1-83mBC,GC2_2-13mBC,GC2_2-44mBC,GC2_2-74mBC,GC2_3-05mBC,GC3_0mBC,GC3_0-3mBC,GC3_0-61mBC,GC3_0-91mBC,GC3_1-22mBC,GC3_1-52mBC,GC3_1-83mBC,GC3_2-13mBC,GC3_2-44mBC,GC3_2-74mBC,GC3_3-05mBC,GC4_0mBC,GC4_0-3mBC,GC4_0-61mBC,GC4_0-91mBC,GC4_1-22mBC,GC4_1-52mBC,GC4_1-83mBC,GC4_2-13mBC,GC4_2-44mBC,GC4_2-74mBC,GC4_3-05mBC,GC5_0-3mBS,GC5_0-61mBS,GC5_0-91mBS,GC5_1-22mBS,GC5_1-52mBS,GC5_1-83mBS,GC6_0-3mBS,GC6_0-61mBS,GC6_0-91mBS,GC6_1-22mBS,GC6_1-52mBS,GC6_1-83mBS,GC8_0-15mAF,BDP5_SED_0-3mBS,BDP5_SED_0-61mBS,BDP5_SED_0-91mBS,BDP5_SED_1-22mBS,BDP5_SED_1-52mBS,BDP5_SED_1-83mBS,HF_GC8_0-15mAF,RAD_GC8_0-15mAF,EVENT,Untitled,Comment
547,240.205021,287.744538,273.728996,268.029848,257.390237,240.960097,213.702765,166.748799,66.387841,50.730696,48.056383,254.722364,305.926314,295.577959,282.116527,276.388165,272.994944,255.189645,216.159128,67.388945,50.027784,48.720748,223.826733,284.612807,276.922864,270.362828,262.549501,246.80509,223.964798,66.734689,165.339151,51.537483,62.522665,1259.837206,94.647907,679.603569,666.990592,640.459981,562.161941,503.635221,462.729475,373.053785,1260.75985,1260.40797,222.636478,114.868419,47.610681,31.777349,29.518022,237.415659,1259.573761,1259.968898,1260.627792,1259.310374,1259.310415,1259.529856,1259.047234,2.561338,2.498589,2.543105,2.476874,2.497029,2.62562,0.000247,-0.000669,-8.28E-05,0,
548,240.506235,288.336034,274.546422,268.737169,258.212842,241.675621,214.653679,167.778049,67.121891,50.878461,48.204444,255.919863,306.587479,296.572584,283.189926,277.834929,273.886097,256.275602,217.527573,67.682441,50.138741,48.868771,224.62286,285.759512,277.665042,271.329994,263.333447,247.59422,224.912468,67.321709,165.872333,51.648313,62.979885,1259.856163,94.701012,680.817826,668.456113,642.387866,564.111629,505.051886,464.825997,374.195104,1260.778815,1260.426932,223.753494,115.368494,48.626571,31.906577,29.647552,238.224737,1259.592716,1259.987857,1260.646756,1259.329327,1259.329368,1259.548811,1259.066184,2.558133,2.503778,2.523876,2.479469,2.495351,2.610663,9.47E-05,-0.000669,-8.28E-05,0,
549,240.769767,289.370855,275.326441,269.407071,259.035154,242.466215,215.452252,168.845659,68.075981,51.137016,48.389498,256.817581,307.836018,297.824625,284.151916,278.873123,275.073802,257.473308,219.389274,68.416107,50.286671,49.016779,225.456662,286.942704,278.852077,272.519825,264.266375,248.796192,225.935601,67.688559,166.55795,51.833012,62.827486,1259.849844,94.769234,682.410495,670.734488,645.089056,566.219381,506.447132,465.71752,375.568864,1260.772493,1260.420611,224.73398,116.47958,49.32405,31.93858,29.679632,239.011321,1259.586397,1259.981537,1260.640435,1259.323009,1259.32305,1259.542492,1259.059867,2.558591,2.488363,2.519603,2.469855,2.491535,2.618446,-0.00021,-0.000669,-0.000235,0,
550,241.328844,290.953889,276.471997,270.145719,259.664884,243.251016,216.359097,169.679052,68.694319,51.27931,48.532082,257.447755,308.858514,298.997154,285.440926,280.05367,276.515097,258.290874,220.598915,68.960898,50.392173,49.122335,226.322534,288.046058,280.033116,273.406357,265.342626,249.616671,226.49828,67.793214,167.009487,52.012259,62.412411,1259.837206,94.68473,683.198975,671.920401,646.811163,568.572717,508.626659,467.177689,376.828154,1260.75985,1260.40797,225.746455,116.021892,49.756928,32.152713,29.743789,239.942905,1259.573761,1259.968898,1260.627792,1259.310374,1259.310415,1259.529856,1259.047234,2.560117,2.486684,2.523266,2.471533,2.477037,2.606847,9.47E-05,-0.000822,0.000222,0,
551,241.855699,291.65549,277.511171,270.926796,260.598724,244.191548,217.195282,170.327461,69.171245,51.500874,48.717093,257.971121,309.996211,300.211458,286.40212,281.16505,277.775692,259.412765,222.041377,69.584379,50.577052,49.270316,227.193708,289.11747,280.922626,274.483754,266.53569,250.930155,227.255767,67.866579,167.238073,52.196916,61.792974,1259.843525,94.726982,683.712962,672.941235,648.405237,572.374972,511.89813,468.761304,379.118863,1260.766171,1260.414291,225.63832,115.43194,50.021192,32.120716,29.824579,240.400823,1259.580079,1259.975218,1260.634113,1259.316691,1259.316732,1259.536174,1259.05355,2.59476,2.512173,2.52937,2.482521,2.478563,2.617683,9.47E-05,-0.000975,-8.28E-05,0,
552,242.275111,292.362347,278.03605,271.713088,261.575008,245.137236,217.694878,171.1723,69.470111,51.580152,48.833529,258.425122,310.58867,300.695106,287.25756,281.911152,278.559433,260.427496,223.868024,69.883153,50.619459,49.460711,228.032315,289.898496,281.965449,275.491886,267.510087,251.723401,228.056471,69.045676,168.120031,52.350054,62.092457,1259.849844,94.732409,683.972651,673.563216,649.566264,575.497099,514.128069,469.62748,380.647343,1260.772493,1260.420611,225.643905,116.144533,50.026643,32.276362,29.94298,240.971712,1259.586397,1259.981537,1260.640435,1259.323009,1259.32305,1259.542492,1259.059867,2.57141,2.513546,2.522656,2.473975,2.481463,2.625162,-5.79E-05,-0.000669,-8.28E-05,0,
553,242.876984,292.768364,278.703728,272.345001,262.508082,245.964266,218.340781,171.591963,69.72689,51.801673,48.944515,259.022992,311.065595,301.173275,287.959544,282.466507,279.263395,261.100077,225.157266,70.213193,50.841277,49.534686,228.675854,290.452365,282.558053,276.197228,268.143398,252.173414,228.624285,70.91581,169.301459,52.608513,62.097874,1259.856163,94.811487,685.068151,674.983458,651.161023,577.72387,516.249903,470.744729,382.175466,1260.778815,1260.426932,226.331742,116.745707,50.106032,32.394464,29.948526,241.50479,1259.592716,1259.987857,1260.646756,1259.329327,1259.329368,1259.548811,1259.066184,2.546534,2.49111,2.523571,2.47489,2.490772,2.606084,9.47E-05,-0.000822,0.000222,0,
554,243.328289,293.358834,279.259993,273.125373,263.366182,246.941289,219.328385,172.545852,69.653525,51.875507,49.0185,259.508648,311.872565,301.945557,288.587485,282.910708,279.856056,261.99655,226.862722,70.579887,50.952174,49.682626,229.167869,291.116868,283.113499,276.902373,268.925492,253.260583,229.19198,72.38229,170.597534,52.756185,62.312985,1259.849844,94.769234,687.134683,676.756312,652.890085,577.861921,517.535863,472.174189,382.967628,1260.772493,1260.420611,227.273456,117.187117,50.174515,32.388932,30.018211,242.4033,1259.586397,1259.981537,1260.640435,1259.323009,1259.32305,1259.542492,1259.059867,2.546839,2.508052,2.521435,2.473212,2.488025,2.588227,9.47E-05,-0.000517,-0.000235,0,
555,243.78504,293.917715,279.821587,273.873817,264.117583,247.810762,220.397197,174.459661,69.915689,51.99168,49.060932,259.999696,312.501411,302.649543,289.516104,283.730324,280.602138,262.860833,228.421241,70.841954,51.142418,49.909945,229.741031,291.712835,283.822338,278.206261,270.159452,254.652425,229.992115,72.607637,171.975788,52.872358,61.866493,1259.843525,94.837458,688.4383,677.658428,653.318431,577.534148,518.57064,474.285059,382.491045,1260.766171,1260.414291,228.176979,117.81493,50.09513,32.45844,30.200719,243.33912,1259.580079,1259.975218,1260.634113,1259.316691,1259.316732,1259.536174,1259.05355,2.553554,2.495842,2.509684,2.453831,2.490162,2.64485,0.000247,-0.000517,-8.28E-05,0,
556,244.531351,294.13365,280.260969,274.425445,264.671383,248.668872,221.492441,176.057322,70.900618,52.170806,49.277421,260.516994,312.789376,302.974992,290.10136,284.353851,281.226066,263.60187,229.21075,71.129897,51.321773,50.015435,230.340775,292.445421,284.335074,278.79416,270.935424,255.545721,231.234689,72.565587,173.457562,53.05149,61.430765,1259.849844,94.842885,689.316488,678.063107,654.191189,579.331127,520.51234,476.227039,384.091216,1260.772493,1260.420611,229.167079,117.261611,50.063612,32.614036,30.168655,244.285663,1259.586397,1259.981537,1260.640435,1259.323009,1259.32305,1259.542492,1259.059867,2.527,2.486379,2.51884,2.47779,2.48192,2.578917,0.000247,-0.000669,-8.28E-05,0,
557,244.638577,294.275792,280.514971,274.828439,265.374137,249.526666,222.549353,177.349817,71.261982,52.202285,49.34595,260.660851,312.967322,303.337168,290.42814,284.903262,281.849845,264.491902,230.681134,72.37108,51.501108,50.15789,230.978202,293.104052,285.106714,279.381924,271.487976,256.064359,232.212096,73.073416,174.329282,53.230604,61.761631,1259.849844,94.806059,690.00758,678.825547,655.275651,581.76813,521.874819,477.948403,386.374028,1260.772493,1260.420611,229.280655,116.554044,50.063612,32.614036,30.24387,245.188667,1259.586397,1259.981537,1260.640435,1259.323009,1259.32305,1259.542492,1259.059867,2.545619,2.493095,2.522503,2.474585,2.485431,2.613715,-5.79E-05,-0.000669,-8.28E-05,0,
558,244.939234,294.68155,280.996738,275.348193,265.821335,250.277114,223.497687,178.68628,71.225307,52.313006,49.419915,261.258146,313.883884,304.035464,291.166243,285.42102,282.404919,265.088724,232.118447,75.010555,51.575008,50.305767,231.431982,293.95235,286.216444,280.567945,272.454907,256.850347,233.081334,73.696591,176.198714,53.378221,61.866493,1259.843525,94.837458,690.147725,679.219614,656.210344,583.913447,523.196022,478.44515,389.447367,1260.766171,1260.414291,229.010059,116.027378,49.984222,32.683529,30.238326,245.935366,1259.580079,1259.975218,1260.634113,1259.316691,1259.316732,1259.536174,1259.05355,2.55737,2.490653,2.5399,2.475653,2.487262,2.594637,9.47E-05,-0.000517,-8.28E-05,0,
559,245.282954,295.313942,281.409762,275.761951,266.422945,250.995329,224.565033,179.722983,71.230698,52.392245,49.573272,262.345841,314.878927,304.849244,292.16781,286.350779,283.187268,265.95187,233.258163,75.639128,51.765175,50.459065,231.929047,294.437137,287.035395,281.499592,273.129559,257.604158,233.880284,73.885264,176.853001,53.568148,62.123796,1259.843525,94.911112,689.85672,679.54643,657.258998,586.136048,523.446964,479.234029,391.547236,1260.766171,1260.414291,229.275077,116.139046,50.242995,32.721039,30.351138,246.612178,1259.580079,1259.975218,1260.634113,1259.316691,1259.316732,1259.536174,1259.05355,2.564848,2.498131,2.522808,2.46604,2.479021,2.623788,-5.79E-05,-0.000822,0.000222,0,
560,245.583529,296.420053,282.261767,276.244403,266.90719,251.670316,225.361105,181.174276,72.110859,52.576754,49.721176,262.793503,315.75842,305.473772,292.757957,287.090014,284.111862,266.771955,234.202914,76.482266,51.912948,50.606912,232.496054,295.063887,287.626893,282.166255,273.835727,258.501812,234.711196,74.068546,178.379469,53.715736,62.123796,1259.843525,94.874285,690.147725,680.272757,658.416343,588.35899,524.020529,479.843589,393.031193,1260.766171,1260.414291,229.956431,117.62864,50.501723,32.758548,30.463938,247.25121,1259.580079,1259.975218,1260.634113,1259.316691,1259.316732,1259.536174,1259.05355,2.567442,2.498284,2.513041,2.464971,2.485583,2.619057,9.47E-05,-0.000517,-8.28E-05,0,
561,245.545959,296.862388,283.039446,276.800963,267.465813,252.270139,226.156956,182.090945,72.697595,52.724346,49.906034,263.315668,316.198098,306.061462,293.237365,287.755157,284.814341,267.442722,234.694047,76.592242,52.134582,50.828656,232.760614,295.506221,288.107393,282.906794,274.615993,259.286974,235.692831,74.068546,179.638962,53.826418,61.682691,1259.843525,94.911112,691.348292,681.544063,659.682442,590.295395,525.812768,480.990918,394.58715,1260.766171,1260.414291,230.372728,119.156816,50.649547,32.721039,30.426339,247.702187,1259.580079,1259.975218,1260.634113,1259.316691,1259.316732,1259.536174,1259.05355,2.554928,2.499352,2.520519,2.468634,2.484362,2.612189,-5.79E-05,-0.000822,-8.28E-05,0,
562,245.707288,297.204928,283.494613,277.405399,267.960795,252.880828,227.039481,182.216759,72.965066,53.030343,50.064777,263.885969,316.538599,306.439521,293.875009,288.172419,285.120943,267.975249,235.120649,76.749657,52.293178,50.876478,233.03626,296.033032,288.487814,283.287868,274.812653,259.597002,236.081379,75.215657,180.222725,53.98483,61.462112,1259.843525,94.911112,692.221603,682.742995,660.514594,591.478894,527.103047,482.424916,396.64908,1260.766171,1260.414291,229.880733,120.201233,51.277642,32.721039,30.426339,248.153077,1259.580079,1259.975218,1260.634113,1259.316691,1259.316732,1259.536174,1259.05355,2.544398,2.506831,2.540663,2.468176,2.482073,2.577543,9.47E-05,-0.000669,-0.000388,0,
563,246.034319,297.488922,284.038985,277.839547,268.619885,253.581712,227.785852,181.823579,73.027624,53.277699,50.201759,264.247815,316.930793,306.795941,294.269676,288.530958,285.701424,268.411276,236.317882,76.95883,52.54083,51.013418,233.289655,296.68547,289.178983,283.758159,275.358877,260.034501,236.523146,76.084612,180.860401,54.047761,60.732134,1259.849844,94.953367,692.518102,683.257066,661.062697,591.520044,528.434337,483.398031,398.607163,1260.772493,1260.420611,229.318512,120.169422,52.243209,32.651548,30.356681,248.684539,1259.586397,1259.981537,1260.640435,1259.323009,1259.32305,1259.542492,1259.059867,2.588808,2.517667,2.526776,2.47016,2.485278,2.623636,9.47E-05,-0.000517,-8.28E-05,0,
564,246.329272,298.073074,284.81071,278.464458,269.247055,254.362792,228.613305,181.741576,73.168911,53.456684,50.344163,265.509463,317.694604,307.414732,294.743424,289.005679,286.102472,268.92717,237.104989,77.210055,52.609255,51.155779,233.964137,297.048479,289.653791,284.344815,275.910437,260.776296,237.083565,76.262502,181.427368,54.337419,60.469275,1259.843525,95.021596,692.658314,683.43341,661.781136,591.909284,529.647461,484.826361,401.09609,1260.766171,1260.414291,229.388648,121.694363,53.234211,32.533475,30.313535,248.979482,1259.580079,1259.975218,1260.634113,1259.316691,1259.316732,1259.536174,1259.05355,2.575989,2.510341,2.523571,2.46665,2.480089,2.626383,-5.79E-05,-0.000822,-8.28E-05,0,
565,246.984235,298.973456,285.345007,278.888608,269.821542,255.203064,229.500606,182.407738,73.185082,53.472959,50.47134,266.308198,318.296719,307.761337,295.459866,289.538962,286.672975,269.576519,237.310318,77.409525,52.810154,51.393739,234.207435,297.285757,290.224094,284.879107,276.409454,261.315725,237.552883,76.095393,181.902287,54.427448,62.82207,1259.843525,95.021596,692.876683,683.615112,661.962092,592.877716,530.794117,487.191178,405.250851,1260.766171,1260.414291,230.18351,122.815065,53.750652,32.533475,30.313535,249.242367,1259.580079,1259.975218,1260.634113,1259.316691,1259.316732,1259.536174,1259.05355,2.54745,2.497215,2.523724,2.466955,2.479936,2.571438,-5.79E-05,-0.000669,-8.28E-05,0,
566,247.72401,299.441442,285.925996,279.285441,270.442931,255.903245,230.359808,183.580609,73.54099,53.683375,50.608284,266.930341,319.201361,308.447977,295.964854,289.971168,287.216194,270.198346,237.97839,77.398744,52.910059,51.456755,234.460714,297.790612,290.840998,285.312132,276.843981,261.45414,238.069813,75.864678,182.158276,54.600996,63.378637,1259.849844,95.027024,693.573608,684.274647,662.510328,593.959126,531.301036,490.061515,407.964227,1260.772493,1260.420611,230.794536,123.455965,53.866735,32.50149,30.24387,249.585852,1259.586397,1259.981537,1260.640435,1259.323009,1259.32305,1259.542492,1259.059867,2.552791,2.504541,2.517467,2.473212,2.485278,2.618599,9.47E-05,-0.000669,-8.28E-05,0,
567,248.206395,300.614344,286.919041,279.984109,271.106808,256.683542,231.110824,184.988323,73.608936,53.788573,50.676752,267.892811,319.671918,309.286671,296.512013,290.70403,287.801668,270.9371,238.689539,77.430014,53.089217,51.599076,234.568462,297.969352,291.241698,285.676559,277.395217,262.12081,238.742988,75.602698,182.22901,54.632451,64.113354,1259.849844,95.027024,693.974029,684.78351,663.270476,595.214727,532.375935,492.423702,411.573046,1260.772493,1260.420611,230.98371,124.241185,53.75609,32.426452,30.206263,249.923754,1259.586397,1259.981537,1260.640435,1259.323009,1259.32305,1259.542492,1259.059867,2.538751,2.505457,2.521587,2.475348,2.491535,2.574491,-5.79E-05,-0.000364,-8.28E-05,0,
568,248.549638,301.908051,288.144351,280.656437,271.855775,257.399773,231.948366,186.139897,73.577658,53.941482,50.793033,268.233252,320.299606,309.805769,296.959418,291.299952,288.287119,271.500584,239.109914,77.472064,53.16847,51.715311,234.762835,298.232561,291.542451,285.940869,277.660416,262.835589,239.690884,75.498121,182.730893,54.822242,63.677958,1259.856163,95.106111,693.396973,684.679818,663.818833,596.619269,533.491882,493.359086,413.237688,1260.778815,1260.426932,230.762274,124.059708,53.650877,32.356942,30.1742,250.079449,1259.592716,1259.987857,1260.646756,1259.329327,1259.329368,1259.548811,1259.066184,2.539667,2.489432,2.52525,2.476569,2.491688,2.581054,-0.00021,-0.000669,-0.000388,0,
569,249.219416,302.785765,289.173553,281.354736,272.482108,258.030007,232.92572,187.089248,73.462262,54.120398,50.861492,268.562698,320.770048,310.424063,297.138146,291.58973,288.503208,271.792675,239.179788,77.539994,53.31069,51.857607,234.983852,298.705858,292.164501,286.564027,278.285667,263.539181,240.58966,75.785976,183.717844,54.927434,63.042543,1259.843525,95.132086,693.131458,684.959903,664.74952,598.187546,534.663588,493.992296,415.03016,1260.766171,1260.414291,230.372728,124.347875,53.381782,32.42092,30.238326,250.105926,1259.580079,1259.975218,1260.634113,1259.316691,1259.316732,1259.536174,1259.05355,2.527,2.491721,2.522808,2.46604,2.488941,2.573117,-0.00021,-0.000975,-8.28E-05,0,
570,249.643037,303.201262,290.218666,282.439397,273.236116,258.90083,233.881583,188.437407,73.399705,54.2787,50.909304,268.908516,321.183391,310.764997,297.664521,292.043327,288.809401,272.249872,239.379403,77.404134,53.395359,51.979253,235.410274,299.048055,292.544388,286.944589,278.964201,264.109794,241.278751,76.126658,185.179786,55.04888,62.496746,1259.849844,95.100683,693.246015,685.546894,665.98609,600.489746,535.851068,494.462412,416.441524,1260.772493,1260.420611,230.113395,124.0168,53.128965,32.388932,30.168655,250.148995,1259.586397,1259.981537,1260.640435,1259.323009,1259.32305,1259.542492,1259.059867,2.556759,2.4876,2.527386,2.476111,2.492298,2.606084,9.47E-05,-0.000517,6.98E-05,0,
571,250.012533,303.931528,290.988687,283.137224,273.899235,259.605388,234.556036,189.883261,73.21097,54.273278,51.014701,268.791425,321.653742,311.089722,298.027302,292.333032,288.988538,272.318777,239.788577,77.398744,53.574464,52.084602,235.857723,299.705286,293.166227,287.456644,279.589133,264.589229,241.988689,76.451172,185.708652,55.301514,62.748576,1259.843525,95.205748,693.459045,685.83238,666.487808,602.674159,536.383136,494.993402,418.094221,1260.766171,1260.414291,230.297043,124.198272,52.90213,32.345877,30.163111,250.143464,1259.580079,1259.975218,1260.634113,1259.316691,1259.316732,1259.536174,1259.05355,2.546076,2.503931,2.518535,2.471381,2.49062,2.600132,9.47E-05,-0.000669,6.98E-05,0,
572,250.366542,304.278741,291.669467,283.893629,274.546887,260.331702,235.40356,191.122321,73.227142,54.473847,51.031001,269.142682,322.145565,311.509342,298.374881,292.607516,289.337017,272.967219,240.182151,77.744858,53.738347,52.21166,236.251807,300.236812,293.735849,288.138141,280.346904,265.314219,242.457062,76.504,185.191015,55.391495,62.722659,1259.856163,95.179773,694.0522,686.206666,667.186699,604.803091,537.468351,495.933193,420.48296,1260.778815,1260.426932,230.875782,124.994862,52.654682,32.431985,30.211807,250.154526,1259.592716,1259.987857,1260.646756,1259.329327,1259.329368,1259.548811,1259.066184,2.544092,2.485311,2.519451,2.471075,2.487872,2.581054,0.000247,-0.000669,6.98E-05,0,
573,250.542966,304.488583,292.138443,284.474668,275.315551,260.992992,235.958804,191.798555,73.289699,54.573576,51.130956,269.540924,322.573855,311.755268,298.695359,292.854859,289.732116,273.476683,240.96248,78.064025,53.838197,52.311564,236.504881,300.52041,294.24138,288.459818,280.854883,265.862484,242.822401,76.309938,184.874369,55.491235,62.129213,1259.849844,95.358508,694.520107,686.746718,668.159493,606.772937,538.967526,496.856816,422.026559,1260.772493,1260.420611,231.588978,124.428195,52.501604,32.313886,30.24387,250.299144,1259.586397,1259.981537,1260.640435,1259.323009,1259.32305,1259.542492,1259.059867,2.544703,2.489584,2.517314,2.475806,2.493061,2.591432,-0.00021,-0.000822,-0.000388,0,
574,250.917833,304.929841,292.175349,284.807566,275.723807,261.553074,236.185306,192.065893,73.54638,54.610432,51.241769,269.764087,323.086028,312.15864,298.91621,293.039267,289.842822,273.885484,241.301576,78.174009,53.911992,52.422319,236.844488,300.778005,294.720792,288.977027,281.633001,266.197958,242.935312,76.346594,184.721662,55.56495,63.52018,1259.843525,95.279413,694.296304,686.668637,668.444003,607.342305,540.717354,498.137061,422.525468,1260.766171,1260.414291,231.999445,124.534896,52.163931,32.383399,30.238326,250.406218,1259.580079,1259.975218,1260.634113,1259.316691,1259.316732,1259.536174,1259.05355,2.535546,2.495994,2.525555,2.475959,2.495656,2.56106,9.47E-05,-0.000669,-8.28E-05,0,
575,251.356567,305.727869,292.349027,285.055583,276.306603,262.102045,236.664896,192.20743,73.792278,54.783859,51.267841,270.199412,323.331338,312.441193,299.383845,293.434082,290.127161,274.134674,241.177475,78.126567,53.974938,52.596039,237.097503,300.951171,295.152422,289.446349,282.066649,266.373355,243.150052,76.335814,184.863141,55.738391,64.816596,285.428134,95.327103,693.870184,686.352103,668.744545,608.214946,541.551702,498.825719,424.048501,1260.778815,1260.426932,232.086227,125.256795,52.027139,32.431985,30.249414,250.680002,1259.592716,1259.987857,1260.646756,1259.329327,1259.329368,1259.548811,1259.066184,2.538904,2.497368,2.519603,2.473364,2.491688,2.584869,9.47E-05,-0.000669,6.98E-05,0,
576,251.511982,305.953829,292.834164,285.356868,276.645959,262.518076,237.161033,192.174852,73.797668,54.862982,51.273273,270.985647,323.739077,312.849886,299.978032,293.808236,290.612216,274.660275,241.748094,78.095296,54.127936,52.638379,237.329405,301.21414,295.600244,289.451778,282.368408,266.602438,243.117952,76.37786,185.097817,55.854366,64.664283,109.888216,95.358508,694.4837,686.710356,669.42769,608.245574,542.119489,499.569688,425.735264,1260.772493,1260.420611,232.080654,126.074755,52.169374,32.50149,30.281475,250.749531,1259.586397,1259.981537,1260.640435,1259.323009,1259.32305,1259.542492,1259.059867,2.550655,2.506525,2.523419,2.475196,2.494282,2.602879,-5.79E-05,-0.000669,-8.28E-05,0,
577,251.704858,305.959229,293.208543,285.769042,277.170725,262.971345,237.430702,192.104084,73.876394,54.97895,51.389508,271.288482,323.89076,312.965261,300.498534,294.403535,291.207843,275.260047,242.883393,78.210671,54.354698,52.828356,237.599007,301.587457,295.863701,289.678802,283.077467,267.204092,243.311643,76.566531,185.370671,55.933484,65.036933,108.892178,95.437606,695.32649,687.479373,669.831664,608.322709,542.196398,499.931613,426.748414,1260.778815,1260.426932,232.237493,127.05398,52.359398,32.619567,30.287019,251.092793,1259.592716,1259.987857,1260.646756,1259.329327,1259.329368,1259.548811,1259.066184,2.551876,2.499047,2.523419,2.473059,2.495809,2.594179,-5.79E-05,-0.000669,6.98E-05,0,
578,252.08505,306.332197,293.730427,286.218121,277.769546,263.611042,237.964408,192.109697,73.95512,55.094911,51.505735,271.814254,324.079012,313.117293,300.761459,294.593268,291.508324,275.562608,243.453606,77.959432,54.470779,52.870691,237.679991,301.740016,296.053418,289.979663,283.786338,267.842841,244.220126,76.608578,186.55978,56.159987,65.172994,108.139754,95.389914,694.405522,686.704999,669.277399,609.353888,542.293293,500.569888,427.313653,1260.766171,1260.414291,232.566667,126.630919,52.533072,32.57099,30.313535,251.344384,1259.580079,1259.975218,1260.634113,1259.316691,1259.316732,1259.536174,1259.05355,2.536767,2.50271,2.524945,2.475501,2.487109,2.575407,9.47E-05,-0.000822,-8.28E-05,0,
579,252.304316,306.767827,294.278261,286.582335,278.283176,264.276888,238.562337,192.371416,74.206404,55.236868,51.611091,271.883109,324.805065,313.515137,300.976761,294.772151,291.834801,275.482878,242.845742,77.91738,54.576009,52.939076,237.749883,301.808183,296.158576,290.269637,284.114037,267.800119,244.477892,76.493219,186.21057,56.265104,65.760476,108.065621,95.50042,693.204254,685.977807,668.806334,609.533514,542.364925,501.395774,427.385631,1260.766171,1260.414291,232.566667,126.968016,52.643798,32.683529,30.313535,251.531971,1259.580079,1259.975218,1260.634113,1259.316691,1259.316732,1259.536174,1259.05355,2.578583,2.490805,2.522961,2.472601,2.49474,2.609442,9.47E-05,-0.000517,-8.28E-05,0,
580,252.379238,307.172058,294.647041,287.247579,278.876286,265.059866,239.542665,192.982443,74.279739,55.310552,51.537234,272.0689,325.207306,314.101589,301.638809,295.251284,292.314148,275.631421,242.205599,77.770737,54.612891,53.012885,237.825317,301.91854,296.232291,290.380405,284.410126,267.762872,244.32744,76.38325,186.477811,56.338789,66.311159,106.842856,95.463584,691.53022,684.814504,668.262846,609.784997,542.973793,501.072612,427.637547,1260.766171,1260.414291,232.604478,126.855643,52.791421,32.721039,30.388739,251.607002,1259.580079,1259.975218,1260.634113,1259.316691,1259.316732,1259.536174,1259.05355,2.543635,2.502405,2.521129,2.474433,2.489093,2.576017,-5.79E-05,-0.000669,-8.28E-05,0,
581,252.598477,307.717812,295.0841,287.759448,279.389694,265.613497,240.25327,193.740573,74.274349,55.268291,51.568731,272.434975,325.20193,314.1695,301.780505,295.57753,292.714266,275.774498,242.313043,77.692025,54.828749,53.081265,238.046062,302.060271,296.374298,290.633421,284.73775,267.831891,244.359524,76.37786,187.08303,56.370215,66.872588,105.742859,95.584952,690.558605,683.698502,667.730086,610.586005,543.020162,501.047294,427.864075,1260.778815,1260.426932,232.464376,126.904143,52.802304,32.65708,30.399825,251.693085,1259.592716,1259.987857,1260.646756,1259.329327,1259.329368,1259.548811,1259.066184,2.545771,2.484853,2.522808,2.47428,2.49062,2.605626,-5.79E-05,-0.000669,-0.000235,0,
582,252.941071,308.274281,295.789977,288.503718,279.802744,266.177955,240.861714,194.433511,74.243072,55.347393,51.648018,272.58904,325.243871,314.394784,301.785913,295.693495,292.867145,276.114124,243.222217,77.807398,54.83417,53.123593,238.202455,302.249591,296.711393,291.008011,284.891202,267.502125,244.44028,76.309938,187.01229,56.522991,67.087403,105.663366,95.61636,690.553244,683.838517,667.833431,610.293278,542.191121,501.329256,427.426923,1260.772493,1260.420611,232.080654,127.010997,52.723053,32.72657,30.394282,251.800095,1259.586397,1259.981537,1260.640435,1259.323009,1259.32305,1259.542492,1259.059867,2.558591,2.500421,2.521435,2.46253,2.476884,2.598911,-5.79E-05,-0.000517,6.98E-05,0,
583,253.315551,308.825269,296.306004,289.205434,280.469589,266.848555,241.502136,194.777157,74.169736,55.384233,51.684945,272.9605,325.17074,314.358135,301.896236,295.804037,293.162035,276.48537,243.636271,77.807398,54.907923,53.086691,238.353294,302.507052,297.153575,291.377127,285.002208,267.390367,244.515503,76.163314,187.241352,56.707175,67.412311,105.620893,95.610931,690.184102,683.651454,668.009236,610.503557,541.254613,501.575302,428.213323,1260.766171,1260.414291,231.7347,127.305178,52.717611,32.758548,30.426339,251.719543,1259.580079,1259.975218,1260.634113,1259.316691,1259.316732,1259.536174,1259.05355,2.561032,2.516141,2.515635,2.46726,2.479326,2.6099,-0.00021,-0.000364,6.98E-05,0,
