X_Value,GC1_0mBC,GC1_0-3mBC,GC1_0-61mBC,GC1_0-91mBC,GC1_1-22mBC,GC1_1-52mBC,GC1_1-83mBC,GC1_2-13mBC,GC1_2-44mBC,GC1_2-74mBC,GC1_3-05mBC,GC2_0mBC,GC2_0-3mBC,GC2_0-61mBC,GC2_0-91mBC,GC2_1-22mBC,GC2_1-52mBC,GC2_1-83mBC,GC2_2-13mBC,GC2_2-44mBC,GC2_2-74mBC,GC2_3-05mBC,GC3_0mBC,GC3_0-3mBC,GC3_0-61mBC,GC3_0-91mBC,GC3_1-22mBC,GC3_1-52mBC,GC3_1-83mBC,GC3_2-13mBC,GC3_2-44mBC,GC3_2-74mBC,GC3_3-05mBC,GC4_0mBC,GC4_0-3mBC,GC4_0-61mBC,GC4_0-91mBC,GC4_1-22mBC,GC4_1-52mBC,GC4_1-83mBC,GC4_2-13mBC,GC4_2-44mBC,GC4_2-74mBC,GC4_3-05mBC,GC5_0-3mBS,GC5_0-61mBS,GC5_0-91mBS,GC5_1-22mBS,GC5_1-52mBS,GC5_1-83mBS,GC6_0-3mBS,GC6_0-61mBS,GC6_0-91mBS,GC6_1-22mBS,GC6_1-52mBS,GC6_1-83mBS,GC8_0-15mAF,BDP5_SED_0-3mBS,BDP5_SED_0-61mBS,BDP5_SED_0-91mBS,BDP5_SED_1-22mBS,BDP5_SED_1-52mBS,BDP5_SED_1-83mBS,HF_GC8_0-15mAF,RAD_GC8_0-15mAF,EVENT,Untitled,Comment
0,195.470673,234.752766,229.654283,226.067664,218.747498,209.513392,190.51646,140.596112,52.918563,46.103191,44.087468,216.010866,245.773602,239.146858,231.76368,227.34912,224.784274,208.573678,132.728048,54.186758,46.952428,46.088531,192.490103,227.639466,225.52538,223.504727,221.004333,210.810598,187.742885,56.073492,136.765832,49.613022,62.965613,1259.710878,97.6713,381.343853,376.525384,368.61887,355.049845,341.105604,320.497736,255.679594,1260.633471,1260.281611,168.372844,107.780167,40.854942,30.088525,28.239762,198.251395,1259.447448,1259.842563,1260.50142,1259.184075,1259.184116,1259.403545,1258.92095,2.550044,2.490958,2.526623,2.468329,2.486194,2.587464,-0.000516,-0.000822,0.000222,0,
1,195.546956,234.714979,229.616432,225.95401,218.78547,209.47532,190.44008,140.558364,52.992393,46.103191,44.124597,215.896885,245.660826,239.033788,231.650271,227.34912,224.822156,208.42128,132.38974,54.223637,46.952428,46.12561,192.375569,227.677337,225.563288,223.353014,220.89043,210.734455,187.7047,56.073492,136.916453,49.57603,63.380603,1259.723506,97.645289,381.100689,376.281979,368.338924,354.623763,341.006906,320.654893,255.728063,1260.646104,1260.294242,168.879828,106.865098,40.940377,30.137208,28.250862,198.109947,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.547145,2.498284,2.541121,2.455357,2.486499,2.577238,-0.000363,-0.000822,-8.28E-05,0,
2,195.650162,234.477146,229.453899,225.829215,218.62242,209.502202,190.505238,140.396288,52.83388,46.166421,44.113681,215.885714,245.612184,238.947325,231.525745,227.262253,224.773134,208.257683,132.378697,54.175918,46.978604,46.188867,192.440705,227.590465,225.476335,223.379798,220.879276,210.799412,187.922587,56.099502,136.867727,49.380182,63.669099,1259.717192,97.7136,380.914026,376.058834,367.933916,354.436393,340.855611,320.466533,256.022059,1260.639787,1260.287926,169.484441,107.118871,41.344357,30.169269,28.245312,197.989808,1259.453761,1259.848878,1260.507737,1259.190388,1259.190429,1259.409858,1258.927261,2.537835,2.498131,2.526471,2.481605,2.48192,2.574338,-0.000363,-0.000822,0.000222,0,
3,195.884612,234.444904,229.383751,225.796895,218.665973,209.431653,190.549038,140.439578,52.728546,46.097742,44.08201,215.891299,245.692895,238.839785,231.455688,227.154208,224.778704,208.187076,132.196297,54.181337,46.98405,46.231392,192.331781,227.444533,225.519812,223.271582,220.808915,210.805005,188.080937,56.031238,136.684991,49.570594,63.999713,1259.717192,97.67673,380.732698,375.986232,367.643241,354.217976,340.636718,320.429939,256.433821,1260.639787,1260.287926,169.980304,108.044982,42.05128,30.206868,28.320664,198.027981,1259.453761,1259.848878,1260.507737,1259.190388,1259.190429,1259.409858,1258.927261,2.546687,2.51263,2.53288,2.470312,2.490009,2.580901,-0.00021,-0.000669,-0.000235,0,
4,195.808332,234.369321,229.308039,225.759007,218.665973,209.393581,190.625417,140.250858,52.802386,46.208933,44.119139,215.815309,245.46733,238.764396,231.455688,227.154208,224.740821,208.26328,132.008395,54.218217,46.98405,46.231392,192.255424,227.368783,225.557719,223.157789,220.695005,210.728861,188.004567,55.920715,136.308507,49.496607,64.025627,1259.704564,97.702741,380.576952,375.685129,367.450863,354.170852,340.297622,320.089791,256.273073,1260.627154,1260.275295,170.350536,107.95996,42.67248,30.270985,28.309564,197.978567,1259.441134,1259.836249,1260.495104,1259.177763,1259.177804,1259.397232,1258.914638,2.54455,2.506983,2.524182,2.468786,2.485125,2.577085,-0.000516,-0.000822,6.98E-05,0,
5,195.661379,234.299285,229.20003,225.726687,218.747498,209.437248,190.669217,140.067699,52.770891,46.140256,44.013207,215.7829,245.397662,238.543754,231.310014,226.970415,224.708508,208.192673,131.56303,54.149878,46.91536,46.12561,192.299213,227.298595,225.373744,223.049565,220.510723,210.467941,187.742885,55.999813,136.389332,49.428052,63.889512,1259.717192,97.67673,380.442563,375.586907,367.388891,353.963147,340.162425,319.990782,256.47125,1260.639787,1260.287926,170.476214,108.304377,43.129461,30.282064,28.39601,198.027981,1259.453761,1259.848878,1260.507737,1259.190388,1259.190429,1259.409858,1258.927261,2.553402,2.504083,2.528149,2.468023,2.484973,2.577696,-0.000363,-0.000975,-8.28E-05,0,
6,195.497598,234.439355,229.188908,225.75344,218.812279,209.426058,190.734374,139.981136,52.723122,46.203484,44.076552,215.695736,245.273818,238.457274,231.034225,226.883536,224.545831,208.105274,131.476856,54.139038,46.904467,46.188867,192.287993,227.135953,225.324697,222.962551,220.42362,210.304452,187.617107,55.915301,136.491207,49.343184,63.369782,1259.710878,97.70817,380.255882,375.436349,367.347204,354.030596,340.157054,320.058586,256.690302,1260.633471,1260.281611,170.890247,108.373037,43.532702,30.238927,28.428131,197.984188,1259.447448,1259.842563,1260.50142,1259.184075,1259.184116,1259.403545,1258.92095,2.54806,2.50561,2.51823,2.471075,2.49413,2.572049,-5.79E-05,-0.000975,-8.28E-05,0,
7,195.514424,234.644953,229.092016,225.694366,218.866992,209.480916,190.789396,139.922294,52.776316,45.960372,43.981533,215.712494,245.252794,238.360795,230.899642,226.67298,224.524657,208.083962,132.132175,54.192178,46.883737,46.168138,192.190288,227.07689,225.151845,223.017205,220.40238,210.245082,187.404831,55.968387,136.281929,49.396491,63.558887,1259.717192,97.639859,380.043606,375.223864,367.170869,353.926742,340.016482,320.063978,256.546107,1260.639787,1260.287926,171.391856,108.712071,43.835337,30.319659,28.39601,198.142499,1259.453761,1259.848878,1260.507737,1259.190388,1259.190429,1259.409858,1258.927261,2.543024,2.501031,2.527844,2.475196,2.48833,2.56976,-0.00021,-0.000975,6.98E-05,0,
8,195.541347,234.482695,228.967313,225.721119,218.85583,209.583939,190.778174,139.98668,52.728546,46.023609,43.896347,215.549332,245.279343,238.425115,230.699446,226.586092,224.399857,208.187076,132.985696,54.218217,46.872844,46.120161,192.064531,226.989998,225.178619,222.968124,220.277298,210.005426,187.355423,55.883873,135.631025,49.34862,63.637773,1259.723506,97.68216,379.577421,374.938761,366.885514,353.640857,339.985367,320.179161,256.327042,1260.646104,1260.294242,171.244857,108.643398,44.137898,30.250006,28.43923,198.186292,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.537988,2.498284,2.522961,2.476874,2.491688,2.569149,-0.000363,-0.000975,-8.28E-05,0,
9,195.39439,234.412663,228.859289,225.688798,218.93735,209.589534,190.745596,140.143178,52.660129,45.991991,43.901806,215.478921,245.209669,238.355254,230.629368,226.440142,224.178096,208.15457,132.953621,54.186758,46.841219,46.162688,191.993783,226.995563,225.108363,222.935763,220.206924,209.896783,187.284664,55.889288,135.33553,49.428052,63.558887,1259.717192,97.7136,379.390715,374.679264,366.553104,353.30783,339.870534,320.503128,256.171799,1260.639787,1260.287926,171.048473,108.786207,44.243817,30.206868,28.509019,198.37153,1259.453761,1259.848878,1260.507737,1259.190388,1259.190429,1259.409858,1258.927261,2.544245,2.498894,2.520519,2.476874,2.494588,2.562586,-0.000363,-0.000822,-8.28E-05,0,
10,195.323715,234.342628,228.864851,225.694366,218.942931,209.595129,190.713017,140.148723,52.702475,45.960372,43.870129,215.408509,245.06479,238.323094,230.597108,226.369947,224.107886,208.083962,132.545613,54.192178,46.846666,46.13106,191.923036,227.07689,225.113932,222.789595,220.174525,209.597728,187.328461,56.005227,135.378686,49.285496,62.419797,1259.717192,97.750472,379.064245,374.49772,366.262372,353.016558,339.870534,320.722687,256.134365,1260.639787,1260.287926,170.972168,108.563808,44.503689,30.244467,28.47135,198.447872,1259.453761,1259.848878,1260.507737,1259.190388,1259.190429,1259.409858,1258.927261,2.547603,2.49401,2.52174,2.47718,2.492604,2.567318,-0.000363,-0.000975,-0.000388,0,
11,195.012965,234.223697,228.669971,225.499346,218.93735,209.551463,190.669217,140.294145,52.69705,45.880781,43.86467,215.136914,245.209669,238.355254,230.364625,226.250734,224.064423,207.964054,132.013916,54.223637,46.87829,46.12561,191.764707,226.844035,224.880873,222.784022,219.941075,209.477883,187.284664,55.962972,135.33553,49.317058,61.469497,1259.723506,97.719031,378.779378,374.067341,366.122352,352.621401,339.584002,320.76467,256.252178,1260.646104,1260.294242,170.901482,108.087495,44.620516,30.325199,28.552234,198.415322,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.53341,2.492942,2.524334,2.470923,2.48772,2.56167,-0.000363,-0.000822,6.98E-05,0,
12,194.784102,234.110311,228.556373,225.423562,218.78547,209.551463,190.631028,140.256402,52.660129,45.917852,43.901806,215.022905,245.284868,238.468356,230.51591,226.288617,223.79917,207.811634,132.239401,54.223637,46.767075,46.12561,191.650168,226.692499,224.880873,222.708148,219.941075,209.249375,187.170108,56.036653,135.410782,49.354057,60.508025,1259.717192,97.67673,378.556371,373.807811,365.862595,352.251911,339.323202,320.722687,256.433821,1260.639787,1260.287926,170.857713,107.637436,44.577929,30.319659,28.47135,198.333359,1259.453761,1259.848878,1260.507737,1259.190388,1259.190429,1259.409858,1258.927261,2.546534,2.489889,2.521892,2.46726,2.485125,2.571591,-0.000516,-0.000517,6.98E-05,0,
13,194.751567,233.926874,228.410465,225.277556,218.677135,209.442844,190.636639,140.110983,52.591708,45.923302,43.907265,214.952483,245.36559,238.473897,230.483648,226.066881,223.615261,207.817232,132.658385,54.192178,46.735448,46.205214,191.579419,226.622294,224.810609,222.599908,219.832713,209.178798,187.290275,56.078907,135.115322,49.322495,60.986099,1259.717192,97.7136,378.338699,373.58993,365.717216,352.033425,339.104255,320.612908,256.358961,1260.639787,1260.287926,170.743261,107.859723,44.466568,30.244467,28.47135,198.180671,1259.453761,1259.848878,1260.507737,1259.190388,1259.190429,1259.409858,1258.927261,2.543329,2.503626,2.521129,2.471838,2.485888,2.574643,-0.00021,-0.000822,-0.000235,0,
14,194.898534,233.807923,228.291294,225.082508,218.519661,209.32303,190.44008,139.954486,52.549359,45.917852,43.938941,214.870886,245.209669,238.543754,230.591549,225.985542,223.458095,207.925949,132.427326,54.149878,46.804148,46.12561,191.688348,226.540954,224.842957,222.442574,219.675205,209.020854,187.284664,56.110331,134.771236,49.317058,61.726837,1259.723506,97.719031,378.090081,373.377389,365.468148,351.747462,338.85418,320.28895,256.177312,1260.646104,1260.294242,170.82518,108.087495,44.323542,30.287603,28.401559,198.071774,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.547908,2.507594,2.515788,2.474738,2.48772,2.589143,-0.000363,-0.000669,-8.28E-05,0,
15,195.056717,233.964672,228.258986,224.936485,218.411318,209.100181,190.407502,139.809089,52.628631,45.997441,43.907265,214.724448,245.177594,238.511597,230.445828,225.953223,223.387868,208.045858,132.094595,54.155298,46.735448,46.168138,191.617599,226.622294,224.772692,222.372266,219.566833,208.912185,187.213905,56.078907,134.588705,49.248495,59.803719,1259.710878,97.745042,377.861709,373.257751,365.166667,351.408981,338.47849,319.912193,256.166287,1260.633471,1260.281611,171.119161,108.743679,44.05269,30.163729,28.465801,197.907841,1259.447448,1259.842563,1260.50142,1259.184075,1259.184116,1259.403545,1258.92095,2.554165,2.507746,2.52525,2.471686,2.482836,2.588837,-0.00021,-0.000822,-8.28E-05,0,
16,195.089251,233.845723,228.101935,224.855116,218.139897,208.904205,190.172751,139.46397,52.623206,45.917852,43.938941,214.490811,245.021661,238.392955,230.55373,225.833993,223.306494,207.887845,131.487893,54.112997,46.692926,46.162688,191.726528,226.616727,224.729204,222.404633,219.637221,208.906589,187.284664,56.036653,134.545567,49.280058,61.248901,1259.723506,97.68216,377.545849,372.97791,365.031978,351.091934,338.197266,319.630178,256.401903,1260.646104,1260.294242,171.817193,109.199471,43.877949,30.137208,28.326213,197.995428,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.561338,2.494316,2.522503,2.471991,2.485736,2.590211,-0.00021,-0.000975,6.98E-05,0,
17,194.931069,233.726769,228.020625,224.697941,218.172293,208.784377,189.937998,138.968035,52.580858,45.838258,43.970615,214.29517,244.865718,238.274309,230.321244,225.790536,223.149312,207.806037,131.18186,54.181337,46.650403,45.971838,191.644557,226.649047,224.837387,222.437,219.517689,208.748635,187.469978,56.031238,134.389608,49.274621,60.324127,1259.717192,97.7136,377.250231,372.718338,364.69948,350.722362,337.753909,319.331966,256.770663,1260.639787,1260.287926,172.612935,109.045707,43.649619,30.169269,28.39601,198.027981,1259.453761,1259.848878,1260.507737,1259.190388,1259.190429,1259.409858,1258.927261,2.545619,2.486684,2.522045,2.472296,2.488788,2.584259,-0.000363,-0.000975,6.98E-05,0,
18,194.86039,233.656715,228.026189,224.741413,218.063939,208.789973,190.01999,138.332476,52.586283,45.991991,43.938941,214.186722,244.833639,238.166739,230.364625,225.720325,223.003268,207.811634,131.224939,54.186758,46.655851,46.01437,191.688348,226.654613,224.880873,222.480515,219.485283,208.67805,187.62833,55.962972,134.131911,49.280058,58.373919,1259.717192,97.67673,376.923656,372.391463,364.445023,350.285285,337.352396,319.18555,256.957776,1260.639787,1260.287926,173.37623,108.304377,43.389568,30.056462,28.320664,198.142499,1259.453761,1259.848878,1260.507737,1259.190388,1259.190429,1259.409858,1258.927261,2.545313,2.499047,2.519451,2.47428,2.492604,2.589906,-0.000363,-0.000975,-0.000235,0,
19,194.702205,233.688967,227.982751,224.660038,217.982396,208.70822,189.899807,137.949919,52.507008,45.912402,43.970615,214.029079,244.715292,238.010375,230.169948,225.638976,222.883976,207.920352,131.031622,54.218217,46.613326,45.934754,191.606377,226.573275,224.837387,222.47494,219.479704,208.520088,187.775458,55.957557,133.938389,49.237621,58.116217,1259.717192,97.60299,376.669642,372.028249,364.117851,349.957459,337.133378,319.039128,256.171799,1260.639787,1260.287926,173.299896,107.748576,43.129461,30.018857,28.320664,198.180671,1259.453761,1259.848878,1260.507737,1259.190388,1259.190429,1259.409858,1258.927261,2.54394,2.502099,2.519146,2.468939,2.481768,2.57327,-0.00021,-0.000822,-8.28E-05,0,
20,194.707814,233.505499,227.874688,224.551898,217.874036,208.637658,189.829036,138.068555,52.586283,45.880781,43.901806,214.034668,244.570382,237.97821,230.024203,225.455084,222.851643,208.078365,131.487893,54.223637,46.581696,45.940205,191.459267,226.42729,224.729204,222.290807,219.143397,208.297126,187.971994,55.962972,133.567983,49.243058,59.809137,1259.717192,97.7136,376.488198,371.665016,363.899727,349.520333,336.804835,318.782879,255.685108,1260.639787,1260.287926,172.765587,107.155907,42.832128,29.981251,28.282989,198.257015,1259.453761,1259.848878,1260.507737,1259.190388,1259.190429,1259.409858,1258.927261,2.545313,2.508204,2.520214,2.470007,2.48131,2.578612,-0.000363,-0.000822,6.98E-05,0,
21,194.789712,233.397633,227.804499,224.443754,217.841636,208.490935,189.796457,138.375721,52.480934,45.84916,43.907265,214.040256,244.500688,237.832919,229.954107,225.34697,222.819309,208.007755,130.854875,54.265935,46.587144,45.945655,191.350336,226.281299,224.507255,222.106663,218.845048,207.921765,188.053975,55.894703,133.310401,49.174491,59.73014,1259.710878,97.70817,376.301405,371.332743,363.603532,349.187106,336.470899,318.338166,255.417487,1260.633471,1260.281611,172.225703,107.780167,42.640781,29.938102,28.277439,198.136879,1259.447448,1259.842563,1260.50142,1259.184075,1259.184116,1259.403545,1258.92095,2.545161,2.505304,2.525402,2.468176,2.489399,2.570981,-0.00021,-0.000822,-8.28E-05,0,
22,194.854781,233.499947,227.679737,224.356801,217.754506,208.441661,189.632471,138.553183,52.507008,45.838258,43.896347,213.991065,244.339183,237.784124,229.90516,225.184248,222.770254,208.110871,130.768735,54.291973,46.539169,45.934754,191.300934,226.15649,224.344424,221.905781,218.833886,207.720079,188.042752,55.883873,133.261769,49.200619,60.408521,1259.729821,97.68759,376.09969,371.130827,363.365096,348.838888,336.121936,317.805141,254.872276,1260.652421,1260.300559,172.013602,107.94474,42.434134,29.992333,28.218736,197.962876,1259.466389,1259.861507,1260.52037,1259.203014,1259.203055,1259.422486,1258.939886,2.55035,2.495689,2.522656,2.471838,2.489399,2.57907,-0.000363,-0.000822,-8.28E-05,0,
23,194.827856,233.511051,227.690866,224.367942,217.651721,208.33861,189.452737,137.960995,52.444007,45.737938,43.795855,214.040256,244.237394,237.606651,229.689297,225.119592,222.553945,207.969651,130.742216,54.302812,46.512985,45.945655,191.121251,226.091839,224.241793,221.916932,218.655077,207.731274,188.168529,55.931545,133.272817,49.211493,60.544804,1259.717192,97.67673,375.798664,370.974821,363.245316,348.682429,335.636534,317.098585,254.524124,1260.639787,1260.287926,171.73526,107.526303,42.237243,29.906034,28.207635,197.837114,1259.453761,1259.848878,1260.507737,1259.190388,1259.190429,1259.409858,1258.927261,2.547908,2.489584,2.521892,2.477943,2.486957,2.585022,-0.000363,-0.000975,6.98E-05,0,
24,194.751567,233.359826,227.690866,224.292128,217.727688,208.262446,189.223588,137.584048,52.480934,45.812087,43.758716,213.926212,244.199778,237.568938,229.651465,224.930096,222.44021,208.045858,130.479371,54.265935,46.587144,45.908571,191.121251,226.053945,224.014235,221.841036,218.465096,207.655076,188.206713,55.931545,133.498331,49.174491,59.373046,1259.723506,97.68216,375.441068,370.762198,363.032519,348.323455,335.349799,316.408104,253.742838,1260.646104,1260.294242,171.51194,107.420632,41.982368,29.949185,28.213185,197.728212,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.545924,2.507289,2.524029,2.475501,2.489856,2.581054,-0.000363,-0.000975,-8.28E-05,0,
25,194.784102,233.089608,227.571663,224.324464,217.646138,208.256849,189.065209,137.427753,52.438581,45.732486,43.716116,213.654505,244.081399,237.450251,229.645905,224.848725,222.093404,207.887845,130.286134,54.260515,46.544617,45.977288,191.344726,226.048378,223.894878,221.759563,218.421517,207.801874,188.468393,55.92613,133.831128,49.05804,60.397688,1259.717192,97.67673,375.10906,370.429882,362.809008,348.281655,335.088813,315.926515,253.774793,1260.639787,1260.287926,171.048473,108.007929,41.75368,29.943643,28.169955,197.531716,1259.453761,1259.848878,1260.507737,1259.190388,1259.190429,1259.409858,1258.927261,2.550807,2.496147,2.520366,2.47428,2.494282,2.596927,-5.79E-05,-0.000975,-8.28E-05,0,
26,194.555235,232.938359,227.45802,224.172832,217.532183,208.180683,188.836057,137.390066,52.401654,45.732486,43.678975,213.198258,243.855681,237.37482,229.683737,224.810823,221.941733,207.430564,130.248592,54.186758,46.544617,45.940205,191.192002,225.934694,223.856949,221.683663,218.383518,207.763776,188.506577,55.92613,133.718347,49.206056,60.660551,1259.723506,97.719031,374.751427,370.144578,362.741642,348.35989,334.911604,315.638844,253.930197,1260.646104,1260.294242,170.901482,107.642893,41.573125,29.911576,28.175506,197.460986,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.556607,2.50912,2.523419,2.470007,2.489093,2.584411,-0.00021,-0.000822,0.000222,0,
27,194.331972,232.754838,227.349937,224.026763,217.423807,208.110113,188.612514,137.320229,52.480934,45.775013,43.684435,213.051753,243.673095,237.154054,229.5758,224.588973,221.795631,207.359944,130.329192,54.229057,46.624221,45.945655,191.197613,225.826574,223.748729,221.499482,218.199103,207.769373,188.244898,55.894703,133.423157,49.174491,60.686495,1259.710878,97.70817,374.450341,369.915884,362.549129,348.312725,334.900851,315.371597,253.844219,1260.633471,1260.281611,170.890247,107.483803,41.450522,29.862882,28.126724,197.373392,1259.447448,1259.842563,1260.50142,1259.184075,1259.184116,1259.403545,1258.92095,2.552486,2.511104,2.526776,2.476111,2.488941,2.576933,-0.000363,-0.000822,6.98E-05,0,
28,194.059339,232.598015,227.117063,223.83163,217.190295,207.876007,188.56871,137.352379,52.401654,45.69541,43.716116,212.665899,243.479435,237.14851,229.456736,224.469685,221.752134,207.430564,130.886913,54.260515,46.581696,46.01437,191.230183,225.783109,223.667294,221.342092,218.193521,207.763776,188.010179,55.92613,133.079386,49.05804,61.002345,1259.736136,97.65615,374.181314,369.646606,362.425099,348.224881,334.776286,315.173363,253.641454,1260.658739,1260.306875,171.103479,108.802589,41.435241,29.847439,28.186608,197.204994,1259.472703,1259.867823,1260.526687,1259.209327,1259.209368,1259.4288,1258.946199,2.554012,2.498589,2.517467,2.47489,2.496114,2.585022,-0.00021,-0.000975,-8.28E-05,0,
29,193.944898,232.446736,227.003401,223.755802,216.96235,207.609398,188.606903,137.578511,52.364725,45.69541,43.716116,212.437722,243.404179,237.14851,229.418901,224.431779,221.676291,207.50678,131.337629,54.223637,46.618774,46.01437,191.306545,225.783109,223.591428,221.228226,218.041515,207.916168,187.819255,55.92613,132.778776,49.095045,61.285668,1259.723506,97.719031,373.843898,369.381559,362.196214,348.068407,334.582936,314.942726,253.517989,1260.646104,1260.294242,171.550096,109.384867,41.275404,29.798742,28.137826,197.231928,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.540277,2.499047,2.522808,2.4784,2.493214,2.554955,-0.00021,-0.000669,-0.000235,0,
30,193.944898,232.181978,226.889735,223.528306,216.772385,207.495132,188.759672,137.653894,52.327796,45.621254,43.641832,212.513783,243.328921,237.14851,229.494571,224.393872,221.600447,207.316236,131.337629,54.186758,46.581696,45.977288,191.230183,225.555716,223.477626,221.152313,217.775488,207.649478,187.7047,55.92613,132.966651,49.05804,62.6403,1259.717192,97.7136,373.584423,369.049176,361.790852,347.953732,334.394958,314.64419,253.474992,1260.639787,1260.287926,171.773417,109.527734,41.12103,29.830812,28.05691,197.111776,1259.453761,1259.848878,1260.507737,1259.190388,1259.190429,1259.409858,1258.927261,2.535394,2.489737,2.518688,2.478248,2.497182,2.554497,-5.79E-05,-0.000822,-8.28E-05,0,
31,193.944898,231.917193,226.700281,223.45247,216.6584,207.457043,188.874249,137.691587,52.217003,45.584175,43.678975,212.323629,243.25366,237.11079,229.418901,224.393872,221.714213,207.240016,131.337629,54.186758,46.581696,45.940205,191.230183,225.517815,223.401756,221.000482,217.66147,207.268465,187.62833,55.889288,133.492806,49.095045,62.498713,1259.723506,97.719031,373.299323,368.836494,361.432544,347.813349,334.290771,314.319785,253.330597,1260.646104,1260.294242,171.931667,109.570282,41.052064,29.836354,28.250862,197.041042,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.517996,2.487753,2.523113,2.480384,2.500234,2.562586,-0.000516,-0.000517,-0.000235,0,
32,193.944898,231.841535,226.586602,223.262872,216.582408,207.342773,188.759672,137.766975,52.180071,45.547094,43.641832,212.247565,243.103131,236.959903,229.418901,224.431779,221.714213,206.935124,131.224939,54.149878,46.692926,45.977288,190.962915,225.328304,223.287947,220.962523,217.623463,207.34467,187.437405,55.92613,133.567983,49.206056,61.543026,1259.723506,97.68216,373.008865,368.509434,361.1416,347.667597,333.962068,313.989954,253.180673,1260.646104,1260.294242,171.893508,109.310706,41.052064,29.873966,28.175506,196.926508,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.538598,2.486379,2.522503,2.479163,2.49764,2.567623,-0.000363,-0.000822,-0.000235,0,
33,193.792309,231.728044,226.472919,223.224951,216.354423,207.304683,188.874249,137.955457,52.143137,45.547094,43.641832,212.019363,243.027863,236.771282,229.305391,224.431779,221.638369,206.935124,131.149817,54.297392,46.618774,45.977288,190.84837,225.328304,223.098255,220.734759,217.50944,207.497077,187.399219,55.815601,133.643164,49.169053,61.910637,1259.723506,97.645289,372.791013,368.327728,361.032493,347.558281,333.669871,313.586791,252.993254,1260.646104,1260.294242,171.664564,108.791668,41.014836,29.949185,28.250862,196.811972,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.529747,2.487753,2.513957,2.479011,2.49474,2.590822,-0.000516,-0.000517,-8.28E-05,0,
34,193.607179,231.506604,226.326901,223.040912,216.360008,207.234099,188.956245,137.810207,52.11163,45.626706,43.647292,212.177091,242.732298,236.701375,229.12176,224.247809,221.454328,206.864497,131.643689,54.302812,46.624221,45.982738,190.777617,225.182256,222.952066,220.588486,217.400996,207.350268,187.595756,55.894703,133.535919,49.211493,62.467374,1259.729821,97.68759,372.542191,368.151367,361.074218,347.490768,333.565671,313.262302,253.298637,1260.652421,1260.300559,171.670183,107.94474,41.020322,30.029939,28.256413,196.817594,1259.466389,1259.861507,1260.52037,1259.203014,1259.203055,1259.422486,1258.939886,2.54104,2.495842,2.522961,2.479926,2.492756,2.578764,-0.000363,-0.000517,6.98E-05,0,
35,193.416437,231.317425,226.289004,223.002988,216.24601,207.27219,189.07082,138.149496,52.185498,45.663784,43.610149,212.177091,242.769937,236.663648,228.894711,224.134079,221.302625,206.712041,132.244922,54.265935,46.698374,45.982738,190.777617,225.220161,222.876183,220.474592,217.439006,206.931125,187.786681,55.931545,133.460743,49.137488,62.787293,1259.717192,97.639859,372.277319,367.995294,360.990769,347.261396,333.262697,313.178188,253.51247,1260.639787,1260.287926,171.201085,106.933704,40.972122,30.094066,28.282989,196.920887,1259.453761,1259.848878,1260.507737,1259.190388,1259.190429,1259.409858,1258.927261,2.548976,2.492331,2.522961,2.475501,2.487872,2.575407,-0.000363,-0.000822,6.98E-05,0,
36,193.263841,231.128233,226.175308,222.851287,216.170009,207.234099,189.109012,138.564262,52.074695,45.663784,43.610149,212.215123,242.581736,236.512734,228.932554,224.134079,221.188843,206.407114,132.695977,54.265935,46.698374,45.982738,190.739436,225.182256,222.800297,220.360695,217.324976,206.854913,187.710311,55.85786,133.235234,49.174491,62.42521,1259.723506,97.68216,371.955851,367.818925,360.996124,346.975231,333.085431,313.073617,253.630416,1260.646104,1260.294242,170.787029,106.27271,40.940377,30.212408,28.326213,196.964686,1259.460075,1259.855192,1260.514053,1259.196701,1259.196742,1259.416172,1258.933574,2.548518,2.4905,2.519451,2.47489,2.490009,2.583038,-0.00021,-0.000822,6.98E-05,0,
