Time,GC_1_0mBC,GC_1_0-3mBC,GC_1_0-61mBC,GC_1_0-91mBC,GC_1_1-22mBC,GC_1_1-52mBC,GC_1_1-83mBC,GC_1_2-13mBC,GC_1_2-44mBC,GC_1_2-74mBC,GC_1_3-05mBC,GC_2_0mBC,GC_2_0-3mBC,GC_2_0-61mBC,GC_2_0-91mBC,GC_2_1-22mBC,GC_2_1-52mBC,GC_2_1-83mBC,GC_2_2-13mBC,GC_2_2-44mBC,GC_2_2-74mBC,GC_2_3-05mBC,GC_3_0mBC,GC_3_0-3mBC,GC_3_0-61mBC,GC_3_0-91mBC,GC_3_1-22mBC,GC_3_1-52mBC,GC_3_1-83mBC,GC_3_2-13mBC,GC_3_2-44mBC,GC_3_2-74mBC,GC_3_3-05mBC,GC_4_0mBC,GC_4_0-3mBC,GC_4_0-61mBC,GC_4_0-91mBC,GC_4_1-22mBC,GC_4_1-52mBC,GC_4_1-83mBC,GC_4_2-13mBC,GC_4_2-44mBC,GC_4_2-74mBC,GC_4_3-05mBC,GC_5_0-15mBS,GC_5_0-3mBS,GC_5_0-61mBS,GC_5_0-91mBS,GC_5_1-22mBS,GC_5_1-52mBS,GC_8_0-15mAF,BDP5_SED_0-15mBS,BDP5_SED_0-3mBS,BDP5_SED_0-61mBS,BDP5_SED_0-91mBS,BDP5_SED_1-22mBS,BDP5_SED_1-52mBS,HF_0-15mAF,RAD_0-15mAF,EVENT,Untitled,Comment
1124,233.509304,308.613241,290.559744,280.523004,272.130902,253.896348,220.937883,181.761902,66.218686,37.603347,41.354165,277.089765,326.861634,319.495141,310.646873,304.387125,300.534983,286.164794,266.454821,136.876338,36.957335,35.865631,209.858414,290.577507,286.901664,282.7361,274.370124,260.049017,233.177464,110.859085,187.976539,52.844594,49.240371,507.26608,615.291783,603.955167,593.607193,575.773972,540.128529,513.281321,495.835843,447.355845,321.757636,132.834478,234.949885,243.641437,199.563157,146.877433,62.28202,40.06704,1260.449412,2.530688,2.506092,2.494926,2.540206,2.469855,2.445292,-0.00021,-0.000822,-0.000388,0,
1125,233.935784,309.10161,291.013774,281.08962,272.513547,254.469253,221.518476,181.582252,64.430505,37.651753,41.588465,277.100766,326.982134,319.579206,310.914538,304.655269,300.876832,286.286711,265.533901,135.494567,36.744119,35.876724,210.174267,291.216014,287.504148,283.117291,274.789789,260.433765,233.906485,112.020748,188.675032,52.818625,49.203363,507.26608,615.543388,604.170613,594.001908,576.633913,540.916421,514.42943,497.693313,448.864125,324.576064,133.849648,234.458741,242.850836,201.241413,147.861432,62.796269,40.06704,1260.449412,2.514815,2.511128,2.467759,2.524029,2.474433,2.471237,-0.00021,-0.000975,-8.28E-05,0,
1126,234.420877,309.500146,291.451319,281.343382,272.805293,255.02536,222.347688,182.646062,62.735278,37.571554,41.806164,276.946934,327.013267,319.610382,310.835733,304.723315,300.650755,286.281229,265.789363,135.300831,36.701188,35.945983,210.282828,291.690351,287.720459,283.630018,275.341429,261.025973,234.240832,112.238035,188.860248,52.886981,49.351392,507.87632,616.04662,604.278337,593.894257,576.383093,541.417798,515.075184,498.871242,450.120921,327.685431,134.940638,233.40057,241.833965,200.936308,148.883721,63.053359,40.327878,1260.449412,2.530993,2.505939,2.477832,2.537153,2.470312,2.456281,-0.000363,-0.000822,-0.000235,0,
1127,234.658518,309.731362,291.720657,281.613593,273.076383,255.523124,223.15561,183.765099,61.49659,37.69462,42.040375,277.514131,326.951002,319.621239,310.80993,304.660718,300.55135,286.403141,265.986818,134.860492,36.712274,35.919675,210.141843,291.701294,287.990148,283.640993,275.686664,261.335863,234.591934,111.580749,188.604343,52.93484,49.388397,508.809544,616.621779,604.350154,593.463663,575.881463,541.417798,515.649153,498.728501,450.192735,330.463978,136.295858,232.606655,241.193491,201.241413,149.717026,63.420594,40.402393,1260.449412,2.563655,2.529289,2.473101,2.525708,2.459783,2.46147,-0.000516,-0.000822,6.98E-05,0,
1128,235.024678,310.087673,291.931179,281.861813,273.436845,255.886309,223.637436,184.555932,60.492955,37.907491,42.215289,277.688502,326.976714,319.756793,310.909098,304.64982,300.503665,286.318213,266.19943,133.984272,36.663799,35.908581,210.206692,291.395093,287.831347,283.593006,275.749923,261.474183,234.920592,110.716171,188.020378,52.850067,49.414402,509.050112,616.539196,604.447209,593.237711,575.655834,541.263904,515.423258,498.931997,449.930711,332.280325,137.452429,232.217276,241.06925,202.145299,150.387765,63.483115,40.391316,1260.436664,2.572049,2.537225,2.511867,2.535322,2.468786,2.465896,-0.000516,-0.001127,-0.000235,0,
1129,235.062411,310.050955,292.226438,282.306101,273.696849,256.110851,223.713286,184.59413,59.904482,38.131393,42.438389,277.651429,327.086371,319.756793,310.725682,304.686568,300.540438,286.355196,265.938487,132.743805,36.626409,35.908581,209.978273,291.210542,287.720459,283.555994,275.824187,261.51153,234.882832,110.2339,187.982201,52.960806,49.473403,509.789221,617.171712,604.61219,593.259034,575.641302,540.998691,515.265214,499.274334,451.352397,334.311265,141.057884,232.239754,241.506109,202.206104,150.789283,63.284627,40.301698,1260.462162,2.540303,2.508076,2.492942,2.532575,2.478248,2.470474,-0.00021,-0.000975,6.98E-05,0,
1130,235.079208,310.067279,292.427371,282.581703,273.936211,256.277182,223.806001,182.930423,59.11146,38.334548,42.640817,277.816217,327.102632,319.773079,310.778687,304.666168,300.667122,286.667485,265.283939,131.633548,36.493467,35.887819,210.185558,291.3746,287.921706,283.757512,276.100606,261.752207,234.82411,110.658474,188.342774,52.940314,49.4254,509.957988,617.592447,605.391559,594.253097,576.418924,540.55829,516.330701,500.123532,452.52655,335.688191,144.787294,232.266331,242.022307,202.995464,151.081233,62.796269,40.253359,1260.449412,2.512373,2.502734,2.480122,2.533338,2.47779,2.476274,-0.000516,-0.000822,-0.000235,0,
1131,234.981346,310.11895,292.442394,282.559746,273.877041,256.442076,224.011045,182.296636,58.243147,38.610826,42.767448,277.97957,327.080952,319.495141,310.756926,304.460626,300.608528,286.534622,263.09799,130.034709,36.471291,35.865631,210.505586,291.352712,287.936753,283.772575,276.264226,261.879431,234.914993,110.82198,188.320126,53.029155,49.462403,510.173305,618.023891,605.894346,594.827263,577.028065,540.916421,518.518539,501.488073,452.454745,336.637534,148.951116,232.304147,242.022307,202.842959,150.815911,62.502424,40.029773,1260.449412,2.517104,2.505024,2.473864,2.526776,2.477637,2.467574,-5.79E-05,-0.000975,6.98E-05,0,
1132,235.48863,310.575853,292.790909,282.761292,273.893565,256.533553,224.369175,182.924761,57.780926,38.851183,42.89549,278.10727,327.206867,319.76765,310.883295,304.440224,300.624894,286.588046,261.546434,128.851136,36.674885,35.994477,210.636714,291.442946,287.953188,283.678004,276.317859,262.008056,234.705225,110.541671,188.031702,53.045574,49.573407,510.352732,618.275577,606.612657,596.047458,578.246406,541.632671,519.415071,501.488073,452.275229,338.389766,149.254233,230.715406,240.74129,202.690449,150.929617,62.68608,40.06704,1260.449412,2.5954,2.546229,2.474169,2.524639,2.471686,2.46147,-0.00021,-0.000822,6.98E-05,0,
1133,235.607404,311.095241,293.349804,283.136901,274.307562,256.763581,225.09511,183.770761,57.197198,39.005862,43.012495,278.186902,327.212287,319.699874,310.925418,304.62942,300.850974,287.222109,261.850747,128.219386,36.680429,36.074821,210.375898,291.522234,287.995627,283.794522,276.471854,261.976253,234.106552,109.916598,187.04477,53.087956,49.536407,511.500978,619.03068,606.899996,596.370472,577.816394,542.313097,520.419107,503.139543,451.593057,336.491491,147.20895,229.46644,239.76123,202.385419,151.308675,63.310428,39.955235,1260.449412,2.58838,2.532494,2.495689,2.542647,2.47779,2.474137,-0.00021,-0.000975,6.98E-05,0,
1134,236.399491,311.645823,293.866243,283.654981,274.678857,257.062852,225.891035,184.496523,57.013042,39.266821,43.086817,278.261032,327.870167,319.773079,311.035463,304.62942,300.703893,287.222109,262.634854,127.882079,36.755204,36.074821,210.642359,291.522234,288.29129,283.86854,276.583218,262.088268,233.728809,109.286243,186.777531,53.051047,49.499405,513.258957,619.246436,606.433074,595.006695,576.2756,542.492155,521.064515,503.426717,451.557152,332.07195,145.127679,229.012127,239.535006,201.241413,151.460314,63.567475,39.955235,1260.449412,2.533282,2.51418,2.493858,2.545852,2.483589,2.480089,-0.000363,-0.000975,-0.000235,0,
1135,236.916219,311.928558,294.224139,283.829012,275.001963,257.388394,226.372404,184.90538,57.186277,39.404854,43.26158,278.101771,328.005512,319.762222,311.318021,304.912495,301.023905,287.174177,262.81044,128.583127,37.043174,36.13852,210.935576,291.84344,288.649871,284.042603,276.75781,262.039859,233.793159,108.608055,186.30808,53.07701,49.578906,514.699138,620.762234,606.977169,595.012027,575.277682,542.067737,520.962277,502.857695,451.849722,326.666816,144.830733,228.525495,239.050386,201.628442,151.011061,63.536216,39.960775,1260.455787,2.550224,2.510975,2.472185,2.5399,2.475959,2.464522,-0.00021,-0.001127,-8.28E-05,0,
1136,236.991628,311.891857,294.2979,283.977007,275.298921,257.388394,226.258733,184.752586,57.296763,39.740243,43.447338,277.87936,327.822781,319.689017,311.134625,305.059473,301.060672,287.469937,263.07173,128.283233,37.155298,36.213307,211.087821,292.175552,289.167142,284.116614,276.906278,262.151871,233.830934,108.533938,186.079016,53.113919,49.610406,516.056727,623.562762,608.947537,596.478145,576.383093,542.707023,520.024674,502.026637,451.198105,322.819318,145.922116,228.254768,238.931639,202.995464,150.853813,63.604194,39.992504,1260.449412,2.533435,2.520437,2.485921,2.523724,2.457646,2.46498,-0.00021,-0.000822,6.98E-05,0,
1137,236.921814,311.713789,294.303367,284.167476,275.415775,257.244331,225.961207,184.338067,57.486353,40.04381,43.638578,278.514974,328.120567,319.694445,311.176744,305.138408,301.176427,287.512384,262.367979,127.839047,37.235582,36.256244,211.435993,292.291718,289.061782,284.085095,276.614836,261.933377,233.836536,108.020696,186.161033,53.230113,49.652903,517.245502,625.36727,610.354081,597.057753,576.818397,543.894101,520.316864,501.062533,450.844387,320.920882,148.274873,228.184649,239.088099,204.297251,150.935254,63.829961,39.923505,1260.455787,2.564723,2.528373,2.481343,2.556687,2.487099,2.482378,-0.00021,-0.000822,-0.000235,0,
1138,236.782182,311.577856,294.38806,284.215443,275.463901,257.105806,225.707168,184.082007,57.755026,40.092113,43.761022,278.600091,328.241038,319.851712,311.371018,305.296274,301.518211,287.929953,261.594857,127.250677,37.246663,36.304725,211.599504,292.708506,288.888001,284.133074,276.774316,261.981789,233.885515,107.364948,186.28689,53.241059,49.721398,518.961323,626.873537,610.887723,596.693495,576.992233,544.998889,520.38325,500.590378,451.018578,319.963209,148.648037,228.141146,239.572711,205.663598,151.346584,63.640913,39.955235,1260.449412,2.541524,2.521048,2.511257,2.546157,2.469397,2.480852,-0.00021,-0.000822,-0.000235,0,
1139,236.889705,311.829333,294.566982,284.209957,275.643964,257.324683,225.625751,183.96175,58.11773,40.384537,43.755512,278.816942,328.49142,320.285481,311.255543,305.401048,301.733322,288.072318,261.365216,126.383724,37.427957,36.373956,211.974398,293.293262,289.251982,284.460611,277.436846,262.312281,233.879913,106.618919,186.166696,53.124865,49.6899,519.970537,627.742802,611.611754,596.842396,577.105055,545.111639,520.245149,501.385695,451.311156,319.822136,147.290297,228.298269,240.18152,206.736119,151.996761,63.426054,39.998045,1260.455787,2.559076,2.527152,2.512783,2.547073,2.469855,2.463759,-0.00021,-0.000975,-8.28E-05,0,
1140,236.625755,311.976135,294.825109,284.505897,275.940845,257.399487,225.284636,183.541576,57.749566,40.347297,43.792651,278.779885,328.710668,320.541661,311.548964,305.65822,301.99063,288.220154,260.991661,125.373064,37.61476,36.486111,212.697314,293.88337,289.584454,284.867584,277.919203,262.834896,234.522005,106.285773,186.052164,53.383202,49.843378,520.477776,628.612167,612.4796,597.493811,577.576209,545.546674,521.684692,501.929605,450.885629,320.193856,147.712426,228.720462,240.790177,206.13218,152.874685,63.137732,39.929046,1260.462162,2.58258,2.548366,2.494926,2.535322,2.478858,2.475358,-0.000363,-0.000975,-0.000388,0,
1141,236.652273,312.185451,295.440967,285.160676,276.226685,257.537994,225.008055,183.14828,57.186277,40.150029,44.004446,279.176488,329.065225,320.969938,311.831486,305.977947,302.200257,288.246156,259.934308,124.3519,37.603683,36.587166,212.914293,293.835557,289.499623,285.152558,278.093703,262.749176,234.775149,106.20077,186.117193,53.372258,49.911864,520.830943,628.282799,612.042997,597.273114,577.069223,546.293344,522.754919,501.385695,451.526584,321.763076,146.911726,229.169199,241.425159,205.021415,153.513963,63.022095,39.811685,1260.455787,2.574338,2.527915,2.4963,2.544021,2.47489,2.47429,-0.000363,-0.000822,-0.000235,0,
1142,237.411925,312.227587,295.851933,285.38804,276.677392,258.029673,225.506431,183.383124,56.823407,40.04381,44.084215,279.330186,329.36294,321.633984,312.460326,306.460907,302.42623,288.362505,260.201462,123.684397,37.758642,36.704842,213.490526,293.841024,289.283449,285.047067,278.210495,262.493408,234.705225,106.539391,186.771868,53.562233,50.022833,521.15358,627.742802,611.539883,597.057753,577.069223,547.689878,524.941617,500.990718,451.562489,320.041906,148.653668,229.737046,241.575859,204.068547,153.931347,62.728272,39.848959,1260.455787,2.570828,2.530968,2.511867,2.536085,2.472296,2.497945,-0.000516,-0.000822,0.000222,0,
1143,237.826558,312.557851,295.925655,285.720826,276.974152,258.553087,226.036996,184.261671,57.928197,40.04381,44.1956,279.330186,329.655221,322.182762,313.083631,306.901632,302.499733,288.510326,260.38831,123.572248,37.945389,36.77959,213.832839,294.209789,289.542039,285.195033,278.284687,262.568069,234.742987,106.354311,187.191815,53.636029,50.096808,521.046036,626.986871,611.252401,597.02186,577.42755,548.620889,525.981077,500.667538,450.377606,318.503286,149.979926,230.493988,241.688878,203.877953,154.272891,62.911915,39.774409,1260.455787,2.574186,2.532646,2.48699,2.52937,2.475196,2.472916,-0.00021,-0.001127,0.000222,0,
1144,238.101564,313.045725,296.268308,285.879684,277.356053,258.975344,226.540809,184.922368,59.448061,40.129361,44.355111,279.378228,329.812191,322.413107,313.351131,307.279754,302.767888,288.742997,261.258693,124.36854,37.919116,36.753303,214.14837,294.663179,289.848491,285.427934,278.481155,262.915079,235.169534,105.884164,187.317672,53.720764,50.181773,520.662353,626.457666,611.442757,597.283779,578.083209,549.777382,525.955887,502.006751,452.327141,319.320183,150.82522,231.148464,241.549383,204.041763,154.473944,62.996292,39.785493,1260.468537,2.602421,2.547603,2.515835,2.527081,2.462377,2.479479,-0.000363,-0.000975,-0.000235,0,
1145,238.278806,313.218296,296.883879,286.053571,277.678815,259.263246,226.832657,185.369425,60.209642,40.155555,44.492576,279.367235,330.166673,322.658318,313.816806,307.636056,303.234681,289.286259,262.10661,124.69407,37.908042,36.891704,214.251179,294.910317,289.837541,285.49094,278.321782,263.053305,235.72461,105.577172,186.886399,53.709821,50.244746,521.261124,626.806899,611.86331,597.91922,578.860931,550.840966,525.443434,503.216675,454.901351,321.43354,152.86227,231.628997,241.048366,203.572987,154.310843,63.022095,39.699854,1260.455787,2.568539,2.517538,2.462417,2.531049,2.468634,2.484057,-0.000363,-0.000822,-8.28E-05,0,
1146,238.661207,313.847387,297.405186,286.354794,277.758479,259.455635,227.179201,185.757074,60.435762,39.937582,44.498082,279.15043,330.500855,322.956369,313.968862,307.898514,303.570807,289.587272,263.045471,126.982912,37.950926,36.934614,214.408929,294.952649,290.064622,285.792297,278.624024,263.208121,235.767954,105.730662,186.815708,53.899759,50.361187,521.911695,627.640158,612.263966,599.18098,580.228075,551.490821,525.95056,504.442417,457.778486,326.78198,154.158428,232.050664,240.526359,202.968674,154.392392,63.174456,39.668117,1260.462162,2.551292,2.546076,2.506068,2.550888,2.457036,2.486194,-0.000363,-0.000975,-8.28E-05,0,
1147,239.188642,314.287556,297.884109,286.761384,278.129264,259.791922,227.368587,186.139062,60.031192,39.937582,44.572315,279.335682,330.683493,323.212402,314.078822,308.008657,303.827977,289.808905,263.866491,127.057825,37.913579,37.084074,214.484983,295.100106,290.21235,286.125118,279.106157,263.805157,236.183134,106.3598,187.502893,53.97354,50.429649,522.408202,628.786831,613.121193,600.719453,581.6922,551.879381,526.626222,505.944374,461.219007,330.761802,155.633838,232.385396,240.407684,203.229881,154.614478,63.242443,39.625294,1260.455787,2.57907,2.535851,2.472796,2.529676,2.457494,2.475053,-0.00021,-0.000975,-0.000388,0,
1148,239.742447,314.680132,298.352041,287.193908,278.600209,260.490624,227.963306,186.165935,59.284525,39.926527,44.635532,279.509929,331.037919,323.78672,314.471116,308.328179,304.184428,289.982637,263.332992,126.372619,37.827807,37.035628,214.587782,295.015447,290.349123,286.151131,279.280577,264.20447,236.737986,106.904115,188.216921,54.036378,50.509099,521.983387,628.900194,613.665681,602.053358,582.450223,551.705666,527.455862,507.062053,462.588256,332.703942,156.665287,232.882556,240.677116,203.959858,155.037676,63.358072,39.630837,1260.462162,2.568233,2.533867,2.501184,2.520824,2.465429,2.460249,-5.79E-05,-0.000822,-0.000235,0,
1149,240.022826,315.429876,298.663062,287.801552,279.320913,261.179463,228.850964,186.335718,58.491289,39.756827,44.763383,279.452324,331.309834,324.278387,314.927193,308.638183,304.715006,290.442247,263.872022,126.50161,37.993808,37.126978,214.756795,295.253021,290.587111,286.46338,279.482464,264.556768,237.207513,106.84654,188.233909,54.163449,50.58305,522.055078,629.152226,614.312701,603.238442,582.271006,551.669858,527.74257,507.564353,463.593223,334.238215,156.437299,233.449603,241.091648,203.73114,155.645139,63.72527,39.593555,1260.462162,2.6041,2.556301,2.512478,2.558519,2.473822,2.470474,-0.00021,-0.000975,-8.28E-05,0,
1150,240.098139,316.053196,298.957677,288.244871,279.950833,261.851491,229.305191,186.794102,58.417674,39.756827,44.800492,279.822772,331.78461,324.717172,315.366916,308.968536,305.118988,291.106898,264.730052,126.539056,38.105836,37.201697,214.680747,295.400464,290.771737,286.75915,279.779074,264.705956,237.509294,106.772494,188.081204,54.310985,50.656997,521.911695,629.008206,614.708126,603.705331,582.163477,551.526629,528.136785,507.923119,464.921191,336.137219,157.767476,234.092104,241.76982,203.197425,156.138799,64.275988,39.593555,1260.462162,2.590211,2.522727,2.508967,2.552262,2.473517,2.485431,-0.000516,-0.000822,-8.28E-05,0,
1151,240.130206,316.487699,299.320449,288.682644,280.167626,262.331189,229.526664,187.246821,58.044103,39.788558,44.832095,280.446918,332.399994,325.442969,316.240792,309.47692,305.774503,291.655186,265.731378,126.795644,38.1003,37.233515,214.675109,295.61615,291.02472,286.901542,279.847725,264.775017,237.805445,106.804025,187.922836,54.268633,50.73094,522.126769,628.900194,614.708126,603.741246,582.629442,551.777281,529.104364,508.281871,465.71078,337.013473,157.083311,234.696663,242.221828,203.76926,156.59456,64.532959,39.556272,1260.462162,2.569149,2.523337,2.494773,2.548599,2.468634,2.493825,-0.00021,-0.000822,-8.28E-05,0,
1152,240.092551,316.964246,299.320449,289.088896,280.426938,262.555109,229.6402,187.476011,58.080917,39.863072,44.943413,281.150455,333.130258,325.991315,316.680379,310.027371,306.288502,292.356466,266.961397,126.945457,38.1003,37.233515,215.09335,295.87414,291.13548,287.123338,279.699429,265.259797,237.956304,107.100234,187.884659,54.231749,50.836354,522.83833,630.011049,615.601543,604.274656,582.982558,552.022611,528.84819,507.52314,466.100237,337.774666,155.367949,235.257693,242.140902,204.144783,157.082732,64.674332,39.513445,1260.455787,2.572354,2.53112,2.490347,2.536696,2.483436,2.470322,-0.000516,-0.000975,-8.28E-05,0,
1153,240.393779,317.000901,299.504549,289.310464,280.686225,262.965574,230.207805,187.934388,59.773704,39.788558,45.128921,281.631713,333.531863,326.429947,317.229798,310.467675,306.802428,292.836194,267.930055,127.582305,38.062958,37.308227,215.397495,296.021553,291.356987,287.308154,279.588201,265.185222,238.257994,107.359455,187.846483,54.37928,50.915783,523.524664,631.204808,617.224889,605.501258,583.382182,551.956318,530.251055,508.963457,464.275156,335.589493,155.031776,235.716529,242.184164,204.455382,157.848268,65.12025,39.518988,1260.462162,2.568386,2.542872,2.490805,2.5457,2.466345,2.472611,-0.00021,-0.000822,0.000222,0,
1154,240.538792,316.775533,299.609546,289.489615,280.828884,263.109283,230.618364,188.3489,61.239252,39.671249,45.160516,281.885325,333.782001,326.607279,317.407491,310.829117,307.237432,293.236588,268.781097,128.813641,38.020079,37.302687,215.391858,296.42144,291.646833,287.524437,279.84223,265.62711,238.51635,107.835468,187.955349,54.447572,50.958244,523.852562,631.174146,617.33811,605.650284,584.104439,553.214899,532.692863,512.268363,464.6394,335.631436,154.429844,236.21304,242.453397,204.461049,158.652005,65.382617,39.599098,1260.468537,2.550682,2.539819,2.498589,2.564776,2.469855,2.485125,-5.79E-05,-0.000975,-8.28E-05,0,
1155,240.920838,316.561018,299.651821,289.568938,280.982521,263.002885,230.77529,189.042111,61.906379,39.863072,45.314403,281.816789,333.714401,326.6127,317.48617,311.054669,307.499782,293.647864,269.680095,128.819202,38.062958,37.382934,216.651812,296.795358,292.021409,288.047296,280.477891,266.489946,238.672757,108.137337,188.037365,54.563676,51.032173,524.461841,631.678374,617.985407,606.045437,584.92895,554.862046,535.630598,515.100771,465.752005,335.558402,154.961467,236.81709,242.604033,205.833016,159.260208,65.676206,39.63638,1260.468537,2.555413,2.532341,2.50622,2.547073,2.468176,2.487567,-0.000363,-0.001127,-8.28E-05,0,
1156,241.17874,316.372287,299.572728,289.67423,281.125164,262.810789,231.147938,189.533002,63.627909,39.8948,45.3089,282.329442,334.220063,327.265133,317.920199,311.195964,307.641131,293.937495,270.41889,129.82629,38.020079,37.489447,217.330156,297.121468,292.384997,288.448264,281.0283,267.04337,239.194945,107.983649,188.069878,54.484451,51.069136,525.250282,632.542846,619.028378,606.9795,586.183728,556.759866,537.600829,516.391227,465.500773,335.667952,153.936288,237.194547,242.980581,206.937931,160.286811,65.822992,39.63638,1260.468537,2.571591,2.537683,2.507136,2.541274,2.469702,2.462691,-0.000363,-0.000669,-0.000541,0,
1157,241.485417,316.231075,299.39409,289.679705,281.315814,263.152125,231.493929,189.882426,64.845343,39.900328,45.351496,282.778975,334.663504,327.928323,318.950864,312.118371,308.600599,294.828086,271.837968,132.4975,38.13764,37.494986,217.487767,297.384794,292.685681,288.749301,281.182013,267.644959,239.389,108.359649,188.19007,54.674305,51.106098,525.572813,633.155243,619.424022,607.410636,586.327138,557.977354,539.678378,517.538168,464.854744,336.434743,154.050177,237.722891,243.35707,206.976027,161.427855,65.7496,39.710939,1260.468537,2.57907,2.540735,2.492179,2.536085,2.47016,2.467117,-0.000516,-0.000822,-8.28E-05,0,
1158,241.867313,316.126522,299.399548,289.648259,281.543478,263.493412,231.650803,190.11726,64.483565,39.831344,45.505359,282.673461,334.997416,328.299133,319.358999,312.783893,309.37642,295.534091,273.10755,135.473678,38.180516,37.612565,217.683362,297.611266,293.355273,289.234997,281.446871,268.134675,239.771475,108.809853,188.730195,54.532267,51.216979,525.572813,633.083193,618.776614,606.907646,586.076172,559.159051,541.61253,519.115019,464.495836,337.237941,154.505784,238.251121,243.771139,207.433154,162.493168,65.566113,39.63638,1260.468537,2.565791,2.534936,2.509273,2.555619,2.477637,2.46208,-0.000363,-0.001127,-8.28E-05,0,
1159,241.861729,316.047763,299.357269,289.679705,281.68609,263.898181,231.720827,190.378962,63.85375,39.788558,45.499857,282.704973,335.065,328.4764,319.536606,313.071791,309.591056,295.712953,273.659511,135.656269,38.1003,37.64437,217.905666,297.8268,293.718698,289.598864,281.960034,268.240876,240.067352,109.026749,189.640734,54.748053,51.248444,525.925847,633.077839,619.059,607.117872,586.680341,560.120588,543.541264,519.217195,463.916245,338.583107,153.664921,238.698194,244.254807,208.950911,163.705392,65.340459,39.593555,1260.462162,2.529314,2.516164,2.485158,2.540358,2.480995,2.453839,-0.00021,-0.000975,-0.000235,0,
1160,241.980195,316.27317,299.546825,289.869784,281.839677,264.202068,231.650803,190.537402,62.610089,39.719567,45.579533,282.710463,335.362392,328.591428,319.688458,313.150559,309.816565,296.013316,273.962286,135.436046,38.105836,37.724593,218.329145,297.905922,293.94548,289.678203,282.224814,268.283638,240.299015,109.477118,190.104484,54.790394,51.327853,526.97037,632.578868,618.776614,607.087282,586.578109,561.343461,544.08381,517.789045,463.311426,339.610396,152.494107,238.590638,244.561433,209.946506,164.929326,65.272515,39.524532,1260.468537,2.563197,2.521048,2.486837,2.535475,2.47489,2.477342,-0.00021,-0.000822,-8.28E-05,0,
1161,242.469289,316.456473,299.767728,290.017457,282.098824,264.500385,231.612987,190.80476,61.250155,39.533249,45.616619,282.784464,335.544872,328.810637,319.834876,313.297216,309.926593,296.087036,274.519564,135.02214,38.25519,37.687252,218.557039,298.347855,294.424939,290.010563,282.558147,268.507064,240.939446,109.36589,190.486217,54.901009,51.327853,527.257033,632.650912,618.956445,607.12321,586.972501,562.095492,543.009357,517.574008,462.306454,339.719872,151.166493,238.10021,244.787183,210.745896,165.919445,65.419317,39.487247,1260.468537,2.576322,2.530052,2.485158,2.53868,2.466955,2.473374,-0.000516,-0.000975,-8.28E-05,0,
1162,242.243566,316.529792,299.878174,290.165123,282.357946,264.724099,231.802062,191.186693,60.036646,39.421443,45.616619,282.340423,335.690851,328.956772,320.237503,313.700496,310.403347,296.492466,274.556711,134.269819,38.217854,37.724593,218.405112,298.531976,294.572449,290.195191,282.780347,268.432591,241.203103,109.328815,190.715253,54.864138,51.327853,527.257033,633.119218,619.567897,608.093308,588.37089,562.954971,542.937726,517.538168,462.916618,340.194243,151.849179,237.949289,245.238619,211.65929,166.681234,65.566113,39.487247,1260.468537,2.587006,2.527915,2.501031,2.531507,2.46604,2.45857,-0.000363,-0.000975,-0.000388,0,
1163,242.318809,317.262911,300.540772,290.460432,282.691065,264.91051,232.217977,191.568618,60.220549,39.384172,45.653703,282.155384,335.544872,328.774103,320.274103,313.847133,310.403347,296.787291,275.188132,134.608326,38.143177,37.799272,218.215193,298.863367,294.719952,290.342884,283.113611,268.5443,241.429073,109.551274,191.173316,54.901009,51.396271,527.574197,633.618226,620.138077,608.77069,589.333759,563.379395,542.072822,516.780171,463.700897,340.517212,153.019703,238.094603,245.872416,211.691686,166.942226,65.413859,39.444416,1260.462162,2.619057,2.584535,2.523772,2.539748,2.470312,2.483294,-0.00021,-0.000975,-0.000235,0,
1164,242.657375,317.629424,301.240037,290.866432,282.839104,265.02235,232.369202,191.950534,60.257328,39.3469,45.690786,282.710463,335.398889,328.554892,320.237503,313.847133,310.293332,296.639882,275.336678,136.33943,38.367192,37.83661,218.025263,298.900186,294.609325,290.45365,283.557898,269.065539,242.069203,110.181721,192.051237,54.937879,51.549575,528.224482,633.983862,620.107452,608.883831,589.44667,562.668476,540.89619,516.176162,463.096076,342.638509,154.619698,238.477471,246.517217,209.794224,166.871702,65.16241,39.26351,1260.468537,2.568539,2.530357,2.518125,2.56447,2.459172,2.473374,-0.000363,-0.000822,-8.28E-05,0,
1165,242.538943,317.623993,301.418575,291.303805,283.055659,265.464128,232.363597,191.983063,59.516187,39.564986,45.870686,282.778975,335.247489,328.293714,320.195473,313.841697,310.177872,296.597566,275.591108,135.957384,38.361657,37.868409,218.361496,299.115633,294.825109,290.33741,283.70049,269.357821,242.477732,110.398783,192.770775,55.006149,51.470179,529.043236,634.66309,620.713644,609.201907,589.477201,561.660436,540.174513,516.170831,462.731823,344.60241,156.551291,238.849069,247.113083,209.027068,166.408928,64.679791,39.220672,1260.462162,2.563044,2.536004,2.490347,2.540206,2.470465,2.469559,-0.00021,-0.000975,-0.000235,0,
