Time,GC_1_0mBC,GC_1_0-3mBC,GC_1_0-61mBC,GC_1_0-91mBC,GC_1_1-22mBC,GC_1_1-52mBC,GC_1_1-83mBC,GC_1_2-13mBC,GC_1_2-44mBC,GC_1_2-74mBC,GC_1_3-05mBC,GC_2_0mBC,GC_2_0-3mBC,GC_2_0-61mBC,GC_2_0-91mBC,GC_2_1-22mBC,GC_2_1-52mBC,GC_2_1-83mBC,GC_2_2-13mBC,GC_2_2-44mBC,GC_2_2-74mBC,GC_2_3-05mBC,GC_3_0mBC,GC_3_0-3mBC,GC_3_0-61mBC,GC_3_0-91mBC,GC_3_1-22mBC,GC_3_1-52mBC,GC_3_1-83mBC,GC_3_2-13mBC,GC_3_2-44mBC,GC_3_2-74mBC,GC_3_3-05mBC,GC_4_0mBC,GC_4_0-3mBC,GC_4_0-61mBC,GC_4_0-91mBC,GC_4_1-22mBC,GC_4_1-52mBC,GC_4_1-83mBC,GC_4_2-13mBC,GC_4_2-44mBC,GC_4_2-74mBC,GC_4_3-05mBC,GC_5_0-15mBS,GC_5_0-3mBS,GC_5_0-61mBS,GC_5_0-91mBS,GC_5_1-22mBS,GC_5_1-52mBS,GC_8_0-15mAF,BDP5_SED_0-15mBS,BDP5_SED_0-3mBS,BDP5_SED_0-61mBS,BDP5_SED_0-91mBS,BDP5_SED_1-22mBS,BDP5_SED_1-52mBS,HF_0-15mAF,RAD_0-15mAF,EVENT,Untitled,Comment
3964,282.712296,347.372674,329.835308,319.599963,311.601311,298.277533,266.377624,225.95035,114.969017,45.961212,43.424944,303.906129,374.476899,361.454901,349.143997,343.228008,338.185163,321.169871,297.449501,161.062859,46.21571,52.715571,260.121608,330.247611,326.215834,322.455603,316.327345,304.414267,276.971006,128.412934,227.811286,64.720878,60.998074,229.458187,727.836508,720.663141,711.649559,697.8838,675.766165,634.239277,591.84754,553.008139,421.477228,184.554208,276.732793,282.237287,218.023314,140.523696,59.041194,39.94888,1261.299815,2.562739,2.523032,2.468217,2.52586,2.469702,2.480547,-5.79E-05,-0.000975,6.98E-05,0,
3965,283.161679,347.888386,330.498569,320.30092,312.340178,298.872015,266.569509,226.372863,116.500618,46.411492,43.6905,304.242258,374.51859,361.787429,349.3679,343.597923,338.846837,321.834306,298.154874,162.210009,46.332497,52.721072,260.089815,330.32613,326.294428,322.753803,316.516064,303.831541,276.791035,129.468386,228.006188,64.763067,61.213195,229.528229,727.90432,720.621073,711.497942,697.441218,676.196093,633.837457,592.415711,554.542365,426.622313,185.999772,276.727245,282.08359,218.92917,141.536881,59.440268,39.980577,1261.293401,2.577085,2.537988,2.488668,2.537153,2.457646,2.462996,-5.79E-05,-0.000669,-8.28E-05,0,
3966,283.642452,348.580851,330.644739,320.593731,313.073443,298.945632,266.644038,226.486543,116.910278,46.633813,43.876194,304.242258,374.663725,361.969152,349.331488,343.670818,338.956203,322.090552,298.633655,161.525076,46.369582,52.831799,260.500752,330.362667,326.477288,322.936761,316.735966,304.015365,277.013632,130.481346,228.195434,64.946651,61.292227,243.951571,728.019735,720.919334,712.124598,698.320975,677.435194,634.59969,594.536206,557.161452,432.529942,188.984373,276.732793,281.718687,218.934848,142.41082,59.923811,39.98615,1261.299815,2.567165,2.537377,2.487142,2.541426,2.467718,2.46147,9.47E-05,-0.000822,6.98E-05,0,
3967,284.017733,348.659166,330.759808,320.85538,313.372175,298.951117,266.425996,226.151134,116.655123,46.898663,44.067395,304.137521,374.487713,361.683811,349.373327,343.931372,338.925183,322.20582,298.160361,160.465562,46.449273,52.911114,260.394252,330.404648,326.811867,323.015394,316.704776,304.094369,277.204643,130.261786,228.428154,64.988838,61.328994,241.880923,728.606112,721.358555,713.001715,699.632724,679.177326,636.726501,596.974452,559.846876,433.645107,192.65026,276.844149,281.570497,218.744966,143.203928,60.181179,39.94888,1261.299815,2.556787,2.544245,2.479206,2.525402,2.453374,2.451397,-5.79E-05,-0.000822,6.98E-05,0,
3968,283.858805,348.976293,331.077785,321.173844,313.727805,299.124181,266.154004,225.87455,116.420597,47.035782,44.056325,304.089829,374.295475,361.454901,349.216823,344.066291,338.950768,322.0851,298.333543,160.187982,46.549466,53.010828,260.681952,330.539907,326.691264,323.260618,316.987045,304.634818,277.601602,130.588339,228.568248,65.124755,61.433795,241.799963,729.077116,721.426291,713.142455,699.991711,680.188398,638.343689,598.295998,561.739293,434.215243,192.300909,276.801483,281.453811,219.00512,144.029471,60.249209,39.868763,1261.293401,2.540456,2.5212,2.503168,2.526013,2.459325,2.459791,9.47E-05,-0.000975,0.000222,0,
3969,283.895781,349.559333,331.58931,321.539785,313.947722,299.565823,266.004913,225.798747,115.676045,47.035782,44.056325,304.053089,373.787462,361.20047,349.216823,343.993401,339.023677,322.414538,298.554515,159.845701,46.586545,53.084634,261.13013,330.430298,326.947246,323.51673,316.987045,305.222887,277.749955,130.963678,229.173665,65.198182,61.544088,241.385604,729.150425,721.353084,713.105904,700.210383,680.950896,640.110926,599.407855,562.419644,437.847283,191.00263,276.875719,281.37971,218.663332,145.087821,60.506543,39.868763,1261.293401,2.571896,2.543024,2.497368,2.545242,2.466192,2.451855,-5.79E-05,-0.000822,-0.000541,0,
3970,284.683184,350.553949,331.929006,321.843423,314.141903,299.907983,265.829643,225.961642,114.9429,46.972747,43.955999,304.284472,373.870853,361.320347,349.300502,344.33226,339.471987,322.901256,299.26513,158.944462,46.523435,53.206336,261.365315,330.258498,326.702159,323.234931,316.741425,305.270588,278.131852,131.237653,229.638916,65.245837,61.628606,241.54755,730.041188,721.400629,713.007177,700.002605,681.143314,640.951387,600.387068,563.755274,439.835279,192.465057,277.109508,281.501936,218.940527,146.460627,60.664574,39.693531,1261.306229,2.596927,2.543177,2.50332,2.545394,2.463598,2.474137,-5.79E-05,-0.001127,-0.000235,0,
3971,285.33194,350.646971,332.241474,321.936835,314.382061,300.149103,265.738427,226.323679,114.331118,46.808006,43.865122,304.708859,373.854631,361.340443,349.575517,344.534624,339.637941,322.921501,299.984983,158.813412,46.581021,53.263636,261.385963,330.059474,326.502965,322.889268,316.431843,304.92339,277.966943,130.620276,228.903172,65.339563,61.775652,241.095472,731.141171,721.730074,713.409241,699.966161,680.961751,641.167841,601.140394,565.832273,441.237098,195.0612,277.29507,281.65013,219.775873,148.125799,60.480779,39.544405,1261.306229,2.586853,2.555996,2.520719,2.550583,2.470312,2.476274,-5.79E-05,-0.000822,6.98E-05,0,
3972,285.633083,350.324496,332.42957,322.088643,314.790632,300.596088,266.116732,226.670356,115.266678,46.702388,43.833521,304.861261,374.150332,361.709322,349.872224,345.050223,340.190115,323.366121,300.505782,158.210865,46.6607,53.342929,261.316845,329.882218,326.28898,322.784944,316.437302,305.149384,277.935385,130.062997,228.795295,65.418456,61.922689,281.031191,731.691259,721.949716,713.701672,701.168972,680.780194,642.394547,602.970124,569.198726,443.788675,196.244524,277.29507,281.65013,219.813838,149.526985,60.29697,39.432548,1261.306229,2.597079,2.553097,2.516599,2.54692,2.461156,2.470932,0.000247,-0.000822,6.98E-05,0,
3973,286.51979,350.433798,332.4661,322.125231,315.010493,300.743243,266.265817,226.746135,115.56439,46.665339,43.759244,305.191824,374.25919,361.854702,349.981451,345.123101,340.445244,324.024797,301.462584,160.91069,46.697775,53.416721,261.428867,329.918759,326.179261,322.675166,316.40065,305.075879,278.157882,129.612827,229.324998,65.418456,62.021973,339.120626,732.083731,721.902165,713.690748,701.413252,679.897951,642.095105,604.430585,572.339965,443.27485,198.217684,277.469527,281.71315,219.119041,150.387071,60.065383,39.309527,1261.293401,2.567623,2.533562,2.499657,2.551804,2.467108,2.481463,9.47E-05,-0.001127,6.98E-05,0,
3974,287.179126,350.901994,332.825947,321.973424,315.041675,301.032051,266.148452,226.967817,115.633281,46.696865,43.716568,305.112893,374.580345,361.994663,350.158067,345.226987,340.694928,324.275476,302.156133,162.503123,46.618099,53.411222,261.348622,329.803693,326.502965,322.7429,316.578448,305.107156,278.300677,128.932199,229.130192,65.633247,62.174492,347.220496,731.905829,721.687996,713.184467,700.325171,678.197309,640.98207,605.189574,574.387147,443.172414,200.970381,277.549289,281.607545,218.82092,150.999127,59.73996,39.240518,1261.299815,2.572049,2.551418,2.495384,2.54982,2.486488,2.4807,9.47E-05,-0.000975,-8.28E-05,0,
3975,288.144682,352.073118,333.488846,322.491098,315.120419,301.258232,265.855812,227.162884,116.420597,46.591238,43.833521,305.155096,374.694602,361.963735,350.236308,345.378167,340.773251,324.646799,302.419113,161.785752,46.438224,53.564294,261.428867,329.589886,326.362125,322.821536,316.767156,305.70062,278.751112,128.263005,228.60609,65.78555,62.242507,347.324364,731.313562,721.096868,712.411493,699.299308,676.849182,640.255211,605.076543,575.88642,445.61043,202.528414,277.617957,281.120338,218.70131,151.789564,59.734461,39.234942,1261.293401,2.616004,2.563322,2.500115,2.54921,2.486183,2.476121,0.000247,-0.000975,-0.000235,0,
3976,288.703912,352.442782,334.005589,323.228197,315.345724,301.190149,265.786812,227.395818,117.13377,46.670863,43.913329,305.491106,374.917703,362.150869,350.278141,345.310722,340.888016,324.835175,302.093518,161.525076,46.55499,53.643573,261.882464,329.558788,326.294428,322.863579,316.589366,305.632602,278.719564,128.680928,228.460357,65.864434,62.358261,345.398317,730.842335,720.919334,712.161142,698.903933,676.274077,640.404889,604.72304,576.679959,445.184647,202.07648,277.512181,280.792361,219.390519,152.970898,60.107648,39.240518,1261.299815,2.598605,2.537683,2.503931,2.537611,2.472296,2.48192,0.000247,-0.000822,-0.000388,0,
3977,288.888462,352.187816,333.969069,323.593979,315.712104,301.116582,265.935917,227.547335,118.400774,46.670863,43.987597,305.638,374.845139,362.441608,350.605798,345.383597,340.997346,325.018094,302.865976,163.199588,46.592069,53.606683,262.106448,329.851122,326.440716,323.119713,316.992504,306.147022,279.201469,129.580908,229.481962,66.047964,62.536525,339.303047,730.030226,720.547878,711.826801,698.096938,676.522628,639.642023,604.071738,577.319505,441.621708,201.918225,277.506635,280.342068,219.65062,154.065514,60.506543,39.272235,1261.293401,2.601505,2.585451,2.515683,2.552567,2.470618,2.483904,9.47E-05,-0.000975,6.98E-05,0,
3978,288.587671,352.036693,334.036669,323.698257,315.816551,301.000747,266.004913,227.617448,119.663157,46.702388,44.167711,305.816135,374.730885,362.508874,350.855206,345.633224,341.028356,325.085811,303.228274,165.973713,46.6607,53.711854,262.474146,329.918759,326.508412,323.18744,317.133631,306.215031,279.974218,130.175557,230.9891,66.115905,62.683523,336.675646,729.077116,720.18192,711.534481,698.242665,677.538637,639.425617,604.861219,576.531295,439.285323,201.269829,277.580851,280.267935,219.916377,154.824597,60.543303,39.309527,1261.293401,2.599369,2.555996,2.51782,2.564165,2.488625,2.485431,0.000247,-0.000822,6.98E-05,0,
3979,288.635592,352.120391,334.193626,323.965183,315.827472,300.974926,266.35146,227.89386,121.055164,46.787529,44.401522,306.084121,374.777981,362.628729,351.048075,345.680519,341.221434,325.389361,303.901127,169.262225,47.487168,53.722849,262.559914,329.929646,326.555878,323.308108,317.181194,305.93204,280.318735,130.261786,231.302821,66.383767,62.810248,331.287533,728.287224,720.01536,711.404707,698.878389,678.643702,639.261455,606.025771,576.833981,439.696864,201.668354,277.783016,280.358688,221.299791,155.069397,60.670072,39.438124,1261.312644,2.608679,2.583772,2.52133,2.566302,2.471075,2.4807,0.0004,-0.000822,-8.28E-05,0,
3980,288.857057,352.120391,334.558802,324.550331,316.083912,301.232413,266.947682,228.802672,122.624012,46.898663,44.624224,306.41457,374.632849,362.301657,351.084478,345.75339,341.44008,325.828308,304.820218,172.884785,48.635346,53.870396,262.634556,330.185422,326.665589,323.125164,317.107902,305.674823,280.355784,130.561996,231.416231,66.45717,62.957232,329.241219,727.920755,720.417902,711.952807,699.716503,680.277294,640.63211,607.06667,577.443059,438.186979,201.820914,277.82012,280.544011,223.310302,155.259217,60.670072,39.400836,1261.312644,2.62272,2.589266,2.517514,2.564318,2.470618,2.482531,9.47E-05,-0.000822,5.000926,0,
3981,288.925371,352.515627,334.991543,324.94713,316.481398,301.705069,267.6872,229.781237,124.338348,47.078342,44.767138,306.152082,374.591158,362.259898,351.079053,345.784395,341.543967,326.225193,305.807094,176.122064,48.814932,53.901783,262.51703,330.472278,327.172096,323.668524,317.46889,306.183764,280.831865,130.969272,232.16654,66.561805,63.08773,327.726126,727.464596,720.950464,712.667317,700.501962,681.495602,641.950782,608.522369,577.140363,440.399663,201.651247,277.840586,280.67564,224.658152,155.659829,60.39626,39.458684,1261.293401,2.574796,2.543177,2.512936,2.555467,2.492898,2.467574,0.000247,-0.000975,0.003732,0,
3982,288.999187,352.260664,335.247133,325.422473,316.811053,302.293453,268.692675,230.613743,125.161518,47.26352,44.730028,306.005209,374.337167,362.114526,350.969843,345.675089,341.580406,326.554351,306.50525,179.099037,48.888966,53.97555,262.740954,330.581886,327.098963,323.814863,317.725384,306.514421,281.387448,131.49488,233.035603,66.708605,63.276935,327.439112,727.360149,721.248746,713.184467,701.345791,682.735901,643.868715,609.784338,578.363915,441.627079,200.970381,277.883235,280.68118,226.596264,155.779423,60.328234,39.464259,1261.299815,2.6012,2.570342,2.533235,2.543105,2.484352,2.475511,9.47E-05,-0.000975,0.00068,0,
3983,289.098901,351.885566,335.236256,325.301886,316.726881,302.429574,269.761071,231.321247,126.161149,47.363573,44.681853,305.77394,374.181212,362.539799,351.359421,345.773537,341.60598,326.836025,307.302529,182.981646,49.359069,54.038322,262.767151,330.79021,327.051502,324.133211,317.934309,306.797367,281.857823,132.79837,233.893116,66.807765,63.429389,326.420767,729.19804,722.718542,714.213469,702.299144,683.286217,644.054566,610.97466,580.483395,439.403912,201.014229,277.814574,280.72378,228.343772,155.481339,60.591058,39.656251,1261.306229,2.58899,2.555081,2.514615,2.584004,2.502054,2.445598,0.000247,-0.000822,6.98E-05,0,
3984,289.257528,351.787136,335.429691,325.38591,316.664543,302.403763,270.032652,231.710739,127.595897,47.189452,44.655805,305.638,374.554874,363.313751,351.952667,346.075869,342.054103,327.395436,307.974614,186.582083,50.960394,54.159954,262.92754,330.801096,326.76985,324.107529,317.981863,306.66137,282.128043,133.410888,233.488911,67.075584,63.534114,325.391281,730.622332,724.690613,716.072857,703.715881,682.881199,644.771048,612.693127,582.807461,437.960516,202.229029,277.623503,280.755301,230.116679,155.171931,61.6146,39.725235,1261.299815,2.574949,2.555844,2.509578,2.534864,2.492592,2.488788,0.0004,-0.000822,-8.28E-05,0,
3985,289.331335,351.568574,335.210621,325.349346,316.957558,302.734673,270.702361,232.46702,128.795609,47.152416,44.730028,306.445811,375.099111,363.967788,352.753383,346.658779,342.49133,327.614827,308.488753,187.842078,51.182163,54.196833,262.628995,330.472278,326.477288,324.14411,318.165053,306.587896,282.202091,134.162812,233.035603,67.259062,63.754536,324.110959,730.695665,724.87376,716.365447,703.752352,682.772225,644.193541,613.91438,583.846851,438.032422,202.57225,277.660609,280.940595,231.818454,154.830275,62.753437,39.799788,1261.299815,2.556634,2.532799,2.517209,2.540816,2.474738,2.457502,9.47E-05,-0.000975,-0.000235,0,
3986,289.109907,351.386433,335.174109,325.239654,316.994184,303.212598,271.632206,233.336472,130.033666,47.11538,44.804247,307.253441,375.570747,364.294783,353.190099,346.950215,343.00139,327.907334,308.745795,188.834779,51.219121,54.344339,262.81559,330.728027,326.842988,324.253854,318.348235,306.551158,282.350181,135.554677,233.866607,67.405839,63.864741,323.342603,731.172359,725.020283,716.475173,703.642938,682.372675,643.940897,615.063948,585.818303,440.72853,202.41971,277.697715,281.014709,233.44356,154.792315,63.634812,39.799788,1261.299815,2.572812,2.536157,2.542545,2.526166,2.466803,2.44163,0.000247,-0.000669,6.98E-05,0,
3987,289.115411,351.100423,335.106522,325.318232,317.182765,303.622422,272.232659,233.871188,131.541094,47.083865,44.958204,307.148793,375.467317,364.04587,353.195522,346.992072,343.152546,328.314948,309.485576,191.245708,51.002865,54.423583,262.858468,330.806539,327.140977,324.515364,318.610134,306.409679,282.318676,136.576627,234.627458,67.594772,64.011675,322.610722,731.20903,725.093546,716.767787,704.190032,682.372675,645.05982,617.111996,588.542932,446.118793,201.389959,277.437964,281.051765,234.236845,154.906195,64.626068,39.94888,1261.299815,2.593721,2.556759,2.503778,2.523419,2.483894,2.479326,-5.79E-05,-0.000975,-8.28E-05,0,
3988,289.257528,351.204287,335.028057,325.20309,317.250554,303.800722,272.859058,234.130062,131.573059,47.11538,45.10108,306.776227,374.881421,363.568106,352.826171,346.804499,343.219975,328.382621,309.700373,193.148704,50.812531,54.491833,262.81559,331.020297,327.428054,324.546493,318.677944,306.11028,282.128043,137.248875,235.037108,67.772763,64.189843,320.738435,731.826994,726.22379,717.713438,705.497846,682.548856,646.281849,618.831676,590.868277,454.087399,202.108916,277.469527,281.083282,234.608866,155.204217,65.538155,40.129646,1261.293401,2.582427,2.542108,2.492637,2.544479,2.476416,2.480242,0.0004,-0.000975,-8.28E-05,0,
3989,289.220623,350.949276,335.247133,325.38591,317.397044,304.131498,273.305034,234.205629,130.709334,47.189452,45.06398,306.1888,374.046881,362.98671,352.207451,346.258034,342.600632,328.090142,309.443395,192.766988,50.553735,54.528704,262.92754,331.239489,327.793686,324.656228,318.787842,306.183764,282.313159,138.529931,235.905195,68.029593,64.300034,318.870858,732.157087,727.35978,718.957487,706.264076,682.875769,645.812513,619.370828,591.298606,458.216933,201.002823,277.469527,280.897999,235.47729,155.469982,66.308748,40.241435,1261.293401,2.572201,2.53341,2.507441,2.520672,2.482673,2.477342,9.47E-05,-0.000822,-8.28E-05,0,
3990,289.510343,351.453865,335.533784,325.380461,317.611312,304.38327,273.819701,234.880006,130.028075,47.257998,45.169748,305.926296,374.07776,363.235661,352.020039,345.706095,342.012234,327.572816,308.8872,192.837643,50.363344,54.56008,263.407036,331.599348,328.263524,325.126269,318.855649,306.17829,282.64082,140.145671,236.616461,68.024126,64.45244,303.132952,732.125892,727.951681,720.097514,707.21836,682.590608,645.781807,619.915392,591.088801,460.951114,200.321887,277.363745,280.644118,236.011393,155.437692,67.121369,40.433296,1261.299815,2.592348,2.574615,2.507746,2.546463,2.477332,2.480547,-5.79E-05,-0.000822,6.98E-05,0,
3991,289.589646,351.714283,336.013836,325.824651,318.056189,304.645976,274.531051,235.75426,130.634248,47.374614,45.286566,305.85833,374.373452,363.749782,352.571411,346.003002,342.345591,328.017019,309.480107,194.179279,50.257913,54.602445,263.449903,331.495202,328.488316,325.387732,319.080889,306.220505,282.646336,140.79266,236.810705,68.359785,64.641565,297.580733,732.24141,728.910254,721.640554,709.779256,683.03193,646.509269,620.9633,591.70381,463.505627,201.738932,277.517728,280.464343,235.450828,155.405404,67.970524,40.587877,1261.306229,2.598758,2.571715,2.495689,2.547683,2.470007,2.48421,0.000247,-0.000822,-8.28E-05,0,
3992,289.811036,351.896415,336.196369,326.007448,318.239267,304.976673,275.273797,237.150986,132.249307,47.337583,45.434935,306.005209,375.171672,364.367447,353.04453,346.221602,342.637066,328.199823,309.99404,196.430927,50.183949,54.676183,263.300669,331.60479,328.597986,325.314586,318.934368,306.293986,282.535282,141.056812,237.037031,68.469844,64.709526,296.654152,732.382645,729.051421,722.294191,710.577207,683.0265,647.045475,621.317447,591.519137,463.572067,201.542526,277.660609,280.347608,234.538983,155.741451,68.69855,40.805786,1261.299815,2.594637,2.573242,2.524688,2.542037,2.468481,2.454449,9.47E-05,-0.000975,-8.28E-05,0,
3993,289.921725,351.605001,336.232875,326.153681,318.202652,305.160379,275.756463,238.282891,134.317176,47.374614,45.5462,305.821609,375.135392,364.294783,353.408446,346.622349,342.892095,328.492297,310.544606,198.529403,50.146965,54.786784,263.561823,331.970066,329.000089,325.607162,319.154147,306.845047,282.461243,140.905864,237.07475,68.653272,64.81421,292.998484,732.964077,729.669239,723.131043,711.411815,684.147288,648.340106,621.527792,591.334468,465.254103,201.765667,277.692169,280.342068,235.175263,156.001586,69.169797,40.94918,1261.293401,2.579833,2.541803,2.530182,2.554551,2.473364,2.477189,0.000247,-0.000822,-8.28E-05,0,
3994,290.517495,351.537571,336.311325,326.305358,318.391181,305.165855,276.058973,238.854266,133.946631,47.417164,45.662984,305.606752,375.104517,364.33653,353.268305,346.263463,342.460328,328.095588,310.403264,199.259883,50.004532,54.829143,263.977708,332.012034,329.188298,325.649181,319.452626,307.364768,282.614835,140.986961,237.721506,68.732108,65.003315,292.48746,734.290391,731.068272,725.004807,713.865242,684.770423,650.693445,622.683785,592.666773,469.818822,203.944925,277.73482,280.310541,235.935906,156.387045,69.32196,40.991986,1261.299815,2.584411,2.564237,2.522856,2.539595,2.47016,2.471695,9.47E-05,-0.000975,-0.000388,0,
3995,290.891851,352.198665,337.192826,326.932229,319.128849,305.869327,276.843904,239.274688,132.937009,47.422685,45.594344,306.273181,375.037362,364.45094,353.31012,346.451052,342.392891,327.845101,310.225212,200.066568,50.04703,54.871502,264.169754,332.054003,329.230295,325.80091,319.458082,307.737515,282.768418,141.369994,237.991074,68.737574,65.045527,292.308476,735.286745,732.284279,726.182916,714.711333,684.376155,651.782803,623.552235,593.927484,469.680591,206.885401,277.703261,280.279015,236.583117,156.9245,69.290776,41.072025,1261.306229,2.596927,2.554012,2.505457,2.551651,2.469855,2.468338,0.0004,-0.00128,-0.000235,0,
3996,291.286539,352.588472,337.765924,327.542683,319.703619,306.666417,277.90877,240.092853,131.948721,47.374614,45.620372,307.547081,375.534468,365.094042,353.663175,346.804499,342.892095,328.017019,309.847209,198.94903,49.777078,54.971103,264.531571,331.897013,329.255957,325.534019,319.337289,307.322566,282.572301,142.529142,238.319155,68.91006,65.175943,291.812172,735.857561,732.818169,726.716257,714.877707,684.941251,651.549795,624.255396,595.202749,473.828615,209.039639,277.835041,280.410659,234.905314,157.439323,68.980958,41.055322,1261.286987,2.6041,2.567747,2.480274,2.538374,2.478858,2.463454,0.000247,-0.000822,-0.000235,0,
3997,291.950271,353.462551,338.167371,327.908147,320.069633,307.217249,278.576356,240.356693,131.272586,47.448672,45.583286,307.877397,376.187452,365.384658,353.990671,347.42377,343.729976,328.821309,309.847209,197.423002,49.555101,55.007965,264.382405,331.897013,329.402162,325.570591,319.483796,307.10218,282.350181,143.133479,238.620734,68.946744,65.223642,283.766052,737.006598,733.783212,727.277045,714.925187,685.388197,650.946352,624.84164,596.146204,473.767552,209.774559,277.99454,280.569994,233.972444,158.096657,68.551856,41.066457,1261.299815,2.580596,2.593844,2.503168,2.533796,2.478706,2.466506,9.47E-05,-0.001127,-8.28E-05,0,
3998,292.398173,354.487593,338.829663,328.388658,320.660647,307.663327,279.02684,240.739172,130.677385,47.565271,45.6259,307.846168,376.70069,365.717002,354.17803,347.538476,343.626125,328.717086,310.183039,197.504997,49.449613,55.087179,264.387962,331.573703,329.334505,325.320035,319.342745,307.438226,283.096022,143.630261,239.154025,69.135622,65.339289,249.782895,737.856635,734.48603,727.795759,714.784438,685.211924,650.373693,625.026868,597.263767,475.065134,211.112744,278.111386,280.872018,234.657923,158.710437,68.447318,41.109259,1261.306229,2.593264,2.54043,2.514309,2.526623,2.468939,2.453534,0.000247,-0.000822,-0.000235,0,
3999,292.724436,355.319603,339.298579,328.967847,321.167495,308.245249,279.392058,241.298746,129.846026,47.670821,45.768702,308.244381,376.622739,365.856885,354.318152,347.678748,343.875684,328.675084,310.471202,197.155917,49.370095,55.155404,264.270525,331.422142,329.000089,324.985418,319.154147,307.542938,283.645616,143.133479,239.902031,69.203519,65.443955,244.327859,738.475474,734.297026,727.533656,714.12107,684.843098,649.57355,625.093428,598.1913,476.351925,211.944393,278.217136,281.088821,234.501218,159.236931,68.478507,41.066457,1261.299815,2.588074,2.535699,2.488668,2.532728,2.464971,2.466048,9.47E-05,-0.000975,-8.28E-05,0,
4000,293.319636,356.344372,339.668875,329.521329,321.685195,308.801315,279.694136,241.681075,128.988726,47.713361,45.848389,308.763567,377.135944,366.116562,354.35996,347.829873,344.063244,329.119193,311.173953,196.894509,49.412611,55.308324,264.276082,331.244932,328.749654,324.807987,318.903193,307.695317,283.947141,142.648071,239.756941,69.282348,65.622051,244.209354,739.241328,734.842116,727.858126,713.750143,683.89296,648.845744,625.19596,598.472997,479.217722,213.688919,278.137395,281.083282,233.777921,159.915606,68.509696,40.911941,1261.293401,2.591585,2.541498,2.501184,2.543258,2.460241,2.453992,9.47E-05,-0.000975,-0.000235,0,
4001,293.877873,356.677409,339.966183,329.965161,322.385748,309.283902,280.36678,242.063344,128.094353,47.68186,45.779758,309.172621,377.358965,366.339908,354.474539,347.944572,344.287224,329.343956,311.252811,195.67909,49.2331,55.387526,264.095161,330.921584,328.535764,324.593971,318.981911,307.77424,284.39661,142.313818,240.440657,69.471216,65.590823,242.709398,739.871335,735.031142,727.863604,713.280542,682.663254,648.273273,625.381197,598.1913,481.69901,214.835604,278.068741,281.088821,232.801198,160.910067,68.221779,40.768542,1261.299815,2.594485,2.540735,2.503168,2.554246,2.45902,2.459333,9.47E-05,-0.000822,-8.28E-05,0,
4002,294.309005,356.812169,340.210691,330.356097,322.777223,309.639937,280.615128,242.617,127.221156,47.744862,45.768702,308.97824,377.275617,366.147471,354.500079,347.933716,344.34921,329.223408,311.241878,194.599116,49.259079,55.487099,264.158639,330.983764,328.305528,324.546493,318.897737,307.579666,284.755491,141.924982,240.693083,69.496964,65.732197,243.004962,740.233243,735.025655,727.858126,712.946217,682.367246,647.762284,625.627622,597.145403,482.48296,218.174707,277.988995,281.120338,231.88841,161.931486,67.812838,40.688482,1261.293401,2.57037,2.523184,2.489279,2.544936,2.467871,2.458417,9.47E-05,-0.000975,6.98E-05,0,
4003,294.719719,356.78119,340.289089,330.580705,323.075293,309.792185,280.509485,242.810872,126.514949,47.750382,45.700067,308.983709,377.063403,365.97127,354.250802,347.684176,344.09967,328.86331,311.173953,195.100953,49.190578,55.492591,264.015007,330.879607,328.274415,324.442206,318.720034,307.658591,284.650037,141.855101,240.924664,69.575789,65.816604,242.225509,740.244229,734.926504,727.759097,712.482154,683.24989,647.520297,625.350605,596.402699,482.637187,219.439494,277.77747,281.09436,233.146943,162.894162,67.420323,40.587877,1261.306229,2.571896,2.529442,2.495842,2.540358,2.449101,2.456433,0.000247,-0.000822,6.98E-05,0,
4004,294.819239,357.097944,340.460624,330.788974,323.283843,309.781248,280.016675,242.762003,125.904616,47.850398,45.577758,309.082837,376.762424,365.887796,353.912473,347.381916,343.833826,328.742752,310.869442,193.982751,48.994496,55.592159,264.264967,330.868721,328.300082,324.504465,318.819017,307.684374,284.712991,140.975713,240.875778,69.601537,65.89552,242.118159,740.874373,735.152244,728.021213,713.181842,684.199915,647.67014,625.032248,596.44394,485.296933,221.912587,277.671702,281.099898,234.13483,164.117871,67.022289,40.407184,1261.312644,2.590974,2.530968,2.505457,2.550736,2.450627,2.451092,-5.79E-05,-0.000822,-0.000388,0,
4005,294.646046,357.290776,340.799806,331.092053,323.55076,309.645406,279.582932,242.5473,125.092244,47.861436,45.477553,309.497325,376.446779,365.753327,353.59582,347.283493,343.662553,328.717086,310.256449,192.123734,48.894481,55.713687,264.686284,330.6604,328.201298,324.661678,318.866562,308.025837,285.278788,140.420983,241.03764,69.685826,66.005659,242.080498,741.866637,735.372507,728.241199,713.547264,685.326379,646.984052,624.744493,596.479816,487.52009,223.050724,277.671702,281.174008,235.38097,165.222029,66.508664,40.22089,1261.312644,2.575254,2.527152,2.482869,2.530133,2.453374,2.473221,9.47E-05,-0.001127,6.98E-05,0,
