Time,GC_1_0mBC,GC_1_0-3mBC,GC_1_0-61mBC,GC_1_0-91mBC,GC_1_1-22mBC,GC_1_1-52mBC,GC_1_1-83mBC,GC_1_2-13mBC,GC_1_2-44mBC,GC_1_2-74mBC,GC_1_3-05mBC,GC_2_0mBC,GC_2_0-3mBC,GC_2_0-61mBC,GC_2_0-91mBC,GC_2_1-22mBC,GC_2_1-52mBC,GC_2_1-83mBC,GC_2_2-13mBC,GC_2_2-44mBC,GC_2_2-74mBC,GC_2_3-05mBC,GC_3_0mBC,GC_3_0-3mBC,GC_3_0-61mBC,GC_3_0-91mBC,GC_3_1-22mBC,GC_3_1-52mBC,GC_3_1-83mBC,GC_3_2-13mBC,GC_3_2-44mBC,GC_3_2-74mBC,GC_3_3-05mBC,GC_4_0mBC,GC_4_0-3mBC,GC_4_0-61mBC,GC_4_0-91mBC,GC_4_1-22mBC,GC_4_1-52mBC,GC_4_1-83mBC,GC_4_2-13mBC,GC_4_2-44mBC,GC_4_2-74mBC,GC_4_3-05mBC,GC_5_0-15mBS,GC_5_0-3mBS,GC_5_0-61mBS,GC_5_0-91mBS,GC_5_1-22mBS,GC_5_1-52mBS,GC_8_0-15mAF,BDP5_SED_0-15mBS,BDP5_SED_0-3mBS,BDP5_SED_0-61mBS,BDP5_SED_0-91mBS,BDP5_SED_1-22mBS,BDP5_SED_1-52mBS,HF_GC8_0-15mAF,RAD_GC8_0-15mAF,EVENT,Untitled,Comment
494,353.537643,384.006199,362.993122,352.217738,323.750121,301.800476,268.490722,195.25965,65.389535,60.746005,54.109806,352.059446,397.900942,382.458634,365.755684,356.582042,347.649262,326.904037,267.289507,121.031777,60.234894,63.270629,312.957665,363.651987,357.828231,353.099401,346.063081,334.801765,308.53942,152.885906,232.151586,115.606229,98.419242,843.225844,370.395696,887.399172,884.001831,865.93096,824.242756,785.571684,751.865954,691.65467,485.817739,1265.361458,139.513357,124.91449,81.642241,56.304065,39.573966,35.986008,1263.997744,2.514815,2.49724,2.463943,2.49076,2.454594,2.466201,0.000553,-0.000517,0.000375,0,
495,353.962982,384.430221,362.945696,352.061056,324.360652,302.745325,268.963397,193.300641,65.231494,60.698062,53.914204,351.975589,398.034534,382.556303,365.708295,356.316318,347.237698,326.490627,264.183674,120.572553,60.076566,63.222716,312.873163,363.422824,357.453288,352.797083,345.833286,334.498569,308.858606,151.81238,231.270714,115.297209,98.192315,843.182477,370.608028,886.784938,883.045958,865.017375,823.413139,785.343278,750.939962,691.212554,487.640892,1265.354891,139.583061,123.748808,81.013115,56.11427,39.381878,35.905481,1263.991182,2.458802,2.487473,2.463638,2.514567,2.456883,2.466201,0.000247,-0.000975,-8.28E-05,0,
496,354.259454,384.725756,363.569312,352.394189,325.170614,303.596433,269.974,194.299281,65.347231,60.997626,53.956696,351.908357,398.365373,382.996618,366.258708,356.358235,347.388873,326.605908,264.786194,120.65287,59.861453,63.118122,312.805408,363.13755,357.204107,352.47497,345.656577,334.467615,308.864194,150.794527,230.217732,115.154047,97.718558,843.112985,370.649889,885.878277,881.835993,864.153356,823.081857,785.645932,750.761538,692.018497,490.262676,1265.361458,139.588825,122.931792,81.642241,55.714675,39.238444,35.798973,1263.997744,2.50291,2.496325,2.463028,2.502053,2.454289,2.456281,0.0004,-0.000975,-8.28E-05,0,
497,354.586738,385.233258,364.260045,352.903746,325.974877,304.331491,271.090106,196.017419,65.530803,61.181338,53.809189,352.053904,398.40152,382.706756,366.36768,356.649258,347.789337,326.642479,265.643891,120.876795,59.787878,63.154851,312.842077,362.810378,356.731034,352.220117,345.328503,334.21203,308.937604,150.07445,228.7802,114.819236,97.871686,843.269211,370.836997,885.579973,881.234045,863.47855,822.67572,786.802611,751.540229,693.370436,492.63212,1265.368025,139.707796,122.675808,81.574488,55.683464,39.132281,35.655041,1264.004308,2.495432,2.498919,2.462265,2.51121,2.459935,2.467117,9.47E-05,-0.000975,6.98E-05,0,
498,354.774095,385.311271,364.665445,353.34602,326.748027,305.255691,271.988281,197.053959,65.573105,61.186935,53.593522,351.804737,398.08169,382.494869,366.118942,356.436531,347.649262,326.39204,265.53771,120.434656,59.830266,63.160444,312.810991,362.597789,356.554613,352.080025,345.15178,333.925477,309.200116,149.360355,227.574821,114.676114,98.019191,843.49494,371.127483,885.009826,880.474486,862.609079,821.852127,787.025422,753.344553,694.753567,492.130804,1265.368025,139.934229,121.816231,80.694247,55.278145,39.020408,35.50537,1264.004308,2.511763,2.494493,2.462722,2.495949,2.456426,2.466659,0.0004,-0.000822,-8.28E-05,0,
499,354.706909,385.606766,365.034473,353.715484,327.557603,305.995996,273.183449,198.395708,65.541981,61.008821,53.414716,351.59195,397.725692,382.427917,365.797542,356.187418,347.181521,325.995286,265.394237,119.955329,59.799078,63.166037,312.853243,362.494259,356.596544,351.976339,345.412505,334.040579,309.279108,148.684345,226.179544,114.495814,97.429231,843.081113,371.163793,884.135755,879.297449,861.815374,822.00186,787.173969,754.191728,696.246306,492.238235,1265.368025,140.009712,120.621015,79.960792,54.872737,38.908524,35.393104,1264.004308,2.478643,2.469312,2.460586,2.487098,2.464361,2.46788,0.0004,-0.000975,6.98E-05,0,
500,354.623101,385.885702,365.241497,353.959136,328.204207,306.609197,273.692366,199.376349,65.310515,61.03437,53.14525,351.471697,398.184633,383.177775,366.077086,356.46737,347.243244,326.240179,266.128538,119.720166,59.567139,63.118122,312.915414,362.519546,356.731034,351.892435,345.583673,334.175517,309.23123,148.256267,225.486165,114.447299,96.950002,842.855407,371.272722,883.413838,878.879872,861.853166,822.825482,787.582498,754.928529,697.994453,491.593597,1265.368025,139.896488,119.575886,79.484079,54.430369,38.833928,35.168536,1264.004308,2.510236,2.491136,2.461501,2.508463,2.460698,2.469101,9.47E-05,-0.000822,-8.28E-05,0,
501,354.519549,385.818726,365.501457,354.183014,328.830887,306.835135,273.62371,200.10718,65.095804,60.966479,53.003292,351.950286,399.057638,383.690504,366.409534,357.054934,347.9405,326.830898,267.103207,119.241038,59.462362,63.013525,313.104333,362.815912,357.173256,352.225659,345.84438,334.071535,309.310221,147.921279,225.150952,114.192652,96.961266,842.791669,371.537978,882.817613,878.435976,861.600176,823.061575,787.96527,755.381933,698.952748,492.428219,1265.381161,139.681589,118.617374,79.16527,54.036043,38.696127,35.142546,1264.017436,2.517867,2.50304,2.438761,2.49366,2.458715,2.463759,0.0004,-0.000822,0.000222,0,
502,354.150356,385.378252,365.532272,354.359415,329.409837,307.490503,273.395105,200.63555,65.237083,61.291559,53.108357,352.272219,399.811096,384.373284,366.948833,357.667744,348.480991,327.264154,267.842649,118.899807,59.309583,63.007932,313.245414,363.210253,357.749922,352.657002,346.057534,334.35808,309.781717,147.385553,223.894566,113.889543,96.833793,842.586352,371.702872,882.496323,878.19086,861.620646,823.418859,788.654039,755.401882,699.664752,489.904368,1265.361458,139.249244,117.444575,78.561785,53.760971,38.567101,35.013076,1263.997744,2.492227,2.481826,2.451581,2.510294,2.462377,2.476121,0.000247,-0.000669,-0.000235,0,
503,354.144816,385.843942,365.96288,354.535812,329.952198,307.925487,273.054986,200.896815,65.121344,62.498098,53.139632,352.193906,399.950148,384.911108,367.560725,358.425975,348.803047,327.733936,268.581863,118.4841,59.267187,62.965608,313.349827,363.640922,358.071853,352.979107,346.416472,334.936686,310.143078,147.039166,223.320154,113.698005,96.992494,842.372165,371.968111,882.621881,878.506091,861.896732,823.692433,788.55394,754.786791,700.805586,486.868571,1265.374593,138.619496,116.003102,77.913017,53.366491,38.466579,34.949643,1264.010871,2.511915,2.48732,2.464859,2.500375,2.46604,2.47841,0.000247,-0.000822,-8.28E-05,0,
504,353.926614,386.206384,366.580697,355.045212,331.011357,308.806479,273.500926,201.125726,65.194778,63.526174,53.176524,352.230292,399.950148,385.20087,368.105464,358.680546,348.985041,328.062997,269.773194,118.074167,59.303983,62.965608,313.313162,363.89536,358.435689,353.197529,346.489367,335.155732,310.17977,146.50941,222.751404,113.400641,97.403631,842.716438,372.264097,883.463438,879.536833,862.242654,823.885402,787.70527,753.429475,698.770587,486.228628,1265.381161,137.984192,114.519943,77.44199,53.076975,38.323028,34.917926,1264.017436,2.520462,2.496325,2.465928,2.517772,2.467413,2.473679,0.0004,-0.000669,-8.28E-05,0,
505,354.113989,386.791762,367.240328,355.159903,331.528161,309.546067,274.138191,201.665622,65.237083,64.596203,53.292815,352.672445,400.064062,385.423698,368.619377,359.267924,349.500141,328.251363,270.969599,117.781768,59.383173,62.971201,313.318744,363.973587,358.586755,353.312278,346.385571,335.051766,310.368815,145.909886,222.719258,113.257636,97.471733,842.673075,372.548976,883.53362,879.606967,862.047905,823.243073,786.51122,752.981896,697.817892,484.537579,1265.374593,137.111448,113.621566,77.033093,52.73922,38.205369,34.837319,1264.010871,2.514968,2.483352,2.464249,2.516704,2.459783,2.471237,0.000247,-0.000669,-8.28E-05,0,
506,354.259454,387.299098,367.785364,355.487349,332.185403,310.42668,274.769639,202.962497,65.347231,65.660313,53.514137,352.963504,400.461557,385.604786,369.055106,359.886077,350.191619,328.799732,272.196937,117.595499,59.272787,62.934469,313.392073,363.791849,358.659518,353.275876,346.312675,335.307314,310.478886,145.456031,222.605494,113.034664,97.766699,842.748306,372.730486,883.951569,879.87274,862.123494,823.168185,785.657274,753.055551,698.983614,483.820194,1265.374593,136.244857,113.286924,76.996431,52.517773,38.205369,34.837319,1264.010871,2.497263,2.490831,2.464707,2.515941,2.461004,2.473374,0.000553,-0.000669,-0.000235,0,
507,354.36855,387.806394,368.185031,355.996679,333.24413,311.160371,275.289535,204.259072,65.640942,66.540732,53.440366,353.545585,400.678362,385.822085,369.563421,360.504177,350.955803,329.348043,273.906746,117.260265,59.383173,62.897737,313.245414,363.501057,358.51399,353.312278,346.276227,335.380325,310.735706,144.888845,221.998679,112.774566,97.987948,842.785922,372.948292,885.053639,880.860048,862.690453,822.68144,784.469452,753.239694,699.603011,482.851625,1265.374593,135.943526,113.733128,77.143082,52.628501,38.205369,34.874762,1264.010871,2.49589,2.47969,2.462875,2.517009,2.465429,2.466048,0.0004,-0.000669,-8.28E-05,0,
508,354.483185,388.174235,368.590203,356.584263,334.089226,311.972855,275.517966,204.684287,65.609818,67.353208,53.556639,354.096782,400.430924,385.646518,369.677869,360.618783,351.252441,329.463261,274.655425,116.930767,59.462362,62.829866,313.031,363.252138,358.19208,353.245014,346.172428,335.568407,311.144831,144.478758,222.535424,112.557312,98.019191,842.930641,373.124245,886.074165,881.879781,862.987087,821.88956,783.536021,753.712871,699.743195,481.51868,1265.368025,135.90011,113.727447,77.100815,52.659766,38.12502,34.831596,1264.004308,2.504131,2.486863,2.467759,2.513346,2.466345,2.484515,0.0004,-0.000822,-0.000388,0,
509,354.483185,389.007511,369.098807,356.948017,334.819157,312.48625,275.146657,204.913043,65.719955,68.086624,53.704168,354.460529,400.105701,385.537866,369.750481,360.800564,351.90736,329.828762,275.138272,116.744591,59.499155,62.903331,312.994332,363.07038,358.19208,352.99019,346.026631,335.385882,311.401607,143.949618,222.042385,112.297284,97.945437,843.118732,373.342039,886.720507,882.94357,863.705398,821.664969,783.350492,753.528708,700.326242,483.240761,1265.368025,135.636492,113.355604,76.587542,52.659766,38.050372,34.869039,1264.004308,2.512678,2.492662,2.466385,2.512431,2.464208,2.484515,0.000705,-0.000975,-0.000235,0,
510,354.617562,389.612316,369.632642,357.446166,335.464903,312.291735,274.986812,205.09206,65.818912,68.918755,54.024829,354.594942,400.275379,385.780355,369.630506,360.534999,351.96904,329.890736,274.681264,116.509868,59.561539,62.892144,312.9465,362.950257,358.253773,352.615055,345.833286,335.04621,311.683877,143.484668,221.348028,112.100266,98.124191,843.413948,373.554279,887.209029,883.621776,864.569323,821.210106,782.751186,752.602379,699.956263,481.584959,1265.361458,135.291856,112.53215,76.288644,52.617216,38.007341,34.900759,1263.997744,2.515578,2.491594,2.460586,2.515178,2.468786,2.483752,0.000247,-0.000669,-0.000235,0,
511,354.774095,390.202885,370.297511,358.257375,336.534133,312.302902,274.441017,205.027417,65.573105,69.699789,54.146677,354.71514,400.250247,385.755168,369.496335,360.582427,351.90736,330.157692,274.878289,116.260625,59.683111,62.940062,312.957665,362.815912,358.373997,352.771761,346.026631,334.984308,311.364926,142.967279,221.131948,111.740213,98.13546,843.613557,373.746854,887.600944,884.431543,865.110351,820.36081,781.798026,751.214527,699.530137,478.617552,1265.374593,134.738687,111.763252,75.896572,52.591592,38.093403,34.912203,1264.010871,2.507489,2.494646,2.464096,2.508768,2.458104,2.466811,0.0004,-0.000822,-0.000235,0,
512,354.950368,390.595781,370.764143,358.906426,337.440595,313.177313,274.138191,205.440964,65.567516,70.427328,54.214802,355.437011,400.678362,385.67722,369.527114,360.649604,351.865435,330.005941,276.172281,116.143293,59.714301,62.861005,312.98875,362.62861,358.441226,352.984648,346.20333,335.307314,310.955824,142.395004,221.050288,111.474654,97.724192,843.570185,373.850196,887.328923,884.349716,865.02893,819.6816,781.273105,749.736616,699.269519,478.863283,1265.368025,134.206067,110.940541,75.451033,52.327568,38.087697,34.98136,1264.004308,2.508252,2.50075,2.463333,2.518077,2.471686,2.482531,0.000247,-0.000669,-8.28E-05,0,
513,354.955908,391.072103,371.060214,359.493767,338.102715,313.989386,274.478161,206.209127,65.573105,71.056012,53.925437,355.624392,400.828395,385.646518,369.605256,360.945985,352.08927,330.084598,277.217161,116.14896,59.867053,62.866598,313.177666,362.634144,358.55591,353.281417,346.6098,335.458893,310.521162,141.909891,220.600735,111.183316,97.429231,843.683056,374.031672,886.910628,883.969629,864.953288,819.531949,780.346016,748.117651,699.050913,479.796322,1265.368025,133.604112,109.938327,75.08442,52.290653,38.12502,35.018798,1264.004308,2.490243,2.494035,2.454633,2.516093,2.470312,2.480547,0.000247,-0.000975,-8.28E-05,0,
514,354.981191,391.749128,371.630212,359.846299,338.675162,314.821207,274.912539,206.578661,65.818912,71.521305,53.619171,356.086078,400.998053,385.816571,369.557893,361.153042,352.114568,330.621654,277.05743,116.025968,59.74549,62.855412,313.093169,362.441303,358.653981,353.452346,347.181826,335.44778,310.363229,141.445395,220.703017,110.949306,97.188071,843.963681,374.22978,887.004107,883.873024,865.197553,819.399451,779.436112,746.736779,698.921882,478.449076,1265.38773,133.057194,109.064939,75.064569,52.270669,38.328733,35.148268,1264.024,2.507794,2.484726,2.465622,2.517009,2.46665,2.479784,0.000247,-0.000669,-8.28E-05,0,
515,355.059453,391.971898,372.035182,360.360848,339.628871,315.632956,275.400927,207.003675,65.714366,72.113268,53.255925,356.673436,400.786761,385.749653,369.781259,361.376696,352.192872,330.736845,277.545461,115.957201,59.75109,62.861005,313.062084,362.483191,358.877804,353.348681,347.223815,335.489841,310.295433,141.337908,221.315867,110.695164,96.839425,844.13457,374.285729,887.481042,883.931622,865.142395,818.746369,779.159627,747.087697,699.378825,477.248278,1265.368025,132.513573,108.49167,75.047759,52.438308,38.460875,35.355679,1264.004308,2.51451,2.493578,2.468217,2.510905,2.463751,2.474747,0.000247,-0.000975,-8.28E-05,0,
516,355.319519,392.448113,372.258577,360.693587,340.436594,316.481182,276.000585,207.542965,65.646531,72.815139,53.150869,356.642612,400.539328,385.718951,369.859398,361.491288,352.416698,330.815491,278.552687,116.11174,59.940626,62.829866,313.324326,362.488725,359.06524,353.390624,347.520899,334.984308,310.04417,141.079466,222.345803,110.589486,96.691997,844.435607,374.503485,888.089571,884.083651,865.21804,817.998332,780.420176,749.589414,700.909356,478.289077,1265.368025,132.062507,108.009706,74.974436,52.438308,38.535495,35.430527,1264.004308,2.517867,2.476638,2.437082,2.500985,2.461614,2.477037,0.000247,-0.000669,-0.000235,0,
517,355.604855,392.478811,372.361983,361.051594,341.087287,317.354711,276.588801,208.603955,65.897921,73.359237,53.514137,356.564349,400.389287,385.858301,370.071699,361.558457,352.520295,331.248418,280.030148,116.143293,60.045381,62.861005,313.318744,362.555901,359.023324,353.385083,347.515354,334.35808,309.524833,140.809565,222.984691,110.249895,96.623917,844.930587,374.72678,888.323604,884.051448,865.299465,818.041444,781.538391,751.361782,702.737589,479.873573,1265.374593,131.654868,107.53353,74.906716,52.628501,38.615814,35.548509,1264.010871,2.521836,2.491899,2.462417,2.489081,2.448338,2.467117,0.000553,-0.000975,6.98E-05,0,
518,355.537677,392.013617,372.258577,361.238893,341.639655,317.98288,276.854222,209.21923,65.903509,73.951127,53.593522,356.969866,400.792262,385.900031,369.968313,361.52764,352.453077,331.436672,281.147559,116.223403,59.977411,62.756399,313.397655,362.597789,358.956101,353.49983,347.411574,334.035021,309.383622,140.513462,222.459577,110.144243,97.029355,845.495155,374.944522,888.58988,884.165473,865.67772,818.452852,781.946396,752.503166,703.722101,480.08888,1265.374593,131.09132,107.16297,74.943378,52.73922,38.615814,35.623344,1264.010871,2.500621,2.481826,2.453718,2.508615,2.465429,2.466506,0.000553,-0.000975,-0.000235,0,
519,355.434139,391.910498,372.264104,361.208076,342.009724,318.464495,277.230927,209.415471,66.055934,74.543006,53.709785,356.902683,400.978425,385.869331,370.119059,361.64223,352.494999,331.624919,282.597792,116.415192,60.277274,62.725258,313.403237,362.603323,359.179914,353.578173,347.453562,334.113606,309.315809,140.141959,222.237801,110.149891,97.060585,845.639968,375.156712,888.431909,883.893615,865.482809,818.334932,782.05201,753.234064,704.77418,480.334585,1265.368025,130.597318,106.56457,74.35119,52.733578,38.535495,35.54279,1264.004308,2.494211,2.481826,2.451428,2.509379,2.467413,2.482836,0.000247,-0.000822,-0.000235,0,
520,355.641214,392.080526,372.579841,361.415117,342.363121,318.782881,277.182528,209.441965,66.301711,75.044845,53.99357,356.927967,401.726138,386.111806,369.817564,361.158577,351.901817,331.211879,282.697609,116.441081,60.449973,62.824272,313.392073,362.555901,359.132462,353.494289,347.260258,334.248543,309.23123,139.904157,222.415878,109.95311,97.250533,845.683361,375.379985,888.399681,883.823408,865.148173,817.555285,782.243151,753.829002,705.947075,478.79699,1265.374593,130.07738,105.681467,73.733538,52.73922,38.541199,35.585927,1264.010871,2.502147,2.495409,2.45036,2.510599,2.452458,2.473984,9.47E-05,-0.000669,-0.000235,0,
521,356.664716,392.73776,373.021063,361.711457,343.170491,319.337628,277.188176,209.181141,66.307298,75.673358,54.294155,357.406181,402.165147,386.407027,369.714175,361.091404,351.470754,330.778948,281.629179,116.44675,60.602679,62.793132,313.470982,362.416015,359.137998,353.463428,347.265804,334.290613,308.906488,139.608187,223.21796,109.773291,97.293032,845.689113,375.603251,888.215303,883.753202,865.040486,817.598394,782.285914,753.724132,706.937791,478.587146,1265.381161,129.520063,104.687761,73.335851,52.67105,38.472283,35.516809,1264.017436,2.512068,2.494188,2.463791,2.516551,2.464514,2.483294,0.000553,-0.000975,-8.28E-05,0,
522,357.671457,393.05258,373.336767,362.100226,344.033993,320.131812,277.770469,208.902908,66.296123,75.991983,54.282925,357.395106,401.973522,386.142506,369.739425,361.007625,351.023036,330.365844,280.432212,116.435413,60.628259,62.781946,313.349827,362.29588,359.126925,353.379542,347.36404,334.352523,308.675074,139.257333,223.016834,109.539465,97.349865,845.82243,375.804331,888.083761,883.65978,865.250085,818.890278,783.010893,753.412585,707.504942,478.463037,1265.361458,129.015034,103.671967,72.915742,52.506489,38.305914,35.46223,1263.997744,2.493448,2.469465,2.457228,2.505105,2.459935,2.4749,0.0004,-0.000669,-8.28E-05,0,
523,358.294882,392.87707,373.66903,362.432882,344.658977,320.686393,278.184127,208.56586,66.118175,76.290711,54.28854,357.437001,401.726138,385.858301,369.418192,360.540534,350.337185,329.567352,278.213226,116.478308,60.744181,62.824272,313.135417,362.119632,359.241598,353.385083,347.333144,334.467615,309.121123,139.149963,223.477575,109.359687,97.128677,845.709501,376.058322,887.361143,883.241757,865.212262,819.488822,783.419035,753.265264,707.760409,476.34551,1265.361458,128.60236,102.525782,72.622427,52.321925,38.268597,35.387384,1263.997744,2.510236,2.480148,2.436471,2.509226,2.458104,2.46559,0.000705,-0.000975,-0.000388,0,
524,358.627514,392.701555,373.601948,362.511108,344.956004,321.021338,277.96723,208.15259,66.050346,76.626085,54.183548,357.478898,401.587129,385.8276,369.096944,360.582427,349.61487,328.330046,276.36354,116.409523,60.786552,62.793132,312.920997,362.270592,359.101619,353.281417,347.229361,334.108048,308.979897,138.891804,223.559169,109.105771,96.881915,845.457515,376.17826,886.498183,882.60741,865.034708,819.874387,782.948024,753.129207,708.282537,472.049065,1265.374593,128.276249,101.6871,72.413644,52.074789,38.130726,35.211688,1264.010871,2.490853,2.479995,2.444255,2.507395,2.454137,2.475358,0.000247,-0.000517,6.98E-05,0,
525,358.814764,393.177713,374.188308,362.771058,345.070854,320.66094,277.453535,208.044091,65.909097,77.071396,53.820423,357.557151,401.086818,385.362292,368.775681,360.478891,349.32925,327.49468,273.806584,116.229071,60.865695,62.872192,312.889911,362.167058,359.107156,353.323361,347.271351,333.96755,308.80196,138.595987,223.223734,108.666538,96.776973,845.425626,376.365218,886.199835,882.233288,864.511021,819.805274,782.656889,752.471972,708.434117,465.700321,1265.381161,127.981967,100.880053,72.492579,51.895822,38.024459,35.142546,1264.017436,2.512068,2.497545,2.464401,2.517925,2.480689,2.476579,9.47E-05,-0.000975,-0.000235,0,
526,359.281659,393.679017,374.908756,363.237985,344.737396,320.691965,276.520225,208.190689,65.462964,77.358971,53.630405,357.842469,400.503194,384.813474,368.479657,360.255208,348.886934,327.269719,271.012462,116.14896,60.896869,62.866598,312.737652,361.907022,358.810579,353.135805,347.010699,334.217588,308.759665,138.213367,222.269951,108.438496,96.518987,845.387986,376.546626,885.857684,881.777424,864.019436,819.281504,782.805288,751.956476,708.470619,461.391999,1265.381161,127.682008,100.178439,72.419248,51.858897,37.912475,35.105113,1264.017436,2.51161,2.510975,2.465164,2.517009,2.45963,2.478868,9.47E-05,-0.000975,6.98E-05,0,
527,359.63951,394.07169,375.883174,363.595863,344.586106,320.137385,275.994934,208.222988,65.237083,77.536614,53.292815,357.618791,399.847235,384.409508,368.183621,359.776995,348.298984,326.605908,268.326848,115.919985,60.817727,62.787539,312.438699,361.501539,358.623136,352.729814,346.750038,334.029463,308.790783,137.755469,221.581423,108.136366,96.397168,845.451764,376.716941,885.960116,881.651863,863.743208,819.606774,782.348772,751.834764,708.934005,458.795867,1265.368025,127.408132,99.46578,72.33471,51.847606,38.050372,35.131103,1264.004308,2.523362,2.495714,2.467759,2.519756,2.46726,2.485431,0.000247,-0.000669,-8.28E-05,0,
528,359.899406,394.149591,376.36047,364.037464,344.810267,319.557278,275.777849,208.114491,64.94893,77.762069,52.818802,357.260746,399.238352,384.016548,367.753368,359.237096,347.904096,325.587366,265.090235,115.553535,60.713004,62.829866,312.040863,361.434353,358.41038,352.37129,346.573354,333.852447,308.796371,137.459825,221.169888,107.845568,96.144854,845.721004,376.867604,885.927907,881.429758,863.18188,819.500253,782.020583,751.766756,710.253935,459.698995,1265.374593,126.964085,98.91786,72.486975,51.816325,38.093403,35.099391,1264.010871,2.506115,2.492814,2.464249,2.513194,2.464971,2.474747,0.000247,-0.000822,-8.28E-05,0,
529,360.3773,394.444665,376.837732,364.479037,345.14372,319.745885,275.857748,207.282028,64.366963,77.840944,52.123174,357.266284,399.243855,383.985839,367.613632,359.060812,347.618403,324.8613,261.923863,114.926785,60.681828,62.872192,312.009771,361.294445,358.088465,352.085567,346.287321,333.894521,308.765254,137.013576,220.18907,107.554815,95.929411,846.027906,377.09082,885.857684,880.941806,862.431637,818.533373,781.469878,751.993295,711.464644,461.427903,1265.381161,126.482684,98.148748,72.345918,51.821971,38.173754,35.105113,1264.017436,2.511763,2.496019,2.464401,2.500832,2.451848,2.473679,0.000247,-0.000975,0.000222,0,
530,361.472772,394.631144,377.169824,364.99325,345.622879,320.410317,276.679973,205.687091,63.784897,78.10305,52.018046,357.526332,399.538488,383.882676,367.183344,358.848158,347.733165,324.098537,260.584796,114.337442,60.687426,62.767587,311.831969,361.081811,357.912078,351.763421,346.037726,334.046137,308.403762,136.529781,218.942188,107.227069,95.665888,846.097445,377.266665,885.243682,880.252446,861.481035,817.330923,780.611246,752.355874,712.408766,463.361201,1265.374593,125.989973,97.516134,72.376979,51.853251,37.981426,35.061956,1264.010871,2.513441,2.496782,2.438455,2.503732,2.458257,2.465438,0.000247,-0.000822,-8.28E-05,0,
531,361.824976,394.801095,377.376483,365.345505,345.939648,320.984742,277.707572,205.980431,63.553313,78.055238,51.859118,357.551613,399.527482,383.799188,367.027004,358.582519,347.540045,324.050809,259.078334,113.694151,60.67623,62.793132,311.747442,360.707108,357.537139,351.351806,345.662124,333.596835,306.99734,136.217127,217.867373,107.067638,95.702728,846.210384,377.375496,884.74959,879.644933,860.687546,816.732681,780.277522,753.055551,710.765166,464.976804,1265.374593,125.428233,96.889328,71.90032,51.779398,37.869437,34.987082,1264.010871,2.488106,2.458477,2.464707,2.514262,2.461004,2.475205,9.47E-05,-0.000669,-8.28E-05,0,
532,362.104515,395.079617,377.184019,365.443435,346.147122,321.559097,278.104302,206.197525,63.505394,78.19066,51.810949,357.540538,399.191204,383.35341,366.906982,358.425975,347.56536,323.96649,256.672796,113.088253,60.591484,62.745212,311.516193,360.441484,357.198569,351.085826,345.578126,333.366612,305.95774,135.979806,216.906182,106.908223,95.249427,845.935362,377.473239,884.12995,879.063877,860.184872,816.721258,779.932496,753.523078,711.338334,461.052409,1265.361458,125.042405,95.919753,71.375764,51.73118,37.783358,34.788429,1263.997744,2.496042,2.487168,2.461959,2.513804,2.466192,2.477647,0.0004,-0.000822,-8.28E-05,0,
533,362.339064,395.168518,376.94659,365.423699,346.309471,321.209885,277.601929,206.024349,63.595639,78.280701,51.864742,357.266284,398.846278,383.007653,366.524034,358.042528,347.108704,323.470895,253.91857,112.585129,60.645053,62.725258,311.349538,360.458091,357.069626,351.029626,345.303145,333.164174,304.94581,135.695899,215.63163,106.851071,94.971658,845.651471,377.70752,883.425446,878.170296,859.446713,816.364534,779.764109,753.760966,712.122112,456.580589,1265.381161,124.385858,94.757697,70.879202,51.489599,37.688473,34.768153,1264.017436,2.510084,2.499682,2.457686,2.508463,2.461919,2.471695,0.000247,-0.000517,-0.000388,0,
534,362.515147,394.982056,376.868496,365.345505,345.976077,320.765161,276.705784,205.713606,63.443107,78.348413,51.711423,357.115308,398.696195,382.78474,366.118942,357.855139,346.702653,323.209155,251.250772,112.022399,60.639455,62.68293,311.233903,360.416189,357.100477,351.133325,345.188235,332.756883,303.911206,135.238606,214.447507,106.660282,94.892373,845.532796,377.847075,883.229684,878.088594,859.138791,816.321438,780.055053,754.234196,713.102895,454.276874,1265.374593,123.74411,93.794592,70.653571,51.410082,37.645427,34.837319,1264.010871,2.505505,2.494341,2.466843,2.521892,2.467413,2.487109,0.000247,-0.000822,-8.28E-05,0,
535,362.992865,394.987563,377.055447,365.423699,346.018053,320.404743,275.931993,205.376325,63.485435,78.610529,51.790896,356.575426,398.412528,382.790258,366.088148,357.496958,346.344083,322.263112,248.816677,111.656767,60.608278,62.651789,311.16612,360.458091,357.142405,351.24811,345.303145,332.689397,302.777188,134.64242,213.350635,106.517811,95.03969,845.570436,378.100988,882.773823,877.747038,858.836663,816.358822,780.166286,754.602586,712.226116,449.248708,1265.374593,123.295289,93.131931,71.386972,51.336208,37.757438,34.837319,1264.010871,2.50291,2.484116,2.454633,2.517772,2.459783,2.487262,0.000247,-0.000669,5.000926,0,
