Time,GC_1_0mBC,GC_1_0-3mBC,GC_1_0-61mBC,GC_1_0-91mBC,GC_1_1-22mBC,GC_1_1-52mBC,GC_1_1-83mBC,GC_1_2-13mBC,GC_1_2-44mBC,GC_1_2-74mBC,GC_1_3-05mBC,GC_2_0mBC,GC_2_0-3mBC,GC_2_0-61mBC,GC_2_0-91mBC,GC_2_1-22mBC,GC_2_1-52mBC,GC_2_1-83mBC,GC_2_2-13mBC,GC_2_2-44mBC,GC_2_2-74mBC,GC_2_3-05mBC,GC_3_0mBC,GC_3_0-3mBC,GC_3_0-61mBC,GC_3_0-91mBC,GC_3_1-22mBC,GC_3_1-52mBC,GC_3_1-83mBC,GC_3_2-13mBC,GC_3_2-44mBC,GC_3_2-74mBC,GC_3_3-05mBC,GC_4_0mBC,GC_4_0-3mBC,GC_4_0-61mBC,GC_4_0-91mBC,GC_4_1-22mBC,GC_4_1-52mBC,GC_4_1-83mBC,GC_4_2-13mBC,GC_4_2-44mBC,GC_4_2-74mBC,GC_4_3-05mBC,GC_5_0-15mBS,GC_5_0-3mBS,GC_5_0-61mBS,GC_5_0-91mBS,GC_5_1-22mBS,GC_5_1-52mBS,GC_8_0-15mAF,BDP5_SED_0-15mBS,BDP5_SED_0-3mBS,BDP5_SED_0-61mBS,BDP5_SED_0-91mBS,BDP5_SED_1-22mBS,BDP5_SED_1-52mBS,HF_GC8_0-15mAF,RAD_GC8_0-15mAF,EVENT,Untitled,Comment
1771,337.941522,370.274883,353.630323,337.885311,318.651891,285.2318,242.342571,189.212808,83.350527,53.076901,52.511467,336.163933,370.46292,345.53213,283.430592,325.575017,312.251245,252.132558,114.980289,67.774291,53.222481,57.154549,301.119818,348.757289,342.626279,336.283821,327.725687,311.406105,281.24885,117.368709,195.614745,91.853033,90.327648,758.752088,396.716073,770.927966,764.636281,743.084011,697.834851,650.082026,598.557075,527.190399,335.245816,1265.888138,132.667577,113.210485,74.098298,55.687335,44.382134,40.43761,1264.524106,2.514662,2.492204,2.445018,2.491065,2.462835,2.472458,9.47E-05,-0.000975,-0.000235,0,
1772,337.98356,370.207776,353.89074,338.03681,319.279843,285.681174,242.574241,189.600612,83.86991,52.861203,52.221834,336.497797,370.50478,345.719856,285.43367,325.763423,312.623376,253.375628,118.07732,66.605832,53.412676,57.197003,301.419729,348.908566,342.850658,336.435397,328.06034,311.851975,281.66189,119.013957,196.994153,91.821881,90.070293,758.198716,396.535244,770.225048,764.081978,743.04724,696.960649,648.70941,598.270155,528.516112,335.976149,1265.888138,132.329237,112.50426,73.5117,55.429416,44.345009,40.139533,1264.524106,2.488564,2.474348,2.453565,2.490608,2.464056,2.480089,-5.79E-05,-0.000822,-0.000235,0,
1773,338.160258,370.129559,353.885172,338.286575,319.859904,286.082195,242.756725,189.747553,84.304711,52.560381,51.736234,337.404009,370.571835,345.932856,287.054458,325.940635,313.167483,254.644037,123.111613,65.682751,53.370122,57.301823,301.524451,348.830142,342.95448,336.502809,328.274111,312.176524,282.100562,120.574735,198.247223,91.705922,90.14382,758.124938,396.535244,770.262041,764.192833,743.120783,696.487185,647.698197,598.019107,529.340151,336.852428,1265.888138,131.765479,111.61259,72.888422,55.17146,44.122236,40.21406,1264.524106,2.510542,2.477248,2.456923,2.502511,2.461309,2.482531,-0.00021,-0.000975,-0.000235,0,
1774,338.165839,369.844459,354.109174,338.583967,320.524284,286.679274,243.440035,190.135349,84.530548,52.344615,51.298726,338.612946,370.541085,346.156998,289.128758,326.604272,313.649453,256.559657,128.884747,64.917528,53.228128,57.307457,301.456513,348.580724,342.960057,336.362401,328.316262,312.328865,282.476449,121.737582,199.435479,91.674771,90.265405,757.988712,396.546349,769.903481,764.056368,743.168843,696.716883,646.553802,596.774965,526.878913,337.11919,1265.901339,131.100733,110.547151,72.679697,54.961649,44.022243,40.262766,1264.537299,2.507947,2.487473,2.463943,2.510752,2.462377,2.48192,9.47E-05,-0.000975,-0.000235,0,
1775,338.020016,369.73546,354.254793,338.693393,320.890231,287.418375,244.606475,191.166588,84.824196,52.123169,51.44646,339.378593,370.94043,346.812658,291.454191,327.627725,315.261338,259.40285,136.741997,64.880818,53.301949,57.344274,301.309376,348.617152,343.032988,336.289404,328.352821,312.365546,283.068698,122.111019,200.465164,91.601219,89.971292,757.509199,396.510183,769.274694,763.57603,742.984988,696.644043,645.723426,593.763139,524.334609,337.812788,1265.901339,130.387156,109.545157,72.349712,54.666764,43.910833,39.666443,1264.537299,2.507031,2.482132,2.459823,2.509989,2.463598,2.480089,9.47E-05,-0.000822,-0.000235,0,
1776,337.64428,369.688017,354.534888,338.82813,321.098587,287.850437,245.648037,192.682552,85.951031,52.001135,51.804431,339.659084,371.328645,347.493526,293.766494,328.676335,317.00784,262.417847,144.657925,66.411126,53.032266,57.406639,301.518824,348.751717,343.0583,336.497227,328.524432,312.574407,283.945504,122.062243,200.872949,91.553192,90.064649,757.45533,396.421191,769.220678,763.263455,742.453303,696.445176,645.670702,592.599457,523.457955,341.408716,1265.881538,129.656581,108.712053,72.002827,54.465448,43.745155,39.872929,1264.51751,2.508405,2.486252,2.460128,2.509531,2.457189,2.476579,9.47E-05,-0.001127,-8.28E-05,0,
1777,337.576944,369.729905,354.758869,339.125495,321.36032,287.96692,246.405692,194.521335,89.225873,51.859127,51.994687,339.992753,371.4068,348.30029,296.093933,329.595366,318.221454,264.849337,151.823442,67.774291,52.631787,57.485901,301.965814,349.048696,343.2462,337.01375,328.895589,312.946794,285.208846,121.843891,200.573728,91.632369,89.261601,757.387226,396.354409,768.893507,762.936635,741.981012,696.960649,647.589862,592.855895,524.968682,346.556144,1265.888138,128.911823,107.605574,71.678454,54.213017,43.676571,38.946448,1264.524106,2.515273,2.488999,2.463638,2.510142,2.466497,2.484515,0.0004,-0.000975,-0.000388,0,
1778,337.332891,369.668349,354.879208,339.428427,321.627637,288.015168,247.131274,196.098404,91.921061,51.981173,52.042906,340.186176,372.071287,349.804306,299.087825,330.775518,319.476926,267.582098,158.558613,69.216047,52.347659,57.460354,302.271276,349.314811,343.694908,337.389845,329.126096,313.178063,285.959701,122.228782,201.233624,91.496521,89.151341,757.202816,396.426744,768.597663,762.862752,742.054537,697.507008,649.612414,593.321927,526.796247,352.422428,1265.888138,128.161624,106.642236,72.045124,53.991765,43.676571,39.170247,1264.524106,2.512526,2.489457,2.457991,2.489997,2.466345,2.480242,9.47E-05,-0.000975,-8.28E-05,0,
1779,337.108543,369.62646,354.946442,339.568727,321.841558,288.268099,247.651553,197.275975,94.049693,52.086259,52.4433,340.217049,372.610169,350.708861,301.363327,331.829094,320.715246,269.624686,165.06227,69.503834,52.157341,57.417905,302.412744,349.855574,344.673721,338.332978,329.668784,313.502505,286.545533,124.016813,203.858092,91.564444,88.936473,756.987196,396.287626,768.344491,762.683718,742.17047,697.5126,651.27982,594.223698,527.410887,354.977006,1265.894738,127.342527,105.685076,71.867421,53.849912,43.645131,38.989479,1264.530702,2.514357,2.479842,2.467912,2.499612,2.435519,2.455213,9.47E-05,-0.000822,-0.000235,0,
1780,337.077664,369.813682,355.061211,339.647245,321.847156,288.45844,248.070524,198.236052,95.93347,52.202638,52.670385,340.477788,372.760898,351.22405,303.28096,332.382444,321.635277,271.528138,170.481714,69.069343,52.089118,57.533981,302.675771,350.808021,345.517732,339.396564,330.624587,313.911474,287.364277,125.069755,205.540553,91.533295,88.826224,756.913438,396.251458,768.159609,762.609839,742.354293,696.419938,651.53275,594.618075,527.267562,353.848284,1265.894738,126.330741,104.722719,71.317403,53.628612,43.533686,38.952176,1264.530702,2.495432,2.49022,2.465012,2.510752,2.45902,2.469101,-5.79E-05,-0.001127,-0.000235,0,
1781,337.035619,369.62646,354.982843,339.824009,322.024483,288.563596,248.515485,198.993519,97.659976,52.196988,52.959938,340.435757,372.900517,351.364077,304.708642,332.668975,322.214821,273.121375,175.016838,69.540508,52.194277,57.601973,302.964294,351.457903,345.949559,339.90168,331.386357,314.419174,287.580334,125.775002,206.220454,91.564444,88.868616,756.845343,396.329347,768.165285,762.578569,742.396702,695.587978,650.924054,594.659435,525.947247,352.06939,1265.901339,125.54995,103.692549,71.323034,53.560506,43.576542,39.256291,1264.537299,2.49879,2.469465,2.465164,2.511973,2.480995,2.474747,0.0004,-0.001127,-0.000388,0,
1782,336.920649,369.366563,354.904475,339.9643,322.384714,288.85341,248.810164,199.636428,99.092646,52.37587,53.24944,340.430178,372.894965,351.649695,305.878633,332.91898,322.501767,274.453529,179.401848,69.534896,52.410222,57.59634,303.436607,352.071315,346.344912,340.260857,331.892282,314.230249,287.685529,126.293335,206.747905,91.558818,89.009975,756.87656,396.287626,768.455424,762.905362,742.611657,695.10905,650.701732,594.331254,525.47589,350.570304,1265.894738,125.020042,103.538938,71.207396,53.444174,43.607984,39.660718,1264.530702,2.522141,2.498461,2.46318,2.497628,2.466192,2.469711,0.000247,-0.001127,-8.28E-05,0,
1783,336.774796,369.22122,354.758869,340.401891,322.860249,289.59194,249.185639,199.674588,99.904418,52.560381,53.396996,340.61243,372.894965,351.758887,307.200736,333.065027,323.013675,275.939171,183.564987,69.058119,52.373292,57.59634,303.877723,352.653835,346.563589,340.58912,332.549872,314.743518,288.054994,127.341928,208.080837,91.816255,89.451019,756.839681,396.21529,768.603339,763.163961,743.236742,695.910109,650.340453,593.578381,522.752127,349.185797,1265.894738,124.945174,103.686872,70.914036,53.481063,43.645131,40.55509,1264.530702,2.519394,2.502276,2.466538,2.498848,2.446964,2.446056,9.47E-05,-0.001127,-8.28E-05,0,
1784,336.785961,369.232332,354.95201,340.668297,323.420078,290.304664,250.435758,200.678332,100.764717,52.682374,53.555829,340.441337,372.869777,352.0248,308.643708,333.441299,323.317363,277.323957,188.198671,68.812601,52.347659,57.644418,304.109506,353.429455,347.157839,340.928523,332.999394,315.487863,288.398775,128.515077,210.452683,91.901066,89.812959,757.497875,396.390576,769.781157,764.229785,743.562059,695.83169,649.540169,592.96344,520.165703,348.305632,1265.888138,124.527719,104.458026,71.091756,53.438508,43.676571,41.294154,1264.524106,2.524278,2.463665,2.445476,2.465427,2.450474,2.468643,9.47E-05,-0.000975,-0.000388,0,
1785,336.81126,369.402898,355.159277,340.912376,323.628321,291.031528,251.54974,202.612195,102.378569,52.892448,53.655187,340.57598,373.221591,352.304821,309.843519,333.795204,324.000773,278.981999,193.228528,69.791608,52.631787,57.743583,304.208522,354.037124,347.839062,341.537338,333.353487,315.989765,288.90458,129.065982,212.001068,92.073715,89.991123,757.492213,396.312689,769.886448,764.261068,743.446092,695.389152,650.184858,592.205145,518.761974,346.587003,1265.881538,124.559399,106.043975,71.012785,53.838582,43.708011,41.288438,1264.51751,2.496348,2.492357,2.469438,2.523724,2.481758,2.472306,-5.79E-05,-0.000975,6.98E-05,0,
1786,336.707451,369.372118,355.201243,341.10026,323.707061,291.664462,252.717878,204.334124,103.493031,53.193209,53.882106,340.690908,373.336016,352.201207,311.096472,334.092834,324.883618,281.285947,198.502876,71.00731,52.748206,57.749215,304.214145,354.297478,348.0997,341.944042,333.505172,316.032019,288.947163,129.184217,212.919788,92.18969,89.892124,757.466653,396.359962,770.008775,764.420222,743.310287,694.890601,650.448835,591.570944,518.665419,344.556549,1265.894738,124.79545,107.277742,71.097387,53.997429,43.719421,41.002016,1264.530702,2.489632,2.459545,2.458449,2.48374,2.443149,2.460554,0.000247,-0.00128,-0.000541,0,
1787,336.561592,369.481123,355.201243,341.31902,323.780203,291.922718,253.430029,205.477878,104.269569,53.303863,54.213965,340.9096,373.771487,352.601537,312.343411,334.34836,325.322184,282.804666,202.547237,71.557294,52.895889,57.85964,304.324405,354.734232,348.245447,342.30868,333.57822,316.251905,288.984095,129.146717,213.490238,92.373612,90.138177,757.45533,396.348857,770.145385,764.445835,743.225454,694.333343,651.521659,591.595777,518.295861,343.597232,1265.881538,125.08342,109.157109,72.662806,54.465448,43.708011,41.027816,1264.51751,2.498332,2.464581,2.466996,2.494881,2.417512,2.417974,-5.79E-05,-0.000822,6.98E-05,0,
1788,336.519544,369.330227,355.195676,341.495736,323.884318,292.138418,254.136231,206.844204,105.447802,53.556383,54.060836,341.013365,374.056234,353.032666,313.730978,334.634791,325.755117,284.131801,205.896848,70.928366,52.742559,57.854008,304.539291,355.201785,348.786398,343.105232,334.266546,316.832605,289.421594,129.253481,214.282902,92.441557,90.406826,757.466653,396.359962,770.156741,764.383269,743.19997,694.126102,651.460483,592.18031,518.163447,342.477788,1265.894738,125.806342,111.395444,74.763838,55.103413,43.682276,41.150953,1264.530702,2.481085,2.453593,2.464249,2.453523,2.411255,2.42301,9.47E-05,-0.000822,-0.000235,0,
1789,336.567175,369.15966,355.061211,341.543351,324.224629,292.223484,254.59722,207.656099,106.08837,53.420156,53.961502,341.206756,374.248767,353.371308,315.244823,335.266445,326.497097,285.62323,209.375894,69.802831,52.753855,58.012497,304.807778,355.540444,349.234729,343.480956,334.861997,317.539948,290.060568,130.390376,215.24488,92.563176,90.375704,757.435433,396.329347,770.014453,764.056368,743.168843,694.495723,650.779535,592.508434,518.635069,342.301007,1265.901339,127.160868,114.672424,77.739094,56.067046,43.873694,40.821537,1264.537299,2.503063,2.47389,2.476153,2.50419,2.45612,2.472611,0.0004,-0.000822,-8.28E-05,0,
1790,336.525127,369.117767,355.055644,341.683603,324.2556,292.328503,254.928579,208.145586,106.082706,52.639828,53.771472,341.27407,374.061785,353.511292,316.411623,335.881279,327.222191,286.912013,212.796565,68.733632,52.748206,58.006865,305.279841,355.680439,349.520599,343.94929,335.440633,317.680884,290.350249,131.848733,215.961153,92.667914,90.548255,757.239697,396.209737,769.707179,763.601637,742.826621,694.957827,650.298782,592.138958,520.273252,342.545141,1265.888138,129.024381,118.572293,79.927863,57.602229,44.345009,41.368607,1264.524106,2.476201,2.481063,2.465317,2.495644,2.45963,2.443766,-5.79E-05,-0.001127,-0.000235,0,
1791,336.847723,369.075875,355.232076,341.860308,324.250004,292.691706,255.447115,208.33025,106.077043,52.265154,53.839585,341.742271,374.455374,354.160674,317.68797,336.532538,327.874129,287.867554,215.98602,67.884345,52.742559,58.111645,305.531409,355.638483,349.624315,344.198882,335.836668,317.858449,290.455342,132.631837,216.601292,92.809448,90.565191,757.0354,396.226397,769.502287,763.47086,742.622945,695.229457,650.351544,591.510267,522.010419,342.45251,1265.90794,131.068936,122.771406,81.521771,58.907045,44.659082,41.19962,1264.543896,2.482611,2.425054,2.442424,2.48313,2.415681,2.404696,9.47E-05,-0.00128,-8.28E-05,0,
1792,336.962694,369.117767,355.492433,342.376251,324.584694,293.213659,255.902116,208.869407,106.156749,52.307709,54.103352,342.294472,374.714911,354.639222,319.268025,337.596212,329.30408,290.090095,219.753889,66.899378,52.85897,58.154079,305.683987,355.607659,349.629887,344.313813,335.988287,318.230366,290.756278,132.562443,216.987022,93.072631,90.401182,756.723387,396.065062,768.967471,762.899693,741.907488,695.83169,650.082026,591.242844,522.567411,340.721126,1265.888138,133.194007,126.084583,81.761628,60.287509,44.901767,40.73561,1264.524106,2.503368,2.477706,2.462265,2.512889,2.441165,2.450787,9.47E-05,-0.000822,-8.28E-05,0,
1793,337.004739,369.559347,355.75278,342.636996,324.773109,293.846127,256.506737,209.446585,106.421584,52.534778,54.625126,342.555125,375.010721,354.935839,320.22535,337.820685,329.784371,291.60963,223.06207,66.574752,52.864618,58.196512,305.689608,355.322096,349.526171,344.282938,336.285932,318.602251,290.798834,132.906364,217.334723,93.151852,90.480362,756.692171,396.179121,768.899183,762.868421,741.472011,696.201434,650.051445,591.320037,523.397277,340.836181,1265.894738,134.892904,128.07665,82.831076,61.175317,45.092998,41.337098,1264.530702,2.508863,2.494646,2.464859,2.498696,2.453679,2.443003,9.47E-05,-0.001127,-8.28E-05,0,
1794,337.114125,370.068007,356.153131,342.928603,325.102168,294.251651,257.105477,209.827443,106.162412,52.276453,54.772564,342.664439,375.300966,355.481523,321.250059,338.149008,330.186007,292.643054,225.868109,65.987594,52.864618,58.233313,305.61613,354.99456,349.635458,344.282938,336.577978,318.895255,290.761925,132.831209,217.638592,93.115056,90.412471,756.365952,396.039999,768.498079,762.430816,741.330623,696.498366,651.140839,591.719827,524.621313,341.534956,1265.901339,136.518001,129.50795,83.497111,61.952605,45.358395,40.89602,1264.537299,2.509626,2.488541,2.468064,2.514415,2.448795,2.457197,0.0004,-0.001127,-8.28E-05,0,
1795,337.369352,370.467642,356.444281,343.365988,325.431205,294.583402,257.853683,210.474822,105.792229,51.796595,55.620101,342.846626,375.772588,356.099913,322.237957,338.440835,330.551105,293.380993,227.87614,64.629451,52.827697,58.306914,305.542651,354.812589,349.5626,344.319389,336.614483,319.005127,290.50355,132.455482,217.752537,93.115056,90.370059,756.13905,396.034445,768.270537,762.277399,741.251467,696.711292,652.508433,591.821856,525.834241,342.368361,1265.894738,137.94439,131.342077,83.528167,62.461271,45.723602,41.002016,1264.530702,2.49299,2.497393,2.464859,2.506479,2.446506,2.444987,0.000247,-0.000822,-0.000235,0,
1796,337.582526,370.68006,356.802635,343.761322,325.900848,295.462259,258.483749,211.382769,105.601502,51.163215,56.424793,343.569745,376.202352,356.385335,323.073738,338.654115,331.056612,294.371283,230.028296,63.412067,52.637436,58.374881,305.463549,354.697837,349.520599,344.131554,336.53589,319.255881,290.387163,132.299464,218.012579,93.183019,90.008055,755.849741,396.039999,767.906462,761.913718,740.999821,696.389111,652.622399,591.863207,526.843081,342.921076,1265.901339,139.157043,132.625613,83.497111,62.760762,45.951791,40.672558,1264.537299,2.498026,2.490373,2.465164,2.514872,2.431094,2.449108,9.47E-05,-0.000975,-8.28E-05,0,
1797,337.649862,370.710834,357.124583,344.229518,326.260791,296.41454,258.814552,212.709152,105.040757,50.67736,57.155529,344.074206,376.559543,356.81623,324.275079,339.159181,331.306554,295.324381,232.821459,62.083978,52.484081,58.406048,305.531409,354.619479,349.515028,344.125978,336.420791,319.323522,290.233856,132.181023,218.044745,93.17739,89.892124,755.659734,395.925936,767.568038,761.723387,740.589898,695.545976,651.930232,591.678477,528.055833,344.593012,1265.894738,140.170118,133.221454,83.931789,62.791849,46.020251,40.517838,1264.530702,2.513899,2.478774,2.467606,2.502358,2.453831,2.44224,9.47E-05,-0.001127,-8.28E-05,0,
1798,337.691902,371.007007,357.566807,344.563069,326.485694,296.862193,259.044593,213.476023,104.750438,50.276573,57.860468,344.189071,376.710183,357.112754,325.414192,339.675364,331.896166,295.956724,235.056668,60.987068,52.34201,58.485273,305.57377,354.443066,349.739173,344.204458,336.353361,319.475604,290.018001,131.773622,217.898644,93.219816,89.855363,755.401661,395.962106,767.30925,761.354083,740.259148,694.78138,651.171424,591.857701,529.488958,346.488833,1265.894738,141.000689,133.973748,85.326383,62.571468,46.094402,40.517838,1264.530702,2.496348,2.463055,2.470506,2.493202,2.450627,2.437509,0.000247,-0.001432,-0.000235,0,
1799,337.812439,371.454021,357.723485,344.86574,326.71618,297.094449,259.168183,213.868128,104.465822,49.844373,58.423647,344.382367,377.047725,357.451199,326.485531,339.978278,332.41831,296.520867,235.936787,59.78499,52.42717,58.533331,305.731967,354.417805,349.896027,344.434318,336.547056,319.560046,289.438544,131.5598,217.758349,93.120686,89.682852,755.265517,395.973213,766.913962,760.885367,739.939704,694.719745,651.218648,592.729024,531.147907,349.306296,1265.90794,141.994311,135.377858,87.173353,62.656215,46.179939,40.492028,1264.543896,2.487343,2.482437,2.457533,2.52235,2.442539,2.463301,0.000247,-0.001127,-8.28E-05,0,
1800,337.703066,371.635639,357.796257,345.193683,327.191295,297.499547,260.027835,214.438751,104.169932,49.733474,59.012202,344.382367,377.156536,357.742131,327.143442,340.087682,332.491302,296.85254,236.956022,58.865391,52.131706,58.606922,305.621752,354.454201,349.823172,344.507219,336.583561,319.596665,288.884599,131.146795,217.530458,93.120686,89.812959,755.064216,395.956553,766.453379,760.572977,739.408366,694.484547,651.635606,594.003082,533.316515,352.53169,1265.888138,143.337406,137.394738,88.074611,63.153474,46.533531,40.884581,1264.524106,2.509778,2.492814,2.466843,2.507395,2.44437,2.444377,0.000247,-0.000822,-0.000235,0,
1801,337.691902,371.697177,358.221745,345.21897,327.18011,297.966963,260.913095,214.503191,104.084651,49.463355,59.589347,344.44407,377.036626,357.694634,327.607363,339.967118,332.334143,297.025517,238.830852,57.89734,51.935711,58.59566,305.647248,354.370272,349.702744,344.313813,336.207334,319.475604,288.282302,130.497214,217.404879,92.962248,89.671564,754.922422,395.925936,765.94162,759.987922,738.752698,694.271712,652.002504,595.263448,535.184552,354.467283,1265.894738,144.628928,138.83331,88.190449,63.930231,46.724522,41.225414,1264.530702,2.511457,2.496782,2.461044,2.493202,2.452458,2.45796,9.47E-05,-0.001127,-8.28E-05,0,
1802,337.666608,371.599316,358.342025,345.448739,327.300931,298.162322,261.372739,215.009285,103.948044,49.474676,60.152095,344.236653,377.011455,357.5603,327.874356,339.650055,332.235826,297.331562,240.425817,57.57731,51.65146,58.717303,305.474792,354.381408,349.786744,344.397867,336.108979,318.937482,287.739438,129.908349,217.074628,92.936713,89.787486,754.706911,395.93149,765.466872,759.550596,738.280783,694.095288,652.333287,596.27294,536.157079,353.234818,1265.901339,145.542765,139.329507,88.01243,64.303003,46.84138,41.305588,1264.537299,2.500774,2.470686,2.456923,2.496407,2.444217,2.448803,0.0004,-0.00128,6.98E-05,0,
1803,337.868608,371.364709,358.216181,345.46845,327.320699,298.108603,261.168852,214.497374,103.931072,49.531643,60.760091,344.147066,377.466309,357.652704,328.149917,339.268599,331.671577,297.425191,241.350555,57.044953,51.523656,58.663619,305.347704,354.037124,349.587886,344.235334,336.092229,318.664299,287.279062,129.403495,216.373322,92.883033,89.787486,754.67005,395.967659,765.392966,759.439855,737.619635,693.986083,652.477841,597.420458,537.338953,354.290818,1265.901339,145.996922,138.95226,87.498231,64.266292,46.693157,41.268361,1264.537299,2.505352,2.476485,2.452039,2.481146,2.441471,2.44514,-5.79E-05,-0.001127,-0.000235,0,
1804,337.910646,371.188638,358.039824,345.437589,327.326291,297.856504,260.801027,213.437974,103.751843,49.463355,61.280203,344.58978,378.197181,358.20374,328.886279,339.128288,331.275638,297.651881,241.58235,57.124232,51.603207,58.742834,305.279841,354.26108,349.702744,344.204458,336.243842,318.853029,287.432529,128.996726,216.227149,92.888661,89.93453,754.412034,395.895319,764.764812,758.886191,737.032027,693.767682,652.333287,598.17358,538.341715,355.128222,1265.901339,146.072624,137.934056,86.69035,64.046015,46.581978,41.603367,1264.537299,2.496805,2.48961,2.464096,2.504037,2.456578,2.448345,0.000247,-0.000975,-0.000235,0,
1805,338.025598,371.339493,358.081774,345.55247,327.404972,297.641207,260.582591,212.949124,103.646575,49.32111,61.726735,344.631783,378.456574,358.682013,329.732129,339.425648,331.427239,297.98907,240.796907,57.056222,51.57191,58.822048,305.395689,354.339443,349.8176,344.392291,336.468462,319.224862,287.844627,128.702518,215.396911,92.747123,89.903413,754.343976,395.937043,764.437967,758.596596,736.743888,693.91887,652.374972,598.824663,539.457375,356.080318,1265.90794,145.889184,136.620744,85.70473,63.611057,46.254082,41.460204,1264.543896,2.489937,2.485794,2.467454,2.494728,2.443912,2.45796,0.0004,-0.000975,-0.000235,0,
1806,338.17142,371.666408,358.591138,346.062544,327.551146,297.751674,260.694669,212.987178,103.313842,49.062238,62.094103,344.668209,378.927974,359.336479,330.426156,339.680944,331.573248,298.688904,241.36208,56.798445,51.313242,58.822048,305.358947,354.230251,349.744744,344.246486,336.395451,319.334725,288.287954,128.252694,214.560659,92.673543,90.265405,754.59633,396.039999,764.764812,758.849283,736.481211,694.058886,653.092235,599.644108,540.41876,355.710704,1265.901339,146.375457,136.803347,86.029484,63.421816,46.322526,41.752228,1264.537299,2.488106,2.485336,2.463486,2.49778,2.44849,2.45796,9.47E-05,-0.001127,-8.28E-05,0,
1807,338.384566,371.987755,358.985763,346.494144,327.984053,298.003782,260.390066,213.399925,103.197288,49.093561,62.565988,344.954039,379.393792,359.912613,330.96842,340.003586,332.042162,299.640694,242.034351,56.608662,51.159759,58.853209,305.206355,354.115489,349.557029,343.876383,336.024796,319.182638,288.356183,127.797252,214.0606,92.667914,90.25976,754.406375,396.034445,764.46357,758.659081,736.291984,694.162504,654.09876,600.248387,541.988869,354.358052,1265.894738,147.354133,137.965971,85.987135,63.379454,46.3539,41.783725,1264.530702,2.509015,2.485642,2.466691,2.512889,2.442997,2.464064,9.47E-05,-0.000975,-0.000235,0,
1808,338.86403,372.792332,359.209603,346.936864,328.537715,298.414397,260.470507,213.862308,103.129014,49.136206,62.902144,345.17816,380.051944,360.463473,331.558324,340.191504,332.52221,300.27218,243.470882,56.577467,50.943641,58.969207,305.24872,353.939063,349.489741,343.881959,336.103395,319.005127,288.435714,127.46578,213.800261,92.599964,89.93453,753.932899,395.967659,763.804277,757.963568,736.260903,694.022485,654.935779,600.791974,542.817954,354.909778,1265.901339,148.231195,138.49966,85.956061,63.458537,46.544917,41.268361,1264.537299,2.503063,2.493425,2.464249,2.511515,2.457646,2.469559,9.47E-05,-0.000975,-0.000235,0,
1809,339.161212,373.233676,359.578944,347.233852,329.018254,298.53047,260.513584,214.286594,102.949858,49.0679,63.201543,345.074464,380.456273,360.905244,332.294218,340.415883,332.965724,300.498671,245.094629,57.430051,50.727494,58.974837,305.327827,354.163023,349.750316,343.960443,336.291515,319.376948,288.330547,127.059461,213.46385,92.495229,89.928886,753.448157,395.853595,762.912141,757.183048,736.034969,693.580099,655.544866,601.001703,543.098919,354.358052,1265.894738,148.79376,138.305319,85.766873,63.416175,46.390967,41.150953,1264.530702,2.499095,2.470991,2.462265,2.479925,2.450169,2.459638,0.0004,-0.000975,-0.000388,0,
1810,339.332294,373.767271,360.004325,347.623378,329.335858,299.108156,260.651595,214.579266,102.938549,49.352427,63.594201,345.172585,380.698937,360.821419,332.867219,340.368257,333.137011,301.22351,247.338939,58.559778,50.605269,58.926788,305.57377,354.734232,350.139872,344.459617,336.718413,319.768551,288.614752,126.710937,213.071917,92.594336,89.928886,753.300757,395.889766,762.801345,757.109259,736.145116,693.325318,654.857924,599.674467,540.986218,353.993935,1265.894738,148.907452,137.965971,85.326383,63.342732,46.465097,41.039252,1264.530702,2.514052,2.489762,2.455397,2.495186,2.449559,2.446208,0.0004,-0.00128,-0.000388,0,
1811,339.878994,374.130381,360.622665,348.06045,329.591565,299.733801,260.95045,214.807482,102.790713,49.685187,63.998049,345.172585,380.952685,360.748719,333.305311,340.368257,333.57489,301.591499,248.991826,58.964503,50.568295,58.963577,305.610509,354.988993,350.322,344.714765,337.119943,320.391,289.168749,126.373943,211.892762,92.594336,89.855363,753.19021,395.817425,762.801345,757.109259,736.291984,693.434509,653.881874,598.992977,539.088266,354.030348,1265.894738,148.907452,137.174391,84.665733,63.122391,46.316832,41.076487,1264.530702,2.506421,2.469312,2.459059,2.514415,2.456578,2.452465,-5.79E-05,-0.000822,-0.000388,0,
1812,340.09766,374.203001,360.95,348.497493,330.102944,300.506491,261.025158,214.99765,102.605934,49.98091,64.328433,345.354701,381.278918,360.857769,333.962385,340.51412,333.684355,302.069824,249.367319,58.670165,50.605269,59.000366,305.390067,355.243744,350.504124,344.641866,337.156445,321.013363,289.279535,126.111881,211.322074,92.667914,90.039173,753.079666,395.889766,762.727483,757.109259,736.181833,693.580099,653.195116,598.777778,538.765961,354.940598,1265.894738,148.566391,135.516907,83.271334,62.718391,46.131477,40.92754,1264.530702,2.510999,2.484726,2.452649,2.473515,2.455663,2.461928,-5.79E-05,-0.000822,-0.000235,0,
