Time,FSE1_0-03mBC,FSE1_0-3mBC,FSE1_0-61mBC,FSE1_0-91mBC,FSE1_1-22mBC,FSE1_1-52mBC,FSE1_1-83mBC,FSE1_2-13mBC,FSE2_0-03mBC,FSE2_0-3mBC,FSE2_0-61mBC,FSE2_0-91mBC,FSE2_1-22mBC,FSE2_1-52mBC,FSE2_1-83mBC,FSE2_2-13mBC,FSE3_0-3mBC,FSE3_0-61mBC,FSE3_0-91mBC,FSE3_1-22mBC,FSE3_1-52mBC,FSE3_1-83mBC,FSE3_2-13mBC,FSE4_0-3mBS,FSE4_0-61mBS,FSE4_0-91mBS,FSE4_1-22mBS,FSE4_1-52mBS,FSE4_1-83mBS,FSE4_2-13mBS,FSE3_bdp_0-3mBC,FSE3_bdp_0-61mBC,FSE3_bdp_0-91mBC,FSE3_bdp_1-22mBC,FSE3_bdp_1-52mBC,FSE3_bdp_1-83mBC,FSE3_bdp_2-13mBC,FSE4_bdp_0-3mBC,FSE4_bdp_0-61mBC,FSE4_bdp_0-91mBC,FSE4_bdp_1-22mBC,FSE4_bdp_1-52mBC,FSE4_bdp_1-83mBC,FSE4_bdp_2-13mBS,FSE1_HF_0-15mAF,FSE1_RAD_0-15mAF,FSE2_HF_0-15mAF,FSE2_RAD_0-15mAF,FSE3_HF_1-52mBC,FSE3_HF2_1-52mBC,FSE5_HF_1-52mBC,FSE5_HF2_1-52mBC,FSE_bdp_0-3mBS_RW,FSE_bdp_0-6mBS_RW,FSE_bdp_0-9mBS_RW,FSE_bdp_1-2mBS_RW,FSE_TC_0-3mBS_RW,FSE_TC_0-6mBS_RW,FSE_TC_0-9mBS_RW,FSE_TC_1-2mBS_RW,Untitled,Comment
31,212.513122,162.052804,97.265715,71.95656,60.303046,30.74424,27.947313,24.315718,212.24397,170.902569,147.993362,107.674785,39.900654,26.656365,23.522465,22.152455,34.836001,25.984377,21.899613,21.259714,21.179302,21.76662,22.360912,32.065268,28.440879,24.173999,23.334899,23.652804,23.536683,22.38802,2.544696,2.547719,2.506057,2.505576,2.527192,2.510801,2.531673,2.555522,2.469727,2.449169,2.592337,2.517034,2.535759,2.525473,-0.000328,2.49E-05,0.000143,-0.000268,-0.000188,4.88E-05,-0.000211,0.000575,2.495435,2.534032,2.504953,2.503263,39.567364,28.481166,28.368097,28.289479,0,
32,217.674719,172.838552,109.945989,75.947385,71.089125,31.001888,28.356459,24.310257,210.792157,173.947093,148.025746,108.669548,45.769926,26.688644,23.479159,22.071201,36.814217,26.960531,22.083599,21.40594,21.249658,21.79905,22.317549,33.823587,29.075799,24.357711,23.367292,23.6095,23.531218,22.344674,2.538896,2.547872,2.506821,2.507102,2.526887,2.511106,2.531826,2.55949,2.4711,2.447338,2.592642,2.517187,2.535453,2.524862,-0.000328,-0.000128,-0.000163,-0.000116,-3.49E-05,4.88E-05,-5.79E-05,0.000727,2.496503,2.533575,2.505106,2.503263,40.616357,28.411252,28.335864,28.29492,0,
33,230.517685,172.189658,119.993787,79.247053,78.897278,31.152188,28.733217,24.272427,217.372154,181.042921,147.836487,103.711276,50.76832,26.613187,23.441317,22.033308,38.756932,28.016636,22.462422,21.709284,21.287572,21.836952,22.355441,35.808998,29.828668,24.4712,23.329433,23.6095,23.569054,22.306799,2.535691,2.546651,2.506668,2.50695,2.527192,2.511106,2.531826,2.563916,2.473237,2.448864,2.592795,2.516729,2.535911,2.525167,-2.30E-05,0.00033,-0.000163,-0.000116,-3.49E-05,-0.000256,-0.000211,0.000727,2.496045,2.536474,2.505106,2.502805,41.621804,28.486606,28.335864,28.33261,0,
34,294.281361,173.842122,121.087268,83.035279,80.814456,31.27575,28.555734,24.28335,237.491665,192.617626,150.953202,110.348343,55.687284,26.51089,23.338714,22.233704,40.744316,29.157884,22.852055,21.985589,21.412259,21.809997,22.328491,37.988343,31.005409,24.557772,23.302505,23.658269,23.542148,22.317741,2.53798,2.54543,2.506668,2.507713,2.527345,2.51019,2.531673,2.55888,2.475526,2.44688,2.5931,2.516271,2.535759,2.524099,-0.000328,0.00033,0.000143,-0.000268,0.000118,-0.000104,-5.79E-05,0.000727,2.498029,2.533575,2.505411,2.503721,42.541269,28.77709,28.287308,28.246346,0,
35,322.70559,204.003367,118.949073,87.208845,78.310709,31.001888,28.544855,24.158928,264.71321,206.941044,152.800011,116.281337,59.652771,26.914985,23.365628,22.336418,42.520808,30.050441,23.257537,22.31573,21.552939,21.761146,22.393332,39.918194,32.309332,24.811594,23.329433,23.64734,23.569054,22.382549,2.540422,2.54894,2.506668,2.507255,2.527497,2.510496,2.531368,2.560253,2.473695,2.449627,2.593253,2.516119,2.536369,2.52471,-0.000176,2.49E-05,-0.000315,3.69E-05,-3.49E-05,-0.000256,-5.79E-05,0.000575,2.504744,2.533575,2.504801,2.50311,43.661943,28.895517,28.330424,28.251787,0,
36,328.259662,217.257367,121.636771,91.655135,84.068271,30.701224,28.846218,24.234595,275.206537,215.119613,159.25514,125.272877,64.209775,27.782181,23.365628,22.336418,44.416855,31.141055,23.711633,22.694594,21.704549,21.912753,22.431221,41.818318,33.772451,25.114078,23.253711,23.533816,23.60689,22.306799,2.544238,2.546346,2.506668,2.506797,2.526887,2.509885,2.531673,2.563764,2.476441,2.447643,2.5931,2.516424,2.536369,2.524862,-0.000328,-0.000128,0.000143,-0.000116,-0.000188,-0.000256,9.48E-05,0.000575,2.505354,2.534185,2.504953,2.503263,44.961858,28.970837,28.292749,28.251787,0,
37,341.167357,215.92093,125.296402,95.108681,85.420687,30.996461,28.99143,24.380453,283.319812,216.101966,162.976965,130.437287,66.70067,28.454922,23.927701,22.558228,46.490143,32.300219,24.273529,23.219322,21.812771,21.90728,22.463639,44.118824,35.265598,25.411022,23.286107,23.528351,23.525753,22.339204,2.539201,2.550314,2.507584,2.506797,2.527192,2.51019,2.531521,2.561169,2.476289,2.447185,2.592642,2.516576,2.536522,2.524557,-0.000328,0.000178,-0.000163,3.69E-05,-3.49E-05,-0.000104,-0.000211,0.000575,2.498792,2.533422,2.504953,2.503263,46.25509,29.003057,28.362656,28.321728,0,
38,348.273981,237.112586,127.062292,100.754519,91.670477,32.128616,28.883883,24.42374,290.053367,219.296976,163.781684,134.010397,67.953501,30.492299,24.500408,22.715193,48.719003,33.693953,24.997222,23.906096,22.00771,21.988549,22.431221,46.462885,36.917013,25.681008,23.40515,23.533816,23.49338,22.344674,2.538743,2.550924,2.507278,2.507102,2.526734,2.510038,2.531521,2.56758,2.480256,2.451611,2.593405,2.516119,2.535759,2.524252,-2.30E-05,2.49E-05,-1.00E-05,-0.000268,0.000118,-0.000104,-5.79E-05,0.000727,2.497266,2.533727,2.505106,2.502957,47.66354,29.040713,28.362656,28.321728,0,
39,359.137718,232.340523,127.238862,106.25153,99.50358,34.330206,28.91067,24.601932,314.943263,240.610474,180.354675,142.023318,69.960354,31.608617,24.7919,22.704255,50.96532,35.181992,25.779597,24.46261,22.261967,22.0155,22.458169,48.860816,38.699073,26.19897,23.356361,23.485042,23.59596,22.409481,2.540422,2.546804,2.507278,2.50695,2.526734,2.51019,2.530758,2.565595,2.481172,2.452832,2.594168,2.515356,2.535148,2.523031,0.00013,2.49E-05,-1.00E-05,3.69E-05,0.000118,-0.000104,-0.000211,0.000727,2.498945,2.533727,2.505106,2.50311,49.144558,28.965399,28.287308,28.359417,0,
40,359.864488,239.17714,138.291888,110.550487,100.868848,36.650224,29.098967,24.715385,301.945687,235.446474,182.950114,140.702603,72.857195,30.857299,25.094228,23.310033,53.145161,36.678776,26.610036,25.14315,22.602849,22.0155,22.382391,51.043582,40.451808,26.916306,23.28064,23.485042,23.520287,22.371608,2.539201,2.547719,2.507278,2.506492,2.526429,2.510496,2.530452,2.569716,2.481935,2.447796,2.593253,2.51505,2.53469,2.523336,-2.30E-05,0.000178,0.000143,-0.000116,-0.000188,-0.000256,-5.79E-05,0.000575,2.501997,2.533727,2.504953,2.502805,50.54477,28.99762,28.357216,28.278597,0,
41,358.343435,249.4579,147.708075,114.604822,101.944883,37.29089,29.405608,24.947712,302.760118,232.695952,178.18493,140.519449,80.48868,31.501378,25.779613,24.336995,55.216851,38.141563,27.445277,25.828716,22.986954,22.020972,22.387861,53.191659,42.356081,27.67632,23.399684,23.490507,23.487914,22.301328,2.536454,2.547109,2.507126,2.506797,2.527192,2.510496,2.530605,2.563306,2.473084,2.442912,2.592642,2.515203,2.53408,2.522726,0.00013,0.000178,-1.00E-05,-0.000116,0.000118,-0.000256,-0.000211,0.000575,2.501234,2.53388,2.505259,2.503263,52.508309,29.003057,28.324983,28.359417,0,
42,343.129407,245.618559,149.824654,120.37348,100.130756,37.098688,30.039949,25.471432,297.160475,244.3353,175.089031,141.193054,92.123118,36.329746,25.6231,24.860827,57.091365,39.554368,28.231306,26.540693,23.435681,22.0155,22.42028,55.17883,44.28375,28.236452,23.28064,23.447196,23.444609,22.295857,2.539049,2.546804,2.507278,2.506034,2.526581,2.509733,2.530452,2.561322,2.478425,2.445354,2.593253,2.51505,2.533317,2.522421,-2.30E-05,2.49E-05,-1.00E-05,3.69E-05,0.000423,-0.000409,-5.79E-05,0.000727,2.498945,2.533727,2.505259,2.502957,54.31662,29.078368,28.362656,28.359417,0,
43,332.994576,243.962778,152.062398,125.904942,97.475719,38.331026,30.829725,25.660361,293.806526,258.577932,177.988624,142.929441,95.472225,37.600172,26.566869,25.163165,58.969452,40.896292,29.09748,27.257643,23.814035,22.091289,22.42028,57.279676,46.065443,28.651016,23.318501,23.409349,23.520287,22.257979,2.541338,2.546498,2.507126,2.507102,2.526734,2.508664,2.529384,2.555369,2.471863,2.443828,2.593405,2.515508,2.533012,2.52181,-2.30E-05,-0.000128,-0.000163,-0.000116,0.000118,-0.000256,-0.000211,0.000727,2.505659,2.534032,2.504953,2.50311,55.93882,29.379561,28.437999,28.397105,0,
44,330.116566,249.870985,161.722487,132.210702,96.965151,38.523014,31.999929,25.779157,283.245783,253.833023,179.024459,147.244244,96.508945,39.21019,27.326732,24.790688,61.035175,42.39088,29.667428,27.904158,24.27335,22.172544,22.463639,59.273264,47.961188,28.957853,23.323967,23.414815,23.412234,22.301328,2.539049,2.54482,2.507126,2.506644,2.527192,2.50958,2.530147,2.558727,2.470185,2.445049,2.593558,2.51505,2.533622,2.522726,-2.30E-05,0.00033,0.000295,-0.000116,0.000118,0.000201,-0.000211,0.000727,2.508559,2.53388,2.505259,2.502957,57.180748,29.36869,28.314101,28.348536,0,
45,318.608975,238.169393,160.243596,136.72989,96.675729,40.206388,32.79366,25.973485,280.399461,250.653644,191.473241,153.652938,101.678387,42.083325,28.199087,24.607132,63.393233,43.734952,30.500261,28.55028,24.732472,22.291681,22.431221,61.154796,49.595372,28.96329,23.253711,23.458127,23.45554,22.193163,2.540422,2.54543,2.507126,2.507102,2.527192,2.509733,2.530147,2.56178,2.476136,2.444591,2.593253,2.514898,2.533775,2.522421,-0.000328,2.49E-05,0.000143,-0.000116,0.000118,-0.000409,-5.79E-05,0.000575,2.493909,2.533575,2.505106,2.503263,58.947778,29.443976,28.314101,28.386224,0,
46,322.042167,227.576097,157.727605,138.156065,98.808161,41.727714,32.600602,26.119109,283.023685,248.397502,199.441584,158.393609,101.414551,45.30989,28.382012,24.336995,65.702175,45.029716,31.284021,29.373383,24.991562,22.248323,22.463639,63.134607,51.327924,29.146182,23.134652,23.339118,23.450075,22.301328,2.539354,2.547109,2.506973,2.507255,2.526581,2.510343,2.530147,2.565595,2.478273,2.444286,2.592032,2.516119,2.534232,2.522878,-2.30E-05,2.49E-05,0.000143,-0.000268,0.00027,-0.000256,9.48E-05,0.000575,2.496656,2.53388,2.505411,2.50311,60.57695,29.454846,28.437999,28.397105,0,
47,315.596688,223.513509,158.520692,142.074051,102.604405,43.098415,32.10716,25.698143,288.048111,244.297705,203.438946,161.125279,100.264812,50.377753,28.41424,24.293718,67.899632,46.248981,32.0672,30.233461,25.28837,22.394394,22.458169,65.039672,53.28002,29.178408,23.167051,23.371501,23.406768,22.18222,2.539659,2.545888,2.506363,2.507102,2.527192,2.508664,2.531826,2.565595,2.48224,2.44627,2.5931,2.514898,2.533469,2.522726,-2.30E-05,0.000178,-0.000315,-0.000421,0.000423,-0.000256,-5.79E-05,0.00088,2.513747,2.534185,2.505716,2.503721,61.790164,29.341917,28.400329,28.472476,0,
48,308.701122,220.091153,163.577371,144.789217,107.629755,44.393313,31.275336,25.503766,294.501781,236.082397,202.747425,162.184838,102.21643,52.699426,28.4088,24.250439,70.132826,47.578288,32.88731,31.130423,25.509558,22.502567,22.41481,67.163988,55.52478,29.248292,23.199449,23.328186,23.439144,22.176749,2.537522,2.54482,2.50621,2.506797,2.526887,2.509885,2.529079,2.564069,2.475984,2.446575,2.593558,2.514592,2.533622,2.522115,0.00013,2.49E-05,-0.000163,-0.000268,0.000118,-0.000104,-0.000211,0.00088,2.497419,2.53449,2.505411,2.50311,62.876701,29.400899,28.459349,28.380784,0,
49,304.04473,224.348152,164.420914,144.378801,111.899678,47.21752,31.243182,25.471432,282.24085,242.680538,201.037536,165.425426,98.899718,54.438607,28.112848,23.953311,72.155839,48.842949,33.755092,31.737013,25.81713,22.659543,22.458169,69.371303,57.740644,29.442005,23.242778,23.333652,23.406768,22.144339,2.540728,2.543904,2.506363,2.507865,2.526276,2.509122,2.528621,2.563153,2.466064,2.442607,2.592337,2.514287,2.533469,2.5212,-0.000328,2.49E-05,-1.00E-05,-0.000268,0.000118,4.88E-05,-0.000363,0.00088,2.491925,2.532964,2.505411,2.503263,63.726943,29.443976,28.389448,28.386224,0,
50,288.501893,223.963323,164.49161,144.259935,115.945885,50.357913,30.974665,25.428187,277.417305,246.434263,201.070154,170.105674,103.805534,56.717917,28.295787,23.758686,74.241283,49.910843,34.648801,32.332415,26.03821,22.805561,22.452699,71.383847,59.869968,29.511872,23.161584,23.328186,23.325616,22.214629,2.537522,2.543904,2.506515,2.508323,2.52765,2.510038,2.529384,2.565443,2.475526,2.443675,2.592337,2.514898,2.533469,2.521505,-2.30E-05,2.49E-05,-1.00E-05,-0.000421,0.000118,-0.000256,-5.79E-05,0.000727,2.505964,2.533117,2.505411,2.50311,64.130964,29.255752,28.464789,28.348536,0,
51,282.082069,226.135917,163.131329,144.611093,119.60748,52.585083,30.910339,25.098932,270.109039,251.210568,197.115005,174.272576,106.813194,58.237886,28.457348,23.693941,76.269134,50.772151,35.557977,32.943734,26.313341,22.930099,22.501526,73.521891,61.976553,29.56039,23.210382,23.263415,23.412234,22.187692,2.538896,2.546956,2.506363,2.507407,2.527497,2.509275,2.529689,2.566206,2.472321,2.443522,2.592184,2.514898,2.532554,2.5212,-0.000328,2.49E-05,-1.00E-05,3.69E-05,0.000118,-0.000104,-0.000211,0.000727,2.497877,2.534185,2.505259,2.503263,64.729147,29.454846,28.400329,28.359417,0,
52,274.931015,232.497266,174.456735,145.821266,121.510491,52.474333,31.5492,24.834284,256.414255,248.134776,198.450016,178.659785,113.565023,59.194468,27.854503,23.353349,78.176452,51.622302,36.567741,33.618866,26.426561,23.043688,22.501526,75.575782,63.924,29.598037,23.134652,23.376967,23.374392,22.187692,2.539506,2.547567,2.50621,2.506339,2.52765,2.507901,2.528621,2.560864,2.474,2.44337,2.592337,2.515203,2.532706,2.522115,-2.30E-05,-0.00028,-1.00E-05,-0.000116,0.000576,-0.000104,-0.000211,0.000575,2.497724,2.534032,2.504495,2.502805,65.306023,29.481616,28.351775,28.310847,0,
53,269.231353,227.90068,180.358744,144.065478,120.673156,52.79057,31.157168,24.439723,256.884523,246.316148,199.310652,180.665789,111.320245,56.638943,27.121838,23.261249,80.214893,52.640654,37.523043,34.314812,26.598885,23.103006,22.523003,77.247035,65.891092,29.506437,23.118251,23.284869,23.282305,22.133395,2.542864,2.546498,2.505447,2.506492,2.52765,2.50958,2.5303,2.563916,2.468201,2.443675,2.5931,2.51505,2.53408,2.52181,-0.000176,-0.000128,-0.000163,-0.000268,0.000423,4.88E-05,-0.000211,0.000727,2.502455,2.533727,2.505411,2.503568,66.150365,29.481616,28.464789,28.310847,0,
54,255.996856,220.167125,179.065716,142.030837,119.70859,55.893625,30.937075,24.256043,251.420507,239.550498,203.814523,181.320101,114.967256,57.454318,27.127285,23.834355,82.38512,54.011808,38.536393,35.368894,26.906145,23.297752,22.604241,79.196383,67.76831,29.624815,23.08585,23.366035,23.36346,22.176749,2.542101,2.547719,2.50621,2.507407,2.527039,2.508054,2.528468,2.569258,2.480104,2.444133,2.593253,2.51444,2.533775,2.521963,-0.000328,2.49E-05,-1.00E-05,-0.000116,0.000576,-0.000104,-5.79E-05,0.00088,2.50627,2.53388,2.505106,2.503263,67.22002,29.487051,28.545564,28.316288,0,
55,246.402219,221.800073,185.559268,142.257416,120.529286,61.78074,30.523499,24.331703,242.740496,230.795677,199.621237,178.419813,110.843095,60.397397,27.542062,24.212619,84.440702,55.487166,39.431593,36.379149,27.094733,23.562688,22.642124,80.994033,69.712891,29.549521,23.161584,23.328186,23.249925,22.138867,2.539506,2.546346,2.506668,2.50756,2.525971,2.510648,2.529842,2.571548,2.478273,2.443675,2.5931,2.514745,2.533775,2.5212,-2.30E-05,-0.000128,-1.00E-05,-0.000268,0.00027,4.88E-05,0.000247,0.00088,2.49864,2.532811,2.505411,2.502805,68.278834,29.443976,28.464789,28.160076,0,
56,236.051836,215.947986,190.563434,142.861749,123.516953,66.224133,29.884016,24.256043,237.502155,227.126497,194.357022,174.871814,121.377326,64.658819,27.881305,24.552946,86.460456,56.924511,40.251573,37.164256,27.358701,23.676212,22.642124,82.97564,71.583563,29.43657,23.08585,23.290335,23.325616,22.025215,2.543017,2.547719,2.50621,2.508323,2.52765,2.510953,2.528774,2.572311,2.486666,2.444286,2.592642,2.516119,2.533622,2.522268,-0.000328,-0.00028,-1.00E-05,-0.000421,0.000576,-0.000104,9.48E-05,0.00088,2.499708,2.53388,2.505411,2.503263,69.4161,29.481616,28.389448,28.197771,0,
57,282.547,212.784251,194.758964,143.234089,124.895105,62.326612,30.179566,24.36407,232.360665,224.432248,194.465982,172.044311,131.783006,70.81657,28.064284,23.866724,88.255443,58.318692,40.991125,37.681956,27.504065,23.746425,22.674536,84.842512,73.375257,29.506437,23.118251,23.284869,23.357994,22.057628,2.539049,2.546956,2.506668,2.508171,2.526734,2.510801,2.527248,2.572006,2.479493,2.444743,2.593405,2.514745,2.533622,2.522421,0.000282,-0.000128,-1.00E-05,-0.000116,0.000576,4.88E-05,-5.79E-05,0.000727,2.502149,2.53388,2.505106,2.503263,70.47981,29.594531,28.351775,28.160076,0,
58,271.912993,215.491546,189.608497,143.692991,127.55854,63.727768,30.523499,24.293874,242.062789,221.44306,201.832609,174.528537,137.50656,76.503875,27.881305,23.53165,89.951674,59.722597,41.852584,38.247532,27.773375,23.82756,22.680005,87.014641,75.177378,29.662459,23.047982,23.214629,23.325616,22.0631,2.544849,2.545125,2.506057,2.508476,2.526581,2.511259,2.528774,2.574295,2.486818,2.443217,2.593405,2.51505,2.534385,2.522726,-2.30E-05,-0.000128,-1.00E-05,3.69E-05,0.00027,4.88E-05,-5.79E-05,0.000575,2.504744,2.53388,2.505259,2.503263,71.255288,29.938633,28.319542,28.052426,0,
59,256.589801,214.572996,189.068201,147.053553,131.528951,69.630611,30.894057,24.401897,231.869179,218.288132,203.847125,178.834039,143.954264,79.467975,27.875862,23.261249,91.564631,61.078276,42.702677,38.727409,27.918682,23.85993,22.674536,88.846604,76.822218,29.845231,23.042514,23.209163,23.282305,21.981856,2.54088,2.545583,2.50621,2.508018,2.526734,2.509427,2.529995,2.578111,2.480409,2.448864,2.592489,2.516271,2.533927,2.522726,0.00013,2.49E-05,-1.00E-05,-0.000268,0.000423,0.000354,0.000247,0.001032,2.50337,2.535558,2.504648,2.502957,71.842049,30.69084,28.357216,28.052426,0,
60,261.333725,217.843682,187.845808,152.168738,134.084123,74.030476,31.26991,24.66665,224.789375,210.915331,195.458021,176.392154,150.313244,78.881377,28.290347,23.261249,93.183814,62.144495,43.520383,39.287072,28.144769,23.897763,22.750295,90.317145,78.545804,30.108662,23.042514,23.209163,23.32015,22.057628,2.535233,2.547262,2.506363,2.508171,2.527039,2.509733,2.530758,2.575211,2.482698,2.448101,2.593405,2.514898,2.534385,2.522421,-0.000328,0.000178,-0.000163,-0.000116,0.000423,4.88E-05,9.48E-05,0.00088,2.500623,2.535101,2.504495,2.502957,72.596244,31.689199,28.265544,27.960697,0,
61,305.356158,222.060341,182.268556,153.686372,134.347358,73.847176,31.720758,24.969146,226.797799,210.687074,189.122914,175.285884,153.612956,82.438271,29.194114,23.488341,94.656655,63.100069,44.411805,39.809175,28.446143,24.086906,22.750295,91.163024,80.306308,30.372027,23.080383,23.209163,23.282305,21.943968,2.536606,2.548482,2.510178,2.508323,2.527803,2.509885,2.529537,2.579637,2.481325,2.447948,2.592337,2.515813,2.534385,2.522268,-0.000176,2.49E-05,-1.00E-05,-0.000116,0.00027,4.88E-05,-5.79E-05,0.00088,2.503675,2.53388,2.504648,2.502957,73.591581,32.745814,28.233308,27.928437,0,
62,285.61044,216.545504,179.78033,155.35128,136.825671,73.915202,32.165992,25.266101,240.469848,213.077622,185.071177,174.631941,158.507554,88.966353,30.430103,23.709922,95.903931,64.086774,45.223026,40.437456,28.553696,24.157093,22.782703,92.298202,82.025204,30.705114,23.074916,23.165841,23.276839,22.01427,2.538896,2.544362,2.507736,2.508323,2.527345,2.508817,2.527248,2.572616,2.482698,2.447185,2.592642,2.514898,2.533775,2.521963,0.00013,2.49E-05,0.000143,-0.000116,0.00027,4.88E-05,9.48E-05,0.00088,2.501234,2.533117,2.504648,2.503568,74.953534,33.088891,28.276426,27.93388,0,
63,301.645812,217.311458,181.771987,158.358341,140.336414,78.209714,32.621877,25.687235,231.793557,209.811969,182.671894,174.370465,158.969279,84.529346,29.833815,23.791058,97.125632,65.010336,46.155685,41.07615,28.935692,24.351652,22.863923,93.297226,83.534973,31.011354,23.080383,23.171308,23.244459,22.019743,2.534775,2.547414,2.507278,2.509239,2.528108,2.508206,2.529995,2.585285,2.484529,2.449017,2.59371,2.51505,2.533927,2.52181,-0.000176,-0.000128,-1.00E-05,0.000189,0.000423,4.88E-05,0.000247,0.00088,2.49925,2.537848,2.504801,2.503415,76.451547,33.158497,28.19563,27.853027,0,
64,343.0096,208.632706,181.962973,160.982367,142.336825,85.65589,32.509279,25.536098,253.064775,214.489608,183.969704,173.760249,158.703134,80.714621,29.382302,23.791058,98.268879,66.18537,47.415765,41.783565,29.312114,24.502907,22.901797,94.622762,84.966464,31.49999,22.891027,23.209163,23.244459,22.019743,2.536759,2.549093,2.508347,2.508476,2.52765,2.508359,2.528926,2.575974,2.488192,2.44627,2.592642,2.514135,2.533012,2.52181,-0.000176,-0.000128,-1.00E-05,-0.000421,0.000423,0.000812,-5.79E-05,0.00088,2.50337,2.533269,2.504953,2.502652,77.991589,33.383529,28.157951,27.890733,0,
65,336.381655,206.084334,181.166354,162.395797,145.0251,90.619869,32.552232,25.617124,272.552772,213.012567,184.662312,182.8086,154.871144,85.745689,29.914481,23.683013,99.49186,67.475477,48.717032,42.272714,29.656213,24.735209,22.945137,95.733228,86.256829,32.031382,23.08585,23.176774,23.249925,21.987329,2.539964,2.547109,2.509263,2.508781,2.528108,2.508817,2.527858,2.573074,2.485903,2.449474,2.594168,2.513982,2.533012,2.5212,-2.30E-05,0.000483,-0.000163,3.69E-05,0.000576,0.000507,-5.79E-05,0.001032,2.510542,2.53388,2.505106,2.502957,79.746541,33.52811,28.114828,27.847584,0,
66,308.36566,204.286489,179.747651,163.874933,144.036807,95.802398,32.621877,25.989446,271.320473,222.120174,191.832844,189.253704,157.904835,91.213344,29.758577,23.791058,100.631016,68.974804,50.080374,42.67654,29.951724,24.918749,22.939669,96.796701,87.353338,32.514128,23.004644,23.171308,23.244459,21.906079,2.536606,2.547872,2.510178,2.508628,2.52765,2.508969,2.530605,2.581469,2.491396,2.452832,2.59661,2.513371,2.532248,2.520589,-2.30E-05,2.49E-05,-1.00E-05,-0.000268,0.000423,0.000965,-5.79E-05,0.000727,2.497877,2.533575,2.504953,2.503263,81.617175,33.378114,28.039462,27.809877,0,
67,291.853767,212.137048,183.185326,165.283962,143.167756,98.971985,33.297214,26.367089,270.316159,238.791534,196.030306,193.413544,166.010593,93.787914,31.036908,24.018041,101.739177,70.515735,51.558616,43.271488,30.327784,25.107716,22.97754,98.271708,88.602461,33.077119,23.231846,23.133451,23.206611,21.943968,2.537675,2.547109,2.509721,2.508628,2.527803,2.508512,2.529689,2.582385,2.485598,2.452069,2.594626,2.513371,2.533317,2.519063,-0.000328,2.49E-05,-1.00E-05,-0.000268,0.00027,0.000354,-0.000211,0.001032,2.500929,2.53388,2.505411,2.50311,83.451646,33.303108,28.227867,27.809877,0,
68,310.230891,219.16838,190.055844,167.526278,142.029298,100.147192,33.629308,26.625911,267.965754,236.86356,198.771228,197.337601,154.404583,87.791014,31.557406,24.277334,102.990486,71.977713,53.177745,43.897938,30.735867,25.25341,22.972073,99.668543,89.773221,33.671901,23.377822,23.127984,23.201144,21.900606,2.539812,2.549856,2.508194,2.508476,2.527192,2.510343,2.529079,2.580248,2.484682,2.451611,2.592642,2.512608,2.533012,2.520132,-0.000176,2.49E-05,-1.00E-05,-0.000268,0.000423,0.000659,9.48E-05,0.00088,2.504133,2.533117,2.504801,2.502805,85.145231,33.045963,28.157951,27.777612,0,
69,311.325481,234.133535,194.098778,171.21866,151.369621,98.260695,34.186175,26.84693,281.886182,236.669547,202.921476,203.317969,148.786666,91.864525,30.575051,24.536566,104.279579,73.439506,54.647832,44.524071,31.369189,25.436863,23.080212,100.807758,91.091515,34.378788,23.44807,23.0468,23.233526,21.933023,2.535843,2.548482,2.508652,2.508628,2.528108,2.508817,2.528621,2.577958,2.475678,2.441691,2.593253,2.513524,2.533012,2.519216,-0.000328,-0.000128,-1.00E-05,-0.000116,0.000728,0.000659,0.0004,0.001338,2.500776,2.533269,2.505106,2.50311,86.949646,32.863797,28.163392,27.85847,0,
70,350.472834,245.720554,192.391262,171.534769,153.732273,100.33704,34.234471,26.895567,298.291573,240.787855,207.008996,207.51914,147.131531,100.162309,31.074482,24.887708,105.696627,74.990427,56.022147,45.05461,31.905774,25.561102,23.129012,102.148366,92.168806,35.063974,23.610411,23.095594,23.206611,21.868188,2.540422,2.552755,2.509415,2.508018,2.528108,2.509122,2.528011,2.583148,2.486208,2.444133,2.591574,2.513371,2.533164,2.522726,-0.000176,0.000178,0.000143,3.69E-05,0.000423,0.000812,9.48E-05,0.001338,2.499097,2.533575,2.505259,2.503415,87.998912,32.622399,28.109387,27.766725,0,
71,327.101031,239.801961,191.392714,173.016819,156.916235,104.432293,34.304006,26.474906,296.002368,253.586716,218.22223,202.599375,145.763821,106.735654,32.608471,25.033426,106.950493,76.635468,57.526782,45.717275,32.500875,25.933325,23.199273,103.732723,93.120168,35.545351,23.718491,23.127984,23.201144,21.900606,2.538591,2.547109,2.507889,2.508628,2.527192,2.507748,2.5303,2.580553,2.48575,2.445812,2.589132,2.51444,2.532859,2.522421,-0.000176,0.000178,0.000143,3.69E-05,0.000423,0.000659,0.000247,0.001032,2.500623,2.533727,2.505106,2.50311,88.891292,32.558177,28.12027,27.739902,0,
