Time (s),Center TC 01,Center TC 02,Center TC 03,Center TC 04,Center TC 05,Center TC 06,Center TC 07,Center TC 08,Center TC 09,Center TC 10,Center TC 11,Center TC 12,,North Heat Flux,South Heat Flux,Average HF
13,825.5005268,830.4268149,810.7244869,705.306169,596.5872308,502.7389069,414.8080253,334.8417119,283.3842659,233.1286877,220.1849089,190.2236686,,1.681939584,1.51529658,1.598618082
14,831.8547543,845.5432598,822.5772265,707.0840461,602.4766797,508.9350937,409.5981373,328.4664594,277.574182,231.9951918,214.2075598,184.4608657,,1.653974643,1.548551536,1.60126309
15,836.9248437,844.2353848,813.2605921,701.1691158,600.7021501,512.4524562,409.8153405,323.3179363,268.6521621,225.1429518,206.9959792,178.2519023,,1.646225322,1.539139756,1.592682539
16,838.1643589,835.5100826,803.4528526,691.3220049,594.352644,502.4976945,404.3521123,317.3869794,262.2282232,220.7578355,201.5387508,174.4894707,,1.638812928,1.537727989,1.588270459
17,829.5240906,837.2892466,793.6464921,685.9514707,580.2621804,489.9826542,399.9631915,315.8022726,262.6399535,221.3176998,202.0315178,174.7122103,,1.429244334,1.579139821,1.504192078
18,801.3534983,801.478649,763.5526536,664.5630908,564.8416201,483.5705884,398.5197713,315.1229791,264.8293649,221.9984471,204.5327223,179.5649317,,1.438341363,1.754512655,1.596427009
19,791.331801,779.7834963,734.8816213,630.8255276,536.0054604,459.8547769,384.3916246,305.9081389,258.3115162,214.8377373,199.8524885,174.8038807,,1.548516492,1.933022749,1.740769621
20,802.3791084,804.3792762,753.5459657,630.4828266,534.8534739,461.3007872,388.0347019,312.0466698,260.2031952,212.6829292,199.7061227,175.0362972,,1.585578462,1.909336436,1.747457449
21,818.0836257,825.7182323,752.1607497,627.5714804,546.691141,467.229902,391.4324621,316.5736367,265.9106566,217.9571546,203.474721,176.1582538,,1.598381688,1.962199267,1.780290478
22,824.5017892,842.7423689,767.4095942,631.9088805,558.7244314,477.7226616,399.1929221,323.9765971,277.2586077,227.6954989,209.1792534,181.7028665,,1.70485062,2.005493455,1.855172038
23,822.939458,827.0868996,754.9986718,612.1470035,545.6154041,468.6651288,389.215317,320.4327649,277.2536916,225.9154727,204.6297321,176.0276782,,1.698449007,1.943689433,1.82106922
24,782.3963878,786.3963876,722.7713442,591.4830338,521.8053295,444.8758273,370.442731,306.0289567,265.2712534,215.4411149,194.3864269,168.2532067,,1.866912507,2.21490556,2.040909034
25,764.3338892,749.8384593,694.9186473,570.3498309,504.0145118,439.6176344,364.1643735,299.8723372,258.7752975,207.9471775,188.1442816,163.1680223,,2.15970207,2.641886646,2.400794358
26,740.3201865,715.2729752,673.074122,563.7635463,491.4379307,429.9604027,356.272759,290.9614667,253.5030319,204.5206545,186.9003759,162.8872362,,2.049190014,2.691455354,2.370322684
27,721.4713528,699.6487356,650.8121862,547.745728,474.1406595,411.8095382,341.7918995,281.3894855,242.1519934,197.8503544,181.1818706,159.0332619,,1.84299069,2.627925839,2.235458265
