Time (s),Center TC 01,Center TC 02,Center TC 03,Center TC 04,Center TC 05,Center TC 06,Center TC 07,Center TC 08,Center TC 09,Center TC 10,Center TC 11,Center TC 12,,North Heat Flux,South Heat Flux,Average HF
13,776.7889391,821.9453246,794.3499477,742.4353699,721.3390381,642.0162712,562.3290163,496.8724817,454.3360304,390.6771573,370.0586207,307.0971715,,1.781669976,2.446278485,2.113974231
14,776.6019784,813.6877695,771.2582022,736.8613564,728.4302922,658.6706135,575.6884431,512.7557606,465.0161659,397.232859,370.2308874,304.5680415,,1.821090435,2.407690187,2.114390311
15,780.3915909,809.7769607,786.0259563,733.7229414,729.7542185,665.148533,587.9286999,524.9399198,484.434906,420.6446054,391.8122944,322.5014952,,1.831198245,2.434043171,2.132620708
16,780.5147064,795.846005,773.6239386,708.000825,705.7269966,649.9900225,572.0114689,513.427438,478.2459296,416.3973144,399.8963256,323.8625088,,1.894877448,2.433886308,2.164381878
17,767.0153384,777.0689659,752.9935103,686.8470563,681.9805757,624.1266301,551.493667,490.6905495,448.0391175,384.9833482,373.6648084,304.5621147,,1.857815478,2.461023607,2.159419543
18,760.5580993,768.3824051,740.1265646,662.2419622,662.5939814,604.9656415,537.4132446,471.7937472,431.9532171,367.1328517,358.1739751,297.5129579,,1.74191259,2.572396337,2.157154464
19,738.974775,771.4574146,741.9672334,658.8714522,662.0987227,602.3388833,533.3004294,457.6706712,412.835269,352.743717,343.4843767,286.3334654,,1.726077021,2.586357144,2.156217083
20,745.3090965,777.8303376,742.6851469,644.8425274,642.3620891,580.3744494,511.9092721,441.1785433,392.9200882,335.2612909,323.4126114,269.7944462,,1.733152488,2.552631599,2.142892044
21,758.5588557,760.9109787,718.6101572,634.0522964,610.787314,546.0432323,481.9143887,420.4406162,377.7345734,319.020499,305.5387758,256.6808006,,1.705187547,2.541023737,2.123105642
22,759.2102584,735.1889878,713.7395905,629.7479377,595.1628735,529.0196344,461.9312322,402.856336,365.0961715,307.479459,292.9435717,246.9054012,,1.713273795,2.520004095,2.116638945
23,753.3205953,738.3063853,726.906586,642.048116,611.4738779,536.2053745,453.8952185,396.4154084,362.1007838,304.3358319,290.184401,243.1501411,,1.799864034,2.457258895,2.128561465
24,756.6342638,765.4872393,751.0171267,671.7028047,640.8416213,555.9480309,464.7547684,406.0125975,368.228745,313.4746555,308.304874,262.8544274,,1.822438143,2.507298192,2.164868168
25,751.6116832,773.0966133,767.7079129,706.6201575,671.5700133,591.3633761,496.3103813,439.9421659,385.4098401,327.9425472,315.8909429,268.8036237,,1.883758857,2.435925527,2.159842192
26,750.150474,787.816019,780.2282368,723.2613871,689.697524,618.1172218,518.8395062,473.8244143,418.7472436,354.5896036,325.6616436,275.9605031,,1.882748076,2.388396038,2.135572057
27,767.8637672,795.2038326,777.7425661,716.7177721,674.8386083,603.69693,503.8906776,455.2280374,410.1503729,350.5871769,313.293719,261.7064226,,1.958893578,2.340239097,2.149566338
28,765.851875,775.3409527,752.7770254,671.5972968,631.5258562,573.3176095,482.4081234,432.0954794,388.804486,335.1416282,303.0777062,253.7761051,,1.920146973,2.278278212,2.099212593
29,768.6894238,778.5885969,739.0285084,648.2955532,614.8597954,555.7973879,463.6347019,411.6203219,368.0070409,315.3858975,287.3717491,240.9391803,,1.983152322,2.178042755,2.080597539
30,734.1438344,747.0120951,709.7535818,621.8170347,588.7118235,524.8600511,437.8992984,388.0773091,347.9203655,301.2850576,277.0522056,233.011338,,1.893866667,2.255062488,2.074464578
31,685.441478,687.7731146,664.2905004,587.4589437,557.1146912,497.5771061,417.4695385,368.7598507,331.7880949,287.7435047,265.9632913,225.4525329,,1.919473119,2.26980761,2.094640365
32,687.1306716,683.9951786,656.3818527,579.5076496,547.8579693,483.4874427,407.5614612,358.6558919,321.3858394,276.7525492,257.8649763,219.5848755,,1.959567432,2.310905716,2.135236574
33,714.2819252,703.0877855,658.5569498,581.4381811,547.2153905,476.5574465,399.8906714,348.3770004,311.6996636,267.7082878,249.4693539,212.5927897,,1.954850454,2.327690057,2.141270256
34,741.6084958,745.2410891,679.1245805,594.7675805,546.5007126,473.8651077,395.6590435,340.3619691,305.1295788,262.0918293,242.7611879,206.4724671,,1.867923288,2.370043067,2.118983178
35,757.1837178,762.5336256,689.6771792,597.6889209,538.6641756,470.5042966,392.4496142,340.9874251,304.4015775,262.1124852,242.0906668,206.0984431,,1.921494681,2.36706267,2.144278676
36,769.4840453,775.5773423,695.0260969,600.2576932,544.3511978,473.2402137,393.9218639,344.6701628,307.688021,264.7441426,238.2209971,203.597447,,2.061656313,2.359690109,2.210673211
37,773.1156032,804.7811617,742.3033913,651.2353974,595.6081506,508.9893922,424.3977086,383.2350253,336.684836,283.5274613,254.3296234,219.0470245,,1.976750709,2.265729172,2.121239941
38,779.6633258,808.4159384,748.8640796,661.3316909,611.7280783,527.8070897,441.3519416,394.7862178,347.5665588,289.9403347,261.390182,226.0814702,,2.035712934,2.171768235,2.103740585
39,759.9379417,784.7022668,730.2249495,635.7098293,595.4513853,526.1766444,444.4666808,394.3083661,349.6814783,291.5738446,264.9097966,231.018038,,2.060645532,2.077807298,2.069226415
40,755.1337253,782.2684237,729.6641212,642.4988835,623.258952,543.8227067,447.0830552,390.6000947,350.7474715,293.8864457,269.8376477,233.4270801,,2.187667011,2.138827005,2.163247008
41,741.3482292,782.0749509,722.0906265,644.0913371,628.56164,532.4845141,444.70524,385.555929,345.8297618,289.413041,266.1167999,230.6039646,,2.036723715,2.10980735,2.073265533
42,732.0216915,775.4398332,704.4137795,620.4843046,599.8268449,508.8220701,429.2644342,373.3933222,331.0479765,276.9629418,253.7266085,223.1830167,,2.024594343,2.122826979,2.073710661
43,747.6710282,791.845022,706.6393672,625.8518337,587.2979437,495.873615,416.2297405,361.2671117,319.1433964,263.1673864,242.667747,213.5989563,,1.888138908,2.135532882,2.011835895
44,745.9387305,769.3226648,686.294749,602.5081751,559.5552199,479.5036443,399.7125258,344.8549969,304.6062013,252.8993877,234.3843866,206.7551748,,1.825470486,2.256474255,2.040972371
45,734.8878661,752.772561,677.9725259,583.8026147,541.21843,471.7382342,388.8470109,331.7491521,293.1532004,246.2096316,229.1971145,201.6554195,,1.847707668,2.280631157,2.064169413
46,710.2875184,726.5538257,654.1617677,559.2596705,522.8856517,453.4098152,374.8245991,320.6621995,285.1303494,240.8879483,226.521861,199.3041032,,1.825807413,2.290670389,2.058238901
47,692.2679634,701.5278814,646.1629164,554.3384218,511.2801266,443.6920829,367.2228072,312.0833037,277.3901615,234.5291556,219.8193506,194.372011,,1.871292558,2.392788202,2.13204038
48,695.7800108,703.9612175,648.4256843,545.9483516,506.6071587,428.3465861,358.9412133,304.6294626,272.5185769,230.2922884,215.0033492,191.2291825,,1.851750792,2.396552914,2.124151853
49,719.5237688,725.8672771,664.4594952,561.4892925,517.9911262,440.8820492,359.2985695,307.3496411,271.7991399,228.4030787,211.1991364,187.822278,,1.8867912,2.331925358,2.109358279
50,730.388948,735.5773823,659.2939566,561.0441621,525.7756106,453.2855644,362.280057,308.7911821,269.6539615,229.1514181,212.6935041,187.7872723,,1.925537805,2.339768508,2.132653157
51,718.1167438,714.5943226,650.66861,551.1083731,518.0888266,442.297557,353.6197903,306.4689762,267.8308682,228.1722743,213.9965055,187.7502598,,1.836589077,2.306356689,2.071472883
52,704.4817107,701.8204926,637.195387,540.7266364,508.0187005,435.1436816,352.2404799,301.9023236,263.2516346,222.7511148,210.8294955,186.1831488,,1.91037609,2.322513578,2.116444834
53,718.9291069,705.1631153,634.5011177,536.8666884,497.9007026,426.7633626,348.6921492,298.3192999,258.1572311,219.8053222,207.6198448,182.1666621,,1.833893661,2.435298075,2.134595868
54,719.049667,710.6299721,622.7765514,531.94964,489.7804515,414.3157436,341.3507226,292.7052449,256.6657945,219.5295834,205.9506406,179.7576343,,1.798853253,2.368474437,2.083663845
55,706.4404437,675.7446522,602.8387234,513.5604355,476.4342059,400.9855365,332.1490403,285.2814604,251.2899743,216.2393199,203.2535591,176.2433658,,1.86994485,2.586827733,2.228386292
56,711.0245241,678.6260823,590.2958276,493.2697549,460.0881012,389.2258072,324.4940575,280.534637,247.0632089,212.0767914,200.3551397,174.7326647,,1.823785851,2.481258934,2.152522393
57,706.692773,686.2655563,594.3394925,490.7594236,459.6616573,389.1768161,324.4986454,278.3241695,243.2193004,209.1582441,197.617162,173.1377181,,1.812330333,2.422278446,2.11730439
58,730.2539964,703.6584891,596.2979117,492.8766041,463.681721,394.783829,328.0098828,279.7404324,244.4975496,210.4476577,200.7086759,175.8392226,,1.724392386,2.404866653,2.06462952
59,739.7770638,722.8853062,628.2111183,527.9634986,501.280612,422.1180229,352.4674665,298.2214846,262.9731533,227.4678946,212.9844108,183.7805771,,1.716979992,2.445337307,2.08115865
60,742.8353622,749.3693262,652.1559088,547.1262103,515.3236923,433.882305,353.6001334,302.0192474,265.4614571,232.8826533,219.9812192,189.6425295,,1.729446291,2.430278459,2.079862375
61,749.5706036,763.8564901,672.1891912,568.1658447,519.8915762,426.0296825,347.4444979,297.8308474,259.7488791,226.8781896,214.9807534,185.0789776,,1.781669976,2.376945039,2.079307508
62,770.5461189,784.9261835,694.1495975,583.473624,547.4900413,440.7481033,349.0578931,296.1892765,255.1360054,221.5751566,210.4486276,183.1283152,,1.84299069,2.372552875,2.107771783
63,760.5257273,765.2826364,685.486532,586.6365363,562.5520081,443.0971239,348.2183617,294.9422946,254.8575841,223.9041625,212.256603,184.3043672,,1.87331412,2.390121531,2.131717826
