Unit,Min,Sec,Skip,Time,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m,TC Surface Offset 0.2m,TC Surface Offset 0.4m,TC Surface Offset 0.6m,TC Surface Offset 0.8m,TC Surface Offset 1.0m,TC Surface Offset 1.2m,TC Surface Offset 1.4m,TC Surface Offset 1.6m,TC Surface Offset 1.8m,TC Surface Offset 2.0m,TC Surface Offset 2.2m,TC Back Center 0.2m,TC Back Center 0.4m,TC Back Center 0.6m,TC Back Center 0.8m,TC Back Center 1.0m,TC Back Center 1.2m,TC Back Center 1.4m,TC Back Center 1.6m,TC Back Center 1.8m,TC Back Center 2.0m,TC Back Center 2.2m,TC Plume 2.4m,TC Plume 2.2m,TC Plume 2.0m,TC Plume 1.8m,TC Plume 1.6m,TC Plume 1.4m,TC Plume 1.2m,TC Plume 1.0m,TC Plume 0.8m,TC Plume 0.6m,TC Plume 0.4m,TC Plume 0.2m,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m
116,1450,36.3,,40,472.5,408.9,325.7,175.8,132.2,61.6,90.4,65.54,57.67,49.46,58.88,203.5,236.5,219,196.5,114.6,111.1,74.1,78.9,47.72,60.79,45.73,33.05,31.23,29.78,27.15,25.58,25.08,25.18,24.45,24.29,24.13,23.97,68.22,76.4,99.7,97.2,115.9,143.7,181.4,212,349,457.2,546.7,704,74.4,72.2,48.93,30.13,18.41,11.53,16.08,15.48,15.11,10.24,8.65,5.725
116,1450,40.3,,44,519.6,447.4,339.6,194.6,151.4,71.5,111.8,77.5,64.99,56.07,69.14,210.3,244.9,221.4,196.6,116.5,109.3,73,77.8,50.71,65.05,48.51,32.73,31.07,29.86,27.27,25.6,25.08,25.24,24.43,24.33,24.17,24.01,72.5,83.7,103.3,104.6,120.1,151.1,203.4,252.7,383.9,509.4,584,744,71.7,64.53,46.99,25.58,16.37,10.79,16.4,19.04,21.23,17.02,11.22,7
116,1450,44.3,,48,525.7,478.3,386.5,209.9,158,74.5,107.9,78.2,66.5,57.79,69.51,210.2,242.1,223.2,189.8,117.7,105.4,74.6,81.3,52.47,64,48.67,33.09,31.41,30.1,27.33,25.72,25.06,25.32,24.49,24.33,24.17,24.03,80.6,93,110.8,110.6,128.6,155.5,221.2,263.5,437.1,554.5,631.8,768,65.91,68.48,51,36.85,21.8,14.24,14.02,15,13.39,12.5,10.35,10.54
116,1450,48.3,,52,511.9,487.2,419.3,238.1,184.9,84.9,122.6,83.1,70.5,59.69,70.7,215.6,246.8,220.1,197.9,122.6,114.5,77.9,84.4,53.27,63.67,49.17,33.65,31.91,30.41,27.59,25.82,25.16,25.42,24.53,24.37,24.21,24.03,82.4,94.6,119.6,122.1,143.7,182.8,244,288.2,459.5,559.2,639.1,772,72.1,73.9,48.8,25.72,20.18,11.64,15.06,16,21,19.78,14.32,8.44
116,1450,52.3,,56,523.5,502,423.8,250.5,195.2,90.9,132.4,88.7,74.8,61.17,70.3,219.9,246.2,217.1,204.5,131.5,127.9,88,92.9,56.25,71.2,52.91,35.24,32.61,30.89,27.96,26,25.26,25.52,24.59,24.45,24.25,24.09,80.6,96.9,120.1,122.9,139.3,165.9,226.4,284.4,462.7,541.6,613.7,774,65.17,65.75,47.38,36.48,24.33,17.56,17.22,17.92,21.42,17.82,13.1,9.73
116,1450,56.3,,60,518.6,481.5,400.8,247.6,188.5,91.3,120.8,83.1,69.97,60.51,69.83,229,257.9,231.4,215,140.8,128.4,87.5,90.8,57.04,69.85,52.47,35.93,33.39,31.55,28.48,26.23,25.36,25.64,24.69,24.51,24.31,24.13,82.8,97.5,118.5,123,140.3,179.2,247.6,322.3,504.3,589.6,645,790,65.83,73.7,62.23,42.82,25.92,15.31,17.18,20.58,17.92,12.68,10.06,8.16
116,1451,0.3,,64,547.1,517.1,433.4,272.5,208.1,99.4,131.2,93.4,77.9,64.28,71.6,231.6,264.2,235.3,208.8,138.2,129.1,92.1,93.9,59.76,73.1,55.2,37.33,34.17,32.33,29.02,26.49,25.52,25.84,24.77,24.59,24.35,24.21,85,100,126.3,124.4,143.1,176.8,246.2,311.8,513.7,558.4,638,785,69.72,73.7,55.95,37.43,21.44,13.19,16.61,16.43,13.53,10.39,11.15,11.67
116,1451,4.3,,68,565.5,529.1,453.7,286,217.4,103.7,144.6,95.3,80.2,66.39,79.9,232.1,267.9,235.4,220.2,145.4,130.6,92.2,92.7,61.26,73.4,55.64,37.71,35.09,33.33,29.74,26.85,25.66,25.84,24.81,24.67,24.39,24.23,83.9,96.5,124.9,129.9,149.1,176.4,251,310.2,503.2,564.6,651.1,798,62.58,66.9,49.07,34.21,29.62,15.75,16.66,15.86,15.5,14.46,9.27,5.65
116,1451,8.3,,72,571,526.3,449,287.7,217,104.9,137.2,94.6,81.2,68.51,80.6,236.1,261.4,244.2,229.1,148.2,132,91,92.7,61.29,73.9,56.55,38.07,36.22,34.44,30.55,27.25,25.88,26.17,24.92,24.82,24.51,24.31,91.6,102.6,128.3,134.6,149.1,192.9,258.3,322.8,498.6,566.6,653.8,801,71.4,68.89,51.97,34.88,27.14,14.46,18.76,20.21,21.19,19.31,13.44,9.27
116,1451,12.3,,76,559.3,536.9,456.8,297.9,226.2,108.9,137,96.5,79.5,66.05,72.2,242.7,264.9,244.8,230.3,154,138.5,96.6,100.3,64.12,77.7,57.66,39.11,36.97,35.42,31.33,27.74,26.13,26.49,25.12,24.96,24.66,24.43,87.2,101.4,129.3,133.8,151,201.2,266.7,322.7,518.8,595,668.4,799,63.3,71.7,55.55,36.98,30.65,16.62,17.03,16.34,16.5,13.67,15.31,12.12
116,1451,16.3,,80,569.3,562,493.5,323.1,239.7,115,142.6,102.4,86.3,74.5,82.1,246.1,274,257.1,238.9,163.3,153.2,105.9,105,66.11,83.1,60.83,41.6,38.35,36.7,32.07,28.34,26.19,26.69,25.32,25.04,24.72,24.45,88.7,103.8,135.3,135.1,153.7,196.7,262.1,326.7,514.5,590.3,657.6,809,67.13,74.4,56.77,34.79,24.44,14.52,17.55,14.2,14.64,14.21,13.03,13.43
116,1451,20.3,,84,568.8,578.9,509.3,341.1,260.9,124.3,161.4,107.4,88.7,72.7,79.3,244.8,259.1,236.8,222.6,158.7,153,106,109.1,68.79,82.5,61.74,44.9,40.84,38.65,33.31,29,26.49,26.99,25.52,25.26,24.87,24.57,90.4,102.5,130.2,132.6,154.3,199.2,266.4,327.8,510.8,533.4,631.1,803,69.32,82.7,55.01,33.08,28.29,15.52,16.69,18.3,19.03,15.47,12.17,7.08
116,1451,24.3,,88,553.7,558.2,487.5,334.9,253.3,127.4,157.5,102.1,84.4,72.9,79,259.1,292.5,270.4,254.6,169.4,157.6,107.2,108.5,69.69,85.8,62.7,47.01,42.91,40.76,34.8,29.85,26.95,27.45,25.76,25.48,25.04,24.73,94.2,109.8,138.9,137.7,154.2,189.5,255.7,309.7,475.8,504.7,596.3,730,69.65,61.02,47.33,28.92,18.01,11.29,26.88,37.9,38.68,34.38,22.43,14.94
116,1451,28.3,,92,536.8,537.8,461.1,314.4,234.3,119.5,135.1,92.9,78.9,66.39,72.1,277.3,325.8,299.7,280.7,185.6,170.4,113.7,109.8,70,81.4,61.58,50.04,45.08,43.05,36.62,30.83,27.46,27.96,26.09,25.72,25.22,24.88,91.4,104.2,130.5,131.4,145.9,184.2,250.4,301.5,478.4,516.2,608.8,747,74.4,61.42,40.97,26.88,23.67,12.79,24.11,30.47,40.85,27.2,16.53,11.72
116,1451,32.3,,96,581.6,545.6,455.4,315.7,231.6,120.5,132.7,94.5,80.1,67.67,71.8,282.6,312.2,298.1,272.3,184.1,161.3,111.8,103.6,68.14,76.6,61.07,52.69,47.62,45.54,38.41,31.91,28.14,28.5,26.31,25.96,25.44,25.12,91,103.7,129.2,134.3,154.7,193.5,254.6,305.1,469.6,516.1,601.4,722,59.55,48.35,32.6,20.12,16.82,10.11,47.61,58.3,73.1,45.29,27.15,15.19
116,1451,36.3,,100,496.6,446.8,377.3,275.9,201.2,113.9,121.7,93.4,79.7,66.62,67.94,358.4,416,362.5,324.6,211.4,188.3,121.7,113,71.3,78.2,59.9,53.82,50.18,48.14,40.21,32.83,28.74,28.86,26.61,26.27,25.68,25.32,90.2,103.1,122.3,124.5,138.1,179.5,244.1,292.9,445.6,469.9,557.4,684,61.17,62.33,50.7,30.76,22.71,14.06,22.54,25.86,32.61,32.55,24.39,14.63
116,1451,40.3,,104,544.3,499.1,443.4,305.7,232.2,125.5,154.4,105.5,88.6,75,82.6,322.3,351.2,327.7,310.5,207.1,181.3,121,118.3,74.4,83.9,62.98,57.18,51.94,50.93,42.32,33.77,29.34,29.28,27.09,26.65,25.96,25.54,92.5,106.6,129.6,131.4,158.4,183.9,256.4,307.1,471,536.4,624.5,775,73.6,73.7,57.32,36.46,28.33,16.68,16.05,19.19,17.3,11.28,10.95,8.54
116,1451,44.3,,108,572.7,538.5,485.5,342.3,268.8,135.5,156.2,107.3,91.9,76.7,83.3,306.6,341.6,324.8,295.5,203.2,168.6,117.2,106,73.1,78.2,60.75,59.86,55.15,53.74,44.46,35.12,30.09,29.75,27.49,26.89,26.23,25.8,90.8,102.8,131.3,134.9,153.2,190.2,265,314.8,479.8,538.1,620.1,758,69.25,64.05,42.88,30.3,20.09,12.62,25.63,25.87,27.66,21.54,12.32,8.24
116,1451,48.3,,112,544.4,541.9,474.4,335.6,255.9,134.6,146.6,100.6,84.9,72.1,74.9,312.3,356.3,335,310.4,197.8,167.4,120.3,109.8,72.7,77.9,61.5,62.43,57.42,56.75,46.31,36.67,30.83,30.59,27.9,27.29,26.49,26.01,95.2,112.5,139,143.1,166.8,200.5,266.4,328.1,483,558.5,643.1,779,70.5,73.4,52.07,34.25,20.13,9.47,22.85,26.21,32.91,30.33,23.31,17.94
116,1451,52.3,,116,556.7,539.3,482.5,341.6,253.4,131.3,145.1,103.3,89,75.3,81.4,317.2,381.6,361.3,333.2,221.3,194.8,129.9,121.6,77.2,87.7,65.92,64.81,61.52,59.63,48.52,38.15,31.21,31.33,28.22,27.58,26.77,26.25,95.6,110.1,134.9,134.1,152.1,177.9,243.5,298.5,435.8,475.4,577,690.7,65.69,59.01,32.58,24.1,15.15,11.33,35.32,42.37,52.57,52.03,34.35,22.74
116,1451,56.3,,120,513.2,506.7,437.9,310.5,229.6,129.4,144.3,103,86.2,72.3,74.5,358.7,457.3,409.6,359.5,228,191.7,131.8,119.3,78.6,86.7,64.83,67.41,64.06,62.7,51.13,39.43,31.91,31.71,28.58,27.94,27.07,26.49,90.1,101.3,122.8,120.2,136.7,162.1,234.7,289.1,416.1,429.2,543.5,662.9,42.39,32.59,27.75,19.42,13.05,9.05,32.92,50.44,56.78,35.59,21.66,12.06
116,1452,0.3,,124,477.7,449.1,390.9,288.6,210.3,123.5,127,90.1,80.1,67.96,68.94,377.6,466.5,416.1,372.3,237.7,200.7,135.5,120.7,77.1,81.8,64.32,66.66,65.95,64.77,53.31,40.74,32.77,32.23,28.94,28.38,27.37,26.73,89.1,98.4,121.3,118.5,136.6,160.6,220.5,268.1,401.7,443,532.9,669.5,55.23,53.89,42.01,30.96,17.75,11.49,30.48,36.66,45.86,38.91,30.73,19.66
116,1452,4.3,,128,490.7,471.9,400.1,300.3,223.9,125.6,133.1,95.3,83.9,69.75,72.8,373.9,441.6,402,356.8,232.6,193.3,133.3,120.3,78.2,83.7,64.5,66.98,66.82,67.13,55.01,42.38,33.01,32.83,29.42,28.8,27.74,27.09,86.9,95.4,117.7,114.7,134.1,160.4,211.9,265.1,384,436.6,523.4,650.1,70.5,59.71,38.48,22.08,15.19,10.03,23.89,26.95,24.33,23.32,20.59,15.61
116,1452,8.3,,132,533.9,487.2,424.3,310.6,232.1,130.9,142.7,100.6,85.5,72.5,76.8,366.2,431.4,407.3,376.6,241.8,204,139.2,122.1,79.6,83.7,65.54,73.6,68.83,69.11,56.95,43.69,33.84,33.16,29.69,28.88,27.92,27.26,86.8,98,121.9,121.6,139.7,163.6,217.3,271.8,407.1,430.4,508.9,672.5,50.61,39.67,35.59,27.06,20.38,12.92,33.44,59.03,56.93,47.14,29.07,18.02
116,1452,12.3,,136,507.4,467.5,399.5,299.7,228.4,130.1,140.1,101.5,86.5,75.4,81.5,381.2,452.9,419.9,387.6,257.8,218.8,149.6,133.6,84.9,92.6,69.28,77,72.1,71.6,59.77,45.44,34.92,33.64,29.89,28.94,27.94,27.19,89.7,98.2,123.8,119.8,134.9,157.4,209.5,261.9,399.8,434.3,510.2,686.2,70.6,57.64,41.55,27.48,16.73,11.73,26.25,31.83,26.58,25.9,27.71,14.1
116,1452,16.3,,140,527.3,506.9,432,311.1,234.8,134.3,145.2,106.5,90.8,75.8,82.6,382.5,437.6,410.3,380.7,259.9,216.3,148.1,130.9,84.4,91,68.67,79.8,73.7,73.1,61.92,46.91,35.48,34.36,30.55,29.5,28.26,27.25,87.8,98.5,126,122.6,139.7,168.6,220.6,265.5,402.1,421.9,506.6,683,73,62.33,45.16,38.46,21.18,13.44,29.27,34.11,27.39,24.17,20.42,12.93
116,1452,20.3,,144,551.2,515.5,435.3,305.5,235.9,134.6,152.2,109.8,93.4,80.6,87.4,389.2,450.5,421.8,390.3,258.3,209.9,147.6,132.9,86.6,94.8,71.8,82.4,74.2,75.1,63.87,48.14,36.55,35.12,31.15,30.05,28.68,27.59,90,99.6,122.8,117.7,137.3,163.4,210.6,254.2,381.8,406.5,495.6,659.4,64.23,39.9,30.43,22.44,13.52,9.24,37.4,40.61,43.85,39.13,33.31,20.61
116,1452,24.3,,148,523.3,475.2,407.8,300.2,233.3,135.6,144.8,105.8,89.5,76.7,78.3,407.7,466.5,428.4,390.8,258.6,204.6,142.8,123.2,84.8,88.9,69.14,84.9,76.6,76.9,65.68,49.17,37.65,35.8,31.69,30.57,29.14,28.06,88.3,100.2,123.4,124.1,142.5,166.2,216.5,262.3,391.6,399.8,478.5,640.6,67.41,52.16,27.14,15.89,10.54,6.2,31.59,38.39,34.26,32.83,19.86,12.13
116,1452,28.3,,152,539.7,505.6,420.7,290,217.4,129.7,126,96.4,82.6,71.2,73,404.8,450.3,419.5,373.3,245.6,193.1,137.1,120.8,83.4,86,68.49,86.9,79.1,77.6,67.18,50.68,38.09,36.44,32.29,30.99,29.51,28.44,86.8,95.6,118.5,116,135.6,155.4,203.3,248.1,371.7,394.5,484.1,639.6,67.86,52.82,32.07,22.03,13.19,8.3,29.56,29.52,29.13,23.88,17.52,12.99
116,1452,32.3,,156,550.6,492.3,406.8,286.8,212.4,127.8,123.9,93.3,82.5,70.8,73.2,404.5,435.4,404.4,363.1,244.6,196.6,137.2,118.9,83.4,87.1,68.47,88.6,81.7,78.3,68.42,52.12,38.91,37.23,32.67,31.41,29.89,28.72,83.7,95.3,117.4,112.7,129,154.2,200.3,243,368.3,422,503.4,673.2,82.8,64.23,39.87,24.32,15.03,9.66,23.35,22.68,25.35,16.77,10.65,7.71
116,1452,36.3,,160,602.9,559.4,439.6,301.1,223,131.8,138.8,101,88.3,73.7,76.5,385.8,403.7,367.5,318.3,223.5,174.7,128.4,111.7,82,83.2,67.57,90.5,84.5,80.7,69.68,53.84,40.11,37.62,33.22,31.82,30.31,29.05,85.5,97.2,119.2,115.8,133.9,155.7,210.2,251.3,384.8,466,555.9,741,74.5,54.92,36.89,21.76,13.73,8.44,18.36,16.26,11.98,7.92,6.258,4.123
116,1452,40.3,,164,614.9,588.1,490,319.6,234.3,134.1,141.4,100.7,87.1,74.2,78.2,369.2,376.1,340.2,294.9,212,170.9,127.4,113,82.4,83.8,67.75,91.8,84.5,81.7,70.9,55.42,41.34,38.23,33.76,32.35,30.71,29.38,83.8,93.4,117,113.5,130.6,154.7,213.3,258.2,387.4,463.3,566.7,748,77.8,68.83,45.19,29.35,18.44,10.78,19.21,16.57,12.67,10.13,7.36,4.283
116,1452,44.3,,168,611,576.8,459.8,311.1,227.6,133.6,135.8,99.5,85.7,73,76.2,368.1,377.8,344.5,301.7,211.5,172.2,126.3,111.8,81.2,82.2,67.79,93.1,85.3,82.4,72.1,56.85,42.26,39.11,34.24,32.48,30.95,29.55,82.9,92.1,113,109.7,124.5,149.4,204.9,248.6,372.7,455.6,563.7,747,82.5,60.04,32.77,19.97,10.18,6.618,21.86,19.61,15.38,9.08,6.057,4.517
116,1452,48.3,,172,611.4,541.4,433.7,293.9,213.2,129.7,125.4,94.3,83,72.4,75.7,365,372.2,336.2,284.5,201.1,161.9,121.8,106.3,79.4,78.6,66.03,94.5,85.3,83,72.7,57.3,43.07,40.19,34.76,32.91,31.21,29.73,83.6,93.4,113.8,112.6,129.2,156.9,207.4,254.2,387.4,477.7,584.5,767,81.2,65.91,31.96,19.24,10.69,7.15,21.25,18.57,15.29,9.99,6.753,4.5
116,1452,52.3,,176,616.7,576.6,461.8,302.7,219.5,130,133.4,101.2,89.5,76.5,78,363.7,371.6,329.9,285.1,201.3,164,122.6,107.8,80.6,81.2,67.13,94.4,85.3,84.3,74.2,58.27,43.09,40.58,35.12,33.33,31.61,30.09,87.3,98,117.9,117,134.1,159.4,212.5,258.4,383.2,481.3,591.6,786,79.8,57.13,26.92,15.14,9.33,6.417,19.2,37.16,29.23,17.24,8.36,5.483
116,1452,56.3,,180,618.8,557,435,285.4,203.7,126.9,122.3,92.7,81.7,71.6,72.7,359.4,360.6,321.2,271.4,195.2,156.9,119.9,104.9,78.4,76.7,65.07,98.2,89.8,87,75.3,59.25,44.29,40.94,35.36,33.71,32.03,30.45,84.5,92.9,111.7,109.3,126.7,148.9,199.9,252.2,384.3,476.2,590.4,798,80.9,54.25,30.78,17.79,10.42,6.912,16.77,13.84,9.9,7.75,7.5,6.808
116,1453,0.3,,184,633.6,558.7,431.4,289,211.2,128.6,127.2,96.8,84.2,72.6,74,351.9,346.4,307.4,266.4,192.5,154.1,117.4,103.3,78.7,78.9,66.11,97.7,90.2,87.8,75.9,60.36,45.5,41.06,35.5,33.98,32.29,30.71,84.7,93.1,112.9,112.5,130.1,157.8,209.4,252.1,374.5,457.1,579.4,792,82.4,55.89,30.02,12.98,7.4,4.856,17.83,12.85,7.95,6.543,5.664,3.713
116,1453,4.3,,188,645.8,586.9,453.9,294.3,211.8,127.4,124.9,97.6,83.9,73,72.7,347.4,337.4,300.9,255.1,186.5,149.7,115.8,102,78.5,77.1,64.87,99.2,89.7,89.5,77.2,61.62,46.73,41.42,35.86,34.52,32.72,30.89,82.2,90.4,108,109,125.7,150.6,200.4,242.2,365.8,436.9,566.1,790,86.2,57.53,26.95,14.77,9.26,5.814,22.36,14.91,13.44,10.9,7.66,5.019
116,1453,8.3,,192,635.8,554.8,430,281.7,205.2,127.2,120.5,92.3,79.2,69.34,70.1,352.5,341.8,298.7,251.7,187.1,153.8,117.5,101.9,78.6,77.4,64.07,101.2,93.3,90.2,77.9,61.7,47.37,42.98,36.32,34.8,33.08,31.56,82,89.9,106.5,106.7,122.4,149.5,199.1,241.3,363.4,441.8,565.3,785,77.7,52.72,26.59,13.13,9.48,7.09,18.71,13.07,9.29,8.96,6.497,5.159
116,1453,12.3,,196,648.7,566.8,441.6,287.1,206.6,126.6,125.4,95.5,82.6,70.2,70.6,348.6,341.6,292.3,243.2,182.3,147.7,115.5,100.5,77.3,75.7,64.03,102.3,96.5,91.2,78,61.62,47.9,43.57,37.16,35.32,33.52,31.84,80.8,88.5,106.5,108.7,125.2,148.8,197.9,240.8,358.8,441.4,575,780,74.3,56.19,24.86,12.85,7.8,5.354,19.39,14.21,7.65,6.072,5.402,3.998
116,1453,16.3,,200,635.6,545.8,420.4,276.8,199.7,124.8,122.2,93.2,79.8,68.45,67.18,353.9,343.5,293.7,247.4,183,149.4,115.1,100.7,77.2,75.9,64.28,102.9,98.7,93.3,78.1,62.05,48.18,44.01,37.21,35.6,33.86,32.23,79.1,87.9,104.7,106,123.2,147.4,196.8,236.9,354.1,436.1,568.3,781,73.8,61.99,25.34,14.82,8.65,5.075,19.79,15.17,10.02,7.03,5.107,3.803
116,1453,20.3,,204,648.9,543.4,418.8,269.8,194.8,123.6,116.7,91.2,79.7,68.95,69.54,350.7,331.2,284,242.4,179.4,144.8,112.2,99.1,77,75.3,63.73,105.5,99.4,94.7,79.3,62.25,48.99,44.37,37.81,35.92,34.16,32.39,78,86,102,102.1,118.8,142.2,191.3,235.9,350.5,442.1,577.7,778,65.45,42.65,22.79,13.22,9.5,6.226,18.52,18.04,16.63,6.046,4.492,3.371
116,1453,24.3,,208,655.9,544.7,397.8,259.8,184.6,121.9,113.2,89.2,78.5,68.81,69.79,353.1,336.4,281.8,230.1,174.7,141.6,110.5,97.7,76.5,75.4,63.69,107.7,100.5,95.6,79.6,61.84,48.44,45.08,38.71,36.59,34.52,32.55,77.9,85.4,102.6,101.6,120.3,141.2,185.4,227.1,346.5,433.7,565.7,788,73,42.2,21.48,12.38,7.87,4.574,16.59,8.74,6.07,4.583,4.79,3.802
