Position,0.2 m,0.4 m,0.6 m,0.8 m,1.0 m,1.2 m,1.4 m,1.6 m,1.8 m,2.0 m,2.2 m
0,621.2166667,544.525,477.3166667,336.9583333,256.8375,138.5,148.2708333,102.0583333,85.22166667,72.17791667,75.42333333
0.15,355.5875,353.5791667,289.3708333,190.6958333,143.325,85.34166667,101.4083333,76.94833333,68.66041667,61.115,66.105
0.305,232,215.0083333,172.3208333,110.6666667,89.225,59.94875,69.30583333,54.70291667,51.26708333,48.27875,51.62
0.61,106.0166667,100.6416667,86.08333333,62.15291667,52.87541667,41.79583333,41.1975,36.67666667,34.93916667,34.03166667,36.36666667
