Unit,Min,Sec,skip,Time,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m,TC Surface Offset 0.2m,TC Surface Offset 0.4m,TC Surface Offset 0.6m,TC Surface Offset 0.8m,TC Surface Offset 1.0m,TC Surface Offset 1.2m,TC Surface Offset 1.4m,TC Surface Offset 1.6m,TC Surface Offset 1.8m,TC Surface Offset 2.0m,TC Surface Offset 2.2m,TC Back Center 0.2m,TC Back Center 0.4m,TC Back Center 0.6m,TC Back Center 0.8m,TC Back Center 1.0m,TC Back Center 1.2m,TC Back Center 1.4m,TC Back Center 1.6m,TC Back Center 1.8m,TC Back Center 2.0m,TC Back Center 2.2m,TC Plume 2.4m,TC Plume 2.2m,TC Plume 2.0m,TC Plume 1.8m,TC Plume 1.6m,TC Plume 1.4m,TC Plume 1.2m,TC Plume 1.0m,TC Plume 0.8m,TC Plume 0.6m,TC Plume 0.4m,TC Plume 0.2m,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m
116,1228,34.3,,0,28.69,29.3,28.97,27.12,26.08,25.76,25.49,25.09,24.77,24.61,24.51,27.87,29.1,29.46,27.67,27.02,26.38,26.16,25.57,25.37,25.13,25.09,29.2,29.36,29.66,27.93,26.34,25.74,25.37,24.89,24.73,24.63,24.55,22.79,22.85,22.89,22.91,22.93,23.01,23.05,23.15,23.32,23.62,23.46,23.5,-0.183,-0.226,-0.109,-0.126,-0.043,-0.051,-0.166,-0.092,-0.155,-0.053,0.003,-0.004
116,1228,38.3,,4,35.73,35.99,34.31,28.57,26.86,25.96,25.96,25.29,24.97,24.73,24.65,33.37,34.67,32.75,29.8,27.75,27.59,26.64,26.04,25.51,25.49,25.21,29.32,29.32,29.6,27.91,26.3,25.78,25.33,24.85,24.69,24.65,24.53,25.63,26.6,26.06,26.32,27.61,31.64,32.45,32.15,32.57,39.74,61.91,73.7,11.19,9.08,6.236,3.963,1.639,1.144,8.08,6.183,3.808,1.889,1.154,0.817
116,1228,42.3,,8,64.85,60.96,50.77,36.37,33.95,28.91,38.64,32.89,31.34,29.58,32.81,49.34,51.48,43.15,38.42,31.42,33.51,30,31.12,27.37,30.12,27.71,29.16,29.2,29.56,27.89,26.24,25.78,25.37,24.85,24.73,24.67,24.53,33.35,36.93,36.99,38.52,41.08,49.5,52.39,57.53,59.25,94.8,123.4,124.3,12.61,11.61,8.45,4.213,3.001,2.294,9.37,8.05,8.4,5.069,2.563,2.174
116,1228,46.3,,12,86.5,88.2,72,46.52,43.24,32.55,46.68,37.39,34.47,31.92,36.41,60.27,64.78,54.31,52.09,36.43,41.73,36.31,41.27,30.7,37.87,30.36,29.01,29.09,29.52,27.89,26.26,25.78,25.43,24.87,24.73,24.65,24.57,39.54,44.26,43.48,45.55,49,59.94,65.34,74.7,93.6,157.6,183.3,185.5,13.01,13.54,10.26,5.931,4.347,2.951,9.52,7.22,5.112,3.273,3.158,2.854
116,1228,50.3,,16,106.8,107.1,91,62.14,58.16,37.19,58.38,44.79,42.47,38.08,46.4,71.3,77.3,65.14,61.89,43.18,53.6,43.08,48.09,33.93,43.52,34.09,29.13,29.07,29.52,27.85,26.22,25.69,25.39,24.89,24.73,24.63,24.57,44.4,49.08,50.65,52.07,57.37,74,88.1,104.2,131.9,224.5,280.1,317,24.14,22.69,14.66,7.26,4.744,3.295,15.13,18.96,17.76,12.12,6.336,3.639
116,1228,54.3,,20,135.8,140.9,110.7,69.51,64.57,40.18,66.07,48.63,44.14,40.64,49.52,95.6,134.6,105.9,89,52.02,61.56,46.21,51.94,36.65,47.99,37.17,29.2,29.16,29.44,27.83,26.22,25.62,25.37,24.85,24.69,24.63,24.55,47.04,53,56.56,58.83,66.09,84.4,101.3,113.1,137.5,228.5,314.6,384.6,28.45,18.82,12.6,7.02,5.097,3.565,27.81,27.79,15.11,6.58,4.649,4.106
116,1228,58.3,,24,156.3,145.5,117,68.84,62.68,39.78,55.44,45.15,44.95,40.42,47,114.7,149.2,101.5,84.5,51.16,54.43,44.04,47.22,36.41,44.58,36.29,28.93,29.18,29.42,27.81,26.22,25.66,25.41,24.81,24.69,24.59,24.53,50.91,57.19,60.55,61.18,68.9,86.7,105.3,121.5,154.8,248.8,381.8,473.9,24.03,27.39,15.04,7.33,4.637,3.669,15.1,14.87,11.58,7.45,6.272,5.378
116,1229,2.3,,28,168.5,167.7,144.6,83.3,72,43.05,69.48,50.67,45.14,41.34,48.27,120.2,161,118.2,103.5,60.26,67.49,52.34,58.15,40.44,53.74,40.42,28.96,29.1,29.4,27.83,26.28,25.74,25.46,24.81,24.69,24.61,24.51,52.24,60,68.79,70.4,75.1,94.5,113.6,130.7,172.6,280.8,429.9,532.7,28.53,25.06,15.3,10.63,6.485,4.475,20.04,29.58,28.5,19.05,7.6,5.975
116,1229,6.3,,32,182.3,182,144.8,87.5,76.5,45.61,71.2,52.14,46.71,43.43,51.84,137.7,193.6,149.8,119.2,66.07,72.6,54.63,63.47,41.84,53.86,41.06,28.96,29.1,29.36,27.79,26.24,25.74,25.46,24.85,24.69,24.61,24.49,54.33,61.04,68.31,68.94,75,90.6,114.9,135.7,179.6,285.4,441.3,535.2,30.77,21.56,12.26,6.367,4.528,3.325,18.4,18.39,13.65,7.65,5.147,4.43
116,1229,10.3,,36,184.1,173.1,135.3,86,74.7,44.94,62.94,49.25,44.56,40.88,45.81,149.9,181.6,138.3,112.4,66.94,68.12,53.15,59.17,42.18,51.01,40.74,29.04,29.12,29.36,27.79,26.2,25.74,25.58,24.87,24.71,24.61,24.53,56.31,61.9,69.89,72.8,80.7,104.2,123.2,146.6,195.6,307.9,466.6,565.7,32.16,33.36,17.35,10.83,6.916,4.429,18.22,18.62,14.62,9.06,6.374,4.484
