Panel,Channel,Device Name,Type,X,Y,Z,Serial Number,Calibration Slope,Calibration Intercept,Test Specific Name
SC1Mod4,17,BDP_A7_2,Voltage,,,0.34 m BS,6_4,99.52,-248.8,BDP 7 0.34 m BS
SC1Mod4,18,BDP_A7_3,Voltage,,,0.61 m BS,6_4,99.52,-248.8,BDP 7 0.61 m BS
SC1Mod4,19,BDP_A7_4,Voltage,,,0.88 m BS,6_4,99.52,-248.8,BDP 7 0.88 m BS
SC1Mod4,20,BDP_A7_5,Voltage,,,1.15 m BS,6_4,99.52,-248.8,BDP 7 1.15 m BS
SC1Mod4,21,BDP_A7_6,Voltage,,,1.42 m BS,6_4,99.52,-248.8,BDP 7 1.42 m BS
SC1Mod4,22,BDP_A7_7,Voltage,,,1.68 m BS,3_3,99.52,-248.8,BDP 7 1.68 m BS
SC1Mod4,23,BDP_A7_8,Voltage,,,1.95 m BS,3_3,99.52,-248.8,BDP 7 1.95 m BS
SC1Mod4,24,BDP_A8_1,Voltage,,,0.08 m BS,6_1,99.52,-248.8,BDP 8 0.08 m BS
SC1Mod4,25,BDP_A8_2,Voltage,,,0.34 m BS,6_1,99.52,-248.8,BDP 8 0.34 m BS
SC1Mod4,26,BDP_A8_3,Voltage,,,0.61 m BS,6_1,99.52,-248.8,BDP 8 0.61 m BS
SC1Mod4,27,BDP_A8_4,Voltage,,,0.88 m BS,6_1,99.52,-248.8,BDP 8 0.88 m BS
SC1Mod4,28,BDP_A8_5,Voltage,,,1.15 m BS,6_1,99.52,-248.8,BDP 8 1.15 m BS
SC1Mod4,29,BDP_A8_6,Voltage,,,1.42 m BS,6_1,99.52,-248.8,BDP 8 1.42 m BS
SC1Mod4,30,BDP_A8_7,Voltage,,,1.68 m BS,3_8,99.52,-248.8,BDP 8 1.68 m BS
SC1Mod4,31,BDP_A8_8,Voltage,,,1.95 m BS,3_8,99.52,-248.8,BDP 8 1.95 m BS
SC1Mod5,0,BDP_A6_1,Voltage,,,0.30 m BS,6_7,99.52,-248.8,BDP 6 0.30 m BS
SC1Mod5,1,BDP_A6_2,Voltage,,,0.60 m BS,6_7,99.52,-248.8,BDP 6 0.60 m BS
SC1Mod5,2,BDP_A6_3,Voltage,,,0.90 m BS,6_7,99.52,-248.8,BDP 6 0.90 m BS
SC1Mod5,3,BDP_A6_4,Voltage,,,1.20 m BS,6_7,99.52,-248.8,BDP 6 1.20 m BS
SC1Mod5,4,BDP_A6_5,Voltage,,,1.50 m BS,6_7,99.52,-248.8,BDP 6 1.50 m BS
SC1Mod5,5,BDP_A6_6,Voltage,,,1.80 m BS,6_7,99.52,-248.8,BDP 6 1.80 m BS
SC1Mod5,6,BDP_A9_1,Voltage,,,0.08 m BS,6_5,99.52,-248.8,BDP 9 0.08 m BS
SC1Mod5,7,BDP_A9_2,Voltage,,,0.34 m BS,6_5,99.52,-248.8,BDP 9 0.34 m BS
SC1Mod5,8,BDP_A9_3,Voltage,,,0.61 m BS,6_5,99.52,-248.8,BDP 9 0.61 m BS
SC1Mod5,9,BDP_A9_4,Voltage,,,0.88 m BS,6_5,99.52,-248.8,BDP 9 0.88 m BS
SC1Mod5,10,BDP_A9_5,Voltage,,,1.15 m BS,6_5,99.52,-248.8,BDP 9 1.15 m BS
SC1Mod5,11,BDP_A9_6,Voltage,,,1.42 m BS,6_5,99.52,-248.8,BDP 9 1.42 m BS
SC1Mod5,12,BDP_A9_7,Voltage,,,1.68 m BS,3_6,99.52,-248.8,BDP 9 1.68 m BS
SC1Mod5,13,BDP_A9_8,Voltage,,,1.95 m BS,3_6,99.52,-248.8,BDP 9 1.95 m BS
SC1Mod5,14,BDP_A10_1,Voltage,,,Vertical Vent,,99.52,-248.8,BDP 10 1
SC1Mod5,15,BDP_A10_2,Voltage,,,Vertical Vent,,99.52,-248.8,BDP 10 2
SC1Mod5,16,BDP_A10_3,Voltage,,,Vertical Vent,,99.52,-248.8,BDP 10 3
SC1Mod5,17,HF_A1,Voltage,,,0.15 m AF,146131,10964.91,0,Heat Flux 1 0.15 m AF
SC1Mod5,18,RAD_A1,Voltage,,,0.15 m AF,91834,12220.91,0,Radiometer 1 0.15 m AF
SC1Mod5,19,HF_A2,Voltage,,,0.15 m AF,150792,11210.76,0,Heat Flux 2 0.15 m AF
SC1Mod5,20,RAD_A2,Voltage,,,0.15 m AF,179084,11350.74,0,Radiometer 2 0.15 m AF
SC1Mod5,21,HF_A3,Voltage,,,0.15 m AF,150313,5537.1,0,Heat Flux 3 0.15 m AF
SC1Mod5,22,RAD_A3,Voltage,,,0.15 m AF,179083,11350.74,0,Radiometer 3 0.15 m AF
SC1Mod5,23,HF_A4,Voltage,,,0.15 m AF,146502,6613.76,0,Heat Flux 4 0.15 m AF
SC1Mod5,24,RAD_A4,Voltage,,,0.15 m AF,179082,5274.26,0,Radiometer 4 0.15 m AF
SC1Mod5,25,HF_A5,Voltage,,,0.15 m AF,90321,2976.19,0,Heat Flux 4 0.15 m AF
SC1Mod5,26,RAD_A5,Voltage,,,0.15 m AF,179081,6242.2,0,Radiometer 4 0.15 m AF
SC1Mod5,27,,,,,,,,,
SC1Mod5,28,TC_Ignition,TC,,,,,,,TC Ignition
SC1Mod5,29,TC_A15_1,TC,,,,,,,TC 15 1
SC1Mod5,30,TC_A15_2,TC,,,,,,,TC 15 2
SC1Mod5,31,TC_A15_3,TC,,,,,,,TC 15 3
SC1Mod6,0,TC_A1_1,TC,,,0.03 m BC,,,,TC 1 0.03 m BC
SC1Mod6,1,TC_A1_2,TC,,,0.30 m BC,,,,TC 1 0.30 m BC
SC1Mod6,2,TC_A1_3,TC,,,0.61 m BC,,,,TC 1 0.61 m BC
SC1Mod6,3,TC_A1_4,TC,,,0.91 m BC,,,,TC 1 0.91 m BC
SC1Mod6,4,TC_A1_5,TC,,,1.22 m BC,,,,TC 1 1.22 m BC
SC1Mod6,5,TC_A1_6,TC,,,1.52 m BC,,,,TC 1 1.52 m BC
SC1Mod6,6,TC_A1_7,TC,,,1.83 m BC,,,,TC 1 1.83 m BC
SC1Mod6,7,TC_A1_8,TC,,,2.13 m BC,,,,TC 1 2.13 m BC
SC1Mod6,8,TC_A2_1,TC,,,0.03 m BC,,,,TC 2 0.03 m BC
SC1Mod6,9,TC_A2_2,TC,,,0.30 m BC,,,,TC 2 0.30 m BC
SC1Mod6,10,TC_A2_3,TC,,,0.61 m BC,,,,TC 2 0.61 m BC
SC1Mod6,11,TC_A2_4,TC,,,0.91 m BC,,,,TC 2 0.91 m BC
SC1Mod6,12,TC_A2_5,TC,,,1.22 m BC,,,,TC 2 1.22 m BC
SC1Mod6,13,TC_A2_6,TC,,,1.52 m BC,,,,TC 2 1.52 m BC
SC1Mod6,14,TC_A2_7,TC,,,1.83 m BC,,,,TC 2 1.83 m BC
SC1Mod6,15,TC_A2_8,TC,,,2.13 m BC,,,,TC 2 2.13 m BC
SC1Mod6,16,TC_A3_1,TC,,,0.03 m BC,,,,TC 3 0.03 m BC
SC1Mod6,17,TC_A3_2,TC,,,0.30 m BC,,,,TC 3 0.30 m BC
SC1Mod6,18,TC_A3_3,TC,,,0.61 m BC,,,,TC 3 0.61 m BC
SC1Mod6,19,TC_A3_4,TC,,,0.91 m BC,,,,TC 3 0.91 m BC
SC1Mod6,20,TC_A3_5,TC,,,1.22 m BC,,,,TC 3 1.22 m BC
SC1Mod6,21,TC_A3_6,TC,,,1.52 m BC,,,,TC 3 1.52 m BC
SC1Mod6,22,TC_A3_7,TC,,,1.83 m BC,,,,TC 3 1.83 m BC
SC1Mod6,23,TC_A3_8,TC,,,2.13 m BC,,,,TC 3 2.13 m BC
SC1Mod6,24,TC_A8_1,TC,,,0.03 m BC,,,,TC 8 0.03 m BC
SC1Mod6,25,TC_A8_2,TC,,,0.30 m BC,,,,TC 8 0.30 m BC
SC1Mod6,26,TC_A8_3,TC,,,0.61 m BC,,,,TC 8 0.61 m BC
SC1Mod6,27,TC_A8_4,TC,,,0.91 m BC,,,,TC 8 0.91 m BC
SC1Mod6,28,TC_A8_5,TC,,,1.22 m BC,,,,TC 8 1.22 m BC
SC1Mod6,29,TC_A8_6,TC,,,1.52 m BC,,,,TC 8 1.52 m BC
SC1Mod6,30,TC_A8_7,TC,,,1.83 m BC,,,,TC 8 1.83 m BC
SC1Mod6,31,TC_A8_8,TC,,,2.13 m BC,,,,TC 8 2.13 m BC
SC1Mod7,0,TC_A5_1,TC,,,0.08 m BS,,,,TC 5 0.08 m BS
SC1Mod7,1,TC_A5_2,TC,,,0.34 m BS,,,,TC 5 0.34 m BS
SC1Mod7,2,TC_A5_3,TC,,,0.61 m BS,,,,TC 5 0.61 m BS
SC1Mod7,3,TC_A5_4,TC,,,0.88 m BS,,,,TC 5 0.88 m BS
SC1Mod7,4,TC_A5_5,TC,,,1.15 m BS,,,,TC 5 1.15 m BS
SC1Mod7,5,TC_A5_6,TC,,,1.42 m BS,,,,TC 5 1.42 m BS
SC1Mod7,6,TC_A5_7,TC,,,1.68 m BS,,,,TC 5 1.68 m BS
SC1Mod7,7,TC_A5_8,TC,,,1.95 m BS,,,,TC 5 1.95 m BS
SC1Mod7,8,TC_A6_1,TC,,,0.08 m BS,,,,TC 6 0.08 m BS
SC1Mod7,9,TC_A6_2,TC,,,0.34 m BS,,,,TC 6 0.34 m BS
SC1Mod7,10,TC_A6_3,TC,,,0.61 m BS,,,,TC 6 0.61 m BS
SC1Mod7,11,TC_A6_4,TC,,,0.88 m BS,,,,TC 6 0.88 m BS
SC1Mod7,12,TC_A6_5,TC,,,1.15 m BS,,,,TC 6 1.15 m BS
SC1Mod7,13,TC_A6_6,TC,,,1.42 m BS,,,,TC 6 1.42 m BS
SC1Mod7,14,TC_A6_7,TC,,,1.68 m BS,,,,TC 6 1.68 m BS
SC1Mod7,15,TC_A6_8,TC,,,1.95 m BS,,,,TC 6 1.95 m BS
SC1Mod7,16,TC_A9_1,TC,,,0.03 m BC,,,,TC 9 0.03 m BC
SC1Mod7,17,TC_A9_2,TC,,,0.30 m BC,,,,TC 9 0.30 m BC
SC1Mod7,18,TC_A9_3,TC,,,0.61 m BC,,,,TC 9 0.61 m BC
SC1Mod7,19,TC_A9_4,TC,,,0.91 m BC,,,,TC 9 0.91 m BC
SC1Mod7,20,TC_A9_5,TC,,,1.22 m BC,,,,TC 9 1.22 m BC
SC1Mod7,21,TC_A9_6,TC,,,1.52 m BC,,,,TC 9 1.52 m BC
SC1Mod7,22,TC_A9_7,TC,,,1.83 m BC,,,,TC 9 1.83 m BC
SC1Mod7,23,TC_A9_8,TC,,,2.13 m BC,,,,TC 9 2.13 m BC
SC1Mod7,24,TC_A10_1,TC,,,0.08 m BS,,,,TC 10 0.08 m BS
SC1Mod7,25,TC_A10_2,TC,,,0.34 m BS,,,,TC 10 0.34 m BS
SC1Mod7,26,TC_A10_3,TC,,,0.61 m BS,,,,TC 10 0.61 m BS
SC1Mod7,27,TC_A10_4,TC,,,0.88 m BS,,,,TC 10 0.88 m BS
SC1Mod7,28,TC_A10_5,TC,,,1.15 m BS,,,,TC 10 1.15 m BS
SC1Mod7,29,TC_A10_6,TC,,,1.42 m BS,,,,TC 10 1.42 m BS
SC1Mod7,30,TC_A10_7,TC,,,1.68 m BS,,,,TC 10 1.68 m BS
SC1Mod7,31,TC_A10_8,TC,,,1.95 m BS,,,,TC 10 1.95 m BS
SC1Mod8,0,TC_A7_1,TC,,,0.03 m BC,,,,TC 7 0.03 m BC
SC1Mod8,1,TC_A7_2,TC,,,0.30 m BC,,,,TC 7 0.30 m BC
SC1Mod8,2,TC_A7_3,TC,,,0.61 m BC,,,,TC 7 0.61 m BC
SC1Mod8,3,TC_A7_4,TC,,,0.91 m BC,,,,TC 7 0.91 m BC
SC1Mod8,4,TC_A7_5,TC,,,1.22 m BC,,,,TC 7 1.22 m BC
SC1Mod8,5,TC_A7_6,TC,,,1.52 m BC,,,,TC 7 1.52 m BC
SC1Mod8,6,TC_A7_7,TC,,,1.83 m BC,,,,TC 7 1.83 m BC
SC1Mod8,7,TC_A7_8,TC,,,2.13 m BC,,,,TC 7 2.13 m BC
SC1Mod8,8,TC_A11_1,TC,,,0.08 m BS,,,,TC 11 0.08 m BS
SC1Mod8,9,TC_A11_2,TC,,,0.34 m BS,,,,TC 11 0.34 m BS
SC1Mod8,10,TC_A11_3,TC,,,0.61 m BS,,,,TC 11 0.61 m BS
SC1Mod8,11,TC_A11_4,TC,,,0.88 m BS,,,,TC 11 0.88 m BS
SC1Mod8,12,TC_A11_5,TC,,,1.15 m BS,,,,TC 11 1.15 m BS
SC1Mod8,13,TC_A11_6,TC,,,1.42 m BS,,,,TC 11 1.42 m BS
SC1Mod8,14,TC_A11_7,TC,,,1.68 m BS,,,,TC 11 1.68 m BS
SC1Mod8,15,TC_A11_8,TC,,,1.95 m BS,,,,TC 11 1.95 m BS
SC1Mod8,16,TC_A12_1,TC,,,,,,,
SC1Mod8,17,TC_A12_2,TC,,,,,,,
SC1Mod8,18,TC_A12_3,TC,,,,,,,
SC1Mod8,19,TC_A12_4,TC,,,,,,,
SC1Mod8,20,TC_A12_5,TC,,,,,,,
SC1Mod8,21,TC_A12_6,TC,,,,,,,
SC1Mod8,22,TC_A12_7,TC,,,,,,,
SC1Mod8,23,TC_A12_8,TC,,,,,,,
SC1Mod8,24,TC_A4_1,TC,,,0.08 m BS,,,,TC 4 0.08 m BS
SC1Mod8,25,TC_A4_2,TC,,,0.34 m BS,,,,TC 4 0.34 m BS
SC1Mod8,26,TC_A4_3,TC,,,0.61 m BS,,,,TC 4 0.61 m BS
SC1Mod8,27,TC_A4_4,TC,,,0.88 m BS,,,,TC 4 0.88 m BS
SC1Mod8,28,TC_A4_5,TC,,,1.15 m BS,,,,TC 4 1.15 m BS
SC1Mod8,29,TC_A4_6,TC,,,1.42 m BS,,,,TC 4 1.42 m BS
SC1Mod8,30,TC_A4_7,TC,,,1.68 m BS,,,,TC 4 1.68 m BS
SC1Mod8,31,TC_A4_8,TC,,,1.95 m BS,,,,TC 4 1.95 m BS
SC1Mod9,0,TC_A13_1,TC,,,0.08 m BS,,,,TC 13 0.08 m BS
SC1Mod9,1,TC_A13_2,TC,,,0.34 m BS,,,,TC 13 0.34 m BS
SC1Mod9,2,TC_A13_3,TC,,,0.61 m BS,,,,TC 13 0.61 m BS
SC1Mod9,3,TC_A13_4,TC,,,0.88 m BS,,,,TC 13 0.88 m BS
SC1Mod9,4,TC_A13_5,TC,,,1.15 m BS,,,,TC 13 1.15 m BS
SC1Mod9,5,TC_A13_6,TC,,,1.42 m BS,,,,TC 13 1.42 m BS
SC1Mod9,6,TC_A13_7,TC,,,1.68 m BS,,,,TC 13 1.68 m BS
SC1Mod9,7,TC_A13_8,TC,,,1.95 m BS,,,,TC 13 1.95 m BS
SC1Mod9,8,TC_A14_1,TC,,,0.08 m BS,,,,TC 14 0.08 m BS
SC1Mod9,9,TC_A14_2,TC,,,0.34 m BS,,,,TC 14 0.34 m BS
SC1Mod9,10,TC_A14_3,TC,,,0.61 m BS,,,,TC 14 0.61 m BS
SC1Mod9,11,TC_A14_4,TC,,,0.88 m BS,,,,TC 14 0.88 m BS
SC1Mod9,12,TC_A14_5,TC,,,1.15 m BS,,,,TC 14 1.15 m BS
SC1Mod9,13,TC_A14_6,TC,,,1.42 m BS,,,,TC 14 1.42 m BS
SC1Mod9,14,TC_A14_7,TC,,,1.68 m BS,,,,TC 14 1.68 m BS
SC1Mod9,15,TC_A14_8,TC,,,1.95 m BS,,,,TC 14 1.95 m BS
SC1Mod9,16,,,,,,,,,
SC1Mod9,17,CO_A,Voltage,,,,A,1,0,CO Gas Analyzer A
SC1Mod9,18,CO2_A,Voltage,,,,A,2,0,CO2 Gas Analyzer A
SC1Mod9,19,O2_A,Voltage,,,,A,20,0,O2 Gas Analyzer A
SC1Mod9,20,CO_B,Voltage,,,,B,1,0,CO Gas Analyzer B
SC1Mod9,21,CO2_B,Voltage,,,,B,2,0,CO2 Gas Analyzer B
SC1Mod9,22,O2_B,Voltage,,,,B,20,0,O2 Gas Analyzer B
SC1Mod9,23,HF_1_V,Voltage,,,0.3 m AF,,,0,Heat Flux 1 V
SC1Mod9,24,HF_1_H,Voltage,,,0.3 m AF,,,0,Heat Flux 1 H
SC1Mod9,25,HF_2_V,Voltage,,,0.3 m AF,,,0,Heat Flux 2 V
SC1Mod9,26,HF_2_H,Voltage,,,0.3 m AF,,,0,Heat Flux 2 H
SC1Mod9,27,HF_3_V,Voltage,,,0.3 m AF,,,0,Heat Flux 3 V
SC1Mod9,28,HF_3_H,Voltage,,,0.3 m AF,,,0,Heat Flux 3 H
SC1Mod9,29,BDP_A15_1,Voltage,,,,,99.52,-248.8,BDP 15 1
SC1Mod9,30,BDP_A15_2,Voltage,,,,,99.52,-248.8,BDP 15 2
SC1Mod9,31,BDP_A15_3,Voltage,,,,,99.52,-248.8,BDP 15 3
SC1Mod10,0,BDP_A4_1,Voltage,,,0.08 m BS,,99.52,-248.8,BDP 4 0.08 m BS
SC1Mod10,1,BDP_A4_2,Voltage,,,0.34 m BS,,99.52,-248.8,BDP 4 0.34 m BS
SC1Mod10,2,BDP_A4_3,Voltage,,,0.61 m BS,,99.52,-248.8,BDP 4 0.61 m BS
SC1Mod10,3,BDP_A4_4,Voltage,,,0.88 m BS,,99.52,-248.8,BDP 4 0.88 m BS
SC1Mod10,4,BDP_A4_5,Voltage,,,1.15 m BS,,99.52,-248.8,BDP 4 1.15 m BS
SC1Mod10,5,BDP_A4_6,Voltage,,,1.42 m BS,,99.52,-248.8,BDP 4 1.42 m BS
SC1Mod10,6,BDP_A4_7,Voltage,,,1.68 m BS,,99.52,-248.8,BDP 4 1.68 m BS
SC1Mod10,7,BDP_A4_8,Voltage,,,1.95 m BS,,99.52,-248.8,BDP 4 1.95 m BS
SC1Mod10,8,BDP_A5_1,Voltage,,,0.08 m BS,,99.52,-248.8,BDP 5 0.08 m BS
SC1Mod10,9,BDP_A5_2,Voltage,,,0.34 m BS,,99.52,-248.8,BDP 5 0.34 m BS
SC1Mod10,10,BDP_A5_3,Voltage,,,0.61 m BS,,99.52,-248.8,BDP 5 0.61 m BS
SC1Mod10,11,BDP_A5_4,Voltage,,,0.88 m BS,,99.52,-248.8,BDP 5 0.88 m BS
SC1Mod10,12,BDP_A5_5,Voltage,,,1.15 m BS,,99.52,-248.8,BDP 5 1.15 m BS
SC1Mod10,13,BDP_A5_6,Voltage,,,1.42 m BS,,99.52,-248.8,BDP 5 1.42 m BS
SC1Mod10,14,BDP_A5_7,Voltage,,,1.68 m BS,,99.52,-248.8,BDP 5 1.68 m BS
SC1Mod10,15,BDP_A5_8,Voltage,,,1.95 m BS,,99.52,-248.8,BDP 5 1.95 m BS
SC1Mod10,16,BDP_A6_1,Voltage,,,0.08 m BS,,99.52,-248.8,BDP 6 0.08 m BS
SC1Mod10,17,BDP_A6_2,Voltage,,,0.34 m BS,,99.52,-248.8,BDP 6 0.34 m BS
SC1Mod10,18,BDP_A6_3,Voltage,,,0.61 m BS,,99.52,-248.8,BDP 6 0.61 m BS
SC1Mod10,19,BDP_A6_4,Voltage,,,0.88 m BS,,99.52,-248.8,BDP 6 0.88 m BS
SC1Mod10,20,BDP_A6_5,Voltage,,,1.15 m BS,,99.52,-248.8,BDP 6 1.15 m BS
SC1Mod10,21,BDP_A6_6,Voltage,,,1.42 m BS,,99.52,-248.8,BDP 6 1.42 m BS
SC1Mod10,22,BDP_A6_7,Voltage,,,1.68 m BS,,99.52,-248.8,BDP 6 1.68 m BS
SC1Mod10,23,BDP_A6_8,Voltage,,,1.95 m BS,,99.52,-248.8,BDP 6 1.95 m BS
SC1Mod10,24,BDP_A10_1,Voltage,,,0.08 m BS,,99.52,-248.8,BDP 10 0.08 m BS
SC1Mod10,25,BDP_A10_2,Voltage,,,0.34 m BS,,99.52,-248.8,BDP 10 0.34 m BS
