Day of the Week ,Date Time ,Outside Temperature TX1 (°F),Outside Humidity TX1 (%),Wind Speed TX1 (mph),High Wind Speed TX1 (mph),Dominant Wind Dir TX1,Rain Amount TX1 (in),Outside Temperature TX2 (°F),Outside Humidity TX2 (%),Wind Speed TX2 (mph),High Wind Speed TX2 (mph),Dominant Wind Dir TX2,Rain Amount TX2 (in),Inside Temperature (°F),Inside Humidity (%),Barometric Pressure (in)
Mon, 07-07-2014 00:00:00,77.9,65,0.0,0.0,,0.00,77.6,65,0.0,0.0,,0.00,79.8,50,29.93
Mon, 07-07-2014 00:01:00,77.9,65,0.0,0.0,,0.00,77.6,65,0.0,0.0,,0.00,79.8,50,29.93
Mon, 07-07-2014 00:02:00,77.9,65,0.0,0.0,,0.00,77.6,65,0.0,0.0,,0.00,79.8,50,29.93
Mon, 07-07-2014 00:03:00,77.9,65,0.0,0.0,,0.00,77.6,65,0.0,0.0,,0.00,79.8,50,29.92
Mon, 07-07-2014 00:04:00,77.8,65,0.0,0.0,,0.00,77.6,65,0.0,0.0,,0.00,79.7,50,29.92
Mon, 07-07-2014 00:05:00,77.8,65,0.0,0.0,,0.00,77.6,65,0.0,0.0,,0.00,79.7,50,29.92
Mon, 07-07-2014 00:06:00,77.8,65,0.0,0.0,,0.00,77.6,65,0.0,0.0,,0.00,79.7,50,29.92
Mon, 07-07-2014 00:07:00,77.8,65,0.0,0.0,,0.00,77.6,65,0.0,0.0,,0.00,79.7,50,29.92
Mon, 07-07-2014 00:08:00,77.8,65,0.0,0.0,,0.00,77.6,65,0.0,0.0,,0.00,79.7,50,29.92
Mon, 07-07-2014 00:09:00,77.8,65,0.0,0.0,,0.00,77.6,65,0.0,0.0,,0.00,79.7,50,29.92
Mon, 07-07-2014 00:10:00,77.8,65,0.0,0.0,,0.00,77.6,65,0.0,0.0,,0.00,79.6,50,29.92
Mon, 07-07-2014 00:11:00,77.8,65,0.0,0.0,,0.00,77.6,65,0.0,0.0,,0.00,79.6,50,29.92
Mon, 07-07-2014 00:12:00,77.8,65,0.0,0.0,,0.00,77.6,65,0.0,0.0,,0.00,79.6,50,29.92
Mon, 07-07-2014 00:13:00,77.8,65,0.0,0.0,,0.00,77.6,65,0.0,0.0,,0.00,79.6,50,29.92
Mon, 07-07-2014 00:14:00,77.8,65,0.0,0.0,,0.00,77.6,65,0.0,0.0,,0.00,79.6,50,29.92
Mon, 07-07-2014 00:15:00,77.8,65,0.0,0.0,,0.00,77.6,65,0.0,0.0,,0.00,79.5,50,29.92
Mon, 07-07-2014 00:16:00,77.8,65,0.0,0.0,,0.00,77.5,65,0.0,0.0,,0.00,79.5,50,29.92
Mon, 07-07-2014 00:17:00,77.8,65,0.0,0.0,,0.00,77.5,65,0.0,0.0,,0.00,79.5,50,29.92
Mon, 07-07-2014 00:18:00,77.8,65,0.0,0.0,,0.00,77.5,65,0.0,0.0,,0.00,79.5,50,29.92
Mon, 07-07-2014 00:19:00,77.8,65,0.0,0.0,,0.00,77.5,65,0.0,0.0,,0.00,79.5,50,29.92
Mon, 07-07-2014 00:20:00,77.8,65,0.0,0.0,,0.00,77.5,65,0.0,0.0,,0.00,79.5,50,29.92
Mon, 07-07-2014 00:21:00,77.8,65,0.0,0.0,,0.00,77.5,65,0.0,0.0,,0.00,79.4,50,29.92
Mon, 07-07-2014 00:22:00,77.8,65,0.0,0.0,,0.00,77.5,65,0.0,0.0,,0.00,79.4,50,29.92
Mon, 07-07-2014 00:23:00,77.7,66,0.0,0.0,,0.00,77.5,65,0.0,0.0,,0.00,79.4,50,29.92
Mon, 07-07-2014 00:24:00,77.7,66,0.0,0.0,,0.00,77.5,65,0.0,0.0,,0.00,79.4,50,29.92
