Day of the Week ,Date Time ,Outside Temperature TX1 (°F),Outside Humidity TX1 (%),Wind Speed TX1 (mph),High Wind Speed TX1 (mph),Dominant Wind Dir TX1,Rain Amount TX1 (in),Outside Temperature TX2 (°F),Outside Humidity TX2 (%),Wind Speed TX2 (mph),High Wind Speed TX2 (mph),Dominant Wind Dir TX2,Rain Amount TX2 (in),Inside Temperature (°F),Inside Humidity (%),Barometric Pressure (in)
Thu, 06-26-2014 00:00:00,71.4,90,1.8,3.0,SSE,0.00,71.5,90,0.8,2.0,SE,0.00,81.8,65,29.84
Thu, 06-26-2014 00:01:00,71.3,90,3.3,4.0,SE,0.00,71.5,90,1.5,2.0,SE,0.00,81.8,66,29.84
Thu, 06-26-2014 00:02:00,71.3,90,2.2,3.0,SE,0.00,71.5,90,1.8,3.0,ESE,0.00,81.8,66,29.84
Thu, 06-26-2014 00:03:00,71.3,90,2.8,5.0,ESE,0.00,71.4,90,0.8,2.0,ESE,0.00,81.7,66,29.84
Thu, 06-26-2014 00:04:00,71.3,91,3.1,4.0,SE,0.00,71.4,90,0.5,1.0,E,0.00,81.7,66,29.83
Thu, 06-26-2014 00:05:00,71.2,91,2.4,3.0,ESE,0.00,71.3,90,0.6,1.0,E,0.00,81.7,66,29.83
Thu, 06-26-2014 00:06:00,71.2,91,1.8,3.0,ESE,0.00,71.3,90,1.1,2.0,E,0.00,81.6,66,29.83
Thu, 06-26-2014 00:07:00,71.2,91,1.5,2.0,ESE,0.00,71.3,90,1.7,3.0,E,0.00,81.6,66,29.83
Thu, 06-26-2014 00:08:00,71.2,91,2.1,3.0,ENE,0.00,71.2,90,1.1,2.0,ENE,0.00,81.6,66,29.83
Thu, 06-26-2014 00:09:00,71.2,91,2.1,3.0,ENE,0.00,71.2,90,1.9,3.0,NE,0.00,81.5,66,29.82
Thu, 06-26-2014 00:10:00,71.2,91,1.4,3.0,ENE,0.00,71.2,90,2.3,3.0,ENE,0.00,81.5,66,29.82
Thu, 06-26-2014 00:11:00,71.2,91,2.1,3.0,E,0.00,71.1,90,1.7,3.0,NE,0.00,81.5,66,29.82
Thu, 06-26-2014 00:12:00,71.1,91,2.3,3.0,ENE,0.00,71.1,90,1.5,3.0,NE,0.00,81.5,66,29.82
Thu, 06-26-2014 00:13:00,71.1,91,1.5,3.0,E,0.00,71.0,90,2.3,4.0,ENE,0.00,81.4,66,29.82
Thu, 06-26-2014 00:14:00,71.1,91,1.4,3.0,E,0.00,71.0,90,1.1,4.0,E,0.00,81.4,66,29.82
Thu, 06-26-2014 00:15:00,71.1,91,0.7,2.0,E,0.00,71.0,90,1.1,2.0,E,0.00,81.4,66,29.81
Thu, 06-26-2014 00:16:00,71.0,91,1.9,3.0,ESE,0.00,70.9,90,0.4,2.0,E,0.00,81.4,66,29.81
Thu, 06-26-2014 00:17:00,71.0,91,1.7,4.0,ESE,0.00,70.9,90,1.8,3.0,ESE,0.00,81.3,66,29.81
Thu, 06-26-2014 00:18:00,71.0,91,2.6,4.0,ESE,0.00,70.9,91,0.9,2.0,ENE,0.00,81.3,66,29.81
Thu, 06-26-2014 00:19:00,71.0,91,1.5,2.0,SE,0.00,70.9,91,0.4,2.0,ESE,0.00,81.3,66,29.81
Thu, 06-26-2014 00:20:00,71.0,91,0.4,1.0,SE,0.00,70.9,91,0.4,1.0,ESE,0.00,81.2,66,29.81
Thu, 06-26-2014 00:21:00,71.0,91,1.2,2.0,SSE,0.00,71.0,91,0.1,1.0,ESE,0.00,81.2,66,29.81
Thu, 06-26-2014 00:22:00,71.0,91,1.3,2.0,ESE,0.00,70.9,91,0.1,1.0,ESE,0.00,81.2,66,29.81
Thu, 06-26-2014 00:23:00,70.9,91,0.6,2.0,ESE,0.00,71.0,91,0.6,2.0,SE,0.00,81.2,66,29.82
Thu, 06-26-2014 00:24:00,71.0,91,0.8,2.0,SSE,0.00,71.0,91,0.1,1.0,SE,0.00,81.2,66,29.81
Thu, 06-26-2014 00:25:00,70.9,91,0.3,1.0,SSE,0.00,71.0,91,0.0,0.0,,0.00,81.1,66,29.81
Thu, 06-26-2014 00:26:00,70.9,91,0.5,1.0,SSE,0.00,71.0,91,0.0,0.0,,0.00,81.1,66,29.82
Thu, 06-26-2014 00:27:00,70.9,91,0.1,1.0,SSE,0.00,71.0,91,0.0,0.0,,0.00,81.1,66,29.82
Thu, 06-26-2014 00:28:00,70.9,91,0.5,1.0,SSE,0.00,71.0,91,0.5,1.0,SE,0.00,81.1,66,29.82
Thu, 06-26-2014 00:29:00,70.9,91,0.8,2.0,ESE,0.00,71.0,91,0.6,2.0,SSE,0.00,81.0,66,29.82
Thu, 06-26-2014 00:30:00,70.9,91,1.3,2.0,SSE,0.00,71.0,91,0.6,2.0,SE,0.00,81.0,66,29.82
Thu, 06-26-2014 00:31:00,70.9,91,0.1,1.0,SSE,0.00,71.0,92,0.1,1.0,SE,0.00,81.0,66,29.81
Thu, 06-26-2014 00:32:00,70.9,91,0.1,1.0,SSE,0.00,71.1,92,0.0,0.0,,0.00,81.0,66,29.81
Thu, 06-26-2014 00:33:00,71.0,91,1.1,2.0,SE,0.00,71.1,92,0.1,1.0,SE,0.00,80.9,66,29.81
Thu, 06-26-2014 00:34:00,71.0,91,0.5,1.0,SE,0.00,71.0,91,0.8,2.0,ESE,0.00,80.9,66,29.81
Thu, 06-26-2014 00:35:00,70.9,91,0.9,2.0,SE,0.00,71.0,91,0.5,2.0,ESE,0.00,80.9,66,29.81
Thu, 06-26-2014 00:36:00,71.0,91,0.4,1.0,SE,0.00,71.0,91,0.1,1.0,E,0.00,80.9,66,29.81
Thu, 06-26-2014 00:37:00,70.9,91,0.9,2.0,SE,0.00,71.0,91,0.0,0.0,,0.00,80.8,66,29.81
Thu, 06-26-2014 00:38:00,70.9,91,0.0,0.0,SE,0.00,71.0,91,0.0,0.0,,0.00,80.8,66,29.81
Thu, 06-26-2014 00:39:00,70.9,91,0.0,0.0,,0.00,71.0,91,0.0,0.0,,0.00,80.8,66,29.81
Thu, 06-26-2014 00:40:00,70.9,91,0.0,0.0,,0.00,71.0,91,0.2,1.0,E,0.00,80.8,66,29.81
Thu, 06-26-2014 00:41:00,70.9,91,0.0,0.0,,0.00,71.0,91,0.0,0.0,,0.00,80.8,66,29.81
Thu, 06-26-2014 00:42:00,70.9,91,0.0,0.0,,0.00,70.9,91,0.0,0.0,,0.00,80.7,66,29.81
Thu, 06-26-2014 00:43:00,70.9,91,0.0,0.0,,0.00,70.9,91,0.0,0.0,,0.00,80.7,66,29.81
Thu, 06-26-2014 00:44:00,70.9,91,0.0,0.0,,0.00,70.9,91,0.0,0.0,,0.00,80.7,66,29.81
Thu, 06-26-2014 00:45:00,70.9,91,0.0,0.0,,0.00,70.9,91,0.0,0.0,,0.00,80.7,66,29.81
Thu, 06-26-2014 00:46:00,70.9,92,0.0,0.0,,0.00,71.0,92,0.0,0.0,,0.00,80.6,66,29.81
Thu, 06-26-2014 00:47:00,71.0,92,0.0,0.0,,0.00,71.0,92,0.3,1.0,ESE,0.00,80.6,66,29.81
Thu, 06-26-2014 00:48:00,71.0,92,0.3,1.0,SSE,0.00,71.1,92,0.9,2.0,S,0.00,80.6,66,29.81
Thu, 06-26-2014 00:49:00,71.1,92,0.2,1.0,SSE,0.00,71.1,92,1.0,2.0,S,0.00,80.6,66,29.81
Thu, 06-26-2014 00:50:00,71.1,92,0.0,0.0,,0.00,71.1,92,0.4,1.0,SSW,0.00,80.5,66,29.81
Thu, 06-26-2014 00:51:00,71.1,92,0.0,0.0,,0.00,71.2,92,0.1,1.0,SSW,0.00,80.5,66,29.81
Thu, 06-26-2014 00:52:00,71.2,92,0.0,0.0,,0.00,71.2,92,0.0,0.0,,0.00,80.5,66,29.81
Thu, 06-26-2014 00:53:00,71.3,92,0.0,0.0,,0.00,71.2,92,0.0,0.0,,0.00,80.5,66,29.81
Thu, 06-26-2014 00:54:00,71.3,92,0.0,0.0,,0.00,71.2,92,0.0,0.0,,0.00,80.4,66,29.81
Thu, 06-26-2014 00:55:00,71.3,92,0.0,0.0,,0.00,71.2,92,0.0,0.0,,0.00,80.4,66,29.81
Thu, 06-26-2014 00:56:00,71.3,93,0.0,0.0,,0.00,71.2,92,0.0,0.0,,0.00,80.4,66,29.81
Thu, 06-26-2014 00:57:00,71.3,93,0.1,1.0,,0.00,71.2,92,0.0,0.0,,0.00,80.4,66,29.81
Thu, 06-26-2014 00:58:00,71.4,93,0.5,1.0,SSE,0.00,71.2,92,0.0,0.0,,0.00,80.4,66,29.81
Thu, 06-26-2014 00:59:00,71.4,93,0.0,0.0,,0.00,71.2,92,0.1,1.0,SSW,0.00,80.3,66,29.81
Thu, 06-26-2014 01:00:00,71.4,93,0.1,1.0,SSE,0.00,71.2,92,0.0,0.0,,0.00,80.3,66,29.81
Thu, 06-26-2014 01:01:00,71.5,93,0.0,0.0,,0.00,71.2,92,0.0,0.0,,0.00,80.3,66,29.81
Thu, 06-26-2014 01:02:00,71.5,93,0.0,0.0,,0.00,71.2,92,0.0,0.0,,0.00,80.3,66,29.81
Thu, 06-26-2014 01:03:00,71.5,93,0.0,0.0,,0.00,71.2,92,0.0,0.0,,0.00,80.3,66,29.81
Thu, 06-26-2014 01:04:00,71.4,92,0.0,0.0,,0.00,71.2,92,0.0,0.0,,0.00,80.3,66,29.81
Thu, 06-26-2014 01:05:00,71.4,92,0.0,0.0,,0.00,71.2,92,0.0,0.0,,0.00,80.2,66,29.81
Thu, 06-26-2014 01:06:00,71.4,92,0.0,0.0,,0.00,71.3,92,0.0,0.0,,0.00,80.2,66,29.81
Thu, 06-26-2014 01:07:00,71.4,92,0.0,0.0,,0.00,71.3,92,0.0,0.0,,0.00,80.2,66,29.81
Thu, 06-26-2014 01:08:00,71.5,92,0.4,1.0,SSW,0.00,71.3,93,0.0,0.0,,0.00,80.2,66,29.81
Thu, 06-26-2014 01:09:00,71.5,93,0.4,1.0,SSW,0.00,71.3,93,0.1,1.0,SSW,0.00,80.1,66,29.81
Thu, 06-26-2014 01:10:00,71.5,93,0.4,1.0,SSW,0.00,71.4,93,0.0,0.0,,0.00,80.1,66,29.81
Thu, 06-26-2014 01:11:00,71.6,93,0.3,1.0,SSW,0.00,71.4,93,0.0,0.0,,0.00,80.1,66,29.81
Thu, 06-26-2014 01:12:00,71.6,93,0.3,1.0,SSW,0.00,71.4,93,0.2,1.0,SSW,0.00,80.1,66,29.81
Thu, 06-26-2014 01:13:00,71.7,93,0.1,1.0,SSW,0.00,71.4,93,0.1,1.0,SSW,0.00,80.1,66,29.81
Thu, 06-26-2014 01:14:00,71.7,93,0.0,0.0,,0.00,71.4,93,0.0,0.0,,0.00,80.0,66,29.81
Thu, 06-26-2014 01:15:00,71.7,93,0.0,0.0,,0.00,71.4,93,0.0,0.0,,0.00,80.0,66,29.81
Thu, 06-26-2014 01:16:00,71.6,93,0.0,0.0,,0.00,71.4,93,0.0,0.0,,0.00,80.0,66,29.81
Thu, 06-26-2014 01:17:00,71.6,93,0.0,0.0,,0.00,71.4,93,0.0,0.0,,0.00,80.0,66,29.81
Thu, 06-26-2014 01:18:00,71.5,92,0.0,0.0,,0.00,71.4,93,0.0,0.0,,0.00,80.0,66,29.81
Thu, 06-26-2014 01:19:00,71.5,92,0.2,1.0,SSW,0.00,71.4,93,0.0,0.0,,0.00,79.9,67,29.81
Thu, 06-26-2014 01:20:00,71.5,92,0.9,1.0,SSW,0.00,71.4,93,0.0,0.0,,0.00,79.9,66,29.81
Thu, 06-26-2014 01:21:00,71.5,92,0.5,1.0,SSW,0.00,71.5,93,0.0,0.0,,0.00,79.9,66,29.81
Thu, 06-26-2014 01:22:00,71.5,92,0.0,0.0,,0.00,71.5,93,0.0,0.0,,0.00,79.9,67,29.81
Thu, 06-26-2014 01:23:00,71.4,92,0.0,0.0,,0.00,71.5,93,0.0,0.0,,0.00,79.9,67,29.81
Thu, 06-26-2014 01:24:00,71.5,92,0.0,0.0,,0.00,71.5,93,0.0,0.0,,0.00,79.9,67,29.81
Thu, 06-26-2014 01:25:00,71.4,92,0.0,0.0,,0.00,71.5,93,0.0,0.0,,0.00,79.8,67,29.81
Thu, 06-26-2014 01:26:00,71.5,92,0.0,0.0,,0.00,71.5,93,0.0,0.0,,0.00,79.8,67,29.81
Thu, 06-26-2014 01:27:00,71.5,92,0.0,0.0,,0.00,71.5,93,0.0,0.0,,0.00,79.8,67,29.81
Thu, 06-26-2014 01:28:00,71.5,93,0.1,1.0,SSW,0.00,71.5,93,0.0,0.0,,0.00,79.8,67,29.80
Thu, 06-26-2014 01:29:00,71.5,93,0.3,1.0,SSE,0.00,71.5,93,0.5,2.0,ESE,0.00,79.7,67,29.80
Thu, 06-26-2014 01:30:00,71.5,93,0.5,1.0,SSE,0.00,71.5,93,0.4,1.0,ESE,0.00,79.7,67,29.80
Thu, 06-26-2014 01:31:00,71.4,92,0.7,2.0,SE,0.00,71.5,93,0.0,0.0,,0.00,79.7,67,29.80
Thu, 06-26-2014 01:32:00,71.4,92,0.0,0.0,,0.00,71.4,92,0.0,0.0,,0.00,79.7,67,29.80
Thu, 06-26-2014 01:33:00,71.3,92,0.6,1.0,SE,0.00,71.4,92,0.1,1.0,ESE,0.00,79.7,67,29.81
Thu, 06-26-2014 01:34:00,71.3,92,0.1,1.0,SE,0.00,71.3,92,0.0,0.0,,0.00,79.7,67,29.80
Thu, 06-26-2014 01:35:00,71.3,92,0.0,0.0,,0.00,71.3,92,0.1,1.0,ESE,0.00,79.6,67,29.81
Thu, 06-26-2014 01:36:00,71.3,92,0.0,0.0,,0.00,71.3,92,0.1,1.0,ESE,0.00,79.6,67,29.81
Thu, 06-26-2014 01:37:00,71.3,92,0.0,0.0,,0.00,71.2,92,0.0,0.0,,0.00,79.6,67,29.81
Thu, 06-26-2014 01:38:00,71.3,92,0.0,0.0,,0.00,71.2,92,0.0,0.0,,0.00,79.6,67,29.81
Thu, 06-26-2014 01:39:00,71.3,92,0.1,1.0,SE,0.00,71.2,92,0.0,0.0,,0.00,79.6,67,29.81
Thu, 06-26-2014 01:40:00,71.2,92,0.0,0.0,,0.00,71.2,92,0.0,0.0,,0.00,79.6,67,29.81
Thu, 06-26-2014 01:41:00,71.2,92,0.1,1.0,SE,0.00,71.2,92,0.0,0.0,,0.00,79.5,67,29.81
Thu, 06-26-2014 01:42:00,71.2,92,0.0,0.0,,0.00,71.2,92,0.0,0.0,,0.00,79.5,67,29.81
Thu, 06-26-2014 01:43:00,71.2,92,0.0,0.0,,0.00,71.2,92,0.0,0.0,,0.00,79.5,67,29.81
Thu, 06-26-2014 01:44:00,71.2,92,0.0,0.0,,0.00,71.1,92,0.0,0.0,,0.00,79.5,67,29.81
Thu, 06-26-2014 01:45:00,71.2,92,0.0,0.0,,0.00,71.2,92,0.0,0.0,,0.00,79.5,67,29.81
Thu, 06-26-2014 01:46:00,71.2,92,0.0,0.0,,0.00,71.2,92,0.0,0.0,,0.00,79.4,67,29.81
Thu, 06-26-2014 01:47:00,71.2,92,0.0,0.0,,0.00,71.1,92,0.0,0.0,,0.00,79.4,67,29.81
Thu, 06-26-2014 01:48:00,71.2,92,0.0,0.0,,0.00,71.1,92,0.1,1.0,E,0.00,79.4,67,29.81
Thu, 06-26-2014 01:49:00,71.3,92,0.3,1.0,SE,0.00,71.2,92,0.7,1.0,WSW,0.00,79.4,67,29.81
Thu, 06-26-2014 01:50:00,71.3,92,0.3,1.0,SE,0.00,71.2,92,0.9,1.0,WSW,0.00,79.4,67,29.81
Thu, 06-26-2014 01:51:00,71.4,93,0.3,1.0,SE,0.00,71.2,93,0.7,1.0,WSW,0.00,79.4,67,29.81
Thu, 06-26-2014 01:52:00,71.5,93,0.8,2.0,SSW,0.00,71.2,93,0.9,1.0,WSW,0.00,79.4,67,29.81
Thu, 06-26-2014 01:53:00,71.6,93,0.8,2.0,SSW,0.00,71.3,93,1.1,2.0,W,0.00,79.3,67,29.82
Thu, 06-26-2014 01:54:00,71.6,93,1.1,2.0,WSW,0.00,71.3,93,0.8,2.0,W,0.00,79.3,67,29.82
Thu, 06-26-2014 01:55:00,71.7,93,0.8,2.0,WSW,0.00,71.3,93,0.3,1.0,W,0.00,79.3,67,29.82
Thu, 06-26-2014 01:56:00,71.7,93,1.1,2.0,WSW,0.00,71.3,93,0.0,0.0,,0.00,79.3,67,29.82
Thu, 06-26-2014 01:57:00,71.7,93,0.9,2.0,WSW,0.00,71.4,93,0.0,0.0,,0.00,79.3,67,29.82
Thu, 06-26-2014 01:58:00,71.7,93,0.8,2.0,WSW,0.00,71.4,93,0.0,0.0,,0.00,79.2,67,29.82
Thu, 06-26-2014 01:59:00,71.7,93,1.9,3.0,W,0.00,71.5,93,0.1,1.0,WNW,0.00,79.2,67,29.82
Thu, 06-26-2014 02:00:00,71.7,93,1.5,3.0,WNW,0.00,71.5,93,0.3,1.0,NW,0.00,79.2,67,29.82
Thu, 06-26-2014 02:01:00,71.8,93,0.9,2.0,WNW,0.00,71.5,93,0.0,0.0,,0.00,79.2,67,29.82
Thu, 06-26-2014 02:02:00,71.8,93,0.9,3.0,WNW,0.00,71.5,93,0.1,1.0,WNW,0.00,79.2,67,29.82
Thu, 06-26-2014 02:03:00,71.9,93,1.3,2.0,NW,0.00,71.6,93,1.1,2.0,W,0.00,79.2,67,29.82
Thu, 06-26-2014 02:04:00,71.9,93,0.9,2.0,NW,0.00,71.6,93,0.8,2.0,W,0.00,79.2,67,29.82
Thu, 06-26-2014 02:05:00,71.9,93,0.3,1.0,NW,0.00,71.6,93,0.6,1.0,W,0.00,79.1,67,29.82
Thu, 06-26-2014 02:06:00,71.9,93,0.0,0.0,,0.00,71.6,93,0.4,2.0,SW,0.00,79.2,67,29.82
Thu, 06-26-2014 02:07:00,71.9,93,0.1,1.0,SW,0.00,71.7,93,0.4,1.0,SW,0.00,79.1,67,29.82
Thu, 06-26-2014 02:08:00,71.9,93,0.0,0.0,,0.00,71.7,93,0.1,1.0,SW,0.00,79.1,67,29.82
Thu, 06-26-2014 02:09:00,71.9,93,0.0,0.0,,0.00,71.7,93,0.0,0.0,,0.00,79.1,67,29.82
Thu, 06-26-2014 02:10:00,71.9,93,0.0,0.0,,0.00,71.7,93,0.2,1.0,SW,0.00,79.1,67,29.82
Thu, 06-26-2014 02:11:00,71.9,93,0.0,0.0,,0.00,71.7,93,0.0,0.0,,0.00,79.0,67,29.82
Thu, 06-26-2014 02:12:00,71.9,93,0.0,0.0,,0.00,71.7,93,0.1,1.0,SW,0.00,79.0,67,29.82
Thu, 06-26-2014 02:13:00,71.9,93,0.0,0.0,,0.00,71.8,93,0.0,0.0,,0.00,79.0,67,29.82
Thu, 06-26-2014 02:14:00,71.9,93,0.0,0.0,,0.00,71.8,93,0.0,0.0,,0.00,79.0,67,29.82
Thu, 06-26-2014 02:15:00,71.9,93,0.1,1.0,SW,0.00,71.8,93,0.3,1.0,SW,0.00,79.0,67,29.82
Thu, 06-26-2014 02:16:00,72.0,93,0.1,1.0,SW,0.00,71.8,93,0.8,2.0,WSW,0.00,79.0,67,29.82
Thu, 06-26-2014 02:17:00,72.0,93,0.6,2.0,WSW,0.00,71.8,93,1.1,2.0,WSW,0.00,79.0,67,29.82
Thu, 06-26-2014 02:18:00,72.0,93,0.1,1.0,WSW,0.00,71.8,93,0.5,1.0,WSW,0.00,79.0,67,29.82
Thu, 06-26-2014 02:19:00,72.0,93,0.2,1.0,WSW,0.00,71.7,93,0.1,1.0,WSW,0.00,78.9,67,29.82
