Day of the Week ,Date Time ,Outside Temperature TX1 (°F),Outside Humidity TX1 (%),Wind Speed TX1 (mph),High Wind Speed TX1 (mph),Dominant Wind Dir TX1,Rain Amount TX1 (in),Outside Temperature TX2 (°F),Outside Humidity TX2 (%),Wind Speed TX2 (mph),High Wind Speed TX2 (mph),Dominant Wind Dir TX2,Rain Amount TX2 (in),Inside Temperature (°F),Inside Humidity (%),Barometric Pressure (in)
Wed, 06-25-2014 08:24:00,77.2,82,1.0,1.0,W,0.00,76.8,81,5.0,5.0,W,0.00,79.8,67,29.95
Wed, 06-25-2014 08:25:00,77.4,81,1.7,3.0,SSE,0.00,76.8,81,2.1,5.0,SW,0.00,79.7,66,29.96
Wed, 06-25-2014 08:26:00,77.5,81,2.8,5.0,SSE,0.00,76.9,81,1.3,4.0,S,0.00,79.5,67,29.95
Wed, 06-25-2014 08:27:00,77.6,81,2.1,4.0,SSW,0.00,77.0,81,3.7,5.0,SW,0.00,79.3,67,29.95
Wed, 06-25-2014 08:28:00,77.7,81,2.4,7.0,S,0.00,77.0,81,4.9,8.0,S,0.00,79.2,68,29.95
Wed, 06-25-2014 08:29:00,77.8,81,2.9,6.0,SSE,0.00,77.1,81,3.0,4.0,SSW,0.00,79.0,68,29.95
Wed, 06-25-2014 08:30:00,77.9,82,2.6,7.0,S,0.00,77.2,80,5.1,7.0,SW,0.00,78.8,67,29.95
Wed, 06-25-2014 08:31:00,77.9,82,2.7,5.0,S,0.00,77.2,81,4.2,7.0,SSW,0.00,78.7,69,29.95
Wed, 06-25-2014 08:32:00,78.0,81,2.4,6.0,S,0.00,77.3,81,3.1,4.0,SW,0.00,78.6,68,29.95
Wed, 06-25-2014 08:33:00,78.0,80,1.5,3.0,W,0.00,77.4,81,2.4,3.0,SW,0.00,78.5,68,29.95
Wed, 06-25-2014 08:34:00,78.1,81,3.3,7.0,S,0.00,77.4,80,5.4,8.0,SW,0.00,78.4,69,29.95
Wed, 06-25-2014 08:35:00,78.0,80,4.4,6.0,SSW,0.00,77.4,80,4.9,8.0,S,0.00,78.4,69,29.95
Wed, 06-25-2014 08:36:00,78.0,80,4.1,6.0,SSW,0.00,77.4,80,4.7,7.0,S,0.00,78.3,70,29.95
Wed, 06-25-2014 08:37:00,78.0,80,3.9,7.0,SSW,0.00,77.4,80,6.1,8.0,SSW,0.00,78.3,70,29.95
Wed, 06-25-2014 08:38:00,78.0,80,2.9,7.0,SW,0.00,77.3,80,6.0,9.0,SSW,0.00,78.2,69,29.95
Wed, 06-25-2014 08:39:00,78.1,81,2.4,4.0,S,0.00,77.3,81,3.1,9.0,SSE,0.00,78.2,70,29.95
Wed, 06-25-2014 08:40:00,78.2,81,2.3,5.0,SSW,0.00,77.4,81,4.9,7.0,S,0.00,78.2,70,29.95
Wed, 06-25-2014 08:41:00,78.3,82,1.3,6.0,SSW,0.00,77.5,80,4.7,7.0,S,0.00,78.2,69,29.95
Wed, 06-25-2014 08:42:00,78.5,80,1.9,4.0,SSW,0.00,77.5,81,2.6,5.0,SSW,0.00,78.2,71,29.95
Wed, 06-25-2014 08:43:00,78.6,81,2.1,5.0,SSW,0.00,77.6,81,3.5,5.0,S,0.00,78.2,70,29.95
Wed, 06-25-2014 08:44:00,78.8,81,2.6,6.0,SSW,0.00,77.8,81,4.4,7.0,S,0.00,78.2,70,29.95
Wed, 06-25-2014 08:45:00,79.0,80,2.4,4.0,SSW,0.00,77.9,80,3.6,5.0,SW,0.00,78.2,69,29.95
Wed, 06-25-2014 08:46:00,79.1,80,1.7,4.0,SW,0.00,78.0,81,3.9,7.0,SSW,0.00,78.2,70,29.95
Wed, 06-25-2014 08:47:00,79.2,80,2.3,4.0,SSW,0.00,78.1,80,2.6,5.0,S,0.00,78.3,69,29.95
Wed, 06-25-2014 08:48:00,79.2,80,2.8,4.0,S,0.00,78.2,80,2.3,3.0,S,0.00,78.2,69,29.95
Wed, 06-25-2014 08:49:00,79.3,80,2.3,4.0,S,0.00,78.3,80,3.3,5.0,SSW,0.00,78.3,68,29.95
Wed, 06-25-2014 08:50:00,79.3,79,2.1,6.0,SSW,0.00,78.3,79,4.6,8.0,SW,0.00,78.3,70,29.95
Wed, 06-25-2014 08:51:00,79.3,78,3.6,7.0,S,0.00,78.4,79,4.8,7.0,S,0.00,78.3,69,29.95
Wed, 06-25-2014 08:52:00,79.3,78,6.3,7.0,S,0.00,78.3,79,7.2,9.0,SSW,0.00,78.3,70,29.95
Wed, 06-25-2014 08:53:00,79.3,78,4.6,7.0,S,0.00,78.3,79,5.1,8.0,S,0.00,78.3,71,29.95
Wed, 06-25-2014 08:54:00,79.2,78,4.7,7.0,S,0.00,78.3,79,3.8,7.0,S,0.00,78.2,71,29.95
Wed, 06-25-2014 08:56:00,79.2,79,3.0,6.0,S,0.00,78.4,79,4.4,7.0,S,0.00,78.3,72,29.95
Wed, 06-25-2014 08:57:00,79.2,79,2.3,5.0,SSW,0.00,78.4,79,4.8,7.0,SW,0.00,78.3,71,29.95
