Day of the Week ,Date Time ,Outside Temperature TX1 (°F),Outside Humidity TX1 (%),Wind Speed TX1 (mph),High Wind Speed TX1 (mph),Dominant Wind Dir TX1,Rain Amount TX1 (in),Outside Temperature TX2 (°F),Outside Humidity TX2 (%),Wind Speed TX2 (mph),High Wind Speed TX2 (mph),Dominant Wind Dir TX2,Rain Amount TX2 (in),Inside Temperature (°F),Inside Humidity (%),Barometric Pressure (in)
Wed, 07-02-2014 00:00:00,79.0,78,1.1,2.0,SW,0.00,79.1,77,0.7,2.0,WSW,0.00,84.6,62,29.83
Wed, 07-02-2014 00:01:00,78.9,78,1.5,4.0,SSW,0.00,79.1,77,1.1,2.0,SW,0.00,84.6,62,29.83
Wed, 07-02-2014 00:02:00,78.9,78,1.1,3.0,SSW,0.00,79.0,77,1.1,3.0,SW,0.00,84.6,62,29.83
Wed, 07-02-2014 00:03:00,78.9,78,0.9,2.0,SSW,0.00,79.0,77,0.6,2.0,WSW,0.00,84.6,62,29.83
Wed, 07-02-2014 00:04:00,78.9,78,0.8,2.0,SSW,0.00,79.0,77,0.9,2.0,WSW,0.00,84.5,62,29.83
Wed, 07-02-2014 00:05:00,78.9,78,0.7,2.0,SSW,0.00,79.0,77,0.9,2.0,S,0.00,84.5,62,29.83
Wed, 07-02-2014 00:06:00,78.9,78,1.2,2.0,SSW,0.00,79.0,77,2.1,4.0,S,0.00,84.5,62,29.83
Wed, 07-02-2014 00:07:00,78.9,78,1.3,3.0,S,0.00,79.0,77,1.6,3.0,SSW,0.00,84.5,62,29.83
Wed, 07-02-2014 00:08:00,78.9,78,0.9,2.0,S,0.00,79.0,77,1.3,2.0,SSW,0.00,84.5,62,29.83
Wed, 07-02-2014 00:09:00,78.9,78,0.8,2.0,S,0.00,79.1,77,0.8,2.0,SSW,0.00,84.4,62,29.83
Wed, 07-02-2014 00:10:00,78.9,78,0.4,2.0,S,0.00,79.1,77,1.1,2.0,S,0.00,84.4,62,29.83
Wed, 07-02-2014 00:11:00,78.9,78,0.6,2.0,S,0.00,79.0,77,1.1,2.0,SSW,0.00,84.4,62,29.83
Wed, 07-02-2014 00:12:00,78.8,78,0.6,2.0,S,0.00,79.0,77,0.8,2.0,SSW,0.00,84.4,62,29.83
Wed, 07-02-2014 00:13:00,78.8,78,0.4,1.0,S,0.00,79.0,77,1.6,4.0,WSW,0.00,84.4,62,29.83
Wed, 07-02-2014 00:14:00,78.8,78,0.9,2.0,SW,0.00,79.0,77,1.3,3.0,SW,0.00,84.4,62,29.83
Wed, 07-02-2014 00:15:00,78.8,78,0.6,2.0,SW,0.00,78.9,77,1.8,3.0,SW,0.00,84.4,62,29.83
Wed, 07-02-2014 00:16:00,78.8,78,1.1,3.0,SSW,0.00,78.9,77,1.0,3.0,SW,0.00,84.4,62,29.83
Wed, 07-02-2014 00:17:00,78.8,78,0.1,1.0,SSW,0.00,78.9,77,0.9,2.0,SW,0.00,84.3,62,29.83
Wed, 07-02-2014 00:18:00,78.8,78,0.4,1.0,SSW,0.00,78.9,77,0.6,1.0,SW,0.00,84.3,62,29.83
Wed, 07-02-2014 00:19:00,78.7,78,1.3,3.0,S,0.00,78.9,77,1.4,3.0,SSW,0.00,84.3,62,29.83
Wed, 07-02-2014 00:20:00,78.7,78,1.0,2.0,SSW,0.00,78.9,77,0.5,1.0,SSW,0.00,84.3,62,29.82
Wed, 07-02-2014 00:21:00,78.7,78,1.4,3.0,S,0.00,78.9,77,1.0,4.0,SSW,0.00,84.3,62,29.82
Wed, 07-02-2014 00:22:00,78.7,78,2.1,4.0,S,0.00,78.9,77,0.8,2.0,S,0.00,84.3,62,29.82
Wed, 07-02-2014 00:23:00,78.7,78,1.4,2.0,S,0.00,78.9,77,1.8,3.0,S,0.00,84.3,62,29.82
Wed, 07-02-2014 00:24:00,78.6,78,1.6,3.0,S,0.00,78.9,77,1.2,2.0,S,0.00,84.2,62,29.82
Wed, 07-02-2014 00:25:00,78.6,78,1.4,2.0,S,0.00,78.9,77,1.9,3.0,S,0.00,84.2,62,29.82
Wed, 07-02-2014 00:26:00,78.6,78,1.8,3.0,S,0.00,78.9,77,1.4,3.0,S,0.00,84.2,62,29.82
Wed, 07-02-2014 00:27:00,78.6,78,1.5,2.0,S,0.00,78.9,77,1.7,2.0,S,0.00,84.2,62,29.83
Wed, 07-02-2014 00:28:00,78.6,78,1.2,3.0,SSE,0.00,78.9,77,0.3,2.0,S,0.00,84.2,62,29.83
Wed, 07-02-2014 00:29:00,78.5,78,0.2,1.0,SSE,0.00,78.9,77,1.6,4.0,S,0.00,84.2,62,29.83
Wed, 07-02-2014 00:30:00,78.5,78,1.4,3.0,SSW,0.00,78.9,77,1.4,3.0,SSW,0.00,84.1,62,29.83
Wed, 07-02-2014 00:31:00,78.5,78,1.4,3.0,SSW,0.00,78.8,77,1.4,3.0,WSW,0.00,84.1,62,29.83
Wed, 07-02-2014 00:32:00,78.5,78,2.1,4.0,SSW,0.00,78.8,77,1.3,3.0,SW,0.00,84.1,62,29.83
