Day of the Week ,Date Time ,Outside Temperature TX1 (°F),Outside Humidity TX1 (%),Wind Speed TX1 (mph),High Wind Speed TX1 (mph),Dominant Wind Dir TX1,Rain Amount TX1 (in),Outside Temperature TX2 (°F),Outside Humidity TX2 (%),Wind Speed TX2 (mph),High Wind Speed TX2 (mph),Dominant Wind Dir TX2,Rain Amount TX2 (in),Inside Temperature (°F),Inside Humidity (%),Barometric Pressure (in)
Sun, 06-29-2014 00:00:00,70.9,69,0.0,0.0,,0.00,71.0,70,1.2,2.0,SW,0.00,78.4,53,30.22
Sun, 06-29-2014 00:01:00,70.8,69,0.0,0.0,,0.00,71.0,68,0.4,1.0,WSW,0.00,78.3,53,30.22
Sun, 06-29-2014 00:02:00,70.8,70,0.0,0.0,,0.00,71.0,69,0.4,1.0,WSW,0.00,78.3,53,30.22
Sun, 06-29-2014 00:03:00,70.8,70,0.0,0.0,,0.00,70.9,69,0.6,2.0,WSW,0.00,78.3,53,30.22
Sun, 06-29-2014 00:04:00,70.7,70,1.1,2.0,S,0.00,70.9,69,0.3,1.0,WSW,0.00,78.2,53,30.22
Sun, 06-29-2014 00:05:00,70.7,70,0.4,2.0,S,0.00,70.8,69,0.9,2.0,SW,0.00,78.2,53,30.22
Sun, 06-29-2014 00:06:00,70.6,70,0.3,1.0,WSW,0.00,70.8,69,0.3,1.0,SW,0.00,78.2,53,30.22
Sun, 06-29-2014 00:07:00,70.6,70,0.7,2.0,WSW,0.00,70.8,70,1.1,2.0,WSW,0.00,78.2,53,30.22
Sun, 06-29-2014 00:08:00,70.6,70,1.6,3.0,W,0.00,70.8,70,1.9,3.0,W,0.00,78.1,53,30.22
Sun, 06-29-2014 00:09:00,70.6,70,1.1,2.0,W,0.00,70.7,70,1.5,2.0,W,0.00,78.1,53,30.22
Sun, 06-29-2014 00:10:00,70.6,70,1.3,2.0,WNW,0.00,70.6,70,2.1,3.0,WSW,0.00,78.1,53,30.22
Sun, 06-29-2014 00:11:00,70.6,71,1.3,3.0,WNW,0.00,70.6,70,1.8,3.0,WSW,0.00,78.1,53,30.22
Sun, 06-29-2014 00:12:00,70.6,71,1.8,3.0,W,0.00,70.6,71,2.1,3.0,WSW,0.00,78.1,53,30.22
Sun, 06-29-2014 00:13:00,70.6,71,0.7,2.0,W,0.00,70.5,71,1.9,4.0,WSW,0.00,78.0,53,30.22
Sun, 06-29-2014 00:14:00,70.5,71,1.0,2.0,W,0.00,70.4,71,1.2,2.0,WSW,0.00,78.0,53,30.22
Sun, 06-29-2014 00:15:00,70.5,71,0.6,1.0,W,0.00,70.3,71,1.4,3.0,W,0.00,78.0,53,30.22
Sun, 06-29-2014 00:16:00,70.5,71,0.0,0.0,,0.00,70.3,71,1.3,3.0,SW,0.00,78.0,53,30.22
Sun, 06-29-2014 00:17:00,70.4,71,0.9,2.0,S,0.00,70.2,71,1.8,2.0,SSW,0.00,77.9,53,30.22
Sun, 06-29-2014 00:18:00,70.4,71,0.6,1.0,S,0.00,70.2,71,1.3,2.0,SSW,0.00,77.9,54,30.22
Sun, 06-29-2014 00:19:00,70.3,72,1.3,3.0,SSW,0.00,70.2,71,1.3,2.0,SSW,0.00,77.9,54,30.22
Sun, 06-29-2014 00:20:00,70.3,72,0.3,1.0,SSW,0.00,70.1,72,1.8,3.0,WSW,0.00,77.9,54,30.22
Sun, 06-29-2014 00:21:00,70.3,71,2.8,4.0,W,0.00,70.1,71,2.9,4.0,W,0.00,77.8,54,30.22
Sun, 06-29-2014 00:22:00,70.2,71,2.8,4.0,W,0.00,70.1,71,3.7,5.0,W,0.00,77.8,54,30.22
Sun, 06-29-2014 00:23:00,70.2,72,0.8,2.0,WSW,0.00,70.0,72,1.9,5.0,WSW,0.00,77.8,54,30.22
Sun, 06-29-2014 00:24:00,70.2,72,0.7,2.0,WSW,0.00,70.0,72,0.7,2.0,WSW,0.00,77.8,54,30.22
Sun, 06-29-2014 00:25:00,70.2,72,0.5,3.0,S,0.00,70.0,71,0.7,2.0,SSE,0.00,77.7,54,30.22
Sun, 06-29-2014 00:26:00,70.1,72,2.5,5.0,S,0.00,70.0,71,2.1,4.0,S,0.00,77.7,54,30.22
Sun, 06-29-2014 00:27:00,70.1,71,1.7,3.0,S,0.00,70.0,71,1.4,2.0,SSE,0.00,77.7,54,30.22
Sun, 06-29-2014 00:28:00,70.0,72,0.8,5.0,SSE,0.00,70.0,71,0.7,3.0,SSE,0.00,77.7,54,30.22
Sun, 06-29-2014 00:29:00,70.0,71,1.4,2.0,S,0.00,70.0,71,1.9,3.0,S,0.00,77.7,54,30.22
Sun, 06-29-2014 00:30:00,70.0,72,1.6,2.0,S,0.00,70.0,71,1.3,2.0,S,0.00,77.6,54,30.22
Sun, 06-29-2014 00:31:00,69.9,72,0.6,2.0,S,0.00,70.1,71,1.4,2.0,S,0.00,77.6,54,30.22
Sun, 06-29-2014 00:32:00,69.9,72,1.1,2.0,WSW,0.00,70.0,72,1.4,2.0,SW,0.00,77.6,54,30.22
Sun, 06-29-2014 00:33:00,69.9,72,0.9,2.0,WSW,0.00,70.0,72,1.4,3.0,W,0.00,77.5,54,30.22
Sun, 06-29-2014 00:34:00,69.9,72,0.2,1.0,WSW,0.00,69.9,72,1.3,2.0,W,0.00,77.5,54,30.22
Sun, 06-29-2014 00:35:00,69.9,72,0.6,1.0,WSW,0.00,69.9,72,1.1,2.0,W,0.00,77.5,54,30.22
Sun, 06-29-2014 00:36:00,69.9,72,0.4,1.0,WSW,0.00,69.8,72,0.8,2.0,W,0.00,77.5,54,30.22
Sun, 06-29-2014 00:37:00,69.9,73,0.0,0.0,,0.00,69.8,73,0.3,1.0,W,0.00,77.5,54,30.22
Sun, 06-29-2014 00:38:00,69.9,73,0.2,1.0,W,0.00,69.8,73,1.1,2.0,W,0.00,77.5,54,30.22
Sun, 06-29-2014 00:39:00,69.9,73,0.0,0.0,,0.00,69.7,73,0.1,1.0,WSW,0.00,77.4,54,30.22
Sun, 06-29-2014 00:40:00,69.8,73,0.1,1.0,W,0.00,69.7,74,0.0,0.0,,0.00,77.4,54,30.22
Sun, 06-29-2014 00:41:00,69.8,74,0.0,0.0,,0.00,69.7,74,0.1,1.0,WSW,0.00,77.4,54,30.22
Sun, 06-29-2014 00:42:00,69.8,74,0.3,1.0,WSW,0.00,69.6,74,0.2,1.0,WSW,0.00,77.3,54,30.22
Sun, 06-29-2014 00:43:00,69.7,74,0.8,2.0,WSW,0.00,69.5,73,1.0,2.0,WSW,0.00,77.3,54,30.22
Sun, 06-29-2014 00:44:00,69.7,74,0.6,2.0,WSW,0.00,69.5,73,0.6,2.0,SW,0.00,77.3,54,30.22
Sun, 06-29-2014 00:45:00,69.6,74,0.0,0.0,,0.00,69.4,73,0.3,1.0,SW,0.00,77.3,54,30.22
Sun, 06-29-2014 00:46:00,69.6,74,0.0,0.0,,0.00,69.4,74,0.3,1.0,SW,0.00,77.3,54,30.22
Sun, 06-29-2014 00:47:00,69.5,74,0.0,0.0,,0.00,69.3,74,0.0,0.0,,0.00,77.2,54,30.22
Sun, 06-29-2014 00:48:00,69.5,74,0.0,0.0,,0.00,69.3,74,0.1,1.0,SW,0.00,77.2,54,30.22
Sun, 06-29-2014 00:49:00,69.5,74,0.1,1.0,WSW,0.00,69.2,74,0.1,1.0,SW,0.00,77.2,54,30.21
Sun, 06-29-2014 00:50:00,69.4,74,0.9,2.0,SSW,0.00,69.2,74,0.3,1.0,SW,0.00,77.2,54,30.21
Sun, 06-29-2014 00:51:00,69.3,74,1.1,2.0,S,0.00,69.2,74,0.3,1.0,SW,0.00,77.1,54,30.21
Sun, 06-29-2014 00:52:00,69.2,74,1.0,2.0,S,0.00,69.2,74,0.2,1.0,SW,0.00,77.1,54,30.21
Sun, 06-29-2014 00:53:00,69.0,75,1.6,3.0,SSE,0.00,69.2,74,0.4,1.0,S,0.00,77.1,54,30.21
Sun, 06-29-2014 00:54:00,68.9,75,1.4,3.0,SSE,0.00,69.1,74,0.2,1.0,S,0.00,77.1,54,30.21
Sun, 06-29-2014 00:55:00,68.8,75,0.1,1.0,SSE,0.00,69.1,74,0.0,0.0,,0.00,77.1,54,30.21
Sun, 06-29-2014 00:56:00,68.7,75,0.3,1.0,SSW,0.00,69.1,75,0.4,2.0,SW,0.00,77.0,54,30.22
Sun, 06-29-2014 00:57:00,68.7,76,0.8,2.0,SSW,0.00,69.1,76,0.9,2.0,W,0.00,77.0,54,30.22
Sun, 06-29-2014 00:58:00,68.7,76,0.1,1.0,SSW,0.00,69.1,75,0.1,1.0,W,0.00,77.0,54,30.21
Sun, 06-29-2014 00:59:00,68.7,76,0.0,0.0,,0.00,69.0,75,0.0,0.0,,0.00,76.9,54,30.21
Sun, 06-29-2014 01:00:00,68.7,76,0.0,0.0,,0.00,69.0,76,0.0,0.0,,0.00,77.0,54,30.21
Sun, 06-29-2014 01:01:00,68.7,76,0.0,0.0,,0.00,69.0,75,0.0,0.0,,0.00,76.9,55,30.21
Sun, 06-29-2014 01:02:00,68.7,76,0.0,0.0,,0.00,69.0,76,0.0,0.0,,0.00,76.9,55,30.21
Sun, 06-29-2014 01:03:00,68.7,77,0.2,1.0,SSW,0.00,68.9,76,0.0,0.0,,0.00,76.9,54,30.21
Sun, 06-29-2014 01:04:00,68.6,77,0.6,1.0,SSW,0.00,68.9,76,0.0,0.0,,0.00,76.8,54,30.21
Sun, 06-29-2014 01:05:00,68.5,77,0.2,1.0,SSW,0.00,68.8,75,0.0,0.0,,0.00,76.8,54,30.21
Sun, 06-29-2014 01:06:00,68.5,77,0.0,0.0,,0.00,68.8,75,0.0,0.0,,0.00,76.8,54,30.21
Sun, 06-29-2014 01:07:00,68.4,77,0.0,0.0,,0.00,68.7,76,0.6,2.0,W,0.00,76.8,54,30.21
Sun, 06-29-2014 01:08:00,68.3,77,0.0,0.0,,0.00,68.6,77,0.1,1.0,W,0.00,76.8,54,30.21
Sun, 06-29-2014 01:09:00,68.2,77,0.0,0.0,,0.00,68.6,77,0.3,1.0,W,0.00,76.7,54,30.21
Sun, 06-29-2014 01:10:00,68.2,77,0.0,0.0,,0.00,68.5,76,0.0,0.0,,0.00,76.7,54,30.21
Sun, 06-29-2014 01:11:00,68.1,77,0.1,1.0,SSW,0.00,68.4,76,0.1,1.0,W,0.00,76.7,55,30.21
Sun, 06-29-2014 01:12:00,68.1,77,0.1,1.0,SSW,0.00,68.4,77,0.4,1.0,W,0.00,76.7,55,30.21
Sun, 06-29-2014 01:13:00,68.1,77,0.0,0.0,,0.00,68.4,77,0.1,1.0,W,0.00,76.6,55,30.21
Sun, 06-29-2014 01:14:00,68.1,78,0.1,1.0,SSW,0.00,68.4,77,1.4,4.0,WSW,0.00,76.6,55,30.21
Sun, 06-29-2014 01:15:00,68.1,78,0.4,2.0,SW,0.00,68.4,77,2.1,4.0,WSW,0.00,76.6,55,30.21
Sun, 06-29-2014 01:16:00,68.1,77,1.5,3.0,SSW,0.00,68.4,76,1.2,2.0,SW,0.00,76.6,55,30.21
Sun, 06-29-2014 01:17:00,68.2,77,0.6,2.0,SSW,0.00,68.4,76,1.3,2.0,SW,0.00,76.6,55,30.21
Sun, 06-29-2014 01:18:00,68.2,77,1.3,2.0,SSW,0.00,68.5,77,0.9,2.0,SW,0.00,76.5,55,30.21
Sun, 06-29-2014 01:19:00,68.3,77,0.8,1.0,SSW,0.00,68.5,76,0.3,1.0,SSW,0.00,76.5,55,30.21
Sun, 06-29-2014 01:20:00,68.3,77,1.2,2.0,SSW,0.00,68.6,76,0.5,1.0,SSW,0.00,76.5,55,30.21
Sun, 06-29-2014 01:21:00,68.4,77,0.2,1.0,SSW,0.00,68.6,76,0.4,1.0,SSW,0.00,76.5,55,30.21
Sun, 06-29-2014 01:22:00,68.5,77,0.0,0.0,SSW,0.00,68.7,76,0.2,1.0,SSW,0.00,76.5,55,30.21
Sun, 06-29-2014 01:23:00,68.5,77,0.1,1.0,SSW,0.00,68.8,76,0.4,1.0,SSW,0.00,76.4,55,30.21
