Day of the Week ,Date Time ,Outside Temperature TX1 (°F),Outside Humidity TX1 (%),Wind Speed TX1 (mph),High Wind Speed TX1 (mph),Dominant Wind Dir TX1,Rain Amount TX1 (in),Outside Temperature TX2 (°F),Outside Humidity TX2 (%),Wind Speed TX2 (mph),High Wind Speed TX2 (mph),Dominant Wind Dir TX2,Rain Amount TX2 (in),Inside Temperature (°F),Inside Humidity (%),Barometric Pressure (in)
Fri, 06-27-2014 00:00:00,77.9,64,1.0,2.0,N,0.00,76.4,66,0.0,0.0,,0.00,79.1,57,29.93
Fri, 06-27-2014 00:01:00,77.9,64,0.9,1.0,N,0.00,76.4,66,0.1,1.0,N,0.00,79.1,57,29.92
Fri, 06-27-2014 00:02:00,77.9,64,1.7,3.0,N,0.00,76.5,66,0.1,1.0,NW,0.00,79.1,57,29.93
Fri, 06-27-2014 00:03:00,77.9,64,1.1,2.0,NNW,0.00,76.5,66,0.0,0.0,,0.00,79.1,57,29.93
Fri, 06-27-2014 00:04:00,77.9,64,2.3,3.0,N,0.00,76.5,66,0.1,2.0,NW,0.00,79.1,57,29.93
Fri, 06-27-2014 00:05:00,77.9,64,1.8,3.0,N,0.00,76.6,66,0.3,1.0,WNW,0.00,79.1,57,29.93
Fri, 06-27-2014 00:06:00,77.8,64,1.9,3.0,NNE,0.00,76.6,66,0.3,1.0,NNW,0.00,79.1,57,29.93
Fri, 06-27-2014 00:07:00,77.8,64,2.1,3.0,NNW,0.00,76.6,66,0.1,1.0,,0.00,79.0,57,29.93
Fri, 06-27-2014 00:08:00,77.8,64,1.7,3.0,N,0.00,76.6,65,0.9,2.0,NNE,0.00,79.0,58,29.93
Fri, 06-27-2014 00:09:00,77.8,64,2.3,4.0,N,0.00,76.7,65,0.6,2.0,N,0.00,79.0,57,29.93
Fri, 06-27-2014 00:10:00,77.8,64,2.5,4.0,NNW,0.00,76.7,66,0.3,2.0,NE,0.00,79.0,58,29.93
Fri, 06-27-2014 00:11:00,77.8,64,2.3,4.0,NNW,0.00,76.7,65,0.4,2.0,N,0.00,79.0,58,29.93
Fri, 06-27-2014 00:12:00,77.8,64,1.3,2.0,NNW,0.00,76.7,65,0.1,1.0,NNE,0.00,79.0,58,29.93
Fri, 06-27-2014 00:13:00,77.8,64,3.5,5.0,NNW,0.00,76.7,65,0.3,1.0,NE,0.00,79.0,58,29.93
Fri, 06-27-2014 00:14:00,77.8,64,2.6,5.0,NNW,0.00,76.7,65,0.7,2.0,NE,0.00,79.0,58,29.93
Fri, 06-27-2014 00:15:00,77.8,64,2.3,3.0,N,0.00,76.7,65,1.1,3.0,NE,0.00,79.0,57,29.93
Fri, 06-27-2014 00:16:00,77.7,64,2.1,4.0,NNW,0.00,76.7,65,1.1,2.0,NNE,0.00,79.0,57,29.93
Fri, 06-27-2014 00:17:00,77.7,64,1.4,3.0,N,0.00,76.7,65,0.2,3.0,NNE,0.00,79.0,57,29.93
Fri, 06-27-2014 00:18:00,77.7,64,1.7,3.0,N,0.00,76.7,65,1.2,4.0,NNE,0.00,79.0,58,29.93
Fri, 06-27-2014 00:19:00,77.7,64,1.0,2.0,NNW,0.00,76.7,65,0.4,4.0,NNE,0.00,79.0,58,29.93
