Raw,Time,Mass,Skip,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,HF Extra,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m,TC Surface Center 2.4m,TC Surface Offset 0.2m,TC Surface Offset 0.4m,TC Surface Offset 0.6m,TC Surface Offset 0.8m,TC Surface Offset 1.0m,Skip,Skip,Skip,TC Surface Offset 1.2m,TC Surface Offset 1.4m,TC Surface Offset 1.6m,TC Surface Offset 1.8m,TC Surface Offset 2.0m,TC Surface Offset 2.2m,TC Surface Offset 2.4m,TC Back Center 0.2m,TC Back Center 0.4m,TC Back Center 0.6m,TC Back Center 0.8m,TC Back Center 1.0m,TC Back Center 1.2m,TC Back Center 1.4m,TC Back Center 1.6m,TC Back Center 1.8m,TC Back Center 2.0m,TC Back Center 2.2m,TC Back Center 2.4m,TC Back Outside Center 0.2m,TC Back Outside Center 0.4m,TC Back Outside Center 0.6m,TC Back Outside Center 0.8m,TC Water In,TC Water Out,TC Ambient,Event,Event,CO2,CO,78 T1m,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip
14.3280001,-678,-73.699749,-10.0025396,-1553.192978,1773.544679,1007.645871,1072.276651,-482.3423755,496.2925306,1652.507333,1537.249366,-1066.969983,-1077.660632,-554.0579721,519.9600278,0.0269088,1553.378886,25.1590462,25.3598499,25.483263,25.1830235,25.0758896,25.2326221,25.164257,25.1312428,25.3195572,25.0723419,25.0010471,25.0765133,-3.8565E+12,-3.87456E+12,3326.063477,3327.044678,3327.400147,3326.242432,3326.331543,3326.242432,3325.795654,3326.420898,3326.242432,3325.974121,3326.51001,3325.79541,3326.866699,3325.884522,3327.399902,0.1000626,0.1000657,0.1000313,3325.884766,3325.705566,3325.347412,27.5504875,27.693491,27.5718613,27.3732834,27.4784641,27.5266724,27.5067616,27.477951,27.3528519,27.4139786,27.4740219,27.5506306,27.5737019,3328.286621,3327.666992,-3.88564E+12,3328.287842,3327.666748,3328.110107,-3.88059E+12,-3.88261E+12,3327.666504,25.6199493,0,10,0,-33199.04759,NaN,-73.699749,-73.699749,-73.699749,0,0,0,0,0
15.3270001,-677.001,-73.6998871,-10.0025396,-1553.192978,1773.544679,1007.645871,1072.276651,-482.3423755,496.2925306,1652.507333,1537.249366,-1066.969983,-1077.660632,-554.0579721,519.9600278,0.0250926,1553.378886,25.1672115,25.3706627,25.4842453,25.1870346,25.0591049,25.2294483,25.1671295,25.1246662,25.3197842,25.0823975,24.9948444,25.07901,-3.8565E+12,-3.87455E+12,3326.063721,3327.044922,3327.400391,3326.242432,3326.331787,3326.242432,3325.795898,3326.421143,3326.242432,3325.974365,3326.510254,3325.795654,3326.866943,3325.884766,3327.400147,0.1000626,0.1000657,0.1000313,3325.88501,3325.705811,3325.347656,27.5435524,27.7039013,27.5728416,27.3708668,27.4843483,27.5219994,27.5164165,27.4887409,27.3534546,27.4093018,27.464447,27.544075,27.5690231,3328.286865,3327.667236,-3.88563E+12,3328.288086,3327.666992,3328.110352,-3.88059E+12,-3.88261E+12,3327.666748,25.6247082,0,10,0,-33199.04759,NaN,-73.6998871,-73.6998871,-73.6998871,0,0,0,0,0
16.3259997,-676.0020004,-73.6992875,-10.0025396,-1553.192978,1773.544679,1007.645871,1072.276651,-482.3423755,496.2925306,1652.507333,1537.249366,-1066.969983,-1077.660632,-554.0579721,519.9600278,0.0262025,1553.378886,25.157032,25.3669052,25.4963646,25.1847897,25.0625305,25.231739,25.1641293,25.1239338,25.3160267,25.083931,25.0058346,25.0778999,-3.8565E+12,-3.87455E+12,3326.064209,3327.04541,3327.400879,3326.242676,3326.332275,3326.242676,3325.796143,3326.421387,3326.242676,3325.974609,3326.510742,3325.796143,3326.867188,3325.885254,3327.400635,0.1000626,0.1000657,0.1000313,3325.885498,3325.706299,3325.348145,27.5462132,27.6993999,27.567585,27.3765469,27.479845,27.5156116,27.5115376,27.4872532,27.350462,27.4104538,27.4671078,27.5489998,27.5660286,3328.287354,3327.667725,-3.88563E+12,3328.288574,3327.667481,3328.11084,-3.88058E+12,-3.8826E+12,3327.667236,25.5763779,0,10,0,-33199.04759,NaN,-73.6992875,-73.6992875,-73.6992875,0,0,0,0,0
17.3249998,-675.0030003,-73.7010869,-10.0025396,-1553.192978,1773.544679,1007.645871,1072.276651,-482.3423755,496.2925306,1652.507333,1537.249366,-1066.969983,-1077.660632,-554.0579721,519.9600278,0.0295322,1553.378886,25.1531029,25.3705349,25.4746685,25.1755676,25.0495262,25.2281895,25.1586876,25.1211395,25.3079319,25.0811367,25.000391,25.0841732,-3.85648E+12,-3.87453E+12,3326.065674,3327.046875,3327.4021,3326.244385,3326.33374,3326.244385,3325.797607,3326.422852,3326.244385,3325.976074,3326.512207,3325.797363,3326.868897,3325.886963,3327.401856,0.1000626,0.1000657,0.1000313,3325.887207,3325.708008,3325.349365,27.5532322,27.7015133,27.5647984,27.3590527,27.478941,27.5241356,27.5030937,27.4905014,27.3484287,27.4042702,27.4567776,27.5360336,27.5828552,3328.288818,3327.66919,-3.88561E+12,3328.290039,3327.668945,3328.112305,-3.88057E+12,-3.88259E+12,3327.668701,25.5501633,0,10,0,-33199.04759,NaN,-73.7010869,-73.7010869,-73.7010869,0,0,0,0,0
18.3239999,-674.0040002,-73.7002105,-10.0025396,-1553.192978,1773.544679,1007.645871,1072.276651,-482.3423755,496.2925306,1652.507333,1537.249366,-1066.969983,-1077.660632,-554.0579721,519.9600278,0.0300367,1553.378886,25.1423645,25.363575,25.4816952,25.1659622,25.0459671,25.2261429,25.146059,25.1096478,25.3115616,25.0734196,24.989645,25.0700359,-3.8565E+12,-3.87456E+12,3326.063232,3327.044678,3327.399902,3326.242188,3326.331299,3326.242188,3325.79541,3326.420654,3326.242188,3325.973877,3326.509766,3325.795166,3326.866455,3325.884522,3327.399658,0.1000626,0.1000657,0.1000313,3325.884522,3325.705322,3325.347168,27.5500546,27.7021141,27.5744457,27.3649292,27.4742603,27.5213394,27.5063305,27.4782734,27.3448792,27.4139233,27.4585056,27.5452995,27.561573,3328.286377,3327.666748,-3.88564E+12,3328.287598,3327.666504,3328.109863,-3.88059E+12,-3.88261E+12,3327.66626,25.5243187,0,10,0,-33199.04759,NaN,-73.7002105,-73.7002105,-73.7002105,0,0,0,0,0
19.323,-673.0050001,-73.699749,-10.0025396,-1553.192978,1773.544679,1007.645871,1072.276651,-482.3423755,496.2925306,1652.507333,1537.249366,-1066.969983,-1077.660632,-554.0579721,519.9600278,0.0335682,1553.378886,25.1423416,25.3518333,25.4744911,25.1614017,25.0463219,25.2147808,25.1528397,25.1035786,25.3028393,25.0658379,24.9900017,25.0760574,-3.85651E+12,-3.87456E+12,3326.062988,3327.044434,3327.399414,3326.241699,3326.330811,3326.241699,3325.794922,3326.420166,3326.241699,3325.973389,3326.509277,3325.794678,3326.866211,3325.884033,3327.39917,0.1000626,0.1000657,0.1000313,3325.884277,3325.705078,3325.34668,27.5466385,27.69417,27.5698986,27.3732033,27.4776325,27.5201836,27.4991455,27.46731,27.3459854,27.4123917,27.4599934,27.5475407,27.5672073,3328.286133,3327.66626,-3.88564E+12,3328.287109,3327.66626,3328.109375,-3.8806E+12,-3.88262E+12,3327.666016,25.5594292,0,10,0,-33199.04759,NaN,-73.699749,-73.699749,-73.699749,0,0,0,0,0
20.322,-672.0060001,-73.6997026,-10.0025396,-1553.192978,1773.544679,1007.645871,1072.276651,-482.3423755,496.2925306,1652.507333,1537.249366,-1066.969983,-1077.660632,-554.0579721,519.9600278,0.0349808,1553.378886,25.1467972,25.3638496,25.461935,25.1677456,25.036787,25.1995792,25.1474667,25.1121902,25.3038883,25.0680256,24.9808445,25.0771122,-3.85646E+12,-3.87452E+12,3326.067139,3327.048584,3327.403809,3326.24585,3326.335205,3326.24585,3325.799072,3326.424316,3326.24585,3325.977539,3326.513672,3325.799072,3326.870361,3325.888184,3327.403565,0.1000626,0.1000657,0.1000313,3325.888428,3325.709229,3325.351074,27.5495758,27.6959743,27.5660458,27.358036,27.4790592,27.525383,27.4994411,27.4819412,27.3462811,27.4134407,27.460289,27.5459538,27.5746727,3328.290283,3327.670654,-3.8856E+12,3328.29126,3327.67041,3328.11377,-3.88055E+12,-3.88257E+12,3327.670166,25.5672817,0,10,0,-33199.04759,NaN,-73.6997026,-73.6997026,-73.6997026,0,0,0,0,0
21.3210001,-671.007,-73.6999336,-10.0025396,-1553.192978,1773.544679,1007.645871,1072.276651,-482.3423755,496.2925306,1652.507333,1537.249366,-1066.969983,-1077.660632,-554.0579721,519.9600278,0.0334673,1553.378886,25.1459217,25.3565483,25.4671078,25.1498623,25.0264606,25.1896343,25.1492386,25.103754,25.3037739,25.0728207,25.0034142,25.0777473,-3.85649E+12,-3.87455E+12,3326.064453,3327.045654,3327.401123,3326.24292,3326.33252,3326.24292,3325.796387,3326.421387,3326.24292,3325.974854,3326.510986,3325.796143,3326.867432,3325.885498,3327.400879,0.1000626,0.1000657,0.1000313,3325.885742,3325.706543,3325.348389,27.5554867,27.6898251,27.5598946,27.3560333,27.470644,27.5222492,27.5106316,27.4757881,27.3488026,27.4069099,27.4628105,27.5356541,27.5666351,3328.287598,3327.667725,-3.88563E+12,3328.288574,3327.667725,3328.111084,-3.88058E+12,-3.8826E+12,3327.667481,25.5796299,0,10,0,-33199.04759,NaN,-73.6999336,-73.6999336,-73.6999336,0,0,0,0,0
22.3199997,-670.0080004,-73.7003947,-10.0025396,-1553.192978,1773.544679,1007.645871,1072.276651,-482.3423755,496.2925306,1652.507333,1537.249366,-1066.969983,-1077.660632,-554.0579721,519.9600278,0.0248909,1553.378886,25.1394215,25.3545837,25.4647655,25.1588593,25.0388622,25.1918259,25.1408482,25.1116142,25.3025627,25.0833263,25.0207348,25.1105461,-3.85648E+12,-3.87454E+12,3326.065186,3327.046631,3327.401611,3326.243897,3326.333496,3326.243897,3325.797119,3326.422363,3326.243897,3325.975586,3326.511719,3325.796875,3326.868408,3325.886475,3327.401367,0.1000626,0.1000657,0.1000313,3325.886719,3325.70752,3325.349121,27.5418396,27.694273,27.563591,27.3604832,27.4754696,27.5135002,27.5045242,27.4783554,27.3419399,27.4090977,27.4631119,27.5427418,27.5650482,3328.288574,3327.668701,-3.88562E+12,3328.289551,3327.668457,3328.111816,-3.88057E+12,-3.88259E+12,3327.668213,25.5840874,0,10,0,-33199.04759,NaN,-73.7003947,-73.7003947,-73.7003947,0,0,0,0,0
23.3649998,-668.9630003,-73.6979495,-10.0025396,-1553.192978,1773.544679,1007.645871,1072.276651,-482.3423755,496.2925306,1652.507333,1537.249366,-1066.969983,-1077.660632,-554.0579721,519.9600278,0.0280187,1553.378886,25.1393204,25.3533459,25.4639053,25.1549759,25.0262833,25.1898327,25.1415024,25.1062222,25.312294,25.0911617,25.0191212,25.0915508,-3.85651E+12,-3.87456E+12,3326.062988,3327.044434,3327.399414,3326.241699,3326.330811,3326.241699,3325.794922,3326.420166,3326.241699,3325.973389,3326.509277,3325.794678,3326.866211,3325.884033,3327.39917,0.1000626,0.1000657,0.1000313,3325.884277,3325.705078,3325.34668,27.5466385,27.7013359,27.5672588,27.3720703,27.4678249,27.5220699,27.5017834,27.4805145,27.3380699,27.4078674,27.4743195,27.5456543,27.5653248,3328.286133,3327.66626,-3.88564E+12,3328.287109,3327.66626,3328.109375,-3.8806E+12,-3.88262E+12,3327.666016,25.5700035,0,10,0,-33199.04759,NaN,-73.6979495,-73.6979495,-73.6979495,0,0,0,0,0
