Raw,Time,Mass,Skip,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,HF Extra,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m,TC Surface Center 2.4m,TC Surface Offset 0.2m,TC Surface Offset 0.4m,TC Surface Offset 0.6m,TC Surface Offset 0.8m,TC Surface Offset 1.0m,Skip,Skip,Skip,TC Surface Offset 1.2m,TC Surface Offset 1.4m,TC Surface Offset 1.6m,TC Surface Offset 1.8m,TC Surface Offset 2.0m,TC Surface Offset 2.2m,TC Surface Offset 2.4m,TC Back Center 0.2m,TC Back Center 0.4m,TC Back Center 0.6m,TC Back Center 0.8m,TC Back Center 1.0m,TC Back Center 1.2m,TC Back Center 1.4m,TC Back Center 1.6m,TC Back Center 1.8m,TC Back Center 2.0m,TC Back Center 2.2m,TC Back Center 2.4m,TC Back Outside Center 0.2m,TC Back Outside Center 0.4m,TC Back Outside Center 0.6m,TC Back Outside Center 0.8m,TC Water In,TC Water Out,TC Ambient,Event,Event,CO2,CO,78 T1m,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip
16.539,-185,-0.0409903,-10.0025396,-1553.192978,1773.544679,1007.645871,1072.276651,-482.3423755,496.2925306,1652.507333,1537.249366,-1066.969983,-1077.660632,-554.0579721,519.9600278,0.0714056,1553.378886,26.1306858,26.1247311,26.140049,25.8379707,25.7698708,25.9521027,25.905983,25.8789692,26.1251259,25.8855171,25.8319321,25.8921814,-3.85364E+12,-3.87168E+12,3326.319336,3327.299316,3327.654053,3326.497803,3326.586914,3326.497803,3326.051514,3326.676025,3326.497803,3326.229736,3326.765381,3326.05127,3327.121338,3326.140625,3327.653809,0.1000626,0.1000657,0.1000313,3326.140869,3325.96167,3325.604004,27.7579765,27.9156551,27.7736893,27.5841961,27.7014236,27.7300167,27.7587357,27.6963863,27.5762138,27.6094189,27.7037697,27.7611389,27.7728844,3328.539795,3327.920654,-3.88275E+12,3328.540527,3327.92041,3328.363037,-3.87771E+12,-3.87973E+12,3327.92041,26.5028973,0,10,0,-33199.04759,NaN,-0.0409903,-0.0409903,-0.0409903,0,0,0,0,0
17.54,-183.999,-0.041221,-10.0025396,-1553.192978,1773.544679,1007.645871,1072.276651,-482.3423755,496.2925306,1652.507333,1537.249366,-1066.969983,-1077.660632,-554.0579721,519.9600278,0.066966,1553.378886,26.1285782,26.1131763,26.1402092,25.8547478,25.7586956,25.9617004,25.9023647,25.8980083,26.1445599,25.891716,25.8207531,25.9025326,-3.85363E+12,-3.87167E+12,3326.320313,3327.300293,3327.655029,3326.498535,3326.587891,3326.498535,3326.05249,3326.677002,3326.498535,3326.230713,3326.766113,3326.052246,3327.122315,3326.141357,3327.654785,0.1000626,0.1000657,0.1000313,3326.141602,3325.962647,3325.604981,27.7622795,27.9282513,27.7851582,27.57757,27.6917763,27.7309265,27.7536182,27.6942825,27.5707188,27.6144791,27.7046795,27.7575264,27.7722836,3328.540283,3327.921631,-3.88274E+12,3328.541504,3327.921387,3328.364014,-3.8777E+12,-3.87972E+12,3327.921143,26.4811668,0,10,0,-33199.04759,NaN,-0.041221,-0.041221,-0.041221,0,0,0,0,0
18.54,-182.999,-0.0408058,-10.0025396,-1553.192978,1773.544679,1007.645871,1072.276651,-482.3423755,496.2925306,1652.507333,1537.249366,-1066.969983,-1077.660632,-554.0579721,519.9600278,0.0661588,1553.378886,26.1386013,26.108099,26.1543941,25.8625164,25.7872448,25.9566231,25.9059734,25.8883991,26.1459045,25.9036331,25.8353233,25.901989,-3.85363E+12,-3.87167E+12,3326.320313,3327.300293,3327.655029,3326.498535,3326.587891,3326.498535,3326.05249,3326.677002,3326.498535,3326.230713,3326.766113,3326.052246,3327.122315,3326.141357,3327.654785,0.1000626,0.1000657,0.1000313,3326.141602,3325.962647,3325.604981,27.7523098,27.9050922,27.7831039,27.5834332,27.7066936,27.7235966,27.7542038,27.6967545,27.5611248,27.6146908,27.7011242,27.7569847,27.7706108,3328.540283,3327.921631,-3.88274E+12,3328.541504,3327.921387,3328.364014,-3.8777E+12,-3.87972E+12,3327.921143,26.4579735,0,10,0,-33199.04759,NaN,-0.0408058,-0.0408058,-0.0408058,0,0,0,0,0
19.5409999,-181.9980001,-0.0406674,-10.0025396,-1553.192978,1773.544679,1007.645871,1072.276651,-482.3423755,496.2925306,1652.507333,1537.249366,-1066.969983,-1077.660632,-554.0579721,519.9600278,0.068984,1553.378886,26.1334953,26.0954304,26.1428566,25.8645782,25.7692852,25.9473534,25.9189873,25.9033031,26.1411629,25.9038105,25.837389,25.8878155,-3.85361E+12,-3.87165E+12,3326.321533,3327.301514,3327.656494,3326.5,3326.589356,3326.5,3326.053955,3326.678223,3326.5,3326.232178,3326.767578,3326.053955,3327.123779,3326.143066,3327.65625,0.1000626,0.1000657,0.1000313,3326.143311,3325.964111,3325.606445,27.7604046,27.9112988,27.7783794,27.578331,27.702343,27.7252789,27.765686,27.6973057,27.5639381,27.6084499,27.7005424,27.7639446,27.768898,3328.541992,3327.922852,-3.88273E+12,3328.542969,3327.922852,3328.365479,-3.87768E+12,-3.8797E+12,3327.922607,26.4456902,0,10,0,-33199.04759,NaN,-0.0406674,-0.0406674,-0.0406674,0,0,0,0,0
20.5409999,-180.9980001,-0.0421898,-10.0025396,-1553.192978,1773.544679,1007.645871,1072.276651,-482.3423755,496.2925306,1652.507333,1537.249366,-1066.969983,-1077.660632,-554.0579721,519.9600278,0.066966,1553.378886,26.1224289,26.0953178,26.1465244,25.8474674,25.7687931,25.9328899,25.90868,25.8926201,26.141428,25.9188023,25.8497448,25.8997841,-3.85361E+12,-3.87166E+12,3326.321289,3327.30127,3327.65625,3326.499756,3326.589111,3326.499756,3326.053955,3326.678223,3326.499756,3326.232178,3326.767334,3326.053711,3327.123535,3326.142822,3327.656006,0.1000626,0.1000657,0.1000313,3326.143066,3325.964111,3325.606201,27.7625542,27.924757,27.7895775,27.5823631,27.7010994,27.7300701,27.7633171,27.6971951,27.5672188,27.6139965,27.7079697,27.7657166,27.7789688,3328.541748,3327.922852,-3.88273E+12,3328.542725,3327.922607,3328.365234,-3.87769E+12,-3.87971E+12,3327.922363,26.4569035,0,10,0,-33199.04759,NaN,-0.0421898,-0.0421898,-0.0421898,0,0,0,0,0
21.5419998,-179.9970002,-0.0414978,-10.0025396,-1553.192978,1773.544679,1007.645871,1072.276651,-482.3423755,496.2925306,1652.507333,1537.249366,-1066.969983,-1077.660632,-554.0579721,519.9600278,0.0668651,1553.378886,26.1041527,26.0860939,26.1418304,25.8597775,25.7682571,25.9349995,25.89077,25.8894386,26.1374931,25.9122238,25.8439217,25.89925,-3.85363E+12,-3.87167E+12,3326.320557,3327.300537,3327.655273,3326.498779,3326.588135,3326.498779,3326.052734,3326.677246,3326.498779,3326.230957,3326.766113,3326.05249,3327.122559,3326.141602,3327.655029,0.1000626,0.1000657,0.1000313,3326.141846,3325.962891,3325.605225,27.7563629,27.9215813,27.7713223,27.5791893,27.6945324,27.7257671,27.7563744,27.6883583,27.5647984,27.6108208,27.6931095,27.7542515,27.7588234,3328.540527,3327.921631,-3.88274E+12,3328.541748,3327.921631,3328.364258,-3.8777E+12,-3.87972E+12,3327.921387,26.4620285,0,10,0,-33199.04759,NaN,-0.0414978,-0.0414978,-0.0414978,0,0,0,0,0
22.5429997,-178.9960003,-0.0413594,-10.0025396,-1553.192978,1773.544679,1007.645871,1072.276651,-482.3423755,496.2925306,1652.507333,1537.249366,-1066.969983,-1077.660632,-554.0579721,519.9600278,0.0664615,1553.378886,26.1044426,26.0954475,26.1451473,25.8510017,25.7711906,25.9420891,25.9020138,25.9074783,26.1434517,25.9170475,25.8457222,25.9120007,-3.85365E+12,-3.87169E+12,3326.318359,3327.298584,3327.65332,3326.496826,3326.586182,3326.496826,3326.050781,3326.675049,3326.496826,3326.229004,3326.764404,3326.050537,3327.120606,3326.139893,3327.653076,0.1000626,0.1000657,0.1000313,3326.140137,3325.961182,3325.603027,27.7543888,27.9132004,27.7806587,27.5779724,27.7008533,27.7317104,27.7619381,27.695816,27.5696144,27.6239376,27.6892509,27.757555,27.7587357,3328.538818,3327.919922,-3.88276E+12,3328.540039,3327.919678,3328.362549,-3.87772E+12,-3.87974E+12,3327.919434,26.4513721,0,10,0,-33199.04759,NaN,-0.0413594,-0.0413594,-0.0413594,0,0,0,0,0
23.5429997,-177.9960003,-0.0412671,-10.0025396,-1553.192978,1773.544679,1007.645871,1072.276651,-482.3423755,496.2925306,1652.507333,1537.249366,-1066.969983,-1077.660632,-554.0579721,519.9600278,0.068984,1553.378886,26.1115837,26.0939045,26.1511555,25.8641911,25.7813625,25.9545174,25.9042454,25.9006462,26.1392632,25.9139938,25.849844,25.9017715,-3.8536E+12,-3.87164E+12,3326.32251,3327.30249,3327.657227,3326.500977,3326.590332,3326.500977,3326.054688,3326.679199,3326.500977,3326.23291,3326.768555,3326.054443,3327.124512,3326.143799,3327.657227,0.1000626,0.1000657,0.1000313,3326.144043,3325.965088,3325.607178,27.7630272,27.916563,27.7825127,27.5903816,27.7083645,27.737709,27.7626591,27.6927643,27.5771217,27.6152267,27.6982689,27.7703419,27.7673779,3328.542725,3327.923828,-3.88272E+12,3328.543945,3327.923584,3328.366455,-3.87768E+12,-3.8797E+12,3327.92334,26.4724789,0,10,0,-33199.04759,NaN,-0.0412671,-0.0412671,-0.0412671,0,0,0,0,0
24.5439997,-176.9950003,-0.0413594,-10.0025396,-1553.192978,1773.544679,1007.645871,1072.276651,-482.3423755,496.2925306,1652.507333,1537.249366,-1066.969983,-1077.660632,-554.0579721,519.9600278,0.0690849,1553.378886,26.0925159,26.0861607,26.1445446,25.848135,25.7834377,25.9528179,25.9044323,25.8959236,26.1447411,25.9175816,25.8394508,25.9042282,-3.85361E+12,-3.87165E+12,3326.321777,3327.301758,3327.656738,3326.500244,3326.5896,3326.500244,3326.053955,3326.678467,3326.500244,3326.232422,3326.767822,3326.053955,3327.123779,3326.143311,3327.656494,0.1000626,0.1000657,0.1000313,3326.143311,3325.964356,3325.60669,27.7507744,27.9110966,27.7781773,27.5841599,27.7074203,27.7348843,27.7587032,27.6861629,27.5675087,27.6267319,27.6905403,27.7633648,27.766058,3328.542236,3327.923096,-3.88272E+12,3328.543213,3327.922852,3328.365723,-3.87768E+12,-3.8797E+12,3327.922852,26.4447346,0,10,0,-33199.04759,NaN,-0.0413594,-0.0413594,-0.0413594,0,0,0,0,0
25.5439997,-175.9950003,-0.0431586,-10.0025396,-1553.192978,1773.544679,1007.645871,1072.276651,-482.3423755,496.2925306,1652.507333,1537.249366,-1066.969983,-1077.660632,-554.0579721,519.9600278,0.0663606,1553.378886,26.0845337,26.0947952,26.141468,25.8435497,25.7811184,25.948988,25.9126911,25.8973827,26.1223907,25.8986454,25.8231525,25.884161,-3.8536E+12,-3.87164E+12,3326.322998,3327.302979,3327.657715,3326.501221,3326.59082,3326.501221,3326.055176,3326.679688,3326.501221,3326.233398,3326.768799,3326.054932,3327.125,3326.144287,3327.657471,0.1000626,0.1000657,0.1000313,3326.144531,3325.965576,3325.607666,27.7631626,27.9227276,27.7875481,27.5878792,27.7028427,27.7340755,27.7620411,27.6849823,27.5757484,27.6281853,27.7021732,27.7595406,27.7720375,3328.543213,3327.924316,-3.88271E+12,3328.544434,3327.924072,3328.366943,-3.87767E+12,-3.87969E+12,3327.923828,26.4488354,0,10,0,-33199.04759,NaN,-0.0431586,-0.0431586,-0.0431586,0,0,0,0,0
