TimeStamp(s),Time,TC_A1_1,TC_A1_2,TC_A1_3,TC_A1_4,TC_A1_5,TC_A1_6,TC_A1_7,TC_A1_8,TC_A2_1,TC_A2_2,TC_A2_3,TC_A2_4,TC_A2_5,TC_A2_6,TC_A2_7,TC_A2_8,TC_A3_1,TC_A3_2,TC_A3_3,TC_A3_4,TC_A3_5,TC_A3_6,TC_A3_7,TC_A3_8,TC_A4_1,TC_A4_2,TC_A4_3,TC_A4_4,TC_A4_5,TC_A4_6,TC_A4_7,TC_A4_8,TC_A5_1,TC_A5_2,TC_A5_3,TC_A5_4,TC_A5_5,TC_A5_6,TC_A5_7,TC_A5_8,TC_A6_1,TC_A6_2,TC_A6_3,TC_A6_4,TC_A6_5,TC_A6_6,TC_A6_7,TC_A6_8,TC_A7_1,TC_A7_2,TC_A7_3,TC_A7_4,TC_A7_5,TC_A7_6,TC_A7_7,TC_A7_8,TC_A8_1,TC_A8_2,TC_A8_3,TC_A8_4,TC_A8_5,TC_A8_6,TC_A8_7,TC_A8_8,TC_S_1,TC_S_2,TC_S_3,TC_S_4,TC_S_5,TC_S_6,TC_S_7,TC_S_8,TC_Ignition,HF_1_V,HF_1_H,HF_2_V,HF_2_H,HF_3_V,HF_3_H,Voltage_1,Voltage_2,P_S_1,P_S_2,P_S_3,P_S_4,P_S_5,P_S_6,P_S_7,P_S_8,P_S_9,O2_A,CO_A,CO2_A,O2_B,CO_B,CO2_B
5/16/2014 11:30:25.999 AM,0.000000,23.721486,23.848425,23.403226,23.275261,23.633588,23.397994,23.101393,22.729896,25.238457,24.935164,25.156304,30.256838,23.925789,23.904543,24.630205,22.907380,23.118075,22.694422,22.689093,22.452683,22.512248,23.200369,22.416259,21.664993,22.616223,22.264148,22.030469,19.409603,21.864804,22.026756,22.045190,22.134656,24.434872,24.212349,23.659017,23.871570,23.348796,19.976382,23.366808,23.025469,25.717800,25.765160,25.036468,24.701603,24.394446,3034.051091,3027.069350,3026.621463,25.245445,24.623905,24.734689,24.789872,24.436088,23.257161,20.805856,3046.410786,25.132517,24.857128,24.809963,24.634580,23.346240,3031.761460,3028.682253,3021.022459,3079.465081,3085.679290,3074.182574,3069.245223,3008.627156,3023.687843,20.205844,34.308749,3070.013440,-0.002577,-0.002697,4.179149,4.174400,4.173935,2.425078,2.417298,2.417687,2.404439,2.406615,2.411466,2.423332,2.377358,2.394980,2.390690,2.423049,2.387424,1.023845,0.011008,0.035879,1.021598,0.031827,0.047996
5/16/2014 11:30:26.999 AM,1.000000,23.688774,23.835834,23.382217,23.235248,23.603509,23.367536,23.085388,22.707749,25.199438,24.890613,25.145688,30.293287,23.915465,23.884318,24.607039,22.893419,23.150382,22.675137,22.670880,22.445302,22.494343,23.189283,22.408198,21.668674,22.618764,22.257823,22.005583,19.397176,21.836711,21.999445,22.033331,22.101360,24.413806,24.186356,23.629533,23.842775,23.320904,20.166653,23.337629,22.998773,25.706579,25.744501,24.990927,24.714645,24.346984,3033.858549,3026.883241,3026.440457,25.156858,24.591040,24.722249,24.713179,24.343899,23.244708,20.764299,3046.240688,25.051204,24.932659,24.708825,24.616096,23.246564,3031.566773,3028.484115,3020.829615,3079.276379,3085.502991,3073.999342,3069.055999,3008.439634,3023.496150,20.197440,34.284489,3069.840265,-0.002594,-0.002715,4.159278,4.156167,4.155308,2.425454,2.418101,2.419078,2.405652,2.406697,2.412558,2.426174,2.379163,2.397612,2.392384,2.424351,2.388565,1.023929,0.009702,0.035385,1.021682,0.027798,0.046776
5/16/2014 11:30:27.999 AM,2.000000,23.681691,23.855533,23.382624,23.232476,23.591580,23.375135,23.104344,22.726712,25.195765,24.862825,25.139822,30.260670,23.924574,23.885634,24.619241,22.893600,23.207822,22.682063,22.667199,22.456924,22.487025,23.171899,22.414970,21.694484,22.583341,22.255428,21.992503,19.391656,21.840683,22.007203,22.007888,22.103815,24.416858,24.190694,23.633342,23.853393,23.321611,20.522044,23.344618,22.993803,25.780617,25.782361,25.031688,24.759138,24.326362,3034.410064,3027.434833,3026.982393,25.189295,24.667976,24.749565,24.670793,24.319661,23.362110,20.776011,3046.783334,25.021063,25.042709,24.646011,24.605388,23.239925,3032.123393,3029.032444,3021.379388,3079.803977,3086.026557,3074.521511,3069.579155,3008.991640,3024.037444,20.196049,34.273521,3070.354943,-0.002581,-0.002716,4.159750,4.156613,4.155831,2.427634,2.421208,2.422109,2.407390,2.408966,2.415656,2.426732,2.383934,2.403050,2.395402,2.427674,2.390973,1.024170,0.008730,0.034387,1.021960,0.025121,0.046771
5/16/2014 11:30:28.999 AM,3.000000,23.675856,23.856130,23.379129,23.218382,23.575524,23.371794,23.094719,22.724354,25.225148,24.860548,25.138830,30.447034,23.936820,23.883054,24.619458,22.930679,23.105414,22.696150,22.662718,22.452822,22.471717,23.153794,22.413673,21.771201,22.584770,22.260875,22.017574,19.389744,21.831724,22.002268,22.014246,22.115019,24.393902,24.179755,23.620736,23.838369,23.324897,20.683621,23.326033,22.975888,25.837064,25.781639,25.071322,24.731491,24.310587,3033.361320,3026.378205,3025.919412,25.229369,24.635944,24.753530,24.630379,24.469586,23.362598,20.755552,3045.744509,25.071600,25.038511,24.623129,24.604212,23.208386,3031.076945,3027.991515,3020.334175,3078.806964,3085.031296,3073.522749,3068.585600,3007.944624,3023.005168,20.188223,34.258300,3069.358813,-0.002617,-0.002718,4.159332,4.156179,4.155346,2.427155,2.422010,2.422684,2.408216,2.409999,2.416074,2.426274,2.385106,2.403649,2.395784,2.427618,2.391760,1.024223,0.006956,0.034566,1.021820,0.026388,0.046755
5/16/2014 11:30:29.999 AM,4.000000,23.681142,23.862247,23.392598,23.217691,23.580737,23.393051,23.112122,22.738883,25.221133,24.874143,25.149705,30.592152,23.955574,23.892346,24.640617,22.945960,23.047538,22.730924,22.666345,22.465766,22.474888,23.146589,22.386168,21.830322,22.587866,22.269731,22.025672,19.412844,21.844531,22.007790,22.030157,22.127512,24.411065,24.190044,23.651765,23.854030,23.310665,20.782685,23.346011,22.984292,25.915221,25.795759,25.136084,24.745933,24.326541,3034.382154,3027.394858,3026.928561,25.043422,24.560391,24.786944,24.647614,24.471474,23.434104,20.756611,3046.753165,25.108037,25.050147,24.630161,24.604210,23.173783,3032.076784,3028.989823,3021.345492,3079.795432,3086.013050,3074.516080,3069.576550,3008.976177,3024.020671,20.201497,34.263015,3070.339039,-0.002573,-0.002710,4.160126,4.156950,4.156168,2.424334,2.419901,2.420381,2.404602,2.407833,2.413406,2.424693,2.382174,2.401054,2.393140,2.425210,2.388635,1.023831,0.010471,0.035842,1.022050,0.025168,0.046727
5/16/2014 11:30:30.999 AM,5.000000,23.698328,23.861124,23.399048,23.210661,23.581354,23.391095,23.106911,22.731778,25.186464,24.884890,25.154100,30.624809,23.967463,23.903853,24.663837,22.957930,23.071560,22.748897,22.681129,22.467217,22.466492,23.149706,22.376561,21.820630,22.589393,22.276793,22.040990,19.431176,21.854173,22.010000,22.033125,22.128813,24.406962,24.184727,23.634565,23.849470,23.328963,20.863276,23.340996,22.982909,25.943894,25.802762,25.162817,24.746596,24.310262,3035.122687,3028.142681,3027.696642,24.967459,24.512648,24.767570,24.691217,24.406830,23.403742,20.757808,3047.488079,25.071730,25.038190,24.652450,24.611823,23.116064,3032.828266,3029.747146,3022.104459,3080.521611,3086.726127,3075.239644,3070.300180,3009.738562,3024.773401,20.254785,34.265500,3071.067004,-0.002570,-0.002709,4.160572,4.157450,4.156658,2.424817,2.420137,2.420585,2.402290,2.405318,2.411169,2.423548,2.379453,2.399181,2.394079,2.425440,2.388544,1.024659,0.011981,0.035234,1.021651,0.028923,0.046725
5/16/2014 11:30:31.999 AM,6.000000,23.727418,23.868352,23.406360,23.213808,23.588963,23.410436,23.109145,22.734544,25.204261,24.900576,25.167974,30.571612,23.984452,23.918943,24.687615,22.978861,22.976617,22.758258,22.697986,22.477106,22.459110,23.148156,22.402351,21.801719,22.593677,22.285776,22.057094,19.446724,21.861951,22.022847,22.041581,22.136505,24.431629,24.209179,23.649188,23.861894,23.338589,20.883859,23.357207,23.005413,26.016625,25.820298,25.175150,24.720595,24.285848,3036.949086,3029.975177,3029.534862,25.047576,24.519319,24.723509,24.722907,24.418333,23.404894,20.779151,3049.323418,25.084674,24.947071,24.634089,24.629602,23.033690,3034.682307,3031.605113,3023.966394,3082.307872,3088.512844,3077.050630,3072.122921,3011.608653,3026.645223,20.274301,34.263637,3072.886447,-0.002553,-0.002684,4.162589,4.159414,4.158639,2.428583,2.424026,2.424577,2.406669,2.409610,2.414294,2.426643,2.382229,2.401790,2.398714,2.429948,2.394353,1.024285,0.010436,0.034417,1.021770,0.030116,0.046792
5/16/2014 11:30:32.999 AM,7.000000,23.721134,23.848754,23.391209,23.198659,23.566785,23.396126,23.084688,22.723258,25.195038,24.886210,25.151190,30.603487,23.961901,23.894059,24.685794,22.958649,22.940934,22.720740,22.675332,22.454373,22.412751,23.108629,22.348875,21.728552,22.577233,22.275844,22.040422,19.432276,21.844428,21.994201,22.033086,22.128166,24.427266,24.186732,23.633239,23.843605,23.321735,20.597331,23.339899,22.993395,26.032653,25.800383,25.148876,24.685070,24.248959,3034.896727,3027.915486,3027.471539,25.231272,24.449529,24.602029,24.721871,24.436347,23.306539,20.756176,3047.285699,25.062618,24.856480,24.580720,24.612089,22.937987,3032.635642,3029.552175,3021.913097,3080.356353,3086.571048,3075.083031,3070.133622,3009.552464,3024.606449,20.221631,34.243327,3070.909985,-0.002583,-0.002708,4.160992,4.157765,4.156970,2.429523,2.425573,2.425408,2.406983,2.409890,2.415588,2.428062,2.383568,2.403625,2.400102,2.432385,2.396426,1.024488,0.008298,0.034384,1.021709,0.028040,0.048003
5/16/2014 11:30:33.999 AM,8.000000,23.691804,23.827514,23.372675,23.189667,23.566199,23.394331,23.092658,22.715781,25.218181,24.876179,25.137000,30.329769,23.961392,23.893626,24.689673,22.955189,23.047000,22.695145,22.664066,22.443184,22.400881,23.093885,22.325417,21.697792,22.573011,22.269802,22.026651,19.434499,21.837547,21.984372,22.018551,22.140538,24.427701,24.175591,23.619748,23.828680,23.309305,20.567098,23.330421,22.985653,26.067668,25.776276,25.111903,24.684899,24.339325,3034.202920,3027.226963,3026.773450,25.453200,24.426743,24.529495,24.670749,24.351518,23.222212,20.743482,3046.591636,25.009223,24.822680,24.553703,24.591738,22.843374,3031.922120,3028.839169,3021.193560,3079.693016,3085.909223,3074.407196,3069.464358,3008.864703,3023.912138,20.173546,34.217878,3070.239036,-0.002609,-0.002723,4.160106,4.156872,4.156008,2.427243,2.423093,2.423318,2.405494,2.407978,2.412767,2.426551,2.381170,2.400575,2.396753,2.428877,2.393560,1.024271,0.006796,0.035002,1.021805,0.030253,0.047094
5/16/2014 11:30:34.999 AM,9.000000,23.671268,23.818397,23.363173,23.177742,23.558745,23.393462,23.107688,22.677726,25.244515,24.864577,25.138475,30.090222,23.960600,23.891093,24.706117,22.956137,23.168528,22.678816,22.656455,22.403374,22.408952,23.093850,22.320612,21.689265,22.557142,22.260518,22.017976,19.415155,21.831442,21.968572,22.015331,22.148685,24.423684,24.181029,23.614591,23.822845,23.305133,20.084963,23.319665,22.986932,26.105332,25.733294,25.060428,24.747285,24.365031,3033.207422,3026.225514,3025.769822,25.501910,24.439213,24.479274,24.642692,24.311896,23.244301,20.738993,3045.585501,24.950996,24.789641,24.524878,24.581978,22.768453,3030.913189,3027.837801,3020.191844,3078.700804,3084.920927,3073.420843,3068.471831,3007.815191,3022.884788,20.201197,34.212355,3069.241054,-0.002624,-0.002739,4.159502,4.156305,4.155456,2.430471,2.425846,2.426423,2.408320,2.411009,2.417228,2.429528,2.383606,2.402245,2.401934,2.434038,2.397939,1.024366,0.007986,0.035518,1.021737,0.025640,0.046759
