Time,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface 0.2m,TC Surface 0.4m,TC Surface 0.6m,TC Surface 0.8m,TC Surface 1.0m,TC Surface 1.2m,TC Surface 1.4m,TC Surface 1.6m,TC Surface 1.8m,TC Surface 2.0m,TC Surface 2.2m
59,21.9340843,20.5450126,14.6001422,7.7678911,5.7318945,3.7569297,13.0577175,11.5715745,7.848736,5.4977384,3.4506474,2.680796,0,570.3181763,290.5612183,244.3481903,119.7342529,111.1103287,101.2516174,82.7651749,75.3083267,66.971077,62.5,63.203537,55.4796295,223.037796,227.6547394,200.4170227,150.013443,110.166153,80.1595078,62.1395721,54.7518349,48.2013779,41.6561737,36.8233299
60,18.5938101,17.3769655,12.7763186,6.4907382,4.8029833,3.7939655,11.2034409,9.5876758,6.7356175,4.4238644,2.723652,2.1025676,0,563.9244995,290.0814514,242.2345734,120.4233093,111.584671,101.662056,83.2763748,75.2317581,66.9017105,62.2170868,62.7180061,55.2279587,219.6648712,225.3891144,196.6446838,146.7969513,107.4794998,79.3468933,61.6930695,54.3883133,48.2251205,41.8545723,36.9467278
61,16.8041152,14.9998478,11.4533816,6.1258841,3.8917376,2.4637812,10.1638458,8.8884558,6.5269586,4.0256218,2.5393671,1.6730219,0,561.753479,281.796936,234.5019379,118.348526,110.014061,99.9064941,83.4131851,76.5324936,67.9778137,61.684082,61.3342514,54.3965569,215.3422394,221.1234131,192.2033997,143.5732269,105.1981583,78.0190506,60.8022385,53.5719643,47.6368217,41.7518005,36.9765625
62,20.6259387,17.0097774,12.972799,9.1371574,6.3121328,3.6659685,11.6063691,9.8159015,6.7305719,4.7098033,2.9491051,2.1058998,0,563.0985107,279.6763306,238.339386,120.6353149,115.9229889,101.7769089,84.2727051,76.9211349,68.7438583,62.9122849,61.9002533,53.2143211,212.5487061,217.352005,188.9105988,141.5739136,104.1025925,77.2043533,60.1204491,52.7837143,46.7997589,41.4607811,36.8872528
63,28.4172258,28.8087771,22.2996205,11.8747084,6.5892605,3.8744749,14.3809762,11.7252106,7.5106826,5.0927542,2.7909414,2.1988067,0,545.3783569,276.2809448,236.5172272,124.2729263,119.6436081,101.6807556,82.3097534,76.4590683,68.4837723,63.8566818,62.9792252,53.4234314,212.1960602,214.7960968,187.1487579,140.9109497,103.7296524,76.9820557,60.1199837,52.7791862,46.5513992,41.2183342,36.7727699
64,44.2998207,37.9993067,24.5672929,12.9340941,7.6574348,4.612389,21.5986357,22.2341509,12.1793023,8.3040172,5.330945,3.3055968,0,540.1743774,276.972168,240.8340149,122.8255081,117.012352,98.7192307,79.8633347,73.5538483,66.0256729,63.1825218,62.2155762,53.7148132,220.0767365,219.4295197,191.8579865,144.6858215,105.6995773,77.531601,60.764946,53.226429,47.2448578,41.2219887,36.7573776
65,27.2240169,23.0187301,15.5188955,8.9864711,5.9319564,4.009667,13.4321533,11.4017539,7.5378636,5.334791,3.9685894,2.9111987,0,549.7504272,274.9667053,235.7390442,121.036087,115.7905426,98.6671219,78.2147827,71.7824326,65.016922,61.6463509,60.9923019,54.4652748,230.9328461,227.437439,197.5143738,147.7249908,108.8244629,79.3278885,62.2819176,54.8275375,48.8797722,41.6000977,36.9109154
66,20.024476,17.5320127,12.7060592,6.7371374,4.4745521,2.7366648,11.6386437,8.9738352,6.2408258,3.9637972,2.6517133,2.0248939,0,579.2316895,283.4292603,232.150116,120.182373,114.2576599,96.629631,78.0352325,71.8401413,65.4128494,61.2079239,61.0615959,54.3193932,228.4120789,225.7027893,195.1375885,145.0366058,107.494545,78.9921341,62.214077,54.6503334,49.0829964,41.8841782,37.0867119
67,19.9154638,17.1918833,12.7192809,6.6294809,4.0917994,2.2603493,11.8819639,9.8888493,6.7164118,4.4702329,2.5618533,1.6121683,0,584.5215454,286.6192017,234.1558685,119.6329193,113.2165756,95.3310242,78.5877609,72.5253372,67.0920792,62.3707962,62.0518951,54.4638214,224.5981445,222.0583191,191.7341766,142.299118,104.9355698,77.6877518,61.0384407,53.4577408,48.0938187,41.8647156,37.1430206
68,19.0500022,16.2432009,11.1213021,6.0098834,4.0151753,2.7100808,11.2997604,9.2243442,6.1205458,3.882899,2.3708057,1.6879378,0,581.7857056,293.5007324,229.4759064,120.1524811,113.4241257,96.5274963,77.8929062,70.7876663,66.0734482,61.7096672,61.5636063,54.9383926,221.3514252,218.8396912,188.8435822,140.0764771,103.3280182,76.4144287,59.928299,52.4550018,46.950386,41.5525551,37.0619965
69,19.2713444,14.830189,9.9596388,4.7805051,3.4307414,1.9661076,11.3065683,9.1401375,6.0127984,3.5162264,2.2894836,1.5836853,0,573.755249,290.9020386,223.3146362,119.294632,114.1698608,97.7164383,78.5401917,71.5335846,66.0143433,61.6850815,61.8464508,55.4080238,218.4387512,215.809082,185.9167938,137.7341003,101.5532684,75.3185959,59.0961685,51.7401199,46.2700882,41.1792297,36.8680725
70,18.387635,13.9386006,9.3555923,4.4663706,3.4407519,2.0335901,10.7440321,8.379463,5.2945367,3.4320396,2.2628553,1.8027425,0,563.6691284,287.2865295,217.740799,118.1661606,111.6343307,95.3857117,77.9267349,71.3565292,64.9347916,61.746521,62.1557503,55.4294472,215.9277191,212.7799835,183.0366211,135.380661,99.9247742,74.4757538,58.3322144,51.0256615,45.666214,40.8933144,36.7193565
71,18.2793338,14.1358594,9.4167811,4.6154209,3.2036661,1.9467945,10.3380782,8.2042475,5.44037,3.2261768,2.1402805,1.5640884,0,554.4318848,279.8229065,211.9475403,117.9940872,110.6904831,93.3775253,76.0853958,70.8740921,64.9066467,61.1003952,60.47686,54.5515289,213.6039124,209.8932953,180.3542938,133.5004425,99.0793839,73.9721375,58.1387405,50.9422951,45.5165405,40.6953354,36.5867958
72,18.1153416,13.172024,8.6293222,5.1540306,3.6125489,2.6277537,10.4046445,7.8336446,5.233176,3.2062811,2.2335219,1.6092327,0,544.1158447,274.7685242,207.2437134,117.3670502,110.3072357,93.0531311,74.5390167,70.5222702,64.6562271,60.9094467,61.2367592,54.2829514,211.4879456,207.4466858,178.2311707,132.0551758,98.2322083,73.5507355,57.8661919,50.8948631,45.2085571,40.5525398,36.5047874
73,19.4713579,15.5918949,11.7885359,6.9380525,4.0287925,2.3775915,10.7046974,9.0378697,6.6732802,4.7232863,2.7527318,1.8155162,0,534.6420898,272.2838135,204.8743286,116.8681183,109.1305695,92.1699371,73.2218628,70.4155273,66.1528931,61.6652718,61.0965805,54.2014198,210.0817871,205.3167267,176.737381,131.2456818,97.683754,73.1385803,57.7626991,50.8157463,45.2163162,40.5834236,36.4901695
74,19.8446059,16.5311068,12.7089802,8.2022802,5.1687329,3.1367122,11.2896746,9.3725853,6.8200901,5.2460004,3.3568988,2.0809871,0,533.3527832,274.5019226,206.0906219,118.33638,110.7187424,92.7934799,74.1651764,71.3248215,65.9844589,61.8305206,60.9470673,54.0655365,209.5359344,204.268219,176.875824,131.9441071,97.9919052,72.9213562,57.4340935,50.3269081,44.638813,40.4752274,36.4907532
75,20.688976,17.9316715,13.7401178,8.0946236,5.0551584,3.1089164,11.5355163,9.9725868,7.3334365,5.1845046,3.2487794,2.0248146,0,542.3002319,277.4049072,210.3362732,121.1896133,115.3192596,95.8453445,77.6999664,73.843811,67.8409882,62.6368561,63.3448372,55.3308907,209.3308258,203.7924347,177.4000854,132.4689178,98.3854904,72.9609756,57.7054901,50.6914177,44.9178925,40.3161697,36.4051514
76,17.4373335,16.977036,15.5374981,8.1239102,5.4178165,3.4748061,9.732173,8.0302049,5.915956,3.9378177,2.9097967,1.8671664,0,533.3134766,274.6665649,208.5070496,120.6410904,116.7601013,96.1920929,77.5617447,73.7602463,66.9892578,62.2223511,63.0225029,55.0858078,209.0522766,203.5480347,178.0882111,132.8806763,98.4581833,72.9727249,57.6359215,50.8171005,45.1000824,40.3728218,36.426857
77,17.5624606,15.4547067,12.1296861,7.1723445,4.5472015,2.9097258,11.0761075,9.3800912,6.580344,4.7458129,2.7662573,2.1389052,0,538.8850098,275.6825256,210.2394562,119.149765,115.6807098,95.2179184,76.8679199,72.2741547,65.4704056,61.4515305,61.966198,53.9224167,207.9681091,202.6487885,177.9632874,132.8452759,98.1752014,73.1076126,57.6557541,51.1477928,45.5028572,40.4480286,36.4679337
78,18.666327,16.1030362,11.2544413,6.2209425,4.2367302,2.3726685,11.2490792,9.6266126,6.4071669,4.3263591,2.6734386,1.6843675,0,547.7056885,286.5480957,223.2442017,121.3938141,116.2157593,94.6856384,76.6397781,72.274086,64.8330994,60.4171524,60.5761642,53.4040375,207.5489044,202.4244843,177.6512451,132.3191833,97.3236389,72.7023773,57.2439995,50.6787491,45.1352005,40.4904251,36.5089951
79,20.0538619,14.3572007,9.5171737,5.021996,3.5941474,2.3290435,10.5168492,8.230049,5.4022841,3.9282809,2.3608306,1.4918099,0,546.5048828,286.9802246,227.8915558,121.4742966,116.8640747,95.9293976,78.1888428,74.1261749,67.0550537,61.406765,60.5781708,53.1160049,207.4112244,202.1340332,176.7346497,131.24823,96.5452271,72.3182678,56.9915085,50.4038887,44.8749123,40.4358292,36.5218697
80,18.7364738,13.8062829,10.2706558,5.9627632,4.3451522,2.3481295,10.4427184,8.7423256,5.8593153,4.3173156,2.8762365,1.9446814,0,546.4840088,290.7456665,232.821701,125.5614548,118.9711075,97.7122498,78.7263641,74.6401062,68.2243729,63.2724648,63.1150856,55.2501526,206.8384552,201.2703857,175.2711945,130.1063232,96.0125885,72.0438995,56.7810974,50.0643959,44.8473701,40.3791084,36.4986
81,20.3818463,15.5180243,11.5004263,6.6954164,4.9171466,2.4780957,11.0854369,9.1438904,6.6211969,4.4274818,2.9962753,2.0618663,0,551.9301758,287.3806458,232.1621399,127.6584091,122.5609131,100.6420822,81.254921,75.0716629,68.6441422,63.8793564,63.2768517,55.8092346,206.6926575,200.6242218,174.8127594,129.9249878,96.3221817,71.9929581,56.7476082,49.7523041,44.8162308,40.3053741,36.4631157
82,25.3151195,20.7360478,12.6024381,6.4678325,4.0332088,2.160754,10.9412097,9.1816543,6.0588596,4.5882916,2.7093657,1.7115811,0,537.5106201,280.982666,226.2612305,126.4840012,121.0783005,99.7221909,81.0528717,74.7014313,69.2221603,64.2316437,62.6299477,54.7625618,208.7052155,200.9233704,174.7845917,129.7414856,96.069809,71.6938019,56.4595871,49.4298248,44.616272,40.223835,36.3895149
83,20.1936818,16.7692244,12.2000992,8.2165144,5.2964398,2.8779917,11.2700072,9.5595287,6.5779026,4.4207403,3.1787004,2.3217041,0,530.7412109,276.3892212,221.4711914,126.1216812,121.799202,101.8210068,81.5777054,74.6906891,68.6664963,63.334549,61.0949326,54.2952805,209.2893219,201.4359589,174.8119812,130.643692,97.0475464,71.5550919,56.4970627,49.4778137,44.5809097,40.1458511,36.3030281
84,21.4425818,17.7693184,13.3742156,8.2071885,5.4677216,3.3140904,12.5428368,9.7882236,7.5266332,5.4225952,3.6054298,2.4426179,0,538.2635498,275.45047,218.5465546,125.1040497,120.5834885,102.2663345,81.7087784,75.0445938,69.0293884,63.3203201,61.3845139,54.0984573,209.576767,201.5676422,175.2014313,131.5131378,97.8005829,71.7891388,56.7837715,49.8807068,44.8029366,40.1694336,36.2915421
85,20.23231,17.1626595,14.8273707,9.6234114,6.6713315,4.2582387,11.592249,9.4619522,7.5012425,6.0382106,3.8695997,2.685239,0,549.0749512,277.8335266,218.713623,124.8606339,119.9472275,103.634346,83.3685226,74.2697754,69.1588669,63.0887413,61.5778275,54.4519768,209.9286194,201.9096375,175.5364838,132.1207275,98.2913666,72.1916428,57.0875168,50.0835915,45.3133011,40.2758675,36.2887955
86,22.4085242,21.8708947,20.0098093,17.8828572,10.6618223,5.5079894,11.6214978,10.2758714,8.6041071,7.1476008,4.7558578,3.3552635,0,547.3665161,280.4470825,234.2467804,132.5330353,125.1109161,105.8586349,87.3545609,79.5067902,71.6792679,64.8027725,61.9851303,55.1489601,210.5254517,203.0337524,177.5537415,135.1581116,101.4964218,73.4022064,58.2151527,50.9247704,45.9854431,40.6474953,36.4123993
87,33.3455224,36.8333419,28.8938582,17.9011817,11.6402706,7.2089864,14.9843599,17.6410195,13.8184626,10.4310473,5.5003518,3.3299541,0,538.9605713,284.631134,233.7211304,132.8865509,127.0187988,107.5451355,90.4142227,81.8145676,73.1302872,66.857254,64.0893097,57.21101,213.0891266,205.9522705,181.2212677,138.0947723,103.988739,74.7427979,59.2807007,51.8156624,46.8276215,40.9779854,36.5774345
88,27.0159459,30.1046241,21.6537566,10.1116287,7.1181216,4.7180434,14.7806265,17.5493069,10.9026097,6.7054561,4.7229739,3.0549624,0,546.991394,289.5681152,240.5961609,131.1088562,127.3525696,107.4493408,92.656395,83.6894531,74.7944336,67.5418472,64.5843964,57.6879387,219.306427,216.2253418,190.4264984,143.5636597,106.6520386,76.3866043,60.4012985,52.8223457,48.0350609,41.4260292,36.8056374
89,30.2007593,27.1113772,20.023031,13.2179604,8.222363,5.2634318,14.5597471,13.1872159,9.6128961,7.0514109,4.4554227,3.3075803,0,565.3712158,301.2492981,248.6325226,132.7142487,127.3474045,106.5981369,91.5190811,82.4450378,74.5383682,68.4955826,64.7310791,57.5142708,222.1612091,221.29039,194.5572968,145.3670349,107.29673,77.0132828,60.3598366,52.6013145,47.6275368,41.5831947,37.0467949
90,27.0495976,20.5336477,13.40112,7.5347444,5.376597,3.5667519,13.2238813,11.4324812,7.6233128,5.2001252,3.4788819,2.4964103,0,583.9920044,310.9613953,252.7867279,134.098938,126.6854782,106.8803101,93.0387268,83.2737579,74.4403152,68.0122986,64.8533554,57.4865952,224.8835602,222.7425232,194.3368988,144.5228271,106.9925003,77.3446732,60.5962334,52.8397179,47.7181931,41.6962738,37.1394081
91,23.2251672,22.1647535,16.6605725,9.7816239,5.915395,3.3091674,13.8383594,12.1528114,8.3241592,5.6373371,3.506271,2.2889367,0,587.2841797,313.6241455,258.8709106,137.1451416,128.3361816,109.987854,92.536171,82.9946136,74.2565155,66.9995346,64.2497711,57.2267265,225.9339294,222.2907562,192.284317,142.7766418,105.8459549,76.996788,60.3094521,52.6201439,47.6590118,41.7495499,37.213829
92,21.230719,21.7307302,18.9754433,12.5242468,8.6766609,4.8272574,13.3633177,12.0430378,9.0377008,6.5309989,3.6590246,2.4967276,0,602.8744507,332.7693176,275.6673889,138.6014252,132.492691,112.7160645,91.4205322,82.293541,74.3592834,67.6153488,64.9786987,57.7988396,225.5631866,222.1207581,191.839035,142.7112732,106.1351471,77.2596817,60.4271507,52.5219612,47.6612473,41.8783112,37.3236923
93,19.0587707,17.8908127,13.1723542,7.6829767,6.1687478,3.9615735,12.7074876,11.1003458,7.5655329,4.9301357,3.0502082,2.2032498,0,629.8703613,365.8679199,296.0839233,142.6446991,140.5860291,118.6392441,93.3959961,83.6108932,74.5125427,67.1898804,64.3503113,57.0546455,224.3864136,221.3327789,191.1968384,142.3263702,106.5049591,78.2803345,61.5219231,53.4662819,48.175312,42.0738678,37.4438477
94,21.425519,17.0032832,12.8850132,7.8382441,5.0649481,3.3008362,13.5317507,11.3517928,7.8825902,5.3961224,3.1966217,2.2820342,0,650.1905518,398.7351379,306.1908264,145.7991486,142.3826599,120.7371674,95.5806808,85.7093201,75.3326263,66.9599915,63.9154739,56.8084984,223.2952118,220.2199707,189.9881744,141.1422272,105.7434845,78.0876923,61.3762054,53.2963943,47.993042,42.2095032,37.595726
95,22.9960048,17.5661067,11.8172854,6.4133499,4.3343321,2.8404257,14.5224297,12.3193482,7.6558649,5.0786135,3.0960258,2.0332246,0,660.8675537,429.7082825,320.8102417,149.8567963,144.5844421,121.4955063,97.6800003,87.3313828,76.3773422,67.8688583,64.4238968,56.246315,223.973877,219.0335083,188.6947174,139.8210297,104.7632828,77.5793762,60.9558754,53.1475639,47.9488754,42.2097511,37.6695595
96,20.5223771,16.6837186,12.4044204,7.1795435,4.6586414,2.7771845,15.2460867,11.7528885,8.091249,5.7399396,3.4030546,2.3263058,0,674.3000488,457.9304504,344.0130005,159.8782043,157.0950012,130.0574188,106.1196976,91.7923279,80.0673752,70.8438263,67.4578018,58.0069962,224.6440125,218.2895813,187.8362427,138.8571472,103.9255829,76.9727859,60.6104698,52.9592018,47.9516945,42.2430916,37.7030373
97,19.7090517,18.520742,13.8720272,7.947864,5.381087,2.9487308,12.3154016,10.8843171,7.8819391,5.1580318,3.0192686,2.0282262,0,682.1400146,455.0063477,355.4507751,160.8671722,158.4190826,131.87323,107.0443268,93.5320358,83.2889862,73.6231689,69.6814499,60.40028,224.8898621,217.72229,187.4866943,138.5040588,103.3785858,76.4264679,60.2985992,52.86063,47.9372368,42.2914276,37.7560501
98,22.6867421,21.5459183,15.8769571,9.2312341,5.9131868,3.5310036,13.1863117,11.360237,8.0959691,5.1955212,3.2717727,1.8817649,0,685.5305176,436.5278625,352.1547546,158.5564117,154.4639282,127.3697052,102.4773865,92.2870941,82.8729706,74.1512833,69.5409927,61.5237312,224.536499,217.6688385,187.8833008,138.6289978,103.224144,76.0958557,60.0298386,52.7961349,47.8314552,42.3201675,37.8614616
99,19.5768153,18.3800361,13.2822786,7.7968504,4.9473988,3.2147223,12.1099033,10.2533537,7.4393936,4.9156661,3.0459815,1.7749736,0,685.0502319,421.0226135,340.2252808,157.9696503,150.2572784,124.3387833,99.4654617,90.7058563,81.7382965,73.0996323,68.3536301,60.6529579,223.7449188,217.5875397,187.8871307,138.3378296,102.8677521,75.7563477,59.9378891,52.8673782,47.9639969,42.3953056,38.0119553
100,17.5458717,15.2650243,11.4352402,6.6826547,4.5856239,3.0278012,10.9956731,9.1279405,6.4219781,4.1523951,2.7675253,1.7730694,0,683.3428955,424.7095642,339.3510742,162.0634918,154.1747131,128.3674927,103.0940323,92.1618576,82.7699585,73.8940659,69.8277969,61.2144623,222.5029144,216.2794952,186.920105,137.5661469,102.181572,75.8019943,59.868927,52.605114,47.8553391,42.3527184,38.0435028
101,18.6665639,17.5525773,13.8697211,8.085625,5.045884,3.2894755,11.2094924,9.349833,6.7123427,4.524165,2.9660965,2.1005841,0,673.3604126,410.100647,329.3756714,159.5145569,154.0943451,129.8045197,106.6647873,95.4221497,85.506073,75.4052887,71.5947952,62.2384377,221.3935242,214.7580414,185.7906952,136.9579163,101.828476,75.6019745,59.6152687,52.3556938,47.4819031,42.2866707,37.9984856
102,18.1897542,16.5714243,14.1539874,8.3673644,4.7464537,2.7966492,10.348164,9.1356808,6.8995172,4.9074448,2.9102193,1.7936184,0,662.9331055,394.0932922,314.9930725,156.2181244,149.8979492,125.9900208,102.8788605,94.1266708,83.5573349,73.8349762,70.0453644,62.336319,219.6955872,213.517807,184.6016998,136.4237366,101.7377472,75.2545547,59.4127121,51.9947166,47.0924301,42.1629601,37.9265747
103,19.8611947,20.337742,18.0473118,12.503959,7.7345742,4.6195084,11.3675875,10.4926037,8.7448949,6.5675017,4.2360561,2.4077084,0,652.3070679,386.3216858,317.2814026,159.0184479,150.6000214,124.9531403,100.3581238,90.7076111,81.2131577,72.2333984,68.1534805,61.1432533,218.9161682,213.2059631,185.4517975,137.3928223,102.562706,75.2539749,59.1987343,51.6794434,46.6035385,42.0794067,37.9013367
104,23.3294396,22.7029537,19.4019194,12.789625,8.5068513,4.8616424,13.344911,12.39816,9.3345759,6.7865187,4.4221162,2.6921415,0,646.0939941,389.080658,320.2828979,160.0678864,153.5708466,128.0457153,103.2407074,91.5465012,82.8202057,74.1360092,70.8522873,62.0350151,219.2041016,214.1306152,187.6030579,139.8422089,104.9964828,76.4391556,60.1141891,52.4942856,47.1068611,42.209816,37.9317856
105,22.7500165,25.3947653,23.1325865,13.2125612,8.0294409,4.9432121,13.5448623,12.6453849,10.2097386,7.583004,4.814102,2.5420307,0,644.9536133,388.250885,314.4702759,158.9127502,152.5745239,128.3609009,105.0186844,93.641037,84.9056931,76.0887451,72.7831345,63.2633324,220.5995941,216.1614227,190.1529846,141.1212463,105.6981049,77.259552,60.8039322,52.8215714,47.2852364,42.3562126,38.0033226
106,23.3282548,26.9203418,25.1982438,18.6102748,11.5385467,7.4672525,13.7586815,12.1145783,9.9519261,7.9038014,6.7882326,3.7579129,0,655.5862427,396.3793945,320.5539551,162.3013916,155.1903992,131.7273102,106.8771591,95.517334,86.3187485,76.6275635,73.5772018,63.8099861,222.0835266,218.7540131,193.7195587,144.9512177,109.6422348,79.2177811,61.7257423,53.428093,48.134037,42.4530907,38.0371056
107,39.2018443,41.5248004,31.4181236,17.645293,9.6255931,6.7066928,33.5417507,35.1058027,21.7917699,11.5634573,6.1780637,3.8946948,0,656.4615479,398.7679443,322.4580688,162.0846558,156.5446777,134.9066315,107.6312637,97.6447296,87.8574142,78.1268616,75.4304123,63.9284973,228.8536072,224.503067,199.5236511,149.9947662,114.0235062,81.5245667,62.9089584,54.4409065,49.1758652,42.7891464,38.1568527
108,44.5550513,47.1522242,29.3521586,13.3872985,8.473434,5.9565091,30.9277602,24.3158608,16.7794,8.1461671,4.8521424,3.0902686,0,640.6126099,392.8059082,311.1028748,160.1913757,156.0258026,133.5773163,104.5677032,96.280014,85.4134521,77.486145,74.2164383,62.7516441,244.4728088,240.3577728,210.3063049,154.3425903,116.2805862,83.2325821,64.1251221,55.8518982,50.3285675,43.1689835,38.3695374
109,29.2817395,28.5722831,20.1518656,11.7276214,7.8558037,4.7601536,15.1800247,12.0160635,9.0749729,5.1202136,3.5091452,2.3614533,0,637.3035889,389.933136,302.1239319,157.3444519,153.6374207,131.0561371,102.5157013,93.6405869,84.4640121,76.430397,73.1168976,62.3243141,249.6985474,248.978302,214.0322266,154.2012177,115.7986832,83.2574615,64.6634293,56.4634171,51.0556526,43.6468163,38.6463966
110,23.6664294,22.3138478,15.393597,7.4675,5.1277342,3.0660488,13.6616056,11.8023804,7.7071344,4.8403585,2.8977082,1.8835897,0,649.2578735,394.2982788,310.921051,158.6064301,152.4073792,130.3163605,100.9025726,91.9422836,82.4343185,75.5759964,72.3662186,62.1096764,248.2298584,247.7914429,210.9626312,151.0220184,113.2911148,82.0243301,63.7999573,55.5838699,50.7116432,43.9915009,38.9522972
111,21.7331228,19.6290713,12.3421554,7.268221,4.658715,3.2628158,13.6674049,10.9173898,6.7665419,4.2033676,2.8428454,2.1254174,0,669.5369263,407.8162842,315.0398865,161.1230621,152.7059174,130.2760162,101.6982574,91.4305725,81.1732407,73.9951096,70.7127457,60.7114334,246.0223846,244.6210937,206.7569275,148.3848114,111.8338547,81.247612,63.1330528,54.6883202,49.8795395,43.8988419,39.0554619
112,26.0964521,24.6433417,20.5578943,10.6126077,6.3012391,3.8740205,13.9593892,11.9933113,8.4364639,5.5967236,3.7205656,2.3806535,0,666.7988281,414.8789368,316.7521362,162.9218903,153.1166229,131.1764374,104.0913239,92.7402878,82.0580826,73.9990921,70.5446472,60.6834526,244.2803345,241.7513428,203.8347321,147.0414124,112.0957108,81.0601349,63.0073586,54.4312668,49.5178909,43.8252411,39.0658607
113,45.9117786,49.9709418,38.3452095,22.8247486,12.8170141,10.0169682,22.7698507,25.2292329,20.6942764,16.3773921,9.2200323,5.7072123,0,660.4586792,404.5774231,313.1147461,162.3845673,153.9165802,132.2776031,105.8983459,96.5611191,88.2378693,78.7901535,75.8492432,64.3367081,247.0894318,242.9276123,206.4755402,150.6192932,115.9785767,83.0938721,64.0839767,55.2828712,50.2206306,43.9132385,39.1669083
114,45.9231538,52.1873298,38.2408196,19.7123631,12.7621039,9.1772623,23.9536731,24.117893,17.451275,13.0363961,10.2696108,6.8746973,0,643.5369873,393.4620667,303.6470032,160.745636,153.5078278,133.1788788,105.9848022,96.8432007,88.438858,79.6587982,77.3161163,66.844162,259.3103943,257.0549316,221.9436798,163.0018158,126.4361649,87.9923553,67.5169678,58.2376595,52.6494217,44.5807915,39.4472008
