Time (s),HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m
39,47.0784455,46.798024,39.9934614,16.5049194,12.3019174,8.6775438,73.7677534,65.9570943,51.1623757,30.9696472,19.4622142,12.8459686,0,338.8501282,363.7375183,367.425354,180.9764709,180.3471832,156.5961761,120.878746,105.0658035,97.3492355,84.9259949,84.709877,66.6016083,456.1943054,286.2426758,321.901886,213.5476379,136.9605103,114.8070145,89.0166092,59.1042175,52.8999557,49.1105499,39.1312904
40,49.5281378,40.3647886,35.6333806,11.4097239,9.2633766,7.2264818,73.0231684,54.6166426,49.7785864,39.0443377,22.468002,16.5519302,0,342.8190918,362.5040283,366.3327637,182.3626404,190.7883911,167.3331909,131.6288452,110.2543488,101.1575851,88.4978333,87.7675247,69.6921921,461.4637451,292.728302,326.2884827,219.25737,138.3951874,117.145752,91.3799896,59.5471687,53.5374603,49.7243156,39.35326
41,52.0489249,37.7795888,38.2511203,10.5810307,8.1100398,5.8369948,76.6886049,60.767245,49.8484106,32.1844353,19.3054875,11.9775945,0,338.1555176,354.7543945,352.0178833,178.9140472,192.8081665,165.5906067,133.0326538,110.8817062,101.1330795,88.7314224,87.1518936,68.8683624,463.225708,297.7937317,327.7462463,222.6634674,139.6598358,119.2876282,92.8634186,60.2756119,54.4230537,50.6407967,39.7141037
42,45.7205333,39.9464594,34.7387647,11.1940837,7.4745968,4.9375317,70.2019145,53.4748101,48.7946999,33.6503039,21.1681174,14.1856209,0,338.7582092,361.9231262,348.6644287,176.3297882,187.4719849,158.9366302,128.2876282,108.7012024,99.8321838,86.8605576,85.4267578,68.1340637,459.237793,302.4374695,328.5271912,224.2176361,140.0508118,120.4893265,92.7287903,60.918705,55.0485725,50.995636,40.0544739
43,43.1514014,37.4621888,30.7891712,12.9584723,8.1023848,6.5281786,70.7551211,52.3773093,48.8641987,27.0120492,16.231565,11.3235967,0,342.2086487,355.9666443,344.7235107,174.626297,185.1861115,155.9405518,125.0402832,108.5958328,102.86866,88.7085724,87.9838409,69.278717,458.3954773,306.2335205,326.8609924,225.4011383,140.447403,121.9823303,94.1212997,61.5798683,55.5554733,51.2900314,40.3148613
44,44.0836924,42.1966712,39.1255962,18.5867146,15.5412561,9.240049,69.8789163,61.9714702,54.4273494,36.8291746,23.4842741,15.5986626,0,351.4722595,367.1828308,366.7209473,185.4081879,197.2501373,163.7140656,128.5088654,106.1834106,102.052536,88.5969925,88.9801407,70.4435349,460.6893005,312.9450989,330.7442017,227.6613312,140.9805756,123.8212128,95.968605,62.4203949,56.0823479,51.6673317,40.5944138
45,55.5396833,49.4819887,44.7092978,25.1504889,15.1770523,10.4999486,56.7313032,44.7508626,43.4771541,31.4619424,20.6950632,15.6365076,0,355.5382996,371.7538147,374.9114685,190.0874329,200.5077972,170.6700287,133.6240234,110.7580719,101.4686432,86.7128296,90.4917755,72.2953873,463.7331238,320.3119507,338.4506531,235.0183868,142.9644318,127.278183,100.4640808,63.6787758,57.835701,54.0527611,40.8933983
46,55.1970059,48.6932239,46.6945491,27.6910514,16.252808,9.9452444,46.7239078,39.5016701,42.4734107,28.266793,17.0964359,12.2587748,0,363.8685608,388.5517273,391.1456299,195.4592438,201.8681335,175.4461823,137.9019928,117.0168457,103.2889786,89.1393051,94.6918335,73.3116837,467.4446716,327.4667358,345.6363831,242.2089844,145.2431488,130.4437561,103.0494003,65.3997574,59.474144,55.3628464,41.453476
47,58.983519,39.0594713,46.3532448,21.9186669,14.6098423,11.2185496,51.334385,40.2492092,41.5722062,23.8621175,18.9727603,10.7652032,0,367.0262146,400.7819824,406.1464844,203.1612854,206.4935608,179.612793,138.5404205,116.1874847,102.3393097,87.7856216,93.3916245,73.1154327,473.6795959,334.0943604,349.4121094,248.0311127,147.0700073,132.4667816,103.1793823,66.7414398,60.2457237,55.2613564,41.9665794
48,55.3728475,45.1869415,44.6127487,23.9593957,12.7445855,7.2753328,29.5956766,31.8348794,29.1330786,19.1285877,17.5022008,9.5813742,0,378.0159912,420.9870605,414.8796082,207.0258179,212.1941376,179.8215332,135.1052551,115.2993393,103.5577011,88.4698868,92.2495346,72.6251221,476.7511902,339.7166138,349.6181335,251.8175049,147.9859772,133.7100983,102.8210754,67.6769257,60.5506439,55.3518677,42.2900963
49,61.9206854,47.6836592,45.9498298,21.8043024,10.8455436,5.6260648,33.5485586,30.3107159,25.1117568,18.1357765,12.7867057,7.5660642,0,385.3808289,426.0341797,420.5960388,207.5453949,215.4324341,181.7900696,135.2796631,113.2996521,101.5136642,87.6952362,91.1696701,72.8287354,479.29245,343.4487915,347.3407898,250.7178192,148.0213623,134.3458557,102.3929443,68.2728577,60.5346222,55.2451324,42.5115623
50,55.1600368,43.2454711,43.880944,22.8856121,12.780579,5.2099609,57.0303475,46.7420328,35.0116594,23.8931943,16.8675169,10.2310877,0,379.6644592,410.6357422,407.655365,207.4209747,217.5097809,180.532959,136.6014099,113.0924683,102.2943497,88.4444962,90.4602356,71.2784348,483.1707458,348.0932922,350.5079651,251.1034393,147.9658508,134.3817596,102.270462,68.710289,60.7038689,55.3617783,42.6716614
51,57.1857667,43.5309416,42.2432999,21.5271442,11.2132069,5.9353025,69.4116911,55.1913118,43.5210995,23.6518152,15.6553789,9.9736301,0,379.555481,412.6832886,407.6490784,207.671875,213.2816925,175.8819733,132.1158447,112.4684753,101.6548691,87.8142395,88.3362427,69.813324,487.4477539,352.2441406,353.4239197,251.772995,148.0436859,134.5184937,101.9964981,68.9404526,60.5265198,54.4620361,42.8358231
52,59.4499013,44.5310358,39.3110072,21.2089194,13.2413543,7.3640976,63.617896,52.8755123,45.6495176,25.2492253,16.9276208,10.3454164,0,378.8744202,405.5614929,394.9483032,209.6333313,218.4694977,182.3827209,139.8573151,118.9584579,105.2691803,88.6554642,88.8151169,71.2873077,491.7596436,355.8166199,355.2632446,252.2395782,148.1496582,134.8558655,102.4323578,68.96418,60.3411674,54.2845497,42.86026
53,55.379009,43.7119653,36.6067118,17.9180337,12.3089836,7.2623059,63.9653521,52.4969344,52.3259498,36.1395671,20.9464683,14.416341,0,381.3056641,405.8735962,388.8789062,209.8545074,219.369873,186.3050385,147.6077423,122.5419388,110.9986572,92.0207214,91.2805786,72.7533875,496.4926453,360.2113342,359.2436218,255.5828552,149.0316467,136.0056152,104.3893661,69.1823425,61.0559235,55.1439247,43.0036888
54,59.3977652,46.3807769,42.429941,24.1799443,13.8129071,8.9887507,48.0635558,40.2306789,48.7435929,31.8669264,19.7508145,13.9691819,0,387.3276672,413.5217285,408.1539612,212.7138977,224.716217,190.088974,154.7629242,129.4815063,118.1777191,100.5555649,101.020401,79.000351,500.8244019,365.9725647,368.1633606,263.0004272,151.3734894,138.7131958,108.1500092,69.9043274,62.1935768,56.3104362,43.2674446
55,56.225275,42.0594828,44.0014764,24.2198655,11.9997636,7.0700831,59.4680884,55.3139862,46.6524472,34.896333,18.2972464,12.249492,0,391.1966858,415.6018982,416.9520569,212.0731964,218.7886505,182.6435852,147.5714569,129.5320282,117.1665268,98.8719559,99.7206802,80.0074539,506.0904236,372.5129395,374.019165,268.9150391,153.4187927,141.8497467,111.4976959,71.091629,63.3220139,56.9143906,43.5717163
56,57.792443,49.0931533,41.889543,29.5007603,15.5819604,9.4235619,44.5433551,44.677915,43.9102596,32.057662,18.2934423,14.2036311,0,403.3088074,415.5025024,420.2655334,218.5608521,227.3244171,188.3403778,146.2232361,128.3410645,113.746582,98.1904755,99.9537582,79.5726852,510.2631531,379.1654968,379.7758484,272.9685974,154.442215,143.3744659,111.9560394,72.3050232,63.9609413,56.9093399,43.9076996
57,63.5719821,54.5038357,44.3337095,31.9050343,17.7003491,10.1674593,38.7182941,42.217158,43.6159889,27.3001257,17.2426803,11.221407,0,404.381012,431.4138489,442.370636,221.8515778,239.3921204,195.4194031,154.9553528,131.9920654,114.7912674,96.8882599,98.0075455,80.1548615,512.3013306,385.2988892,386.5179749,277.7389526,155.7526398,144.7801971,112.0937271,73.2101364,64.1212616,56.6632118,44.1583366
58,63.7897694,50.2001299,41.3748198,26.505521,14.1302974,8.7149583,58.0805327,54.4939682,41.12608,27.4150603,15.2625477,10.1206468,0,405.8258667,425.6798401,438.9378052,222.0756531,235.8313446,197.0569,153.3180695,133.7384033,115.2230301,97.6190186,100.0490799,82.1856384,515.3532104,390.278656,390.7115479,281.4069824,157.1035004,145.9483795,113.2393417,73.9919205,64.3475418,56.9863701,44.3118896
59,61.109967,49.4297651,42.3260124,27.8821498,19.1468597,11.1906781,38.8968128,44.2672024,38.1477271,24.8516404,15.0343049,11.126834,0,403.7156372,427.7167664,431.59375,225.6869202,241.9726715,206.921524,156.483078,133.8832703,115.1281662,97.3260498,98.3512955,81.0792236,517.3256836,394.4704285,395.0643311,284.0005493,157.9236603,146.4857941,114.1443024,74.8047943,64.740387,57.3123665,44.4282303
60,65.669992,56.7118357,52.4595106,31.4382501,22.9924934,14.8747198,36.4232675,41.4363118,34.8020239,22.8928193,12.7678545,12.093748,0,401.7283325,424.4654236,446.0189514,235.9821167,254.5388031,215.7808075,156.4570618,131.3983459,115.0349121,95.3103714,95.9526291,78.6392136,519.5744019,398.5401001,400.9037781,287.6019592,158.7620239,147.4262238,115.6895218,75.5491943,65.1508789,57.4834023,44.6393394
61,67.4189258,56.688565,38.2866343,35.2845976,22.7297927,12.9828634,27.6470976,24.7687939,27.2090877,24.8266475,16.4918462,12.1338939,0,407.9393921,429.8493042,452.0338135,239.4809875,261.8419189,229.5294647,172.7228851,143.3166962,123.5815277,101.7206573,102.6950073,81.9758301,522.2485352,401.446991,407.1512451,293.2700806,160.9372253,149.7974548,120.6419525,76.4994888,66.3232498,58.703968,44.9289627
