Time,HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m
203,2.6946265,1.612495,0.9170835,0.7142635,0.643198,0.5653356,2.4494599,1.5258879,1.0678114,1.3148752,0.7372639,0.6638198,0,332.2009277,179.4811249,121.2799835,81.1233063,75.0598145,61.2844048,48.4114799,45.3255844,43.2553062,39.645359,37.6537628,35.0341415,142.2640228,120.5779572,100.8615723,84.4999771,66.5954895,55.193718,47.1295242,42.4320183,38.9966812,36.026825,34.0444374
204,2.5405876,1.5686597,0.8811083,0.6550361,0.574597,0.5433716,1.9739138,1.3649805,0.9107476,1.035349,0.6842608,0.6468411,0,327.5715637,177.5830688,119.6745377,80.6048508,74.5814667,60.767704,48.0181618,44.9666672,42.8734779,39.2962532,37.3356476,34.8042259,140.6844177,119.8505249,100.3873825,84.1823196,66.3590317,55.0240898,47.0453529,42.3069992,38.8918495,35.9239197,33.9544525
205,2.3716188,1.520495,0.8423657,0.6102065,0.5792342,0.5060328,1.6201539,1.1731114,0.9603896,1.1395958,0.5978667,0.5850354,0,323.0306091,175.469635,118.1183319,79.6018372,74.3569641,60.394371,47.6369743,44.6589012,42.680645,39.0354729,37.002121,34.5038719,139.0902252,119.1651993,99.86203,83.7361832,66.1111755,54.8363953,46.9059639,42.1909218,38.7825508,35.8356133,33.8764687
206,2.1908008,1.3576009,0.824993,0.5678311,0.5769524,0.473617,1.5608998,1.1883578,0.7948622,1.2290442,0.6498553,0.5914619,0,318.559845,172.744339,117.6696014,79.2528229,73.8806839,60.1580505,47.2381287,44.2770119,42.4615822,38.7771111,36.8400307,34.2497444,137.5680084,118.5318527,99.2894211,83.2939987,65.832695,54.6164665,46.68116,42.0899391,38.6727295,35.7673607,33.8017159
207,2.1521726,1.2634362,0.8120788,0.5018956,0.5135038,0.497323,1.5636734,1.1545813,0.7336643,1.0332114,0.613421,0.5856701,0,314.4686279,170.1574097,117.2618866,79.1124191,73.845932,59.621376,47.0058517,43.9275932,42.0107346,38.5465698,36.579052,34.0295448,136.0818634,117.8878021,98.6832809,82.8010712,65.5764771,54.4100456,46.496254,41.9624214,38.5739746,35.6522255,33.7140961
208,1.7737109,1.1543891,0.7579621,0.5202201,0.4899498,0.4682396,1.3806159,1.0283886,0.7364312,1.018413,0.6318495,0.5338612,0,310.4923096,168.3616333,116.8945847,78.1544952,73.5944748,59.7503204,46.7076225,43.5317001,41.581028,38.3313637,36.4134941,33.8030014,134.6669006,117.2161331,98.219017,82.3868256,65.2905884,54.1955528,46.270977,41.8565521,38.4700699,35.5674591,33.6460419
209,1.7073557,1.1771185,0.8036231,0.4482309,0.5008435,0.4458212,1.3581749,1.0872629,0.7715875,0.7122495,0.564222,0.4597579,0,306.8313599,166.9084473,116.1811905,77.8039703,73.0212479,59.8747826,46.6995697,43.3092003,41.2502441,37.936821,36.0379143,33.5756073,133.2198792,116.5643921,97.5619354,81.9009705,65.0115738,53.9481506,46.0589523,41.7093086,38.3511658,35.4474564,33.5659294
210,1.646925,1.0429067,0.7919388,0.4999322,0.4691928,0.4046198,1.3854066,0.8782709,0.663189,0.6272407,0.5103737,0.4249277,0,303.1008301,165.2914124,114.7462234,77.3213501,72.7102432,59.8288574,46.6406822,43.2784081,41.1612244,37.6250038,35.6793594,33.3308525,131.8681946,115.9005814,96.9226685,81.3776703,64.7170715,53.7286911,45.8590775,41.586174,38.2236176,35.34235,33.4700012
211,1.7884038,1.109742,0.7104563,0.5072947,0.4974576,0.4217366,1.2318501,0.9842915,0.5980849,0.537299,0.4714033,0.3681204,0,299.2300415,163.0137024,113.2622299,76.358284,71.8192291,59.7545929,46.6741028,43.1249466,40.9186172,37.5652885,35.562603,33.1985474,130.5355225,115.2351456,96.4369125,80.8709106,64.4210663,53.4911194,45.7033195,41.4514923,38.0926857,35.2106552,33.3871841
212,1.4988107,1.1262479,0.8020857,0.5423076,0.4926732,0.4095428,1.191759,1.0373018,0.733176,0.6175395,0.4781661,0.3852578,0,296.2041016,160.8988495,112.1734619,75.4745255,70.5774765,58.5925255,46.4050484,42.9912415,40.7401619,37.3124733,35.2204437,33.028038,129.1967773,114.5774689,95.9564667,80.47435,64.1357651,53.2904968,45.5513268,41.3060646,37.9890556,35.1037216,33.2946892
213,1.6215679,1.095942,0.7107638,0.5369085,0.4839876,0.4090884,0.9459173,0.8170511,0.7390354,0.7303365,0.4758836,0.3697865,0,293.9754639,159.1338348,111.0497208,74.8786926,69.9373322,57.6191521,45.8102608,42.5444298,40.414753,37.1082039,34.9572411,32.8413849,127.8714447,113.9256439,95.410553,80.1335907,63.8588943,53.1179085,45.4171333,41.1967506,37.8809471,35.0016594,33.2265663
214,1.4198954,1.1538479,0.7793321,0.594827,0.4861222,0.427114,1.205627,0.9598974,0.4852919,0.6066873,0.5237301,0.4129474,0,289.9803162,157.2996521,109.3037872,74.2713013,69.3633881,57.2007103,45.3668289,42.1590271,40.0566216,36.7915726,34.6169701,32.5149422,126.5210876,113.2657089,94.8178253,79.7482681,63.5943184,52.935154,45.2731018,41.0712318,37.7551117,34.8986511,33.1447639
215,1.175566,0.8957067,0.6966197,0.5706125,0.4817795,0.4425645,1.2066356,0.9416018,0.6973687,0.6144154,0.5172209,0.4380981,0,286.3493042,155.5406952,107.9603043,73.5072937,68.7053299,56.7464294,45.0022964,41.8270912,39.8528557,36.4464264,34.2938309,32.28936,125.3378601,112.6100922,94.2668304,79.3442535,63.3407402,52.746479,45.1457558,40.9516563,37.6367187,34.7765427,33.0655746
216,1.2665675,0.8697302,0.7132236,0.5666858,0.4993714,0.486038,1.1776389,0.9451202,0.6599338,0.6428613,0.5369174,0.4512685,0,282.3357849,153.2757416,106.7210541,73.0116272,68.0610352,56.1611061,44.5877914,41.6118164,39.591095,36.20541,34.0338516,32.011055,124.0764313,111.977272,93.8778458,79.0307617,63.1190033,52.5923615,44.9967461,40.8166809,37.5275307,34.646431,32.982132
217,1.6457401,0.9146479,0.6441941,0.5879553,0.492526,0.4865682,1.1163676,1.0166607,0.5860406,0.6856123,0.5222085,0.4848292,0,278.3819275,151.2803497,105.2924347,72.2380371,67.3657532,55.5281639,44.1446724,41.1453171,39.2140388,36.0437737,33.905941,31.8127785,122.8317642,111.3570633,93.4444885,78.7537155,62.9238243,52.4738083,44.8886833,40.7019272,37.4124832,34.5523872,32.9029388
218,1.786508,1.063742,0.7138386,0.636548,0.5010643,0.4913397,1.4703796,1.0349562,0.6508192,0.7106053,0.5726755,0.5207702,0,274.7995605,149.23909,103.7867432,71.5193558,66.660759,54.9015808,43.8388138,40.8256989,38.9238091,35.7784119,33.6991844,31.6699791,121.76297,110.7421799,93.0207138,78.4520416,62.7256279,52.3474197,44.849968,40.5796471,37.3208847,34.4650154,32.8210487
219,1.3533032,0.9216832,0.6684851,0.5719214,0.5122525,0.4930059,1.318336,0.9779584,0.6128961,0.7472725,0.5818052,0.5255306,0,271.6026611,147.5819702,102.5959396,70.7039871,66.0774002,54.3764343,43.4602394,40.6090164,38.6083069,35.4888573,33.4246902,31.5010777,120.6062851,110.1284637,92.6005249,78.1491013,62.5312996,52.228611,44.7542839,40.4709702,37.2477837,34.4141693,32.7524872
220,1.245239,0.9414361,0.6623355,0.5547421,0.4660277,0.470739,1.0714857,0.8841349,0.6441461,0.6790352,0.5310846,0.4528553,0,268.3296814,147.1983185,101.8026962,70.143837,65.5838928,53.7894669,43.1402435,40.3799515,38.3102379,35.1381569,33.0982933,31.2592278,119.5066071,109.5523834,92.1869659,77.8398895,62.3041916,52.086853,44.624382,40.3570213,37.1858406,34.3535385,32.6955109
221,1.1957096,0.9931185,0.7126087,0.6075887,0.4460804,0.464377,1.0308903,0.8118908,0.6465875,0.5744595,0.5667581,0.4451593,0,265.1477356,145.4061432,100.8916626,69.7477722,65.1117554,53.4644966,42.8366508,40.1703415,38.0372467,34.8792229,32.7828102,30.9693527,118.633934,108.9951324,91.8012009,77.5425415,62.0871239,51.9596138,44.5447273,40.2625656,37.1057167,34.281044,32.6296501
222,0.7127384,1.0096244,0.6710987,0.5534332,0.4515273,0.4574091,0.9277629,0.8121253,0.6267307,0.4756388,0.5730981,0.440399,0,261.9924622,144.1902161,100.1641312,69.2646561,64.6673889,53.0984116,42.4562759,39.8491669,37.7372017,34.6688385,32.558773,30.6853313,117.7683258,108.4417038,91.29953,77.2132111,61.8942261,51.844841,44.4742775,40.1717491,37.0068283,34.2005997,32.5670853
223,0.9511432,0.9571302,0.7132236,0.4853708,0.4915691,0.4119664,0.782275,0.7978172,0.5515354,0.5851473,0.4589768,0.415883,0,258.8066406,142.7201233,99.7214127,68.7575684,64.3904266,52.8429489,42.0470581,39.4394569,37.4160576,34.5557442,32.4172363,30.4808598,116.8081589,107.877243,90.904541,76.8295212,61.6975555,51.7100449,44.3818359,40.0827103,36.9295273,34.1193237,32.509697
224,0.7826484,0.8356361,0.6950823,0.4683552,0.4945134,0.4290832,0.7731978,0.7919533,0.5445367,0.5104974,0.4933823,0.399301,0,255.8457947,141.0866699,98.7663727,68.512001,63.9230156,52.4769287,41.6115456,39.1697502,37.2637787,34.3900871,32.2827148,30.3507042,115.7997131,107.3239746,90.4473495,76.4310608,61.4978447,51.5729218,44.2640305,39.986866,36.8599701,34.0578041,32.4458237
225,1.1428624,0.8608008,0.7376684,0.4456131,0.4967215,0.4249933,1.0356811,0.7647444,0.5997125,0.4940547,0.5023429,0.3772445,0,252.6797333,139.4739838,99.2083206,68.2846146,63.3895988,52.1287537,41.2997017,38.7561722,36.9078178,34.1129417,32.117588,30.2876759,115.0221863,106.7729263,90.0430069,76.0889435,61.3045692,51.4167786,44.1393661,39.8927078,36.7681961,33.9665108,32.3637657
226,0.5560927,0.8277891,0.654341,0.4753905,0.5419158,0.4602114,0.8069853,0.705401,0.5503961,0.5402587,0.505048,0.4022365,0,249.4647064,137.7894745,98.6965561,67.7371902,62.9774094,51.7845955,41.0105171,38.3469429,36.6449394,33.8394928,31.8434963,30.1212463,114.1302032,106.225029,89.6461029,75.7761917,61.1090889,51.2643356,44.0343971,39.7978172,36.6962395,33.9029617,32.3046227
227,1.1016274,0.8897538,0.5929986,0.4991142,0.5158592,0.4633167,1.0765286,0.7342518,0.5202854,0.4925748,0.5240682,0.4718969,0,246.1554565,135.8940582,97.8636169,67.2686844,62.7048912,51.6710129,40.910923,38.1493187,36.3955345,33.6181526,31.5667629,29.8642006,113.2944489,105.6636581,89.2338638,75.5225601,60.917347,51.1119385,43.9788933,39.7156525,36.6303215,33.8578377,32.2507935
228,0.6923579,0.7842244,0.7086114,0.5944998,0.4822947,0.472481,0.9519688,0.7525474,0.5749729,0.5683757,0.4990461,0.48594,0,243.462204,133.7541199,97.3843536,66.7352219,62.3905067,51.5578461,40.5923233,37.89608,36.1573639,33.4077034,31.3197174,29.6707344,112.4610138,105.1276627,88.7368393,75.2939301,60.7226868,50.9533043,43.8836899,39.6331749,36.5450211,33.7985268,32.1658592
229,1.0743743,0.7590597,0.6406581,0.5601413,0.4666902,0.4817967,0.985252,0.7654481,0.56065,0.6545356,0.5036109,0.4503164,0,241.4595795,132.1450043,96.4950638,65.8472366,61.9237442,51.4116478,40.4620667,37.698307,35.8987885,33.2060776,31.2146072,29.427433,111.6126251,104.6212997,88.3937225,75.0017166,60.5363579,50.8133698,43.826622,39.5662117,36.4924774,33.7357101,32.1070709
230,1.3514074,0.8543067,0.6285126,0.5251284,0.4705177,0.4640741,0.9222157,0.743165,0.6457737,0.5820232,0.5331134,0.4995071,0,239.179657,131.2254333,95.2584915,65.2190018,61.4513054,50.9278717,40.5254745,37.5175896,35.7572975,33.0639801,31.1191692,29.2649078,110.9229355,104.1319809,87.9903107,74.7284927,60.3613319,50.6714935,43.7397423,39.4954376,36.4480667,33.706913,32.0635796
231,1.4284268,0.8586361,0.6775558,0.4979689,0.4538827,0.4405196,1.0500534,0.7811636,0.5505588,0.5986303,0.5118953,0.4867334,0,235.9989319,130.0440826,94.5771637,64.8355179,60.6928482,50.6608734,40.4982109,37.5063248,35.6347618,33.0264053,30.9788513,29.0819073,110.3001633,103.6696701,87.6874924,74.4221268,60.2045593,50.5686646,43.6400909,39.4129715,36.3687668,33.6266327,32.0210876
232,1.3495115,0.8976008,0.5727048,0.4870069,0.4583727,0.4469573,1.0006329,0.8015702,0.6218479,0.540752,0.5178127,0.4505545,0,232.9406586,128.6458282,93.5387192,64.2722702,60.0400467,50.1270828,40.4440308,37.4676933,35.5274773,32.9467163,30.9380856,28.9703178,109.6845551,103.2339783,87.3401489,74.1453781,60.0326042,50.4528008,43.5611534,39.3401031,36.2927361,33.567997,31.9683704
233,1.4473854,0.8321185,0.5790082,0.536254,0.4874471,0.4503655,1.0573656,0.788904,0.6010145,0.6742669,0.5042027,0.4641216,0,230.0979156,126.9578781,92.044693,63.8129692,59.6278267,49.5132332,40.1707802,37.367115,35.3966446,32.7811623,30.8518734,28.9227905,109.084404,102.8051071,86.9892273,73.9350967,59.875412,50.3510323,43.4729881,39.2717743,36.2294731,33.5356674,31.9284801
234,1.2961904,0.8296832,0.5999169,0.5218562,0.4833252,0.4560458,1.0767808,0.8137672,0.6558648,0.6461498,0.5184044,0.4944294,0,227.1310425,125.3836288,90.4040985,63.3772392,59.4118309,48.8526077,39.774189,36.9800453,35.1696281,32.5335197,30.6160755,28.8855515,108.5119858,102.3827286,86.7527008,73.6614609,59.7157669,50.2593803,43.3451653,39.1998291,36.1812782,33.4914665,31.868433
235,1.5274857,0.8277891,0.6440404,0.4726091,0.4337882,0.4799033,1.1350263,0.828779,0.5744846,0.6719649,0.5151076,0.4799102,0,224.4266968,123.5092163,88.9334564,62.8976746,59.1468086,48.3412437,39.2229958,36.6372795,34.8147011,32.2129402,30.3357754,28.6746635,107.9396973,101.9881058,86.51577,73.3848419,59.5501671,50.1417732,43.1949806,39.144989,36.1177101,33.4352112,31.819603
236,1.4502292,0.7577067,0.6037604,0.5182567,0.4791296,0.4494567,1.1874725,0.7945334,0.5993869,0.6548644,0.5109654,0.4738803,0,221.7445831,121.9339828,87.5586929,62.1511879,58.321785,47.7937927,38.7357521,36.4039993,34.5650482,31.9471226,30.0614586,28.3748741,107.2561951,101.5880508,86.2616272,73.0928497,59.3665581,49.9901733,43.0853348,39.0681763,36.0609055,33.3602448,31.7760582
237,1.4855397,0.8185891,0.7413582,0.5154753,0.5307276,0.4298405,1.2552996,0.7689665,0.5801812,0.6588107,0.5306619,0.4657877,0,219.116806,120.5870667,86.1857452,61.3602219,57.368084,47.4449692,38.1271591,36.050808,34.398407,31.7884827,29.9306889,28.1373672,106.5934906,101.1745987,85.9324036,72.8714905,59.1938019,49.8642769,43.0219727,38.9822273,35.9859657,33.3053436,31.718441
238,1.3798453,0.8313067,0.768109,0.438087,0.5494972,0.4381717,1.1486422,0.8132981,0.5743218,0.5849829,0.5399607,0.4260385,0,216.4577789,118.7536697,84.4424515,60.6617966,56.8205414,47.4430618,37.7958717,35.6605644,34.1714668,31.6047592,29.8380394,28.0419884,105.9633026,100.7768555,85.6293945,72.6186676,59.0564766,49.7355118,42.9680099,38.9142876,35.9025307,33.2434235,31.6785793
239,1.1926288,0.8683773,0.6177508,0.474736,0.5006963,0.412951,1.0462712,0.7520783,0.5611382,0.6796929,0.4830691,0.43667,0,213.9713135,116.8343124,83.201683,59.8421478,56.6104507,47.4252357,37.6729469,35.3656387,33.9362373,31.5483723,29.6915455,27.91646,105.3322372,100.3633041,85.3157501,72.3331985,58.8797646,49.6074829,42.847126,38.8288116,35.8250847,33.1668816,31.6214485
240,1.0746113,0.8294126,0.6246691,0.5185839,0.4769951,0.4302192,0.9875213,0.7314371,0.5193088,0.7033705,0.5279568,0.4157243,0,211.6515198,115.4548492,82.3358231,59.1457176,56.2339478,47.3301659,37.5894432,35.2643814,33.6688919,31.5230007,29.7022648,27.8431435,104.7596359,99.9596634,84.9549942,72.0868301,58.7205467,49.4866905,42.7517319,38.7357178,35.7725296,33.1152992,31.5765495
241,1.1324351,0.7972126,0.5911537,0.4874977,0.5390452,0.4325671,0.99559,0.7004753,0.5464898,0.7803224,0.5034418,0.4195326,0,209.3412323,114.4796677,81.6134796,58.7073746,55.5489998,46.814579,37.5039291,35.1775665,33.6013832,31.3513355,29.4213963,27.757618,104.2129364,99.5537338,84.6811295,71.8469238,58.5391006,49.3687019,42.6587906,38.6551514,35.7220726,33.0279465,31.5239983
242,1.1274585,0.7842244,0.6171358,0.5125303,0.5151231,0.4571062,0.8980097,0.6960187,0.6947645,0.7318164,0.4572016,0.3891455,0,206.8320465,113.0361862,81.1463394,58.3809319,55.0040169,46.3403969,37.2667694,35.0301666,33.5313034,31.1928616,29.3706493,27.5978889,103.6287766,99.150528,84.4903183,71.6188126,58.3573227,49.2537308,42.5759506,38.5578613,35.6462479,32.9852829,31.4673729
243,0.9926152,0.8018126,0.5730123,0.5233287,0.536837,0.4580908,0.898514,0.7021172,0.5907606,0.6372707,0.4511996,0.4447626,0,204.4582672,111.7379532,80.7668533,57.99617,54.6063652,46.2128105,37.3699036,34.977005,33.4502449,31.0350246,29.1732903,27.4610424,103.0262146,98.7436142,84.2770309,71.3594131,58.176918,49.1305161,42.5153313,38.493679,35.565834,32.9301529,31.4132805
244,0.6390367,0.7317303,0.5754721,0.530364,0.5666475,0.4111333,0.7494961,0.6451194,0.5432346,0.6081671,0.4282908,0.4511892,0,202.1981812,111.4162521,80.8002625,57.8709679,54.4436684,45.9809723,37.3362846,34.9021339,33.3316422,30.962492,29.0836411,27.3166428,102.4496841,98.3744049,83.8890152,71.0629578,58.038105,49.0265388,42.4751663,38.4339752,35.5172119,32.9087753,31.3734665
245,0.5814499,0.7060244,0.5733198,0.538381,0.5038614,0.4324914,0.608799,0.5878871,0.5598362,0.4675819,0.4522986,0.4339724,0,200.2437439,111.9250641,81.929451,57.5640335,54.1579056,45.6049423,37.0472527,34.6578026,33.1512871,30.7416668,28.9139385,27.181097,101.9292755,97.991806,83.492424,70.7828369,57.8755455,48.9094315,42.4273911,38.3546829,35.4605598,32.8560944,31.3270893
246,0.6895141,0.7425538,0.6068352,0.6023531,0.5099707,0.425675,0.6398129,0.6153304,0.4909885,0.3634995,0.4305732,0.3735949,0,198.9146881,111.9429703,82.5928421,57.1279678,53.8583031,45.4153671,36.8167,34.3690834,32.9230728,30.5646477,28.7150478,27.0269089,101.3003387,97.5870132,83.1504135,70.5212784,57.7165222,48.7973595,42.3512001,38.2935448,35.4146194,32.8002701,31.2888374
247,0.7710362,0.7579773,0.5989944,0.5455799,0.4612433,0.3426662,0.6801562,0.5972694,0.564719,0.4014821,0.4073263,0.3036965,0,198.711853,112.2266464,82.5720596,56.7401543,53.711174,45.0520973,36.6766472,34.3066559,32.7384491,30.4087296,28.5829086,26.9003105,100.7653961,97.1760941,82.834549,70.3262024,57.547245,48.647583,42.2311783,38.2418022,35.3758469,32.7977829,31.2487717
248,0.8558761,0.7650126,0.6778633,0.4433226,0.3560599,0.3332747,0.587871,0.5728753,0.4612033,0.3482077,0.3612551,0.3013163,0,197.6067505,112.4632874,81.6538925,56.5326004,53.4696541,44.8637543,36.7438393,34.2466087,32.5948715,30.2296028,28.4301453,26.7798691,100.2823486,96.7587585,82.414978,70.0798645,57.3751297,48.5149574,42.0893211,38.1823463,35.3151321,32.7567863,31.2167301
249,0.7788566,0.7528361,0.7907089,0.5452527,0.4256179,0.4326428,0.6145984,0.5555179,0.6517958,0.48534,0.431165,0.3555847,0,196.2989197,111.8687057,80.778923,56.4080582,53.4681854,44.7999001,36.5524216,34.0690117,32.4637756,30.0652275,28.2910538,26.6282063,99.8792038,96.3699722,82.0384827,69.8208008,57.2388458,48.4275932,42.023468,38.1147881,35.2825928,32.7155304,31.1941967
250,0.912989,0.7734008,0.7842518,0.5776478,0.4529994,0.3920473,0.4701191,0.3821789,0.619081,0.4932325,0.5020048,0.4150896,0,194.6856842,110.4300156,79.717041,56.007576,53.0415192,44.3603134,36.4119682,33.7768364,32.2862244,29.8874245,28.1354923,26.4476032,99.5223541,95.9570618,81.8173599,69.6099319,57.0886955,48.3477745,41.924633,38.0712624,35.2400894,32.6770325,31.1541386
251,0.9027987,0.8532244,0.6142148,0.4932241,0.4413696,0.3872758,0.5974525,0.5076679,0.4781304,0.382573,0.5192498,0.4367493,0,192.9631805,109.030899,78.1949997,55.5194664,52.473465,43.8676338,36.0637321,33.5166473,32.06073,29.7150555,27.9733143,26.2777386,99.0610657,95.5565872,81.5637817,69.4062271,56.943882,48.2425919,41.8825569,38.012619,35.1962852,32.6394882,31.1165333
252,0.8639335,0.7008832,0.4887625,0.4297428,0.4283413,0.3157793,0.6635146,0.4462135,0.4740614,0.3661303,0.4651478,0.3746263,0,190.9650726,108.8653259,77.0611725,54.9942398,52.164505,43.4374809,35.6179771,33.2806625,31.9038754,29.542181,27.7853622,26.1488914,98.5835419,95.1678543,81.3339615,69.2519531,56.7831192,48.1224899,41.8258591,37.9549904,35.1347847,32.6048317,31.086338
253,1.0016206,0.7403891,0.5622505,0.5169478,0.4563117,0.3950011,0.7164651,0.6486378,0.6080132,0.4794206,0.5762259,0.456981,0,189.3211517,107.9674072,76.1185913,54.8108368,51.6770096,43.111702,35.1892967,33.0379105,31.6996613,29.4129753,27.6260815,26.0200615,98.2417755,94.7880554,81.1823273,69.1670837,56.6356392,48.0261078,41.7353172,37.8906708,35.0976448,32.5649605,31.0591831
254,0.9288668,0.6792361,0.5819293,0.5218562,0.4381309,0.4206763,0.6998235,0.6596621,0.5990614,0.5231583,0.5316763,0.4618207,0,188.1880646,107.8197556,75.3620148,54.5551224,51.6377449,42.9007607,34.9181213,32.7969818,31.4623241,29.2547722,27.528656,25.9538956,97.8495941,94.4455109,81.0013504,69.0756073,56.5541039,47.9760208,41.7210846,37.8412933,35.0612526,32.5408554,31.0207577
255,0.89877,0.6703067,0.6337398,0.6072615,0.4419585,0.4531678,0.6904941,0.7621643,0.6205458,0.5614698,0.5060624,0.4514272,0,186.7006073,107.0972977,74.6010818,54.2278328,51.5227394,42.7712708,34.8105812,32.5410233,31.223835,29.0766182,27.4497433,25.821682,97.4250793,94.1030502,80.8842545,68.937912,56.4449692,47.9222603,41.7336769,37.7889519,35.0323715,32.5317879,30.9883747
256,1.0729524,0.7206361,0.6375833,0.6198596,0.4351867,0.4463514,0.8369906,0.6329224,0.5941786,0.6239521,0.5055552,0.4534107,0,184.524292,105.0942917,73.9583359,54.0141983,51.3386765,42.8311653,34.8869896,32.4010544,31.0402927,28.9177189,27.315052,25.6804619,97.1123428,93.7787323,80.6923828,68.8428574,56.3510094,47.9022751,41.725502,37.7568512,34.9957085,32.5081596,30.9594498
