Day of the Week ,Date Time ,Outside Temperature TX1 (°F),Outside Humidity TX1 (%),Wind Speed TX1 (mph),High Wind Speed TX1 (mph),Dominant Wind Dir TX1,Rain Amount TX1 (in),Outside Temperature TX2 (°F),Outside Humidity TX2 (%),Wind Speed TX2 (mph),High Wind Speed TX2 (mph),Dominant Wind Dir TX2,Rain Amount TX2 (in),Inside Temperature (°F),Inside Humidity (%),Barometric Pressure (in)
Thu, 07-10-2014 00:00:00,77.6,83,0.9,2.0,SSW,0.00,77.3,83,2.8,5.0,SSW,0.00,68.1,64,29.92
Thu, 07-10-2014 00:01:00,77.6,83,0.7,2.0,W,0.00,77.3,83,2.3,4.0,SSW,0.00,68.2,63,29.92
Thu, 07-10-2014 00:02:00,77.6,83,1.3,3.0,S,0.00,77.3,83,1.6,2.0,WSW,0.00,68.2,63,29.92
Thu, 07-10-2014 00:03:00,77.5,83,1.3,3.0,SSW,0.00,77.3,83,3.0,5.0,WSW,0.00,68.3,65,29.92
Thu, 07-10-2014 00:04:00,77.5,83,2.6,5.0,S,0.00,77.3,83,3.0,5.0,WSW,0.00,68.3,65,29.92
Thu, 07-10-2014 00:05:00,77.5,83,1.7,5.0,SW,0.00,77.3,83,4.6,7.0,SW,0.00,68.3,63,29.93
Thu, 07-10-2014 00:06:00,77.5,83,0.7,2.0,WSW,0.00,77.2,83,2.6,5.0,WSW,0.00,68.3,61,29.92
Thu, 07-10-2014 00:07:00,77.5,83,0.5,2.0,WSW,0.00,77.2,83,1.0,2.0,W,0.00,68.2,60,29.93
Thu, 07-10-2014 00:08:00,77.5,83,0.9,2.0,W,0.00,77.2,83,1.3,2.0,SSW,0.00,68.1,57,29.93
Thu, 07-10-2014 00:09:00,77.5,83,0.4,2.0,WSW,0.00,77.2,83,2.9,5.0,W,0.00,67.9,59,29.92
Thu, 07-10-2014 00:10:00,77.5,83,0.8,2.0,WSW,0.00,77.2,83,1.9,3.0,W,0.00,67.8,55,29.93
Thu, 07-10-2014 00:11:00,77.5,83,0.9,3.0,WNW,0.00,77.1,83,2.2,3.0,SSW,0.00,67.7,55,29.92
Thu, 07-10-2014 00:12:00,77.5,83,1.6,4.0,WNW,0.00,77.1,83,4.7,8.0,WSW,0.00,67.7,56,29.93
Thu, 07-10-2014 00:13:00,77.5,83,1.1,3.0,WSW,0.00,77.1,84,4.1,6.0,WSW,0.00,67.6,57,29.92
Thu, 07-10-2014 00:14:00,77.5,84,1.9,5.0,WNW,0.00,77.1,84,1.9,8.0,WNW,0.00,67.6,58,29.93
Thu, 07-10-2014 00:15:00,77.5,84,0.8,2.0,WNW,0.00,77.1,84,2.3,4.0,WSW,0.00,67.6,58,29.93
Thu, 07-10-2014 00:16:00,77.5,84,1.8,5.0,WNW,0.00,77.1,84,2.1,4.0,WSW,0.00,67.6,59,29.93
Thu, 07-10-2014 00:17:00,77.5,84,0.5,2.0,WNW,0.00,77.1,84,2.7,4.0,W,0.00,67.6,60,29.93
Thu, 07-10-2014 00:18:00,77.5,84,0.8,2.0,W,0.00,77.1,84,2.2,5.0,SW,0.00,67.7,60,29.93
Thu, 07-10-2014 00:19:00,77.5,84,1.9,4.0,WNW,0.00,77.1,84,3.0,5.0,SW,0.00,67.7,60,29.93
Thu, 07-10-2014 00:20:00,77.5,84,0.8,3.0,W,0.00,77.1,84,1.7,3.0,SW,0.00,67.7,62,29.93
Thu, 07-10-2014 00:21:00,77.6,84,1.6,3.0,WNW,0.00,77.1,84,3.1,5.0,W,0.00,67.8,62,29.93
Thu, 07-10-2014 00:22:00,77.5,84,0.3,1.0,SSW,0.00,77.1,84,1.9,3.0,WSW,0.00,67.7,60,29.93
Thu, 07-10-2014 00:23:00,77.5,84,0.3,2.0,WNW,0.00,77.1,84,1.3,3.0,WSW,0.00,67.6,58,29.93
Thu, 07-10-2014 00:24:00,77.5,84,1.1,3.0,WNW,0.00,77.1,84,1.3,2.0,WSW,0.00,67.5,59,29.93
Thu, 07-10-2014 00:25:00,77.5,84,0.7,2.0,WSW,0.00,77.1,85,1.4,2.0,WSW,0.00,67.4,56,29.93
Thu, 07-10-2014 00:26:00,77.5,84,0.3,2.0,WSW,0.00,77.1,84,1.3,2.0,SW,0.00,67.4,56,29.93
Thu, 07-10-2014 00:27:00,77.5,84,0.2,1.0,WSW,0.00,77.1,84,1.1,2.0,SW,0.00,67.3,56,29.93
Thu, 07-10-2014 00:28:00,77.5,84,0.4,2.0,SW,0.00,77.0,84,1.8,3.0,SW,0.00,67.3,57,29.93
Thu, 07-10-2014 00:29:00,77.5,84,0.9,2.0,SSW,0.00,77.1,84,1.8,4.0,WSW,0.00,67.3,57,29.93
Thu, 07-10-2014 00:30:00,77.5,84,0.4,1.0,SW,0.00,77.0,84,0.6,2.0,SSW,0.00,67.3,58,29.93
Thu, 07-10-2014 00:31:00,77.5,84,0.4,1.0,SW,0.00,77.1,84,0.4,2.0,SSW,0.00,67.3,58,29.93
Thu, 07-10-2014 00:32:00,77.4,84,0.8,2.0,SW,0.00,77.1,84,1.3,4.0,SSW,0.00,67.4,58,29.93
Thu, 07-10-2014 00:33:00,77.4,84,2.1,4.0,SSW,0.00,77.1,84,2.9,4.0,WSW,0.00,67.4,58,29.93
Thu, 07-10-2014 00:34:00,77.4,84,1.0,2.0,SSW,0.00,77.1,84,2.6,4.0,SSW,0.00,67.4,58,29.93
Thu, 07-10-2014 00:35:00,77.4,84,2.4,4.0,SSW,0.00,77.1,84,2.0,3.0,S,0.00,67.4,58,29.93
Thu, 07-10-2014 00:36:00,77.4,84,1.6,4.0,SSW,0.00,77.1,84,2.7,4.0,SSW,0.00,67.5,58,29.93
Thu, 07-10-2014 00:37:00,77.4,84,2.4,4.0,SSW,0.00,77.2,84,1.4,3.0,SSW,0.00,67.5,59,29.93
Thu, 07-10-2014 00:38:00,77.4,84,1.6,3.0,SSW,0.00,77.2,84,2.0,4.0,SSW,0.00,67.5,59,29.93
Thu, 07-10-2014 00:39:00,77.4,84,1.2,2.0,SSW,0.00,77.2,84,1.6,3.0,SSW,0.00,67.6,59,29.93
Thu, 07-10-2014 00:40:00,77.4,84,0.9,2.0,SSW,0.00,77.2,84,1.5,4.0,SSW,0.00,67.7,60,29.93
Thu, 07-10-2014 00:41:00,77.4,84,1.8,5.0,S,0.00,77.3,84,1.6,3.0,S,0.00,67.7,59,29.93
Thu, 07-10-2014 00:42:00,77.4,84,0.1,1.0,SSW,0.00,77.3,84,0.8,2.0,S,0.00,67.7,59,29.93
Thu, 07-10-2014 00:43:00,77.4,84,0.3,2.0,SSW,0.00,77.3,84,0.9,2.0,SW,0.00,67.8,60,29.93
Thu, 07-10-2014 00:44:00,77.4,84,0.5,1.0,SW,0.00,77.3,84,1.1,2.0,WSW,0.00,67.9,62,29.93
Thu, 07-10-2014 00:45:00,77.4,84,0.8,2.0,SSW,0.00,77.3,84,1.6,3.0,WSW,0.00,67.9,63,29.93
Thu, 07-10-2014 00:46:00,77.3,85,0.9,2.0,S,0.00,77.3,84,1.8,3.0,S,0.00,67.9,60,29.93
Thu, 07-10-2014 00:47:00,77.3,85,0.0,0.0,,0.00,77.3,84,0.8,2.0,S,0.00,67.9,60,29.93
Thu, 07-10-2014 00:48:00,77.3,85,0.8,2.0,WNW,0.00,77.3,84,1.1,3.0,WSW,0.00,67.8,58,29.93
Thu, 07-10-2014 00:49:00,77.3,85,2.1,4.0,S,0.00,77.3,84,3.1,5.0,WSW,0.00,67.7,57,29.93
Thu, 07-10-2014 00:50:00,77.3,85,1.2,2.0,W,0.00,77.2,84,2.7,4.0,W,0.00,67.5,55,29.93
Thu, 07-10-2014 00:51:00,77.3,84,1.6,4.0,SSW,0.00,77.2,84,2.9,4.0,WSW,0.00,67.4,56,29.93
Thu, 07-10-2014 00:52:00,77.3,84,1.3,2.0,S,0.00,77.1,84,2.0,4.0,SSW,0.00,67.3,56,29.93
Thu, 07-10-2014 00:53:00,77.2,84,0.8,2.0,S,0.00,77.1,84,1.9,3.0,SSW,0.00,67.3,59,29.93
