s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,BURN_RATE
 0.0000000E+000, 0.0000000E+000,-3.4342405E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.4342405E-004, 0.0000000E+000
 3.3541021E-001, 1.6501504E+001,-5.7277081E+000,-3.6395335E-001,-1.9379719E-002, 3.3040435E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7205028E+002, 1.0423503E+001, 2.0400533E-003
 6.1491871E-001, 6.2155763E+001,-2.1471758E+001,-1.6441894E+000,-3.4925105E-001, 7.5663496E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9140282E-001, 3.8766228E+001, 5.2457071E-003
 9.5032889E-001, 1.1403538E+002,-3.9143836E+001,-2.4448116E+000,-1.7871660E+000, 1.5870138E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4419007E+000, 7.0818269E+001, 8.4509523E-003
 1.2298374E+000, 1.6653567E+002,-5.6667694E+001,-5.6806501E+000,-4.3157744E+000, 2.7848106E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7841712E+000, 1.0015003E+002, 1.1655578E-002
 1.5093459E+000, 2.1279791E+002,-7.2288004E+001,-2.3247433E+001,-6.2960171E+000, 4.0283956E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0717836E+000, 1.1136930E+002, 1.4568107E-002
 1.8291529E+000, 2.4260765E+002,-8.1060916E+001,-6.4252643E+001,-5.1389602E+000, 5.5020171E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5251490E+000, 9.2705331E+001, 1.7609704E-002
 2.1208920E+000, 3.0149364E+002,-1.0052705E+002,-1.4234101E+002,-4.2363541E+000, 6.6959273E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7507611E+000, 5.5058817E+001, 2.0736049E-002
 2.4123938E+000, 3.3411905E+002,-1.0964946E+002,-1.8763707E+002,-5.1141444E+000, 7.4730535E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9334811E+000, 3.2465682E+001, 2.3719414E-002
 2.7082319E+000, 3.6913436E+002,-1.1949583E+002,-2.3212680E+002,-6.1798711E+000, 8.2351188E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0974904E+000, 1.2155368E+001, 2.6758381E-002
 3.0114458E+000, 4.4129944E+002,-1.4289058E+002,-2.5661652E+002,-8.5644517E+000, 8.8255363E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1641920E+000, 3.4110439E+001, 2.9847713E-002
 3.3068829E+000, 4.2987256E+002,-1.3917261E+002,-2.7119263E+002,-1.2453826E+001, 9.5755887E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9133640E+000, 8.0110548E+000, 3.2957784E-002
 3.6023200E+000, 5.2615138E+002,-1.7157488E+002,-3.0181444E+002,-1.6365859E+001, 1.0258256E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0456582E+001, 3.7422017E+001, 3.6023288E-002
 3.9100235E+000, 5.3853978E+002,-1.7445813E+002,-3.7383486E+002,-2.2936554E+001, 1.0823690E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6918471E+000,-3.1607389E+001, 3.9148398E-002
 4.2003760E+000, 6.2305457E+002,-2.0318272E+002,-3.7813758E+002,-2.5404001E+001, 1.1633058E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8103760E+000, 1.7493583E+001, 4.2248128E-002
 4.5027490E+000, 7.0132561E+002,-2.2777270E+002,-4.2560951E+002,-2.9469804E+001, 1.2343725E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.7377639E+000, 1.9707964E+001, 4.5312719E-002
