s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C
Time,"Basement_HRR_1","Basement_HRR_2","Basement_HRR_3","Basement_HRR_4","Basement_HRR_5","Basement_HRR_6","FirstFloor_HRR_1","FirstFloor_HRR_2","FirstFloor_HRR_3","FirstFloor_HRR_4","FirstFloor_HRR_5","FirstFloor_HRR_6","FirstFloor_HRR_7","FirstFloor_HRR_8","FirstFloor_HRR_9","FirstFloor_HRR_10","FirstFloor_HRR_11","FirstFloor_HRR_12","0.08 m BS, V, Rear","0.34 m BS, V, Rear","0.61 m BS, V, Rear","0.88 m BS, V, Rear","1.15 m BS, V, Rear","1.42 m BS, V, Rear","1.68 m BS, V, Rear","1.95 m BS, V, Rear","0.08 m BS, W, Rear","0.34 m BS, W, Rear","0.61 m BS, W, Rear","0.88 m BS, W, Rear","1.15 m BS, W, Rear","1.42 m BS, W, Rear","1.68 m BS, W, Rear","1.95 m BS, W, Rear","0.08 m BS, T, Rear","0.34 m BS, T, Rear","0.61 m BS, T, Rear","0.88 m BS, T, Rear","1.15 m BS, T, Rear","1.42 m BS, T, Rear","1.68 m BS, T, Rear","1.95 m BS, T, Rear","0.08 m BS, V, Front","0.34 m BS, V, Front","0.61 m BS, V, Front","0.88 m BS, V, Front","1.15 m BS, V, Front","1.42 m BS, V, Front","1.68 m BS, V, Front","1.95 m BS, V, Front","0.08 m BS, W, Front","0.34 m BS, W, Front","0.61 m BS, W, Front","0.88 m BS, W, Front","1.15 m BS, W, Front","1.42 m BS, W, Front","1.68 m BS, W, Front","1.95 m BS, W, Front","0.08 m BS, T, Front","0.34 m BS, T, Front","0.61 m BS, T, Front","0.88 m BS, T, Front","1.15 m BS, T, Front","1.42 m BS, T, Front","1.68 m BS, T, Front","1.95 m BS, T, Front","0.08 m BS, U, Stair","0.34 m BS, U, Stair","0.61 m BS, U, Stair","0.88 m BS, U, Stair","1.15 m BS, U, Stair","1.42 m BS, U, Stair","1.68 m BS, U, Stair","1.95 m BS, U, Stair","0.08 m BS, W, Stair","0.34 m BS, W, Stair","0.61 m BS, W, Stair","0.88 m BS, W, Stair","1.15 m BS, W, Stair","1.42 m BS, W, Stair","1.68 m BS, W, Stair","1.95 m BS, W, Stair","0.08 m BS, T, Stair","0.34 m BS, T, Stair","0.61 m BS, T, Stair","0.88 m BS, T, Stair","1.15 m BS, T, Stair","1.42 m BS, T, Stair","1.68 m BS, T, Stair","1.95 m BS, T, Stair"
 1.7310019E+002, 1.7800292E+000, 3.2292080E+003, 4.6327046E+003, 3.0782333E-004, 6.1304993E+001, 1.1673596E+002, 6.5821470E-003, 1.2011239E+003, 2.7185662E+000, 5.8197733E-005, 1.5984746E-002, 0.0000000E+000, 4.0171938E-003, 3.8189557E+002, 1.0617257E+001, 8.0922182E-005, 4.9093175E-003, 0.0000000E+000,-4.6910623E-005,-4.1449268E-005,-3.6974507E-005,-3.0657211E-005,-2.6734157E-005,-2.5256171E-005,-2.3926099E-005,-2.3373384E-005, 5.6588237E-007, 2.6517937E-006, 2.9104594E-006, 2.4996718E-006, 1.4566997E-006, 9.6372764E-007, 5.2246725E-007, 1.3235257E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-7.5603051E+000,-8.8831139E+000,-7.4871516E+000,-7.2956395E+000,-5.9918079E+000,-5.9132247E+000,-5.6048875E+000,-5.2523508E+000,-1.1939828E-005, 1.5919962E+000, 2.2309980E+000, 1.2499286E-001, 8.6921215E-001, 7.9588628E-001, 9.9561036E-001,-3.7520465E-001, 4.4452966E+002, 4.6665671E+002, 4.8464566E+002, 4.9297141E+002, 4.6015421E+002, 4.6504462E+002, 4.6108841E+002, 4.4790964E+002,-7.3836975E+000,-8.5231819E+000,-8.5304518E+000,-7.5357766E+000,-1.0526252E+001,-8.8241377E+000,-5.2757120E+000, 5.8972549E-002,-4.1310645E-006, 5.4130855E+000, 5.3066831E+000, 5.5465837E+000, 9.3822012E+000, 9.4431591E+000, 8.0678482E+000, 5.0242114E-001, 9.2043274E+002, 8.6366888E+002, 8.1031036E+002, 9.6279419E+002, 1.0810018E+003, 1.0450851E+003, 8.9481647E+002, 6.8874854E+002
 1.7340136E+002, 7.9619569E-001, 3.3114397E+003, 4.8385703E+003, 4.7716920E-005, 7.2172897E+001, 1.1175217E+002, 4.3109632E-001, 9.8887592E+002, 8.3481245E+000, 8.4147450E-006, 7.8560635E-003, 0.0000000E+000, 4.5409305E-003, 4.2836273E+002, 2.7655481E+001, 1.5173356E-005, 3.6426520E-003, 0.0000000E+000, 1.0298283E-005, 9.8978608E-006, 8.6039081E-006, 6.3361845E-006, 4.3857140E-006, 3.4348552E-006, 2.5449701E-006, 2.1930250E-006, 8.7015360E-007,-2.7603619E-007,-8.6156763E-007,-1.1792980E-006,-1.0280047E-006,-8.0112261E-007,-4.3073103E-007,-1.1766628E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-7.4399281E+000,-7.1468945E+000,-5.8704934E+000,-6.5288229E+000,-6.4939208E+000,-5.7895169E+000,-6.1041594E+000,-6.3247423E+000,-8.9816531E-006, 1.7044657E+000, 3.2469878E+000, 2.2356243E+000, 2.2493985E+000, 1.3370131E+000, 2.6282009E-001, 1.3346419E-001, 4.7544540E+002, 4.9827701E+002, 4.9578238E+002, 4.7634866E+002, 4.5507474E+002, 4.5307272E+002, 4.5793890E+002, 4.9637616E+002,-6.9598217E+000,-8.7301140E+000,-9.5590687E+000,-9.1437550E+000,-6.9082813E+000,-7.5276108E+000,-2.7939980E+000, 2.6873698E+000,-2.1711282E-006, 3.2183769E+000, 5.6257505E+000, 6.9703188E+000, 8.4132223E+000, 8.9516468E+000, 6.2643638E+000, 7.2212434E-001, 8.5352997E+002, 8.7303729E+002, 8.8332129E+002, 9.6239655E+002, 9.9030530E+002, 9.8455792E+002, 8.3080151E+002, 5.7622980E+002
 1.7370196E+002, 1.9321641E+000, 3.1033450E+003, 4.4563828E+003, 3.5843732E-005, 5.7934422E+001, 5.8185848E+001, 1.6252149E+000, 8.5549872E+002, 1.1336836E+001, 3.4641958E-004, 1.0223416E-002, 0.0000000E+000, 2.9272279E-003, 1.8360461E+002, 3.1707954E+001, 1.8397729E-006, 1.8769004E-003, 0.0000000E+000, 6.8009108E-006, 1.7651864E-006,-7.4218768E-008,-9.0480029E-007, 4.2362917E-008, 1.0797261E-006, 2.4784490E-006, 3.1615377E-006,-2.7038302E-006,-2.2412844E-006,-1.4596810E-006,-3.7023167E-007, 3.1721524E-007, 4.6124455E-007, 3.5867512E-007, 1.0729958E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-8.1128654E+000,-7.8238301E+000,-6.8713436E+000,-6.3431735E+000,-5.9882407E+000,-5.8081813E+000,-5.8503304E+000,-4.4803052E+000, 2.2310403E-005, 2.0732434E+000, 2.7062624E+000, 1.7163620E+000, 3.3442271E-001,-5.8226258E-001,-7.9447061E-001,-5.8535159E-001, 4.9992410E+002, 5.1765887E+002, 5.2346088E+002, 5.0969006E+002, 4.6137555E+002, 4.3847522E+002, 4.6697501E+002, 4.5598514E+002,-7.2188172E+000,-8.2578812E+000,-8.3272743E+000,-8.4933853E+000,-9.2506342E+000,-8.1892462E+000,-2.9070177E+000, 3.9159369E+000,-7.0688884E-006, 4.2641997E+000, 5.9800510E+000, 7.0064507E+000, 1.1330766E+001, 1.0487938E+001, 6.6296201E+000, 5.5021769E-001, 6.5924982E+002, 7.3363062E+002, 7.2091260E+002, 8.2754736E+002, 9.6166382E+002, 9.4148993E+002, 7.1766711E+002, 5.6016772E+002
 1.7400156E+002, 1.5968657E+000, 2.9424744E+003, 4.2876030E+003, 9.3039424E-005, 3.7027328E+001, 3.8446663E+001, 5.9296770E+000, 8.7025281E+002, 6.4324093E+000, 6.9538876E-004, 8.7357825E-003, 0.0000000E+000, 1.9858949E-002, 6.3408604E+001, 1.2819265E+001, 2.4132683E-007, 1.0155601E-003, 0.0000000E+000,-2.1536467E-005,-2.1166776E-005,-1.9995015E-005,-1.6657166E-005,-1.2754086E-005,-1.0505709E-005,-7.9942656E-006,-6.8836343E-006,-2.2554879E-007, 7.9219421E-007, 1.3467245E-006, 1.8870797E-006, 1.7241907E-006, 1.4307384E-006, 9.1682159E-007, 2.4765720E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-6.8544369E+000,-7.4974637E+000,-6.5614557E+000,-5.5091782E+000,-6.1958923E+000,-5.5059042E+000,-5.2723508E+000,-4.1766028E+000,-2.2756423E-005,-6.3697535E-001,-9.7985893E-001,-6.1087501E-001,-1.3377745E-001, 7.8963441E-001,-2.4068794E-001,-2.8191608E-001, 4.9446594E+002, 5.1059274E+002, 5.1633942E+002, 5.0879153E+002, 4.5690472E+002, 4.4030502E+002, 4.4443945E+002, 4.6694556E+002,-7.1632957E+000,-7.3649468E+000,-8.8776999E+000,-7.8961720E+000,-7.8200583E+000,-8.5181179E+000,-4.0513458E+000, 4.3965769E+000, 2.5722900E-006, 4.3955331E+000, 5.9561172E+000, 6.5881591E+000, 8.6654119E+000, 9.6812315E+000, 6.9366651E+000, 1.2565005E+000, 6.6707111E+002, 6.9534186E+002, 7.8517230E+002, 8.9437268E+002, 9.5385388E+002, 9.2550049E+002, 7.3656976E+002, 5.7105963E+002
 1.7430364E+002, 3.3850265E+000, 2.7719724E+003, 4.5157119E+003, 5.8451751E-003, 5.5904724E+001, 2.7639696E+001, 1.5845284E+001, 8.9532556E+002, 4.2084274E+000, 1.5985760E-001, 4.2679738E-002, 0.0000000E+000, 1.0320468E-001, 1.4356012E+002, 4.7089372E+000, 6.9204117E-007, 1.1629947E-003, 0.0000000E+000,-2.4503370E-005,-2.2732153E-005,-2.0433587E-005,-1.5753398E-005,-1.1229454E-005,-9.0012545E-006,-7.0364931E-006,-6.3635939E-006, 2.9687178E-007, 1.4667584E-006, 1.9980564E-006, 2.3044533E-006, 1.9225108E-006, 1.4488825E-006, 7.3273571E-007, 1.6104011E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-6.7920823E+000,-6.7445970E+000,-6.7028999E+000,-6.8481154E+000,-6.4684658E+000,-6.1410413E+000,-6.1880488E+000,-4.6367669E+000, 6.3830676E-006, 7.3994607E-001, 2.1994107E+000, 2.2679350E+000, 7.6330572E-001, 6.0446787E-001,-7.8926826E-001,-5.3372741E-001, 4.8929767E+002, 5.0266815E+002, 4.7653308E+002, 4.7636877E+002, 4.6480521E+002, 4.5968454E+002, 4.8369260E+002, 4.8653711E+002,-6.9563317E+000,-8.0442781E+000,-8.4598169E+000,-9.0788870E+000,-9.2645626E+000,-1.0718968E+001,-3.9228549E+000, 5.2515092E+000,-3.3167589E-007, 3.0587370E+000, 4.8276343E+000, 7.0056849E+000, 8.0365257E+000, 1.0811523E+001, 7.4366698E+000, 5.9773731E-001, 6.7377045E+002, 7.5619763E+002, 7.9018170E+002, 1.0170635E+003, 1.1031694E+003, 1.0486449E+003, 7.6928754E+002, 6.0972284E+002
 1.7460110E+002, 3.0306318E+001, 2.7084282E+003, 3.8841807E+003, 1.3771861E+000, 9.3076103E+001, 2.8197048E+001, 2.4689404E+001, 8.0451337E+002, 9.8411322E+000, 1.5049352E-001, 5.6930024E-002, 0.0000000E+000, 2.1617372E+000, 1.8158958E+002, 1.3707714E+001, 3.2438820E-007, 1.6438743E-003, 0.0000000E+000, 1.0400799E-005, 6.3688212E-006, 5.3242202E-006, 5.6063077E-006, 6.2335962E-006, 6.4258006E-006, 6.4645596E-006, 6.4295759E-006,-9.3818494E-007,-6.8042306E-007,-5.2214858E-008, 3.8549558E-007, 1.8813095E-007, 3.9947711E-008,-5.2690808E-008,-2.6619597E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-6.6832356E+000,-6.8389878E+000,-6.3877864E+000,-5.1287618E+000,-5.7682180E+000,-5.3780265E+000,-5.8877544E+000,-4.6964097E+000,-9.3422022E-006, 9.7148347E-001, 1.4639906E+000, 7.4966681E-001, 1.8219415E+000, 6.3221842E-001,-7.8087932E-001,-1.3427882E+000, 4.6795074E+002, 4.8926251E+002, 4.8089700E+002, 4.9426065E+002, 4.8819757E+002, 4.8631110E+002, 4.9762125E+002, 5.1280664E+002,-6.6830978E+000,-8.5686960E+000,-8.2489948E+000,-8.6783228E+000,-9.0530453E+000,-8.3359470E+000,-2.6507120E+000, 2.8543184E+000,-3.6853410E-006, 2.8541553E+000, 4.6178741E+000, 6.8806996E+000, 8.4761333E+000, 9.7283974E+000, 6.7371697E+000, 4.8934227E-001, 7.2289966E+002, 7.5224274E+002, 7.2877167E+002, 8.0896838E+002, 1.0323167E+003, 1.0366074E+003, 7.6488220E+002, 5.8664935E+002
 1.7490174E+002, 2.4340067E+001, 2.5171272E+003, 4.0622402E+003, 6.0241947E+000, 1.0100160E+002, 3.5022560E+001, 2.1809591E+001, 8.8274683E+002, 1.5325694E+001, 7.1623737E-001, 3.8295392E-002, 0.0000000E+000, 8.3364220E+000, 3.4766272E+002, 2.0258896E+001, 9.0190588E-004, 3.7139370E-003, 0.0000000E+000,-6.1811120E-006,-5.4899397E-006,-4.6316804E-006,-3.3139545E-006,-2.1265307E-006,-1.4986329E-006,-9.5828580E-007,-8.2461656E-007,-2.2482951E-007, 2.1763000E-007, 3.6352864E-007, 3.9706467E-007, 4.0717276E-007, 3.3995269E-007, 1.7572850E-007, 3.7689304E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-6.1195045E+000,-6.6359110E+000,-6.9250183E+000,-6.4378743E+000,-5.5527120E+000,-5.4989510E+000,-6.3494058E+000,-4.5162044E+000, 2.9194900E-006,-8.1099850E-001, 7.0873380E-001, 1.4422523E+000, 1.1040540E+000, 2.5806779E-001, 3.3615819E-001,-5.4301476E-001, 4.8043527E+002, 5.0385782E+002, 4.7111176E+002, 4.8114493E+002, 4.9447412E+002, 4.8060300E+002, 4.9735257E+002, 5.1900702E+002,-5.9535980E+000,-8.9385099E+000,-9.2593279E+000,-8.0624352E+000,-8.3243170E+000,-7.3934689E+000,-1.3716915E+000, 2.7313951E-001,-2.0492398E-005, 5.8841586E+000, 5.3768296E+000, 6.0388799E+000, 6.8026609E+000, 9.7208548E+000, 5.6050797E+000, 1.2827786E+000, 7.7669263E+002, 7.7950238E+002, 7.1012164E+002, 6.6650031E+002, 9.1565448E+002, 9.8672284E+002, 7.4338049E+002, 6.5318652E+002
 1.7520255E+002, 2.1880777E+001, 2.5165989E+003, 4.3399619E+003, 9.5214930E+000, 1.0024371E+002, 2.5724861E+001, 1.9345459E+001, 8.5680872E+002, 1.5098086E+001, 5.9573328E-001, 8.5153639E-002, 0.0000000E+000, 1.5092975E+001, 2.7834988E+002, 5.8291691E+001, 9.9497242E-003, 4.0476485E-003, 0.0000000E+000,-2.7833988E-007,-7.6546314E-007,-1.3505642E-006,-1.7823942E-006,-1.5049758E-006,-1.2549646E-006,-1.0811009E-006,-1.0721478E-006,-2.6890982E-007,-3.9519006E-007,-4.0602583E-007,-1.5380648E-007, 5.3092801E-008, 7.4805072E-008, 2.0012454E-008,-1.9246740E-009, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-6.6000810E+000,-7.4394946E+000,-7.0646601E+000,-5.9856906E+000,-5.6299968E+000,-6.0007100E+000,-5.3764877E+000,-4.7030411E+000, 4.7504227E-006, 1.8417144E+000, 3.3538101E+000, 1.4998248E+000, 4.2721933E-001, 1.4515502E+000, 1.3577106E+000, 6.1844897E-001, 4.7865317E+002, 5.2021747E+002, 5.3458051E+002, 5.2376624E+002, 4.8524567E+002, 4.6316992E+002, 4.4567374E+002, 4.3110254E+002,-6.1709461E+000,-8.1268616E+000,-9.3490076E+000,-8.4474297E+000,-8.7037029E+000,-8.3473167E+000,-3.0035474E+000, 2.3199852E+000, 8.3973919E-006, 3.8392663E+000, 5.5375409E+000, 6.2181430E+000, 6.9996257E+000, 9.1289816E+000, 6.1328988E+000, 6.3226992E-001, 6.9964331E+002, 6.4814148E+002, 6.8460284E+002, 6.6163135E+002, 9.2360254E+002, 9.9175848E+002, 7.8712421E+002, 6.0883185E+002
 1.7550149E+002, 1.5959428E+001, 2.2640469E+003, 3.7469480E+003, 6.4847355E+000, 9.1281876E+001, 1.1766397E+001, 1.0862302E+001, 7.2362415E+002, 1.4032992E+001, 3.9812046E-001, 3.4877267E-001, 0.0000000E+000, 1.1219767E+001, 1.8554683E+002, 5.2210793E+001, 5.4423183E-002, 6.1259083E-003, 0.0000000E+000, 1.4289327E-005, 1.1951346E-005, 1.0215358E-005, 8.0990258E-006, 6.7044175E-006, 6.0131315E-006, 5.2811492E-006, 4.9850264E-006,-2.5713749E-007,-7.6063606E-007,-8.2604834E-007,-6.3200099E-007,-4.1224297E-007,-3.3104470E-007,-2.0435598E-007,-5.1974837E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-6.9616146E+000,-6.7807283E+000,-5.9621549E+000,-5.5821967E+000,-5.6474142E+000,-5.2740273E+000,-5.4141150E+000,-4.8864293E+000,-7.1467894E-006, 1.0833625E+000, 2.8360460E+000, 1.3820077E+000, 1.5939020E+000, 1.5453218E+000, 1.2030550E+000, 7.1309769E-001, 4.8743399E+002, 5.2973956E+002, 5.1616498E+002, 4.8669571E+002, 4.3735419E+002, 4.2378610E+002, 4.0906668E+002, 4.1028458E+002,-7.8430462E+000,-8.6937466E+000,-8.4665346E+000,-7.8778472E+000,-7.4461155E+000,-4.6899600E+000,-9.6216631E-001, 3.2577434E+000,-2.3104240E-006, 4.4272585E+000, 4.4430947E+000, 5.6042476E+000, 7.0036597E+000, 5.7838974E+000, 3.2206433E+000, 2.9587048E-001, 6.3530341E+002, 6.1308350E+002, 6.2563745E+002, 7.5964990E+002, 8.5383600E+002, 8.7922638E+002, 6.8522894E+002, 5.8725873E+002
 1.7580174E+002, 6.3233924E+000, 2.4651389E+003, 3.9274973E+003, 2.9095523E+000, 8.4995010E+001, 1.3711711E+001, 7.6616697E+000, 7.9562738E+002, 8.9322033E+000, 1.9881216E-001, 4.2575014E-001, 0.0000000E+000, 6.3539171E+000, 2.8459488E+002, 2.9953032E+001, 1.4202061E-001, 1.6231108E-001, 0.0000000E+000, 2.2082004E-005, 1.8034320E-005, 1.6211550E-005, 1.4641570E-005, 1.3434196E-005, 1.2754655E-005, 1.1995361E-005, 1.1651180E-005,-6.2592858E-007,-1.4032057E-006,-1.0618554E-006,-7.3467555E-007,-6.5298741E-007,-5.5223961E-007,-3.5883022E-007,-9.9156132E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-6.6203704E+000,-7.2708273E+000,-6.8544950E+000,-6.3974633E+000,-5.9987073E+000,-5.4108510E+000,-5.6138964E+000,-5.3648696E+000, 1.3123102E-005, 2.3734944E+000, 2.6699276E+000, 1.4678643E+000, 2.1352861E+000, 1.6386991E+000,-4.8510015E-001, 2.9392785E-001, 4.8636191E+002, 4.9244650E+002, 4.6424249E+002, 4.3112323E+002, 4.3115912E+002, 4.2640533E+002, 4.0486694E+002, 4.3598810E+002,-7.0446239E+000,-7.4989142E+000,-5.7721415E+000,-8.1406832E+000,-7.5166216E+000,-7.7271366E+000,-3.5283675E+000, 2.3826768E+000, 2.7083108E-006, 3.9498961E+000, 5.6882868E+000, 5.4662237E+000, 8.0369864E+000, 9.4488077E+000, 5.8616424E+000, 1.1425855E+000, 5.6831592E+002, 6.1752557E+002, 6.2693213E+002, 8.1237958E+002, 8.9486505E+002, 9.4509094E+002, 8.5548010E+002, 6.3862921E+002
 1.7610150E+002, 1.1263251E+001, 2.8799688E+003, 4.0344243E+003, 2.1850502E-001, 5.6310749E+001, 8.9718075E+000, 5.0924592E+000, 9.1054572E+002, 4.8877668E+000, 7.1242534E-002, 2.1250749E-001, 0.0000000E+000, 4.9338174E+000, 3.0967999E+002, 1.5518693E+001, 6.4106651E-002, 7.7394754E-001, 0.0000000E+000,-7.3888323E-006,-5.5672485E-006,-3.6398508E-006,-1.1503431E-006, 1.9148902E-007, 4.8571769E-007, 3.8842248E-007, 2.3463579E-007, 5.5292411E-008, 7.4311760E-007, 9.8078112E-007, 8.1705991E-007, 4.5484248E-007, 2.0156516E-007,-1.5582685E-008,-1.4892139E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-6.9941974E+000,-6.9506960E+000,-6.4896965E+000,-6.5446806E+000,-6.3010221E+000,-6.0640097E+000,-5.8631520E+000,-5.4960265E+000,-1.2844725E-005, 5.7651860E-001, 8.1442672E-001, 6.9643390E-001, 3.3930522E-001,-2.7123818E-001, 1.2257388E+000, 3.2381612E-001, 4.8394980E+002, 4.9646252E+002, 4.5301132E+002, 4.6540152E+002, 4.2363382E+002, 4.0261621E+002, 3.6097815E+002, 3.5776526E+002,-6.8042917E+000,-8.5544090E+000,-8.6972256E+000,-6.5320764E+000,-8.0087910E+000,-8.6456852E+000,-8.4580393E+000,-6.4496106E-001, 2.8225636E-006, 3.3172829E+000, 4.6639023E+000, 7.4407368E+000, 1.0147903E+001, 1.0120213E+001, 9.3161688E+000, 1.0616200E+000, 5.4174493E+002, 7.3276184E+002, 8.1146606E+002, 8.9584521E+002, 1.0148127E+003, 1.0323604E+003, 9.8614606E+002, 7.8177478E+002
 1.7640135E+002, 2.0136864E+001, 3.4194919E+003, 3.9320977E+003, 1.8657938E-002, 2.8920378E+001, 1.1596821E+001, 2.6765704E+000, 8.3347528E+002, 1.3494184E+000, 3.4194551E-002, 2.4401262E-001, 0.0000000E+000, 3.3643768E+000, 2.2792998E+002, 1.8767349E+001, 8.5670270E-002, 8.6824852E-001, 0.0000000E+000,-1.5941554E-005,-1.3116813E-005,-1.1349811E-005,-9.6860194E-006,-9.1262082E-006,-8.9243867E-006,-8.4915118E-006,-8.1961234E-006, 3.9429753E-007, 1.1459832E-006, 1.0442994E-006, 6.2040999E-007, 2.5372887E-007, 1.9268607E-007, 1.8950666E-007, 6.3326979E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-7.0037470E+000,-7.1748319E+000,-6.2584825E+000,-6.9439092E+000,-6.3902521E+000,-5.8796639E+000,-5.8262815E+000,-5.5527272E+000, 4.9317932E-006, 5.4006320E-001, 1.1815784E+000, 1.0809281E+000, 1.9283662E+000, 1.5076514E+000, 6.8718624E-001,-7.7710368E-002, 4.9200006E+002, 4.8392865E+002, 4.6469888E+002, 4.2978091E+002, 4.0506812E+002, 4.0209756E+002, 4.1779163E+002, 5.0281042E+002,-7.2077370E+000,-8.2821960E+000,-9.2454967E+000,-8.6573772E+000,-5.9300947E+000,-3.9017196E+000,-1.0855407E-001, 2.1341970E+000,-1.4178022E-005, 3.0182734E+000, 6.7752862E+000, 8.2624950E+000, 8.9187765E+000, 7.2352185E+000, 1.9825816E+000, 2.0274405E-001, 5.3428516E+002, 6.2889471E+002, 8.2713733E+002, 1.0226719E+003, 9.4410413E+002, 8.5751031E+002, 6.9993005E+002, 6.3816022E+002
 1.7670040E+002, 2.0559750E+001, 3.2557434E+003, 3.9060571E+003, 1.6919225E-003, 1.3862558E+001, 1.4180119E+001, 1.8100033E+000, 8.0978442E+002, 1.7578787E+000, 3.2036465E-002, 1.1070317E-001, 0.0000000E+000, 2.0263436E+000, 9.9937691E+001, 9.3526049E+000, 9.3431085E-002, 6.6508150E-001, 0.0000000E+000, 3.2539374E-005, 2.7016969E-005, 2.3013616E-005, 1.8431181E-005, 1.6022517E-005, 1.5294678E-005, 1.4748557E-005, 1.4496397E-005,-6.3642801E-007,-2.1994813E-006,-2.1176568E-006,-1.5440786E-006,-9.1141277E-007,-5.9953732E-007,-3.2967858E-007,-9.2752302E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-6.0765424E+000,-6.3543868E+000,-6.4446597E+000,-6.1524282E+000,-6.2266283E+000,-6.3046560E+000,-5.8300376E+000,-3.1462300E+000, 3.4805032E-006, 1.0564294E+000, 1.5938730E+000, 6.0441762E-001,-9.7200446E-002, 6.0731810E-001,-1.2184058E+000,-5.6576413E-001, 4.8932184E+002, 4.4189688E+002, 4.3371893E+002, 4.2379639E+002, 3.9279443E+002, 4.0000317E+002, 4.3562866E+002, 4.7779623E+002,-7.5695138E+000,-8.6796837E+000,-8.3022537E+000,-6.4391646E+000,-8.5026083E+000,-6.6212292E+000,-2.2075460E+000, 2.2792141E+000, 5.8747669E-006, 4.2800555E+000, 4.2290778E+000, 4.4231710E+000, 8.2383595E+000, 8.9235992E+000, 2.6499844E+000, 3.0186009E-001, 5.6840375E+002, 6.3827942E+002, 6.8963733E+002, 7.9000061E+002, 1.0434312E+003, 9.8292969E+002, 8.1992706E+002, 6.1135925E+002
