s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C
Time,"Basement_HRR_1","Basement_HRR_2","Basement_HRR_3","Basement_HRR_4","Basement_HRR_5","Basement_HRR_6","FirstFloor_HRR_1","FirstFloor_HRR_2","FirstFloor_HRR_3","FirstFloor_HRR_4","FirstFloor_HRR_5","FirstFloor_HRR_6","FirstFloor_HRR_7","FirstFloor_HRR_8","FirstFloor_HRR_9","FirstFloor_HRR_10","FirstFloor_HRR_11","FirstFloor_HRR_12","0.08 m BS, V, Rear","0.34 m BS, V, Rear","0.61 m BS, V, Rear","0.88 m BS, V, Rear","1.15 m BS, V, Rear","1.42 m BS, V, Rear","1.68 m BS, V, Rear","1.95 m BS, V, Rear","0.08 m BS, W, Rear","0.34 m BS, W, Rear","0.61 m BS, W, Rear","0.88 m BS, W, Rear","1.15 m BS, W, Rear","1.42 m BS, W, Rear","1.68 m BS, W, Rear","1.95 m BS, W, Rear","0.08 m BS, T, Rear","0.34 m BS, T, Rear","0.61 m BS, T, Rear","0.88 m BS, T, Rear","1.15 m BS, T, Rear","1.42 m BS, T, Rear","1.68 m BS, T, Rear","1.95 m BS, T, Rear","0.08 m BS, V, Front","0.34 m BS, V, Front","0.61 m BS, V, Front","0.88 m BS, V, Front","1.15 m BS, V, Front","1.42 m BS, V, Front","1.68 m BS, V, Front","1.95 m BS, V, Front","0.08 m BS, W, Front","0.34 m BS, W, Front","0.61 m BS, W, Front","0.88 m BS, W, Front","1.15 m BS, W, Front","1.42 m BS, W, Front","1.68 m BS, W, Front","1.95 m BS, W, Front","0.08 m BS, T, Front","0.34 m BS, T, Front","0.61 m BS, T, Front","0.88 m BS, T, Front","1.15 m BS, T, Front","1.42 m BS, T, Front","1.68 m BS, T, Front","1.95 m BS, T, Front","0.08 m BS, U, Stair","0.34 m BS, U, Stair","0.61 m BS, U, Stair","0.88 m BS, U, Stair","1.15 m BS, U, Stair","1.42 m BS, U, Stair","1.68 m BS, U, Stair","1.95 m BS, U, Stair","0.08 m BS, W, Stair","0.34 m BS, W, Stair","0.61 m BS, W, Stair","0.88 m BS, W, Stair","1.15 m BS, W, Stair","1.42 m BS, W, Stair","1.68 m BS, W, Stair","1.95 m BS, W, Stair","0.08 m BS, T, Stair","0.34 m BS, T, Stair","0.61 m BS, T, Stair","0.88 m BS, T, Stair","1.15 m BS, T, Stair","1.42 m BS, T, Stair","1.68 m BS, T, Stair","1.95 m BS, T, Stair"
 3.3902381E+001, 5.5930680E-003, 9.0381195E+002, 3.7726152E+003, 1.8240245E-010, 2.2740646E-004, 1.9850899E-003, 0.0000000E+000, 4.1325420E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0549785E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.6482673E-005,-5.0698614E-005,-4.5147943E-005,-3.6370464E-005,-3.0116613E-005,-2.7607128E-005,-2.5527750E-005,-2.4827750E-005, 4.2060645E-007, 3.3603694E-006, 3.8442395E-006, 3.2875973E-006, 1.8923608E-006, 1.1889147E-006, 5.5243237E-007, 1.2636271E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2897294E-004, 1.3340093E-004, 9.9623088E-005, 1.3166256E-004, 1.2500941E-004, 1.2355990E-004, 1.2170717E-004, 1.0928467E-004, 1.6401791E-006, 2.2330512E-005, 8.7385153E-005,-4.3803120E-005,-4.1870303E-006,-3.7073059E-007, 1.7534573E-008,-8.3362147E-006, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-6.4988598E-002,-2.0705688E+000,-1.3857672E+000, 3.0911019E-001, 1.0546666E+000, 1.4315381E+000, 1.4572835E+000, 1.8200268E+000,-6.0409502E-006,-1.1340764E+000,-9.5795810E-001, 5.6614839E-002,-3.3249676E-002,-1.5836173E-001,-2.9993057E-001,-3.2339397E-001, 1.1941502E+002, 1.4357838E+002, 1.3768448E+002, 8.1256935E+001, 2.7861237E+001, 2.3223341E+001, 2.0344170E+001, 2.0171953E+001
 3.4203259E+001, 7.2949892E-004, 8.2098126E+002, 3.8393848E+003, 2.1351610E-008, 4.6077843E-005, 2.6738704E-003, 0.0000000E+000, 8.8708200E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8544760E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3992873E-005, 6.7690169E-005, 6.1696934E-005, 5.2451855E-005, 4.5017459E-005, 4.1587038E-005, 3.8374128E-005, 3.7102323E-005, 2.8729932E-007,-2.9184496E-006,-3.3673409E-006,-3.1992265E-006,-2.4660835E-006,-1.8689155E-006,-1.0515564E-006,-2.6792574E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-1.2948512E-004,-1.3297738E-004,-9.9075820E-005,-1.2946906E-004,-1.2193313E-004,-1.2016526E-004,-1.1804566E-004,-1.0569910E-004,-1.8581345E-006,-2.2599614E-005,-8.7757988E-005, 4.3824293E-005, 4.3617542E-006, 8.1514020E-007, 1.4910747E-006, 1.5585887E-005, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-5.2680916E-001,-2.1999404E+000,-1.7615004E+000, 2.2759174E-001, 9.2148429E-001, 1.2292378E+000, 1.3446425E+000, 1.9903927E+000, 6.1975093E-006,-3.3537909E-001,-6.5034315E-002, 1.5344143E-001, 1.7627950E-001,-2.7356860E-001,-4.8552674E-001,-2.9618785E-001, 1.1156452E+002, 1.4706351E+002, 1.3411894E+002, 9.6327370E+001, 2.6906874E+001, 2.3032490E+001, 2.1580454E+001, 2.0163473E+001
 3.4501046E+001, 5.0497946E-004, 9.7011438E+002, 4.6310371E+003, 7.0651240E-008, 8.7247608E-006, 2.6084941E-003, 0.0000000E+000, 6.2563032E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5540664E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0813713E-005,-1.8389896E-005,-1.7389129E-005,-1.5418414E-005,-1.1802481E-005,-9.5460236E-006,-7.5469279E-006,-6.9066527E-006, 7.3041321E-007, 1.0930875E-006, 7.4263988E-007, 8.7518026E-007, 1.2978046E-006, 1.1086856E-006, 5.4385907E-007, 1.1578846E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-3.2839078E-005,-3.3939596E-005,-2.5603716E-005,-3.2678141E-005,-3.0216481E-005,-2.9647837E-005,-2.9721530E-005,-2.9093555E-005,-5.1295200E-007,-5.9218451E-006,-2.3307655E-005, 1.1438849E-005, 1.0196102E-006, 7.4401079E-008,-9.8759483E-007,-1.0078470E-005, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-1.0872939E-001,-1.9001561E+000,-1.5123158E+000,-2.2410651E-001, 8.5099095E-001, 9.9460721E-001, 1.4600941E+000, 1.9570063E+000, 6.6496540E-008,-4.0922186E-001,-1.3115315E-001, 2.8190586E-001, 3.5523385E-002,-2.1859561E-001,-2.6883247E-001,-3.8767821E-001, 1.1334901E+002, 1.4532495E+002, 1.3858337E+002, 1.0144963E+002, 3.2999107E+001, 2.4987890E+001, 2.1372086E+001, 2.0163586E+001
 3.4803632E+001, 1.4077336E-002, 1.0774769E+003, 4.1638545E+003, 1.2229485E-007, 7.5950243E-007, 4.7520956E-004, 0.0000000E+000, 1.4529288E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3583937E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5966064E-006, 5.5052698E-007, 2.0779100E-007, 1.5939129E-007, 6.5105218E-007, 8.5940218E-007, 9.4488331E-007, 9.6880706E-007,-3.3983349E-007,-8.1016857E-008, 4.8337700E-008, 1.0353028E-007, 8.2881087E-008,-6.0205889E-009,-5.2243664E-008,-8.8399359E-009, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-3.1193693E-005,-3.1839547E-005,-2.3453102E-005,-3.0420772E-005,-2.8219736E-005,-2.7621580E-005,-2.7261083E-005,-2.5319518E-005,-4.8420441E-007,-5.0117310E-006,-1.9530629E-005, 9.3877416E-006, 7.1941918E-007,-2.1740803E-008,-3.5016845E-007,-2.4470983E-006, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.2678041E-001,-2.5196409E+000,-1.7129972E+000,-3.6951250E-001, 5.3069121E-001, 1.1287382E+000, 1.4770582E+000, 2.0776169E+000, 1.6117517E-006,-1.0346549E+000,-7.8457910E-001,-5.1456209E-002, 1.0043510E-001,-3.2959425E-001,-4.0060121E-001,-5.2176338E-001, 1.1330840E+002, 1.4994997E+002, 1.4886502E+002, 1.2572873E+002, 5.7537308E+001, 3.3820580E+001, 2.0672962E+001, 2.0193216E+001
 3.5101616E+001, 3.9086969E+000, 1.2186677E+003, 3.4161111E+003, 2.0739577E-008, 1.0300265E-006, 4.8984807E-002, 0.0000000E+000, 3.5953812E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8846078E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.5721641E-006,-7.8463736E-006,-8.1773305E-006,-7.0877554E-006,-5.2703767E-006,-4.3426912E-006,-3.4791324E-006,-3.1608085E-006, 1.6269911E-007,-3.1344523E-008, 2.3602494E-008, 5.8552882E-007, 6.2393866E-007, 4.5556033E-007, 2.3601498E-007, 5.2758050E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.5009779E-005, 6.7242261E-005, 5.0159178E-005, 6.6113585E-005, 6.2517836E-005, 6.1704704E-005, 6.1315055E-005, 5.7342997E-005, 7.6375261E-007, 1.1160079E-005, 4.3819735E-005,-2.1988955E-005,-2.1083852E-006,-1.4039419E-007, 1.1766367E-006, 8.3130963E-006, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2395488E-001,-2.5134585E+000,-1.5176823E+000,-4.5164487E-001, 4.0271637E-001, 6.8178821E-001, 1.4574767E+000, 2.1157310E+000, 4.6961100E-007,-9.2093498E-001,-1.3215297E+000,-7.4681109E-001, 1.2479708E-001,-1.5099294E-002,-4.0685543E-001,-4.5045316E-001, 1.1339513E+002, 1.3956841E+002, 1.4369019E+002, 1.4484309E+002, 1.0074057E+002, 6.9149445E+001, 2.0622032E+001, 2.0233343E+001
 3.5401128E+001, 5.0923228E+000, 1.5119801E+003, 3.9467722E+003, 0.0000000E+000, 6.6653848E-007, 1.2135867E-002, 0.0000000E+000, 1.7818023E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9681402E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.0424736E-006,-8.5738366E-006,-8.3800614E-006,-5.5623959E-006,-2.1900223E-006,-8.1683623E-007,-9.8038981E-009, 1.2155122E-007,-8.8049899E-007,-8.1382933E-007, 9.1184731E-008, 1.0296523E-006, 9.0115873E-007, 5.4248051E-007, 1.3978237E-007, 1.0807947E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 5.0623381E-005, 5.2612646E-005, 3.9483621E-005, 5.1920106E-005, 4.9039871E-005, 4.8406866E-005, 4.8160124E-005, 4.5217224E-005, 5.1234696E-007, 8.6920172E-006, 3.4672325E-005,-1.7635432E-005,-1.8202588E-006,-2.4713694E-007, 9.2749326E-007, 7.6197393E-006, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 5.1094240E-001,-1.7338293E+000,-1.9275107E+000,-6.0482967E-001, 3.3686715E-001, 9.8960179E-001, 1.3896755E+000, 1.9754345E+000,-8.2790984E-007,-3.7922978E-001,-2.2362588E-001, 5.4087318E-002, 2.5560516E-001, 7.9549372E-002,-2.0742097E-001,-2.6990932E-001, 1.3108928E+002, 1.3770103E+002, 1.3051256E+002, 1.3413631E+002, 1.2870079E+002, 6.1865932E+001, 2.0901104E+001, 2.0194407E+001
 3.5702429E+001, 1.9663525E+000, 1.2068452E+003, 4.4586504E+003, 0.0000000E+000, 1.0113297E-006, 9.7123184E-004, 0.0000000E+000, 1.6056524E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9279392E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0916108E-005, 2.4236519E-005, 2.1334596E-005, 1.9775285E-005, 1.8923192E-005, 1.8225781E-005, 1.7224362E-005, 1.6727108E-005,-9.9297176E-007,-2.0361895E-006,-1.4033100E-006,-5.5716470E-007,-4.9259950E-007,-5.0775304E-007,-3.9874698E-007,-1.1263735E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-1.0997878E-004,-1.1287842E-004,-8.4325759E-005,-1.0923771E-004,-1.0229709E-004,-1.0068461E-004,-9.9177763E-005,-8.9965346E-005,-1.6913199E-006,-1.9479899E-005,-7.5495598E-005, 3.7061651E-005, 3.2569685E-006, 2.2606908E-007, 1.9796988E-007, 6.0944822E-006, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.1351771E-001,-1.5990022E+000,-1.4105426E+000,-1.6372904E+000,-8.6095147E-002, 1.4484975E+000, 1.4786596E+000, 1.7435796E+000, 2.9622261E-006,-6.2671758E-002, 1.9433826E-001,-9.6204720E-002, 1.3572194E-001,-4.7430016E-002,-8.8750698E-002,-2.8681299E-001, 1.1923274E+002, 1.2824863E+002, 1.2702477E+002, 1.3159377E+002, 1.2354021E+002, 3.0806925E+001, 2.0545465E+001, 2.0265057E+001
 3.6001559E+001, 4.5830375E-001, 8.2729590E+002, 5.1769951E+003, 5.8292096E-009, 5.3988706E-002, 9.5210031E-002, 0.0000000E+000, 3.8682652E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8736357E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.0888266E-005,-4.7419890E-005,-4.3352058E-005,-3.7483333E-005,-3.3390545E-005,-3.1609812E-005,-2.9841840E-005,-2.9054303E-005,-1.5446299E-006, 1.8019490E-006, 2.4392066E-006, 2.2690151E-006, 1.6502258E-006, 1.2624379E-006, 7.7868032E-007, 2.1048439E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.9419252E-005, 1.0218620E-004, 7.6169737E-005, 9.9346937E-005, 9.3382623E-005, 9.1968934E-005, 8.9980822E-005, 7.9172052E-005, 1.4128794E-006, 1.7169248E-005, 6.7012319E-005,-3.3335160E-005,-3.2547925E-006,-6.7639252E-007,-2.1372211E-006,-2.1004420E-005, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.3032846E-001,-1.7882279E+000,-1.5981550E+000,-1.3504031E+000,-2.0631115E-001, 1.2283367E+000, 1.3575151E+000, 1.9195919E+000,-7.6150700E-006,-8.4135689E-002,-5.2929610E-002, 3.6953199E-001,-9.4370425E-002,-1.0761781E-001,-3.4498310E-001,-3.0329522E-001, 1.2487273E+002, 1.2860014E+002, 1.2651482E+002, 1.2846741E+002, 1.1321274E+002, 4.2010868E+001, 2.1463640E+001, 2.0296118E+001
 3.6301201E+001, 1.6688667E-001, 4.9048734E+002, 4.4032070E+003, 1.3396664E-006, 7.5794916E+000, 2.9036175E+001, 0.0000000E+000, 2.2790728E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7436046E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8159268E-005, 5.5551103E-005, 4.2589862E-005, 3.0167799E-005, 2.4067369E-005, 2.1879601E-005, 2.0095338E-005, 1.9461126E-005,-5.8141227E-006,-8.9789737E-006,-7.4114914E-006,-4.3502123E-006,-2.3737937E-006,-1.6058689E-006,-8.3784522E-007,-2.0491213E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-3.9403742E-005,-4.0417613E-005,-2.9672710E-005,-3.9470546E-005,-3.7392994E-005,-3.6783618E-005,-3.5320609E-005,-2.8928471E-005,-6.7723363E-007,-6.6024304E-006,-2.4984180E-005, 1.2078656E-005, 9.6620477E-007, 6.1602677E-008, 1.5827085E-006, 1.8480650E-005, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.9572746E-001,-1.4490646E+000,-1.6852545E+000,-1.4734712E+000,-7.0657605E-001, 7.8201920E-001, 1.1983014E+000, 1.9124684E+000, 8.1834160E-006, 2.0740818E-002,-2.7649659E-001,-5.1837021E-001, 2.9911563E-001,-1.2896594E-001,-4.5165411E-001,-3.4697551E-001, 1.2562793E+002, 1.3938362E+002, 1.4622910E+002, 1.4820183E+002, 1.1217216E+002, 7.0362625E+001, 2.2110617E+001, 2.0171677E+001
 3.6603264E+001, 2.0612328E+000, 4.7094678E+002, 4.5967549E+003, 2.1070327E-006, 1.3175668E+001, 4.5891689E+001, 0.0000000E+000, 9.2446141E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0171778E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.6125253E-005,-3.3528402E-005,-2.8150494E-005,-2.4491910E-005,-2.2995528E-005,-2.2253083E-005,-2.1301268E-005,-2.0834403E-005, 3.5778510E-006, 4.0542232E-006, 2.5303698E-006, 8.5357243E-007, 4.0933674E-007, 3.8336407E-007, 3.1705125E-007, 9.2587747E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.8520593E-005, 5.0156945E-005, 3.7825903E-005, 4.8974860E-005, 4.6001416E-005, 4.5378656E-005, 4.4540779E-005, 3.9520983E-005, 8.7083095E-007, 8.9573377E-006, 3.4649343E-005,-1.7079301E-005,-1.5669667E-006,-2.1280601E-007,-7.5932491E-007,-8.7610997E-006, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-2.0071128E-001,-1.7352877E+000,-1.4618156E+000,-9.6886528E-001,-5.9718245E-001, 5.7887077E-001, 1.3434147E+000, 2.1465352E+000,-5.2912942E-006,-8.9249617E-001,-1.1052357E+000,-1.6873013E+000,-7.1632129E-001,-1.6386291E-002,-3.6281601E-001,-4.0424311E-001, 1.1402708E+002, 1.3915376E+002, 1.4443852E+002, 1.4750958E+002, 1.3166058E+002, 7.9488533E+001, 2.2455347E+001, 2.0168499E+001
 3.6903801E+001, 1.2085848E+001, 4.1453976E+002, 3.3787676E+003, 3.7574912E-007, 6.9219208E+000, 1.7484528E+001, 0.0000000E+000, 8.2142875E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.7450399E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4155324E-005, 1.4788428E-005, 1.3948181E-005, 1.1753444E-005, 9.5433770E-006, 8.4975936E-006, 7.5734292E-006, 7.2306907E-006, 1.1261297E-006, 9.3036782E-008,-5.6032138E-007,-1.0007525E-006,-9.0215457E-007,-6.9219243E-007,-3.7352714E-007,-9.1875705E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-4.7669451E-005,-4.8764770E-005,-3.6220026E-005,-4.6996072E-005,-4.3961354E-005,-4.3177381E-005,-4.2467480E-005,-3.8677535E-005,-7.4599006E-007,-8.4336270E-006,-3.2359043E-005, 1.5723754E-005, 1.2235995E-006,-1.1506542E-007,-2.3993599E-007, 1.2333056E-006, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-2.1682402E-002,-2.1330261E+000,-1.7734283E+000,-8.4490395E-001, 3.6933574E-001, 1.0324224E+000, 1.3424957E+000, 1.9890850E+000, 6.1202400E-007,-9.4017172E-001,-9.6017051E-001,-1.2679757E+000,-9.3401676E-001,-2.8078833E-001,-4.6677688E-001,-2.7255118E-001, 1.2009363E+002, 1.3491965E+002, 1.3538873E+002, 1.4235789E+002, 1.4438324E+002, 6.9193321E+001, 2.0322567E+001, 2.0151474E+001
 3.7200413E+001, 5.6095295E+000, 4.1930405E+002, 3.3029194E+003, 0.0000000E+000, 5.5021725E+000, 5.3759546E+000, 0.0000000E+000, 4.3433536E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4650689E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2230672E-006, 5.3915123E-006, 6.3680750E-006, 6.8049226E-006, 6.4199071E-006, 6.1256887E-006, 5.7560769E-006, 5.5745477E-006, 1.6737727E-007, 5.0947881E-007, 7.1813264E-007, 4.8360283E-007, 2.4925748E-007, 1.5787838E-007, 5.6008215E-008, 1.0701039E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.1506872E-006, 1.3978168E-006, 1.2315319E-006, 1.5439607E-006, 1.4759333E-006, 1.5985154E-006, 2.3650098E-006, 4.2690685E-006, 6.2727055E-009, 2.0653592E-007, 1.1105593E-006,-8.7697777E-007,-4.3896421E-007,-4.6418185E-007, 6.2779080E-008, 7.5234789E-006, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-1.2276575E-001,-2.1340373E+000,-1.8088201E+000,-5.7417822E-001, 9.8097503E-001, 1.2514145E+000, 1.4445637E+000, 2.2332325E+000, 5.5531916E-007,-7.3080021E-001,-1.4123620E+000,-2.3716307E-001, 5.9936363E-001, 1.0472223E-001,-3.7627265E-001,-3.4338155E-001, 1.2039813E+002, 1.3713887E+002, 1.2836081E+002, 1.3210912E+002, 1.0726017E+002, 5.5274456E+001, 2.0226564E+001, 2.0132656E+001
 3.7501796E+001, 1.8894089E+000, 4.1172083E+002, 4.2549556E+003, 1.1662247E-004, 1.4784577E+000, 1.1673496E+000, 0.0000000E+000, 9.6958689E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6839965E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5530898E-005, 3.7835027E-005, 3.2979849E-005, 2.7359341E-005, 2.3648909E-005, 2.2075104E-005, 2.0652767E-005, 2.0089781E-005,-2.0219336E-006,-3.2237524E-006,-2.8210718E-006,-1.8640249E-006,-1.0069374E-006,-6.5207888E-007,-3.4436076E-007,-9.2022908E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-3.7296730E-005,-3.8133672E-005,-2.8368891E-005,-3.6656616E-005,-3.4208133E-005,-3.3492895E-005,-3.2170217E-005,-2.6826938E-005,-6.2971390E-007,-6.7865794E-006,-2.5835385E-005, 1.2656048E-005, 1.0642639E-006,-1.3516948E-008, 5.8128103E-007, 1.0648457E-005, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.9905249E-002,-2.2689617E+000,-1.4029802E+000,-2.1973497E-001, 3.5688263E-001, 1.4440181E+000, 1.5265391E+000, 2.1810970E+000, 2.8979441E-006,-8.8648182E-001,-1.0111871E-002, 2.3452865E-001, 5.8765280E-001,-1.2830995E-001,-3.2469109E-001,-3.4733775E-001, 1.3190584E+002, 1.3861351E+002, 1.3088997E+002, 1.2775320E+002, 1.1602110E+002, 4.8365643E+001, 2.0157326E+001, 2.0133873E+001
