s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C
 1.5780043E+002, 2.9263133E-001, 4.2056035E+003, 3.8646318E+003, 7.7125547E-003, 5.9224858E+000, 1.4441585E-003, 0.0000000E+000, 5.5911646E+002, 1.1896361E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9213268E-007, 1.9601181E+001, 1.6620733E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3253578E-005,-1.0045925E-005,-7.7369259E-006,-4.0645496E-006,-3.5755536E-007, 1.5941364E-006, 2.9044888E-006, 2.8986858E-006, 1.3702866E-006, 1.1766313E-006, 1.1503199E-006, 1.3210644E-006, 1.1762037E-006, 7.2718592E-007, 2.0380204E-008,-1.3302019E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-4.9094863E+000,-1.0830064E+001,-1.1044192E+001,-1.0230161E+001,-1.0126431E+001,-1.0128570E+001,-1.0785604E+001,-1.0584634E+001, 6.4168653E-006,-6.8388367E+000,-5.3015099E+000,-1.9961452E+000,-2.1000485E+000,-1.8356401E+000,-1.8320057E+000,-6.6247576E-001, 3.8176196E+002, 3.8769894E+002, 3.9627985E+002, 3.9016818E+002, 4.0445090E+002, 4.0554153E+002, 3.9978976E+002, 3.7822342E+002,-1.0586543E+001,-1.1245164E+001,-1.1125408E+001,-1.0477387E+001,-9.4031200E+000,-9.4408684E+000,-7.9666643E+000,-7.2362280E-001, 1.6981927E-005, 7.3932304E+000, 1.0587753E+001, 1.0371194E+001, 9.2353287E+000, 8.0886803E+000, 7.3494358E+000, 8.0673963E-001, 5.9433118E+002, 7.1370862E+002, 7.2498975E+002, 6.7503052E+002, 6.1960974E+002, 6.5669373E+002, 7.0196490E+002, 6.0166479E+002
 1.5810248E+002, 1.8154173E-001, 5.1953271E+003, 3.6425879E+003, 5.2478607E-003, 2.0175505E+000, 5.7468265E-003, 1.2656838E-005, 1.1213273E+002, 3.2547858E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5599657E-004, 1.5151271E+000, 1.1117634E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0531626E-005,-7.4744389E-006,-2.8266613E-006, 5.3026706E-006, 9.6153162E-006, 9.3804738E-006, 7.1443710E-006, 5.7590387E-006, 4.7410376E-007, 2.2054339E-006, 3.2000728E-006, 3.1166649E-006, 1.4625664E-006, 3.8203996E-007,-2.2136474E-007,-1.0061912E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-1.5512497E+000,-1.1228058E+001,-9.7794857E+000,-1.0728106E+001,-1.1155044E+001,-1.0835336E+001,-1.0178353E+001,-1.0184051E+001,-3.0240321E-006,-8.4951973E+000,-7.6627159E+000,-1.0014069E+000,-8.5034496E-001,-2.1069882E+000,-1.3710597E+000,-2.5727320E-001, 3.6493866E+002, 3.7814383E+002, 3.7944897E+002, 3.8702988E+002, 3.9854550E+002, 3.9892557E+002, 3.9942401E+002, 3.6286334E+002,-1.1476651E+001,-1.2336440E+001,-1.1336644E+001,-9.7330198E+000,-8.0886583E+000,-9.3363972E+000,-2.2421730E+000, 1.6262947E+000,-1.2438370E-005, 6.4483981E+000, 8.8138084E+000, 7.4639082E+000, 5.8397131E+000, 5.9272022E+000, 4.1054339E+000, 3.4376594E-001, 5.3733795E+002, 5.4093561E+002, 5.3961725E+002, 5.4405188E+002, 5.4448450E+002, 5.9901447E+002, 6.3745007E+002, 5.4181372E+002
 1.5840281E+002, 1.6995454E-001, 3.9632495E+003, 3.5639282E+003, 5.2202987E-003, 3.2478580E+000, 6.5447167E-003, 4.5879310E-006, 1.7529747E+002, 8.6192107E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8579216E-005, 6.3737923E-001, 5.2317235E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1601263E-005, 2.8901863E-005, 2.4293606E-005, 1.5422904E-005, 8.4820158E-006, 5.9991289E-006, 4.3483783E-006, 3.7547486E-006,-2.9888395E-007,-2.1363155E-006,-2.9753210E-006,-3.1360526E-006,-2.1039214E-006,-1.2756121E-006,-5.1505992E-007,-7.9419557E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-3.6209757E+000,-1.0902395E+001,-9.0841894E+000,-9.1327209E+000,-9.7669382E+000,-9.4759922E+000,-9.5960464E+000,-9.3684006E+000,-2.2751742E-006,-8.2163267E+000,-6.9463320E+000,-5.7408881E+000,-5.9835577E+000,-3.8745370E+000,-2.6336293E+000,-9.4087368E-001, 3.7786673E+002, 3.7909201E+002, 3.8380020E+002, 3.8380353E+002, 3.9675323E+002, 3.9367981E+002, 3.9911530E+002, 3.7224030E+002,-1.1826181E+001,-1.1218494E+001,-9.8874702E+000,-9.8058147E+000,-7.0016351E+000,-6.7205863E+000,-1.7949631E+000, 6.2707251E-001, 8.7515342E-005, 8.0157995E+000, 9.9022741E+000, 9.8606882E+000, 6.8096180E+000, 6.8634467E+000, 3.1111002E+000,-8.4521390E-002, 5.8979700E+002, 6.0982043E+002, 6.0398242E+002, 5.9761047E+002, 5.4692780E+002, 5.4361554E+002, 5.7673230E+002, 5.6730933E+002
 1.5870018E+002, 1.4807400E-001, 3.7650125E+003, 3.2989412E+003, 7.0875180E-003, 1.1603786E+000, 2.8787181E-002, 5.0770274E-007, 3.8672968E+002, 3.0060930E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5571029E-006, 1.7655840E+001, 6.8015407E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3544183E-006,-7.8611129E-006,-1.0262628E-005,-1.1989547E-005,-9.6032609E-006,-5.6848662E-006, 1.3419847E-006, 5.4227498E-006,-2.3826161E-007,-1.4249795E-006,-1.4838665E-006,-4.9894749E-007, 1.2333711E-006, 2.1912917E-006, 2.3974167E-006, 7.5980330E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-3.5310143E-001,-1.0833741E+001,-1.0397407E+001,-1.0284130E+001,-9.9418297E+000,-9.6811447E+000,-9.7940569E+000,-1.0901188E+001, 7.4845548E-006,-8.7961531E+000,-5.7994533E+000,-4.4826026E+000,-5.0229573E+000,-3.0319226E+000,-5.3609872E-001, 1.9809590E-001, 3.9732925E+002, 3.9494022E+002, 3.7640033E+002, 3.8376089E+002, 3.8116922E+002, 3.8227530E+002, 3.7649332E+002, 3.7852197E+002,-1.2050735E+001,-1.2887749E+001,-1.2731874E+001,-1.0189427E+001,-7.5334630E+000,-4.3070807E+000, 3.3570695E-001, 1.0277954E+000,-5.4546101E-005, 6.6886249E+000, 1.1439201E+001, 1.1672153E+001, 1.1173341E+001, 8.8554440E+000, 2.9490507E+000, 1.4638764E+000, 6.5785760E+002, 7.3819153E+002, 7.3379919E+002, 6.8422040E+002, 6.1613184E+002, 5.9885834E+002, 5.7249158E+002, 5.6543811E+002
 1.5900179E+002, 1.4412682E-001, 4.6715103E+003, 3.1719758E+003, 3.1842336E-002, 2.5797164E-001, 9.5539298E-003, 1.0413586E-005, 9.0272937E+002, 3.1880565E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1034760E-004, 3.3445370E+001, 9.4080606E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2651450E-006,-3.7307329E-006,-2.1618501E-007, 7.4744016E-006, 1.2584930E-005, 1.3086277E-005, 1.0462611E-005, 8.0041673E-006,-1.2294159E-006, 5.7125726E-007, 1.7993682E-006, 2.1473202E-006, 7.1190436E-007,-4.7376884E-007,-1.4444418E-006,-5.6528580E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-3.5126033E+000,-1.1805893E+001,-1.0051445E+001,-1.1228531E+001,-1.0430978E+001,-1.0648083E+001,-9.7891703E+000,-1.0792523E+001,-1.4510631E-006,-6.3374796E+000,-5.3890257E+000,-2.3154569E+000,-2.9113314E+000,-2.8533831E+000,-1.4379123E+000,-1.0890411E+000, 3.7584888E+002, 3.8607019E+002, 3.8226193E+002, 3.8651437E+002, 3.8421817E+002, 3.8988483E+002, 3.9167609E+002, 3.9295480E+002,-1.1222030E+001,-1.3348720E+001,-1.2135137E+001,-1.0199318E+001,-6.5670505E+000,-4.8442883E+000,-7.5137722E-001,-2.8675571E-001,-1.8308276E-005, 9.3869686E+000, 1.2044785E+001, 1.0784212E+001, 8.4886551E+000, 6.9448452E+000, 2.9405653E+000, 3.8933897E-001, 5.7564142E+002, 5.8389099E+002, 6.0868658E+002, 6.0497906E+002, 6.0741089E+002, 5.7242389E+002, 5.0673859E+002, 4.6852078E+002
 1.5930195E+002, 1.1294470E-001, 5.0899180E+003, 3.6212971E+003, 1.7908372E-002, 4.3502539E-001, 8.5461343E-004, 1.1504505E-005, 6.9465009E+002, 4.1968538E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1083500E-004, 2.1695887E+001, 1.6683132E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8894085E-005, 7.0665206E-005, 7.0590657E-005, 6.9466805E-005, 6.8782261E-005, 6.9046393E-005, 7.0698283E-005, 7.2179071E-005, 2.5830600E-006, 7.9743990E-007, 3.5995339E-007, 1.8729456E-007, 3.6430575E-007, 5.8428350E-007, 8.4376381E-007, 3.3477880E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-6.9409442E+000,-1.2377428E+001,-1.1459269E+001,-1.0887195E+001,-1.1606131E+001,-1.1123528E+001,-1.1512592E+001,-1.1880280E+001, 6.0543121E-006,-7.5054412E+000,-5.4345088E+000,-1.5289937E+000,-1.8987038E+000,-8.8493741E-001,-2.0009589E+000,-9.0198237E-001, 3.5724249E+002, 3.7962509E+002, 3.9558749E+002, 3.9848575E+002, 3.9830893E+002, 3.9957291E+002, 4.0760590E+002, 4.1544641E+002,-7.5346775E+000,-1.1575807E+001,-1.0323773E+001,-1.1409075E+001,-9.4486914E+000,-6.5496988E+000,-5.3526416E+000,-4.9764676E+000, 7.8911762E-005, 3.9143245E+000, 8.5968513E+000, 9.7531242E+000, 7.4160767E+000, 7.1451445E+000, 3.4067812E+000, 7.2118390E-001, 6.1142029E+002, 6.3781165E+002, 6.6807666E+002, 6.5550488E+002, 6.1046088E+002, 5.9927551E+002, 5.8672681E+002, 6.6208240E+002
 1.5960089E+002, 1.3640948E-001, 4.9136470E+003, 3.5700808E+003, 1.9043462E-002, 7.8805170E+000, 1.3217698E-002, 1.6108037E-005, 1.5695840E+002, 1.6917638E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4477990E-005, 1.2021770E+001, 4.1475915E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.8518917E-006, 6.3159796E-006, 5.3863923E-006, 2.7247952E-006,-1.6402808E-007,-1.8184331E-006,-3.2910211E-006,-3.6801496E-006, 1.2230728E-006,-7.1256423E-008,-8.4038265E-007,-1.6259522E-006,-1.7992306E-006,-1.5886658E-006,-9.0053658E-007,-2.0914946E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-5.5381942E+000,-1.0473993E+001,-1.0427629E+001,-1.1155381E+001,-1.0607410E+001,-1.0217090E+001,-9.9891367E+000,-1.1548395E+001,-2.1185178E-005,-6.9052534E+000,-5.7204642E+000,-3.1285236E+000,-2.6657388E+000,-2.8882680E+000,-2.4919469E+000,-6.6627198E-001, 3.7176373E+002, 3.7695529E+002, 3.8662704E+002, 4.0239374E+002, 4.1168924E+002, 4.1876428E+002, 4.0383160E+002, 4.0294507E+002,-9.1962175E+000,-1.3033952E+001,-1.1745405E+001,-1.0574283E+001,-9.2111282E+000,-7.3302617E+000,-8.3469242E-001,-1.9731390E-001,-1.6428643E-005, 5.2810273E+000, 7.1438098E+000, 1.0957145E+001, 1.2248644E+001, 1.0366599E+001, 1.1603225E+000,-1.6712275E+000, 6.7130963E+002, 6.2642285E+002, 7.0057257E+002, 7.7358600E+002, 6.9214642E+002, 6.6389996E+002, 6.2275079E+002, 5.8409296E+002
 1.5990100E+002, 1.0510874E-001, 6.3570005E+003, 3.0523352E+003, 2.0023251E-002, 8.2772913E+000, 1.8036777E-001, 1.3624620E-005, 1.0530595E+002, 4.0081195E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2106915E-005, 1.0769297E+000, 5.9712492E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4014986E-006, 3.9418360E-006, 9.8424766E-007,-4.7406334E-006,-7.8046805E-006,-7.4985046E-006,-5.3946064E-006,-4.0730147E-006, 3.9317572E-007,-4.8085269E-007,-1.0963302E-006,-1.0040595E-006, 3.8001048E-007, 1.1246497E-006, 1.2568601E-006, 3.9513668E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-1.9571013E+000,-1.0745199E+001,-9.8721962E+000,-1.0647170E+001,-1.0787278E+001,-1.0055367E+001,-7.8745103E+000,-9.4988794E+000, 1.4369815E-005,-8.4136343E+000,-8.5351362E+000,-4.6878648E+000,-2.1017954E+000,-1.1948543E+000,-1.4901687E+000,-1.9493376E-001, 3.9868158E+002, 3.9765085E+002, 3.9919858E+002, 4.0954626E+002, 4.2524994E+002, 4.2802463E+002, 4.2645660E+002, 4.1986737E+002,-6.9804254E+000,-1.2704282E+001,-1.2378884E+001,-1.1872843E+001,-1.0971646E+001,-8.5633345E+000,-4.6617475E+000, 7.4773628E-001,-3.3391739E-006, 3.1596093E+000, 5.8359489E+000, 8.7010670E+000, 1.2238323E+001, 1.2030375E+001, 7.0549908E+000, 4.7914433E-001, 5.8437903E+002, 5.5808704E+002, 5.5704150E+002, 5.5354779E+002, 5.7171875E+002, 6.0022620E+002, 5.9927692E+002, 5.0132446E+002
 1.6020239E+002, 2.2908451E-001, 6.6083857E+003, 2.8885203E+003, 5.5069858E-003, 3.2172499E+000, 8.2407504E-002, 1.9635240E-006, 1.7683623E+002, 3.9837323E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0486472E-005, 2.0605416E+000, 7.4081647E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.7482676E-005,-9.6845812E-005,-9.4411385E-005,-9.0173671E-005,-8.8366418E-005,-8.8989764E-005,-9.1432055E-005,-9.3026742E-005,-3.8973935E-006,-1.3060989E-007, 6.0519847E-007, 6.6154234E-007,-2.3761723E-007,-7.3845803E-007,-1.0159218E-006,-3.3582793E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-4.9418435E+000,-1.1373373E+001,-1.1087698E+001,-9.8932734E+000,-9.8839207E+000,-1.0659016E+001,-1.0779545E+001,-1.0645240E+001,-1.9406130E-005,-6.2702045E+000,-4.4574313E+000,-2.8291395E+000,-3.6756286E-001,-5.5008806E-002,-3.7847263E-001,-8.1907231E-001, 3.8830524E+002, 3.9399911E+002, 4.0709616E+002, 4.1742722E+002, 4.1887262E+002, 4.2702783E+002, 4.3324939E+002, 4.1032272E+002,-9.8163977E+000,-1.2959641E+001,-1.2275979E+001,-1.2742938E+001,-9.7454939E+000,-8.4305029E+000,-2.1842911E+000, 9.3069369E-001,-3.4220011E-005, 4.2400584E+000, 8.8562260E+000, 8.9075642E+000, 7.9520488E+000, 9.1933270E+000, 6.0672598E+000,-8.5363251E-001, 5.8023700E+002, 5.5186737E+002, 5.2563159E+002, 5.0753229E+002, 4.7248047E+002, 4.7795230E+002, 4.9891943E+002, 4.6701416E+002
 1.6050177E+002, 3.7129688E-001, 5.1688506E+003, 2.6692671E+003, 9.9436920E-003, 1.3292162E+001, 8.4625110E-003, 6.1622330E-008, 1.7825853E+002, 3.5481047E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0106696E-007, 3.0441086E+000, 1.3913366E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1103975E-004, 1.1062386E-004, 1.0870124E-004, 1.0516660E-004, 1.0260059E-004, 1.0157690E-004, 1.0011298E-004, 9.8896839E-005, 4.1538406E-006,-1.1236534E-007,-6.6530220E-007,-8.6880908E-007,-5.0682650E-007,-3.8078539E-007,-4.3861343E-007,-2.0746316E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-4.8366818E+000,-1.0072244E+001,-9.9592352E+000,-1.0000335E+001,-9.0773945E+000,-9.8599892E+000,-9.0172586E+000,-9.7577724E+000,-3.5592207E-006,-6.9785924E+000,-6.3447714E+000,-4.0139675E+000,-3.2090964E+000,-3.0612392E+000,-2.6877661E+000,-9.3730122E-001, 3.4273544E+002, 3.9718152E+002, 3.9653705E+002, 4.0594009E+002, 4.1707025E+002, 4.2909232E+002, 3.9274048E+002, 3.9169067E+002,-1.1804823E+001,-1.1765674E+001,-1.0129771E+001,-1.1605783E+001,-1.1729611E+001,-1.1714760E+001,-3.5826325E+000, 3.3507419E+000, 3.9281895E-005, 7.9438286E+000, 8.4631462E+000, 1.1308381E+001, 1.4908974E+001, 1.4614558E+001, 8.1718979E+000, 1.5715560E+000, 5.8798376E+002, 6.1642749E+002, 6.3591351E+002, 6.4259259E+002, 6.6742731E+002, 6.9065411E+002, 5.7138635E+002, 4.4022906E+002
 1.6080091E+002, 1.4059930E-001, 6.4938784E+003, 2.6859575E+003, 5.3763557E-003, 1.4733148E+001, 1.4504379E-002, 2.3968159E-006, 3.2528711E+002, 7.0234892E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8019596E-005, 2.8562884E+000, 6.6102966E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9332081E-005,-2.1139391E-005,-1.9932004E-005,-1.5930920E-005,-1.2190024E-005,-1.0404197E-005,-8.3163059E-006,-7.2031517E-006,-2.0785187E-006,-5.4470502E-007, 3.3085462E-007, 1.0631557E-006, 1.0399954E-006, 9.2785496E-007, 7.8832716E-007, 2.3482870E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-3.8272715E+000,-1.0323741E+001,-1.0236497E+001,-1.0044616E+001,-1.0344860E+001,-1.0219693E+001,-1.0193287E+001,-1.0345950E+001, 1.5289001E-005,-8.3550568E+000,-8.5324154E+000,-4.0662827E+000,-1.3529344E+000,-1.0365999E+000,-7.8458267E-001,-1.5841705E-001, 3.9852917E+002, 4.1838370E+002, 4.2984933E+002, 4.3591400E+002, 4.3457178E+002, 4.3303967E+002, 4.2547540E+002, 3.9341061E+002,-1.1834248E+001,-1.3985279E+001,-1.1490060E+001,-1.0646382E+001,-1.1040893E+001,-6.0867662E+000,-4.7984833E-001, 5.2476850E+000, 2.3989326E-006, 9.1255569E+000, 1.0369057E+001, 1.1978751E+001, 1.2426613E+001, 9.0033960E+000, 3.8085766E+000, 1.7333695E+000, 5.4058411E+002, 5.4718695E+002, 5.3321533E+002, 5.4604895E+002, 5.3246112E+002, 5.0483334E+002, 4.3884723E+002, 3.8359869E+002
 1.6110262E+002, 1.5132533E-001, 5.4922344E+003, 2.5937952E+003, 6.6779614E-003, 7.7626541E+001, 1.5273619E-001, 1.0732207E-006, 3.3070728E+001, 1.9332418E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8112842E-005, 1.8040174E+000, 2.6569946E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8644384E-007, 1.6968646E-006, 1.6435165E-006, 6.0468830E-007,-1.5815918E-007,-1.4284103E-007, 4.9894953E-007, 1.1348749E-006, 9.7557529E-007, 7.9802066E-007, 4.0760651E-007, 6.2345499E-008, 5.7041888E-008, 9.9569704E-008, 1.5317073E-007, 7.7629146E-008, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-5.1421981E+000,-1.1042004E+001,-1.1689728E+001,-1.0758467E+001,-1.0194029E+001,-1.0437141E+001,-9.5672493E+000,-1.0734163E+001,-9.8722749E-006,-4.8333759E+000,-5.3360558E+000,-2.0072284E+000,-1.2686541E+000,-9.4730717E-001,-8.0294472E-001,-4.3591538E-001, 3.6923459E+002, 4.2541565E+002, 4.2921750E+002, 4.4527905E+002, 4.3567340E+002, 4.1967722E+002, 4.3139984E+002, 4.0226364E+002,-1.1235883E+001,-1.2385420E+001,-1.1023148E+001,-9.9773273E+000,-9.3468132E+000,-4.0669818E+000, 2.1815913E+000, 6.1204252E+000,-3.5706733E-005, 5.2130384E+000, 8.3214798E+000, 9.4393473E+000, 8.5348730E+000, 7.8422408E+000, 5.0855732E+000, 1.5172317E+000, 5.6505823E+002, 5.7815576E+002, 5.3969556E+002, 4.9586502E+002, 4.6756332E+002, 4.3936804E+002, 4.3155063E+002, 3.9022336E+002
 1.6140187E+002, 1.8698962E-001, 5.3238926E+003, 2.5201768E+003, 6.4781569E-003, 1.0201519E+001, 2.2950427E-001, 1.4488526E-007, 4.7491905E+001, 3.3267301E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7498769E-006, 3.0785426E-001, 1.0006778E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3286975E-005,-1.3948540E-005,-1.3268334E-005,-1.1409610E-005,-1.0074698E-005,-9.6473113E-006,-9.3564449E-006,-9.2488981E-006,-8.3401022E-007, 1.5135961E-007, 7.9450678E-007, 1.2121046E-006, 8.0061886E-007, 5.7655870E-007, 3.4611205E-007, 1.0140784E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-6.3131247E+000,-1.0970135E+001,-9.9551811E+000,-1.0740901E+001,-1.0765702E+001,-1.0258257E+001,-1.0430952E+001,-1.0771949E+001, 1.8457059E-006,-2.3363810E+000,-1.6729558E+000,-3.6295426E+000,-3.0702543E+000,-5.5752200E-001, 7.4119133E-001,-1.8654953E-001, 3.8344614E+002, 4.4065692E+002, 4.4580334E+002, 4.4853763E+002, 4.4100504E+002, 4.2188171E+002, 4.1614813E+002, 4.0451016E+002,-6.8570924E+000,-1.4143954E+001,-1.1566347E+001,-1.1355883E+001,-1.1155566E+001,-6.0272598E+000,-1.7929395E+000, 2.5215321E+000, 2.0507408E-005,-2.8195112E+000,-2.6055152E+000, 1.5910054E+000, 5.4639964E+000, 5.0838866E+000, 4.9634023E+000, 2.1514108E+000, 5.1842957E+002, 5.4059296E+002, 5.4386993E+002, 5.5273090E+002, 4.6142746E+002, 4.1230273E+002, 4.2698416E+002, 4.2947357E+002
 1.6170057E+002, 1.8009998E-001, 5.3208008E+003, 3.0562251E+003, 6.4106719E-003, 1.9529215E+000, 6.9735367E-003, 5.9286509E-009, 1.2131584E+002, 1.5587373E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8377102E-006, 2.0954452E+000, 2.8560515E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0714352E-005, 5.2367865E-005, 5.1410851E-005, 4.9271832E-005, 4.9197817E-005, 5.0782743E-005, 5.4346761E-005, 5.6669109E-005, 2.8298575E-006, 4.4946054E-007,-2.2760896E-007,-3.1354807E-007, 5.8428878E-007, 1.1321857E-006, 1.3120722E-006, 4.7556733E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-1.3807768E+000,-8.8249903E+000,-8.3404684E+000,-1.0621202E+001,-1.0748756E+001,-9.7118177E+000,-9.6301260E+000,-1.1055680E+001, 2.5395082E-006,-8.1146765E+000,-8.8125057E+000,-4.9777923E+000,-3.6392443E+000,-2.5806618E+000,-6.3258648E-001, 7.1310508E-001, 4.2329654E+002, 4.3593576E+002, 4.3769089E+002, 4.4455042E+002, 4.4499866E+002, 4.3499603E+002, 4.1424451E+002, 4.0824237E+002,-8.3311853E+000,-1.2116055E+001,-1.1174003E+001,-1.3560342E+001,-1.0130056E+001,-6.1398368E+000,-3.8422656E+000,-1.0283189E+000, 3.3999702E-005, 1.9292449E+000, 2.0899854E+000, 5.9780231E+000, 6.2297559E+000, 5.8159084E+000, 6.1101260E+000, 2.3200552E+000, 5.3011688E+002, 5.6515149E+002, 5.6726129E+002, 5.5635791E+002, 4.3749496E+002, 4.1352408E+002, 4.2587811E+002, 4.4345834E+002
 1.6200190E+002, 1.2134223E-001, 4.1940996E+003, 3.5508462E+003, 4.6404912E-003, 2.5162511E+000, 1.0778737E-001, 7.5574224E-007, 1.0914142E+002, 3.4426175E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8401072E-006, 1.2747011E+000, 6.7704052E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.8180001E-005,-6.6205954E-005,-6.3759639E-005,-6.0083577E-005,-5.8105528E-005,-5.8341775E-005,-6.0218750E-005,-6.1797196E-005,-1.8184277E-006, 1.8598193E-007, 1.4729940E-007,-2.6595345E-007,-8.0686220E-007,-1.1537747E-006,-1.1502624E-006,-4.1411229E-007, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.0424738E-001,-9.5403643E+000,-9.8351345E+000,-1.2140333E+001,-1.0669310E+001,-1.0367944E+001,-1.0273512E+001,-1.0046650E+001,-1.2775183E-005,-7.9713035E+000,-1.0646092E+001,-5.7866459E+000,-1.7548698E+000,-1.8272395E+000,-4.9881822E-001, 2.9489857E-001, 4.1873856E+002, 4.3039066E+002, 4.3430765E+002, 4.4157648E+002, 4.3993591E+002, 4.3059952E+002, 4.1617700E+002, 4.0520251E+002,-5.2992086E+000,-1.1996994E+001,-1.1310888E+001,-1.3819411E+001,-1.1279128E+001,-8.1648293E+000,-6.5668530E+000,-1.8505582E-001,-4.3815089E-005, 6.6534984E-001, 3.4517965E+000, 7.3496146E+000, 1.0357634E+001, 7.9261117E+000, 6.0299978E+000, 5.3396946E-001, 5.4540515E+002, 5.9331006E+002, 6.3524054E+002, 6.0215118E+002, 4.8014935E+002, 4.5093457E+002, 4.6393237E+002, 4.9485754E+002
