Position,0.2 m,0.4 m,0.6 m,0.8 m,1.0 m,1.2 m
0,13.68623595,25.98754215,13.12770459,17.43351613,15.05051863,10.55985993
0.15,14.79927683,32.9374311,13.93967289,14.22703254,10.35931025,7.279254823
0.305,8.394138648,13.85732711,6.200368963,6.91787409,5.281181012,4.056705272
0.61,3.763523563,5.6947024,2.777001965,3.278160453,2.442893725,1.69089588
