Time (s),HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m,TC Surface Offset 0.2m,TC Surface Offset 0.4m,TC Surface Offset 0.6m,TC Surface Offset 0.8m,TC Surface Offset 1.0m,TC Surface Offset 1.2m,TC Surface Offset 1.4m,TC Surface Offset 1.8m,TC Surface Offset 2.0m,TC Surface Offset 2.2m,TC Back Center 0.2m,TC Back Center 0.4m,TC Back Center 0.6m,TC Back Center 0.8m,TC Back Center 1.0m,TC Back Center 1.2m,TC Back Center 1.4m,TC Back Center 1.6m,TC Back Center 1.8m,TC Back Center 2.0m,TC Back Center 2.2m,TC Water In,TC Water Out,TC Ambient,Event,Event
13,14.3153206,19.5860479,15.2467748,10.4442513,8.058221,5.9256838,10.2884055,25.7914705,12.6003635,13.8249889,11.2183398,8.3422454,0.5025498,-8041813.5,458.1502075,375.1392212,228.8536072,146.7875977,104.0419159,81.0092773,62.864521,54.0561333,52.4357262,50.2414169,47.2005272,112.4863815,116.6329117,103.1443481,66.8223953,75.615242,50.5387115,85.2129593,64.4096451,60.0575294,68.2684784,56.3770027,82.0124741,106.7888336,96.1016769,105.6053314,70.6025162,86.1927185,66.9808807,47.850811,66.9235535,47.9090996,39.6490746,40.4455872,41.9419403,41.0952835,38.1026802,37.3663254,36.5486221,34.8168983,34.3481674,33.8447571,32.4741058,-3.88E+12,3327.82544,26.310009,0,10
14,14.5840593,17.1894479,13.0937927,10.0142797,7.3412958,5.4163466,9.3178982,20.3093609,10.4289769,12.6452238,10.184992,7.4349949,0.4879194,-12787637,509.8201904,436.4052734,265.9491882,157.3581696,108.3889084,82.182991,64.8725128,59.1423035,54.8923225,53.3033562,49.1403465,113.5201111,118.854538,102.5837173,66.9385834,75.3685837,51.6105804,90.9816666,68.9829712,67.0423965,81.9463348,65.0703049,81.951004,105.495369,97.7291107,102.5986481,72.720932,86.7229691,66.4310989,48.5023499,69.049469,49.2860832,39.8230057,40.3868675,41.9231262,41.0432854,38.0845451,37.346302,36.5151291,34.7762413,34.3449516,33.8501663,32.4213104,-3.88E+12,3327.824463,26.3162079,0,10
15,17.0662183,17.1583303,14.4487078,9.8891168,6.8102265,5.3019066,10.894815,25.6223535,9.9887099,12.5712316,9.6062698,6.3778715,0.4906437,-19862384,566.480896,486.6602478,300.5061951,188.5807953,115.2589111,89.3885956,68.0382385,63.4779358,59.8480988,56.6281776,53.030365,116.2541962,120.9656525,106.0337219,67.8104401,73.6363068,52.4208031,86.9985809,66.2388992,67.4637527,84.5342484,69.9369431,83.0989227,111.1969986,98.4386978,104.551796,72.5704956,84.9232635,65.7378922,48.4037743,67.918541,48.6160736,39.9974022,40.3722458,41.906662,41.0655441,38.0448799,37.3503189,36.5090523,34.7607956,34.3313675,33.8796997,32.3825378,-3.88E+12,3327.824707,26.3451824,0,10
16,16.8043521,18.0079773,14.417806,10.8936926,8.2570315,6.5015946,11.5569486,29.272793,10.4559951,11.7752396,10.348735,7.5556707,0.4920563,-22683334,580.407959,479.7181091,299.60495,187.7891541,115.4259567,92.45961,71.290062,63.1634865,61.0866356,56.7832794,52.7486916,119.8261719,124.4492874,110.0057907,69.7108994,79.4194717,53.7649612,89.9263916,68.0210037,66.6178284,77.7118835,67.0041656,85.2660522,115.9579697,101.6967545,109.6965637,75.4800491,91.7973099,68.9409103,48.728756,67.0057678,48.2875938,40.5631371,40.4005013,41.8958092,41.0956573,38.0257759,37.3461418,36.4757042,34.7839432,34.3567848,33.8248787,32.3295135,-3.88E+12,3327.82544,26.3296375,0,10
17,19.7687715,20.7333419,15.316573,11.5401224,8.6429493,5.9723384,11.0236613,30.8623983,12.6195693,10.3743199,8.3746889,6.6760304,0.4732889,-32325580,616.4816895,489.7737122,307.0390625,188.7115631,116.8566971,97.943779,75.8168411,65.439003,62.2108765,56.5965843,52.7466431,123.694313,128.1884003,114.5667953,72.3088608,81.9742584,54.6732254,101.7628632,73.7597809,75.319519,86.7848816,70.1490326,87.6295319,126.8452225,109.1695328,107.9985962,76.2069626,91.7904892,69.5567322,50.5963173,70.3825836,50.994297,40.6259003,40.5683403,41.8941116,41.0760765,38.0218315,37.3291168,36.5095253,34.7054749,34.3543282,33.8595467,32.3770065,-3.88E+12,3327.825684,26.3369789,0,10
18,17.9011091,21.847083,19.0360171,14.4412851,10.2178292,6.7553922,10.16082,23.1585474,12.763775,13.6816084,8.5069006,6.5233807,0.4911482,-49598124,629.6824341,509.79599,318.2046509,197.8024139,125.1999359,109.6236496,82.4105835,71.7989426,67.3820572,61.0281792,55.3958817,127.7369156,133.1214447,125.1113663,75.8334885,88.4626236,56.348423,102.1171188,74.8650894,75.159729,88.091507,69.6707458,89.2523575,134.6463776,119.7004395,115.6985245,77.5006027,93.5122223,68.0139542,51.1500092,68.1787949,50.8338699,40.3057747,40.6771202,41.9101028,41.0600548,37.9714241,37.2580872,36.5689697,34.6522865,34.3588181,33.8584175,32.4123001,-3.88E+12,3327.824463,26.3290443,0,10
19,15.3160995,21.1005302,15.7106099,13.4866108,9.9830252,6.6799573,8.6454267,16.6626745,8.7263401,10.6661782,9.0216302,6.490058,0.5016417,-70478416,661.1679077,513.6948242,322.3359985,208.7653961,129.2414703,110.1910172,82.0295868,71.3428268,67.541832,61.1445465,56.6018867,129.2734985,134.4394379,125.9082642,77.3009796,92.0453186,57.0930023,96.0527115,72.2079697,72.7355576,86.5096359,70.1429291,89.1058655,126.4360199,116.4023056,115.733284,79.3090134,92.5728302,69.5568695,52.6288109,70.5184326,52.0193863,40.3327522,40.728302,41.9240074,41.0855217,37.8569374,37.2204781,36.682766,34.6314583,34.3582115,33.8506813,32.4285889,-3.88E+12,3327.826172,26.336359,0,10
20,14.6132082,17.0649773,15.8941761,14.6340196,8.1352131,5.625989,8.1731585,14.1029337,7.4854547,8.8421874,7.0961913,4.9364262,0.4875158,-73716600,693.600708,575.0349121,355.9311523,223.1866913,142.2071381,117.5443802,86.2476883,72.7971191,70.3103027,64.8334122,58.5103989,129.5105286,135.6510162,126.5541,78.6136932,89.2828293,57.096756,90.7895813,69.9870224,71.1141052,84.4171143,70.9095078,88.7502365,120.2437057,110.3281631,109.8575287,78.4150009,86.2602615,68.1065979,52.5912209,67.7907715,51.5177803,40.0383453,40.6758499,41.9129257,41.1094398,37.8140717,37.1805573,36.8637733,34.6438942,34.3661575,33.863884,32.4718513,-3.88E+12,3327.82666,26.3364391,0,10
21,17.3297433,19.9843537,19.0247939,12.9365482,8.8051775,6.2200012,9.0178452,20.7111602,11.0645563,13.3940252,9.9203994,7.8280442,0.4982111,-80860920,696.4085693,580.8395996,370.5157166,235.0494232,144.6626587,114.5067139,88.6360779,75.2891312,72.2240601,67.4571228,61.7258072,132.399704,138.9194794,129.6837006,78.8658066,88.7436752,57.5593185,96.3568039,75.0035706,75.2365952,86.7917557,71.3973007,89.580452,121.7853775,111.0963287,112.688652,80.6867447,92.2434387,71.5033875,53.2568665,68.5500336,51.9567299,39.7878609,40.5932045,41.8720627,41.1154671,37.818615,37.129406,36.9684982,34.6712952,34.3864594,33.8553276,32.5320053,-3.88E+12,3327.824707,26.3406544,0,10
22,14.6039659,18.3659656,16.2726852,12.4304973,8.7938421,5.7739051,8.8191548,17.39614,9.6478896,10.5417068,7.7866679,6.1519118,0.4950832,-108309088,709.3737793,605.9594116,390.7631226,245.5201111,159.4266357,124.1827545,91.7470932,79.5996552,75.289444,70.3526154,63.4079094,133.9159851,141.1158142,130.6322479,78.9482422,90.693161,57.8456497,94.9948883,74.5177155,75.7854691,90.9461899,74.9838867,90.3721085,120.6138153,110.1581268,110.5352249,81.1301041,93.362648,73.6006699,54.4060364,71.24543,53.0533104,39.7568016,40.5096321,41.8325119,41.1142387,37.8263474,37.0803223,37.0046387,34.6131363,34.3571167,33.8282089,32.5382729,-3.88E+12,3327.827881,26.3390312,0,10
23,15.3661029,18.5794597,15.9561335,11.7497091,8.7515185,6.7931854,9.0939932,17.1735436,11.6731175,12.0130013,8.6036079,6.3576398,0.5061822,-99832464,701.4981689,601.9753418,397.9575806,248.416214,164.4715118,129.9801483,97.2783585,85.0861282,79.2498779,73.1672897,67.6629028,135.4179535,142.6874847,129.5231171,78.7058716,90.3108597,58.9252853,98.2466965,74.7378159,74.6154556,90.219223,74.1290207,91.2951279,118.9764481,116.4646759,110.8452148,81.6115417,91.8021851,72.7427597,54.3176575,70.7361145,53.0951614,39.8151093,40.4225807,41.7928429,41.0778732,37.8530006,37.0905571,37.1124153,34.5256424,34.3126564,33.761219,32.4959869,-3.88E+12,3327.826416,26.3429489,0,10
24,16.0796585,19.9562126,16.0165535,13.6104649,8.7743365,6.1469899,9.114417,17.5582201,10.0108454,10.6119172,8.6659097,6.2501345,0.5036597,-115937824,710.4284668,611.5499268,419.2322388,256.1588745,164.8206024,127.9507523,98.8923111,86.004158,77.6661606,71.2874756,65.8646851,137.6712036,146.8042145,130.0400696,79.5895004,89.6436768,59.4515381,98.2405624,76.4254227,78.0172958,96.0908966,76.7381516,92.4417267,118.6615753,119.1598816,112.5628738,83.0763092,91.4368515,73.0313568,55.0195656,73.7743225,54.3815689,39.3792648,40.3865662,41.7777176,41.0299454,37.8930855,37.1605949,37.1547737,34.4763298,34.2644424,33.7542229,32.3973465,-3.88E+12,3327.826904,26.3291168,0,10
25,21.8473486,20.8786478,15.6051439,12.0406106,9.627286,6.9626868,12.0864538,27.8459715,12.0188206,12.2234681,10.8283829,7.2424372,0.51042,-112571208,708.5530396,588.2982788,404.4389038,251.5926971,160.5514832,127.747139,101.2216187,86.8788147,77.910675,71.6638565,66.1666565,141.2847595,152.6660004,131.360321,79.3358841,93.1285782,60.5467529,100.1330719,77.7550659,76.7366867,89.9329681,75.4200058,94.982048,124.6611481,120.769928,115.2360306,84.8330841,94.5511093,75.3542709,55.2513885,74.0111465,54.4205933,39.524662,40.381649,41.7906685,41.037693,37.9381905,37.2326698,37.1782455,34.5178337,34.3048477,33.7871552,32.3721123,-3.88E+12,3327.827881,26.3267765,0,10
26,18.2838365,23.1932595,22.5107061,14.0590881,9.160475,7.1249174,9.6706495,20.7010742,10.2857477,12.1065604,8.7184901,6.0001347,0.5119335,-120377608,721.8200073,602.5458374,415.8739929,259.7368164,166.4386292,132.547699,103.9648972,89.0843887,81.0810623,73.6653442,68.0971069,143.3902588,157.9819641,149.9734802,79.6552658,95.5076065,62.8205833,106.4426346,78.4489059,75.8554687,87.8085022,73.9374924,96.590538,131.1334381,121.7912903,121.3614426,85.4584198,95.5603943,74.5011978,55.085289,72.2756424,54.4104347,39.7717133,40.3643036,41.7633057,41.0594711,37.90065,37.2365761,37.1175003,34.4191208,34.2585411,33.8139572,32.4552803,-3.88E+12,3327.824707,26.3503551,0,10
27,18.651871,27.6190007,21.4915604,13.6623298,10.8345762,7.4258997,10.7205826,24.8194586,12.1853245,15.6180673,9.3870722,6.039408,0.511429,-140559328,716.4854126,619.9301758,430.0591125,277.3843994,176.9263763,141.6099243,108.6327515,94.8450851,86.3866806,79.4206314,70.8949509,146.6317444,169.9711761,158.1201477,80.5344086,102.7043915,64.3676529,108.9732208,77.9293442,74.7618637,87.593605,74.1134415,97.8293457,134.8270721,125.7068634,130.2718201,86.6351776,94.6958923,74.0342255,54.4340286,68.869812,53.756321,39.7149925,40.3814087,41.7506104,41.0143547,37.96595,37.2200928,37.0438385,34.4284439,34.2487564,33.8240433,32.506691,-3.88E+12,3327.823486,26.2808514,0,10
28,20.3541192,22.9226713,21.5492131,14.6817943,11.336203,8.6832241,12.7501002,26.427125,11.8946344,12.8471404,9.5645944,6.3887411,0.534535,-149125040,710.770752,594.7866821,413.8822632,269.5933228,175.9562378,143.6703796,110.1931534,93.0404587,84.3704224,77.6386032,70.8212204,149.7449646,169.7613983,162.6423187,80.074585,103.562088,65.2609406,114.1124268,78.38797,75.9796219,90.1653366,74.384346,101.0991287,135.7617645,127.1746674,128.9764252,89.2335052,99.0751801,77.0040436,55.0461311,71.3784943,54.2613411,39.7667847,40.2799988,41.7349472,40.9427834,38.0013809,37.2293968,37.1267662,34.4078026,34.2224808,33.8371277,32.5697365,-3.88E+12,3327.827393,26.3464985,0,10
29,20.8098373,22.0703182,20.4132244,13.7200847,9.4749947,7.6734868,11.6207414,32.080228,17.3259495,14.2260268,8.9382794,6.0156854,0.5336269,-149157824,728.7883911,605.3150024,415.953064,264.056427,172.6805267,140.3231964,105.8427429,89.6274033,81.0980225,74.3257523,68.9841003,153.0201721,168.8074951,159.5690308,80.5407639,105.5054169,65.8014679,118.4362717,79.6351547,77.5923309,94.8610687,76.2253876,103.2140045,141.4070892,137.3841095,134.1388397,89.6673355,99.7717361,78.322998,56.3646507,73.9288864,55.261219,39.3607941,40.2425232,41.707943,40.8971176,38.0108757,37.2246971,37.1777496,34.3985977,34.193779,33.8549156,32.6356049,-3.88E+12,3327.825195,26.3406239,0,10
30,20.7787926,21.6863536,20.6931859,16.0605501,9.6197046,6.4878861,9.9933955,25.8972565,14.8207411,14.0563379,8.9452112,5.8525627,0.4978075,-148725920,734.8821411,597.4651489,409.2469788,263.3911743,167.7852478,136.6983795,107.4651031,90.430397,80.6624527,73.6392136,67.9587173,155.730011,169.0418091,162.7961273,80.6892166,110.2023697,66.1257782,119.20047,82.0804291,80.0248489,92.3831787,75.2345734,104.7414322,149.0514526,149.8479919,139.7019501,90.4946442,98.77388,78.7473068,57.0411873,73.6126175,55.3428955,39.3725586,40.1301651,41.6527023,40.8727226,37.9953957,37.203968,37.1809387,34.4250221,34.2288437,33.8509979,32.6508293,-3.88E+12,3327.824951,26.3328991,0,10
31,17.7250308,21.6758007,18.8976505,12.6759148,9.7203244,7.5785872,7.5153114,14.1808072,7.396262,9.2646008,6.4765545,4.4187341,0.468143,-137002208,726.8630371,589.8760986,396.6894836,253.64534,167.7103271,135.6407928,108.0339813,93.7596512,82.1530838,74.8551102,68.8047562,158.2288666,170.1837311,160.1907349,80.8479156,118.1490479,67.6225052,127.8449326,86.4272842,82.6600723,90.6826782,73.0715408,104.1057968,145.3188629,142.2578888,137.4283142,89.5464172,93.8572464,76.6024933,56.8362045,71.0559006,54.8265228,39.6632805,40.0811386,41.5977974,40.8438377,37.9705582,37.2183456,37.0435905,34.3053284,34.2447586,33.8425484,32.6727867,-3.88E+12,3327.826172,26.3372288,0,10
32,14.3982647,22.4583418,23.7703021,23.2992224,13.1907868,8.139199,6.7545889,12.0282606,6.4004937,8.1300533,6.5606662,4.2705273,0.4841861,-122855168,706.3104248,563.5026245,380.9019165,252.4629211,164.8090973,133.253067,108.1419067,93.9948044,86.1588669,78.127182,71.060173,158.493042,173.6367493,167.291626,107.3700333,126.9952698,69.8871384,137.327179,87.7878876,84.836731,99.8279419,76.2258606,102.5270615,137.9690094,136.1724548,130.7205658,89.4847717,94.179718,75.1057587,56.6226425,70.6484909,54.7196808,39.7633209,40.0901833,41.5342598,40.8048096,37.9758835,37.1907845,36.8280296,34.219635,34.193882,33.8598976,32.6890297,-3.88E+12,3327.827393,26.3143024,0,10
33,15.8455193,20.6435067,19.9284806,19.3979015,13.0066239,9.7237111,7.1769324,12.6782233,6.3451552,6.6490576,5.2837748,4.3089278,0.4829753,-124114256,694.0332031,550.6101074,387.5543823,256.4790649,169.3169861,137.1230011,110.2140045,94.1202469,87.5630493,81.0088272,74.3624496,159.1898193,172.8043365,174.3334808,131.0620117,135.7915802,73.6247253,152.5550079,96.4447784,92.0740204,109.9126663,82.2992935,101.5442047,133.2789001,130.9680176,123.9492722,88.8631439,93.6981964,77.0847397,57.4964447,73.3233643,55.7683487,39.1700668,40.0825272,41.4793549,40.7762947,37.9715767,37.2066612,36.7803535,34.2254333,34.1651993,33.8495712,32.683197,-3.88E+12,3327.82544,26.30089,0,10
