Time (s),HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m,TC Surface Offset 0.2m,TC Surface Offset 0.4m,TC Surface Offset 0.6m,TC Surface Offset 0.8m,TC Surface Offset 1.0m,TC Surface Offset 1.2m,TC Surface Offset 1.4m,TC Surface Offset 1.8m,TC Surface Offset 2.0m,TC Surface Offset 2.2m,TC Back Center 0.2m,TC Back Center 0.4m,TC Back Center 0.6m,TC Back Center 0.8m,TC Back Center 1.0m,TC Back Center 1.2m,TC Back Center 1.4m,TC Back Center 1.6m,TC Back Center 1.8m,TC Back Center 2.0m,TC Back Center 2.2m,TC Water In,TC Water Out,TC Ambient,Event,Event
0,0.2115195,0.2622597,0.177438,0.1298425,0.0857777,0.0742512,0.232094,0.2365179,0.1311252,0.1479354,0.0708796,0.0528241,0.0776614,31.0710678,29.7423191,28.8052025,27.0018597,26.5153027,26.6116066,26.3431015,26.0899277,26.1071148,25.7788734,25.6465645,25.6201935,32.5546188,32.5451813,32.1230392,31.1402225,30.7931957,30.2055531,30.1892262,29.4451733,29.1363964,29.1073952,29.1662331,32.4280968,32.8862419,33.2293892,31.9864807,31.391861,30.2044392,30.0490856,29.2177258,29.3165836,29.3603306,31.2385178,32.0039825,32.3732185,31.609972,30.2517433,29.8785954,29.1455231,28.6468544,28.6679821,28.7582035,28.3891582,-3.88E+12,3328.077148,26.1615047,0,10
1,0.3176879,0.3393773,0.217718,0.1437495,0.0974075,0.0765991,0.325892,0.3141569,0.1583062,0.1721062,0.0837288,0.0603614,0.0791749,31.4131927,29.3851795,28.7142029,26.9563961,26.4539585,26.580101,26.3357563,26.0720081,26.1636257,25.8300667,25.6626396,25.6596718,32.5146828,32.5862885,32.1386414,31.1265106,30.8249855,30.2087631,30.1698647,29.4536552,29.1177807,29.1343231,29.1634216,32.4504471,32.8950691,33.2262154,31.9870567,31.3988228,30.217804,30.0474052,29.2167969,29.3096313,29.36693,30.961319,32.0015526,32.353157,31.6530132,30.2459278,29.8851967,29.1412086,28.6331215,28.6482162,28.7553959,28.3678722,-3.88E+12,3328.075928,26.1492481,0,10
2,2.6195029,2.5135538,1.8524408,1.120675,0.5054071,0.2773045,2.2855654,2.8056411,1.1487034,1.0690565,0.4414782,0.2468099,0.1401183,117.80867,113.9833755,72.1554947,49.0913467,31.535387,29.0931911,27.9409752,26.6673527,26.2944641,25.8852978,25.717907,25.6873302,33.2324486,33.2129784,32.5468597,31.3867455,30.9998989,30.2863274,30.2346497,29.4808369,29.1412029,29.1321564,29.1653938,33.0895309,33.3118172,33.510273,32.2480431,31.4905853,30.3077583,30.102396,29.2285595,29.338335,29.364006,30.7422161,31.9982662,32.3607521,31.6715145,30.2689571,29.921793,29.1446857,28.612875,28.6675224,28.7468166,28.3340302,-3.88E+12,3328.075684,26.155756,0,10
3,3.9482661,4.1771302,3.6221477,2.6614064,1.5289024,0.9317555,3.4002998,4.8308222,2.1723036,2.3535617,1.2979802,0.7719599,0.2545385,230.3278503,270.4304199,220.7137604,132.1267853,72.2415848,57.2231865,50.2345657,42.3031883,37.1498413,31.6119347,30.4380379,29.1932468,35.4677582,35.3813667,34.1807098,32.4119453,31.8573532,30.7216358,32.5241432,30.8421783,29.9645481,30.3751297,29.5657921,34.8124008,34.6509781,34.6288109,33.1652641,31.9791374,30.7143993,30.5981407,29.3692551,29.5080109,29.5238838,30.8218288,31.9801407,32.3249969,31.698843,30.2662239,29.920187,29.1634083,28.5754814,28.6595097,28.7418175,28.3576832,-3.88E+12,3328.074463,26.1526356,5,10
4,4.2764875,4.7854126,4.6150039,4.0164385,2.7254461,1.7432111,3.6201706,5.4289472,2.5935276,3.2115428,2.158878,1.4031873,0.3208295,276.7680969,338.6598511,317.7149963,196.3448486,115.2247925,90.0191803,79.9561005,61.8590851,51.6126442,42.9753609,40.3120422,37.3291168,37.9335289,37.8927231,36.3455353,34.0256538,33.2794991,31.5278778,35.9322929,32.847477,32.766571,36.2122269,32.201931,36.4927979,36.1723862,35.9586792,34.5427704,32.7781181,31.425827,31.2656116,29.8872852,31.1864319,30.5041084,31.0385666,31.9878445,32.3075562,31.7230854,30.2844715,29.9399548,29.2001247,28.5496902,28.6585751,28.7156353,28.3699436,-3.88E+12,3328.075195,26.152832,5,10
5,4.5502027,5.2183539,5.1055899,4.3729484,3.1148233,2.0502524,3.8259211,5.8227716,2.8082086,3.4039226,2.4031823,1.5871763,0.3478706,312.4276123,380.6247864,364.6496277,219.2333984,144.3666077,115.967926,105.7533569,83.6351395,64.7881851,53.1120911,48.2991714,44.6038017,40.3278542,40.3491516,38.7307243,35.7813683,34.8379097,32.3882332,35.7292519,32.8536034,34.4795876,39.0295067,34.3921127,38.0962448,37.7158775,37.3070374,35.9838943,33.6817818,32.3461189,31.8207264,30.3339176,33.0545921,31.0388184,31.2378979,32.0011139,32.2832832,31.717947,30.3169365,29.9540024,29.2446766,28.55019,28.6462612,28.6874962,28.3561192,-3.88E+12,3328.074463,26.1227493,0,10
6,4.3727025,5.0013421,4.8522255,4.1265491,3.1915946,2.3753951,3.7084214,5.6212854,2.6758843,3.2531429,2.4484927,1.6941263,0.3492832,348.7782898,427.4604797,421.6512451,254.6850739,170.7062225,131.5665131,121.0731049,90.3558197,70.5780182,57.7513618,52.9189644,48.9259453,42.2817307,42.4843941,40.8823242,37.3295975,36.3953781,33.5596809,40.9471893,34.5271835,35.3583298,42.8248825,36.5653,39.4119339,38.9523163,38.4269409,37.1942902,34.5099449,33.3137932,32.2905617,30.4462948,33.051899,31.0744629,31.2791748,32.0081825,32.2862244,31.7265244,30.3172455,29.9524307,29.2920437,28.55653,28.6612682,28.6942101,28.3700027,-3.88E+12,3328.076416,26.110981,0,10
7,4.642863,5.159095,4.9373977,4.247949,3.155822,2.434092,3.843067,5.6707774,2.6534234,3.1913182,2.3786673,1.591778,0.3457518,373.600647,443.0028992,464.8447876,267.6325989,173.490799,137.0720367,126.2070541,91.5208817,72.4914474,61.5107574,55.9407539,52.7663383,43.9851799,44.2845688,42.6829414,38.6643639,37.7119255,34.4459305,44.3742523,36.4068108,37.3464203,48.1529007,39.8586426,40.524559,40.0741234,39.3703957,38.2350311,35.2191772,33.9741402,32.5928993,31.1593552,35.2401199,32.0011749,31.3663044,32.0295258,32.2816582,31.73736,30.3386192,29.9783401,29.2739143,28.5647545,28.6442547,28.6949062,28.3484516,-3.88E+12,3328.075195,26.1150723,0,10
8,4.8770022,5.6299186,5.4375156,4.4842043,3.5485115,2.5999579,3.9845205,5.9977525,2.8259494,3.3320679,2.4375878,1.689842,0.3503931,393.0015869,456.3395996,476.2905884,291.8841553,179.2153778,142.4020081,128.1345673,96.1127625,77.0658417,65.0873108,59.9163857,56.5342102,45.7921143,46.2076721,44.6139984,39.8559723,39.9357147,35.1829987,45.3366127,37.7285652,38.5487213,49.1027641,41.2587585,41.6746101,41.1745148,40.3065147,39.1522522,35.8659973,34.5537262,33.2575188,31.8923607,37.6172256,32.6698265,31.3149147,32.0660477,32.2607422,31.7491055,30.3488693,30.0183296,29.278904,28.5595818,28.6160927,28.7243977,28.370039,-3.88E+12,3328.076172,26.1098843,0,10
9,5.156405,5.9668009,5.8636843,5.0146334,3.5252519,2.493319,4.1355555,6.3200364,2.9498101,3.4456871,2.4502679,1.587811,0.3518057,406.7331848,479.4002991,468.8137512,284.1875,176.6180573,144.1572876,123.8730698,93.6119537,74.3320847,63.5330544,59.4033127,56.484108,47.4568443,48.1241531,46.3958778,41.3301201,41.2388725,35.8162079,49.4691048,39.9386482,41.5544243,49.3687744,42.1419334,42.750927,42.2391777,41.2209129,40.0108643,36.4984856,35.6649895,33.651825,32.1383018,40.1803551,33.5472069,31.3536167,32.0735474,32.2382126,31.7513542,30.3571339,30.0390205,29.2962151,28.5900803,28.6062889,28.7085629,28.398304,-3.88E+12,3328.074951,26.0838242,0,10
