Position,0.2 m,0.4 m,0.6 m,0.8 m,1.0 m,1.2 m,1.4 m,1.6 m,1.8 m,2.0 m,2.2 m
0,101.2345072,104.8720792,111.543178,99.14241002,81.31512401,68.90022341,64.25249723,57.22636929,54.26593298,52.38907598,47.65273559
0.15,70.76409505,78.09958712,83.60909372,74.76127459,63.31755638,54.60434889,51.66251131,47.715013,46.22917543,45.53908399,42.38339551
0.305,55.95698033,61.89084002,67.29283085,62.18117721,53.2212743,47.08634605,45.13286063,42.09881795,41.59130452,41.32310289,39.14437759
0.61,44.2043586,46.08182952,48.72947642,46.45132866,41.38974057,38.00887763,36.50401678,33.99135113,33.53273202,33.35228262,32.69096184
