Time (s),HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m,TC Surface Offset 0.2m,TC Surface Offset 0.4m,TC Surface Offset 0.6m,TC Surface Offset 0.8m,TC Surface Offset 1.0m,TC Surface Offset 1.2m,TC Surface Offset 1.4m,TC Surface Offset 1.8m,TC Surface Offset 2.0m,TC Surface Offset 2.2m,TC Back Center 0.2m,TC Back Center 0.4m,TC Back Center 0.6m,TC Back Center 0.8m,TC Back Center 1.0m,TC Back Center 1.2m,TC Back Center 1.4m,TC Back Center 1.6m,TC Back Center 1.8m,TC Back Center 2.0m,TC Back Center 2.2m,TC Water In,TC Water Out,TC Ambient,Event,Event
10,2.3972129,2.6918714,2.5229031,2.1165794,1.6675766,1.2034272,2.3753291,3.4300367,1.6682346,2.0832434,1.5931742,1.145571,0.3613912,490.6387634,375.4046936,374.2192993,319.7112427,158.6615143,121.0052109,107.8757401,83.0857849,68.3585281,62.089344,58.8149719,53.2439308,34.9718895,35.173069,33.6793213,32.1173477,31.9139309,30.0269356,29.5409889,28.0661564,27.8414764,28.1217804,28.3414745,33.7920074,33.0389481,32.4341469,32.6005669,31.184866,30.2699165,28.4008217,27.3472652,27.9958591,27.1619263,27.485981,27.5172615,27.501236,27.1805477,27.0685863,27.0003414,26.7044945,26.4602146,26.5566254,26.4993668,26.3008957,-3.88E+12,3328.076172,26.3548546,0,10
11,2.7055277,3.0398479,2.8763526,2.3646148,1.7486171,1.1888098,2.6453768,3.9247214,1.9060276,2.3381056,1.6549688,1.1261328,0.3704722,473.7188416,363.9241638,355.3518982,301.9916382,159.6534119,123.4009476,111.1386108,82.5473251,68.3145828,63.8739967,59.3871841,53.5698318,35.7067261,36.025013,34.4190407,32.634201,32.3808327,30.2350559,29.7488422,28.2000408,27.9433193,28.4447746,28.8787308,34.4145813,33.5835037,32.9725304,33.1202354,31.5603333,30.5741749,28.5835819,27.4145126,28.2771435,27.2567196,27.4785519,27.5154915,27.5009747,27.1780243,27.0796413,27.000082,26.6898918,26.4610863,26.5601425,26.5172291,26.3040333,-3.88E+12,3328.073975,26.331562,0,10
12,2.7616927,3.0988362,2.9801274,2.4505109,1.8308353,1.2413719,2.6796685,4.0891472,1.9950575,2.4362686,1.746435,1.173816,0.3744073,458.7900391,356.4098206,326.6306763,281.8175049,151.9165649,119.9320297,106.2204819,80.5261688,67.1164703,63.9859428,58.3712997,53.2351074,36.4576912,36.7400055,35.0853996,33.1138306,32.8638458,30.4530888,29.9079208,28.2918911,28.1105003,28.5900898,29.0823593,34.9916687,34.2411003,33.5483208,33.7031784,31.9963017,30.8642406,28.7405128,27.8321991,28.7114887,27.6333847,27.4482975,27.5097542,27.4963684,27.1945457,27.0727673,26.9935856,26.6954727,26.4832706,26.5713844,26.5254555,26.3084831,-3.88E+12,3328.075928,26.3329906,0,10
13,2.7943963,3.1472715,2.9209373,2.3677234,1.7642217,1.2010036,2.7079088,4.0030641,1.8612685,2.2514525,1.6310456,1.0912233,0.3634092,444.7001038,351.8503418,304.4234619,262.9017029,145.4003448,113.5366898,98.8565445,77.7860565,66.7640152,65.7443085,60.500885,55.7437973,37.1766701,37.5993958,35.9132996,33.6115189,33.2602615,30.6642075,30.189127,28.4269581,28.1830158,28.7458305,29.4898567,35.5814438,34.8513947,34.0307388,34.1590729,32.3355255,31.0756111,28.9056034,27.8855495,28.8649883,27.8194542,27.4492455,27.5091972,27.5007114,27.1826687,27.0657978,26.991518,26.6817055,26.4868641,26.5798893,26.5282974,26.3286991,-3.88E+12,3328.074219,26.3048744,0,10
14,2.9211821,3.1821774,2.9492255,2.3849026,1.7690061,1.1795698,2.7396791,4.0295693,1.9081435,2.2655932,1.6061924,1.0740065,0.3692614,456.9658813,362.1752319,299.5739441,249.8497925,143.930954,110.4544678,95.3448257,74.9976807,63.9423943,64.4546432,60.9378014,56.0417366,37.9762039,38.389843,36.6822701,34.1165199,33.6918221,30.869688,30.4300671,28.7865105,28.7533684,29.4876957,29.6462746,36.1933784,35.3884125,34.5519485,34.6140594,32.651413,31.2422771,28.9826317,27.8582687,28.774828,27.8091373,27.4694767,27.4883156,27.5035896,27.1896973,27.0577374,26.9842072,26.7045841,26.4995556,26.580883,26.5425072,26.3576431,-3.88E+12,3328.075928,26.3088875,0,10
15,2.7142961,3.0490479,2.8428371,2.2702108,1.6862726,1.1415494,2.6499154,3.8595141,1.8070692,2.1717053,1.5360289,1.0483004,0.3492832,455.7148437,356.9457397,296.3104553,254.2232666,145.1195374,112.9210663,98.5728531,80.7606812,68.9242172,64.3059998,60.0909424,55.6527328,38.5340881,38.9132042,37.2603416,34.4641075,34.0331001,31.0197487,30.6399746,29.6015816,30.2593613,32.0771332,30.8220482,36.6549225,35.8143005,34.9356766,34.9912224,32.943428,31.4940319,29.1020432,28.0683136,29.5099373,28.0093994,27.5031376,27.4827557,27.4991589,27.2026234,27.0525551,26.9733543,26.7148724,26.5049324,26.5930576,26.561861,26.3694496,-3.88E+12,3328.07544,26.3206863,0,10
16,2.7754377,3.0582479,2.8137802,2.2680838,1.7177025,1.1696481,2.6610098,3.9097096,1.8122776,2.1902855,1.5850589,1.0682147,0.3601804,475.5351562,366.0505981,302.1174316,261.5599365,145.6476898,112.1525116,99.9094162,79.7799072,69.2156372,64.8853683,59.1728897,55.0422859,39.0691071,39.5726013,37.8106194,34.8548355,34.384552,31.1861,31.0270386,29.7011719,30.1348,31.6534672,30.6929913,37.1235275,36.2730827,35.3246727,35.3639221,33.2182732,31.7124653,29.2588596,28.0663071,29.4574928,28.0386772,27.5150871,27.4769764,27.5016804,27.1900482,27.0460205,26.9736156,26.7173901,26.5274582,26.5970898,26.5628719,26.3621521,-3.88E+12,3328.07544,26.3035793,0,10
17,2.9356381,3.3618479,3.1683058,2.6036514,1.8506354,1.2303899,2.8042283,4.1555273,2.0084039,2.445641,1.7021389,1.1132004,0.3718848,465.1147156,355.8863525,295.2915649,252.2878265,149.1617126,114.6965256,100.5509262,79.9254837,69.5435028,64.806778,57.9643555,53.5137062,39.5044861,40.2563248,38.3678322,35.2369118,34.710144,31.4032555,31.165329,29.5867767,29.7896004,31.4172077,30.6238079,37.6641388,36.7504692,35.727108,35.7676544,33.5355263,31.9290924,29.4010849,28.0934353,29.3099117,27.9776058,27.556942,27.4848862,27.4896069,27.193058,27.0445004,26.9924755,26.7279472,26.5470715,26.5989685,26.5624847,26.3919792,-3.88E+12,3328.076172,26.3126297,0,10
18,3.5565334,4.035342,3.8376919,3.0442577,2.0999399,1.3513433,3.287843,4.9098685,2.3311578,2.6763323,1.8256436,1.1800838,0.3842954,427.8656921,333.878418,263.9594116,232.365036,145.0111237,114.2909775,99.4421387,79.5968246,68.2619324,62.8808632,56.613533,53.5888863,40.2137794,41.0595093,39.2467155,35.9145126,35.2224312,31.664238,31.7652111,30.860424,29.7300873,32.7543106,30.7334957,38.3171539,37.3706589,36.2673836,36.3039131,33.8803558,32.2281685,29.5868607,28.2433376,29.7607632,28.500206,27.5760918,27.478014,27.4917831,27.2001419,27.0459251,27.0010719,26.7580528,26.5696278,26.6041698,26.5797749,26.4096489,-3.88E+12,3328.072022,26.3272686,0,10
19,3.5702784,4.0375067,3.6656563,2.7852604,1.958027,1.3924689,3.232371,4.7949347,2.1643284,2.4859256,1.7216664,1.0886844,0.3912575,402.571167,320.3079224,245.3665314,224.6217194,140.578064,108.8541946,93.4223785,75.2665634,64.7019653,60.319725,54.7604294,52.3221588,41.4041824,42.2387047,40.2590942,36.5378075,35.703022,31.9810829,32.0576363,31.2560062,29.9014778,33.6137352,31.5510769,39.1152573,38.1349525,36.9109421,36.8570824,34.1950684,32.448349,29.8267441,28.3023949,29.8449516,28.7664318,27.581646,27.4888496,27.4962025,27.1977768,27.062418,26.9964409,26.767004,26.5729218,26.6165237,26.567585,26.4299412,-3.88E+12,3328.073486,26.3230114,0,10
20,3.2171738,3.5561303,3.1317155,2.4179522,1.7095322,1.2231948,2.9842601,4.2765597,1.8941461,2.1888057,1.502976,0.969754,0.3576579,388.2705688,312.3985291,229.7759094,216.1198273,133.9422607,102.7493439,88.5107269,71.8974152,63.3487091,58.8679619,53.1056252,50.0498276,42.0803528,42.9665565,40.8660889,36.8650093,35.950325,32.1255608,33.6506233,33.4833527,31.5220718,36.357151,33.8349915,39.5922089,38.5894585,37.2342415,37.0875854,34.3583679,32.5522118,30.1812897,28.6768093,31.6758499,29.3925533,27.5811977,27.5098991,27.5021648,27.20714,27.0502796,27.0129757,26.7899513,26.5717163,26.6232471,26.5913029,26.4344044,-3.88E+12,3328.073975,26.2878323,0,10
21,3.4541567,3.8997773,3.7515972,3.0292055,2.1483728,1.6336183,3.1761426,4.8735119,2.3700575,2.8443769,1.9153346,1.2815594,0.3820756,380.5351562,303.0894775,216.621994,213.2024689,133.9397278,101.1322403,87.5104752,70.6631927,62.3499985,57.8462372,51.6925697,48.7940865,42.6797485,43.6343117,41.4837341,37.267807,36.3009949,32.3471451,36.3765945,33.8639221,32.564724,38.4913177,35.4422417,40.0650253,39.0603752,37.651413,37.4418602,34.7061119,32.7987823,30.4693604,28.8912201,32.3012085,29.7201004,27.5948792,27.5118866,27.5086784,27.2091312,27.0488758,27.0194969,26.784399,26.5884285,26.6271286,26.5936737,26.4243069,-3.88E+12,3328.072998,26.2868023,0,10
22,3.7053586,4.2748125,4.1736149,3.4505056,2.3492444,1.7048877,3.4489639,5.2985325,2.5905979,3.0658603,2.0697788,1.3193252,0.3984214,380.9814148,301.1034546,203.6825104,203.4354248,129.2007599,97.9531937,84.4548492,69.2790146,61.0413475,56.6658707,51.1313744,48.9450569,43.4863777,44.518116,42.3949165,37.9774666,36.9143028,32.8030739,39.2601547,36.525631,38.0060234,47.7173309,42.0000229,40.6500435,39.6648064,38.2912636,38.1106529,35.1738091,33.1610603,30.8177338,29.5451565,34.4082146,30.5390072,27.6050453,27.5197887,27.5177135,27.2038326,27.0571556,27.01684,26.7938156,26.5880337,26.642971,26.5955467,26.4326038,-3.88E+12,3328.073731,26.3094368,0,10
23,3.4849645,3.9460478,3.6536645,2.9735775,2.1667008,1.4700245,3.2994417,5.0599861,2.3873101,2.8402662,1.9772137,1.2493475,0.4013475,394.3720703,296.0915833,196.3232269,200.6903076,125.8625793,95.7642822,81.3501282,67.1264877,59.601963,55.7534027,50.4000893,48.4482727,44.3012886,45.2906036,42.9739914,38.5099678,37.3313522,33.1154442,40.3687782,38.0027313,39.3494453,51.0655746,47.8412895,41.1687622,40.1753044,38.8448105,38.6158943,35.507225,33.3784103,30.95401,29.5759029,35.5712242,31.3079567,27.6105919,27.5219421,27.5051575,27.1754189,27.0544033,26.9974747,26.7963448,26.6022606,26.6470089,26.5897694,26.4475975,-3.88E+12,3328.075928,26.321785,0,10
24,3.1676444,3.556942,3.2932968,2.6041423,1.9761341,1.4267025,3.0999948,4.6220648,2.1793023,2.6200982,1.8927639,1.2556946,0.3985223,422.7354126,302.5847778,196.1668701,207.1003418,124.3825073,94.8840866,81.3826218,67.0353241,59.5550461,55.5284042,50.2441864,47.289032,44.4922752,45.656723,43.2571907,38.6770897,37.5449448,33.1216583,39.1166458,36.5029297,36.4266472,45.6665611,43.4860573,41.5059242,40.6039505,39.1842499,39.0029945,35.8068161,33.5581856,31.0011921,29.9655743,34.7660751,31.3393593,27.6028862,27.5229111,27.5189476,27.1892185,27.0474548,26.9965611,26.7882614,26.6156845,26.6566639,26.6013126,26.444416,-3.88E+12,3328.074707,26.3069019,0,10
25,3.0974974,3.4484362,3.245791,2.5923622,1.9295414,1.4760836,3.1534496,4.6549031,2.2294325,2.6980367,1.8465236,1.2675956,0.4082086,451.0553284,309.699646,218.1801453,224.4171295,128.9592743,101.7695618,86.4422379,68.6005478,60.5115204,55.6991119,52.007946,49.4254189,44.4537201,45.6946106,43.3204422,38.7521744,37.7097549,33.2109642,40.6711922,37.2754631,36.0887604,43.2312012,40.3040886,41.8175087,40.8859253,39.4842529,39.3580933,36.0825844,33.7396317,31.4805069,30.6237907,35.5153351,31.3078403,27.6033058,27.5199375,27.5178566,27.1881294,27.0508881,26.994339,26.7792473,26.6062908,26.6555729,26.5998459,26.4603195,-3.88E+12,3328.072022,26.3107185,0,10
26,3.062187,3.6573302,3.4828588,2.8569223,1.9739996,1.3053704,3.1504238,4.9434104,2.4094455,2.9055438,1.9429773,1.2349076,0.4102266,457.6367187,329.3219299,230.3702393,222.3414459,131.4659729,102.4920578,85.887146,68.2433243,60.3334694,56.2365227,51.9899368,49.5427666,44.6278687,46.0055962,43.6101303,39.0281334,37.9082184,33.2388153,37.8062859,34.9957504,33.9309578,40.0880356,38.7716675,42.0821877,41.169754,39.7226982,39.7176056,36.3785324,33.9147339,31.3243752,30.1733665,34.8077927,31.2466888,27.5954876,27.5083466,27.5138111,27.1893597,27.0528736,26.9804764,26.7880268,26.612051,26.6609592,26.5889931,26.4490929,-3.88E+12,3328.073242,26.3232765,0,10
27,3.3058054,3.9552479,3.7529809,3.2158864,2.1843663,1.7466193,3.3241519,5.2171406,2.5668349,3.1125576,2.1675005,1.5347327,0.4262697,449.6904907,323.0963745,227.6570435,213.4803772,130.2891083,101.7115707,85.0048599,68.5370865,59.9972763,55.7827797,51.0631142,48.7675819,45.0025291,46.7308769,44.1671028,39.5180016,38.2453766,33.566452,36.9528503,33.8040962,32.6593895,36.2938271,36.2478561,42.4544945,41.6408997,40.2371674,40.143898,36.7575798,35.1557159,31.5830307,30.0540314,33.77985,31.0880127,27.5976562,27.5078754,27.5212612,27.2036095,27.0486374,26.9883099,26.8003864,26.6330948,26.6518059,26.5824814,26.4663696,-3.88E+12,3328.076904,26.3160114,0,10
28,3.2079315,3.7796361,3.7202342,3.0290419,2.2433249,1.5739369,3.2386747,5.0283207,2.5180067,3.151198,2.2027514,1.4673732,0.4172896,444.986969,320.5085754,220.2606659,212.4724121,131.1567993,102.1642838,88.1811447,70.1998825,61.0864983,56.6830788,50.9988823,47.8662605,45.3201561,47.1535645,44.6282082,39.9795189,38.5031166,33.6973953,36.7413902,34.0305557,33.2088356,36.5182724,36.9934311,42.8268852,42.0030594,40.7732201,40.5877419,37.0985832,35.0790977,31.7074184,30.4280033,34.4837875,31.6325569,27.6000309,27.5215626,27.5228767,27.2078686,27.0585537,26.9857788,26.8204937,26.6392403,26.6692829,26.5943012,26.4566612,-3.88E+12,3328.075928,26.3191433,0,10
29,3.3515431,3.8250949,3.7405279,3.1169013,2.2540714,1.5309935,3.360713,5.1603773,2.5258192,3.1301513,2.2470474,1.4930793,0.4282877,464.0976868,313.9391785,209.5293274,208.2872162,132.377182,102.5218124,88.494339,70.6625061,63.2631874,57.6662407,51.2870865,47.6886711,45.9017487,47.5724792,45.3379326,40.4916077,38.8034134,33.8276405,40.8286819,35.6583862,36.35783,42.3239021,39.1639481,43.2460632,42.4547997,41.22789,41.1457825,37.5538635,35.1810722,34.4867287,31.3851681,36.3712959,32.0777626,27.5726719,27.5292778,27.5189018,27.2087994,27.0553341,26.9825535,26.8285942,26.6401691,26.6724777,26.6016483,26.4360619,-3.88E+12,3328.073731,26.3351707,0,10
30,3.2228614,3.5204126,3.2524018,2.5871266,1.9697304,1.320518,3.1390773,4.7201104,2.2317112,2.7161237,1.9516844,1.276561,0.4210229,507.5517883,366.6987915,220.2462006,224.8510132,134.6169281,105.9858017,88.9343262,69.0312805,62.1883545,58.1041565,52.243412,48.4511986,46.4022865,48.1368141,45.679924,40.759758,39.1245117,33.9057693,37.9578934,34.1530457,35.4841232,41.9955902,39.4781342,43.6112061,42.890007,41.6026993,41.4352074,37.7893524,35.1700096,33.1975899,31.1362095,36.2891769,32.4934998,27.5905666,27.5290699,27.5349064,27.2161331,27.0604019,26.9963112,26.8351765,26.6410904,26.6884975,26.6104984,26.418478,-3.88E+12,3328.073975,26.3130646,0,10
31,2.9109919,3.1908362,3.0048796,2.4796338,1.8369447,1.2561408,2.9363525,4.3204222,2.0425836,2.4750734,1.8136398,1.1789731,0.3952935,519.2957153,395.5030823,239.3801422,262.199646,141.7478485,107.0720215,88.8681641,70.3630219,62.6043243,57.9141693,52.0331345,48.1868591,46.4304276,48.305294,45.9381561,40.8603516,39.277462,33.9361038,36.3468628,33.1836739,33.6083183,37.6907349,36.8315353,43.8898621,43.1576271,41.7698479,41.5583801,37.9581299,35.1168404,32.6526756,30.7415257,34.7159843,31.8785057,27.6011047,27.533947,27.5292225,27.2191296,27.0701847,26.9951553,26.8377934,26.6274815,26.6899815,26.6029224,26.3965492,-3.88E+12,3328.075928,26.3266315,0,10
32,3.1605349,3.4833421,3.2919131,2.740758,1.9935788,1.3269557,3.1494152,4.7700715,2.2769586,2.8210282,1.9712118,1.2718006,0.3939818,516.204834,390.1066284,245.0067444,263.4118347,146.2019043,108.5626678,91.0233994,75.0608063,64.6493301,59.5486565,54.2773437,48.6285439,46.5620422,48.2379646,45.9649391,41.0664749,39.3521423,34.0272408,35.5238838,32.6882362,32.8942757,35.2789955,34.9371262,44.2242622,43.5779915,42.0889359,41.8323479,38.167305,35.2456551,32.4524193,30.5690193,33.8227043,31.429327,27.6151237,27.5445747,27.5398483,27.2256126,27.0634651,27.0072975,26.8318253,26.6366081,26.6919403,26.5980854,26.3890629,-3.88E+12,3328.074951,26.3285885,0,10
33,3.3550979,3.7314714,3.4613352,2.8392523,2.0365649,1.3239262,3.2764965,5.0123707,2.4522515,2.8267832,2.0040111,1.2825115,0.4034664,493.3964539,360.6549072,242.4078827,260.1227722,151.5934753,112.8222427,96.5400772,80.3525314,69.6762085,63.4435921,57.0460739,50.1230888,47.0355682,48.6956863,46.2703133,41.3694115,39.4678497,34.1348572,34.8583221,32.2394829,32.1467285,34.7886467,33.8676529,44.6829605,44.0338745,42.4968643,42.0039482,38.4342957,35.3845634,32.3035316,30.3938599,33.0198479,31.0340786,27.6193447,27.5555801,27.5410519,27.2336063,27.0812626,27.0118961,26.822834,26.645359,26.6972961,26.6053314,26.3876228,-3.88E+12,3328.074219,26.3494225,0,10
