Time (s),HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m,TC Surface Offset 0.2m,TC Surface Offset 0.4m,TC Surface Offset 0.6m,TC Surface Offset 0.8m,TC Surface Offset 1.0m,TC Surface Offset 1.2m,TC Surface Offset 1.4m,TC Surface Offset 1.8m,TC Surface Offset 2.0m,TC Surface Offset 2.2m,TC Back Center 0.2m,TC Back Center 0.4m,TC Back Center 0.6m,TC Back Center 0.8m,TC Back Center 1.0m,TC Back Center 1.2m,TC Back Center 1.4m,TC Back Center 1.6m,TC Back Center 1.8m,TC Back Center 2.0m,TC Back Center 2.2m,TC Water In,TC Water Out,TC Ambient,Event,Event
10,9.2443603,9.8524481,9.2052341,9.0188662,6.337895,5.2138992,6.8816702,10.2901795,4.6773492,5.3479452,4.0111947,3.1609604,0.4444316,28.8887081,563.1124268,571.6079712,354.9277039,223.0197601,174.5116425,152.796051,105.0402222,83.5357895,71.0109329,62.4266052,54.0575294,62.0047569,62.7782364,61.0586205,51.0247612,54.7314491,40.8164787,71.2171097,55.1777344,56.2874794,69.0876923,54.3360939,53.3651276,52.0467758,50.137825,48.0639229,42.3681335,46.4370193,43.545517,37.4822426,48.760498,38.4544678,32.8963852,33.2329369,33.4318962,32.3832893,31.0748234,30.6768494,30.7150002,29.6574554,29.7671585,29.9056969,29.5936127,-3.88E+12,3327.972656,26.0609207,0,10
11,8.6303375,8.8060833,8.3976353,8.2345117,6.7902792,5.0037266,6.4003248,9.600811,4.5826226,5.2409031,4.439023,3.0524236,0.4439271,28.8887081,598.0932007,584.1787109,367.5744019,220.0644684,168.5610352,147.4745789,100.6951599,80.6863708,71.6971817,60.8982697,55.4364624,64.4020157,65.0348129,63.4880791,54.1462936,59.7944565,42.2518806,74.9309998,59.3361435,60.0345993,72.1358566,57.1746368,54.7987328,53.5406418,51.4653358,49.2084579,44.0726547,47.1045265,42.875248,37.8647995,49.0178337,38.9109535,32.9478683,33.2277565,33.4293404,32.3458099,31.0711346,30.6569862,30.6725903,29.6658039,29.7649746,29.9061451,29.6128902,-3.88E+12,3327.97168,26.0632553,0,10
12,8.9253812,9.6541068,10.0454261,7.8984533,6.1676437,4.5995893,6.5062258,9.8330243,4.6408909,5.3449855,4.6306624,3.1327947,0.443019,28.8887081,615.5638428,621.9151611,413.5968018,248.0367889,180.8616638,149.7682648,102.8391571,83.6445465,73.8922272,62.7814102,57.9055176,66.3081512,66.7815552,69.3968964,54.4138031,58.7002831,42.5088692,71.6003799,57.8538666,59.808094,72.9163971,58.6964417,56.0195847,54.7595329,52.477684,50.6362343,44.9133797,47.3026924,43.0249901,37.8643875,48.1988373,38.8609161,32.887043,33.216465,33.4124336,32.3679276,31.0703468,30.6573257,30.6037483,29.6563587,29.7698288,29.8771191,29.6286659,-3.88E+12,3327.972168,26.0552883,0,10
13,8.8211088,9.3843304,9.1123749,8.3344784,8.1590616,6.3246709,6.4361294,9.5987,4.4664117,5.4211153,4.7053908,3.5772563,0.4475595,28.8887081,631.4692383,631.6745605,428.8380737,267.6184692,189.0126801,150.8858185,106.0911942,87.645874,78.5171661,69.8165588,64.8239822,67.8907394,68.7341843,69.858078,55.4249229,63.9065285,44.8074265,78.7476654,60.4629326,61.575882,74.9837036,61.2640152,57.1372833,55.9282455,53.4938469,51.9223518,45.9754066,48.5408821,43.8025703,38.6072922,50.2771492,39.9324036,32.8832703,33.2269478,33.4030418,32.3878098,31.05229,30.6787434,30.520256,29.6506977,29.7630367,29.8737125,29.6350479,-3.88E+12,3327.97168,26.064333,0,10
14,8.4599468,8.9086362,7.8661544,6.6873995,6.8361359,4.9606318,6.0874125,8.933491,3.9336968,4.6575155,3.9182914,2.6192283,0.4311129,28.8887081,644.1618042,630.1591187,420.7047424,264.7339783,195.907486,158.3988495,111.7032471,90.3297195,77.4860153,69.1581726,63.3515472,69.0864487,70.3366241,69.3139725,56.2545433,66.2566605,45.5923653,74.1426392,56.3735313,56.631443,67.0553436,58.3055954,58.1325607,56.8826866,54.2146454,53.7007828,46.4067497,48.6230659,44.2582207,38.2052994,47.9429054,39.7967224,32.8742828,33.2393456,33.3996887,32.3592911,31.0617046,30.6938057,30.439806,29.6375465,29.73633,29.8519001,29.6188736,-3.88E+12,3327.972168,26.0775681,0,10
15,7.7212711,8.2852008,8.006212,6.5098808,5.2739899,3.725347,5.9900844,9.2194183,4.4475315,5.5365432,3.8867601,2.386128,0.4246553,28.8887081,627.5684814,630.9481201,427.7339783,270.7919617,203.1682129,160.5549927,116.1671524,94.5245361,81.3944855,72.1231155,65.5783234,69.6363525,70.9003601,68.4725418,56.3005981,62.098835,45.0164146,66.7373962,54.5782852,58.6985817,69.4629135,58.322876,58.8539391,57.5207863,54.6614075,53.5531845,46.6551476,47.0781631,43.5934486,38.5998306,48.2691803,40.2141914,32.7571793,33.2528305,33.4060402,32.3573952,31.0504112,30.7137184,30.3942814,29.6371479,29.7050667,29.8387032,29.540905,-3.88E+12,3327.97168,26.0647106,0,10
16,7.9250764,8.1396243,7.7114914,6.6278448,4.9839075,3.8430437,6.5352225,10.0422508,4.9154677,6.598414,5.0388788,3.1658795,0.4463487,28.8887081,609.9393311,603.1907349,430.8300781,282.2054138,214.4553375,164.1101837,119.7103958,92.6073074,80.4842453,71.7365875,65.4658279,69.6325073,71.8471832,69.0029755,56.492466,60.4832726,44.6401787,63.5193558,52.4938622,57.8923187,71.3590317,60.5836754,59.7496529,58.4820137,55.6569595,54.9131737,47.9882278,48.0250397,43.7225342,39.7597275,51.3889389,41.6293678,32.5509377,33.2672729,33.3908615,32.3455658,31.0464706,30.7101498,30.3978615,29.6046066,29.6770267,29.8362637,29.4729347,-3.88E+12,3327.972412,26.0645275,0,10
17,9.6524449,10.4020126,9.0281251,6.7966921,4.7633095,3.1718546,8.0947413,13.0706401,6.252219,8.061816,5.6964715,3.9326192,0.4597684,28.8887081,619.5478516,574.8875732,403.1442871,273.3472595,202.4347076,154.5568695,114.5436783,90.5113907,78.1298218,69.199173,63.7847977,71.0126877,73.6277237,70.1639633,57.3721809,59.4675598,44.300499,62.1688118,51.0250053,55.1048851,64.9866943,56.7800331,61.3655472,60.2201805,57.3850555,58.5669479,49.4242668,51.2183037,45.7723465,40.9202118,52.9207649,42.0671272,32.3092651,33.3014946,33.3677063,32.343029,31.048439,30.6918125,30.4566135,29.5738392,29.6229076,29.8069859,29.4372463,-3.88E+12,3327.971924,26.0895367,0,10
18,9.6341972,9.9382246,8.6526908,7.2279725,5.6496027,3.8013878,7.6028058,11.7315437,5.161887,7.1239233,5.5362789,4.4330946,0.4573468,28.8887081,641.3950806,575.3764648,400.7454224,266.426178,197.5644989,151.9537201,112.3968887,88.8960495,77.2362061,68.560173,61.8206253,73.5088654,76.0567474,71.8085327,58.6789627,60.548851,44.2433319,65.5388565,52.2129898,53.5476837,63.1675148,54.29842,63.2096481,62.0753632,59.0564308,61.8511658,50.8089218,57.1406784,48.3985748,41.5271721,54.0995522,41.9692841,32.2612305,33.2895126,33.3546066,32.3441849,31.0379448,30.6677647,30.5265808,29.5486507,29.6157799,29.7565651,29.4414177,-3.88E+12,3327.972656,26.1008892,0,10
19,9.5647612,10.5705892,9.5114853,7.4851701,5.7249019,4.498858,7.3539383,11.7979238,5.3757541,6.7963843,4.7474889,3.7708453,0.4517973,28.8887081,658.9920654,576.7234497,410.1589355,281.1549377,213.4056244,167.7849426,121.6529617,95.3822937,80.5182419,72.421463,63.9766464,75.4845123,77.7290573,73.5773087,59.4610252,61.3080711,45.0413551,71.35215,55.4715805,56.0124435,69.445015,55.6380119,64.4450302,63.3205185,60.2532501,61.6495438,51.6579208,56.7328262,49.6287766,42.5795937,55.7174416,42.5877457,32.3698769,33.270153,33.3543739,32.3386917,31.0410881,30.6566257,30.6143284,29.5694923,29.6377544,29.733366,29.4133129,-3.88E+12,3327.970947,26.0821495,0,10
20,9.1810858,11.1542479,11.5528517,9.2883346,6.3906707,5.0130424,7.3393139,12.7234931,6.1023167,7.3046288,5.153761,3.6626259,0.4543198,28.8887081,662.6155396,568.9645996,407.9396362,281.3864441,218.6758118,175.2167511,124.5304489,97.9172287,82.8043747,72.7544785,63.9152184,77.6688232,80.0607758,76.586792,62.1757812,62.7391014,45.8631172,77.9727859,58.4084778,57.9896088,71.4240799,57.2338333,65.7656174,65.028244,62.4430008,62.9079018,52.8942604,58.3546486,49.2077904,42.6683807,56.0214043,42.9717903,32.5071678,33.2336655,33.3497696,32.3573608,31.0421085,30.6527596,30.6811466,29.6269569,29.6538372,29.7490711,29.3988934,-3.88E+12,3327.972168,26.1152744,0,10
21,9.2495739,10.2412834,9.4316939,7.4984226,6.2576642,4.6816892,6.2961888,9.6997948,4.3163466,4.9307934,4.317209,3.1832549,0.446046,28.8887081,686.3287964,617.0380859,451.0805969,307.2784729,226.1668091,175.9538727,128.9547272,100.6968918,84.6610489,72.9328613,62.6911545,78.7525864,81.5898285,77.5316696,63.1228523,63.9521408,46.421711,75.9198685,61.5386124,61.7937965,75.1069336,59.9705048,66.4058838,65.7514648,63.0418282,62.4439888,52.9187164,57.6635666,48.6795807,42.6573067,56.5252151,43.3205986,32.5541801,33.2243767,33.355484,32.399128,31.023037,30.6622486,30.7019157,29.6827354,29.6911945,29.7702446,29.4121647,-3.88E+12,3327.973877,26.0949745,0,10
22,9.7977154,10.4382717,9.4333851,7.7821253,6.5165375,4.6781295,6.3234205,9.1553838,3.9502984,4.3128761,3.4657791,2.3651029,0.4429181,28.8887081,689.0758057,615.2549438,444.5793762,304.571106,221.2944794,172.365921,127.1317978,99.7443466,83.1947403,71.4831619,62.287632,80.557251,83.3872681,78.982933,64.5205994,68.7792816,47.8445816,81.9620285,64.2249985,65.0688248,79.9830322,62.1684723,67.0498657,66.277626,63.0946159,61.7776604,52.691906,55.0224266,48.6028481,42.2584305,53.6796532,42.8181763,32.7240753,33.1807327,33.3433571,32.4647064,31.0116291,30.6835556,30.6908779,29.7454338,29.7166576,29.7855453,29.4655113,-3.88E+12,3327.971191,26.0786018,0,10
23,10.3193148,11.6386007,9.9870046,7.6428918,4.9972302,3.4373159,6.6686074,9.899639,4.2157607,4.0144407,2.5454536,1.6108989,0.4273796,28.8887081,669.9678955,577.9002686,405.6352539,288.0593872,211.4506226,166.4613647,123.7998276,98.7689362,83.6209946,72.5796432,61.7072601,82.6625824,85.6287994,80.3921585,65.5658951,69.7632065,48.402832,80.3057098,63.2354431,65.9628983,83.8783264,67.3020096,67.757576,66.7523117,63.1657486,61.2927208,52.2065163,52.3921661,47.3428268,41.8764992,53.4742928,43.0150833,32.8098488,33.1775627,33.3218117,32.479557,31.001688,30.6803799,30.693716,29.7817593,29.7522488,29.8008137,29.4969769,-3.88E+12,3327.971191,26.0621948,0,10
24,10.0012837,10.9883773,9.8601687,7.326794,5.4225273,3.8282748,7.0021957,10.4170759,4.3503635,4.2561487,2.6379342,1.8378107,0.4364605,28.8887081,684.9633789,575.060791,394.0015259,280.4144592,204.7946014,162.0514069,120.6244659,97.1823578,82.912384,72.4347,63.538208,84.1485825,87.3213806,82.1224899,67.2693863,72.5749817,48.8292503,84.1582794,64.6841507,67.2945099,82.3554077,66.2946091,68.7008514,67.5947113,63.5390778,60.8633385,52.0255165,51.3108635,46.7470894,41.730217,52.3641319,42.4356499,32.9254036,33.1179008,33.3109207,32.475029,31.0163212,30.6980286,30.7451954,29.808073,29.7537327,29.8410721,29.5334816,-3.88E+12,3327.970459,26.0617962,0,10
25,10.3515445,11.1228596,10.0912407,7.6635068,5.3121915,3.9920201,6.9358814,9.9141817,4.2398492,4.4069284,2.8440289,1.7814794,0.4521,28.8887081,714.8549805,573.581665,380.5751038,277.7666931,205.4680634,164.6050568,125.0763016,100.2877579,84.5897293,72.2588043,65.0856705,84.8659058,88.3733902,83.3139801,67.1704712,70.8937225,49.4226418,80.1808167,62.6915894,63.4541016,79.0311432,64.0023956,69.5528641,68.4929581,64.1495667,60.9076653,51.8757591,50.0120125,45.8836288,41.3782768,50.854248,42.2904053,32.7312279,33.0742226,33.3115082,32.4613495,31.002634,30.6873379,30.7931557,29.8161869,29.7678719,29.8653793,29.5683441,-3.88E+12,3327.97168,26.0593681,0,10
26,10.7008572,11.3176832,10.6205693,8.3428226,5.9033972,3.8949999,7.452275,11.2220819,4.9330458,4.8655158,3.1135244,1.8874774,0.4502838,28.8887081,703.3505859,591.0130615,391.1934204,281.9126282,207.7136688,166.0669403,127.3271637,102.028717,88.1804581,77.0926056,68.6974716,86.2345886,90.1332474,85.7268753,68.8790283,72.0346756,49.7438774,82.0520706,62.8092804,60.803215,76.4611893,64.8654785,70.3661957,69.2710571,64.8164368,61.0456543,52.1817284,50.0165825,45.52145,41.3113976,51.5732231,43.0209885,32.3192024,33.0957451,33.2779045,32.4843903,30.9783459,30.7055283,30.8158512,29.8057919,29.787962,29.8692837,29.5922031,-3.88E+12,3327.970215,26.0515785,0,10
27,11.8883787,14.2032359,14.1971884,10.8213762,8.4275037,6.6074762,8.9772499,16.0793266,7.5754613,7.3337324,4.0173657,2.731018,0.4780312,28.8887081,695.9745483,555.9727783,397.8083801,286.9359131,213.0739288,168.9962006,127.8282623,101.7585449,88.7746735,79.355629,70.9807892,88.7452087,92.7056808,93.3097534,71.3238373,77.8886948,51.218338,94.5205917,66.0758286,65.7248306,85.6858521,68.9963379,72.296051,71.4387665,66.8185806,62.8078232,53.1934776,53.6531792,47.3988075,41.6882324,51.4794617,43.370533,32.0906296,33.1014709,33.2645035,32.4818649,30.9750633,30.7108955,30.8118153,29.8107815,29.7673607,29.8731441,29.6303368,-3.88E+12,3327.971191,26.0399761,0,10
28,11.6087388,14.2348948,16.7083858,14.6107868,10.4813397,8.4346525,8.8345356,16.8001259,9.5245173,11.2941256,6.90489,4.8816024,0.4736925,28.8887081,687.0100098,539.9877319,386.1860352,279.4640503,207.806488,166.2123108,125.8004684,99.441864,87.8573761,78.4729767,72.0159378,90.4489212,96.0029678,97.9618454,76.1007156,88.491127,54.1136208,105.9880829,71.4978714,70.2912216,90.2713623,70.8827591,74.027626,74.1357574,72.062767,72.9786835,56.9230995,62.5829163,51.7338104,43.2267952,54.8825951,44.706913,31.9698105,33.1203346,33.2582359,32.5277748,30.9935818,30.6771564,30.8220711,29.8052464,29.7934399,29.9052486,29.6526623,-3.88E+12,3327.969971,26.0370598,0,10
29,11.342133,16.072189,17.4086738,12.4139725,8.9302346,6.6938174,8.8136076,16.2859729,7.7961644,9.0618621,6.4334419,4.790441,0.4774258,28.8887081,689.1480713,543.6835327,384.2221985,280.5920715,207.5918732,164.9267883,125.5271301,100.7022018,89.4277191,80.9038086,74.5593262,91.7802734,98.6029434,107.7702255,79.0952911,88.508316,54.9536057,109.5298615,76.8639755,78.4293976,96.7401352,73.5217056,75.5697098,76.4583893,75.2097321,79.7310715,59.6760635,69.0341492,54.6398926,44.9811401,59.5863304,46.8329773,31.9911232,33.1299934,33.2671432,32.5607224,31.0010052,30.6503582,30.8464146,29.8254719,29.8057671,29.9164486,29.6759148,-3.88E+12,3327.970215,26.0226173,0,10
30,10.7162612,15.8589655,24.1943185,19.3286938,11.8482819,6.3820803,8.2604007,17.6952026,8.5811579,9.8511126,6.3456953,3.9657039,0.4898365,28.8887081,664.2233276,495.2885437,366.6132812,272.2684021,206.6260986,164.5670471,125.3360825,100.2235641,88.8491211,80.4676819,74.5503616,93.0537186,101.4182587,118.7401123,84.4864349,90.2866058,55.3250389,101.5641174,77.3114624,76.0517807,92.4621887,74.6185379,76.7582703,78.8925705,76.9268188,81.683403,60.1070061,65.0855103,52.9634933,44.0611572,57.5024376,46.4802361,31.6652927,33.1718407,33.2707214,32.5965958,31.0185013,30.6426697,30.8744392,29.835083,29.8266754,29.936985,29.699091,-3.88E+12,3327.970215,26.0386829,0,10
31,11.4179676,14.8255889,15.9509063,15.5011617,12.8019984,7.4308226,7.9764851,14.3084072,7.3666396,9.85473,6.8828266,3.5674181,0.4892311,28.8887081,675.4293823,508.1394043,374.1322937,272.0275574,202.3274231,161.6845551,126.7581863,102.4633179,91.1577377,81.0406647,73.4540253,94.5929871,103.4774551,117.0378571,88.2381592,97.7817764,56.8436356,105.9705505,77.7684021,76.9739838,93.3000107,73.735054,77.6860809,80.4059753,79.1795349,81.9036102,61.3467178,62.8109093,52.7311478,44.0207977,56.3477287,46.059082,31.5444489,33.1678505,33.2903557,32.6083679,31.0490723,30.6616096,30.9016361,29.8382263,29.8482628,29.9412613,29.7489223,-3.88E+12,3327.970703,26.0471268,0,10
32,12.3490734,15.2893772,16.8120068,14.4036543,12.2026225,8.1779768,8.0743175,13.5235734,6.3347385,6.9798851,5.9674041,3.5364756,0.4780312,28.8887081,672.9210205,498.0072021,372.5967407,277.997467,206.4998016,172.4158936,130.0331268,102.4035187,89.8559952,80.8338013,72.4221573,96.5378876,105.8637848,116.9068451,88.9017792,100.4265366,57.7952919,102.5799408,75.3104019,73.5185623,91.6268463,74.6312485,78.7096634,81.2954254,81.0617523,79.5522232,62.1279373,62.2956314,52.0280876,43.8046989,54.3230896,45.617012,31.2383156,33.1458435,33.2833557,32.6268883,31.0465698,30.6670017,30.9025135,29.8432426,29.8683376,29.9312248,29.7592163,-3.88E+12,3327.969971,26.0431004,0,10
33,12.2983591,16.2908244,20.7883513,19.29319,13.281617,9.4988454,7.9984218,14.3428874,7.2232477,8.4003715,5.3972199,3.5304458,0.4781321,28.8887081,667.0166016,478.776947,368.5293274,271.0883484,200.8507843,166.5399475,125.4642563,102.0354919,90.6687317,83.4397964,74.7847672,98.5907059,108.3537216,130.2728882,95.4059601,108.2610321,60.2549324,120.5156937,81.7929611,78.0207291,96.4818649,77.3483353,79.5655212,82.1836548,81.9470978,80.0731964,62.4879951,66.6303329,53.8541679,44.7951508,56.4571991,46.0372353,31.4122219,33.1191177,33.2731438,32.6121559,31.0581245,30.6616421,30.9309883,29.8664761,29.8712578,29.9367771,29.7440643,-3.88E+12,3327.970215,26.0505581,0,10
