Time (s),HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m,TC Surface Offset 0.2m,TC Surface Offset 0.4m,TC Surface Offset 0.6m,TC Surface Offset 0.8m,TC Surface Offset 1.0m,TC Surface Offset 1.2m,TC Surface Offset 1.4m,TC Surface Offset 1.8m,TC Surface Offset 2.0m,TC Surface Offset 2.2m,TC Back Center 0.2m,TC Back Center 0.4m,TC Back Center 0.6m,TC Back Center 0.8m,TC Back Center 1.0m,TC Back Center 1.2m,TC Back Center 1.4m,TC Back Center 1.6m,TC Back Center 1.8m,TC Back Center 2.0m,TC Back Center 2.2m,TC Water In,TC Water Out,TC Ambient,Event,Event
0,0.2067799,0.2476479,0.1626789,0.1100455,0.0740743,0.0651627,0.2124266,0.2025069,0.1155002,0.1321504,0.0566778,0.0356073,0.0795785,24.7544937,25.9877949,26.0635662,25.8211346,25.6774807,25.8121147,25.8030052,25.771452,25.9129753,25.6926384,25.5694809,25.6249161,29.6777363,29.4037533,28.5933857,27.9822216,28.1739578,27.9218559,28.2189388,27.8122978,27.578886,27.538847,27.4920788,29.2624989,28.8696709,28.794899,28.5266209,28.5817547,27.8865089,28.0950508,27.6415997,27.6548901,27.5227032,28.699276,28.6482162,28.7082081,28.3805275,27.8036289,27.6341114,27.6639328,27.266201,27.2570362,27.2645302,27.0436172,-3.88E+12,3327.749756,26.4615059,0,10
1,2.9190493,1.3922361,0.5078263,0.1877611,0.0970394,0.0692525,1.9502121,1.1848394,0.2862359,0.2059782,0.0735847,0.0425099,0.0904756,-9.2882376,43.9559669,30.3701344,26.0726128,25.6887188,25.804842,25.7738285,25.8004379,25.9552155,25.7050076,25.5701408,25.600647,30.5088596,29.9576492,28.7029362,27.9704323,28.1927128,27.9145966,28.2045288,27.7884598,27.580677,27.5406361,27.4742603,29.5770836,29.0427666,28.8690205,28.5517635,28.6012497,27.8969669,28.0938244,27.6430149,27.660078,27.5271339,28.7651062,28.6594219,28.7092438,28.3777943,27.8106937,27.6347694,27.6743927,27.2506447,27.2614689,27.248209,27.0314445,-3.88E+12,3327.750244,26.4432926,0,10
2,20.7501177,15.219836,8.4145468,5.2281467,1.4346863,0.7452888,6.805018,11.0489774,5.8785211,6.9119767,2.054309,0.7483167,0.20873,-221.4864044,162.9138794,99.5466614,50.1052818,36.7758217,31.1218719,29.4122887,27.2508907,26.6218681,25.8240852,25.6360016,25.6343594,49.9743729,43.7572708,36.9393272,30.3063679,30.3053417,28.2885399,29.1779385,27.9185886,27.645216,27.5780582,27.4996223,33.3760376,36.3629074,34.8383904,36.2775536,29.3880119,28.8643665,28.4054317,27.6514053,27.6918488,27.5268536,28.841671,28.6772213,28.706707,28.3865604,27.8156929,27.6382618,27.7069149,27.262434,27.2694893,27.2581139,26.9802017,-3.88E+12,3327.751221,26.4460335,5,10
3,28.9115723,29.0539301,20.7170157,14.2151737,5.7236506,2.6466124,8.3683189,13.442885,6.8907281,8.8959551,4.53125,2.5318752,0.3492832,-9956.177734,305.1016235,213.8202057,117.5770645,75.4693451,50.2814026,42.869751,35.1988144,33.5561333,29.9842682,28.8301582,27.9587021,80.759613,81.4607086,63.0600357,39.4869919,39.3459549,29.2888622,37.1018028,31.0489349,30.5449429,30.545887,28.8268776,38.2718849,46.9705811,43.5048561,48.7980461,32.8425751,34.4650803,32.1859818,28.5781879,30.7612343,28.2333374,28.857914,28.665966,28.7161617,28.395647,27.8232746,27.6322727,27.7190228,27.2681332,27.2774544,27.2841949,26.9617462,-3.88E+12,3327.752197,26.4347477,5,10
4,27.9833102,27.2607418,18.5214476,12.7012747,9.5714925,6.3412575,9.5889545,16.1194361,8.2198297,8.7981209,5.9279265,4.0263195,0.4079059,-60411.75,354.2809448,279.9565125,159.6121368,103.3267975,68.9763794,59.2138901,48.2943993,43.674675,39.653141,37.691288,35.9667702,102.3002319,101.4178238,87.1437988,47.4870796,57.5834656,32.3672371,55.832798,38.9930954,38.0020142,42.7174911,34.1302414,43.5959816,53.5825424,48.9095383,60.5587234,36.6907578,43.7941895,37.8461266,29.5171623,35.726162,29.9758205,28.8815231,28.6632061,28.7039909,28.392889,27.8205128,27.6408253,27.7505703,27.2755508,27.2731819,27.2787914,26.9450188,-3.88E+12,3327.749268,26.4319859,0,10
5,30.4559899,23.8821771,17.0049512,11.8626011,8.9543774,5.8419934,10.7379806,20.4261713,10.8449924,13.0252151,8.8411494,5.6476281,0.4398911,-296110.7188,375.7650146,294.2733765,163.17453,104.8727722,73.4320526,61.9810829,50.4342651,45.134346,43.6679916,41.190731,39.5373039,120.0685043,102.301445,89.9658585,49.9938736,64.0284424,34.7673988,65.8927078,44.392643,46.3967628,58.5528603,42.6403847,48.1020126,61.0631447,57.8130989,69.69133,40.2069435,51.4003563,41.6388817,31.4713326,44.0057983,32.946022,28.8513432,28.685009,28.7163734,28.3988705,27.8264999,27.6430416,27.7720165,27.2902164,27.2837029,27.3010101,26.9883823,-3.88E+12,3327.751953,26.4225025,0,10
6,27.3899049,26.2695771,18.6778016,13.9569945,9.9315744,6.7154027,9.7155314,17.2450841,11.7489638,17.9958488,12.2673266,9.152384,0.4554297,-1140240.5,421.558197,324.6696167,173.5269775,116.3403931,89.2913132,76.2071686,58.5091133,47.0775185,46.9978714,44.8924751,41.9296265,128.6226349,111.1165771,95.7053223,53.8876801,64.6167526,36.6119041,76.3162689,51.2472343,49.4522209,65.4993057,47.8410339,51.7948952,64.9031525,64.9553375,82.3858643,46.021492,61.7273483,46.7799721,33.1652489,47.8674278,35.0012894,28.9103088,28.6825752,28.7116814,28.3968163,27.8210487,27.6538048,27.7774925,27.3085175,27.297863,27.304985,27.0138798,-3.88E+12,3327.750488,26.413269,0,10
7,25.8108878,23.6575889,17.3116635,16.201747,11.2996207,8.4918346,10.0882022,17.039376,9.3388076,14.6293667,14.7050437,11.9063474,0.4917536,-1874382.125,431.3936157,374.7590027,189.1531219,127.0827942,93.9664688,76.26297,58.6030159,48.4101143,51.7504807,49.5312042,46.4692154,126.0143967,114.3230896,99.2444763,57.5832367,69.2580414,38.8401451,93.185524,60.2986984,57.7615509,71.7824631,53.3050919,54.874424,67.7818375,68.3958664,91.7447891,53.0716438,77.3042908,56.4742737,36.4082031,56.8101196,37.7153206,28.9615955,28.6905499,28.7264328,28.411953,27.8346806,27.6512299,27.773035,27.3353577,27.3035889,27.3242931,27.0343266,-3.88E+12,3327.75293,26.4106903,0,10
8,29.6265497,21.026389,15.7771795,11.0229458,8.2180939,6.6165647,11.1363702,21.2633119,10.5700901,14.580203,12.3773058,8.5167929,0.4879194,-2291416.75,423.6387634,367.543396,187.1186371,128.4157104,98.5013885,78.4062729,61.0037231,50.5645638,53.0311356,50.9977264,48.621624,126.4402771,111.0880508,96.9252548,58.7525368,66.6570053,40.4716682,96.5504456,63.7738609,62.5365143,78.0512466,55.1316109,57.8819809,72.2453232,71.9783096,90.9888077,55.6211662,75.0488281,56.1365318,38.206543,59.2084122,39.3765945,29.0459461,28.6814976,28.7170029,28.4081707,27.8316536,27.6508369,27.7658577,27.3387394,27.3137608,27.328434,27.0365791,-3.88E+12,3327.750488,26.4106808,0,10
9,28.6034944,23.5133654,18.6762643,11.9967627,8.2918473,5.3381851,12.1212498,25.8918617,15.1819065,18.626756,12.7351398,8.231487,0.5210144,-2001511.875,427.7198181,363.2631531,193.7226105,133.2955627,100.1815872,80.617836,65.3367004,56.0916786,55.5029945,51.54496,48.3092613,134.090332,113.6653061,99.5980682,58.7639961,66.4422913,40.4381866,81.7763062,57.8503265,56.1399117,68.7892914,52.5513763,61.4183998,76.6577759,80.1877594,98.3914719,58.774231,76.5033875,59.2109222,38.2510185,56.3846245,39.32481,29.1751709,28.6872005,28.7129173,28.4142551,27.8279381,27.6599445,27.7753353,27.3395481,27.326643,27.3492413,27.0464439,-3.88E+12,3327.752686,26.4216805,0,10
