Time (s),HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m,TC Surface Offset 0.2m,TC Surface Offset 0.4m,TC Surface Offset 0.6m,TC Surface Offset 0.8m,TC Surface Offset 1.0m,TC Surface Offset 1.2m,TC Surface Offset 1.4m,TC Surface Offset 1.8m,TC Surface Offset 2.0m,TC Surface Offset 2.2m,TC Back Center 0.2m,TC Back Center 0.4m,TC Back Center 0.6m,TC Back Center 0.8m,TC Back Center 1.0m,TC Back Center 1.2m,TC Back Center 1.4m,TC Back Center 1.6m,TC Back Center 1.8m,TC Back Center 2.0m,TC Back Center 2.2m,TC Water In,TC Water Out,TC Ambient,Event,Event
10,3.00697,3.1329303,2.8150101,2.2752828,1.7857147,1.2547775,2.8226349,4.0579509,1.8218804,2.1917654,1.6741581,1.2124545,0.413859,-9718290,568.9256592,504.7229919,313.7383118,168.403656,110.1747589,88.5897598,65.1981583,53.1456985,48.2444458,46.2476234,43.8485985,51.2573242,52.9558754,50.8381348,43.3564415,42.9313316,38.7426414,40.6881371,37.8370094,36.8973045,35.9117661,36.5598831,46.2165833,48.7285652,47.27845,44.3671074,41.4039116,39.1342926,39.219986,36.0512657,36.3259354,35.9103622,37.0681305,37.8190155,39.8583603,38.4435768,36.1408119,34.9777603,35.1554527,33.4445992,33.3287315,33.351532,32.5342255,-3.88E+12,3328.023193,26.5090752,0,10
11,3.1403914,3.2831068,2.9842784,2.4341497,1.8546838,1.3075668,2.9819907,4.28172,1.9905002,2.3432028,1.7387423,1.2487921,0.436965,-12424076,558.2543945,497.0374146,311.4281006,179.059082,121.4286957,96.2789307,69.6374283,58.0968094,50.6565628,47.807003,44.520134,52.1239853,53.8753548,51.4995499,43.7547646,43.4445801,38.9826622,40.8488007,37.9618378,36.9538345,36.3636589,36.8014984,46.8744316,49.3799057,47.809639,44.899971,41.7956314,39.4233932,39.4247856,36.1535034,36.7123413,35.9400368,36.692894,37.7784233,39.7406998,38.4716988,36.1420517,34.8789864,35.1499519,33.5361977,33.3416061,33.312252,32.5392265,-3.88E+12,3328.024658,26.5318413,0,10
12,3.1972673,3.3518362,3.0835947,2.5370615,1.9812866,1.4228398,2.994598,4.3701487,2.0915744,2.4767177,1.8595419,1.358519,0.4331309,-15972876,574.380188,487.7304687,320.4698486,174.2029724,118.468483,93.5184021,70.9414597,60.7001724,52.4207115,47.7108917,43.7977028,52.8493805,54.7682991,52.2701607,44.3366547,44.0268669,39.2630424,41.1812515,38.090519,37.0224495,37.3502045,37.9076157,47.4905853,50.0665855,48.4063072,45.4705811,42.2305183,39.7487068,39.6516647,36.3205643,37.9942551,36.4964676,36.3442192,37.6221619,39.6194305,38.5107841,36.1411819,34.8533897,34.9367867,33.5720596,33.4296341,33.2873611,32.5556259,-3.88E+12,3328.025391,26.5509663,0,10
13,3.5517937,3.6727537,3.2105844,2.4881416,1.8802252,1.3123383,3.3256648,4.7379369,2.1540745,2.4607683,1.7702736,1.251807,0.4407992,-21751734,599.2672729,471.0814514,298.0660706,163.9515991,112.0110779,89.8649445,70.423233,59.7986221,54.1627274,50.647953,44.0643463,53.8440819,55.7548561,53.1442223,44.8132401,44.5053215,39.4561768,41.3647652,38.1755791,37.0563889,37.004921,37.1320801,48.1968956,50.8091927,48.9472656,45.9920616,42.6296082,40.0397186,39.8055344,36.3594055,37.5299149,36.2555809,36.6919785,37.6650696,39.5347595,38.5305214,36.1243057,34.9069099,34.6674652,33.6151237,33.4869766,33.1751137,32.5011292,-3.88E+12,3328.026611,26.5497856,0,10
14,3.4747743,3.6348714,3.1945954,2.5521138,1.8671232,1.2799982,3.2573334,4.6795318,2.1360081,2.5036837,1.7675685,1.2614865,0.4483667,-30157894,617.0563354,469.9746399,294.677002,163.2499695,113.5459824,89.1314011,68.8057785,56.6879692,52.3069725,49.1885338,43.5242767,54.8674278,56.7089653,54.1135063,45.2659912,44.9254074,39.6113472,41.4247627,38.4820709,37.4370232,37.3423691,37.2457275,48.8907394,51.5563431,49.5536232,46.4759979,42.9911232,40.3281555,40.0232048,36.6698112,38.2429466,36.377182,37.1178513,37.7995987,39.4375076,38.5481262,36.1187515,34.9305687,34.52631,33.5604477,33.5001602,33.2149506,32.4730186,-3.88E+12,3328.026611,26.5755081,0,10
15,3.3543869,3.5393538,3.1383264,2.5066297,1.8936215,1.3339236,3.1723605,4.5226119,2.1247776,2.4495872,1.8212479,1.2974274,0.4356533,-35477820,636.538269,471.362793,288.2962341,160.2987061,110.8552704,85.6344223,67.1068954,54.4479866,49.9569893,46.4295769,43.7644386,55.6136818,57.5139275,54.8868828,45.6648636,45.2983131,39.7912102,41.4342346,38.5848541,37.7437172,39.1965179,38.8129578,49.4630013,52.1503792,50.0688362,47.0135956,43.3522644,40.5678368,40.1880379,37.3797035,39.65242,36.9590912,37.3052597,37.7724915,39.4108276,38.5606117,36.0542107,34.9041328,34.5556908,33.4518929,33.4628143,33.2638969,32.4521523,-3.88E+12,3328.025635,26.568121,0,10
16,3.2067466,3.3448009,2.9215523,2.3413819,1.7740849,1.232662,3.0273769,4.3431744,2.0110081,2.2895996,1.7131284,1.2145173,0.4350479,-37206852,654.8407593,498.109436,306.5245056,163.0232391,108.7483826,85.2813416,66.5256958,55.3711014,49.2423286,44.8498344,41.4375458,56.1931229,58.166851,55.2513351,46.0305176,45.5337334,39.8938179,41.430603,38.4569473,37.8054008,41.049057,40.1241608,49.9373245,52.6189957,50.4846802,47.3934746,43.6285019,40.7377548,40.4231796,37.7738953,40.4401703,37.8439255,36.6934128,37.483078,39.4411201,38.6043892,35.9996986,34.8566513,34.6426849,33.3353767,33.4595337,33.2940102,32.439476,-3.88E+12,3328.022949,26.5587845,0,10
17,3.5176681,3.7157773,3.2934505,2.701164,1.970172,1.3583869,3.2815394,4.8090082,2.2535211,2.6406516,1.8604718,1.3263071,0.4502838,-48486040,658.0587158,496.2951355,310.4981384,166.3029938,108.3389511,85.4621964,65.948967,57.0740929,50.841774,45.9609108,40.5750618,56.7618599,58.7553024,55.728302,46.3424263,45.8549614,40.0666313,41.5302391,38.4866676,39.0125732,41.2484894,41.1644669,50.4367943,53.1621628,50.9101753,47.8637543,43.9650078,40.9826393,40.6602783,37.762928,40.6885643,37.9229622,36.5369682,37.1324463,39.430172,38.647934,35.9610367,34.7909584,34.7189598,33.3449898,33.4593964,33.3062553,32.4220695,-3.88E+12,3328.022217,26.5601578,0,10
18,3.4261928,3.5750714,3.1862934,2.6098687,1.9886472,1.362401,3.204635,4.6652237,2.0899469,2.5059857,1.8906506,1.3431271,0.4533108,-48051380,624.8814697,499.9592285,302.5657654,166.3933563,107.7785416,83.080574,66.378418,57.1813927,51.2014198,46.1642838,41.7809258,57.5278397,59.4751167,56.1267967,46.7786636,46.2215271,40.2526207,41.6225739,38.5658035,38.3930626,39.4374008,39.3743362,50.9709816,53.7200546,51.3057632,48.3436508,44.2856102,41.2607536,40.6565742,37.7065544,40.4903679,37.8546448,36.5736389,37.048378,39.38657,38.6513176,35.9625549,34.7808647,34.7343369,33.3693848,33.4301643,33.3107796,32.2778702,-3.88E+12,3328.022949,26.5609341,0,10
19,3.9143776,4.0266831,3.4734807,2.6816942,1.9647252,1.3245321,3.6705996,5.2903229,2.3308323,2.6074373,1.8632614,1.4411911,0.4609792,-47059672,613.2301636,498.6704102,329.0957642,180.9535217,114.4084015,84.922081,67.5188065,58.1107063,51.800972,45.9711876,41.7755814,58.3456268,60.3541756,56.8463631,47.1649208,46.5589142,40.4514618,41.8680916,38.75037,38.1186752,38.486042,38.2332077,51.5990524,54.3639107,51.7883072,48.8051033,44.5966911,41.7801552,40.8307076,37.5659714,39.7887421,37.5945435,36.6654968,36.9738617,39.314476,38.6172104,35.9878616,34.8301849,34.6930046,33.4127502,33.4600372,33.3391647,32.2311592,-3.88E+12,3328.025879,26.5687294,0,10
20,3.561036,3.6597655,3.1798363,2.5712563,1.9774591,1.3514948,3.3140661,4.6760134,2.0857151,2.4739224,1.8226004,1.6059798,0.4439271,-61470804,647.9994507,512.8782349,333.5194397,183.2862701,116.9637299,87.1847992,67.1846924,56.4901276,52.0641251,46.6910973,44.1923256,59.0935249,60.8986053,57.340538,47.5506134,46.8968697,40.578289,42.6175232,39.2999763,38.6187897,39.9928741,39.6827316,52.179882,54.9528999,52.2052269,49.2663155,44.8589783,43.2725105,41.6988144,37.7458,40.4646797,38.0731316,36.5983467,36.7736588,39.2318535,38.5352287,35.9891396,34.8839111,34.6703186,33.4871445,33.4737015,33.4001045,32.2745132,-3.88E+12,3328.026856,26.5681305,0,10
21,3.6909027,3.9219655,3.4182878,2.7648089,2.0416437,1.3841378,3.4060992,4.8235509,2.1889052,2.5492301,1.8546389,1.3512198,0.4384785,-64789256,635.2965088,494.0136414,317.1366577,179.9585876,118.4585495,89.9889984,66.7846527,56.0368309,52.6593742,47.9422684,44.0214424,59.7123032,61.5780067,57.5806427,47.8911552,47.2085876,40.7935448,42.6676826,39.1940117,39.4293861,41.2082825,40.736927,52.6990128,55.4563522,52.5893364,49.6188049,45.1466255,42.785183,41.4814644,38.8119431,41.9166222,38.6132545,36.2119331,36.72052,39.1389465,38.545639,35.9610367,34.9415512,34.8080978,33.5373306,33.5115356,33.4364471,32.3687401,-3.88E+12,3328.026123,26.5684624,0,10
22,3.6963533,3.9717537,3.6521271,2.9704689,2.2382461,1.5546238,3.3934919,4.9302751,2.3008843,2.7350328,2.0126336,1.5078365,0.4361578,-86063752,640.5983887,467.6264343,312.3692932,170.9867096,112.4932098,85.3440857,64.5936737,54.6322517,51.1346054,46.501606,44.0360222,60.4152107,62.3775558,58.5870781,48.4614334,47.7075195,41.059185,42.8258286,39.7183609,41.1968079,44.1195679,42.4957085,53.1531677,55.8820648,53.0078468,50.0564079,45.4929771,42.7581406,41.5965462,39.4391098,44.2234535,39.704483,35.7985878,36.6566887,39.0972748,38.5360298,35.9087715,34.9510155,34.9096794,33.5891609,33.5573921,33.4673119,32.4563446,-3.88E+12,3328.023438,26.5904522,0,10
23,3.6062997,3.8938243,3.5606515,2.8328714,2.1365222,1.4897921,3.2969202,4.7555288,2.2396864,2.6023401,2.2390166,1.7614858,0.4312138,-93037176,663.461792,464.6866455,313.8475952,168.4627533,111.1598892,83.4506607,63.889843,54.6892242,50.5292511,45.2131386,42.8496933,61.1514168,63.1872101,59.368618,48.8871078,48.0473862,41.2808647,43.7113914,40.1914558,41.1176643,44.8652534,43.7240791,53.6179352,56.461338,53.4473228,50.5031548,45.9453621,43.401268,42.1208305,39.4090347,44.6061401,40.0569115,36.0681305,36.671402,39.0560074,38.5357895,35.9141388,34.9863586,35.0199013,33.634655,33.6179123,33.4877052,32.549984,-3.88E+12,3328.02417,26.5875664,0,10
24,3.367184,3.702789,3.5255987,2.9482177,2.2008541,1.5584106,2.9898073,4.5040818,2.1836968,2.5993804,1.9959804,1.5690075,0.41285,-102409264,679.6382446,463.4064941,306.5350952,170.6833496,113.1097336,83.9580536,65.6311646,57.588726,51.1090813,44.5681953,41.9707375,61.5260124,63.7531853,59.8810387,49.3064384,48.3816948,41.4821129,45.0382004,41.5256577,41.7158585,49.316967,47.1128159,53.9273338,56.8294983,53.7863808,50.7986984,46.1618156,43.5883636,43.5639725,39.7813873,46.0845909,40.8742523,36.054882,36.714241,38.9853592,38.5416031,35.9285736,35.011673,35.1361885,33.6000099,33.6080017,33.4924202,32.596386,-3.88E+12,3328.025147,26.5930691,0,10
25,3.2437159,3.5085067,3.3321931,2.9959923,2.4343332,1.7369248,2.9550112,4.3300391,2.0938531,2.6355543,2.172319,1.6551705,0.4292967,-82177168,693.1713257,504.8639221,337.3269958,187.3717651,122.1661301,92.2961349,69.6576004,60.3763924,52.8472824,45.7192764,42.2890663,61.8157578,63.9981003,60.3772278,49.7542152,48.999218,41.8207207,44.4993973,42.3307343,44.4176369,53.6318474,52.0184746,54.1799469,57.0411606,54.1202736,51.1759148,46.480648,43.5864182,43.921566,40.3079681,47.4510193,41.7480469,35.1912994,36.6483498,38.9602776,38.5176163,35.9445648,35.0542793,35.237175,33.5590553,33.5869064,33.500206,32.6038055,-3.88E+12,3328.025635,26.5752373,0,10
26,3.3150478,3.5179773,3.2683908,2.854959,2.2888136,1.6448275,2.9943459,4.28172,1.983176,2.4956268,1.9880341,1.5029174,0.425967,-87324272,701.2416992,518.7828369,348.3251953,189.8478699,128.7441101,100.3446121,74.6094284,63.877739,55.6199265,48.1780586,44.038662,62.0513535,64.2744598,60.6271362,50.0392952,49.3080711,42.0389252,44.2949181,41.3835297,43.6870766,51.578701,51.0107613,54.4220619,57.3325691,54.2890511,51.4006996,46.7054787,43.6185226,43.2341194,40.0368004,46.4232597,41.5110817,34.6465073,36.5759621,38.9443932,38.4920044,35.9566879,35.0611725,35.2867393,33.500351,33.5638008,33.4808502,32.6362457,-3.88E+12,3328.028809,26.5886021,0,10
27,3.1382585,3.3285656,3.0496181,2.5164464,2.0225061,1.4277628,2.8271735,4.0232362,1.8908909,2.225473,1.7771209,1.3128193,0.4066951,-63426616,692.1464844,529.5358276,350.6555786,191.0351868,129.1057587,102.0984039,74.6424561,64.4185104,56.8609886,50.4474487,45.7207794,62.2445908,64.5558395,61.1049118,50.3279076,49.4935303,42.1799736,45.5155563,41.2916222,43.2164574,48.9796181,47.8179398,54.6625519,57.4809837,54.4875832,51.489769,46.8756638,43.6025848,42.9989243,39.5465851,44.6703224,41.0386047,35.3416328,36.5113144,38.8959427,38.4662819,35.8953819,35.0406151,35.3234634,33.4426537,33.52071,33.4771423,32.6227684,-3.88E+12,3328.026367,26.5871315,0,10
28,3.3430118,3.4782009,3.172303,2.5506412,1.9354299,1.3725499,3.0372106,4.4222207,2.0699273,2.4078227,1.7522678,1.2524417,0.4181977,-80849104,701.8973389,538.1655884,370.9674377,195.6564636,132.9688263,105.867012,78.3729477,67.6921234,59.2314606,52.4621429,46.8785858,62.5435104,64.797081,61.3567734,50.5402031,49.6126518,42.264389,45.4168205,41.0752754,42.0547791,46.0909653,45.5188065,54.9752235,57.737915,54.7660713,51.6700058,46.9812698,43.5869484,43.1003456,39.480545,43.5305214,40.4090042,35.7874031,36.5580215,38.8586044,38.4363747,35.8470917,35.0458221,35.2957268,33.4452438,33.4265327,33.4594765,32.5979576,-3.88E+12,3328.024414,26.5720005,0,10
29,3.4077081,3.4852362,3.1712268,2.5390248,1.9221807,1.3250622,3.0165347,4.3856296,2.0157281,2.3956551,1.7604677,1.2418895,0.4316174,-87719360,703.8682251,544.0721436,368.4384155,198.242157,139.3918457,109.6125793,84.8680267,73.022171,64.9718857,58.532505,52.0881042,62.9344101,65.1938629,61.5955925,50.6458092,49.6664925,42.3534813,44.6311913,40.8244781,41.0812874,44.2709503,43.7238083,55.3584595,57.9169998,55.052845,51.8892174,47.135643,43.7104721,42.8006058,39.2610664,42.4055099,40.0961456,36.1026535,36.5675583,38.7744865,38.4130402,35.7754555,35.0415192,35.2880592,33.4773026,33.3809624,33.4386559,32.5639763,-3.88E+12,3328.024902,26.5574741,0,10
30,3.5032122,3.6887184,3.2427162,2.5876175,1.9546411,1.3399069,3.2041308,4.6298053,2.1983453,2.5252237,1.8417897,1.2789412,0.4498802,-82537528,705.6346436,562.8131104,378.4324646,198.4285278,137.5830994,110.1687546,89.3134995,76.175499,67.5143204,61.1753769,54.9887772,63.4294357,65.7256012,61.7754707,50.8533707,49.7231903,42.4432144,44.3145142,40.5109444,40.3977966,42.4998817,42.2114639,55.7164536,58.362793,55.3877869,52.1884384,47.368454,43.7822571,42.7010727,39.0970306,41.3951454,39.7215843,36.1730804,36.5934525,38.6958618,38.3843765,35.7819061,35.0389862,35.224884,33.5561256,33.3705444,33.4680099,32.5952301,-3.88E+12,3328.026856,26.5764351,0,10
31,3.1053179,3.2352126,3.0101068,2.4812699,1.9131272,1.3511161,2.7820395,4.1353552,1.9631565,2.3067,1.7438144,1.2464912,0.4426154,-82254736,711.6651611,589.9978638,407.1607361,227.2794647,151.4092712,117.5264282,90.9039307,75.1681061,66.9139252,61.3007965,56.2232742,63.7980156,66.0306854,62.0703087,51.023838,49.8478775,42.5380592,44.2881432,40.3425522,40.0711212,41.9500923,41.5040512,56.0153313,58.7999382,55.6916046,52.4461594,47.4922104,43.8405724,42.6780243,39.0447998,40.9288902,39.470253,36.1824303,36.2826881,38.662281,38.3601036,35.7994881,35.0715752,35.0740051,33.6003571,33.4151802,33.4409981,32.6226425,-3.88E+12,3328.026856,26.5790768,0,10
32,2.8278109,2.8896714,2.7116965,2.270538,1.8774281,1.3973162,2.6824421,3.7551353,1.8152073,2.2856533,1.7887021,1.3431271,0.4466514,-91117496,674.4862671,594.1968994,419.0775757,248.7910919,171.677124,127.8093567,93.7449722,76.7350082,68.0451126,61.2991562,56.7325058,63.686615,65.9449768,61.6609573,51.171196,49.9268799,42.672142,44.3418274,40.3237534,39.7728844,41.443058,42.132431,56.0741272,58.8531265,55.8278465,52.4098129,47.7091408,43.9611168,42.6856575,38.9688988,40.531208,39.5707703,36.5405846,36.2421188,38.6128654,38.340889,35.8082962,35.0863838,34.9880943,33.64217,33.4375229,33.3886757,32.6172142,-3.88E+12,3328.026611,26.5853233,0,10
33,3.0849374,3.2011185,2.869588,2.4025727,1.9569965,1.4554829,2.9371089,4.1836744,2.0329807,2.5385423,1.9426392,1.4630889,0.477224,-103092512,681.3650513,570.5770874,404.6581726,248.6544342,180.0550995,129.7956085,95.9534683,78.2966995,69.9356079,62.4347534,57.7855873,63.651783,66.1216049,61.5473938,51.2108078,50.0841484,42.8079147,44.3467026,40.3092651,39.6622543,40.450325,40.720089,56.300415,59.0525818,56.0818748,52.7395287,47.9451447,44.2266884,42.8321686,38.985733,40.278595,39.2579117,36.7496643,36.334919,38.5520897,38.3517647,35.8150749,35.0695763,34.9836464,33.666954,33.4431915,33.3451996,32.5924797,-3.88E+12,3328.025391,26.5857449,0,10
