Position,0.2 m,0.4 m,0.6 m,0.8 m,1.0 m,1.2 m,1.4 m,1.6 m,1.8 m,2.0 m,2.2 m
0,487.0517756,428.7319921,384.0602285,282.4146647,249.9843653,156.3828832,189.3433832,140.0818509,119.573675,131.7581581,104.0485572
0.15,244.5584132,257.445695,213.3900757,133.830313,148.3133029,102.7234723,130.7002785,98.44646378,93.00031434,101.8059472,84.57503344
0.305,153.4679325,164.6395869,147.8699172,95.38223292,105.2581333,79.78747508,94.27391116,78.27708931,77.26525371,85.61414172,73.52361106
0.61,89.76083018,95.37238871,89.36053518,72.33512205,66.99558799,54.32703323,47.56872228,42.33402805,42.32109458,45.52190139,43.03768793
