Time,TC1_LR_0-03mBC,TC1_LR_0-30mBC,TC1_LR_0-61mBC,TC1_LR_0-91mBC,TC1_LR_1-22mBC,TC1_LR_1-52mBC,TC1_LR_1-83mBC,TC1_LR_2-13mBC,TC2_BED1_0-03mBC,TC2_BED1_0-30mBC,TC2_BED1_0-61mBC,TC2_BED1_0-91mBC,TC2_BED1_1-22mBC,TC2_BED1_1-52mBC,TC2_BED1_1-83mBC,TC2_BED1_2-13mBC,TC3_BED2_0-03mBC,TC3_BED2_0-30mBC,TC3_BED2_0-61mBC,TC3_BED2_0-91mBC,TC3_BED2_1-22mBC,TC3_BED2_1-52mBC,TC3_BED2_1-83mBC,TC3_BED2_2-13mBC,TC4_Kitch_0-03mBC,TC4_Kitch_0-30mBC,TC4_Kitch_0-61mBC,TC4_Kitch_0-91mBC,TC4_Kitch_1-22mBC,TC4_Kitch_1-52mBC,TC4_Kitch_1-83mBC,TC4_Kitch_2-13mBC,TC5_BaseB_0-03mBC,TC5_BaseB_0-30mBC,TC5_BaseB_0-61mBC,TC5_BaseB_0-91mBC,TC5_BaseB_1-22mBC,TC5_BaseB_1-52mBC,TC5_BaseB_1-83mBC,TC5_BaseB_2-13mBC,TC6_BaseD_0-03mBC,TC6_BaseD_0-30mBC,TC6_BaseD_0-61mBC,TC6_BaseD_0-91mBC,TC6_BaseD_1-22mBC,TC6_BaseD_1-52mBC,TC6_BaseD_1-83mBC,TC6_BaseD_2-13mBC,HF_FF_H_100672,HF_FF_V_100671,TC_FF_top_out,TC_FF_top_in,TC_FF_side_out,TC_FF_side_in
30,23.48,23.204127,23.287096,22.706311,22.073131,21.843744,22.190462,21.777425,23.517827,23.703473,23.020297,22.791045,22.371314,22.191941,21.775199,15.998994,21.743315,21.132953,21.471432,21.504434,21.350348,16.094714,16.032455,20.96433,21.935711,21.579703,21.235053,21.114964,21.011148,20.679601,20.964178,20.602513,24.664638,25.950379,25.629326,26.3523,25.528473,26.436471,25.137645,24.627328,25.683571,26.211882,25.031484,25.082023,24.579708,23.484744,24.574184,23.866742,-0.000163,0.000188,22.348771,22.009658,21.211862,20.792311
31,23.512312,23.274294,23.281555,22.89015,22.105482,21.876106,22.22281,21.961379,23.550129,23.811469,22.939029,22.7855,22.29002,22.072669,21.807563,16.031498,21.737766,21.165324,21.541742,21.460963,21.268923,16.051041,16.02688,20.996714,21.816415,21.422577,21.267434,21.109412,20.967654,20.749921,20.882742,20.672821,24.934783,26.069229,25.823724,26.773017,25.873945,26.630699,25.143174,24.897582,25.61354,26.29291,24.999225,24.936393,24.58524,23.376731,24.579717,23.304658,-0.000163,3.49E-05,22.240656,21.86362,21.179492,20.721979
32,23.523393,23.39893,23.519745,22.901237,22.040778,21.887203,22.196009,21.972476,23.599052,23.784704,22.987979,22.758704,22.301114,22.159582,21.780749,16.080725,21.786765,21.176429,21.514913,21.509985,21.393834,16.062191,16.03803,20.931945,21.86543,21.433679,21.278538,21.234273,20.978761,20.76103,20.931791,20.72186,25.226061,26.209262,25.92598,26.648755,25.862893,26.695129,25.283247,24.999954,26.093527,26.81025,25.025954,24.887539,24.687578,23.554901,24.682048,23.634191,-0.000315,3.49E-05,22.381111,21.928323,21.206313,20.710876
33,23.555704,23.393389,23.476356,22.819945,22.148927,21.995378,22.190462,21.89113,23.517827,23.779164,22.944573,22.75316,22.295567,22.116126,21.775199,16.113227,21.819115,21.208798,21.547292,21.542353,21.388283,16.018518,16.032455,20.926392,21.859881,21.352333,21.310917,21.228721,21.049086,20.755475,20.964178,20.640445,25.344945,26.328083,26.044801,26.692017,25.6418,26.70065,25.213213,25.005484,26.665356,26.96669,25.069271,24.930863,24.61751,23.863163,25.027694,24.131533,-0.000163,0.000188,22.272999,21.895972,21.211862,20.792311
34,23.555704,23.431238,23.476356,22.782068,22.300506,22.033283,22.266251,21.815328,23.517827,23.817008,22.944573,22.75316,22.257692,22.154034,21.775199,16.07515,21.857013,21.132953,21.547292,21.504434,21.274474,16.094714,16.032455,20.96433,21.935711,21.428128,21.235053,21.190803,21.049086,20.755475,20.964178,20.602513,25.307161,26.328083,26.007037,26.729757,25.604026,26.549698,25.062071,24.967674,27.042726,26.778038,25.069271,24.930863,24.65531,23.938832,24.611984,23.715405,-0.000163,-0.000118,22.272999,21.744373,21.24978,20.75437
35,23.561245,23.436779,23.633281,22.711856,22.306053,22.038831,22.233904,21.896679,23.447678,23.822547,22.950116,22.796589,22.301114,22.197489,21.818661,16.080725,21.862562,21.176429,21.514913,21.472064,21.355899,16.062191,16.03803,20.969883,21.903345,21.433679,21.278538,21.272189,21.054639,20.798965,20.969731,20.72186,25.150484,26.473605,25.92598,26.837447,25.598498,26.657393,24.980962,24.697438,27.678432,27.036622,24.988165,25.038705,24.687578,24.538459,25.399946,25.600096,-0.000315,0.000188,22.456876,22.004113,21.206313,20.824701
36,23.636943,23.512472,23.595437,22.560328,22.306053,22.038831,22.233904,21.820877,23.485523,23.784704,22.987979,22.758704,22.187485,22.121674,21.818661,16.004569,21.862562,21.138506,21.514913,21.509985,21.317963,16.100288,15.961825,20.931945,21.789595,21.395782,21.278538,21.234273,21.016701,20.723093,21.045608,20.646,25.150484,26.360323,25.92598,26.724236,25.560722,26.544176,24.45176,24.319176,28.16852,27.37609,25.025954,24.887539,24.574175,25.256654,26.419297,26.204273,-0.000315,-0.000118,22.267455,21.852528,21.244231,20.710876
37,23.669251,23.544776,23.514204,22.516897,22.489951,22.146991,22.304144,21.777425,23.442136,23.779164,22.982435,22.677387,22.219816,22.040306,21.775199,15.998994,21.857013,21.170876,21.471432,21.466514,21.274474,16.056616,16.032455,21.002267,21.746126,21.352333,21.310917,21.266637,20.973207,20.717539,21.002117,20.640445,25.23159,26.403608,25.969272,26.729757,25.604026,26.587438,24.381672,23.794925,28.889905,28.022526,25.258188,25.044235,24.768704,25.224395,26.575751,26.62497,-0.000163,0.000188,22.348771,21.895972,21.287697,20.75437
38,23.744942,23.544776,23.400656,22.479011,22.414177,22.184891,22.304144,21.815328,23.404289,23.779164,23.133873,22.677387,22.181938,22.116126,21.775199,16.037073,21.857013,21.170876,21.509362,21.466514,21.274474,16.094714,16.070556,20.926392,21.746126,21.428128,21.272986,21.304552,21.049086,20.755475,20.926237,20.640445,25.156013,26.630151,25.893738,26.767496,25.6418,26.662914,24.381672,23.264886,30.320193,28.889033,25.371522,25.195379,24.995456,25.148815,26.877551,27.303995,-0.000315,0.00034,22.386655,21.895972,21.24978,20.792311
39,23.636943,23.512472,23.330493,22.484556,22.419723,22.228337,22.30969,21.820877,23.371983,23.784704,23.101558,22.872354,22.149606,22.045854,21.780749,16.042648,21.862562,21.138506,21.552842,21.509985,21.317963,16.062191,16.03803,20.969883,21.751676,21.395782,21.316469,21.310104,21.016701,20.798965,20.969731,20.494265,25.269376,26.667904,25.855969,26.541045,25.452915,25.870151,23.85218,23.492077,31.448,30.356707,26.013525,25.535377,25.25994,25.186606,26.613481,26.738171,-0.000163,0.00034,22.310886,21.858074,21.325613,20.716428
40,23.718176,23.480167,23.373887,22.490102,22.501042,22.271781,22.353128,21.864327,23.377524,23.865928,23.069243,22.802133,22.155154,22.089312,21.82421,16.048223,21.868111,21.181981,21.444601,21.515535,21.323515,15.99157,16.005503,21.051308,21.795144,21.401334,21.246157,21.277741,21.060192,20.804519,21.013223,20.613623,25.31269,26.59792,25.67263,26.244561,24.702575,25.762378,24.462826,24.481562,32.505027,31.189224,26.396519,25.616445,25.605424,25.569964,26.958508,27.083221,-0.000163,3.49E-05,22.392198,21.977309,21.255329,20.797863
41,23.636943,23.474626,23.254783,22.522443,22.419723,22.152538,22.30969,21.896679,23.296283,23.784704,23.101558,22.834472,22.149606,22.007942,21.780749,16.004569,21.824664,21.138506,21.476982,21.434143,21.280026,16.024093,16.076131,20.969883,21.827513,21.509469,21.240605,21.234273,21.092577,20.76103,21.045608,20.646,25.41498,26.662382,25.586021,25.629239,24.767123,25.789093,24.41395,24.319176,32.418968,31.516368,26.385472,25.529849,25.481062,25.407792,26.796588,26.393009,-0.000315,0.000188,22.305342,21.890426,21.357979,20.748819
42,23.604635,23.328772,23.18461,22.565874,22.463156,22.120185,22.504679,21.940126,23.301824,23.714553,23.069243,22.840016,22.117274,22.051402,21.82421,16.048223,21.906007,21.181981,21.482533,21.477615,21.285578,16.029669,16.005503,20.975437,21.681383,21.401334,21.397879,21.277741,21.060192,20.842453,21.013223,20.689485,25.344945,26.894391,25.742653,25.748093,24.697044,25.530216,24.381672,24.513856,32.274294,31.709673,26.315512,25.535377,25.411045,25.224395,26.91527,26.813631,-0.000163,3.49E-05,22.348771,21.971764,21.325613,20.792311
43,23.555704,23.355539,23.287096,22.668431,22.376288,22.260688,22.531473,21.89113,23.17718,23.627777,23.096015,22.86681,22.181938,21.96448,21.851023,15.998994,21.857013,21.095029,21.471432,21.504434,21.312412,15.980419,16.070556,20.888453,21.632361,21.466024,21.386777,21.266637,21.011148,20.793411,20.926237,20.640445,25.393784,26.829943,26.395662,25.947995,24.594683,25.314591,23.976736,24.184438,32.923331,32.471556,26.892549,25.584203,25.497645,25.235453,26.964029,26.937853,-0.000163,0.000188,22.435624,21.982855,21.374624,20.803414
44,23.453228,23.328772,23.29818,22.679521,22.425269,22.195986,22.466793,21.940126,23.188265,23.525304,23.144958,22.877898,22.268786,21.975577,21.862121,16.0863,21.830213,21.144058,21.558393,21.477615,21.323515,16.067767,16.005503,20.937499,21.567611,21.325537,21.35995,21.277741,21.022254,20.766584,20.975284,20.651555,25.544898,27.320529,28.3569,26.363347,24.556872,25.163445,23.863253,24.07092,33.37349,32.584144,27.156575,25.697506,25.610951,25.311027,26.624525,26.673748,-0.000163,3.49E-05,22.321973,21.869166,21.374624,20.803414
45,23.491082,23.253066,23.260325,22.717401,22.652573,22.233884,22.353128,21.940126,23.112553,23.525304,23.144958,22.953657,22.155154,22.051402,21.862121,16.0863,21.943902,21.181981,21.482533,21.477615,21.285578,15.99157,15.9674,20.975437,21.681383,21.401334,21.397879,21.201907,21.022254,20.728648,20.937344,20.689485,27.84676,29.054633,29.486735,27.834659,24.632492,25.201233,23.825423,24.184438,34.123332,32.809284,27.118861,25.999591,25.724245,25.613267,26.662253,26.598278,-0.000163,3.49E-05,22.473505,22.020749,21.412537,20.803414
46,23.458769,23.182898,23.190153,22.685066,22.847503,22.201533,22.472339,21.907777,23.118096,23.492991,23.074786,22.883442,22.19858,22.019038,21.86767,16.053798,21.911556,21.187533,21.488084,21.407323,21.404936,16.035244,15.972976,20.98099,21.649011,21.406885,21.289641,21.245377,20.989867,20.772138,21.018776,20.69504,29.304819,31.038102,29.438078,27.031627,24.545806,25.114595,23.927838,24.324709,33.849978,33.135928,26.881508,25.837507,25.562129,25.564437,26.160638,25.869991,-0.000315,-0.000118,22.272999,21.820175,21.363527,20.716428
47,23.453228,23.177356,23.146751,22.793157,22.955575,22.195986,22.428906,21.978024,23.112553,23.563156,23.069243,22.877898,22.193033,22.089312,21.937939,16.048223,22.019689,21.144058,21.444601,21.477615,21.285578,16.067767,16.005503,20.937499,21.643461,21.363436,21.322021,21.163989,20.908431,20.728648,20.975284,20.841195,31.158704,31.462575,28.959629,26.929477,24.6703,25.352375,24.014561,24.335777,33.37349,33.559405,27.458239,25.924078,25.119874,25.726585,26.322654,26.183095,-0.000315,3.49E-05,22.473505,21.94496,21.450448,20.765473
48,23.371976,23.096097,23.141208,22.787612,22.874288,22.152538,22.461247,22.275612,23.069151,23.519763,23.0637,22.834472,22.225363,22.083764,21.93239,16.156876,22.052032,21.176429,21.514913,21.472064,21.317963,16.024093,16.03803,20.931945,21.599986,21.282085,21.316469,21.158436,20.940819,20.685156,21.00767,20.68393,31.560975,31.301244,27.818198,27.069354,24.545806,25.416881,24.116958,24.211206,33.437524,33.998257,27.711092,26.139553,24.995456,25.488881,26.273866,26.021029,-0.000163,3.49E-05,22.348771,21.820175,21.325613,20.75437
49,23.420915,23.296462,23.152293,22.798701,22.847503,22.239432,22.623875,22.40036,23.155952,23.492991,23.036926,22.807678,22.19858,22.019038,21.90558,16.168026,22.101018,21.263375,21.563944,21.521086,21.329067,16.035244,16.011079,20.943053,21.800694,21.368988,21.251709,21.283293,21.027807,20.734202,20.980838,20.846749,31.829374,30.065649,27.333498,26.999418,24.891592,25.611294,24.122493,24.254576,34.005405,34.041218,27.791992,25.95631,25.038773,25.343283,26.27939,25.762225,-0.000315,0.000188,22.430081,21.901518,21.52072,20.797863
50,23.566785,23.480167,23.10889,22.679521,22.879832,22.726449,22.694089,22.622089,23.15041,23.525304,23.031383,22.953657,22.23091,22.051402,21.975846,16.162451,22.209133,21.295741,21.558393,21.477615,21.323515,16.029669,15.9674,20.89956,21.946808,21.477125,21.435806,21.239825,20.984314,20.804519,21.013223,20.803269,31.636097,30.624462,26.913002,27.107081,24.772654,25.756852,24.192597,24.13553,34.78678,35.309166,28.05028,26.026296,25.18438,25.41332,26.538021,25.567851,-0.000315,3.49E-05,22.500299,22.047551,21.477263,20.792311
51,23.491082,23.5937,23.222468,22.679521,23.144909,22.726449,22.769845,22.546336,23.22612,23.525304,23.069243,22.802133,22.155154,22.127221,21.937939,16.124376,22.171247,21.333659,21.596321,21.439694,21.285578,15.915369,15.929296,21.013373,22.022632,21.477125,21.35995,21.201907,21.022254,20.842453,20.937344,20.841195,33.335913,34.052509,26.659885,27.042667,24.82152,25.465717,24.619584,24.373609,35.396858,36.218099,28.136669,26.829887,25.308776,25.348811,26.322654,24.860991,-1.00E-05,0.000188,22.397742,21.869166,21.488358,20.765473
52,23.604635,23.5937,23.449589,22.717401,23.031312,22.91584,22.731968,22.584213,23.263973,23.525304,23.069243,22.877898,22.193033,22.051402,21.937939,16.162451,22.209133,21.333659,21.558393,21.515535,21.361451,15.95347,15.891191,21.013373,22.136359,21.704471,21.435806,21.239825,20.984314,20.766584,21.051161,20.841195,35.096939,36.897956,26.508909,26.66532,24.859322,26.032249,25.110918,24.903113,36.743664,37.115338,28.06131,27.093936,25.270998,25.348811,26.586796,25.2389,-0.000315,0.000188,22.435624,21.982855,21.488358,20.841354
53,23.599094,23.550316,23.519745,22.825489,23.063636,22.986043,22.84005,22.578667,23.220577,23.519763,23.0637,22.834472,22.225363,22.007942,21.970298,16.233024,22.241471,21.40394,21.552842,21.472064,21.242088,15.947894,15.961825,20.969883,22.206623,21.736807,21.506107,21.234273,20.902877,20.874832,21.045608,20.835641,36.288817,38.125708,26.918523,26.357824,25.118368,26.291005,25.143174,25.124435,38.270051,37.782322,28.959763,27.050699,25.416573,25.078761,26.241649,25.346719,-0.000163,0.000188,22.430081,21.939414,21.48281,20.797863
54,23.528934,23.518013,23.600977,22.906781,22.841959,22.840087,22.731968,22.659964,23.377524,23.48745,23.069243,22.726364,22.193033,22.051402,21.975846,16.200525,22.209133,21.409491,21.634248,21.477615,21.323515,15.95347,15.929296,20.937499,22.477471,21.93177,21.587504,21.201907,20.984314,20.766584,20.975284,20.879119,37.602386,40.071664,27.074961,26.287841,25.237267,26.409772,25.224271,25.167769,39.432345,38.683752,29.943695,27.093936,25.497645,25.008702,26.020698,25.201115,-0.000315,0.000188,22.473505,21.94496,21.488358,20.841354
55,23.636943,23.512472,23.444048,22.901237,22.79854,22.607254,22.726423,22.805905,23.371983,23.633317,23.139416,22.758704,22.225363,22.083764,21.970298,16.156876,22.203586,21.441854,21.704548,21.509985,21.317963,15.947894,15.999928,20.969883,22.434029,21.926222,21.581953,21.348017,20.978761,20.798965,20.931791,20.873565,38.055983,41.455844,27.533104,26.406622,25.091635,26.226551,25.116448,25.097689,39.698857,39.136925,30.475664,26.948579,25.616478,25.27877,26.290438,25.508886,-1.00E-05,3.49E-05,22.441167,22.026294,21.455997,20.884843
56,23.523393,23.436779,23.406198,22.711856,22.722787,22.569368,22.84005,22.692292,23.371983,23.822547,23.0637,22.796589,22.263239,22.121674,21.970298,16.118801,22.279355,21.517678,21.704548,21.434143,21.317963,15.985994,15.961825,21.00782,22.547714,21.926222,21.619874,21.348017,20.978761,20.798965,20.931791,20.835641,39.15915,43.671896,29.814439,26.503299,24.92386,26.096715,24.797522,25.118905,40.018049,39.12055,31.69909,26.592462,25.637663,25.148815,25.934144,25.34119,-1.00E-05,3.49E-05,22.348771,21.820175,21.477263,20.716428
57,23.691411,23.491249,23.384971,22.728491,22.739421,22.699658,22.818809,22.595304,23.767025,24.217523,23.080329,22.851105,22.242005,22.100408,22.024849,16.135527,22.295996,21.534331,21.75912,21.526637,21.334618,16.002721,15.940448,21.02448,22.488564,22.0565,21.674445,21.402584,20.995421,20.777693,20.986391,20.776451,42.814214,48.537663,32.450704,26.735279,24.929391,26.17775,24.916439,25.162239,40.247153,39.49897,32.117571,26.409296,25.680954,25.267711,26.241649,25.837754,-0.000163,3.49E-05,22.392198,22.053096,21.596534,20.835802
58,23.653564,23.415555,23.309265,22.728491,22.701543,22.661775,22.743058,22.63318,23.956185,24.406652,23.04247,22.813222,22.242005,22.138317,21.986943,16.173601,22.295996,21.534331,21.683274,21.678303,21.372554,16.002721,15.940448,21.02448,22.450668,21.980747,21.636525,21.478404,20.95748,20.739757,20.986391,20.738524,46.4637,50.990695,32.123818,26.859531,24.97825,26.264303,25.003084,25.059883,40.63071,39.77088,31.753127,26.26937,25.465402,25.203194,25.799701,25.282213,-0.000163,3.49E-05,22.403285,21.836814,21.607629,20.808965
59,23.734797,23.345398,23.276952,22.696157,22.744966,23.008218,22.748603,22.6766,24.037378,24.374366,23.085873,22.780884,22.285428,22.181773,22.068302,16.179176,22.339425,21.577791,21.954263,21.911314,21.34017,16.046396,15.907919,20.992097,22.418317,22.024173,21.679995,21.370224,21.000974,20.745312,20.991945,20.70615,50.018367,55.384479,33.062081,27.387682,25.205008,26.415295,25.078661,24.984266,40.556189,40.292697,31.452687,26.193876,25.389856,25.014232,25.64866,25.508886,-0.000163,0.000188,22.479048,21.988401,21.531815,20.884843
60,23.642483,23.253066,23.18461,22.717401,22.690453,22.991587,22.769845,22.432696,23.869446,24.206447,23.031383,22.802133,22.193033,22.127221,22.013752,16.124376,22.360665,21.561139,22.013446,21.856759,21.399385,16.067767,15.929296,20.937499,22.629044,22.234766,21.625425,21.353569,21.022254,20.728648,20.975284,20.689485,52.124849,58.626835,32.874494,27.802475,25.280584,26.528525,25.229801,25.135495,39.736145,40.180899,31.339999,26.231624,25.314305,24.787435,25.64866,25.508886,-0.000468,0.000188,22.403285,21.988401,21.531815,20.808965
61,23.610175,23.258608,23.265867,22.685066,22.923248,22.845632,22.737513,22.476123,23.723649,24.136324,23.036926,22.807678,22.350081,22.132769,22.057205,16.129951,22.404092,21.642506,22.094819,22.01393,21.329067,15.997145,15.896767,20.98099,22.748254,22.391781,21.706813,21.397033,21.141618,20.810073,20.980838,20.619178,55.176505,59.720282,33.20115,27.866842,25.458443,26.630699,25.294305,25.200042,40.321694,40.244526,31.742136,26.031821,25.265469,24.511711,25.259907,25.308937,-1.00E-05,0.000188,22.392198,21.86362,21.558628,20.797863
62,23.648024,23.296462,23.22801,22.722946,22.923248,22.694112,22.775389,22.476123,23.874985,24.098491,23.074786,22.807678,22.387953,22.132769,22.057205,16.091875,22.328331,21.680412,22.094819,22.089733,21.518732,15.959046,15.972976,20.943053,22.861908,22.467506,21.74473,21.510761,21.103682,20.772138,20.980838,20.732969,59.122443,61.52812,33.469167,28.060834,25.652854,26.787161,25.262053,25.167769,41.109527,41.553539,33.585982,26.075099,25.157657,24.668486,25.378759,25.729985,-0.000163,3.49E-05,22.511385,22.058641,21.526267,20.879292
63,23.572326,23.258608,23.190153,22.760824,22.961118,22.694112,22.851139,22.362477,23.79932,24.174155,23.036926,22.807678,22.387953,22.208583,21.943488,16.129951,22.290449,21.680412,22.208546,22.089733,21.708366,16.073342,16.011079,20.98099,22.861908,22.543227,21.74473,21.397033,21.065745,20.772138,20.942898,20.65711,62.798988,61.675203,34.406244,28.136215,25.728398,26.711694,24.997553,24.827485,42.15189,42.074558,34.934587,25.886319,25.044304,24.592868,25.076538,25.163329,-0.000163,3.49E-05,22.359858,21.793367,21.564175,20.765473
64,23.610175,23.334314,23.303722,22.798701,22.961118,22.769875,23.343386,22.248819,23.79932,24.325467,23.036926,22.84556,22.312208,22.170677,22.057205,16.2061,22.328331,21.718317,22.246452,22.203428,21.784211,16.073342,15.972976,20.943053,22.89979,22.618943,21.74473,21.472853,21.065745,20.810073,20.942898,20.770897,62.773001,62.641807,37.22353,28.297988,25.81499,26.458563,25.121978,24.914175,42.906757,42.643423,35.581792,26.010642,25.130934,24.717357,25.276495,25.325524,-1.00E-05,3.49E-05,22.484592,21.956052,21.537363,20.928331
65,23.572326,23.334314,23.22801,22.760824,22.847503,23.035002,23.6462,22.551881,23.685811,24.287641,23.036926,22.731909,22.350081,22.170677,22.0193,16.244173,22.366212,21.680412,22.246452,22.165531,21.897969,16.111439,15.972976,20.98099,23.013428,22.581086,21.820561,21.586574,21.103682,20.885939,20.980838,20.732969,63.024798,65.685814,38.03989,28.405519,25.809464,26.264303,24.927501,24.795201,43.273136,44.27324,35.838193,26.118376,25.163187,24.825238,25.346515,25.471111,-0.000163,0.000188,22.441167,21.91261,21.645534,20.846905
66,23.426456,23.339856,23.271409,22.766369,22.966662,23.002674,23.765273,22.557427,23.577832,24.255351,22.928884,22.737454,22.355628,22.138317,22.024849,16.287819,22.409639,21.648057,22.176186,22.171079,21.8656,16.04082,15.978552,20.910668,23.094724,22.510914,21.75028,21.592125,21.147171,20.891493,20.948452,20.776451,65.448559,66.493649,40.389975,28.480876,25.847231,26.113289,24.549507,24.303478,44.090741,44.830222,35.464064,26.042871,25.163187,24.825238,25.11985,25.168859,-0.000163,0.000188,22.365402,21.874712,21.569723,20.846905
67,23.572326,23.372164,23.22801,22.798701,22.923248,22.997131,23.608353,22.551881,23.572292,24.174155,22.999066,22.807678,22.425824,22.208583,22.057205,16.244173,22.631344,21.907824,22.170638,22.165531,21.822131,16.035244,15.972976,21.018926,23.354274,22.391781,21.820561,21.586574,21.141618,20.848007,21.018776,20.770897,67.315009,68.580627,42.023015,28.550715,26.068281,26.372025,24.506167,24.184438,45.718924,45.529952,34.897149,26.377078,25.233219,25.008702,25.378759,25.84328,-0.000315,0.000188,22.473505,22.020749,21.677891,20.917229
68,23.540016,23.415555,23.233553,22.842122,22.89092,22.926928,23.424639,22.63318,23.653513,24.02836,23.04247,22.775339,22.3935,22.214131,22.062753,16.287819,23.129108,22.178627,22.100367,22.208976,21.751839,16.04082,15.978552,20.986544,23.435545,22.473053,21.82611,21.554219,21.147171,20.853561,21.062267,20.852303,69.767595,68.978948,41.943143,28.65822,26.176027,26.441993,24.462826,24.103225,48.493396,47.193127,34.442305,26.786639,25.22769,24.965375,25.486542,25.535605,-0.000315,-0.000118,22.430081,21.939414,21.596534,20.835802
69,23.621257,23.421097,23.239096,22.809791,22.820718,22.780964,23.354471,22.6766,23.734729,23.958225,23.123731,22.856649,22.436917,22.219679,22.182006,16.21725,23.399601,22.297836,22.105915,22.176627,21.681542,16.084493,15.984128,20.95416,23.55467,22.894996,21.717913,21.521863,21.114788,20.972908,21.105756,20.857857,70.511856,68.87959,43.739012,28.857578,26.22483,26.566266,24.587312,24.189973,50.058533,50.31325,34.453268,27.137172,25.200968,24.900839,25.459829,25.433334,-0.000315,3.49E-05,22.441167,21.91261,21.645534,20.884843
70,23.659105,23.421097,23.201238,22.809791,22.744966,22.705203,23.278755,22.865951,23.621214,23.996063,23.123731,22.856649,22.399047,22.257584,22.182006,16.255322,23.740158,22.752365,22.143825,22.138729,21.605691,16.046396,15.984128,21.067968,23.592528,23.084216,21.907485,21.597676,21.076852,20.897047,21.105756,20.819932,71.307926,70.923645,48.031463,29.11017,26.289286,27.045734,24.727456,24.368075,52.228419,51.780733,34.105158,27.503222,25.303247,25.116554,25.788648,25.875517,-0.000163,3.49E-05,22.467962,22.015203,21.596534,20.835802
71,23.653564,23.415555,23.195695,22.804246,22.701543,22.623891,23.235353,22.671054,23.502146,23.839165,23.156044,22.851105,22.43137,22.252036,22.138558,16.249747,24.377608,22.860424,22.138277,22.133181,21.60014,16.04082,15.978552,20.986544,23.851961,23.116513,22.053571,21.592125,21.147171,20.853561,21.214004,20.814378,72.204095,76.661959,52.15302,28.863089,26.758768,27.590279,24.933032,24.498162,54.938707,53.200041,33.821838,27.632874,25.395385,25.057558,25.503126,25.098813,-1.00E-05,0.000188,22.370946,21.84236,21.537363,20.890394
72,23.729256,23.377706,23.195695,22.690611,22.663664,22.586005,23.311071,22.708927,23.804859,24.482295,23.156044,22.888986,22.46924,22.214131,22.138558,16.287819,24.642259,22.671078,22.176186,22.05738,21.638067,16.002721,15.978552,21.02448,24.003346,23.154352,22.053571,21.630029,21.298901,20.967354,21.327793,20.814378,75.786525,77.824997,54.393712,29.002711,26.936382,27.95622,25.148704,24.789669,57.286545,54.517407,33.548496,27.961067,25.686481,25.235453,25.869688,25.163329,-0.000315,3.49E-05,22.549263,21.94496,21.602082,20.879292
73,24.177763,23.485708,23.22801,22.760824,22.658119,22.580459,23.154086,22.551881,24.32887,24.968311,23.112644,22.84556,22.425824,22.246489,22.095108,16.168026,24.182994,22.589784,22.322261,22.01393,21.556661,16.073342,16.011079,20.905114,24.035651,23.073129,22.010115,21.700284,21.331279,20.9618,21.246383,20.846749,79.75729,84.220613,55.289533,29.239654,26.570079,27.967251,25.159764,24.951987,60.536045,54.786336,34.009204,28.574896,25.848579,25.208724,25.805228,24.418395,-0.000315,0.000188,22.408829,21.880259,21.499455,20.852456
74,24.599343,23.491249,23.309265,22.804246,22.625784,22.548118,23.046034,22.519549,25.166036,25.314019,23.307458,22.888986,22.507108,22.214131,22.138558,16.287819,24.453229,22.44382,22.327808,21.94367,21.524283,16.078917,15.978552,20.910668,23.927656,23.040831,22.167284,21.819532,21.412686,21.005282,21.289865,20.966071,84.966824,87.452637,57.279315,28.900751,26.192601,27.854173,25.046404,25.178828,61.786191,56.408073,34.608557,28.913818,26.26384,25.359869,25.805228,24.531827,-0.000315,0.000188,22.446711,21.993947,21.537363,20.966267
75,24.701711,23.328772,23.222468,22.603757,22.614693,22.499138,23.034947,22.508457,25.38167,25.605244,23.372074,22.877898,22.496015,22.240941,22.08956,16.238598,25.235869,22.432727,22.27881,21.932573,21.47525,16.029669,15.9674,20.975437,24.030112,22.91621,22.08038,21.808433,21.477434,21.107955,21.31669,21.030804,87.751966,86.492078,59.151383,28.556227,25.922761,27.660167,24.814116,25.286702,61.376418,58.133506,35.688557,29.585831,26.748873,25.581019,26.10172,25.131071,-0.000315,0.000188,22.479048,22.064187,21.607629,20.92278
76,24.788401,23.339856,23.157836,22.728491,22.701543,22.548118,22.970298,22.48167,25.354954,25.465172,23.269607,23.002622,22.43137,22.252036,22.100656,16.287819,25.322494,22.481699,22.251999,21.867858,21.486353,16.04082,15.940448,20.948606,24.079031,22.965144,22.205186,21.743735,21.526459,21.232827,21.327793,21.15566,91.610968,87.557492,60.990522,29.309443,25.922761,27.886351,24.776319,25.437888,63.103874,58.832795,36.473915,30.262919,27.050643,25.543243,25.799701,24.979909,-0.000315,3.49E-05,22.365402,21.798914,21.607629,20.884843
77,25.05856,23.383248,23.6176,22.771914,22.631329,22.553665,22.937972,22.411454,25.511595,25.206172,23.313,23.083916,22.474786,22.295487,22.106204,16.255322,25.328027,22.335721,22.181734,21.797589,21.453972,16.008297,16.02223,20.878282,24.273758,23.084216,22.248634,21.862979,21.607853,21.276299,21.447123,21.27495,94.070662,92.405898,57.784084,30.695976,26.106039,27.880836,24.884176,25.356769,65.412509,59.710413,36.318895,30.971653,27.422217,25.839892,26.360393,24.785394,-0.000315,0.000188,22.473505,22.096533,21.639987,20.917229
