Time (s),HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m
0,0.2283453,0.3734714,0.3448614,0.3170143,0.3047564,0.2985868,0.3321956,0.3202554,0.288189,0.3393287,0.2850051,0.256886,0,18.7225819,18.8894043,18.9140205,19.3830585,19.9405346,19.8350048,18.8522606,18.0323868,17.8062172,17.1306419,16.6039276,16.5065117,18.2131081,25.2762947,25.2030487,25.524992,26.0581512,26.0539932,25.3020382,23.7487926,22.5968227,21.7476673,20.9534874
1,0.2356918,0.3745538,0.3370206,0.3202866,0.3109393,0.301692,0.3216055,0.3214282,0.2927463,0.3477145,0.2864422,0.2636299,0,18.7395554,18.9094296,18.8808155,19.3791351,19.9381294,19.8420963,18.8779736,18.0090637,17.8255062,17.1240444,16.6095142,16.5021973,18.2050018,25.2712574,25.2044334,25.5116386,26.0625572,26.0674629,25.310606,23.7600174,22.6110821,21.7566357,20.9423599
2,0.2541765,0.3786126,0.3357907,0.3292852,0.3163862,0.3021465,0.3488372,0.3162679,0.2917698,0.3424528,0.2887246,0.26482,0,18.7778435,18.9222603,18.8970699,19.3771381,19.9790516,19.8495979,18.8892803,18.0158138,17.8181782,17.152113,16.6257973,16.5135231,18.210228,25.2775879,25.1922474,25.5451813,26.0787067,26.07341,25.3120232,23.7584095,22.6196976,21.7565441,20.949852
3,0.2717132,0.3780714,0.3447076,0.3206138,0.3104977,0.2988897,0.3732953,0.3411311,0.2955132,0.3401508,0.2866958,0.2635506,0,18.8381443,18.9521751,18.8965702,19.4123535,20.0024815,19.8620129,18.925642,18.0400295,17.8074017,17.1576996,16.6626225,16.5461369,18.198328,25.2872944,25.1940155,25.5473309,26.0774574,26.0778217,25.3202171,23.7700195,22.6157913,21.7583199,20.9595947
4,0.2845103,0.4018832,0.3437852,0.326013,0.3129267,0.2932094,0.383129,0.3432422,0.2974664,0.3371911,0.285935,0.2597423,0,18.9191322,18.9666729,18.8810349,19.4321632,20.0029144,19.8730774,18.9564724,18.0693607,17.8146877,17.180584,16.6683865,16.5747337,18.2154808,25.3104,25.2129707,25.5432243,26.0752392,26.0831585,25.3081779,23.7674236,22.6192493,21.7595081,20.956234
5,0.302521,0.405942,0.3463988,0.3309213,0.3098352,0.2898012,0.3992663,0.3552047,0.2937229,0.3472212,0.2842443,0.2648993,0,18.9788895,18.9816036,18.90205,19.452404,20.0390968,19.8860912,18.9618969,18.06604,17.824688,17.1921024,16.6814404,16.5794048,18.2125416,25.3199482,25.2172298,25.4983501,26.0485287,26.0809956,25.3026104,23.7682838,22.6223831,21.7512722,20.9593716
6,0.3240864,0.4108126,0.3522409,0.3345208,0.3079214,0.2919219,0.4171686,0.3620069,0.2877007,0.3432749,0.2944729,0.2596629,0,19.0519352,19.0128746,18.9523373,19.4661789,20.0224857,19.8672028,18.9464149,18.0528316,17.8362064,17.1754589,16.6784935,16.5760784,18.2035217,25.3514118,25.2324467,25.4927826,26.0406933,26.0573082,25.2970409,23.7422752,22.598629,21.7536469,20.9518833
7,0.3418601,0.4159538,0.3523947,0.3341936,0.3090991,0.2867717,0.4380967,0.3765495,0.3091851,0.3536338,0.2937121,0.2578381,0,19.1397171,19.0657368,18.9782104,19.4924126,20.0331402,19.8691235,18.9095783,18.0270004,17.8274727,17.1648273,16.6865101,16.5715351,18.2145634,25.3850651,25.2559052,25.5502529,26.0395832,26.0346737,25.2743912,23.7343521,22.5759335,21.7347164,20.9446983
8,0.3447039,0.4251538,0.3494736,0.3086701,0.298647,0.286393,0.4375924,0.3657598,0.3095106,0.354456,0.2877947,0.2560133,0,19.2397289,19.1179161,19.0094891,19.4799805,20.0138741,19.8301105,18.8948612,18.0670261,17.8492756,17.1459026,16.6428165,16.5625038,18.216568,25.4135094,25.2832222,25.4910164,26.0253334,25.9966412,25.251442,23.715538,22.5737648,21.7359581,20.9394913
9,0.370772,0.4305656,0.3594667,0.3197957,0.2953348,0.2792736,0.4587726,0.3666981,0.3091851,0.3482077,0.2819618,0.2452231,0,19.3682823,19.1553326,19.0853043,19.5162354,20.0436611,19.8359718,18.901865,18.0592041,17.8383999,17.1567211,16.623558,16.5371666,18.2000122,25.4378567,25.3117313,25.5425835,26.0062313,25.9990711,25.2538738,23.6827831,22.5576496,21.7137585,20.9199314
