Time (s),HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m
10,0.2212358,0.3453303,0.2796754,0.3158691,0.3269118,0.3194904,0.3442986,0.3730311,0.3362033,0.3947406,0.3178044,0.2852103,0,20.4061375,20.1243458,20.4539547,20.4069424,21.0695305,20.9199181,20.2082291,19.2037582,18.8487053,18.141386,17.5918674,17.2729626,21.5722122,23.669014,24.711544,25.9130535,27.0419846,26.9538345,25.7255974,24.0590744,22.540556,21.4099903,20.4132748
11,0.2382986,0.350742,0.3153432,0.3142329,0.3012233,0.3131285,0.3271527,0.3289341,0.3335992,0.4062505,0.3232146,0.2852103,0,20.375948,20.1750259,20.4305801,20.4025593,21.1194077,20.926918,20.2326908,19.1807556,18.7929611,18.0807152,17.5208664,17.2514496,21.6061039,23.6915131,24.7536888,25.8693924,27.0266819,26.9573975,25.7201004,24.0490341,22.5274734,21.4075069,20.427866
12,0.2563093,0.364542,0.3313322,0.3471189,0.3347877,0.3169154,0.3168148,0.3310451,0.2973036,0.3649793,0.3201714,0.2940964,0,20.845335,20.5843983,20.4628925,20.4079075,21.1752167,20.9561672,20.2733402,19.1762314,18.7808247,18.0491886,17.4603844,17.2218094,21.6402378,23.7327976,24.8187618,25.9219475,27.0418129,26.948,25.7310886,24.0524693,22.526371,21.4082985,20.4351101
13,0.2736091,0.3591303,0.3208779,0.33992,0.3344197,0.312674,0.351863,0.3160334,0.2935601,0.3618552,0.3249053,0.2996502,0,20.9868774,20.8577652,20.8938389,20.4250393,21.1855125,20.9584942,20.2635212,19.1648865,18.758812,18.030983,17.4425449,17.1864796,21.6899223,23.7377682,24.8392296,25.9454193,27.0663853,26.9661579,25.7288723,24.0684052,22.5271778,21.4182053,20.4180813
14,0.2892499,0.4121656,0.3597742,0.3867129,0.3466383,0.3154006,0.3445508,0.3197863,0.271913,0.3580734,0.3166209,0.2994915,0,20.8610592,20.9766827,21.3042068,20.4646378,21.2167397,20.9624062,20.2757874,19.1528492,18.7688198,18.0299625,17.4205875,17.1622524,21.7298241,23.7446995,24.8295174,25.9557419,27.0725441,26.9598637,25.744854,24.067009,22.5113945,21.4001255,20.4045391
15,0.8762566,0.5631538,0.4174269,0.3433558,0.337732,0.3455443,0.3458115,0.3390201,0.2885145,0.3238725,0.2943039,0.2798946,0,20.7362862,20.6373806,21.1323509,20.518959,21.2805214,20.9795227,20.2610245,19.1798611,18.7924461,18.057003,17.4175854,17.1394672,21.8211651,23.7712307,24.8223763,25.9410496,27.0650368,26.961792,25.7278976,24.0818024,22.5133286,21.3997898,20.3992672
16,0.3698241,0.526895,0.4783081,0.4040558,0.3378056,0.3135829,0.3737996,0.3263539,0.2945367,0.3242014,0.2847515,0.2646613,0,20.6861763,20.4695358,20.9156055,20.5234833,21.2630386,20.9802494,20.2617531,19.2645397,18.8806591,18.0174236,17.4072762,17.1280231,21.9881878,23.8188801,24.8767948,25.9859772,27.0616093,26.9534626,25.7433548,24.0753441,22.5204926,21.3906574,20.409483
17,0.3454149,0.3924126,0.314882,0.3664251,0.3688674,0.3455443,0.3843897,0.3298723,0.288189,0.3519896,0.2970935,0.2612497,0,20.7459927,20.4048595,20.7719898,20.4990616,21.2594929,20.9459724,20.2547913,19.2701092,18.8310833,18.0157738,17.3824062,17.1225681,22.047905,23.8293476,24.8959503,26.0017166,27.0633678,26.9450302,25.7141399,24.0665131,22.5230141,21.392046,20.4116306
18,0.3702981,0.4527538,0.2995079,0.3053979,0.3277215,0.3373646,0.3911976,0.3315142,0.2896539,0.3319294,0.2709724,0.260377,0,21.6870785,20.6127548,20.5888329,20.4977531,21.2521172,20.9685707,20.2614555,19.300705,18.7860317,18.0022945,17.3613014,17.1132679,22.1416626,23.8431797,24.8795223,26.0344181,27.0545216,26.9467506,25.70755,24.0629425,22.5266304,21.3740578,20.4107018
19,0.3816733,0.3802361,0.3130371,0.3117788,0.3107921,0.3099475,0.3901891,0.3413657,0.2927463,0.3335737,0.2625189,0.2354643,0,23.3643379,21.2776413,20.5329609,20.5447636,21.307827,21.0045567,20.2762012,19.304451,18.8491116,18.0299988,17.3890285,17.0903854,22.2359085,23.8518276,24.8685017,25.9875107,27.0359726,26.9399033,25.7078743,24.0678043,22.5345287,21.397131,20.4034386
20,0.4006319,0.378342,0.355162,0.3647889,0.3199193,0.289574,0.4060742,0.3394892,0.2968153,0.3442615,0.2648859,0.2493487,0,24.399374,22.2636375,21.0901279,20.5731411,21.3297405,21.0663071,20.3569584,19.3415794,18.860815,18.0648899,17.4711552,17.1743717,22.3229122,23.8555222,24.8687878,25.9787331,27.0204124,26.9398136,25.7123146,24.0639286,22.5238342,21.3822498,20.4071407
21,0.4103482,0.4784597,0.4427941,0.3862221,0.3692355,0.3414544,0.424733,0.3570811,0.2943739,0.332916,0.2882174,0.2518876,0,24.6263084,23.2011986,21.8762684,20.8252048,21.5414677,21.2935905,20.5346336,19.4688778,18.9479733,18.0847282,17.5035686,17.2341595,22.43013,23.8847198,24.8911572,25.9342136,27.0310421,26.9187489,25.7150192,24.0621014,22.5394192,21.4027882,20.4166889
22,0.4309657,0.4384126,0.4415642,0.4068372,0.3680578,0.345923,0.4527211,0.4448062,0.3917046,0.3746805,0.3010666,0.2819574,0,24.895462,23.7306061,22.2463551,20.9618034,21.5240135,21.2571735,20.5771313,19.612421,19.1118793,18.1531658,17.5979519,17.2801838,22.5300789,23.9146061,24.9667702,25.9564972,27.0729218,26.9421329,25.7025509,24.055666,22.5507717,21.41605,20.4140282
23,0.4575078,0.4386832,0.3660776,0.3562811,0.362022,0.345923,0.4426353,0.3462914,0.3747776,0.4407802,0.3756259,0.3274984,0,24.8506699,24.2573032,22.4580765,20.9513702,21.6440544,21.3043976,20.5420303,19.5617237,19.1261387,18.3252125,17.7652073,17.25527,22.6809406,23.9401493,25.0958767,26.0118465,27.1236725,26.9762764,25.7265358,24.0740108,22.572546,21.4230652,20.4366093
24,0.49661,0.4465303,0.3234915,0.3505547,0.3681314,0.3214596,0.475162,0.3563775,0.3930067,0.4713637,0.3563521,0.3347184,0,26.1967335,24.564621,22.894371,21.0220261,21.5743542,21.2938595,20.6024494,19.5037022,19.0954189,18.3424015,17.7770863,17.2534485,22.8305378,23.9890404,25.1787472,26.037241,27.1494102,27.0008755,25.7553253,24.0945148,22.5790615,21.4284554,20.4363098
25,0.5565666,0.4665538,0.3279499,0.3767326,0.3570904,0.3322144,0.5119752,0.3737348,0.3405979,0.419898,0.4103695,0.3486028,0,29.9710064,26.568964,23.8499527,21.0034332,21.6357956,21.2931004,20.449892,19.5200329,19.1672916,18.4480877,17.9460297,17.3371353,23.0227947,24.03936,25.2067204,26.1615276,27.1905365,27.0216255,25.7708111,24.0967865,22.5889072,21.4439983,20.4344139
26,0.5918771,0.4422008,0.3860638,0.3930938,0.4072899,0.3837162,0.520296,0.3634142,0.3054416,0.3718853,0.3916874,0.3616939,0,35.1398544,27.59202,24.9497852,21.1280975,21.8559647,21.4484444,20.4709854,19.475441,19.1492577,18.4076328,17.8446579,17.3297482,23.2231846,24.1027603,25.1850128,26.1515465,27.2420673,27.0516453,25.7823601,24.1000309,22.5913963,21.4529381,20.4407063
27,0.6248177,0.4392244,0.3376356,0.353827,0.3849136,0.3784903,0.5286168,0.3774878,0.2987685,0.3491943,0.3368246,0.3239281,0,36.3243942,27.7522888,25.7780647,21.3552742,21.9696674,21.5750599,20.6394272,19.7074146,19.3993969,18.4923553,17.8145485,17.2821503,23.4240284,24.1269245,25.1656876,26.1020107,27.2850304,27.1029015,25.809885,24.1321316,22.6311016,21.4547863,20.4528008
28,0.6357189,0.4330008,0.3199554,0.3351752,0.3774058,0.3297908,0.5318947,0.3786606,0.2906304,0.3572512,0.2901617,0.2827508,0,37.4138908,27.8887825,26.3360538,21.4049187,22.0393848,21.6963558,20.6416607,19.777235,19.4636021,18.6097679,18.0214882,17.4532757,23.6176548,24.1715202,25.144474,26.137476,27.2563133,27.0972004,25.8313656,24.1211205,22.6155376,21.4664955,20.4409924
29,0.773406,0.6224126,0.3760707,0.3341936,0.3396457,0.3185816,0.5598829,0.3941414,0.2901421,0.3562647,0.3029264,0.2517289,0,37.1199303,27.7734604,25.6998825,21.3576012,21.9427948,21.8007164,20.7806263,19.8616142,19.5477104,18.6961384,18.0550613,17.5484505,23.8321781,24.2086849,25.1298237,26.0586166,27.2330132,27.07164,25.829195,24.1068401,22.5982132,21.4544544,20.4471569
30,1.0345612,0.8129067,0.6411193,0.4645921,0.3902132,0.3172941,0.5777852,0.4039929,0.31065,0.3771469,0.2854278,0.2483173,0,35.0326271,27.872879,25.5969219,21.2322674,21.7890701,21.6549625,20.8802509,19.9681377,19.6805954,18.7689552,18.2291355,17.6867256,24.0532207,24.3254147,25.1844807,26.0380611,27.2200317,27.0548859,25.8135548,24.1240826,22.5999508,21.4717407,20.4682503
31,0.8485296,0.8816361,0.5854653,0.4323606,0.455502,0.3995454,0.6183806,0.3920304,0.3186252,0.3653082,0.319157,0.2534744,0,35.228363,27.4707012,25.4044533,21.135088,21.7078533,21.6530056,20.7196999,19.8689899,19.6056519,18.7932148,18.1621227,17.6558609,24.2882996,24.4460049,25.2823181,26.1532154,27.273922,27.0442619,25.7666569,24.0998135,22.5881519,21.4838085,20.4678097
32,1.0743743,0.7744832,0.6635655,0.4812805,0.4610225,0.3772027,0.6153548,0.4133753,0.3114638,0.3689256,0.3086747,0.2724366,0,34.7840614,27.3681965,25.013607,21.0528851,21.6689167,21.7680168,20.8328934,19.8364639,19.5111198,18.7135296,18.0237713,17.5373306,24.5522327,24.5535336,25.3882694,26.1718521,27.3129025,27.056839,25.7724476,24.0844326,22.5746479,21.4615669,20.4648991
33,0.9324215,0.6708479,0.5667089,0.4623015,0.4309911,0.4177225,0.6241799,0.3957834,0.3225315,0.3587311,0.3160292,0.2952865,0,34.0236359,26.6397591,24.322506,21.0810184,21.6268768,21.6588764,20.9820423,19.9564915,19.5621185,18.6573353,17.9690418,17.5062008,24.8081017,24.6598492,25.4775143,26.2550087,27.3461571,27.0772648,25.7691059,24.0901623,22.5784912,21.4657936,20.4623013
34,1.5514209,0.7257773,0.4959883,0.3674067,0.3830734,0.3664479,0.6887291,0.4211157,0.3215549,0.3611975,0.3076603,0.2843376,0,33.7341118,26.2086678,23.7204762,21.0633907,21.5690517,21.4781933,20.774725,19.865202,19.5303917,18.7122707,18.0742531,17.5874119,25.1135368,24.7647877,25.506815,26.2771187,27.3192005,27.0974598,25.7976379,24.1020908,22.5995159,21.5046673,20.4799595
35,1.5244049,1.2334008,0.8591234,0.5745391,0.5056279,0.3569807,0.7563041,0.4424606,0.3205783,0.3602109,0.2958255,0.2683903,0,33.5333862,26.8931293,23.4347916,20.9918995,21.5123749,21.4150772,20.633791,19.7788544,19.4127579,18.7090683,18.1281109,17.7192116,25.501215,24.8432674,25.5036297,26.2762012,27.3028145,27.0878677,25.8118267,24.0966339,22.6141224,21.501852,20.4813156
36,1.9810709,1.0096244,0.5979183,0.5521243,0.5112956,0.4226454,0.8090024,0.4534848,0.3215549,0.3676101,0.3213549,0.2861624,0,33.9589653,27.7916985,24.0081596,21.1358185,21.6755886,21.4205112,20.5451202,19.7489834,19.3881721,18.6483822,18.0631828,17.7117329,25.986412,25.0615139,25.7569141,26.2680168,27.3572636,27.1162834,25.8043976,24.107729,22.6021328,21.4978065,20.4738522
37,1.9827298,1.0748361,0.6232854,0.4053647,0.4406335,0.4235543,0.8120282,0.4696694,0.3168349,0.3495232,0.319157,0.3201992,0,34.1292992,28.4638157,24.1567326,21.4758892,22.1584682,21.8810406,20.694828,19.8535938,19.543478,18.6493397,18.0420761,17.6990013,26.4012985,25.1875744,25.8205814,26.3433743,27.4034805,27.1790962,25.8465195,24.1154919,22.5989208,21.489666,20.4691181
38,1.9919722,0.7633891,0.8046992,0.4727727,0.438867,0.3627368,0.8301826,0.4785826,0.3308323,0.371392,0.3249898,0.2791012,0,34.0324554,28.0180187,24.5187149,21.4146633,22.1503448,21.977169,21.0490093,20.1020851,19.7983627,18.7324142,18.3435726,17.867672,26.8337631,25.2682896,25.8468628,26.3349075,27.4089832,27.173275,25.8977203,24.1765995,22.6748581,21.5262775,20.4867916
39,1.9746724,0.8867773,0.5946897,0.4303972,0.3927895,0.3631155,0.84985,0.4804591,0.3254612,0.353305,0.2981924,0.3104404,0,34.0087547,27.7343102,24.0822945,21.3284683,22.2321339,21.9524345,21.4376564,20.3934746,19.9689026,19.0199928,18.6237717,17.9443817,27.2529335,25.3350887,25.8358154,26.402792,27.4179382,27.1909103,25.898386,24.2097874,22.7186813,21.5587845,20.5102253
40,2.258104,1.0169303,0.6783245,0.4611562,0.394556,0.3101747,0.8710302,0.4769407,0.3267632,0.3603754,0.2808629,0.2659308,0,34.6740875,27.715416,23.804781,21.2593975,22.1653824,21.9452,21.3576107,20.3566322,20.0650063,19.1616802,18.8279266,18.2446747,27.7190952,25.3932476,25.8422012,26.3283577,27.3832035,27.1395836,25.8953323,24.2211018,22.7288704,21.57164,20.5375137
41,1.8647123,0.9092361,0.5699375,0.480626,0.4267956,0.3468318,0.9199464,0.4795209,0.3083713,0.3613619,0.3007285,0.277435,0,34.5590744,27.2913227,23.5362911,21.2684746,22.0254612,21.9815636,21.2438087,20.3497715,20.0657387,19.1692486,18.7754269,18.1435299,28.1827927,25.4427185,25.8391533,26.3313541,27.3880787,27.1139011,25.8601761,24.1934624,22.7163467,21.5886688,20.5522823
42,1.8258471,0.7869303,0.7172209,0.7064102,0.4735356,0.4077251,1.0099623,0.5156429,0.3308323,0.370241,0.3220311,0.2904468,0,35.7626801,27.8365135,23.7548256,21.2552452,22.0251312,21.9565926,21.192276,20.1968708,19.9419098,19.0720329,18.7750969,18.0291519,28.7653294,25.5236225,25.9249535,26.4345036,27.4126472,27.1203632,25.8126392,24.1742249,22.6978455,21.5940266,20.5853424
43,1.9723026,0.9235773,0.6772484,0.5122031,0.4893609,0.4140113,1.1320006,0.5604437,0.3397841,0.3868481,0.4641334,0.3628046,0,42.2337418,30.2392654,26.2111168,21.5840225,22.1384239,21.9208946,21.3571892,20.1899757,19.7955341,18.9925594,18.605444,18.0465755,29.442976,25.6459694,26.035944,26.5122356,27.6185265,27.1859322,25.8405247,24.1707573,22.6822605,21.5814533,20.590971
44,2.8614625,1.2039067,0.8485153,0.7091916,0.5923361,0.4690728,1.3024508,0.593751,0.354758,0.4111833,0.3833185,0.3376539,0,44.8535576,34.6216202,27.3603477,21.9032345,22.4719219,22.3203335,21.3916416,20.2612724,19.8509655,18.9442425,18.5304699,18.1043034,30.2638016,25.7977734,26.3330994,26.6462288,27.7421665,27.2650833,25.8771019,24.1831818,22.6818256,21.5692673,20.5700455
45,3.5311762,2.4599773,1.2577725,0.6862859,0.6203801,0.501943,1.2855571,0.5986768,0.495383,0.4353541,0.4044521,0.326467,0,45.5832024,35.7651749,28.2954388,21.9783325,22.738348,22.5738659,21.7378426,20.5569267,20.140934,19.1448994,18.5696735,18.0784912,31.2887592,26.1112766,26.7280312,26.808979,27.8888836,27.2839775,25.9141483,24.2047729,22.6954918,21.5787792,20.5769119
46,3.0858853,1.8154361,0.9473704,0.7185174,0.6306114,0.5604884,1.2855571,0.6172069,0.4699924,0.6612771,0.5421586,0.4351625,0,44.8797531,35.3692131,28.6428032,22.1013393,23.1018314,22.8612003,22.1159229,20.6982498,20.1673355,19.1800346,18.8466778,18.2942085,32.1117592,26.6101818,27.5409565,27.0756588,28.1597538,27.38447,25.9524727,24.2552547,22.7528381,21.6305141,20.5987225
47,3.1354147,1.5048008,0.8317576,0.7096824,0.5636296,0.4980804,1.2651333,0.6148613,0.4117242,0.4131565,0.4104541,0.4325443,0,43.5473061,34.3888855,27.6029701,22.1803513,23.1894951,22.5291348,22.2650204,21.0280666,20.7015839,19.4168777,18.7932396,18.2430649,32.7740021,27.0390415,27.7406349,27.4113026,28.2888374,27.4940033,26.0202408,24.3140411,22.7931347,21.6807232,20.6296291
48,3.4015465,1.8489891,1.1521528,0.6805595,0.6003592,0.4639226,1.3662436,0.6268238,0.4273492,0.4539344,0.330231,0.318057,0,43.5056877,35.6281281,28.1155586,22.1674652,22.9209366,22.3226204,21.8526802,20.9628277,20.6541119,19.6090641,19.2045689,18.4125862,33.4768906,27.3457375,27.7330952,27.4667645,28.323513,27.5166245,26.0462971,24.365469,22.848402,21.7080135,20.6573257
49,4.0134364,2.3820479,1.4865384,0.6943029,0.7106214,0.586315,1.5962001,0.932454,0.7478244,0.8002181,0.5784238,0.3162322,0,47.1023216,37.6551437,28.9489651,22.6036472,23.5806599,23.2461433,22.1786213,21.0432358,20.4736977,19.4563751,19.108778,18.5923386,34.5967903,28.099081,28.4930611,27.6101189,28.6080265,27.5452785,26.0410061,24.3673573,22.8495312,21.7224121,20.6797085
50,5.3990755,2.7768361,1.4459509,0.7716912,0.6927351,0.6452391,2.0863706,1.7419166,1.4685276,1.0154533,0.7070006,0.4984757,0,47.7746506,36.343647,27.9683743,22.3761845,23.5495052,23.5727615,22.7547493,21.6699047,21.2554264,19.9647617,19.5187531,18.6860905,36.779583,29.1199265,29.2433453,28.1949368,28.9978294,27.7072906,26.0846996,24.4235897,22.917181,21.7367096,20.6883278
51,3.90869,1.9204244,1.6036886,0.9385752,0.7596432,0.6736408,2.1035165,1.8155681,1.2074599,1.0764557,0.7555233,0.6818299,0,50.7326927,36.8143997,28.5533237,22.2986622,23.5349102,23.853014,23.2184181,22.1661701,21.4510651,20.0780659,19.6834469,18.9552536,38.9124451,30.3266315,30.594902,28.8162575,29.4596767,27.9434338,26.2196636,24.4876575,22.9551983,21.7759171,20.7283325
52,3.5352049,1.7572597,1.8745794,0.916324,0.7751005,0.7012851,2.2913648,2.3330049,1.5609755,1.3561464,0.9327073,0.7277677,0,54.2151985,38.1636047,29.7933502,22.5585175,23.4181843,23.899456,23.1656876,22.2372971,21.9468918,20.4397011,19.9306583,19.0687332,40.7718849,31.570385,32.224247,29.4508762,29.8559399,28.1803818,26.4286976,24.5983295,23.0243549,21.8182621,20.7487164
53,4.1120213,2.1523185,1.6759467,0.8471162,0.7612625,0.7065867,2.6085635,2.5495028,1.9208388,1.2272355,0.9529955,0.7256255,0,55.2865829,38.3080025,28.9630871,22.9644756,23.6535301,23.9291954,22.94137,21.9696178,21.7198563,20.1780262,19.6622887,19.1179581,42.9731789,32.8569031,33.2843704,30.0895748,30.2636719,28.4225006,26.6217918,24.7754669,23.2013073,21.9211884,20.8062248
54,3.7852219,1.7927067,1.2499317,0.6956118,0.7292438,0.6269105,3.5215817,2.8886749,1.9976617,1.7027589,1.0843619,0.8077422,0,56.7682915,37.1395226,27.9113789,22.847477,23.8216553,24.0718956,22.9050617,21.8347454,21.6751308,20.2813225,19.9647388,19.2194214,45.3294373,34.3148193,34.5733376,30.6874771,30.5552368,28.6063805,26.8324108,24.9467316,23.3455162,22.0049858,20.8787308
55,3.7084394,1.4452714,1.0851219,1.0881163,0.7282133,0.567532,3.6012596,2.3939902,1.6703505,1.4911411,0.9162231,0.6856383,0,58.5750427,39.6418533,27.298048,22.7828045,24.0280361,23.7469387,22.6847382,21.5861893,21.7203903,20.3212833,20.0203018,19.3471394,47.0937653,35.4511948,35.7537804,31.2835865,30.6629028,28.6128902,26.9502392,25.0923309,23.438694,22.0846634,20.9600143
56,4.2316977,0.9749891,0.7187583,0.6529092,0.6479088,0.56579,4.1116018,3.0158058,2.1421929,1.2617652,0.8335485,0.7389546,0,56.7989693,39.3594208,27.0734825,22.7350712,23.7153912,23.7673759,22.6650429,21.5513115,21.8027248,20.5269871,20.1752644,19.281435,48.567112,36.1816101,36.0520325,31.8957863,30.8997936,28.7812519,26.992115,25.1728191,23.5052776,22.1089153,20.9793587
57,5.3841456,2.163142,1.2794499,0.6208413,0.5383091,0.4773282,4.9035902,4.1428611,2.9327203,1.964527,0.8862979,0.6158986,0,55.5296059,38.3850479,26.8216457,22.7259369,23.663105,23.6185856,22.5695419,21.4026489,21.4194164,20.5523701,20.4467354,19.5696239,51.5934143,37.0352211,36.3168678,31.9043846,30.7767982,28.7499485,27.0822392,25.2135868,23.5858097,22.1604042,21.0096607
58,4.4435604,1.7797185,1.0826621,0.6144604,0.5372786,0.4924758,4.9668787,3.112444,2.4385797,1.4679569,1.0331341,0.8864473,0,56.0450134,37.8817101,26.6715813,22.7428169,23.6432533,23.4900894,22.4356422,21.4297791,21.2006149,20.2292156,20.091877,19.3799667,54.7862282,38.3607712,37.3594971,32.2618256,30.8789043,28.7535496,27.0254822,25.1707211,23.4846401,22.1159039,21.0182171
59,4.9075729,1.7391303,0.6020693,0.4644285,0.4306967,0.3981064,5.968652,3.2909433,2.3005588,1.048832,0.7465626,0.6175647,0,56.5132217,37.7348022,26.6945553,22.7874565,23.6386471,23.4642849,22.3276005,21.4532242,21.538353,20.1927109,19.8065414,19.2359638,57.9462585,39.6292915,37.7106743,32.2854271,30.6701527,28.6984978,26.9918442,25.1324921,23.4300957,22.0771942,21.0007057
60,5.3132877,1.8370832,1.2689956,0.6826865,0.5762163,0.4354451,6.105819,3.718075,2.4546929,1.6636252,0.8842691,0.6085993,0,57.7621002,38.9386024,26.9388905,22.7932034,23.7053394,23.4969044,22.3496399,21.3429508,21.3050041,20.2216244,19.7480984,19.1710796,61.5139275,40.7497559,37.9173203,32.3271751,30.5795822,28.6153202,26.9232426,25.1068611,23.4150295,22.0723324,20.9874935
61,5.9737591,2.5611773,0.9625907,0.712791,0.619644,0.5039879,6.881418,4.1536508,2.8881239,1.5125166,0.8983018,0.6643752,0,58.4883347,41.1514969,28.7267494,22.8189468,23.6500511,23.4313984,22.3712215,21.3122215,21.2761421,20.3563557,19.7621422,19.1205463,65.4884567,41.8214188,38.4666367,32.5419579,30.6386089,28.7170029,26.9488811,25.1038227,23.4316597,22.0772419,21.0364094
