Time (s),HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m
0,0.246356,0.4062126,0.3851414,0.3778779,0.3505395,0.3310026,0.3823726,0.3875738,0.3371799,0.3689256,0.3029264,0.3006022,0,18.7316647,19.0344296,18.9518242,19.4045906,20.0588665,19.852747,18.9551773,18.0509892,17.8127556,17.1389503,16.695137,16.5620899,27.6638775,27.0641479,26.1652527,26.0704536,26.4469852,26.3831577,25.6106586,24.1785011,23.1809502,22.4039345,21.5924263
1,0.5698377,0.6216008,0.5025991,0.4277795,0.3645983,0.3426662,0.6188849,0.5630238,0.4389052,0.4121699,0.3179735,0.2960005,0,19.3548908,19.4241619,19.1774044,19.4529839,20.1353436,19.816433,18.9644413,18.0583553,17.8205147,17.155838,16.6975651,16.5588074,27.8275433,27.1378536,26.2824631,26.1948757,26.5037613,26.4085922,25.6243992,24.1858292,23.1958504,22.4252892,21.5952244
2,0.8959262,0.779895,0.5356534,0.4217258,0.3592986,0.3357741,0.863718,0.6786613,0.4393935,0.4011533,0.3096046,0.2802913,0,37.9381294,27.1298771,23.5821819,20.2051888,20.8762035,19.8937283,18.9760437,18.0821323,17.8374634,17.1510944,16.7175732,16.5586319,28.2722244,27.3002644,26.4329453,26.2388935,26.5560608,26.4438953,25.636694,24.2064552,23.2036228,22.4194336,21.5859489
3,0.3293,0.4681773,0.3633102,0.3271583,0.3191832,0.3128255,0.4275066,0.3896848,0.2865614,0.3230504,0.2711414,0.2701358,0,43.0395851,34.0581856,27.989933,20.8559837,22.3411427,21.5780811,20.29673,18.6160355,17.8879147,17.1509151,16.6911163,16.5367584,28.5228291,27.4728336,26.5430145,26.3354092,26.5875988,26.4565525,25.6433144,24.1983376,23.204958,22.4291039,21.5944901
4,0.2586791,0.428942,0.3570069,0.3286308,0.3059341,0.2977537,0.4030485,0.3589576,0.2878635,0.3209128,0.2657312,0.2713259,0,37.3545265,29.9380741,26.7178421,20.676466,21.9203339,21.4331989,20.5764236,19.179884,18.530653,17.6150684,17.0083084,16.5926914,28.513401,27.5422115,26.5554581,26.3486118,26.5660629,26.428606,25.6500969,24.1873531,23.2488365,22.4294682,21.6028156
5,0.2619969,0.4064832,0.3959032,0.3456464,0.3043147,0.3057819,0.393467,0.3547356,0.2917698,0.3383421,0.2766362,0.2791805,0,34.4934464,27.7314816,25.1164417,20.5716991,21.5729523,21.0212421,20.1403141,18.9963799,18.4861298,17.6314144,17.2409172,16.8548889,28.4595451,27.5625629,26.5403461,26.37957,26.5418911,26.4202919,25.6459332,24.1990662,23.2711487,22.4218826,21.624794
6,0.2963594,0.4432832,0.3899074,0.3585717,0.3336836,0.3124468,0.4128821,0.3765495,0.3033257,0.3493587,0.287372,0.2722779,0,32.2410355,26.4453278,23.9974346,20.4328976,21.378109,20.8582153,19.8811302,18.7704239,18.286871,17.5128517,17.152338,16.8078289,28.4457417,27.563818,26.5332985,26.2939587,26.5416374,26.4211712,25.6377449,24.2025948,23.2674904,22.4257927,21.6230202
7,0.3127112,0.4459891,0.3863713,0.3559539,0.3504659,0.3300938,0.3927105,0.3810061,0.3327854,0.332916,0.2858504,0.2752929,0,31.0713482,25.2712116,23.1400013,20.3595314,21.2084293,20.7347889,19.8521729,18.7281437,18.2498589,17.4431305,17.0026093,16.7483635,28.441124,27.5663567,26.5331974,26.2587357,26.5468235,26.4274864,25.6410484,24.2002258,23.2507439,22.4192543,21.6202698
8,0.30181,0.4622244,0.3957495,0.3803321,0.3510547,0.3434994,0.4166643,0.376315,0.3373427,0.4133209,0.3205095,0.2837029,0,30.5382442,24.5476437,22.5366631,20.252388,21.0653038,20.6200962,19.772728,18.6737175,18.2250423,17.4772892,16.9332275,16.7243042,28.4594879,27.5922947,26.5806828,26.2903786,26.5592003,26.4130611,25.6522961,24.2103539,23.2495232,22.4203072,21.6198044
9,0.3243234,0.4508597,0.3831428,0.35759,0.3557655,0.3323659,0.4554947,0.4000054,0.3163466,0.3643216,0.3270187,0.3153594,0,30.4640465,24.5724831,22.3079567,20.1459465,20.9407082,20.5254631,19.6161366,18.5789566,18.2188263,17.4946594,16.9525185,16.6990566,28.5056725,27.6012192,26.6066017,26.3446388,26.5669994,26.4333134,25.6604748,24.2087116,23.2497711,22.4235859,21.6219521
