Time (s),HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m
0,0.2034621,0.3805067,0.342709,0.3017984,0.3013705,0.291013,0.3203448,0.3312797,0.292258,0.3442615,0.2812856,0.2406214,0,19.787529,18.5165176,18.5201492,19.2317848,19.4552689,19.2610321,18.4833241,17.7002468,17.6842136,17.0801525,16.6966133,16.6506996,25.1582718,22.8732281,23.2958508,23.5234833,24.4811993,24.4770145,23.9875431,22.670248,22.0596066,21.4242039,20.8266029
1,0.2025142,0.3788832,0.3422478,0.2864189,0.2974693,0.2944212,0.3291699,0.338551,0.2942112,0.3401508,0.277397,0.2410974,0,19.6499882,18.5670147,18.5406055,19.2241001,19.4684811,19.2799435,18.4748764,17.7488422,17.6669979,17.0640812,16.675581,16.6365318,25.1370335,22.8845043,23.322649,23.5525551,24.4886799,24.4735279,23.9908619,22.6682682,22.0542164,21.4256382,20.8219662
2,0.1961156,0.3891656,0.339788,0.2995079,0.2853979,0.2824546,0.3226141,0.3408966,0.2946994,0.3343959,0.2756218,0.2443503,0,19.5552025,18.5652676,18.5959053,19.2124748,19.4522991,19.3215122,18.4773121,17.7847443,17.6702003,17.0478745,16.663168,16.6347828,25.1152802,22.9020805,23.3322697,23.5360489,24.4721909,24.4562855,23.9955578,22.676754,22.0623264,21.415554,20.8179455
3,0.1994334,0.3859185,0.3345608,0.3076885,0.29136,0.2770015,0.322362,0.3380819,0.2982802,0.34755,0.276298,0.2367337,0,19.5540199,18.5089397,18.6118355,19.2291508,19.4666939,19.2963924,18.492857,17.8117027,17.6823368,17.0234737,16.653986,16.6221809,25.1027737,22.9096127,23.3534298,23.5602417,24.4687443,24.4456558,24.0151863,22.6846657,22.0641785,21.419302,20.8182831
4,0.2020402,0.3818597,0.3321009,0.306216,0.3088047,0.2748051,0.3359778,0.3357363,0.3067437,0.3506741,0.2904153,0.2407007,0,19.6228924,18.5383587,18.5705185,19.2068691,19.4523926,19.2965298,18.4994545,17.7829361,17.7921181,17.105051,16.6731644,16.6010036,25.1029091,22.935503,23.3910522,23.5770397,24.4836311,24.449194,23.9930038,22.689724,22.0718899,21.427021,20.821455
5,0.2072538,0.3883538,0.3405567,0.304089,0.3103504,0.2866959,0.3291699,0.3378473,0.299745,0.332916,0.2883019,0.2449851,0,20.7218437,18.6316204,18.5485497,19.18606,19.4429855,19.2510281,18.4896622,17.8028049,17.8051491,17.1222668,16.7223835,16.6109924,25.0826054,22.9477119,23.4127235,23.5089703,24.4859905,24.4489098,23.9900665,22.6841354,22.0560722,21.4373493,20.8059921
6,0.2034621,0.393495,0.3425553,0.3089974,0.2896671,0.2776074,0.3284135,0.3467606,0.3018609,0.3355468,0.2874566,0.2539505,0,21.6999702,18.6849384,18.5554771,19.1739826,19.4464874,19.1941128,18.4988651,17.8097305,17.8227425,17.1010399,16.6988544,16.5981331,25.0902386,22.9648361,23.4218941,23.596899,24.4966621,24.4505024,23.9825821,22.6686897,22.0341816,21.4184742,20.7962093
7,0.2245536,0.384295,0.3537783,0.3127604,0.286134,0.2760926,0.3437943,0.3481679,0.3095106,0.3434394,0.2906689,0.2406214,0,23.4055996,18.724432,18.5455379,19.1826706,19.4384556,19.1792431,18.518961,17.7765923,17.8150768,17.1512165,16.7250805,16.6205349,25.0928307,22.9871273,23.4468288,23.5930614,24.4867783,24.4417515,24.0025806,22.6777267,22.0182209,21.4078064,20.810194
8,0.2150743,0.396742,0.3550083,0.3080157,0.3059341,0.2882864,0.3495937,0.3535628,0.3095106,0.3482077,0.2724095,0.2410974,0,24.7506218,19.3777885,18.5370674,19.1742058,19.4326515,19.2004185,18.5792961,17.7825737,17.8134518,17.1739464,16.7695332,16.6767578,25.0995274,23.0173206,23.4645214,23.6319561,24.490078,24.4639606,23.9979382,22.6867123,22.0139523,21.4012585,20.8078156
9,0.218629,0.4094597,0.3683837,0.3039254,0.3125586,0.3004045,0.3523673,0.3746731,0.3028375,0.3537983,0.2804402,0.2449057,0,25.1535778,19.8843136,18.583128,19.1867905,19.4269962,19.2361794,18.6321735,17.8385201,17.8321476,17.202528,16.7969952,16.7110538,25.1018372,23.037056,23.4940948,23.6868992,24.5082779,24.4829102,23.9828491,22.6939507,22.0287666,21.3975105,20.8036842
10,0.2198139,0.4078361,0.3623878,0.3157054,0.3101296,0.2958602,0.3490894,0.3589576,0.307883,0.3628418,0.2833989,0.2538711,0,24.7672825,19.9522934,18.6028881,19.2050133,19.4224186,19.2365417,18.592247,17.8601799,17.8576355,17.2283878,16.8175449,16.7213116,25.0999317,23.0544567,23.5239849,23.6736336,24.5249043,24.4995308,23.9975853,22.6924191,22.0431442,21.402422,20.795702
11,0.2269234,0.4048597,0.3706898,0.3125968,0.3113073,0.2910887,0.3523673,0.3685745,0.3191135,0.3582378,0.2888091,0.252443,0,25.66996,19.8853741,18.6032047,19.2224274,19.4269161,19.228878,18.5374451,17.8350143,17.8354931,17.2541962,16.8559399,16.7387524,25.1149731,23.0873375,23.549284,23.6917419,24.5532074,24.5104313,23.9979,22.7086391,22.0552006,21.4031143,20.7975349
12,0.2387726,0.4056714,0.3693061,0.3256858,0.2995303,0.2890438,0.3574102,0.3718584,0.3236708,0.3738584,0.3004749,0.2522843,0,27.2506294,19.8838139,18.9115486,19.2406273,19.4500542,19.2330189,18.5172596,17.7912407,17.8030968,17.251873,16.8562794,16.7432785,25.1504383,23.1145611,23.5727177,23.7405396,24.5459805,24.5228691,24.026989,22.7199612,22.0491009,21.408762,20.7918034
13,0.2475409,0.4294832,0.3737646,0.3160327,0.2996039,0.2943455,0.3642181,0.3735003,0.3243218,0.3621841,0.2944729,0.2433983,0,27.0176144,19.8880882,19.0747452,19.2840405,19.4657288,19.2103157,18.484663,17.7863941,17.8153763,17.2352276,16.8567581,16.7513676,25.176218,23.1438141,23.5735683,23.7777367,24.5551548,24.5172939,24.0161152,22.725359,22.0598011,21.4225082,20.7983494
14,0.2489628,0.4208244,0.3902148,0.3258494,0.311749,0.2907101,0.3841376,0.3852282,0.3407606,0.3643216,0.2944729,0.2399867,0,27.9622631,20.2417793,19.3766308,19.306921,19.4882259,19.2248344,18.4874039,17.8039684,17.8223057,17.243679,16.8739738,16.7636242,25.1898937,23.1658554,23.5899258,23.781601,24.5941906,24.5234222,24.0282993,22.7265759,22.0829887,21.4218292,20.7976685
15,0.2617599,0.4497773,0.3999005,0.3220863,0.3138099,0.2925278,0.3917019,0.4004745,0.3399468,0.3728718,0.3042789,0.2492694,0,28.7630234,21.5673008,20.2137527,19.4544735,19.5738506,19.339716,18.5419006,17.7877541,17.8742142,17.3168716,16.9243755,16.829977,25.2134476,23.2201347,23.6487389,23.8029385,24.6132374,24.5405731,24.0344887,22.7361794,22.0997906,21.4428177,20.8103256
16,0.2662626,0.471695,0.3882162,0.3443375,0.3088047,0.2994199,0.3947277,0.4035238,0.350689,0.3805999,0.3070685,0.2406214,0,27.9567394,21.7357025,22.1441669,20.2581043,20.1515732,19.5896759,18.5403728,17.7618847,18.0260792,17.4895935,17.0332661,16.8881893,25.2451611,23.2825985,23.7214069,23.8510075,24.6260891,24.5375404,24.0481014,22.7445011,22.1160698,21.4503918,20.8152523
