Time (s),HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m
10,2.0791819,1.1635891,1.0280842,0.5796111,0.7239441,0.5263306,1.2358845,0.6423047,0.5230523,0.5006317,0.5488368,0.4008877,0,42.9387703,30.7540569,28.2793655,22.9516602,24.2038803,24.3454514,23.0054836,21.4845791,21.3307686,20.3603401,19.8568077,18.8195438,28.177536,27.1683464,26.960741,25.2469788,24.9984951,25.3341503,23.9314404,22.4610176,21.334856,20.5001144,19.835165
11,2.1493288,1.1654832,0.9592084,0.5342907,0.6921462,0.5542779,1.380868,0.5766282,0.6402398,0.5524263,0.564053,0.3840677,0,48.3382454,33.5853958,30.3768711,23.3817749,24.4035683,24.7621403,23.6145115,22.4175358,21.9533787,20.794754,20.1579323,18.8969612,28.5668068,27.3772335,27.1893215,25.537962,25.291748,25.5769806,24.2003231,22.6427307,21.4969788,20.5899506,19.9353085
12,2.2365385,0.967142,0.711225,0.5403443,0.6325987,0.5270122,1.4005354,0.6444157,0.5303765,0.5596611,0.5548387,0.3917637,0,55.5539131,35.817318,32.3839684,23.8587837,25.0787067,24.7935677,23.4007034,22.0451355,21.5933552,20.7944183,20.4469624,19.1819057,28.9692421,27.3780308,27.424017,25.6041489,25.3828773,25.483717,24.31497,22.7537346,21.5959282,20.6799068,20.0158348
13,2.2602368,0.8662126,0.6554172,0.4459404,0.6409898,0.5304962,1.4267585,0.6270584,0.4253961,0.4361763,0.4320103,0.3672477,0,65.1323395,38.8744316,36.6591377,25.2612495,26.3774357,25.4010525,24.1991501,22.3797188,21.8604965,20.8164463,20.4131889,19.0698738,29.3970909,27.2882824,26.9595852,25.6113491,25.3787441,25.3930683,24.3641586,22.8067722,21.6706028,20.7614937,20.0655861
14,2.3014718,0.8069538,0.570245,0.4042194,0.5523679,0.4686183,1.4580245,0.6413665,0.4167698,0.4307502,0.3773166,0.3071081,0,71.4166412,41.6583214,40.3833542,25.8339272,27.6917419,26.9570904,25.0905476,23.3243332,22.7295418,21.1413612,20.7201519,19.0765305,29.764761,27.1409836,26.5272198,25.3976135,25.3044815,25.2636681,24.4074669,22.9323006,21.7784061,20.8235226,20.1124725
15,2.4341823,1.0586008,0.7498139,0.4290883,0.5701806,0.5264821,1.4844997,0.6500452,0.3827528,0.4177604,0.4135818,0.3791486,0,73.9252625,42.1660233,42.7025414,26.2069607,27.7477894,27.2863235,25.4410858,23.6647968,22.9735031,21.4283047,20.9226971,19.5233917,30.1567783,27.0461388,26.3280926,25.2439823,25.3152981,25.3251076,24.32374,22.8821735,21.7703037,20.8726864,20.179512
16,3.5484759,1.215542,0.9544425,0.6046437,0.6946488,0.525043,1.5790542,0.6875746,0.400331,0.412992,0.3684405,0.3650262,0,73.5790787,42.5452042,43.1161728,26.6097527,28.2669163,27.6072311,25.3964233,23.6681271,22.9760818,21.5070992,20.8178635,19.5115452,30.5641232,27.1513233,26.5167999,25.27491,25.4267139,25.5331993,24.4265308,22.8919411,21.7706051,20.8710918,20.1710835
17,3.9613002,1.295095,1.0657506,0.5221834,0.8303052,0.653343,1.6327612,0.7145488,0.396913,0.4435755,0.3780774,0.4170731,0,79.0397873,43.1525307,44.0537262,27.2967625,29.2678318,28.9295406,25.9635944,24.2323475,23.8616543,22.4188194,21.7631741,19.9039059,31.0553284,27.3887577,26.6309834,25.4425449,25.5840874,25.7067528,24.6796722,23.0852032,21.878376,20.9129868,20.2111111
18,3.7989669,1.4160479,1.0785111,0.5625955,0.7973296,0.6654611,1.7850569,0.7140797,0.5425836,0.5152658,0.4000563,0.383671,0,84.7965851,45.9911804,44.6812592,27.7266541,29.5350933,29.2262077,26.3120136,24.7653885,24.2470169,22.8164673,22.021328,20.3600006,31.6132317,27.5523415,26.7263908,25.4666405,25.6773205,25.7361164,24.8281536,23.2384186,21.9745045,20.9572678,20.2554245
19,4.1072817,1.6855538,1.4268871,0.6008806,0.9577177,0.6598565,1.7984206,0.7485599,0.4992893,0.4690617,0.4538202,0.3974761,0,90.9749908,48.2928581,46.1031952,27.8411598,29.2969761,28.4764729,26.3096161,24.4805679,23.8693771,22.5098934,21.8577576,20.3257141,32.1741791,27.6728764,27.1972218,25.769989,25.8955498,25.8757191,24.8881226,23.2969551,22.0539188,21.0284367,20.3338528
20,3.4977616,1.5491773,1.1773662,0.4982961,0.8598213,0.6553879,1.8420418,0.8222114,0.483827,0.5065511,0.4817165,0.4409543,0,99.3794556,52.8608131,48.7018204,28.5262222,29.9017696,28.7735157,26.2452126,24.2133636,23.8718014,22.2520313,21.8476734,20.2458019,32.7463799,27.8638134,27.2890606,25.999115,26.1155376,26.1209373,24.9755974,23.4121704,22.2055836,21.2007656,20.5442448
21,3.5913698,1.5754244,0.970739,0.5148209,0.7928396,0.5857848,2.0339244,0.8236187,0.4937554,0.4263107,0.4298124,0.3896215,0,105.6898422,56.3558159,51.0134468,29.1260204,30.9788609,29.4698906,27.1962776,24.969965,24.9105492,23.005146,22.4501877,20.555109,33.3474045,28.0157967,27.3577805,25.9103928,26.1359959,26.2135029,25.1294918,23.531065,22.346529,21.3195152,20.67066
22,3.575492,1.2493656,0.6901626,0.6051345,0.7251218,0.573591,2.2023575,0.8857768,0.5881565,0.4494949,0.4965946,0.4457941,0,115.9737396,59.3438873,52.8063087,30.0851612,32.3717346,30.867878,28.3110828,25.8940048,25.282753,23.5245361,22.7552452,20.921896,33.9906998,28.4024487,27.4652653,25.8740921,26.1276627,26.3135166,25.2322578,23.6108837,22.3590012,21.3558865,20.7199574
23,4.0696014,1.5510714,1.1270931,0.6663253,0.8611462,0.6606896,2.178908,0.9139239,0.47162,0.4973432,0.4844216,0.428022,0,119.061409,62.086071,54.0989189,30.8365669,32.999279,31.3154526,28.4827938,26.3601646,25.692934,24.1476345,22.9855061,21.2979622,34.6769524,28.4874954,27.4440327,25.9049702,26.2548218,26.5636539,25.3696938,23.7273159,22.4535599,21.4058247,20.7828274
24,4.3445015,1.6517302,1.0952688,0.6324577,0.8534176,0.6446332,2.2263113,0.9230717,0.4773166,0.6903807,0.6084335,0.4596785,0,120.1870499,61.0561943,52.756218,30.8785572,33.2468109,31.4727821,28.6936359,26.9970112,25.6171932,23.9859734,22.9054394,21.3418179,35.3608818,28.6019077,27.5442429,25.9736118,26.3615665,26.7016544,25.4421158,23.8123188,22.5560474,21.4443722,20.8149471
25,4.5781667,1.525095,1.0975749,0.5072947,0.6606427,0.5391303,2.3241437,0.9561445,0.4903375,0.3866837,0.4647251,0.4283393,0,121.7134628,60.6268425,52.329834,31.260067,33.5123672,31.7469978,29.1560497,27.1018314,26.0851345,24.740448,23.8082848,21.923975,36.0373535,28.7386055,27.6460304,25.8896885,26.2848644,26.7091541,25.5304756,23.926899,22.6268005,21.485651,20.8384247
26,5.1308109,1.865495,1.2640759,0.6979024,0.856141,0.6950746,2.514009,1.002118,0.5204481,0.5088531,0.4530594,0.465391,0,128.2543335,65.6011124,55.3132172,32.5977821,34.542057,32.4531555,29.9515018,27.3980598,26.4227467,24.8532772,24.0961323,22.1090508,36.7700272,28.9658966,27.767252,26.1554451,26.3137321,26.6130924,25.5023098,23.9247971,22.6194,21.5134945,20.848835
27,5.1910045,1.8660361,1.4273483,0.7610565,0.7900426,0.6991644,2.5987299,1.068029,0.5119846,0.4542633,0.5164601,0.4509512,0,135.2808533,67.8507004,57.3972969,33.2264595,35.5695801,33.5436172,30.8906479,27.9580078,26.9490299,25.4361629,24.8578491,22.8450832,37.6809807,29.2145386,27.7055187,26.2567844,26.4796009,26.8331966,25.7993298,24.0735645,22.7656403,21.5772934,20.9354362
28,5.1528503,1.6974597,1.2205673,0.8484251,0.9318819,0.7129487,2.7843088,1.1114224,0.6770237,0.5134571,0.5109654,0.3942232,0,141.25914,72.6200027,59.9316177,33.677784,35.9657097,33.8043365,30.978714,28.6212502,27.6124306,25.6833496,25.0232296,22.8262634,38.6098366,29.6366425,27.8251667,26.3860722,26.6552563,26.9623375,25.9403133,24.1837368,22.9099731,21.7119713,21.0406189
29,5.7381981,2.422095,1.7103845,0.7905066,0.9754568,0.6938628,2.9887987,1.2484048,0.8710341,0.575775,0.5799454,0.4636455,0,147.1260223,72.9427109,61.277359,34.1620102,37.110508,35.1204834,31.8400688,29.2905865,28.0609074,26.3466949,25.5648346,23.208847,39.6420059,30.3340454,28.715662,26.8544979,26.9944115,27.3408871,26.0005779,24.1971989,22.972271,21.7781448,21.0962162
30,6.0505415,1.989695,1.2912879,0.6020259,0.8194851,0.5876783,2.9764435,1.2183813,0.5914117,0.4879708,0.5957534,0.4403196,0,151.8171692,74.9909897,61.2929573,34.9665947,37.2456055,35.0034142,32.0993195,29.4548378,28.2096767,26.473299,25.7097321,23.4580231,40.7800064,30.756115,29.1632977,27.061491,27.1632252,27.4545422,26.1098537,24.2026386,22.9697666,21.7794304,21.1312561
31,6.570956,1.9372008,1.1420059,0.5827197,0.7697272,0.5630635,2.9454297,1.2404298,0.5634169,0.4319012,0.5378473,0.4368287,0,154.8635406,73.3167953,60.6084404,35.1629562,37.2251701,35.0379868,32.4639587,29.817709,28.1618919,26.3779163,25.4619122,23.1788311,41.8900986,31.1554375,29.079813,27.2069092,27.1678753,27.1808643,26.014061,24.1781788,22.9581528,21.8072166,21.1749916
32,6.7638601,2.0467891,1.1764438,0.5599777,0.8977285,0.6475112,2.9688792,1.159507,0.530702,0.3942473,0.3862772,0.4427792,0,153.5085449,71.6451645,59.4833031,34.8999214,37.2123337,35.2183533,32.9711723,30.5885792,29.2151413,27.2502193,26.3557663,23.6154289,42.8495178,31.3495979,28.8936176,27.1316833,27.1262436,27.2403297,26.0494308,24.2188969,22.9909534,21.8571186,21.2139263
33,7.2418547,2.5132832,1.5769378,0.7235894,0.8874237,0.7118127,3.1723604,1.1843703,0.5541395,0.4547566,0.3671725,0.4089011,0,154.7528839,71.2679291,57.8541794,34.9762802,37.0889206,35.3706856,32.8386841,30.7561951,29.6050301,27.781126,27.0398693,24.2890491,43.7748375,31.5404167,29.1240788,27.0119934,27.0231781,27.2180271,26.1094189,24.3084736,23.0355625,21.9074707,21.244215
34,9.6121578,3.3872832,2.2862965,0.8461346,1.095067,0.735973,3.4066035,1.185543,0.6586317,0.6431901,0.5274496,0.5172792,0,155.4804993,71.2088699,56.7414055,35.4657059,38.5840988,36.6678925,33.9326096,31.9771786,30.8391018,28.6283169,27.2119846,24.3522129,44.8234558,31.9408436,29.6926231,27.2482605,27.1190414,27.2859325,26.2472458,24.4204178,23.2024708,21.9882069,21.2832909
35,10.6006135,3.556942,2.8266944,0.9155059,1.1930369,0.8922203,3.3186047,1.2338622,0.5757867,0.4409447,0.6416555,0.6539023,0,154.5969543,73.1149826,60.8159065,36.591713,39.8655853,37.0770111,34.4929352,32.5718651,31.568882,30.0762424,28.9474049,25.8135185,45.93396,32.4039116,30.3124981,27.8693314,27.5812798,27.8388023,26.5414238,24.6708183,23.4087982,22.120945,21.4013367
36,10.9150898,3.687095,2.8645145,1.2747972,1.3310487,0.8841163,3.5573864,1.5920335,0.7212945,0.6344755,0.5490059,0.5732138,0,156.6952667,72.5039215,60.0941353,37.2379112,40.3765411,37.746048,34.0202065,32.1565285,30.846899,29.5721855,28.5646954,25.6369419,47.1172638,32.7977676,30.5086308,28.171154,27.8442802,28.2079258,26.7985783,24.9514351,23.6260929,22.2590122,21.511446
37,12.326797,3.9417185,2.2335635,0.9184509,1.3387038,0.9831057,3.6005032,1.3316732,0.7973036,0.7367492,0.7122417,0.6057431,0,155.799469,72.5534744,63.1056442,38.8737946,42.436882,41.0200844,35.9554024,33.4186478,31.5220604,29.3681946,28.1553211,25.3442307,48.58321,34.0087585,31.3199978,28.7995033,28.3196754,28.8321514,27.0589333,25.1419163,23.8296013,22.3601837,21.5478649
38,13.0285034,5.1141774,3.3663235,1.0130185,1.4819416,1.1117844,3.6282392,1.4946916,0.8433648,0.671636,0.7715003,0.6077266,0,155.4570618,72.3962708,66.4140091,40.5003891,43.9164276,41.9161339,37.3736877,33.8461952,32.3588982,30.0423756,28.9198895,25.3640614,50.1808434,34.7058792,32.6719246,29.3406487,28.683506,29.4780045,27.6765022,25.5535221,24.2162285,22.5865002,21.8039341
39,13.8373261,4.9707656,3.4448849,1.5606269,1.7668715,1.1822206,4.9184668,1.6520806,1.1955784,0.8663178,0.7589892,0.6650892,0,156.9866943,73.2204208,65.4173279,41.810524,45.5014648,42.5764008,38.1033134,34.0183792,32.1039238,29.9729347,29.0971222,25.8971176,51.8649673,35.4796333,33.3231125,29.9048271,28.9688416,29.8849411,28.1207123,25.9071693,24.4190102,22.7775345,21.9719963
40,19.6474362,6.6037655,3.7182355,1.4094496,1.5478192,1.0509669,4.6191703,1.8917997,1.0879937,0.8855558,0.880465,0.7312586,0,158.3451691,77.1490402,69.0514145,42.3226929,45.7694855,42.8654594,38.5707436,34.6347008,32.3947983,30.4770031,29.3258095,26.5558357,54.1367989,36.5724754,34.4025764,30.6803818,29.544281,30.2415848,28.3389454,26.1107273,24.6057682,22.9324493,22.0766411
41,24.1124313,6.6873773,4.2816945,1.4961638,1.9809922,1.3131714,4.4860376,2.0168196,1.4546929,1.674313,1.1548635,0.8884308,0,158.6074524,76.0333786,68.8028564,42.220665,46.5934105,44.6942024,41.352314,36.931797,34.1027527,32.1989517,29.9372158,26.9138088,56.9592705,37.8490067,36.2124748,31.8036137,30.1952877,30.8784313,28.8173027,26.3409252,24.6004105,23.0145435,22.1493301
42,17.4349636,6.1897656,3.816937,1.4436445,1.7974181,1.4586638,11.0022289,4.6291015,1.6976942,1.5980188,1.0620448,0.7950478,0,162.6403198,74.4312515,64.970459,42.5237808,47.2291946,45.4978104,41.0747681,36.8206596,34.089119,32.310688,30.7927017,27.3832073,61.3859253,40.2717323,37.4764748,32.7975922,30.8484592,31.9151764,29.172266,26.5642128,24.7476559,23.138958,22.28825
43,25.6357575,8.3536597,4.633299,1.6239446,1.8180279,1.3546,5.1141315,3.6601389,2.1135471,1.5897974,1.3673829,0.9346065,0,164.8767548,77.2410812,66.6793213,42.7501221,47.9001732,46.0200386,41.3300018,37.0917664,34.4211884,32.4152031,31.1128845,27.717762,66.8791809,43.8283577,40.0065651,33.9773064,31.5537529,32.8105278,29.8540497,26.9296036,24.919735,23.2856102,22.4369221
44,22.9028704,7.4999538,4.9699908,1.5228326,2.0350192,1.436094,4.5836178,2.1833564,1.1050836,0.9985173,1.0567192,0.7360984,0,165.0640106,76.7034988,65.6695404,42.7213364,47.9719124,45.7074928,40.8643494,37.891758,35.6079369,33.2412682,31.827261,27.9772911,70.8102493,45.486599,40.9508057,34.7354584,32.047966,33.3025055,30.5354557,27.3567791,25.2844944,23.4625912,22.5757961
45,20.3946433,7.8479302,4.8737492,1.7839568,1.9095941,1.5871153,5.9023378,2.6271417,2.2364312,1.4230683,1.0103943,0.654061,0,175.6785126,78.5912552,71.5539398,43.2336578,48.8836479,47.6917953,42.5942154,38.8172836,36.6803856,34.0029755,32.7975769,28.9489441,73.6218033,47.625927,41.856308,35.4795837,32.3624992,33.5561981,30.8048706,27.6390285,25.5505772,23.6418056,22.8282604
46,21.2904387,6.727695,3.93009,1.3116099,1.4812791,1.1951718,8.271243,3.8372309,1.9880588,1.467628,1.0038852,0.7615664,0,183.8204651,83.2264328,75.2111588,44.1807709,50.1861076,48.1845665,42.6054497,38.6419868,36.8450928,34.2204094,32.734211,29.6024208,77.5472641,49.8756943,42.5121002,35.7937737,32.5634232,33.5427818,31.0616684,27.9414062,25.7677479,23.8704033,23.1161118
47,19.5464814,7.8768832,3.3686296,1.2165514,1.7455257,1.1978226,6.6259948,4.3056449,1.5640679,1.1655753,1.0429401,0.7981421,0,191.6394348,92.0083466,78.2360077,44.9562454,51.141655,48.6355629,42.3238106,39.1951942,37.3144836,34.5897636,33.1256485,29.5203362,81.1361771,53.5082932,43.231739,35.6945152,32.8249779,33.3859978,31.1149788,28.0351868,25.9145374,24.0969296,23.2924671
48,17.2804509,5.6778126,2.6363636,1.3518583,1.4201859,1.0101442,6.1771762,2.5070476,1.2621474,0.7142227,0.7569604,0.608996,0,206.4481812,98.5735321,79.3189621,45.3889122,51.5240631,49.69207,43.9103508,40.703434,39.1411667,36.4414482,35.3140869,30.8765488,83.7826233,54.2987938,42.8514748,35.4258575,32.8221512,32.8501892,31.0554008,28.0534496,26.0343628,24.2627563,23.4239883
49,19.4986109,6.3210008,3.0213298,1.7284925,1.9808449,1.1195096,5.7028908,2.179838,1.0883192,0.7420109,0.8121613,0.7635499,0,210.5673065,103.8478851,82.5767899,46.3861198,51.5856361,50.2449608,44.6255722,41.832859,39.6109962,37.1392441,35.7366867,31.6964703,85.7223129,53.9337845,42.6846886,35.4361954,33.0058823,32.817028,30.6827374,27.8682575,25.9783535,24.3287811,23.586956
50,16.6794622,5.6358715,3.0304005,1.0729004,1.5471567,1.3096117,5.6799456,2.6215123,1.2364312,0.8687842,0.6838381,0.7620425,0,220.0350952,104.1907349,80.9087906,47.6868515,52.4859695,49.1852074,43.8432121,41.6116829,39.467926,37.255722,35.9402046,31.9974823,86.9501114,53.9842186,42.2343864,35.3169937,33.0575447,33.0326233,30.6905231,27.8990479,25.9888096,24.335474,23.5535393
51,17.4764357,5.1317656,2.5456567,1.3536581,1.3969999,1.0154458,7.3471304,3.59845,1.4398817,1.0741538,0.8046377,0.6620743,0,234.9321442,109.5898666,80.394989,47.7761307,52.2506409,48.7979965,42.9701042,41.1694145,39.0143127,36.3353386,35.0231514,31.4529819,87.9845276,54.271965,41.9217415,35.3169785,33.0200119,32.8615456,30.8066692,28.0723896,26.0004921,24.3407555,23.4941063
52,16.1739777,6.1383538,4.2142024,1.7188394,1.591983,1.2007006,7.1746631,3.8740566,1.5998752,0.9942422,0.812753,0.6511254,0,249.3734894,108.2432785,84.730835,48.4209824,53.0697899,49.2432442,43.7825699,41.7872696,39.9302254,37.3419571,35.9539795,31.7931595,90.1060791,55.2425613,42.2357941,35.6101074,33.1794052,32.9830246,30.8400612,28.2712746,26.1287479,24.373209,23.4743614
53,18.2091869,5.9251304,3.132023,1.2278407,1.6326872,1.1139808,7.1834881,2.8089249,1.2494521,0.82406,0.9685498,0.7540292,0,259.0661316,113.1995239,92.2620163,49.7316246,54.2206039,50.8636284,44.6152191,41.7558746,40.1136436,37.7841301,36.5862122,32.9758835,92.1783066,56.0894852,42.5820618,35.9386482,33.5611229,33.2904434,31.1454906,28.4372768,26.2991772,24.4933109,23.6218204
54,16.7628802,6.445742,3.2345679,1.2615447,1.6933388,1.1776006,6.5092516,3.0059543,1.5393284,0.892955,0.8821557,0.6869077,0,273.9901733,120.5060577,94.7518082,50.5665703,55.7525177,52.4193764,46.0578384,42.4643211,40.6865921,38.0945435,37.1248398,32.9178352,93.7284164,56.9403114,43.4783936,36.4424095,33.5994644,33.1116371,31.1403179,28.5692024,26.5569515,24.6480274,23.8440208
55,16.3446054,5.8296126,2.6886354,0.9830776,1.2572952,0.9404653,7.2851027,3.2738206,1.4094455,0.7157025,0.6148581,0.567898,0,271.5126953,123.9650116,93.4555054,50.6865921,56.279892,52.1735916,45.5950737,42.5541687,41.0379944,38.2616539,37.330677,33.0444489,95.1551819,57.2978058,43.5239525,36.3621864,33.5407982,32.8638992,30.9992256,28.4590511,26.5401936,24.7556038,23.9055309
56,23.1775336,8.1969891,4.9015762,1.9133737,1.8583641,1.0820951,6.8486392,3.3922727,1.5624403,1.096187,1.0055759,0.6009827,0,266.5031738,122.2589951,94.5130463,51.7693672,56.638607,52.5744476,45.6697693,42.7063866,40.6194344,37.5298004,36.3610458,32.5689125,97.5613937,58.3009377,44.5017204,36.8003387,33.7100487,32.8955307,30.8301983,28.2003536,26.366766,24.7175446,23.8314972
57,30.7361036,9.156495,5.8787509,2.1011999,2.2220527,1.4676009,7.0110207,3.3430154,1.5862034,1.229373,1.2301837,0.6876217,0,261.8928223,123.8834457,99.643486,53.1757164,57.1038895,53.8615685,46.8771286,43.4456596,41.6256752,38.067131,36.7223015,33.6023636,100.6243515,60.4091759,46.2150154,38.1121445,34.5289497,33.3297501,30.947731,28.2970619,26.379097,24.6576958,23.7799187
58,31.3581839,9.0569185,5.4139933,1.6419419,2.1683938,1.3696718,7.7551016,4.7989222,1.9564833,1.3018854,0.9618716,0.8554254,0,261.5548096,121.5038528,100.3948746,54.5347862,58.7158279,56.2286072,49.2824783,44.7604332,43.454216,39.5447159,38.749073,34.9362488,103.5879822,61.9158211,47.2431526,38.4739532,34.8315582,33.6513519,31.235508,28.787384,26.7283211,24.8586922,23.9421291
59,37.2889182,8.3111773,4.1453267,1.4873288,1.9401407,1.6208186,6.9305864,2.8436396,1.6597711,1.0933917,1.0545213,0.9980783,0,273.4405823,129.1817169,111.0857925,57.4162979,61.1437531,57.7136955,49.4731293,45.3517685,43.9002571,40.4100037,39.5194931,35.3376007,106.2628403,63.7289581,48.8246765,39.0683861,35.424469,34.5830078,31.6762848,29.09058,26.9826107,25.1108646,24.2342472
60,29.0904944,8.4608126,5.6001731,2.3332013,2.0032213,1.5300089,7.4472321,2.7885182,1.7969781,0.9215653,1.028062,0.924689,0,288.6208801,135.5123291,113.2430649,59.3744469,63.7973938,58.7794151,50.2800903,44.9029465,43.2756081,40.1303749,38.5784111,34.7467613,108.1622009,64.0484085,49.875267,39.3085937,35.6279831,34.791111,32.084362,29.3031368,27.1284008,25.2630062,24.2957668
61,26.9382156,7.839542,4.2978373,1.8330403,2.3153119,1.5409152,13.3527275,4.3724942,2.178163,2.0733778,1.7835455,1.0889224,0,296.5410767,144.2912903,122.2772827,60.4448853,63.7479439,58.6039925,50.2233047,44.7442245,43.4468994,40.1007156,38.3212662,34.8214378,110.7891922,64.7232513,51.3963242,40.9710426,36.3551903,35.7903061,32.5747643,29.4609985,27.1229134,25.2967949,24.2845821
