Time (s),HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m
15,0.3793034,0.3870008,0.3170344,0.3114515,0.3099824,0.280334,0.3828769,0.4558304,0.3464573,0.3153223,0.2743538,0.2564893,0,26.7485657,21.2458839,21.3160591,21.2463474,21.9338474,21.6508942,20.6209774,20.1025028,19.7834072,19.1035995,18.5613651,18.4327202,20.3378334,21.8032589,21.6137848,22.2773457,23.5950298,23.7399445,23.2648411,22.066227,21.2194519,20.6078415,19.8924007
16,0.3973141,0.3897067,0.3210316,0.2998351,0.2974693,0.2802582,0.3932148,0.3720929,0.314719,0.3210773,0.2678446,0.2586315,0,26.7654495,21.2488232,21.2776413,21.248148,21.8772545,21.5912647,20.6292305,20.106205,19.7472038,19.1118641,18.5848465,18.4653091,20.4101868,21.8198433,21.6220322,22.2916546,23.5937996,23.7368202,23.2662582,22.0627213,21.2231464,20.6005344,19.8964825
17,0.4030017,0.4032361,0.3171881,0.3006532,0.2990887,0.2686703,0.3874155,0.3887466,0.3335992,0.3115405,0.272494,0.2499835,0,27.3827038,21.2117577,21.2018681,21.2543392,21.8485565,21.5257816,20.6088581,20.1253052,19.7933121,19.0986862,18.5853481,18.4878521,20.4584751,21.8101082,21.6289787,22.2876034,23.5965691,23.6903992,23.2554016,22.0476837,21.2263012,20.5942078,19.8962231
18,0.4312027,0.4240714,0.3287186,0.296072,0.2981318,0.2745779,0.4191858,0.4553613,0.3554091,0.3301208,0.2666611,0.2532364,0,27.7776337,21.198267,21.2339134,21.2529888,21.8240776,21.5270901,20.6029568,20.1231956,19.842886,19.1357098,18.6098557,18.5127258,20.5443592,21.905426,21.6283875,22.3086224,23.586895,23.666729,23.271471,22.0448208,21.2173729,20.6224537,19.8846245
19,0.4634324,0.401342,0.3202629,0.3083429,0.3023274,0.2777589,0.4360795,0.5968003,0.3122776,0.3319294,0.2829763,0.2557753,0,27.4591331,21.2412338,21.2396946,21.2344913,21.8230305,21.4983559,20.6011486,20.1251831,19.8608398,19.1551762,18.6764908,18.5382767,20.6362228,21.9699554,21.6542645,22.2749729,23.5903931,23.6743851,23.2530098,22.0441551,21.2038155,20.6012955,19.8873711
20,0.4864197,0.5095773,0.3465525,0.2926362,0.2918017,0.2660952,0.4441482,0.5792084,0.3822645,0.3095674,0.2610819,0.2583141,0,27.8344994,21.293829,21.2080536,21.258625,21.8335018,21.5118637,20.5934143,20.099987,19.8728561,19.1637707,18.63908,18.5419312,20.7312584,22.196455,21.6636009,22.2562523,23.5841904,23.6859722,23.2543812,22.0565147,21.20784,20.5874939,19.8952007
21,0.4783623,0.4711538,0.384219,0.3184868,0.2920961,0.2582185,0.4375924,0.3934378,0.3786838,0.351003,0.2667457,0.2452231,0,28.6360836,21.7260208,21.2601528,21.2492542,21.8070698,21.5514164,20.6417198,20.1448898,19.8820877,19.1646423,18.617136,18.5108833,20.8189621,22.2962341,21.7300739,22.3374882,23.5846825,23.670948,23.2438927,22.0418491,21.2041626,20.5822926,19.889616
22,0.5115399,0.4562714,0.3548545,0.2980354,0.3047564,0.2660195,0.454234,0.3793642,0.350038,0.3156512,0.2836525,0.252443,0,29.0342999,22.6914062,21.8687935,21.3673782,21.8057098,21.5345039,20.6741257,20.1932487,19.8723621,19.1796131,18.6146297,18.5015354,20.9142799,22.3179836,21.8155384,22.4100418,23.5961914,23.6843472,23.2444248,22.0420017,21.2001476,20.568409,19.8780022
23,0.5596474,0.411895,0.3485512,0.3191413,0.2848827,0.2624598,0.4766749,0.3552047,0.3156955,0.3348891,0.286104,0.2613291,0,31.430584,23.6616611,22.7094593,21.6554012,22.0265541,21.6253033,20.7581501,20.2116356,19.8527699,19.1801624,18.6003494,18.4781418,21.0384197,22.2995853,21.8574142,22.4568291,23.6425419,23.6996498,23.2283134,22.0304241,21.200695,20.5685787,19.8698196
24,0.5700747,0.4146008,0.3434777,0.3194685,0.307995,0.2807884,0.4953337,0.354501,0.2712619,0.3311073,0.2705497,0.2609324,0,33.3846169,24.670332,23.5073872,21.7969322,22.3579617,21.9616966,21.1668091,20.2618313,19.870348,19.1760807,18.6205997,18.4968605,21.1829395,22.237915,21.8791218,22.5001354,23.6634579,23.7459106,23.2390118,22.0365829,21.2197437,20.5830917,19.879406
25,0.6271876,0.439495,0.4632416,0.3109607,0.3146196,0.2948756,0.5197917,0.3657598,0.3010471,0.3038124,0.267591,0.2592662,0,34.8542976,24.6173954,24.5702934,21.9042549,22.5573349,22.0974236,21.2919903,20.3870945,20.0637989,19.2095375,18.6495266,18.5166454,21.328886,22.2386971,21.9121304,22.4925804,23.6797619,23.7746925,23.2689438,22.0570698,21.2318974,20.6096764,19.8866444
26,0.6897511,0.476295,0.4298799,0.3410653,0.3427372,0.3248678,0.563665,0.3953142,0.319439,0.3454125,0.2865267,0.2538711,0,36.2071495,24.4066811,24.5222607,21.9926033,22.8176613,22.2850475,21.3523045,20.383316,20.0710335,19.3512535,18.7449837,18.5307236,21.4964066,22.2633457,21.977356,22.6093254,23.7244434,23.8500023,23.3018951,22.0862617,21.2614822,20.6373863,19.9413319
27,0.6925949,0.4662832,0.362849,0.3256858,0.3201401,0.3326688,0.5790459,0.4011782,0.3786838,0.3192686,0.3103654,0.252681,0,40.2810593,25.6103706,25.3252163,21.9831333,22.7559128,22.2539787,21.3014965,20.5700207,20.2640495,19.4743309,18.8453712,18.6310558,21.6631355,22.3592224,22.0213356,22.6722412,23.7857666,23.9540501,23.3564148,22.1082458,21.3217583,20.7041645,19.9960079
28,0.7364367,0.453295,0.3522409,0.3584081,0.3482577,0.3138101,0.5966961,0.4100914,0.3207411,0.319433,0.2824691,0.2634712,0,42.1247864,25.4900856,25.8917065,22.2006245,22.7444553,22.2159901,21.1618366,20.5892792,20.3167648,19.5726128,19.0391674,18.741539,21.8490639,22.3932343,22.0553627,22.7009506,23.8106556,23.9751472,23.3998547,22.1505928,21.3789005,20.7537708,20.0532398
29,0.7783827,0.5415067,0.5193569,0.4068372,0.3719589,0.2951029,0.6181284,0.4635709,0.3589898,0.4110189,0.2947265,0.2719606,0,40.7492371,25.0340919,25.5318699,22.2798004,22.8084488,22.2273216,21.0237293,20.5930367,20.3258457,19.5972633,19.0817051,18.7548008,22.0509224,22.6083927,22.0936127,22.8036003,23.8465729,23.9872131,23.4270706,22.1998119,21.4061527,20.7795277,20.098753
30,0.7949715,0.9143773,0.6846279,0.3734604,0.4073635,0.3266098,0.6352743,0.4717804,0.358827,0.3238725,0.2817928,0.2823541,0,40.2466431,25.0537491,25.9634533,22.2794132,22.9179287,22.2470207,20.9888229,20.5558453,20.258215,19.5562363,19.1064053,18.7631512,22.2410316,22.6989212,22.1648655,22.9267292,23.9044704,24.0935059,23.4391747,22.2149563,21.4152412,20.7954521,20.1283531
31,0.8821812,0.9841891,0.7222943,0.3924393,0.41811,0.3589499,0.6801562,0.4832738,0.3571994,0.3445903,0.3078294,0.2747375,0,42.5937653,25.2484398,26.0775223,22.4571152,22.8834171,22.3080006,21.1109295,20.4920616,20.1905499,19.4866943,19.0219784,18.7224598,22.4579678,22.8341084,22.2815666,23.147171,23.9926071,24.1959724,23.4853153,22.2183323,21.4174786,20.7711391,20.11693
32,0.9136999,0.651095,0.7298276,0.5038589,0.441296,0.3852309,0.7051186,0.4525466,0.3243218,0.3222282,0.2833989,0.277435,0,45.9723625,25.2318439,25.8678589,22.5340748,23.1046791,22.4815941,21.0992107,20.5015869,20.2586002,19.4768581,19.0471077,18.7054005,22.6908321,23.0545597,22.4051533,23.2793999,24.0876255,24.2898083,23.5285034,22.2520905,21.467165,20.8053188,20.1503735
33,0.9719977,0.7222597,0.6254378,0.3989838,0.4251762,0.3875788,0.7411753,0.4384731,0.3013726,0.297893,0.2851742,0.2746581,0,49.4564705,25.8323936,26.5844059,22.6177578,23.0326576,22.5353413,21.3187542,20.7341156,20.4541836,19.5641613,19.1755333,18.7858982,22.9508057,23.0954037,22.4865704,23.3312321,24.1749763,24.4001827,23.5810585,22.2849941,21.5182743,20.8265057,20.1605682
34,1.037405,0.6318832,0.6269752,0.3804957,0.411191,0.3918959,0.7800057,0.4490282,0.3542698,0.2886851,0.2741847,0.2906054,0,50.9856148,26.4309464,26.6891766,22.9422073,23.4267006,22.7507019,21.3564682,20.8727512,20.7076836,19.8829422,19.5565052,18.9718475,23.2204037,23.1235924,22.5481262,23.4048729,24.2315178,24.4680405,23.6504841,22.3389606,21.5809727,20.8653679,20.1941395
35,1.1006794,0.6768008,0.7902476,0.5171114,0.4492455,0.3961372,0.8448071,0.4717804,0.3619195,0.3592244,0.302081,0.2606943,0,53.4595299,26.4585686,26.398819,23.029377,23.8117828,22.9401493,21.7466774,21.1091061,20.9021626,20.1111736,19.8586082,19.3338852,23.5117588,23.1959686,22.6194134,23.5669994,24.2909698,24.517252,23.6933022,22.3712139,21.6257401,20.8991814,20.19837
36,1.14855,0.595895,0.6524961,0.4976417,0.5258696,0.4302192,0.9073391,0.5104826,0.3449924,0.4103612,0.3360638,0.3202785,0,54.8098145,28.1542587,26.8880749,22.8106918,23.5546074,22.8809338,21.8235035,21.190136,21.1659012,20.3277931,20.1091785,19.5376797,23.8115501,23.2367325,22.7204437,23.7387638,24.3744469,24.6033306,23.7298813,22.3904057,21.651001,20.9047432,20.2141838
37,1.2540074,0.7330832,0.6302038,0.3590625,0.4389406,0.4246904,0.9784441,0.7680283,0.5193088,0.4536056,0.3298083,0.3073461,0,51.5021706,27.7217331,27.0489311,22.8467178,23.6341534,23.0336094,21.8307438,20.9755116,21.0015545,20.2822857,19.989954,19.7328777,24.2097187,23.5176697,22.8246613,23.8289032,24.4853191,24.7621555,23.8233852,22.4430962,21.7393246,20.9571228,20.2643242
38,1.3177558,0.614295,0.4830741,0.3523545,0.3594458,0.3347138,1.5828364,0.9744401,0.6755588,0.4825448,0.3553377,0.3065527,0,49.2406311,27.437006,26.2095947,22.7661324,23.4634991,22.9591007,22.0578842,21.0833302,21.0969524,20.2076092,19.7894821,19.6798286,25.0947933,23.9579029,22.9421902,23.8062916,24.5187054,24.7138672,23.882513,22.508728,21.7837582,20.9815006,20.2815056
39,1.4860137,0.9814832,0.7006169,0.3911304,0.3984572,0.314416,1.3248918,1.0323761,0.720969,0.5756105,0.384502,0.3616939,0,48.0139809,26.7713356,25.6527309,22.6923618,23.3575783,22.8258781,21.8468723,20.9768562,21.0336552,20.1621628,19.8712635,19.8036976,26.0448132,24.6347027,23.0778885,24.0085316,24.5641956,24.6807041,23.8614273,22.5417862,21.7724953,20.9816036,20.278574
40,1.6348389,0.9249303,0.9027857,0.4377598,0.4875944,0.4009087,1.1372956,0.8512967,0.6384494,0.5239804,0.3774011,0.3374159,0,49.1856651,27.4537754,25.8580093,22.6507511,23.2898579,22.8982925,21.7233582,20.8968887,20.8488121,20.038847,19.680233,19.6401329,26.3927708,25.1719666,23.3108501,24.2477798,24.6728058,24.7688541,23.8978157,22.5467739,21.7608166,20.964983,20.285471
41,1.7248924,1.0748361,0.8093115,0.4771902,0.4911275,0.4910367,1.2086528,0.6594275,0.6579807,0.6117845,0.4049593,0.3478094,0,52.3297272,28.534502,27.575573,23.0385876,23.4654999,22.9088326,21.613348,20.827404,20.7545719,19.9806976,19.5627613,19.4927425,26.7250233,25.5172958,23.5201588,24.4198818,24.8013153,25.0216637,23.9915791,22.6145058,21.7887897,20.9884338,20.321085
42,1.8467016,0.9760714,0.8734212,0.5334726,0.5093818,0.4639226,1.3014422,0.6896856,0.4724338,0.4499882,0.4045367,0.3651848,0,54.8357468,28.6881542,28.82728,23.4084377,23.9866486,23.2378082,21.7497082,20.7878304,20.7958431,20.107378,19.7237415,19.4371777,27.0970783,25.647892,23.7418652,24.516613,24.9452572,25.2188091,24.140131,22.6628628,21.8542118,21.0444431,20.3452511
43,2.2130772,1.0921538,0.8282215,0.4109274,0.4775839,0.3853067,1.4249934,1.1048548,0.5733453,0.4680752,0.403015,0.3463813,0,53.2380676,28.3598175,28.4428005,23.4417152,24.2859344,23.4198837,22.5329838,20.979351,20.7988415,20.0651989,19.8315964,19.5746002,27.7701702,25.9964905,23.917057,24.6361141,25.0816975,25.3653774,24.2467575,22.7593899,21.9689617,21.1570377,20.4150391
44,1.8881736,0.8145303,0.7330562,0.3621712,0.3907285,0.3324416,1.4721446,0.9108746,0.7484755,0.5999458,0.3976048,0.3637567,0,52.0790482,27.8374252,27.4843311,23.2355843,24.0027313,23.2432957,22.5222244,21.2879086,21.1483746,20.0460644,19.7341862,19.4901524,28.4483719,26.4913387,24.118597,24.8368111,25.1900387,25.4358768,24.3109055,22.8008938,22.0040398,21.2103539,20.4486637
45,1.966141,0.8302244,0.6484989,0.435142,0.3839567,0.3044186,1.5119836,0.882493,0.6612359,0.5290776,0.3907576,0.3818462,0,52.9192467,27.8768711,26.9512806,23.0930386,23.7686634,23.121212,22.1905422,21.1880226,21.3049946,20.2679825,19.9524708,19.4778461,28.9759903,26.5236473,24.3533878,24.9731789,25.2344875,25.3862305,24.3315525,22.8174019,21.9947948,21.1935139,20.4435749
46,2.0410276,0.8007303,0.4677001,0.4195989,0.4426209,0.3747791,1.5767849,1.0647452,0.7655653,0.48534,0.3658199,0.3352737,0,53.3343925,28.1411476,26.5498486,23.0350189,23.7799473,23.0722828,22.0062847,21.1086864,21.0183086,20.1654186,19.8946571,19.6095314,29.6534939,26.791172,24.5136986,24.9674358,25.2536907,25.3736897,24.3337498,22.7896843,21.9416866,21.1354198,20.4571629
47,2.3773064,0.8532244,0.5259677,0.3665887,0.4002237,0.3495584,1.6448641,0.89469,0.5710666,0.5672247,0.4085098,0.3483648,0,58.0958672,29.6356735,26.7890549,23.0094471,23.777483,23.1118546,21.9283924,21.1320057,20.9262295,20.091959,19.8705292,19.5607376,30.330452,26.9751244,24.5755348,24.9558983,25.2999897,25.4694557,24.3842335,22.8099384,21.9801311,21.1280212,20.4478626
48,2.5152304,1.8027185,0.743818,0.4537937,0.4566061,0.3557689,1.707144,1.0971143,0.81537,0.6417103,0.3779929,0.3607418,0,63.9222755,31.7046814,28.281044,23.0187054,24.1084423,23.3782139,22.180212,21.0475998,20.8910885,20.071249,20.0017509,19.6846848,31.2499523,27.3849773,24.6918087,25.0256443,25.3243484,25.4386463,24.4188175,22.8756161,22.0632572,21.157011,20.4654865
49,2.6666625,0.948742,0.5868489,0.5131848,0.4889929,0.5386759,1.8796114,1.2570835,0.7867242,0.5591678,0.4047903,0.3593137,0,64.8071594,31.6057301,29.7401485,23.1246319,23.9819241,23.6377869,22.6351204,21.6340714,21.3408337,20.1470528,20.1463413,19.7969398,32.0494232,27.77742,24.8471088,25.1503067,25.4001961,25.5620613,24.5189095,22.9550076,22.1900253,21.2577591,20.4964848
50,3.0320902,1.3600361,0.8835681,0.356772,0.3733574,0.454834,2.0142571,1.3555982,0.8689182,0.6367775,0.4350536,0.3804181,0,65.7645798,32.3123665,29.8312111,23.2222881,23.8289642,23.8920727,23.0327377,21.8118019,21.8614254,20.5664062,20.3217449,19.9327927,32.9889641,28.2956638,24.9536858,25.2281437,25.5259895,25.8075256,24.6224651,23.0492344,22.2282314,21.3221722,20.5302086
51,2.8744965,1.0469655,0.8412895,0.6165874,0.4121479,0.3791719,1.9179375,1.2484048,1.1011773,0.6928471,0.423895,0.4237376,0,68.9128342,33.4113083,30.1562843,23.2690907,23.8110218,23.6235809,22.8114243,21.5970993,21.509903,20.4964256,20.337162,20.0210819,34.0399437,28.5374203,25.1126938,25.4438477,25.5674019,25.8345623,24.6302528,23.1077595,22.2776909,21.351593,20.5592728
52,3.2823441,1.3635538,0.626514,0.6828501,0.4845029,0.4820997,2.2464829,1.2258871,0.9576226,0.655851,0.4271919,0.3721667,0,70.183136,33.6436119,30.7452202,23.3009968,23.8103619,23.4953537,22.5452404,21.4057388,21.3183365,20.3579998,20.172823,19.824173,34.8592377,28.9838848,25.2492523,25.7614155,25.6672554,25.8059597,24.6454754,23.1320858,22.2959671,21.3399372,20.5643044
53,3.2877948,1.3990009,0.9352249,0.5887734,0.4591823,0.395607,2.2890955,1.1984438,0.7455458,0.6158952,0.4554263,0.3804181,0,69.9172058,34.7963943,33.2657738,23.7995434,24.0105572,23.4578457,22.3826809,21.4709225,21.2025356,20.2672539,20.1640606,19.7546692,35.7144356,29.6411972,25.4775028,25.9223557,25.8085289,25.9479237,24.7059441,23.1820259,22.31563,21.32967,20.5604801
54,3.7887766,1.9926714,1.3952165,0.6893946,0.5899071,0.4123451,2.4292882,1.0893739,0.6801161,0.6287205,0.4261775,0.4167557,0,70.9076538,35.985981,35.2132874,24.4100876,24.2018795,23.5992641,22.5893707,21.6326447,21.4191074,20.2686119,20.1555424,19.7598248,36.6047058,30.0700092,25.738821,26.2939148,25.9405842,26.0421658,24.7579575,23.2250195,22.3522053,21.3742523,20.5736008
55,4.227906,1.9558714,1.5231286,0.7674373,0.6398121,0.6587204,2.3904579,1.0581776,0.8671278,0.8178118,0.4838299,0.4891929,0,79.4951859,36.432663,34.9621735,24.8955593,24.5918102,23.8493233,22.9028645,21.7682285,21.9798012,20.608923,20.5541363,19.9282532,37.6003113,30.6784306,26.1020889,27.0357132,26.1621723,26.3818207,24.8342018,23.2820568,22.4410744,21.5284348,20.6911011
56,4.7281769,2.6269303,1.6018438,0.8696946,0.6961946,0.5954035,2.6335259,1.1857776,0.845969,0.6596328,0.5329443,0.5209288,0,82.0818863,38.7220268,34.9788666,24.9173203,24.8938293,24.14468,23.2817173,22.1277122,22.1829433,20.9600887,20.7582092,20.1679649,38.5020981,30.9684944,26.4508438,27.4898777,26.4017963,26.697546,24.9750309,23.3746185,22.5522289,21.6465378,20.7835064
57,4.6338577,2.7984832,1.8158505,0.818157,0.6361318,0.7902014,2.8385201,1.1512974,0.771913,0.668183,0.5175591,0.4520619,0,78.8125839,40.2942467,35.4103775,24.9732723,25.2250328,24.3436642,23.4202633,22.0382786,21.865057,20.9081097,20.786293,20.3444195,39.6802216,31.3950405,26.8000202,27.7252674,26.6619072,26.9748573,25.1364098,23.4911747,22.7225914,21.7132435,20.8457165
58,3.8871246,1.5275303,1.1538439,0.6300035,0.734617,0.7553619,2.8826455,1.2106408,1.0228895,0.520363,0.573859,0.4425411,0,80.7255325,41.1284561,36.6437645,25.1544571,25.8252907,25.1506977,24.3859482,22.4699192,22.1212158,20.964735,20.6649189,20.2029743,40.7686348,31.5675926,27.009201,27.7098999,26.8975334,27.2548466,25.3662663,23.6157761,22.8233852,21.7285061,20.8549213
59,4.3530329,1.529695,0.7685702,0.4256525,0.4918635,0.5321624,3.2681757,1.404621,0.8342502,0.5026049,0.5257589,0.3892248,0,89.5725327,43.9456635,36.7883339,25.233263,25.7461262,24.9618664,23.828146,22.4693451,22.4357948,21.5603447,20.996088,20.3849239,41.8092422,31.690237,27.1078682,27.4837399,26.9943256,27.2256088,25.5213528,23.7461147,23.023037,21.8624783,20.938179
60,4.2670081,1.6428008,0.8146924,0.4904427,0.4247346,0.4046198,3.49082,1.8343328,1.271913,0.7635508,0.5609252,0.4472222,0,92.5589447,43.8925362,37.7888107,25.1350117,25.4714222,24.6533585,23.4694042,22.2541924,22.0504951,21.2463932,20.7239723,20.4297276,43.1007156,32.0004997,27.1561985,27.4166145,26.9954872,27.0921154,25.541029,23.8539715,23.094595,21.9375439,21.0402431
61,4.5629998,1.6108714,1.1146401,0.6345846,0.6276671,0.5291329,4.0152823,1.9328475,1.3005588,0.8253754,0.6217899,0.4423031,0,94.7539139,43.4021606,37.2696457,25.085125,26.0268764,24.8295784,23.5333824,22.314064,21.9146996,21.0889988,20.5421352,20.2346973,44.443512,32.4405365,27.2648678,27.7915955,27.0588932,27.1720905,25.5470829,23.8744087,23.0889301,22.0178909,21.0857677
