Time (s),HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m
10,0.2672105,0.5436714,0.403129,0.3197957,0.3182999,496.2925306,0.3115197,0.3244775,0.3213921,0.3597176,0.3009821,0.2534744,0,22.9321957,21.720541,21.1013737,21.1003132,21.9581642,21.4942875,20.7085991,19.9126377,19.4289303,18.6448917,18.0547962,17.8293362,23.4987164,22.3300686,22.572073,23.6250038,24.3144455,24.7648373,26.8885365,23.8482971,25.9038658,22.4626598,21.5074596
11,0.2871171,0.4868479,0.4291112,0.328958,0.3235996,496.2925306,0.310259,0.3484025,0.3181369,0.3592244,0.3061387,0.2587108,0,23.0176697,21.5857906,20.9703369,21.0607548,21.9447937,21.6125031,20.7847652,19.9144363,19.4288292,18.6322498,18.0615444,17.8676414,23.4929466,22.5349483,22.6227455,23.6548157,24.3207779,24.7707863,26.8895683,23.8674908,25.8924446,22.4572582,21.5047073
12,0.4437628,0.5074126,0.4498662,0.3415561,0.3327267,496.2925306,0.3266484,0.4072767,0.3238336,0.3768181,0.3207631,0.2675969,0,22.6509533,21.4612198,20.8779564,21.0484695,21.8650227,21.6252518,20.8563251,19.9032822,19.4343872,18.6473083,18.0632992,17.8500061,23.5162544,22.7242146,22.6790543,23.6576996,24.3282013,24.7785816,26.8781071,23.8662128,25.8806,22.456356,21.516695
13,0.4714898,0.599142,0.4941434,0.3593898,0.3467119,496.2925306,0.3332042,0.3803025,0.3220432,0.3595532,0.3071531,0.2591869,0,22.469492,21.2859173,20.7416592,21.09132,21.8854771,21.5937557,20.9078979,19.9233818,19.4701023,18.702776,18.1207237,17.8313503,23.5200138,22.7783604,22.7051735,23.6769886,24.3486061,24.7963276,26.8841209,23.8665695,25.8707619,22.4654255,21.5136395
14,0.3935224,0.5320361,0.4610892,0.3489186,0.3512019,496.2925306,0.3395079,0.3730311,0.3259494,0.4036197,0.3165364,0.2557753,0,22.7749844,21.2220039,20.6731548,21.0539703,22.013464,21.6360588,20.8823109,19.9554825,19.4938831,18.7508755,18.1806602,17.8604603,23.5606956,22.8475037,22.770546,23.7006721,24.3692455,24.7991829,26.888483,23.8807755,25.8551159,22.4743481,21.5153656
15,0.3529983,0.5185067,0.4555545,0.3530089,0.3566488,496.2925306,0.3506023,0.3554392,0.3163466,0.3819153,0.3269341,0.2606943,0,23.5545712,21.8737869,20.6588116,21.0495033,21.9005604,21.6194572,20.8581161,20.02314,19.5673332,18.7851658,18.1510735,17.8518009,23.5785599,22.7922897,22.8357868,23.7113571,24.3954296,24.816658,26.8757381,23.8906975,25.8619976,22.4642067,21.5158291
16,0.3563161,0.4251538,0.3883699,0.3572628,0.3501714,496.2925306,0.3619488,0.3392547,0.3209039,0.3985225,0.2999677,0.2556959,0,24.0192337,22.410677,20.9234257,21.0400448,21.8573608,21.595974,20.8676281,20.0205078,19.6049957,18.8334579,18.2085419,17.8331966,23.6096001,22.7809525,22.8736935,23.6913185,24.4121017,24.8208408,26.8621807,23.8941269,25.8571129,22.4797611,21.5188885
17,0.3693502,0.4056714,0.3476287,0.3551359,0.342222,496.2925306,0.3720346,0.3237738,0.3664768,0.3829019,0.3341195,0.2801326,0,25.0758324,23.1334629,21.263258,21.075119,21.9216099,21.5912113,20.9064922,20.0354824,19.5975609,18.7929611,18.2292538,17.90979,23.6196041,22.7610474,22.8878784,23.7513046,24.4364796,24.8353748,26.8438587,23.8818111,25.850111,22.4875069,21.5186787
18,0.3947073,0.4024244,0.3566994,0.3433558,0.3310338,496.2925306,0.3937191,0.344415,0.3347385,0.3875058,0.3306536,0.2684696,0,26.5353317,23.986393,21.5563488,21.1022434,22.0734558,21.6516933,20.9905186,20.1218376,19.6064949,18.7783279,18.1807499,17.9073162,23.6428623,22.7146435,22.8698845,23.7696648,24.4665489,24.8302689,26.8365002,23.8717861,25.853693,22.4914818,21.5211411
19,0.4041866,0.4917185,0.4046664,0.3611895,0.3363335,496.2925306,0.4015356,0.3488716,0.2974664,0.4046063,0.326596,0.2649787,0,27.0458279,24.4991379,22.2537537,21.0934963,22.1712418,21.6471233,21.0413303,20.1104317,19.6368828,18.7847691,18.1453533,17.8666134,23.687851,22.6877289,22.8744087,23.7741871,24.4797688,24.8517971,26.8440285,23.8853836,25.8363113,22.4804783,21.5059566
20,0.4046606,0.6015773,0.4381819,0.367734,0.3701187,496.2925306,0.4136386,0.3441804,0.3448296,0.3973715,0.3354721,0.2742614,0,27.2678185,24.6082973,22.2622986,21.1574364,22.2764454,21.6958618,21.0312901,20.1406193,19.6807976,18.8180351,18.1908245,17.8546486,23.7296543,22.8970127,22.9071884,23.798996,24.5219536,24.8803463,26.8491344,23.8988285,25.8255653,22.4852276,21.5000935
21,0.4482655,0.5344714,0.4927598,0.4106002,0.3939672,496.2925306,0.41263,0.3856973,0.40912,0.4509747,0.3502656,0.2726746,0,26.3258705,24.2608051,22.1817627,21.212286,22.3524742,21.8682098,20.998888,20.1165485,19.6718979,18.8330784,18.2853832,17.8693199,23.7620201,23.3940182,23.0051327,23.8287449,24.5743713,24.9255486,26.8757648,23.9323387,25.8197441,22.4983253,21.5132046
22,0.4930552,0.723342,0.6890864,0.3788596,0.3793195,496.2925306,0.4426353,0.4260414,0.4192112,0.4297636,0.3677642,0.3006816,0,25.9937477,23.8495045,21.8204937,21.2696857,22.3321247,21.8759117,20.9792824,20.1622162,19.7069836,18.8628387,18.293108,17.9070797,23.8048706,23.7767944,23.1851425,23.8799667,24.616848,24.9494801,26.8939972,23.941534,25.8062744,22.4988232,21.5171127
23,0.8447379,0.7628479,0.5723973,0.4616471,0.4254707,496.2925306,0.4547383,0.3875738,0.4078179,0.4182537,0.3698776,0.2845756,0,26.5667992,24.2427597,21.7897739,21.1919193,22.3279552,21.8000889,21.0342846,20.1531048,19.7176247,18.9057808,18.3726044,17.917347,23.864996,24.0439358,23.3502426,23.9242554,24.6629887,24.9816036,26.9030495,23.9604492,25.8013687,22.5056381,21.5269718
24,0.6854854,0.6570479,0.5965346,0.4035649,0.4189197,496.2925306,0.4912993,0.4384731,0.3858453,0.3993446,0.3396143,0.293541,0,27.6430569,24.3003559,21.7906113,21.1430607,22.4315052,21.8911572,21.0184345,20.2230244,19.8735275,18.8598804,18.309164,17.9733181,23.9618797,24.0871487,23.4794292,23.9633217,24.7129879,25.0330868,26.9152069,23.9779301,25.8048458,22.513298,21.5331192
25,0.6236328,0.5739773,0.5497975,0.4518304,0.4655861,496.2925306,0.5061759,0.3758459,0.314719,0.3940829,0.3237218,0.2669622,0,29.437994,25.1098061,22.3574543,21.1638851,22.3416405,21.9532871,21.1640491,20.1652908,19.7511139,18.8769398,18.2965717,17.9185257,24.0518208,23.9259281,23.5055122,24.01968,24.7159729,25.0583687,26.9321423,23.9710789,25.7931004,22.5162849,21.5319405
26,0.6681856,0.6554244,0.5768558,0.4438134,0.4406335,496.2925306,0.5243304,0.388512,0.2870497,0.36909,0.3038562,0.2905261,0,30.8486443,26.8377495,22.9848442,21.1921272,22.471426,21.9276791,21.2173157,20.2231503,19.7946091,18.8816681,18.2917957,17.9403667,24.1476364,23.7917614,23.4594898,24.0611,24.7108459,25.0770512,26.9157066,23.9757862,25.783453,22.5122852,21.5135307
27,0.690462,0.6115891,0.6471152,0.4709729,0.499813,496.2925306,0.5414762,0.378426,0.3091851,0.4126632,0.3689477,0.2959212,0,33.8053093,28.0228806,23.292841,21.2941799,22.6783428,22.1312428,21.2764893,20.2372055,19.8071594,18.950079,18.3766251,17.9643288,24.2383766,23.7868519,23.4772949,24.0652733,24.7607708,25.100872,26.9160938,23.9879017,25.7887497,22.5115395,21.5059586
28,0.7520776,0.6259303,0.5780857,0.4626287,0.4809698,496.2925306,0.5679515,0.3767841,0.337831,0.3820797,0.3787537,0.3109164,0,35.9857178,28.6641178,23.7506733,21.2547188,22.6396828,22.3093605,21.6287479,20.5385094,20.0005836,18.9933872,18.5420551,18.0053787,24.3226585,23.875391,23.5321789,24.0928917,24.856432,25.140543,26.962492,24.0060463,25.792511,22.5251637,21.5268002
29,0.8615637,0.6151067,0.6354309,0.4516668,0.4827363,496.2925306,0.5946789,0.3953142,0.2933974,0.3810932,0.3680178,0.2899707,0,36.7064476,30.0159645,24.4805374,21.3895073,22.6716423,22.2299061,21.4495354,20.588728,20.2735176,19.1572781,18.6790848,17.9944878,24.4244633,23.8255749,23.5656242,24.1547089,24.9091187,25.1977348,26.9969559,24.0568638,25.8062344,22.5612774,21.5314808
30,0.8101384,0.9522597,0.7182971,0.5310184,0.5169633,496.2925306,0.6166156,0.4452753,0.3075575,0.3735295,0.3586345,0.3027444,0,36.1155891,30.1672058,24.9556103,21.6139736,22.8239002,22.156702,21.3717422,20.5605946,20.24687,19.2168713,18.7223797,18.0430946,24.5347652,23.8841686,23.5860119,24.1811466,24.960104,25.2339535,27.0282116,24.0840416,25.8042927,22.5790234,21.5537949
31,0.9378722,0.6722008,0.7064591,0.460011,0.5138718,496.2925306,0.6544374,0.4178319,0.3863336,0.4440688,0.3948997,0.3225,0,38.5559044,30.4579582,25.1797447,21.6445751,22.9207706,22.4245205,21.4679451,20.5115318,20.3903542,19.2763996,18.8135166,18.0623684,24.6589756,23.8999481,23.6812897,24.2026024,25.0393867,25.3101673,27.0507355,24.1236401,25.8041782,22.5872421,21.5692234
32,0.9210464,0.6199773,0.4786156,0.4955147,0.4585199,496.2925306,0.7129351,0.5304201,0.4421604,0.4700483,0.3715683,0.3153594,0,40.1157646,31.1107292,25.4771271,22.0220432,23.0319805,22.5925903,21.6452293,20.6377201,20.3772793,19.3153667,18.8365498,18.0781746,24.7853928,23.9811382,23.7371483,24.2277966,25.0883694,25.3417454,27.052084,24.1386089,25.7953358,22.588974,21.5709572
33,0.9563568,0.6935773,0.5271976,0.4117455,0.3875634,496.2925306,0.7742064,0.8093106,0.651633,0.5271045,0.470558,0.3474127,0,38.192215,30.3946095,25.4521999,22.1338921,23.206234,22.774456,21.9231205,20.7948093,20.4244041,19.330965,18.9620323,18.2047863,24.9456043,24.4876728,23.9120255,24.3318787,25.1401806,25.3821964,27.0766277,24.1454411,25.8093262,22.6102066,21.5850086
34,1.0120478,0.5520597,0.4889162,0.4829166,0.3994876,496.2925306,0.8601879,0.9793658,0.8920302,0.6670321,0.5621932,0.4009671,0,37.1083031,29.816906,24.9651909,22.0368519,23.4080811,23.1429768,22.0682812,20.7917728,20.5638027,19.463913,19.0798798,18.2085876,25.2179394,25.7021065,24.2650604,24.397337,25.2142735,25.4313107,27.0954895,24.1772099,25.8070602,22.659441,21.6210232
35,1.1094478,0.6470361,0.5036753,0.5130211,0.5195395,496.2925306,0.9653325,1.0358945,0.7074599,0.6262541,0.5674343,0.3900182,0,36.1971626,29.9816971,25.0974655,21.8673038,23.1303997,23.0141315,22.0674362,20.7283306,20.4307766,19.3722858,18.9862785,18.2879429,25.5988598,26.6078949,24.5346832,24.4706497,25.3109493,25.4678707,27.093895,24.1669121,25.7869644,22.6616268,21.6493683
36,1.1359899,0.9168126,0.7156835,0.5256193,0.5910112,496.2925306,0.9229721,0.7347209,0.5284234,0.5744595,0.4976935,0.3681204,0,37.7415428,31.2600307,26.6170521,21.9894867,23.1354294,22.8555393,21.9094944,20.6954308,20.5516701,19.3731499,18.8529415,18.2105064,25.9628487,26.8091564,24.7125454,24.5119953,25.3624573,25.5261536,27.1339855,24.1719341,25.7855625,22.6469631,21.6327934
37,1.2362337,0.6332361,0.6194419,0.511385,0.6292128,496.2925306,0.9002791,0.5501231,0.6643284,0.6507538,0.5331979,0.4069176,0,39.720932,32.9679298,27.3273602,22.302824,23.4867306,22.8917694,22.0344391,20.9138107,20.703455,19.5287514,18.9733276,18.1354904,26.2461224,26.8097839,24.8447647,24.5875244,25.5146236,25.609129,27.1945877,24.173317,25.7869434,22.6642532,21.634182
38,1.4969149,0.8656714,0.5925373,0.5416532,0.5395604,496.2925306,0.9391094,0.5585672,0.5101942,0.4674174,0.4975244,0.453252,0,40.904747,34.5604057,28.4185143,22.4983521,23.5855331,22.9860649,21.90518,21.1045761,20.9122944,19.7733116,19.4222012,18.2643375,26.5203781,26.9886303,24.9351139,24.6741352,25.6018982,25.7311153,27.2492676,24.2039356,25.805048,22.6801453,21.6497078
39,2.4261248,1.1297656,0.793015,0.476863,0.5615687,496.2925306,1.0074408,0.6685753,0.6172906,0.5598255,0.4882257,0.4238169,0,40.5217934,35.1036758,29.0064163,22.4877186,23.6752377,23.1780453,21.9316883,21.1671295,21.0614853,19.826828,19.3663139,18.3524952,26.862812,27.40168,25.1388645,24.7505188,25.6744213,25.8470383,27.3028011,24.2050476,25.7869015,22.6789837,21.6439991
40,1.5966847,0.9933891,0.938761,0.57503,0.570475,496.2925306,1.0629128,0.5595054,0.5458388,0.5106618,0.498877,0.4028712,0,41.2351379,36.2598991,30.0692425,22.6011295,23.8396435,23.8270168,22.6248436,21.5911579,21.1587906,19.8622608,19.3801136,18.3834,27.237318,27.3625736,25.3997879,24.8504887,25.7550125,25.9087143,27.3451595,24.2342854,25.7938156,22.6669846,21.6312275
41,1.6021353,0.921142,0.800087,0.6187143,0.6402538,496.2925306,1.1478857,0.59164,0.682232,0.5698556,0.5631231,0.4503164,0,43.7011337,37.8909035,31.2899399,22.8072472,24.1227551,24.1910419,23.013443,21.9732418,21.656002,20.3136635,19.8623028,18.5920582,27.5332146,27.2399998,25.563055,24.9756832,25.8789444,25.9857655,27.3678074,24.2702293,25.8104458,22.7071457,21.6596775
42,1.7594919,0.885695,0.6804769,0.5066403,0.6666784,496.2925306,1.2689155,0.7980518,0.5808323,0.5446982,0.5167983,0.4615033,0,44.640152,38.7899437,32.2914505,23.4939022,24.5564003,24.5489426,23.3243504,22.3048553,21.8526039,20.5960865,20.0944519,18.8360634,27.8245468,27.3981075,25.7750816,25.0498619,26.0074406,26.1194916,27.4655457,24.3565102,25.8414612,22.7598476,21.7075062
43,2.0052432,1.161695,0.8800321,0.6034984,0.7136392,496.2925306,1.2850528,0.8993812,0.8357151,0.6160596,0.550612,0.4350039,0,43.8956184,39.6125755,31.7464275,23.6832943,25.0765133,24.6398239,23.3592911,22.3087597,21.7760811,20.5430737,20.3497715,19.0561409,28.1365681,27.8831463,26.0165825,25.1974373,26.1582508,26.2457047,27.577652,24.4844303,25.91745,22.8648529,21.7792606
44,2.2218456,1.166295,1.1281693,0.6129879,0.6912629,496.2925306,1.3727994,0.7853856,0.6980198,0.7211286,0.5206023,0.5182313,0,44.587513,39.5774918,31.7915001,23.691597,25.0231781,24.7150497,23.414156,22.639431,22.4523563,20.9065437,20.5156765,18.9721622,28.5014496,28.592762,26.3802357,25.2923107,26.2779408,26.3570404,27.6643505,24.5766563,25.9744205,22.92276,21.8186588
45,2.0706505,1.0096244,0.9296903,0.6339302,0.7444803,496.2925306,1.4373486,0.8522349,0.6941135,0.7581247,0.6494327,0.5813064,0,45.1539803,41.1876488,32.8660469,24.1846886,25.760603,25.4347878,23.7596912,22.66745,22.4515877,21.1629601,21.1256466,19.6796856,28.8620758,28.9291286,26.5807037,25.4253635,26.4202824,26.471777,27.7442684,24.6881695,26.0227222,22.9768906,21.8671646
46,2.2171059,1.2518009,1.2797574,0.832882,0.7494855,496.2925306,1.7358886,1.410485,1.1404026,0.8418182,0.7555233,0.5580599,0,45.2279701,40.3190384,33.1694527,24.3872242,25.6303711,25.3752136,23.9149685,23.1768723,23.100708,21.5176735,21.1466522,19.7082958,29.3972969,30.3564434,26.8812962,25.5763111,26.5721912,26.5907955,27.8322449,24.8039722,26.1055145,23.0803852,21.9575024
47,2.6654776,1.597342,1.1304754,0.7065738,0.7230608,496.2925306,1.9403785,1.7447313,1.5984104,0.9371859,0.7264435,0.5909859,0,47.7891464,39.1541405,31.8547993,24.1610355,25.5589943,25.5555134,23.5619469,22.970583,23.0033569,21.8050976,21.3572884,19.8605766,30.1972122,31.6713161,27.4171295,25.7490711,26.7477684,26.8040504,27.9789257,24.9211884,26.1897144,23.1587925,22.0257664
48,3.8646112,2.4321067,1.5309694,0.7970511,0.8522399,496.2925306,1.7479916,1.2803048,0.9935927,0.7771983,0.6768218,0.5237851,0,49.068161,40.4129257,32.8203201,24.4681129,25.5350761,25.5708961,23.5784912,22.9375305,22.7792339,21.6999779,21.3951168,19.8934937,31.1173058,32.9341202,28.1263275,25.9450665,26.8790054,26.9122238,28.0557041,24.9970436,26.2586632,23.2578583,22.1124363
49,2.6495997,1.5248244,1.4577889,0.8829472,0.8702734,496.2925306,2.140834,1.4871857,0.8988661,0.7467792,0.5744507,0.4562669,0,53.7779961,43.1606636,35.5120659,24.5907192,25.3801765,25.3884411,23.3461456,23.1848221,22.9354668,21.5540733,21.1424789,19.6262894,31.9759769,33.8863754,28.7267265,26.1185341,27.0062466,27.0005646,28.139061,25.0723095,26.3172131,23.3264313,22.1769161
50,3.0996303,1.9604714,1.5557216,0.8279737,0.9040587,496.2925306,2.1388168,0.9889827,1.2592177,0.9861852,0.6691292,0.5406845,0,57.0745544,44.2222328,37.4046326,24.4743767,25.0631561,25.3050728,23.4045944,23.2436523,22.995882,21.7540264,21.4909344,19.6609917,32.7312927,34.7734528,29.0395374,26.3026409,27.1316776,27.1003075,28.1972466,25.1332989,26.3611336,23.3791924,22.2202644
51,3.8134228,2.2186126,1.675178,0.81014,0.9702307,496.2925306,1.9260062,0.888357,1.0347711,0.7438196,0.7296558,0.6522362,0,60.7478561,48.6230927,38.2213631,24.6296844,25.1310692,25.146944,23.4233799,23.0349121,23.2075844,22.0540829,21.9269676,20.074625,33.4295654,35.3248863,29.528162,26.4701805,27.4095821,27.3355198,28.3640366,25.2797604,26.4783287,23.477829,22.2500572
52,4.3978227,2.0005185,1.5295857,0.8230653,0.9888531,496.2925306,1.941387,0.7734231,0.7279677,0.7181689,0.6875577,0.5878123,0,65.1841049,51.1069717,40.055851,25.3737278,26.3330479,26.3226242,23.9161224,23.1572056,22.9514008,21.9093075,21.8427868,20.2161922,34.0634842,35.7302437,29.9406948,26.6737118,27.6864319,27.5651741,28.5192699,25.4520378,26.5824585,23.6064968,22.3330364
53,5.6621266,2.7159538,1.8701209,0.9637714,1.1669803,496.2925306,2.2346321,0.9284665,0.62787,0.6135932,0.6855288,0.5624236,0,67.1242294,56.8835258,42.6842728,26.1202011,27.4340076,27.9249344,25.4798298,24.328949,23.8590927,22.0976009,21.7581406,20.2707634,34.6553993,35.8016434,30.1554775,26.9246902,27.9495602,27.7275944,28.680048,25.5539532,26.6582031,23.7157745,22.4379025
54,5.5751538,2.9906008,1.7595815,1.0108915,1.1368753,496.2925306,2.1304961,0.9408981,0.6558648,0.879472,0.7970296,0.8457459,0,67.5955429,57.9458694,45.6892471,26.499115,27.6258068,27.6291084,25.5838909,25.0647907,25.2418213,23.0633698,22.7507992,20.5441303,35.3295288,35.8040581,30.3497696,27.1215076,28.1819515,27.9381046,28.88134,25.6810322,26.7130661,23.7583199,22.54035
55,4.2281429,2.2408008,1.4842323,1.2181876,1.1074328,496.2925306,2.4371047,1.0734239,0.9852919,0.8401739,0.8763229,0.863042,0,69.8451385,59.273037,46.9408417,26.8668709,27.9800205,28.154398,26.1814709,25.6214123,25.7089348,23.6846581,23.7235775,21.3789673,36.108593,36.3350029,30.6955109,27.3265133,28.4357033,28.240818,29.1796608,25.8990231,26.8138657,23.8643456,22.5968857
56,4.3203293,1.3519185,0.8995571,0.9282676,0.9089903,496.2925306,3.3196133,1.8821828,1.1519586,0.7360915,0.6924606,0.6800845,0,73.8980484,58.9230919,46.1382179,27.3700066,28.6858177,29.4338474,28.3598862,27.2030602,26.5805683,24.2489281,24.1598034,21.7403755,36.9607506,36.4462395,30.8464584,27.5409775,28.5666237,28.3777504,29.2283878,26.0283165,26.8898277,23.9855576,22.6640873
57,4.6698791,1.6909656,1.0932702,0.801305,0.8339119,496.2925306,2.9842601,2.1695174,1.5267958,0.9529709,0.7710776,0.695159,0,76.5121918,59.6537971,45.2707176,27.1689281,28.5151119,29.4289608,28.8149681,27.8327446,26.6904984,24.5582981,24.3361549,21.9590454,37.9154854,37.6422997,31.0130177,27.6865959,28.6291809,28.4331417,29.2984219,26.1181774,26.981472,24.1137886,22.7489319
58,6.1168967,2.5235655,1.2525453,0.9981298,0.8532704,496.2925306,3.7812914,2.6611528,1.389426,0.9301156,0.8827475,0.6927788,0,81.5200119,60.4181671,45.9731369,27.3017826,28.5140305,28.8502045,28.5155525,27.6925621,26.9311314,24.7572327,24.6233692,21.8495827,39.0618401,38.8557739,31.5388756,27.8661842,28.7904835,28.5556259,29.3632183,26.2307262,27.0867271,24.2178478,22.8243465
59,6.0190228,2.3344244,1.5749392,1.0455772,0.9839951,496.2925306,2.9275274,1.5437144,1.1255914,1.0340335,1.0533378,0.8075835,0,85.1314697,63.4347916,45.3953285,27.8873005,29.1637363,29.1208057,28.0944424,27.3311443,26.2717476,24.2703457,24.3080025,21.834219,40.6190224,39.4826851,32.2155571,28.0707474,29.094635,28.6925297,29.5004063,26.3645191,27.2083073,24.3658848,22.983942
60,5.8322803,2.2681302,1.5823187,1.1049683,0.9973178,496.2925306,3.0641901,1.5484056,1.1076877,0.9620144,0.7731064,0.5977298,0,92.8614044,67.5290146,47.1167221,28.6129646,30.3262615,30.1014519,28.5158119,27.291256,26.840004,24.4746628,24.3864174,21.5913639,41.995533,39.0011864,32.4705849,28.4135361,29.3417568,28.8564491,29.6529179,26.5034962,27.3169651,24.505497,23.0930748
61,6.6349414,2.4559185,1.7176104,0.9701522,1.0636371,496.2925306,3.3579394,1.4857784,0.8757541,0.9146594,0.8646571,0.7086468,0,103.1058121,72.6765976,51.4683952,29.3948116,30.9478989,31.4128666,29.8429146,28.189497,27.5198822,25.3836861,24.9352131,22.1081829,43.1380882,39.3797417,32.6247826,28.5815506,29.4813519,28.9753532,29.7356205,26.6196365,27.3700314,24.5745945,23.1849842
