Time (s),HF Center 0.2m,HF Center 0.4m,HF Center 0.6m,HF Center 0.8m,HF Center 1.0m,HF Center 1.2m,HF Offset 0.2m,HF Offset 0.4m,HF Offset 0.6m,HF Offset 0.8m,HF Offset 1.0m,HF Offset 1.2m,HF Ring Stand,TC Plume 0.2m,TC Plume 0.4m,TC Plume 0.6m,TC Plume 0.8m,TC Plume 1.0m,TC Plume 1.2m,TC Plume 1.4m,TC Plume 1.6m,TC Plume 1.8m,TC Plume 2.0m,TC Plume 2.2m,TC Plume 2.4m,TC Surface Center 0.2m,TC Surface Center 0.4m,TC Surface Center 0.6m,TC Surface Center 0.8m,TC Surface Center 1.0m,TC Surface Center 1.2m,TC Surface Center 1.4m,TC Surface Center 1.6m,TC Surface Center 1.8m,TC Surface Center 2.0m,TC Surface Center 2.2m
0,0.1977745,0.3499303,0.3210316,0.295254,0.305198,0.2871504,0.3100069,0.3075892,0.2777724,0.3426172,0.2682673,0.2341948,0,27.1915989,24.3587933,24.1994324,24.0744343,24.5770626,24.5233822,23.4901142,22.9855042,22.6211948,21.8843994,21.4478588,21.2630196,22.7126198,23.1190872,23.6728058,24.4313374,25.5543938,25.6874046,25.0830536,23.9861431,23.2279739,22.5654545,21.9416752
1,0.2143633,0.3588597,0.3127296,0.2870734,0.3011497,0.2854084,0.3185798,0.3092311,0.2794,0.348701,0.2653931,0.236575,0,29.550909,25.1773491,24.5570602,24.0517693,24.5555401,24.5423298,23.5068054,23.0287018,22.635643,21.9204445,21.4490337,21.2422009,22.711895,23.120636,23.6588364,24.1320591,25.5544319,25.6847973,25.0793133,23.9907169,23.2336826,22.5639744,21.943985
2,0.2231317,0.3631891,0.3122684,0.2859281,0.2955556,0.2808641,0.327657,0.3139223,0.2810276,0.3491943,0.2644632,0.2377651,0,31.4640141,25.5584278,24.7651501,24.0892487,24.6247826,24.5381908,23.5094757,23.0431099,22.6405907,21.9443455,21.4634705,21.265728,22.7115402,23.1108112,23.6546936,23.8270054,25.5555859,25.6715965,25.0846233,23.9918728,23.2333241,22.5764923,21.9477959
3,0.2342699,0.3588597,0.3182643,0.2885459,0.2944515,0.2792736,0.3314392,0.3118113,0.2836317,0.3426172,0.2657312,0.2388759,0,31.3378696,25.3404064,24.8041935,24.0764713,24.6157894,24.5269318,23.501236,23.0507717,22.6387825,21.950119,21.4609032,21.2760563,22.7157917,23.1370277,23.6449394,23.5291271,25.5549164,25.6811295,25.0945377,23.9927158,23.2387104,22.5818844,21.9539471
4,0.2378246,0.3594008,0.3154969,0.2880551,0.2935682,0.2821517,0.3324478,0.3141569,0.2789117,0.3447548,0.2641251,0.2404627,0,30.7993736,25.186554,24.6498814,24.0814133,24.5526447,24.4925385,23.4603825,23.0258045,22.6429787,21.9418049,21.4453716,21.2764568,22.7233849,23.1499252,23.6419353,23.4257736,25.5553188,25.6905956,25.0983391,24.0003033,23.2481937,22.5800133,21.9498024
5,0.2442232,0.3667067,0.3131908,0.2892003,0.2942307,0.2807884,0.3526194,0.328465,0.2795627,0.3450836,0.2671683,0.2384792,0,30.0598183,24.7377491,24.4426384,24.0512333,24.5232296,24.4635048,23.4229965,22.9990139,22.6305561,21.9343128,21.4321861,21.2727547,22.7155247,23.1621323,23.6583042,23.2380161,25.5425625,25.6959724,25.0999432,23.9992599,23.2429848,22.5835114,21.9468613
6,0.2688694,0.3680597,0.3188792,0.289364,0.2954084,0.2808641,0.355393,0.3296378,0.2785862,0.3432749,0.2630261,0.2347502,0,29.5393944,24.4320087,24.2022705,24.0155926,24.5265636,24.4278812,23.3858318,22.9860706,22.6179733,21.9217358,21.4321136,21.2624493,22.7177258,23.1673622,23.6692085,23.2068844,25.541357,25.7038345,25.1006279,24.0029716,23.2395115,22.5834427,21.9430008
7,0.260812,0.3764479,0.3207241,0.2856009,0.2981318,0.2743507,0.355393,0.3282304,0.2767958,0.3442615,0.2609128,0.2353849,0,28.7859192,24.218832,24.0140209,23.9901009,24.4942684,24.3698673,23.3550282,22.9760857,22.6185932,21.9234905,21.4243889,21.2623081,22.7232647,23.1937275,23.6554413,23.3571072,25.5336609,25.68783,25.1035118,24.0013199,23.2401276,22.5639858,21.944376
8,0.2897239,0.3813185,0.3227228,0.2870734,0.2934946,0.2775317,0.3672438,0.3209591,0.2737033,0.3365334,0.2598138,0.231894,0,28.2813892,24.1010075,23.8749657,23.9888401,24.4638805,24.3425083,23.3238621,22.9702816,22.628706,21.9237461,21.3927727,21.2273006,22.7197323,23.218214,23.6651592,23.3103981,25.5369358,25.6782646,25.0924263,23.9966545,23.2320557,22.5725727,21.9412193
9,0.3181618,0.3753656,0.3173418,0.2800381,0.2926849,0.2744264,0.3836333,0.3263539,0.272564,0.3368623,0.257785,0.2280857,0,28.1701984,24.0222492,23.8060322,23.9683723,24.4502316,24.3458805,23.3192883,22.9615421,22.6328449,21.9157543,21.4227123,21.2712517,22.7094822,23.2295399,23.6583138,23.0190849,25.5267029,25.6604824,25.0961761,23.9988937,23.2524586,22.5501957,21.9408092
